stop_id,stop_code,stop_name,stop_lat,stop_lon,scheduled_stop_calls,degree,weighted_degree,in_degree,out_degree,pagerank,betweenness,harmonic,is_articulation_point,community_id
37346,17050,חולון וולפסון,32.035462,34.759782,194,3,388,3,3,0.01401796202531151,0.013675213675213677,0.2719696969696969,False,7
37364,17032,בית יהושע,32.262346,34.860112,163,3,326,3,3,0.011749187899808491,0.013053613053613057,0.2705387205387205,False,6
37352,17044,סגולה,32.111918,34.901335,217,2,434,2,2,0.013927888010480834,0.011499611499611498,0.19013457081638893,False,8
37290,17106,שדרות,31.515877,34.586059,151,2,302,2,2,0.014543108016073107,0.007226107226107226,0.1883608394972031,False,3
38643,17108,נתיבות,31.410871,34.571423,151,2,302,2,2,0.015715265991704367,0.00675990675990676,0.18836083949720311,False,3
37302,17094,ראש העין צפון,32.120865,34.934527,217,2,434,2,2,0.01425258268265302,0.0034965034965034965,0.18124316760680392,False,8
42419,17119,קרית מלאכי,31.747335,34.822479,52,2,104,2,2,0.010369955662041316,0.0034965034965034965,0.22854300581573303,False,1
37344,17052,בת ים אלי כהן - יוספטל,32.014588,34.762082,194,3,388,3,3,0.015201590690233904,0.0016317016317016317,0.23663419913419897,False,7
42418,17120,מזכרת בתיה,31.841507,34.855948,52,2,104,2,2,0.01015369708523068,0.0009324009324009324,0.22096724823997543,False,1
37386,17010,חוצות מפרץ,32.809527,35.054514,262,3,524,3,3,0.016639817267244134,0.0002331002331002331,0.21881531767895396,False,4
40640,17114,נתניה קריית ספיר,32.278832,34.865175,96,2,192,2,2,0.00840764858509071,0.0,0.21854858104858096,False,6
37328,17068,יבנה מזרח,31.861702,34.744295,72,2,144,2,2,0.008809619471845252,0.0,0.227532904805632,False,1
37382,17014,נהריה,33.005075,35.09871,187,1,187,1,1,0.008719988834313975,0.0,0.170288171424535,False,4
37310,17086,דימונה,31.068597,35.01171,16,1,16,1,1,0.003110088201748635,0.0,0.19299871004416455,False,3
37312,17084,באר שבע מרכז,31.242886,34.798546,219,1,219,1,1,0.014110026375690825,0.0,0.19299871004416455,False,3
37342,17054,בת ים קוממיות,32.000989,34.759437,107,2,214,2,2,0.009470534705601687,0.0,0.22653318903318892,False,7
40583,17111,בית שאן,32.514683,35.488106,106,1,106,1,1,0.00853628160338593,0.0,0.16422756536392893,False,2
37308,17088,להבים רהט,31.369907,34.79804,55,2,110,2,2,0.009308562154232902,0.0,0.23182583409856125,False,3
40584,17110,כפר יהושע,32.681069,35.124624,66,3,132,3,3,0.009049412524844272,0.0,0.24513096331278142,False,2
37374,17022,עתלית,32.692924,34.940314,165,2,255,2,2,0.008669291238909894,0.0,0.25271164021164016,False,2
37370,17026,קיסריה פרדס חנה,32.485187,34.954099,102,2,204,2,2,0.008428011831461475,0.0,0.23983285233285223,False,6
37392,17004,קרית חיים,32.824918,35.06429,257,2,514,2,2,0.017356611966799967,0.0,0.2112395601031964,False,4
37340,17056,כפר חבד,31.993188,34.85303,101,3,202,3,3,0.00897901695870026,0.0,0.2924242424242423,False,1
41292,17115,כרמיאל,32.924764,35.294801,121,1,121,1,1,0.007463924838770375,0.0,0.170288171424535,False,4
37322,17074,בית שמש,31.757821,34.989515,50,1,50,1,1,0.005577034542893719,0.0,0.2030379553106825,False,1
37330,17066,באר יעקב,31.932781,34.828591,102,2,204,2,2,0.012505103924442427,0.0,0.26062409812409815,False,1
42286,17118,ירושלים/יצחק נבון,31.788062,35.202545,195,2,195,2,2,0.007468231792816948,0.0,0.251533189033189,False,5
37378,17018,בת גלים,32.830498,34.981888,385,2,770,2,2,0.02242268499325526,0.0,0.2663480038480038,False,2
37348,17048,צומת חולון,32.037036,34.776461,107,2,214,2,2,0.007911099118611199,0.0,0.2618686868686868,False,7
37394,17002,מודיעין מרכז,31.901238,35.005712,233,1,233,1,1,0.009650011494311083,0.0,0.2018398268398267,False,5
37334,17062,לוד גני אביב,31.966977,34.87879,96,3,192,3,3,0.008983295490865736,0.0,0.2924242424242423,False,1
42416,17122,רעננה דרום,32.172568,34.886294,212,2,424,2,2,0.013542339829495804,0.0,0.22435666185666173,False,6
42507,17123,מרכזית המפרץ,32.792942,35.032964,96,3,191,3,3,0.010416743369046903,0.0,0.24513096331278142,False,2
37298,17098,ראשונים,31.948927,34.802622,59,1,59,1,1,0.00488523250192746,0.0,0.24471500721500714,False,1
