stop_id,stop_code,stop_name,stop_lat,stop_lon,scheduled_stop_calls,degree,weighted_degree,in_degree,out_degree,pagerank,betweenness,harmonic,is_articulation_point,community_id,stations_outside_largest_component,components,socio_locality,socio_cluster,socio_index_value,socio_population,socio_join_method,socio_join_distance_m,region,metro,socio_group,degree_percentile,weighted_degree_percentile,pagerank_percentile,betweenness_percentile,harmonic_percentile,stations_outside_largest_component_percentile,composite_centrality_score,top_quintile_centrality_count,station_archetype
39260,17109,אופקים,31.322628,34.634078,151,2,300,2,2,0.0170439368497184,0.0305361305361305,0.2101704272158816,False,3,0,1,אופקים,2.0,-1.57556268627621,6704.06189888167,nearest,516.6455777249131,דרום,באר שבע,Lower (clusters 2–4),0.3358208955223881,0.44776119402985076,0.7611940298507462,0.6417910447761194,0.22388059701492538,0.0,48.20895522388059,0,ordinary or peripheral station
37392,17004,קרית חיים,32.824918,35.06429,257,2,514,2,2,0.0173566119667999,0.0,0.2112395601031964,False,4,0,1,חיפה,7.0,0.686137268721118,3191.46217455554,within,0.0,צפון,חיפה,Middle (clusters 5–7),0.3358208955223881,0.8059701492537313,0.7910447761194029,0.1865671641791045,0.23880597014925373,0.0,47.16417910447762,1,ordinary or peripheral station
37304,17092,כפר סבא,32.167369,34.917428,217,2,434,2,2,0.0143375659546034,0.022066822066822,0.202255782937601,False,8,0,1,הוד השרון,9.0,1.59622820794661,6756.74604790508,within,0.0,מרכז,תל אביב,Higher (clusters 8–9),0.3358208955223881,0.6865671641791045,0.5671641791044776,0.5671641791044776,0.16417910447761194,0.0,46.41791044776119,0,ordinary or peripheral station
37340,17056,כפר חבד,31.993188,34.85303,101,3,202,3,3,0.0089790169587002,0.0,0.2924242424242423,False,1,0,1,"כפר חב""ד",4.0,-0.412390306186484,6717.67634013831,within,0.0,מרכז,תל אביב,Lower (clusters 2–4),0.6417910447761194,0.26865671641791045,0.19402985074626866,0.1865671641791045,0.8283582089552238,0.0,42.38805970149254,1,globally accessible connector
40582,17112,עפולה,32.622003,35.294721,106,2,212,2,2,0.015398201377072,0.0303030303030303,0.202906226769863,True,2,1,2,עפולה,6.0,0.180628242050727,10287.656257102,within,0.0,צפון,פריפריה,Middle (clusters 5–7),0.3358208955223881,0.3358208955223881,0.6417910447761194,0.6044776119402985,0.1791044776119403,0.25,41.940298507462686,0,branch gateway
37352,17044,סגולה,32.111918,34.901335,217,2,434,2,2,0.0139278880104808,0.0114996114996114,0.1901345708163889,False,8,0,1,פתח תקווה,8.0,1.29025233828951,2002.06889619128,nearest,7.764896520031846,מרכז,תל אביב,Higher (clusters 8–9),0.3358208955223881,0.6865671641791045,0.4925373134328358,0.47761194029850745,0.1044776119402985,0.0,41.940298507462686,0,ordinary or peripheral station
37334,17062,לוד גני אביב,31.966977,34.87879,96,3,192,3,3,0.0089832954908657,0.0,0.2924242424242423,False,1,0,1,לוד,6.0,0.205499873789178,3374.53748641252,within,0.0,מרכז,תל אביב,Middle (clusters 5–7),0.6417910447761194,0.21641791044776118,0.208955223880597,0.1865671641791045,0.8283582089552238,0.0,41.64179104477611,1,globally accessible connector
37302,17094,ראש העין צפון,32.120865,34.934527,217,2,434,2,2,0.014252582682653,0.0034965034965034,0.1812431676068039,False,8,0,1,ראש העין,7.0,0.84947562576949,2772.28472567574,nearest,1004.6338928937128,מרכז,תל אביב,Middle (clusters 5–7),0.3358208955223881,0.6865671641791045,0.5522388059701493,0.4253731343283582,0.05970149253731343,0.0,41.194029850746276,0,ordinary or peripheral station
38643,17108,נתיבות,31.410871,34.571423,151,2,302,2,2,0.0157152659917043,0.0067599067599067,0.1883608394972031,False,3,0,1,נתיבות,5.0,-0.334801935518027,3202.36919801934,within,0.0,דרום,פריפריה,Middle (clusters 5–7),0.3358208955223881,0.47761194029850745,0.6716417910447762,0.44776119402985076,0.08208955223880597,0.0,40.29850746268657,0,ordinary or peripheral station
41291,17116,אחיהוד,32.91159,35.174068,121,2,242,2,2,0.0123961801500237,0.0303030303030303,0.2137648126284488,True,4,1,2,אחיהוד,6.0,0.197137744992882,916.477729329011,nearest,88.03331122872852,צפון,חיפה,Middle (clusters 5–7),0.3358208955223881,0.417910447761194,0.3880597014925373,0.6044776119402985,0.26865671641791045,0.25,40.29850746268656,0,branch gateway
