stop_id,stop_name,region,metro,community,lat,lon,trip_graph_degree,trip_graph_weighted_degree,stop_use_count,is_critical,socio_join_method,socio_join_distance_m,socio_unit_id,socio_locality,socio_locality_en,socio_cluster,socio_cluster_group,socio_index_value,socio_population
48640,דרך מנחם בגין/המלאכה,מרכז,תל אביב,24.0,32.067185,34.784932,13,10656.0,5328,False,within,0.0,50000613,תל אביב -יפו,TEL AVIV - YAFO,10.0,high_8_10,,
13204,קניון עזריאלי/דרך מנחם בגין,מרכז,תל אביב,24.0,32.075726,34.791623,12,10642.0,5321,False,within,0.0,50000621,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,864.0
13679,עיריית תל אביב - יפו/אבן גבירול,מרכז,תל אביב,24.0,32.082914,34.781176,7,10558.0,5461,False,within,0.0,50000324,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,2271.0
41132,מחלף חמד,ירושלים,ירושלים,15.0,31.80033,35.126238,44,10540.0,5339,False,nearest,125.8462799406989,6720001,בית נקופה,BET NEQOFA,8.0,high_8_10,,763.0
41133,מחלף חמד,ירושלים,ירושלים,15.0,31.801002,35.12454,62,10454.0,5289,False,within,0.0,6720001,בית נקופה,BET NEQOFA,8.0,high_8_10,,763.0
13032,דרך ז'בוטינסקי/דב גרונר,מרכז,תל אביב,37.0,32.091763,34.828052,5,10384.0,5192,False,within,0.0,61000121,בני ברק,BENE BERAQ,3.0,low_1_4,,4015.0
13290,מכון מור/דרך זאב ז'בוטינסקי,מרכז,תל אביב,37.0,32.091435,34.825758,13,10380.0,5190,False,within,0.0,61000223,בני ברק,BENE BERAQ,2.0,low_1_4,,10515.0
8793,בית ענבר/כנפי נשרים,ירושלים,ירושלים,15.0,31.787534,35.186109,4,10374.0,5187,False,nearest,374.45257919912217,30000923,ירושלים,JERUSALEM,2.0,low_1_4,,6827.0
44961,ירמיהו/הצבי,ירושלים,ירושלים,15.0,31.790799,35.202515,10,10366.0,5183,False,within,0.0,30000914,ירושלים,JERUSALEM,2.0,low_1_4,,9465.0
8794,מרכז שטנר/כנפי נשרים,ירושלים,ירושלים,15.0,31.787494,35.188892,5,10362.0,5181,False,nearest,66.22912552300275,30000923,ירושלים,JERUSALEM,2.0,low_1_4,,6827.0
9553,גשר המיתרים/שד' הרצל,ירושלים,ירושלים,15.0,31.787322,35.199369,22,10314.0,5159,False,within,0.0,30001016,ירושלים,JERUSALEM,2.0,low_1_4,,3851.0
49737,שדרות גולדה מאיר/הרטום,ירושלים,ירושלים,41.0,31.79987,35.212534,7,10298.0,5149,False,nearest,19.06810252459888,30000512,ירושלים,JERUSALEM,1.0,low_1_4,,2806.0
13136,תיכון חדש רבין/דרך נמיר,מרכז,תל אביב,24.0,32.090293,34.795303,9,10264.0,5132,False,within,0.0,50000423,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,3344.0
51284,דרך נמיר/שדרות שאול המלך,מרכז,תל אביב,24.0,32.078509,34.793016,4,10240.0,5120,False,within,0.0,50000613,תל אביב -יפו,TEL AVIV - YAFO,10.0,high_8_10,,
13036,דרך ז'בוטינסקי/אבן עזרא,מרכז,תל אביב,37.0,32.091484,34.831208,8,10218.0,5111,False,within,0.0,61000222,בני ברק,BENE BERAQ,2.0,low_1_4,,8360.0
10644,שמואל הנביא/גבעת משה,ירושלים,ירושלים,41.0,31.797063,35.218335,6,10190.0,5095,False,within,0.0,30000514,ירושלים,JERUSALEM,1.0,low_1_4,,4004.0
3367,סחרוב,צפון,חיפה,46.0,32.790898,34.958675,6,10076.0,5038,False,nearest,222.74777194195642,40000431,חיפה,HAIFA,3.0,low_1_4,,670.0
3731,העירייה,צפון,חיפה,28.0,32.812464,34.997602,13,10066.0,5033,False,within,0.0,40000633,חיפה,HAIFA,2.0,low_1_4,,1554.0
13181,דרך נמיר/פנקס,מרכז,תל אביב,50.0,32.092013,34.795206,7,10010.0,5005,False,within,0.0,50000412,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,4928.0
16212,ת.רק''ל שחם/דרך ז'בוטינסקי,מרכז,תל אביב,17.0,32.092183,34.860629,7,9938.0,4969,False,nearest,24.680909696615174,79000128,פתח תקווה,PETAH TIQWA,8.0,high_8_10,,1376.0
29480,ת. רכבת תל אביב - סבידור/דרך נמיר,מרכז,תל אביב,24.0,32.081367,34.794199,12,9906.0,4953,False,within,0.0,50000436,תל אביב -יפו,TEL AVIV - YAFO,8.0,high_8_10,,2126.0
45039,אבן גבירול/ארלוזורוב,מרכז,תל אביב,24.0,32.084806,34.781547,4,9842.0,4921,False,within,0.0,50000324,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,2271.0
13565,כיכר דיזנגוף/ריינס,מרכז,תל אביב,50.0,32.07895,34.77495,5,9836.0,4918,False,within,0.0,50000343,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,2259.0
9352,רבי ישראל נג'ארה/יונתן בן עוזיאל,ירושלים,ירושלים,15.0,31.790195,35.191514,8,9831.0,4918,False,within,0.0,30000923,ירושלים,JERUSALEM,2.0,low_1_4,,6827.0
8733,אצטדיון טדי/א''ס ביתר,ירושלים,ירושלים,9.0,31.751193,35.18933,20,9743.0,4912,False,nearest,198.55326379239466,30001147,ירושלים,JERUSALEM,8.0,high_8_10,,3695.0
8703,גבעת שאול/כתב סופר,ירושלים,ירושלים,15.0,31.791222,35.195972,14,9628.0,4814,False,within,0.0,30000921,ירושלים,JERUSALEM,2.0,low_1_4,,3906.0
9434,יחזקאל/רבנו גרשום,ירושלים,ירושלים,41.0,31.792065,35.220651,8,9594.0,4797,False,within,0.0,30000824,ירושלים,JERUSALEM,1.0,low_1_4,,9812.0
13089,מגדל שלום/אחד העם,מרכז,תל אביב,24.0,32.063639,34.770359,5,9594.0,4797,False,within,0.0,50000552,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,1204.0
8706,גבעת שאול/הרב אהרון קוטלר,ירושלים,ירושלים,15.0,31.791889,35.194251,4,9580.0,4790,False,within,0.0,30000921,ירושלים,JERUSALEM,2.0,low_1_4,,3906.0
14054,דרך ז'בוטינסקי/סוקולוב,מרכז,תל אביב,37.0,32.092321,34.834218,9,9558.0,4779,False,within,0.0,61000212,בני ברק,BENE BERAQ,2.0,low_1_4,,5284.0
10733,יחזקאל/הושע,ירושלים,ירושלים,41.0,31.789988,35.219015,5,9538.0,4769,False,within,0.0,30000825,ירושלים,JERUSALEM,1.0,low_1_4,,2794.0
44465,חוף ירושלים,מרכז,תל אביב,24.0,32.073296,34.764793,3,9534.0,4767,False,within,0.0,50000521,תל אביב -יפו,TEL AVIV - YAFO,8.0,high_8_10,,2072.0
44466,חוף בננה ביץ',מרכז,תל אביב,24.0,32.070602,34.763816,7,9534.0,4767,False,within,0.0,50000522,תל אביב -יפו,TEL AVIV - YAFO,7.0,middle_5_7,,2085.0
10792,שדרות גולדה מאיר/יצחק מירסקי,ירושלים,ירושלים,41.0,31.822289,35.189471,15,9502.0,4780,False,within,0.0,30000426,ירושלים,JERUSALEM,2.0,low_1_4,,5677.0
9048,בן גוריון/שערי ירושלים,ירושלים,ירושלים,15.0,31.791535,35.196465,41,9472.0,4736,False,nearest,11.43750594049834,30000921,ירושלים,JERUSALEM,2.0,low_1_4,,3906.0
9181,בנייני האומה/הנשיא השישי,ירושלים,ירושלים,15.0,31.78634,35.203701,12,9468.0,6950,False,within,0.0,30001021,ירושלים,JERUSALEM,6.0,middle_5_7,,1507.0
