stop_id,stop_name,region,metro,community,lat,lon,trip_graph_degree,trip_graph_weighted_degree,stop_use_count,is_critical,socio_join_method,socio_join_distance_m,socio_unit_id,socio_locality,socio_locality_en,socio_cluster,socio_cluster_group,socio_index_value,socio_population
970,יוספטל/מבצע סיני,מרכז,תל אביב,31.0,32.015793,34.758836,2,1246.0,623,False,within,0.0,62000422,בת ים,BAT YAM,5.0,middle_5_7,,2053.0
12905,דרך הטייסים/דרך חיים בר לב,מרכז,תל אביב,25.0,32.045478,34.813616,4,1246.0,623,False,within,0.0,86000418,רמת גן,RAMAT GAN,9.0,high_8_10,,7440.0
26165,דרך המשחררים/תל חי,דרום,באר שבע,0.0,31.251825,34.788936,3,1246.0,623,False,within,0.0,90000523,באר שבע,BE'ER SHEVA,4.0,low_1_4,,2820.0
21401,לוין/אחימאיר,מרכז,תל אביב,7.0,31.939436,34.873967,3,1246.0,623,False,within,0.0,85000013,רמלה,RAMLA,6.0,middle_5_7,,5423.0
43744,מסוף עין התכלת/איסוף,מרכז,פריפריה,3.0,32.35102,34.855668,2,1245.0,1245,False,within,0.0,74000222,נתניה,NETANYA,5.0,middle_5_7,,2384.0
44877,אביי/רב המנונא,ירושלים,פריפריה,21.0,31.710044,34.967686,4,1244.0,622,False,within,0.0,26100038,בית שמש,BET SHEMESH,2.0,low_1_4,,33172.0
24162,הפלד/פרופ' שור,מרכז,תל אביב,51.0,32.024366,34.795468,3,1244.0,622,False,nearest,262.03808769278913,66000311,חולון,HOLON,7.0,middle_5_7,,2424.0
27560,דרך יוסף ג'ו אלון/תבורי,דרום,באר שבע,0.0,31.24411,34.780935,5,1244.0,622,False,within,0.0,90000423,באר שבע,BE'ER SHEVA,5.0,middle_5_7,,4674.0
44881,רב המנונא/ריש לקיש,ירושלים,פריפריה,21.0,31.71206,34.964384,3,1244.0,622,False,within,0.0,26100038,בית שמש,BET SHEMESH,2.0,low_1_4,,33172.0
1922,התמר/אגמון,צפון,חיפה,46.0,32.81226,34.971022,2,1244.0,622,False,within,0.0,40000528,חיפה,HAIFA,8.0,high_8_10,,3717.0
5469,אהבת ציון /ירושלים,צפון,פריפריה,16.0,32.785794,35.509514,3,1244.0,622,False,within,0.0,67000036,טבריה,TIBERIAS,2.0,low_1_4,,5121.0
5467,אהבת ציון /השלום,צפון,פריפריה,16.0,32.784574,35.505065,4,1244.0,622,False,within,0.0,67000036,טבריה,TIBERIAS,2.0,low_1_4,,5121.0
3204,דרך הים/הרקפות,צפון,חיפה,28.0,32.80837,34.976787,2,1244.0,622,False,within,0.0,40000526,חיפה,HAIFA,8.0,high_8_10,,3820.0
44879,רב חנן,ירושלים,פריפריה,21.0,31.710646,34.96502,2,1244.0,622,False,within,0.0,26100038,בית שמש,BET SHEMESH,2.0,low_1_4,,33172.0
3202,דרך הים/אשכולות,צפון,חיפה,28.0,32.806403,34.980707,3,1244.0,622,False,within,0.0,40000526,חיפה,HAIFA,8.0,high_8_10,,3820.0
3203,דרך הים/הנרקיסים,צפון,חיפה,28.0,32.807784,34.978343,2,1244.0,622,False,within,0.0,40000526,חיפה,HAIFA,8.0,high_8_10,,3820.0
1920,דרך הים/התמר,צפון,חיפה,46.0,32.810427,34.972209,2,1244.0,622,False,within,0.0,40000528,חיפה,HAIFA,8.0,high_8_10,,3717.0
5468,אהבת ציון/539,צפון,פריפריה,16.0,32.785346,35.506549,2,1244.0,622,False,within,0.0,67000036,טבריה,TIBERIAS,2.0,low_1_4,,5121.0
1917,מלון הר כרמל/דרך הים,צפון,חיפה,46.0,32.810301,34.974772,2,1244.0,622,False,within,0.0,40000526,חיפה,HAIFA,8.0,high_8_10,,3820.0
38680,בצלאל בזק/גרשון שקד,ירושלים,ירושלים,11.0,31.765814,35.197646,6,1244.0,622,False,within,0.0,30001221,ירושלים,JERUSALEM,5.0,middle_5_7,,7124.0
41933,דרך כרמית,ירושלים,ירושלים,9.0,31.762506,35.168968,4,1242.0,621,False,within,0.0,30001121,ירושלים,JERUSALEM,6.0,middle_5_7,,3128.0
27531,השופטים/שמגר בן ענת,מרכז,פריפריה,6.0,31.612918,34.762282,8,1242.0,621,False,within,0.0,26300022,קריית גת,QIRYAT GAT,2.0,low_1_4,,3084.0
23002,חיים משה שפירא/ד''ר מרדכי וחווה פרימן,מרכז,תל אביב,7.0,31.954936,34.90527,4,1242.0,621,False,within,0.0,70000021,לוד,LOD,5.0,middle_5_7,,4165.0
41992,אדמורי ויזניץ/כנסת יחזקאל,מרכז,ירושלים,44.0,31.694821,35.100154,2,1242.0,621,False,within,0.0,37800008,ביתר עילית,BETAR ILLIT,1.0,low_1_4,,
4542,שד' צבי אלדרוטי/רמת יזרעאל,צפון,פריפריה,40.0,32.673445,35.239656,8,1242.0,621,False,within,0.0,8740003,מגדל העמק,MIGDAL HAEMEQ,3.0,low_1_4,,5220.0
5451,שקד/דובדבן,צפון,פריפריה,16.0,32.788731,35.518599,5,1242.0,621,False,within,0.0,67000025,טבריה,TIBERIAS,5.0,middle_5_7,,2999.0
41836,ד''ר ראובן הכט/שדרות אורי צבי גרינברג,דרום,באר שבע,0.0,31.274932,34.8154,4,1240.0,620,False,within,0.0,90000643,באר שבע,BE'ER SHEVA,8.0,high_8_10,,4922.0
26106,אברהם אבינו/האיסיים,דרום,באר שבע,0.0,31.267512,34.792743,2,1240.0,620,False,within,0.0,90000121,באר שבע,BE'ER SHEVA,2.0,low_1_4,,3259.0
25692,אברהם אבינו/שפרינצק,דרום,באר שבע,0.0,31.269343,34.793964,3,1240.0,620,False,within,0.0,90000121,באר שבע,BE'ER SHEVA,2.0,low_1_4,,3259.0
25685,מרכז גילת/אברהם אבינו,דרום,באר שבע,0.0,31.264566,34.793601,2,1240.0,620,False,within,0.0,90000121,באר שבע,BE'ER SHEVA,2.0,low_1_4,,3259.0
28927,כיכר האבות/יעקב אבינו,דרום,באר שבע,0.0,31.261794,34.795233,3,1240.0,620,False,within,0.0,90000131,באר שבע,BE'ER SHEVA,3.0,low_1_4,,2108.0
4878,צומת תבור,צפון,פריפריה,4.0,32.66268,35.393026,7,1240.0,620,False,nearest,803.8566079792944,470001,כפר תבור,KEFAR TAVOR,8.0,high_8_10,,4410.0
43381,קניון אריאל/דרך רון נחמן,מרכז,פריפריה,38.0,32.100513,35.171424,3,1240.0,620,False,within,0.0,35700001,אריאל,ARI'EL,6.0,middle_5_7,,2059.0
40697,האנדרטה/פרופ' אברהם אמיר,דרום,באר שבע,0.0,31.278465,34.821523,3,1240.0,620,False,within,0.0,90000643,באר שבע,BE'ER SHEVA,8.0,high_8_10,,4922.0
35465,קניון העמקים/יהושע חנקין,צפון,פריפריה,4.0,32.604334,35.29359,6,1240.0,620,False,nearest,97.95590861992737,77000024,עפולה,AFULA,4.0,low_1_4,,4826.0
188,החוף הירוק,מרכז,תל אביב,3.0,32.270646,34.837567,2,1239.0,628,False,within,0.0,74000534,נתניה,NETANYA,8.0,high_8_10,,2679.0
36031,אזור תעשייה,מרכז,פריפריה,56.0,32.4022,35.048821,5,1238.0,619,False,nearest,2161.4122300973218,3750001,מגל,MAGGAL,7.0,middle_5_7,,1219.0
14182,מרכוס/משמר הירדן,מרכז,תל אביב,37.0,32.114305,34.83374,5,1238.0,619,False,within,0.0,50000233,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,4127.0
3106,התמר/החרוב,צפון,חיפה,46.0,32.813153,34.968488,2,1238.0,622,False,within,0.0,40000528,חיפה,HAIFA,8.0,high_8_10,,3717.0
5725,מעלה קק''ל/שקד,צפון,פריפריה,16.0,32.78469,35.525768,3,1238.0,619,False,within,0.0,67000025,טבריה,TIBERIAS,5.0,middle_5_7,,2999.0
13828,גולומב/ויצמן,מרכז,תל אביב,25.0,32.069191,34.809472,3,1238.0,619,False,within,0.0,63000031,גבעתיים,GIV'ATAYIM,9.0,high_8_10,,3992.0
5726,שקד/רותם,צפון,פריפריה,16.0,32.785581,35.52356,3,1238.0,619,False,within,0.0,67000025,טבריה,TIBERIAS,5.0,middle_5_7,,2999.0
13195,עולי הגרדום/ניסן כהן,מרכז,תל אביב,37.0,32.111576,34.835119,7,1238.0,619,False,within,0.0,50000233,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,4127.0
4202,צומת מגדל העמק 75/7555,צפון,חיפה,34.0,32.693579,35.225983,6,1238.0,619,False,nearest,88.35286211535507,8740001,מגדל העמק,MIGDAL HAEMEQ,3.0,low_1_4,,3694.0
28943,המרד/אליהו חכים,דרום,באר שבע,0.0,31.273506,34.815999,2,1236.0,618,False,within,0.0,90000643,באר שבע,BE'ER SHEVA,8.0,high_8_10,,4922.0
5699,שז''ר/שכ' כוכב,צפון,פריפריה,16.0,32.781718,35.516283,4,1236.0,618,False,within,0.0,67000032,טבריה,TIBERIAS,2.0,low_1_4,,3059.0
26306,חטיבה שמונה/שדרות ז'בוטינסקי,דרום,באר שבע,0.0,31.240617,34.778113,3,1236.0,618,False,within,0.0,90000413,באר שבע,BE'ER SHEVA,5.0,middle_5_7,,6540.0
42096,המרד/שלמה בן יוסף,דרום,באר שבע,0.0,31.271179,34.814813,2,1236.0,618,False,within,0.0,90000643,באר שבע,BE'ER SHEVA,8.0,high_8_10,,4922.0
29301,משה ברזאני/מאיר פיינשטיין,דרום,באר שבע,0.0,31.26899,34.814906,4,1236.0,618,False,within,0.0,90000643,באר שבע,BE'ER SHEVA,8.0,high_8_10,,4922.0
27479,שדרות העצמאות/משעול הדובדבן,מרכז,פריפריה,6.0,31.607804,34.765144,7,1236.0,618,False,within,0.0,26300021,קריית גת,QIRYAT GAT,5.0,middle_5_7,,3744.0
51486,רוטשילד/חיים יחיל,דרום,באר שבע,0.0,31.244033,34.803806,4,1236.0,618,False,within,0.0,90000621,באר שבע,BE'ER SHEVA,6.0,middle_5_7,,2232.0
50258,קניון מבנה/שירות בין-עירוני,צפון,פריפריה,8.0,32.698666,35.313245,5,1236.0,618,False,within,0.0,10610043,נוף הגליל,NOF HAGALIL,5.0,middle_5_7,,4768.0
25606,חטיבה שמונה/גולי קניה,דרום,באר שבע,0.0,31.238714,34.778327,2,1236.0,618,False,within,0.0,90000412,באר שבע,BE'ER SHEVA,5.0,middle_5_7,,2520.0
4712,אזור תעשיה/71,צפון,פריפריה,54.0,32.512778,35.495387,6,1236.0,618,False,within,0.0,92000001,בית שאן,BET SHE'AN,6.0,middle_5_7,,4383.0
25598,אביגדור המאירי/שלום אש,דרום,באר שבע,0.0,31.239051,34.775953,2,1236.0,618,False,within,0.0,90000413,באר שבע,BE'ER SHEVA,5.0,middle_5_7,,6540.0
28577,רוטשילד/שדרות שז''ר,דרום,באר שבע,0.0,31.24468,34.804307,4,1236.0,618,False,within,0.0,90000624,באר שבע,BE'ER SHEVA,6.0,middle_5_7,,2002.0
5037,העצמאות/הראשונים,צפון,פריפריה,40.0,32.680849,35.235203,4,1236.0,618,False,within,0.0,8740002,מגדל העמק,MIGDAL HAEMEQ,3.0,low_1_4,,3178.0
1420,דרך פיק''א/שלומציון המלכה,מרכז,פריפריה,23.0,32.465819,34.967842,3,1234.0,617,False,within,0.0,78000009,פרדס חנה-כרכור,PARDES HANNA-KARKUR,5.0,middle_5_7,,6282.0
1412,גבעת נאה,מרכז,פריפריה,23.0,32.458415,34.964968,2,1234.0,617,False,within,0.0,78000009,פרדס חנה-כרכור,PARDES HANNA-KARKUR,5.0,middle_5_7,,6282.0
1404,בית אריזה/דרך פיק''א,מרכז,פריפריה,23.0,32.452703,34.962711,3,1234.0,617,False,within,0.0,78000009,פרדס חנה-כרכור,PARDES HANNA-KARKUR,5.0,middle_5_7,,6282.0
3121,השיטה/הנוריות,צפון,חיפה,34.0,32.76986,35.035948,4,1234.0,617,False,within,0.0,25000004,נשר,NESHER,7.0,middle_5_7,,3753.0
6118,סלינג'ר/המכבים,צפון,פריפריה,1.0,33.212252,35.568314,7,1234.0,617,False,within,0.0,28000007,קריית שמונה,QIRYAT SHEMONA,6.0,middle_5_7,,387.0
3681,ווגווד/הנשיא,צפון,חיפה,28.0,32.80252,34.987595,3,1234.0,617,False,within,0.0,40000523,חיפה,HAIFA,7.0,middle_5_7,,1819.0
2426,בית חולים אלישע/ווגווד,צפון,חיפה,28.0,32.801774,34.990438,2,1234.0,617,False,within,0.0,40000523,חיפה,HAIFA,7.0,middle_5_7,,1819.0
46373,תאטרון ירושלים/דובנוב,ירושלים,ירושלים,11.0,31.768147,35.216734,3,1234.0,617,False,within,0.0,30001314,ירושלים,JERUSALEM,7.0,middle_5_7,,2022.0
46476,דרך מנחם בגין/דרך הרב שלום איפרגן,דרום,פריפריה,13.0,31.518376,34.590693,5,1234.0,617,False,within,0.0,10310002,שדרות,SEDEROT,4.0,low_1_4,,5554.0
49584,רבי חזקיה/רב חנינא,ירושלים,פריפריה,21.0,31.704577,34.963616,4,1234.0,617,False,within,0.0,26100038,בית שמש,BET SHEMESH,2.0,low_1_4,,33172.0
46838,יצחק אלחנן/דובנוב,ירושלים,ירושלים,11.0,31.768701,35.22134,2,1234.0,617,False,within,0.0,30001321,ירושלים,JERUSALEM,7.0,middle_5_7,,2326.0
43346,צומת ברקאי למערב,מרכז,פריפריה,23.0,32.471277,35.022195,5,1234.0,617,False,nearest,190.91262023860952,6170001,ברקאי,BARQAY,7.0,middle_5_7,,560.0
50872,שז''ר א',צפון,פריפריה,16.0,32.784854,35.515747,2,1234.0,618,False,within,0.0,67000032,טבריה,TIBERIAS,2.0,low_1_4,,3059.0
1785,קניון לב העיר/הרצל,צפון,חיפה,46.0,32.764424,34.971217,5,1234.0,617,False,within,0.0,21000004,טירת כרמל,TIRAT KARMEL,4.0,low_1_4,,1734.0
50238,שדרות מנחם בגין/שדרות התעשייה,מרכז,פריפריה,22.0,31.678852,34.596513,3,1234.0,617,False,within,0.0,71000215,אשקלון,ASHQELON,6.0,middle_5_7,,4008.0
24438,בן יהודה/חטיבת הנח''ל,מרכז,תל אביב,10.0,32.183498,34.934147,5,1234.0,617,False,within,0.0,69000012,כפר סבא,KEFAR SAVA,6.0,middle_5_7,,4654.0
49171,ת. מרכזית לוד/רציפים,מרכז,תל אביב,7.0,31.956223,34.89801,5,1233.0,676,False,within,0.0,70000014,לוד,LOD,2.0,low_1_4,,4028.0
43944,שז''ר/שפע חיים,צפון,פריפריה,16.0,32.78564,35.514575,2,1232.0,616,False,within,0.0,67000031,טבריה,TIBERIAS,5.0,middle_5_7,,3512.0
3107,דרך הים/התמר,צפון,חיפה,46.0,32.813877,34.967167,2,1232.0,616,False,within,0.0,40000528,חיפה,HAIFA,8.0,high_8_10,,3717.0
2584,וייצמן/ירושלים,צפון,חיפה,27.0,32.823534,35.081862,3,1232.0,616,False,within,0.0,95000011,קריית ביאליק,QIRYAT BIALIK,5.0,middle_5_7,,6017.0
1923,דרך הים/הולצברג,צפון,חיפה,46.0,32.816359,34.963507,2,1232.0,616,False,within,0.0,40000423,חיפה,HAIFA,5.0,middle_5_7,,4586.0
1927,דרך הים/דולב,צפון,חיפה,46.0,32.815638,34.966883,2,1232.0,616,False,within,0.0,40000528,חיפה,HAIFA,8.0,high_8_10,,3717.0
43946,שפע חיים/צוק איתן,צפון,פריפריה,16.0,32.785708,35.512162,4,1232.0,616,False,within,0.0,67000031,טבריה,TIBERIAS,5.0,middle_5_7,,3512.0
14116,קריית חינוך,מרכז,תל אביב,50.0,32.137236,34.797798,2,1232.0,1232,False,within,0.0,50000117,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,6482.0
35424,שדרות בגין/קהילת ציון,צפון,פריפריה,4.0,32.604052,35.298526,4,1232.0,616,False,nearest,389.959922105987,77000023,עפולה,AFULA,5.0,middle_5_7,,6000.0
23050,מרדכי (מוטה) גור/עמק בית שאן,מרכז,תל אביב,36.0,31.913236,35.000653,7,1232.0,616,False,within,0.0,12000023,מודיעין-מכבים-רעות*,MODI'IN-MAKKABBIM-RE'UT,8.0,high_8_10,,10112.0
43791,שדרות חיים ברלב/דרך שכם,ירושלים,ירושלים,39.0,31.798328,35.231822,3,1232.0,616,False,within,0.0,30002411,ירושלים,JERUSALEM,2.0,low_1_4,,13721.0
2291,וייצמן/תבור,צפון,חיפה,27.0,32.817156,35.079556,6,1232.0,616,False,within,0.0,95000011,קריית ביאליק,QIRYAT BIALIK,5.0,middle_5_7,,6017.0
1925,בית חולים 10/דרך הים,צפון,חיפה,46.0,32.815548,34.962338,3,1232.0,616,False,within,0.0,40000423,חיפה,HAIFA,5.0,middle_5_7,,4586.0
33971,בית ספר עלומים/בן גוריון,מרכז,תל אביב,17.0,32.080025,34.870331,4,1230.0,615,False,within,0.0,79000211,פתח תקווה,PETAH TIQWA,9.0,high_8_10,,13568.0
47256,שדרות ירושלים/שדרות וייצמן,דרום,פריפריה,13.0,31.418265,34.586454,3,1230.0,615,False,within,0.0,2460008,נתיבות,NETIVOT,5.0,middle_5_7,,3431.0
22465,קניותר/בילו,מרכז,תל אביב,12.0,31.929273,34.797112,5,1230.0,615,False,within,0.0,72000004,נס ציונה,NES ZIYYONA,7.0,middle_5_7,,4330.0
16426,גיבורי החיל/התנאים,מרכז,תל אביב,52.0,31.868769,34.743021,5,1230.0,615,False,within,0.0,26600007,יבנה,YAVNE,5.0,middle_5_7,,4667.0
13806,המאבק/עמישב,מרכז,תל אביב,25.0,32.060063,34.810789,4,1230.0,615,False,within,0.0,63000043,גבעתיים,GIV'ATAYIM,7.0,middle_5_7,,3579.0
23962,ת.רק''ל כ''ט בנובמבר/הרב ניסנבאום,מרכז,תל אביב,31.0,32.011597,34.752032,3,1230.0,615,False,within,0.0,62000511,בת ים,BAT YAM,5.0,middle_5_7,,2687.0
13808,המאבק/כ''ג,מרכז,תל אביב,25.0,32.062575,34.810416,3,1230.0,615,False,within,0.0,63000043,גבעתיים,GIV'ATAYIM,7.0,middle_5_7,,3579.0
47936,רב מרי/נהרדעא,ירושלים,פריפריה,21.0,31.701333,34.96833,5,1230.0,615,False,within,0.0,26100038,בית שמש,BET SHEMESH,2.0,low_1_4,,33172.0
10288,מסוף פסגת זאב/יוספטל,ירושלים,ירושלים,39.0,31.817462,35.24691,2,1229.0,1229,False,within,0.0,30000134,ירושלים,JERUSALEM,6.0,middle_5_7,,2762.0
43879,גן הדסים/שדרות בית הלל,מרכז,פריפריה,45.0,31.934493,35.050494,4,1228.0,854,False,within,0.0,37970003,מודיעין עילית,MODI'IN ILLIT,1.0,low_1_4,,4632.0
25226,גליס/הרב פינטו מסעוד אשר,מרכז,תל אביב,17.0,32.103212,34.895432,4,1228.0,614,False,within,0.0,79000111,פתח תקווה,PETAH TIQWA,8.0,high_8_10,,2044.0
14632,אמנון ותמר/מעפילי אגוז,מרכז,תל אביב,3.0,32.274719,34.84849,3,1228.0,614,False,within,0.0,74000532,נתניה,NETANYA,8.0,high_8_10,,4003.0
19253,עראבה א'/כניסה,צפון,פריפריה,5.0,32.861411,35.344732,6,1228.0,614,False,nearest,409.8702827832728,4920001,דייר חנא,DEIR HANNA,4.0,low_1_4,,10747.0
28168,שדרות ירושלים/דרך היין,מרכז,פריפריה,22.0,31.694249,34.577801,4,1228.0,614,False,within,0.0,71000111,אשקלון,ASHQELON,7.0,middle_5_7,,15115.0
14611,מנחם סבידור/אנצו סירני,מרכז,תל אביב,3.0,32.271941,34.846774,2,1228.0,614,False,within,0.0,74000534,נתניה,NETANYA,8.0,high_8_10,,2679.0
10042,קרית מוריה/העסקן,ירושלים,ירושלים,11.0,31.752622,35.227802,2,1228.0,614,False,within,0.0,30001337,ירושלים,JERUSALEM,5.0,middle_5_7,,3381.0
25229,בן ציון גליס/רבניצקי,מרכז,תל אביב,17.0,32.104695,34.892704,4,1228.0,614,False,within,0.0,79000111,פתח תקווה,PETAH TIQWA,8.0,high_8_10,,2044.0
3718,התשבי/שדרות הנשיא,צפון,חיפה,28.0,32.807088,34.985865,4,1228.0,614,False,within,0.0,40000533,חיפה,HAIFA,8.0,high_8_10,,4395.0
15897,כפר טרומן,מרכז,תל אביב,7.0,31.984778,34.914233,8,1228.0,614,False,nearest,25.6953352159136,6730001,כפר טרומן,KEFAR TRUMAN,9.0,high_8_10,,905.0
10563,העסקן/אדם,ירושלים,ירושלים,11.0,31.751069,35.227664,2,1228.0,614,False,within,0.0,30001351,ירושלים,JERUSALEM,7.0,middle_5_7,,4388.0
21174,אלמרוש,צפון,פריפריה,5.0,32.856357,35.335076,3,1228.0,614,False,nearest,1617.9261253394309,4920001,דייר חנא,DEIR HANNA,4.0,low_1_4,,10747.0
15234,הלילך/המרגניות,מרכז,תל אביב,3.0,32.271973,34.842008,2,1228.0,614,False,within,0.0,74000534,נתניה,NETANYA,8.0,high_8_10,,2679.0
29318,דרך קיבוץ גלויות/חיל השריון,מרכז,תל אביב,31.0,32.047476,34.780585,5,1226.0,613,False,within,0.0,50000824,תל אביב -יפו,TEL AVIV - YAFO,5.0,middle_5_7,,2286.0
46635,קדיש לוז/דסקל,ירושלים,ירושלים,9.0,31.762639,35.182632,3,1226.0,613,False,within,0.0,30001041,ירושלים,JERUSALEM,8.0,high_8_10,,2279.0
14234,שבטי ישראל/בית השואבה,מרכז,תל אביב,14.0,32.130483,34.852584,4,1226.0,613,False,within,0.0,26500013,רמת השרון,RAMAT HASHARON,7.0,middle_5_7,,5025.0
14231,שבטי ישראל/סמטת ויצ''ו,מרכז,תל אביב,14.0,32.129707,34.850161,3,1226.0,613,False,within,0.0,26500013,רמת השרון,RAMAT HASHARON,7.0,middle_5_7,,5025.0
16619,צה''ל/יהושע בן נון,מרכז,תל אביב,35.0,32.101824,34.9538,5,1226.0,613,False,within,0.0,26400003,ראש העין,ROSH HAAYIN,5.0,middle_5_7,,4156.0
23958,הרב לוי/הדקל,מרכז,תל אביב,31.0,32.011783,34.753284,4,1226.0,613,False,within,0.0,62000511,בת ים,BAT YAM,5.0,middle_5_7,,2687.0
43149,עמנואל זיסמן/אהרון כהן,ירושלים,ירושלים,11.0,31.721599,35.231093,4,1226.0,613,False,within,0.0,30001623,ירושלים,JERUSALEM,6.0,middle_5_7,,8046.0
27578,דרך מנחם בגין/הרצל,דרום,פריפריה,13.0,31.522919,34.594738,4,1226.0,613,False,within,0.0,10310002,שדרות,SEDEROT,4.0,low_1_4,,5554.0
44061,קידמה/החלומות,מרכז,פריפריה,23.0,32.462734,35.054249,4,1226.0,613,False,within,0.0,12470001,חריש,HARISH,5.0,middle_5_7,,33380.0
16623,צה''ל/הרש''ש,מרכז,תל אביב,35.0,32.10053,34.949285,5,1226.0,613,False,within,0.0,26400003,ראש העין,ROSH HAAYIN,5.0,middle_5_7,,4156.0
24026,קניון בת ים/הרב לוי,מרכז,תל אביב,31.0,32.01468,34.754484,4,1226.0,613,False,within,0.0,62000511,בת ים,BAT YAM,5.0,middle_5_7,,2687.0
21715,בית ספר צוקים/שדרות עמק איילון,מרכז,תל אביב,7.0,32.000657,34.945766,10,1225.0,616,False,within,0.0,13040002,שוהם,SHOHAM,9.0,high_8_10,,6594.0
27846,גילת/סלעית,דרום,באר שבע,0.0,31.332316,34.661742,2,1224.0,612,False,nearest,40.77416121269798,7360001,גילת,GILAT,7.0,middle_5_7,,1551.0
17551,סחלב/הרצל,צפון,חיפה,2.0,32.994384,35.091682,3,1224.0,614,False,within,0.0,91000042,נהרייה,NAHARIYYA,7.0,middle_5_7,,7253.0
35010,גן ילדים/אגן האיילות,ירושלים,ירושלים,41.0,31.866488,35.149734,3,1224.0,612,False,within,0.0,37300004,גבעת זאב,GIV'AT ZE'EV,2.0,low_1_4,,5903.0
34987,אגן האיילות,ירושלים,ירושלים,41.0,31.865475,35.14694,2,1224.0,612,False,within,0.0,37300004,גבעת זאב,GIV'AT ZE'EV,2.0,low_1_4,,5903.0
20503,מעון נווה רם/הרב עובדיה יוסף,צפון,חיפה,34.0,32.755763,35.09492,11,1224.0,612,False,within,0.0,9220001,רכסים,REKHASIM,2.0,low_1_4,,14198.0
35011,אגן האיילות/הדישון,ירושלים,ירושלים,41.0,31.864951,35.153549,5,1224.0,612,False,within,0.0,37300004,גבעת זאב,GIV'AT ZE'EV,2.0,low_1_4,,5903.0
2292,שדרות וייצמן/יגור,צפון,חיפה,27.0,32.820814,35.081323,2,1224.0,612,False,within,0.0,95000011,קריית ביאליק,QIRYAT BIALIK,5.0,middle_5_7,,6017.0
21603,בית ספר עמל/בן צבי,מרכז,תל אביב,7.0,31.928712,34.860448,2,1222.0,611,False,within,0.0,85000035,רמלה,RAMLA,3.0,low_1_4,,3259.0
27989,מלכי ישראל/הארז,מרכז,פריפריה,22.0,31.668706,34.563667,5,1222.0,611,False,within,0.0,71000125,אשקלון,ASHQELON,6.0,middle_5_7,,5354.0
25822,השלווה/משעול הזמיר,דרום,פריפריה,43.0,31.074172,35.038394,4,1222.0,611,False,within,0.0,22000007,דימונה,DIMONA,4.0,low_1_4,,1619.0
949,החרושת/ויצמן,מרכז,תל אביב,14.0,32.19311,34.880992,5,1222.0,611,False,within,0.0,87000011,רעננה,RA'ANNANA,9.0,high_8_10,,
14532,משמר הירדן/טורקוב,מרכז,תל אביב,37.0,32.108637,34.830034,7,1222.0,945,False,within,0.0,50000232,תל אביב -יפו,TEL AVIV - YAFO,9.0,high_8_10,,2679.0
5453,תמר/שקד,צפון,פריפריה,16.0,32.789088,35.518998,4,1222.0,611,False,within,0.0,67000025,טבריה,TIBERIAS,5.0,middle_5_7,,2999.0
40449,אביגדור המאירי/חטיבה שמונה,דרום,באר שבע,0.0,31.238462,34.777572,2,1222.0,611,False,within,0.0,90000413,באר שבע,BE'ER SHEVA,5.0,middle_5_7,,6540.0
44736,דרך רמאללה/מרג' אבן עאמר,ירושלים,ירושלים,66.0,31.847373,35.228456,3,1222.0,611,False,within,0.0,30002112,ירושלים,JERUSALEM,2.0,low_1_4,,46286.0
23777,צבי פרנק/גבעתי,מרכז,תל אביב,12.0,31.969201,34.816173,7,1222.0,611,False,within,0.0,83000114,ראשון לציון,RISHON LEZIYYON,7.0,middle_5_7,,4708.0
42123,חטיבה שמונה/שדרות יוהנה ז'בוטינסקי,דרום,באר שבע,0.0,31.24098,34.777531,3,1222.0,611,False,within,0.0,90000413,באר שבע,BE'ER SHEVA,5.0,middle_5_7,,6540.0
21377,בן צבי/שטיין,מרכז,תל אביב,7.0,31.926922,34.860481,3,1222.0,611,False,within,0.0,85000035,רמלה,RAMLA,3.0,low_1_4,,3259.0
9262,בית ספר הלן קלר/דרך רמאללה,ירושלים,ירושלים,66.0,31.841264,35.23012,2,1222.0,611,False,within,0.0,30002112,ירושלים,JERUSALEM,2.0,low_1_4,,46286.0
49102,גשר אם המושבות,מרכז,תל אביב,,32.099237,34.846378,2,1222.0,611,False,within,0.0,61000112,בני ברק,BENE BERAQ,2.0,low_1_4,,2566.0
23559,החצוצרה/התזמורת,מרכז,תל אביב,12.0,31.965604,34.771808,3,1222.0,611,False,within,0.0,83000534,ראשון לציון,RISHON LEZIYYON,7.0,middle_5_7,,6086.0
9265,דאחיית אל בריד/דרך רמאללה,ירושלים,ירושלים,66.0,31.844566,35.229259,2,1222.0,611,False,within,0.0,30002112,ירושלים,JERUSALEM,2.0,low_1_4,,46286.0
3957,יל''ג/הקישון,צפון,חיפה,28.0,32.80474,35.004505,3,1222.0,611,False,within,0.0,40000641,חיפה,HAIFA,1.0,low_1_4,,4214.0
9261,צומת נווה יעקב/דרך רמאללה,ירושלים,ירושלים,66.0,31.837828,35.229795,4,1222.0,611,False,within,0.0,30000116,ירושלים,JERUSALEM,2.0,low_1_4,,7915.0
1688,דרך אהרון/נווה רמז,צפון,פריפריה,19.0,32.561069,34.958136,6,1221.0,613,False,within,0.0,93000003,זכרון יעקב,ZIKHRON YA'AQOV,9.0,high_8_10,,5839.0
