socio_unit_id,socio_cluster,population,stops,active_stops,total_stop_use,avg_trip_graph_degree,critical_stops,community,city,region,metro,stop_use_per_1000,stops_per_1000,stop_use_per_stop,critical_stop_share,active_stop_share
20440001,6.0,398.0,3,3,123,2.3333333333333335,0,13.0,מלילות,דרום,באר שבע,309.04522613065325,7.537688442211055,41.0,0.0,1.0
20450001,7.0,725.0,7,7,287,2.0,0,6.0,נחלה,מרכז,פריפריה,395.8620689655172,9.655172413793103,41.0,0.0,1.0
20460001,8.0,740.0,4,4,144,2.5,0,6.0,סגולה,מרכז,פריפריה,194.5945945945946,5.405405405405405,36.0,0.0,1.0
20470001,8.0,602.0,3,3,48,2.0,0,13.0,ניר משה,דרום,פריפריה,79.73421926910298,4.983388704318936,16.0,0.0,1.0
20480001,7.0,714.0,5,5,80,2.4,0,13.0,ניר עקיבא,דרום,פריפריה,112.04481792717087,7.002801120448179,16.0,0.0,1.0
20490001,7.0,700.0,8,8,268,3.375,0,13.0,שדה צבי,דרום,באר שבע,382.85714285714283,11.428571428571429,33.5,0.0,1.0
20500001,7.0,548.0,9,9,452,3.4444444444444446,0,13.0,"תלמי ביל""ו",דרום,פריפריה,824.8175182481751,16.423357664233578,50.22222222222222,0.0,1.0
2050001,8.0,864.0,1,1,31,2.0,0,3.0,חגלה,מרכז,פריפריה,35.879629629629626,1.1574074074074074,31.0,0.0,1.0
20510001,5.0,573.0,11,11,1303,3.3636363636363638,0,6.0,רווחה,מרכז,פריפריה,2273.9965095986036,19.19720767888307,118.45454545454545,0.0,1.0
20520001,7.0,515.0,7,7,305,2.2857142857142856,0,4.0,אביטל,צפון,פריפריה,592.2330097087378,13.592233009708737,43.57142857142857,0.0,1.0
20530001,6.0,353.0,4,4,188,2.25,0,4.0,פרזון,צפון,פריפריה,532.5779036827195,11.3314447592068,47.0,0.0,1.0
20540001,7.0,456.0,3,3,116,2.3333333333333335,0,4.0,מיטב,צפון,פריפריה,254.3859649122807,6.578947368421052,38.666666666666664,0.0,1.0
20550001,8.0,1479.0,32,32,4860,3.1875,0,56.0,מאור,מרכז,פריפריה,3286.004056795132,21.636240703177823,151.875,0.0,1.0
20570001,6.0,494.0,5,5,701,3.0,0,54.0,שדי תרומות,מרכז,פריפריה,1419.0283400809715,10.121457489878543,140.2,0.0,1.0
20590001,7.0,589.0,4,4,154,3.0,0,13.0,"פעמי תש""ז",דרום,באר שבע,261.4601018675722,6.791171477079796,38.5,0.0,1.0
20600001,7.0,594.0,11,11,1779,2.909090909090909,0,13.0,ברוש,דרום,באר שבע,2994.9494949494947,18.51851851851852,161.72727272727272,0.0,1.0
20610001,7.0,715.0,5,5,802,4.0,0,13.0,תדהר,דרום,באר שבע,1121.6783216783217,6.993006993006993,160.4,0.0,1.0
20620001,7.0,461.0,1,1,32,4.0,0,13.0,תאשור,דרום,באר שבע,69.41431670281996,2.1691973969631237,32.0,0.0,1.0
20630001,7.0,339.0,8,8,336,2.25,0,48.0,דישון,צפון,פריפריה,991.1504424778761,23.59882005899705,42.0,0.0,1.0
20640001,5.0,532.0,6,6,167,2.0,0,13.0,זרועה,דרום,פריפריה,313.90977443609023,11.278195488721805,27.833333333333332,0.0,1.0
2070001,9.0,364.0,3,3,21,2.0,0,,"גבעת ח""ן",מרכז,תל אביב,57.69230769230769,8.241758241758243,7.0,0.0,1.0
2080001,9.0,1635.0,6,6,673,2.5,0,63.0,מוצא עילית,ירושלים,ירושלים,411.62079510703364,3.669724770642202,112.16666666666667,0.0,1.0
21000001,6.0,1846.0,14,14,14200,2.857142857142857,0,46.0,טירת כרמל,צפון,חיפה,7692.307692307692,7.583965330444204,1014.2857142857143,0.0,1.0
21000002,7.0,5852.0,17,17,9329,2.411764705882353,0,46.0,טירת כרמל,צפון,חיפה,1594.155844155844,2.9049897470950103,548.7647058823529,0.0,1.0
21000003,3.0,4122.0,13,13,4877,2.5384615384615383,0,46.0,טירת כרמל,צפון,חיפה,1183.163512857836,3.153808830664726,375.15384615384613,0.0,1.0
21000004,4.0,1734.0,8,8,4863,3.125,0,46.0,טירת כרמל,צפון,חיפה,2804.4982698961935,4.61361014994233,607.875,0.0,1.0
21000005,6.0,4762.0,14,14,4934,3.0,0,46.0,טירת כרמל,צפון,חיפה,1036.1192776144476,2.9399412011759765,352.42857142857144,0.0,1.0
21000006,6.0,3472.0,12,12,8609,2.8333333333333335,0,46.0,טירת כרמל,צפון,חיפה,2479.5506912442397,3.4562211981566824,717.4166666666666,0.0,1.0
21000007,5.0,6963.0,29,29,19984,2.3448275862068964,0,46.0,טירת כרמל,צפון,חיפה,2870.0272870888984,4.164871463449663,689.1034482758621,0.0,1.0
210001,7.0,1231.0,4,4,324,2.25,0,30.0,באר אורה,דרום,פריפריה,263.20064987814783,3.249390739236393,81.0,0.0,1.0
2120001,2.0,329.0,9,9,3565,2.888888888888889,0,19.0,בית צבי,צפון,חיפה,10835.866261398178,27.35562310030395,396.1111111111111,0.0,1.0
2130001,9.0,1252.0,1,1,32,4.0,0,19.0,משמרות,מרכז,פריפריה,25.559105431309902,0.7987220447284344,32.0,0.0,1.0
2170001,6.0,1438.0,1,1,52,2.0,0,3.0,"כפר הרא""ה",מרכז,פריפריה,36.161335187760784,0.6954102920723226,52.0,0.0,1.0
2190001,9.0,875.0,4,4,166,2.5,0,3.0,חיבת ציון,מרכז,פריפריה,189.71428571428572,4.571428571428572,41.5,0.0,1.0
22000002,3.0,3355.0,19,19,12719,4.947368421052632,0,43.0,דימונה,דרום,פריפריה,3791.0581222056635,5.663189269746646,669.421052631579,0.0,1.0
22000003,2.0,2238.0,23,23,10011,2.9565217391304346,0,43.0,דימונה,דרום,פריפריה,4473.19034852547,10.27703306523682,435.2608695652174,0.0,1.0
22000004,2.0,2531.0,5,5,2974,4.2,0,43.0,דימונה,דרום,פריפריה,1175.029632556302,1.9755037534571318,594.8,0.0,1.0
22000005,5.0,6249.0,40,40,9852,3.05,0,43.0,דימונה,דרום,פריפריה,1576.5722515602497,6.401024163866218,246.3,0.0,1.0
22000006,5.0,7259.0,39,39,10832,2.9743589743589745,0,43.0,דימונה,דרום,פריפריה,1492.2165587546494,5.372640859622538,277.7435897435897,0.0,1.0
22000007,4.0,1619.0,14,14,6802,3.9285714285714284,0,43.0,דימונה,דרום,פריפריה,4201.358863495985,8.647313156269302,485.85714285714283,0.0,1.0
22000008,3.0,1631.0,3,3,1566,3.0,0,43.0,דימונה,דרום,פריפריה,960.1471489883508,1.8393623543838136,522.0,0.0,1.0
22000009,7.0,6176.0,87,87,11307,2.7471264367816093,0,0.0,דימונה,דרום,פריפריה,1830.7966321243523,14.086787564766839,129.9655172413793,0.0,1.0
22000010,2.0,1744.0,15,15,7033,4.2,0,43.0,דימונה,דרום,פריפריה,4032.6834862385317,8.600917431192661,468.8666666666667,0.0,1.0
22000011,3.0,1380.0,7,7,2768,3.7142857142857144,0,43.0,דימונה,דרום,פריפריה,2005.7971014492755,5.0724637681159415,395.42857142857144,0.0,1.0
22000012,4.0,2596.0,21,21,7090,2.761904761904762,0,43.0,דימונה,דרום,פריפריה,2731.124807395994,8.089368258859784,337.6190476190476,0.0,1.0
2230001,8.0,571.0,4,4,279,2.0,0,4.0,עין עירון,מרכז,פריפריה,488.6164623467601,7.005253940455342,69.75,0.0,1.0
2240001,6.0,489.0,1,1,14,2.0,0,24.0,שושנת העמקים,מרכז,פריפריה,28.629856850715747,2.044989775051125,14.0,0.0,1.0
2250001,9.0,861.0,6,6,2389,3.6666666666666665,0,23.0,גן השומרון,מרכז,פריפריה,2774.6806039488965,6.968641114982578,398.1666666666667,0.0,1.0
2290001,9.0,15482.0,23,23,5313,3.608695652173913,0,25.0,גני תקווה,מרכז,תל אביב,343.1727167032683,1.4855961762046248,231.0,0.0,1.0
2290002,8.0,2967.0,4,4,1533,4.5,0,25.0,גני תקווה,מרכז,תל אביב,516.6835187057634,1.3481631277384565,383.25,0.0,1.0
2290003,9.0,5197.0,24,24,5923,3.2083333333333335,0,25.0,גני תקווה,מרכז,תל אביב,1139.6959784491053,4.618048874350587,246.79166666666666,0.0,1.0
23000001,7.0,6131.0,31,31,7562,3.225806451612903,0,59.0,קריית טבעון,צפון,חיפה,1233.40401239602,5.056271407600717,243.93548387096774,0.0,1.0
23000002,8.0,3961.0,13,13,6496,3.230769230769231,0,59.0,קריית טבעון,צפון,חיפה,1639.9899015400151,3.281999495077001,499.6923076923077,0.0,1.0
23000003,8.0,5127.0,41,41,11473,3.5365853658536586,0,59.0,קריית טבעון,צפון,חיפה,2237.760873805344,7.996879266627658,279.8292682926829,0.0,1.0
23000004,8.0,3961.0,80,80,15668,2.95,0,59.0,קריית טבעון,צפון,חיפה,3955.5667760666497,20.19691996970462,195.85,0.0,1.0
2300001,9.0,826.0,7,7,700,2.2857142857142856,0,25.0,מעש,מרכז,תל אביב,847.457627118644,8.474576271186441,100.0,0.0,1.0
230001,6.0,203.0,5,5,237,3.4,0,6.0,אמציה,דרום,פריפריה,1167.487684729064,24.630541871921185,47.4,0.0,1.0
2320001,7.0,1368.0,6,6,771,2.3333333333333335,0,24.0,שפיים,מרכז,תל אביב,563.5964912280702,4.385964912280701,128.5,0.0,1.0
2330001,9.0,749.0,3,3,118,2.0,0,3.0,כפר ידידיה,מרכז,פריפריה,157.543391188251,4.005340453938585,39.333333333333336,0.0,1.0
2340001,9.0,1231.0,15,15,2594,3.066666666666667,0,68.0,ביצרון,מרכז,פריפריה,2107.2298943948012,12.185215272136475,172.93333333333334,0.0,1.0
2350001,8.0,474.0,7,7,355,2.5714285714285716,0,24.0,חבצלת השרון,מרכז,פריפריה,748.9451476793248,14.767932489451477,50.714285714285715,0.0,1.0
2370001,6.0,782.0,2,2,2032,3.0,0,34.0,שער העמקים,צפון,חיפה,2598.46547314578,2.557544757033248,1016.0,0.0,1.0
2390001,9.0,818.0,1,1,198,4.0,0,10.0,גן חיים,מרכז,תל אביב,242.05378973105135,1.2224938875305624,198.0,0.0,1.0
24000001,6.0,6056.0,15,15,7051,3.933333333333333,0,60.0,אור יהודה,מרכז,תל אביב,1164.2998678996037,2.476882430647292,470.06666666666666,0.0,1.0
24000002,5.0,2432.0,6,6,5327,5.5,0,60.0,אור יהודה,מרכז,תל אביב,2190.378289473684,2.4671052631578947,887.8333333333334,0.0,1.0
24000003,4.0,2190.0,2,2,1728,5.0,0,60.0,אור יהודה,מרכז,תל אביב,789.0410958904109,0.91324200913242,864.0,0.0,1.0
24000004,4.0,3513.0,6,6,6266,4.0,0,60.0,אור יהודה,מרכז,תל אביב,1783.6606888699118,1.7079419299743808,1044.3333333333333,0.0,1.0
24000005,3.0,2068.0,6,6,2561,4.333333333333333,0,60.0,אור יהודה,מרכז,תל אביב,1238.394584139265,2.9013539651837523,426.8333333333333,0.0,1.0
24000007,3.0,3009.0,3,3,1562,2.6666666666666665,0,60.0,אור יהודה,מרכז,תל אביב,519.1093386507146,0.9970089730807576,520.6666666666666,0.0,1.0
24000008,3.0,1756.0,6,6,3082,2.0,0,60.0,אור יהודה,מרכז,תל אביב,1755.125284738041,3.416856492027335,513.6666666666666,0.0,1.0
24000009,7.0,7189.0,4,4,1459,2.5,0,60.0,אור יהודה,מרכז,תל אביב,202.94894978439282,0.556405619696759,364.75,0.0,1.0
2400001,5.0,2118.0,21,21,10763,3.8095238095238093,0,58.0,יקנעם עילית,צפון,חיפה,5081.680830972616,9.91501416430595,512.5238095238095,0.0,1.0
24000010,7.0,5885.0,8,8,2141,3.25,0,60.0,אור יהודה,מרכז,תל אביב,363.8062871707732,1.3593882752761257,267.625,0.0,1.0
24000011,3.0,,3,3,1474,2.6666666666666665,0,24.0,אור יהודה,מרכז,תל אביב,,,491.3333333333333,0.0,1.0
24000012,5.0,4291.0,7,7,3809,2.7142857142857144,0,60.0,אור יהודה,מרכז,תל אביב,887.6718713586577,1.6313213703099512,544.1428571428571,0.0,1.0
24000013,6.0,466.0,3,3,3539,12.333333333333334,0,24.0,אור יהודה,מרכז,תל אביב,7594.420600858369,6.437768240343348,1179.6666666666667,0.0,1.0
2400003,3.0,1886.0,14,14,9139,4.571428571428571,0,58.0,יקנעם עילית,צפון,חיפה,4845.705196182396,7.423117709437964,652.7857142857143,0.0,1.0
2400004,6.0,4638.0,37,37,13343,2.7027027027027026,0,58.0,יקנעם עילית,צפון,חיפה,2876.886589047003,7.9775765416127635,360.6216216216216,0.0,1.0
2400005,8.0,7844.0,38,38,17250,3.026315789473684,0,58.0,יקנעם עילית,צפון,חיפה,2199.13309535951,4.844467108618052,453.94736842105266,0.0,1.0
2400006,8.0,4912.0,13,13,7006,3.6923076923076925,0,58.0,יקנעם עילית,צפון,חיפה,1426.3029315960912,2.6465798045602607,538.9230769230769,0.0,1.0
2400007,8.0,3219.0,10,10,4257,3.2,0,58.0,יקנעם עילית,צפון,חיפה,1322.4603914259087,3.1065548306927617,425.7,0.0,1.0
240001,9.0,819.0,4,4,510,5.25,0,6.0,לכיש,מרכז,פריפריה,622.7106227106227,4.884004884004884,127.5,0.0,1.0
2410001,9.0,1382.0,18,18,2496,2.6666666666666665,0,58.0,יקנעם (מושבה),צפון,חיפה,1806.0781476121563,13.024602026049203,138.66666666666666,0.0,1.0
2420001,7.0,1275.0,4,4,713,2.25,0,54.0,בית השיטה,צפון,פריפריה,559.2156862745098,3.1372549019607843,178.25,0.0,1.0
2460001,2.0,2324.0,8,8,3522,4.375,0,13.0,נתיבות,דרום,פריפריה,1515.4905335628227,3.442340791738382,440.25,0.0,1.0
2460002,2.0,6063.0,22,22,15260,3.3181818181818183,0,13.0,נתיבות,דרום,פריפריה,2516.905822200231,3.628566716147122,693.6363636363636,0.0,1.0
2460004,3.0,3413.0,8,8,5132,4.625,0,13.0,נתיבות,דרום,פריפריה,1503.6624670377967,2.3439789041898624,641.5,0.0,1.0
2460005,2.0,5519.0,12,12,4885,3.5833333333333335,0,13.0,נתיבות,דרום,פריפריה,885.1241166878058,2.1743069396629826,407.0833333333333,0.0,1.0
2460006,5.0,12520.0,44,44,15094,2.8863636363636362,0,13.0,נתיבות,דרום,פריפריה,1205.591054313099,3.514376996805112,343.04545454545456,0.0,1.0
2460007,3.0,13105.0,27,27,13542,4.296296296296297,0,13.0,נתיבות,דרום,פריפריה,1033.3460511255246,2.0602823349866464,501.55555555555554,0.0,1.0
2460008,5.0,3431.0,24,24,8971,2.5833333333333335,0,13.0,נתיבות,דרום,פריפריה,2614.6895948703004,6.995045176333431,373.7916666666667,0.0,1.0
2470001,9.0,1471.0,8,8,3813,2.25,0,24.0,רשפון,מרכז,תל אביב,2592.114208021754,5.438477226376614,476.625,0.0,1.0
2480001,8.0,815.0,4,4,2294,3.5,0,34.0,בית שערים,צפון,חיפה,2814.723926380368,4.9079754601226995,573.5,0.0,1.0
2490001,9.0,1519.0,9,9,570,2.0,0,17.0,כפר סירקין,מרכז,תל אביב,375.2468729427255,5.924950625411455,63.333333333333336,0.0,1.0
25000001,6.0,212.0,33,33,32365,3.5454545454545454,0,34.0,נשר,צפון,חיפה,152665.09433962265,155.66037735849056,980.7575757575758,0.0,1.0
25000002,3.0,3485.0,28,28,13396,4.071428571428571,0,34.0,נשר,צפון,חיפה,3843.9024390243903,8.034433285509325,478.42857142857144,0.0,1.0
25000003,5.0,2342.0,21,21,8844,3.1904761904761907,0,34.0,נשר,צפון,חיפה,3776.259607173356,8.9666951323655,421.14285714285717,0.0,1.0
25000004,7.0,3753.0,22,22,11049,3.1818181818181817,0,34.0,נשר,צפון,חיפה,2944.044764188649,5.861977084998668,502.22727272727275,0.0,1.0
25000005,7.0,3530.0,14,14,4394,2.5,0,34.0,נשר,צפון,חיפה,1244.759206798867,3.96600566572238,313.85714285714283,0.0,1.0
25000006,6.0,3264.0,45,45,23677,2.7555555555555555,0,34.0,נשר,צפון,חיפה,7253.982843137255,13.786764705882353,526.1555555555556,0.0,1.0
25000007,8.0,7176.0,40,40,20280,2.75,0,34.0,נשר,צפון,חיפה,2826.0869565217395,5.574136008918618,507.0,0.0,1.0
2500001,6.0,930.0,5,5,558,2.2,0,4.0,הזורע,צפון,חיפה,600.0,5.376344086021506,111.6,0.0,1.0
2520001,9.0,167.0,4,4,232,3.0,0,24.0,ביתן אהרן,מרכז,פריפריה,1389.2215568862275,23.952095808383234,58.0,0.0,1.0
25300001,7.0,31325.0,82,82,32139,3.7195121951219514,0,7.0,באר יעקב,מרכז,תל אביב,1025.9856344772547,2.6177174780526737,391.9390243902439,0.0,1.0
2530001,7.0,754.0,1,1,39,2.0,0,1.0,חולתה,צפון,פריפריה,51.724137931034484,1.3262599469496021,39.0,0.0,1.0
2540001,7.0,417.0,1,1,24,2.0,0,57.0,כפר המכבי,צפון,חיפה,57.55395683453238,2.398081534772182,24.0,0.0,1.0
25500001,6.0,3146.0,19,19,6878,4.2631578947368425,0,26.0,גדרה,מרכז,תל אביב,2186.2682771773684,6.039415130324222,362.0,0.0,1.0
25500002,7.0,6060.0,25,25,8813,4.64,0,6.0,גדרה,מרכז,פריפריה,1454.2904290429044,4.125412541254125,352.52,0.0,1.0
25500003,6.0,4400.0,8,8,1212,2.75,0,6.0,גדרה,מרכז,פריפריה,275.45454545454544,1.8181818181818181,151.5,0.0,1.0
25500004,7.0,17831.0,18,18,3621,3.5,0,6.0,גדרה,מרכז,פריפריה,203.0732993101901,1.009477875609893,201.16666666666666,0.0,1.0
25500005,7.0,,15,15,2391,2.7333333333333334,0,6.0,גדרה,מרכז,פריפריה,,,159.4,0.0,1.0
2550001,8.0,600.0,1,1,43,4.0,0,16.0,כפר חיטים,צפון,פריפריה,71.66666666666667,1.6666666666666667,43.0,0.0,1.0
25600001,2.0,4903.0,10,10,7653,3.5,0,53.0,ערד,דרום,פריפריה,1560.8810932082397,2.039567611666327,765.3,0.0,1.0
25600002,2.0,4492.0,15,15,5530,4.2,0,53.0,ערד,דרום,פריפריה,1231.0774710596618,3.3392698130008904,368.6666666666667,0.0,1.0
25600003,3.0,6997.0,49,49,15156,3.693877551020408,0,53.0,ערד,דרום,פריפריה,2166.0711733600115,7.003001286265542,309.3061224489796,0.0,1.0
25600005,3.0,5883.0,34,34,16512,4.0588235294117645,0,53.0,ערד,דרום,פריפריה,2806.7312595614485,5.779364269930308,485.6470588235294,0.0,1.0
25600006,5.0,5895.0,55,55,19780,3.2181818181818183,0,53.0,ערד,דרום,פריפריה,3355.3859202714166,9.32994062765055,359.6363636363636,0.0,1.0
2560001,7.0,770.0,8,8,1212,2.0,0,54.0,ניר דוד (תל עמל),צפון,פריפריה,1574.0259740259742,10.38961038961039,151.5,0.0,1.0
2570001,7.0,631.0,1,1,80,4.0,0,7.0,נופך,מרכז,תל אביב,126.78288431061807,1.5847860538827259,80.0,0.0,1.0
26000011,7.0,,51,51,7328,2.9215686274509802,0,30.0,אילת,דרום,פריפריה,,,143.68627450980392,0.0,1.0
26000012,4.0,933.0,23,23,3459,3.347826086956522,0,30.0,אילת,דרום,פריפריה,3707.395498392283,24.65166130760986,150.3913043478261,0.0,1.0
26000013,7.0,,37,37,6169,2.864864864864865,0,30.0,אילת,דרום,פריפריה,,,166.72972972972974,0.0,1.0
26000014,5.0,4647.0,16,16,1727,3.3125,0,30.0,אילת,דרום,פריפריה,371.6376156660211,3.443081557994405,107.9375,0.0,1.0
26000015,5.0,4069.0,13,13,1279,3.0,0,30.0,אילת,דרום,פריפריה,314.32784467928235,3.1948881789137378,98.38461538461539,0.0,1.0
26000016,7.0,,7,7,1063,3.5714285714285716,0,30.0,אילת,דרום,פריפריה,,,151.85714285714286,0.0,1.0
26000021,4.0,3831.0,9,9,603,3.2222222222222223,0,30.0,אילת,דרום,פריפריה,157.40015661707127,2.3492560689115116,67.0,0.0,1.0
26000022,4.0,3104.0,9,9,571,3.3333333333333335,0,30.0,אילת,דרום,פריפריה,183.95618556701032,2.899484536082474,63.44444444444444,0.0,1.0
26000023,5.0,5962.0,9,9,1108,2.888888888888889,0,30.0,אילת,דרום,פריפריה,185.84367661858437,1.5095605501509561,123.11111111111111,0.0,1.0
26000024,7.0,3671.0,11,11,2138,4.818181818181818,0,30.0,אילת,דרום,פריפריה,582.4026150912558,2.9964587305911197,194.36363636363637,0.0,1.0
26000025,5.0,2181.0,6,6,489,2.6666666666666665,0,30.0,אילת,דרום,פריפריה,224.20907840440165,2.751031636863824,81.5,0.0,1.0
26000031,6.0,3577.0,8,8,586,3.125,0,30.0,אילת,דרום,פריפריה,163.8244338831423,2.2365110427732735,73.25,0.0,1.0
26000032,7.0,1568.0,10,10,1606,4.6,0,30.0,אילת,דרום,פריפריה,1024.234693877551,6.377551020408164,160.6,0.0,1.0
26000033,7.0,3470.0,12,12,2389,3.25,0,30.0,אילת,דרום,פריפריה,688.4726224783861,3.4582132564841497,199.08333333333334,0.0,1.0
26000034,7.0,2202.0,12,12,1619,3.4166666666666665,0,30.0,אילת,דרום,פריפריה,735.2406902815623,5.449591280653951,134.91666666666666,0.0,1.0
26000035,6.0,2902.0,7,7,1680,4.142857142857143,0,30.0,אילת,דרום,פריפריה,578.9110957960028,2.412129565816678,240.0,0.0,1.0
26000036,7.0,11032.0,31,31,3232,2.903225806451613,0,30.0,אילת,דרום,פריפריה,292.96591733139957,2.810007251631617,104.25806451612904,0.0,1.0
260001,7.0,3308.0,44,44,11203,3.8181818181818183,0,1.0,ראש פינה,צפון,פריפריה,3386.6384522370013,13.301088270858523,254.61363636363637,0.0,1.0
26100012,1.0,12926.0,31,31,28327,5.0,0,21.0,בית שמש,ירושלים,פריפריה,2191.474547423797,2.398267058641498,913.7741935483871,0.0,1.0
26100013,5.0,5639.0,14,14,13976,4.357142857142857,0,21.0,בית שמש,ירושלים,פריפריה,2478.4536265295264,2.4827097003014718,998.2857142857143,0.0,1.0
26100014,3.0,5633.0,23,23,18155,4.130434782608695,0,21.0,בית שמש,ירושלים,פריפריה,3222.971773477721,4.08308183916208,789.3478260869565,0.0,1.0
26100015,4.0,4036.0,21,21,14908,4.714285714285714,0,21.0,בית שמש,ירושלים,פריפריה,3693.756194251734,5.203171456888008,709.9047619047619,0.0,1.0
26100016,3.0,4730.0,29,29,15083,2.9655172413793105,0,21.0,בית שמש,ירושלים,פריפריה,3188.7949260042287,6.13107822410148,520.1034482758621,0.0,1.0
26100021,7.0,3005.0,12,12,5382,2.75,0,21.0,בית שמש,ירושלים,פריפריה,1791.0149750415974,3.9933444259567388,448.5,0.0,1.0
26100022,5.0,4856.0,11,11,9292,3.272727272727273,0,21.0,בית שמש,ירושלים,פריפריה,1913.509060955519,2.2652388797364083,844.7272727272727,0.0,1.0
26100023,3.0,1364.0,3,3,2322,4.666666666666667,0,21.0,בית שמש,ירושלים,פריפריה,1702.3460410557186,2.1994134897360706,774.0,0.0,1.0
26100024,4.0,4542.0,9,9,7104,3.4444444444444446,0,21.0,בית שמש,ירושלים,פריפריה,1564.0686922060768,1.9815059445178336,789.3333333333334,0.0,1.0
26100025,7.0,3225.0,8,8,8512,4.625,0,21.0,בית שמש,ירושלים,פריפריה,2639.3798449612405,2.4806201550387597,1064.0,0.0,1.0
26100026,1.0,8006.0,20,20,13459,3.7,0,21.0,בית שמש,ירושלים,פריפריה,1681.1141643767176,2.498126405196103,672.95,0.0,1.0
26100027,1.0,6086.0,10,10,7210,4.3,0,21.0,בית שמש,ירושלים,פריפריה,1184.6861649687808,1.643115346697338,721.0,0.0,1.0
26100031,1.0,7458.0,8,8,16774,5.0,0,21.0,בית שמש,ירושלים,פריפריה,2249.1284526682757,1.0726736390453204,2096.75,0.0,1.0
26100032,1.0,11422.0,7,7,16702,2.4285714285714284,0,21.0,בית שמש,ירושלים,פריפריה,1462.265802836631,0.6128523901243215,2386.0,0.0,1.0
26100033,1.0,8251.0,26,26,20537,2.4615384615384617,0,21.0,בית שמש,ירושלים,פריפריה,2489.03163252939,3.151133195976245,789.8846153846154,0.0,1.0
26100034,2.0,7273.0,18,18,23816,3.5,0,21.0,בית שמש,ירושלים,פריפריה,3274.577203354874,2.474907190980338,1323.111111111111,0.0,1.0
26100035,5.0,6463.0,33,33,19601,2.878787878787879,0,21.0,בית שמש,ירושלים,פריפריה,3032.802104285935,5.105987931301254,593.969696969697,0.0,1.0
26100036,3.0,6168.0,16,16,21673,3.6875,0,21.0,בית שמש,ירושלים,פריפריה,3513.780804150454,2.594033722438392,1354.5625,0.0,1.0
26100037,2.0,10382.0,33,33,24945,3.606060606060606,0,21.0,בית שמש,ירושלים,פריפריה,2402.71623964554,3.178578308611058,755.9090909090909,0.0,1.0
26100038,2.0,33172.0,206,206,150142,3.1407766990291264,0,21.0,בית שמש,ירושלים,פריפריה,4526.166646569396,6.21005667430363,728.8446601941747,0.0,1.0
26200001,9.0,5886.0,20,20,13129,4.2,0,25.0,קריית אונו,מרכז,תל אביב,2230.5470608222904,3.397893306150187,656.45,0.0,1.0
26200002,9.0,4923.0,15,15,9064,3.2666666666666666,0,25.0,קריית אונו,מרכז,תל אביב,1841.1537680276256,3.0469226081657528,604.2666666666667,0.0,1.0
26200003,9.0,9029.0,14,14,7343,3.5,0,25.0,קריית אונו,מרכז,תל אביב,813.268357514675,1.5505593088935652,524.5,0.0,1.0
26200004,7.0,5035.0,7,7,4247,3.142857142857143,0,25.0,קריית אונו,מרכז,תל אביב,843.4955312810328,1.3902681231380336,606.7142857142857,0.0,1.0
26200005,8.0,3835.0,8,8,6242,3.875,0,25.0,קריית אונו,מרכז,תל אביב,1627.6401564537157,2.0860495436766624,780.25,0.0,1.0
26200006,8.0,5783.0,5,5,6708,4.8,0,25.0,קריית אונו,מרכז,תל אביב,1159.9515822237595,0.8646031471554556,1341.6,0.0,1.0
26200007,6.0,1260.0,2,2,2258,5.5,0,25.0,קריית אונו,מרכז,תל אביב,1792.063492063492,1.5873015873015872,1129.0,0.0,1.0
26200008,9.0,7489.0,30,30,13806,3.9,0,25.0,קריית אונו,מרכז,תל אביב,1843.5038055815196,4.005875283749499,460.2,0.0,1.0
2620001,7.0,625.0,9,9,1826,3.111111111111111,0,16.0,גינוסר,צפון,פריפריה,2921.6000000000004,14.4,202.88888888888889,0.0,1.0
2630001,6.0,388.0,1,1,66,2.0,0,16.0,מסדה,צפון,פריפריה,170.10309278350516,2.577319587628866,66.0,0.0,1.0
26300012,5.0,3973.0,10,10,3475,2.7,0,6.0,קריית גת,מרכז,פריפריה,874.653913918953,2.5169896803423106,347.5,0.0,1.0
26300013,2.0,651.0,14,14,10103,5.214285714285714,0,6.0,קריית גת,מרכז,פריפריה,15519.201228878648,21.505376344086024,721.6428571428571,0.0,1.0
26300014,4.0,3711.0,25,25,7787,2.88,0,6.0,קריית גת,מרכז,פריפריה,2098.3562382107248,6.736728644570197,311.48,0.0,1.0
26300015,3.0,3536.0,13,13,5815,3.3076923076923075,0,6.0,קריית גת,מרכז,פריפריה,1644.5135746606334,3.676470588235294,447.3076923076923,0.0,1.0
26300021,5.0,3744.0,9,9,4761,5.333333333333333,0,6.0,קריית גת,מרכז,פריפריה,1271.6346153846155,2.403846153846154,529.0,0.0,1.0
26300022,2.0,3084.0,6,6,3333,5.333333333333333,0,6.0,קריית גת,מרכז,פריפריה,1080.739299610895,1.9455252918287937,555.5,0.0,1.0
26300023,3.0,2374.0,6,6,2419,4.5,0,6.0,קריית גת,מרכז,פריפריה,1018.955349620893,2.527379949452401,403.1666666666667,0.0,1.0
26300024,4.0,5255.0,5,5,2483,5.2,0,6.0,קריית גת,מרכז,פריפריה,472.50237868696485,0.9514747859181732,496.6,0.0,1.0
26300025,3.0,2998.0,3,3,2237,5.333333333333333,0,6.0,קריית גת,מרכז,פריפריה,746.1641094062709,1.0006671114076051,745.6666666666666,0.0,1.0
