removed_stop,origin_stop,destination_stop,baseline_seconds,detour_seconds
18691,3507,44955,5167.0,100.5
18691,20016,38178,3357.0,36.0
18691,19782,18497,4223.0,33.0
18691,20016,40799,7596.0,125.0
18691,28279,18967,13777.5,58.5
18691,19782,2325,5103.5,93.5
18691,3507,47152,5755.0,54.0
18691,41886,20637,6797.0,2.0
18691,42053,25769,10389.0,5.0
18691,29225,4229,12275.0,17.5
18691,27230,40687,11392.5,63.0
18691,49543,14002,6865.0,2.0
18691,9738,4290,9158.0,0.5
18691,20016,12250,13138.5,125.0
18691,19782,44202,4367.0,118.0
18691,19782,16670,7895.0,37.0
18691,20016,50173,8708.0,125.0
18691,10936,4230,9321.0,125.0
18691,40228,6097,5858.5,0.5
18691,19782,3232,5761.5,125.0
18691,29013,46457,10933.0,125.0
18691,20016,16029,7850.0,125.0
18691,29225,35292,11697.0,17.5
18691,20016,5341,3456.0,111.0
18691,19782,2151,5374.5,45.5
18691,20016,16616,7141.0,125.0
18691,42053,35190,2040.0,42.0
18691,19782,50682,3056.0,53.0
18691,17306,20861,5812.5,21.5
18691,49665,4446,7822.0,30.0
18691,27859,35183,11276.0,63.0
18691,19782,6229,4650.0,33.0
18691,28341,19480,10898.0,125.0
18691,4904,19929,4881.0,106.0
18691,19782,38468,6074.0,91.5
18691,19782,48422,13370.5,125.0
18691,41537,20636,5798.0,76.5
18691,50872,41707,2760.0,2.0
18691,19782,17612,4567.0,36.0
18691,28288,18736,10313.5,58.5
18691,19782,13075,8319.0,125.0
18691,28754,37131,12332.5,76.0
18691,6770,20531,3694.0,107.5
18691,38172,4191,3945.5,107.5
18691,49543,14069,6749.0,2.0
18691,49543,24520,6955.0,2.0
18691,42053,18704,583.0,42.0
18691,16875,6038,7941.0,63.0
18691,49543,42253,9705.0,2.0
18691,28849,20796,8659.0,63.0
18691,20016,6658,4036.0,36.0
18691,49543,4513,3075.5,2.0
18691,47768,50955,5115.0,106.0
18691,4608,34257,3850.0,9.5
18691,50848,34294,12726.0,63.0
18691,48722,18735,8211.0,42.0
18691,20016,14457,8148.0,118.0
18691,19782,205,7390.0,109.0
18691,49543,39751,8329.0,2.0
18691,19782,4592,4681.0,125.0
18691,20016,2670,6069.0,42.0
18691,29225,4411,11487.5,15.5
18691,48722,39236,8253.0,42.0
18691,19782,19680,4006.0,125.0
18691,41488,19781,9268.0,125.0
18691,22123,4425,8830.5,0.5
18691,20016,20684,4947.0,42.0
18691,28622,19929,11022.0,63.0
18691,28616,5991,9769.0,125.0
18691,49543,21488,7391.0,2.0
18691,211,19931,7600.0,30.0
18691,20016,39523,8400.0,42.0
18691,24554,44218,7564.0,125.0
18691,19782,20964,4821.0,33.0
18691,20016,1984,5713.5,109.5
18691,21580,4451,9473.0,0.5
18691,20016,21469,8255.5,42.0
18691,35883,38218,7354.0,104.0
18691,19782,51036,8171.0,113.0
18691,49543,3164,4112.5,2.0
18691,49543,44248,6775.0,2.0
18691,49543,25860,12209.5,2.0
18691,20016,47143,8416.5,42.0
18691,20016,751,6859.0,125.0
18691,27230,20280,11492.0,63.0
18691,36491,41695,9228.0,63.0
18691,49543,11966,10625.5,2.0
18691,12854,18723,8134.0,63.0
18691,49543,8036,8236.0,2.0
18691,20016,8681,9032.0,42.0
18691,4608,20086,4283.5,125.0
18691,19782,9420,9442.0,33.0
18691,13389,20283,9132.0,63.0
18691,44287,18692,10480.0,2.0
18691,19472,35545,2209.0,397.0
18691,20016,5996,4126.0,107.0
18691,19782,3916,5073.0,33.0
18691,49543,41450,8876.0,2.0
18691,13882,20056,8915.0,63.0
18691,49665,38250,7595.5,76.5
18691,19472,4439,4280.5,107.0
18691,20016,17991,3290.0,118.0
18691,49960,20871,13622.5,58.5
18691,20016,39202,2048.0,118.0
18691,49543,35844,4242.5,2.0
18691,20016,23320,7708.0,125.0
18691,19782,4078,5452.0,33.0
18691,47768,20276,4503.0,125.0
18691,25186,5605,7884.0,125.0
18691,14916,4404,6808.5,37.5
18691,47906,48528,7932.5,118.0
18691,49960,35118,13341.5,125.0
18691,47768,18704,3348.0,106.0
18691,19782,48815,7506.0,125.0
18691,3928,40692,5524.0,125.0
18691,13051,19487,7963.5,63.0
18691,49543,50528,10179.5,2.0
18691,36828,19958,8877.0,63.0
18691,44199,19743,11535.5,125.0
18691,19782,14864,7065.0,70.0
18691,26873,19791,11661.0,40.5
18691,20016,7600,11654.5,125.0
18691,4113,42018,4196.5,125.0
18691,19782,7354,9234.0,125.0
18691,20016,41375,8689.0,105.5
18691,4623,35528,3367.0,553.0
18691,49543,25518,10672.0,2.0
18691,42053,39613,9162.0,5.0
18691,20016,25607,11739.0,103.5
18691,19782,215,7530.0,109.0
18691,49543,3810,4354.0,2.0
18691,4571,34248,4523.5,69.5
18691,49543,1279,4961.0,2.0
18691,19782,24733,8525.0,125.0
18691,28225,18329,12167.5,13.5
18691,48722,35545,7890.0,332.0
18691,37472,5605,7547.0,125.0
18691,49543,21685,7571.0,2.0
18691,25457,35191,9865.0,125.0
18691,19782,5503,3208.0,53.0
18691,19782,13421,8385.0,125.0
18691,19782,7758,9015.0,33.0
18691,20016,17729,4828.0,36.0
18691,20016,25994,9525.0,125.0
18691,1167,20323,5643.0,76.5
18691,211,44217,7719.0,30.0
18691,44338,39236,8116.0,125.0
18691,19782,16482,7760.0,125.0
18691,13936,5580,8197.0,63.0
18691,20016,12138,15409.0,110.0
18691,20016,25932,9429.0,125.0
18691,14038,35542,6176.0,603.0
18691,33945,19808,7612.0,125.0
18691,20016,40200,8980.0,86.0
18691,20016,5405,3380.0,62.0
18691,44199,41803,11350.5,58.5
18691,1516,38234,7128.5,0.5
18691,49543,6929,3569.5,2.0
18691,6662,4415,4115.5,107.5
18691,26873,18737,10586.0,40.5
18691,20016,9988,9135.0,42.0
18691,41886,18329,8659.0,63.0
18691,20016,12109,9921.0,125.0
18691,20016,27330,11369.5,125.0
18691,48321,7194,3248.0,67.0
18691,25280,50955,8255.0,63.0
18691,19782,1298,6315.0,33.0
18691,4623,20872,4998.0,13.0
18691,19782,28261,12883.5,125.0
18691,19782,24678,7785.0,125.0
18691,25280,19897,6630.5,109.5
18691,49543,542,5990.0,2.0
18691,19782,13088,7895.0,125.0
18691,25280,51051,8060.0,63.0
18691,40305,19494,4603.0,106.0
18691,36828,20806,8242.0,63.0
18691,43655,5991,4342.0,19.0
18691,23682,38233,8754.5,76.5
18691,4623,19493,4954.0,13.0
18691,19782,23666,8819.0,125.0
18691,19782,50444,9298.0,87.0
18691,24412,5577,7198.0,63.0
18691,17306,20845,5976.5,21.5
18691,9793,20069,10661.5,0.5
18691,4571,19810,4272.5,125.0
18691,25186,44216,8305.0,63.0
18691,4274,6491,4578.0,81.0
18691,49543,24734,7005.0,2.0
18691,19782,25837,11603.0,125.0
18691,43366,19739,10819.5,94.0
18691,5759,19478,1988.0,8.0
18691,20016,41000,3255.0,107.0
18691,21432,20255,7924.0,0.5
18691,20016,9626,9552.0,42.0
18691,21419,35185,8762.0,63.0
18691,21818,44216,8334.0,63.0
18691,20016,6872,4699.0,42.0
18691,20016,34084,7468.0,125.0
18691,49543,39579,8675.0,2.0
18691,20016,19767,4088.0,118.0
18691,50807,5991,4187.5,19.0
18691,19782,39363,11381.5,125.0
18691,20016,7577,8185.0,42.0
18691,2027,19890,5724.5,21.5
18691,28769,44216,12050.5,58.5
18691,49543,27389,9748.0,2.0
18691,19472,4292,3213.0,107.0
18691,19782,27801,9668.0,125.0
18691,22123,19810,8600.0,33.0
18691,20016,8367,10535.0,107.0
18691,3602,20069,6033.0,21.0
18691,5102,38248,5505.5,125.0
18691,3928,4296,4931.0,125.0
18691,20016,24216,7746.0,125.0
18691,49543,52023,6980.0,2.0
18691,19782,39549,10776.0,125.0
18691,20016,1131,6506.0,79.0
18691,27949,18704,9669.0,63.0
18691,42855,20453,7955.0,63.0
18691,34533,20138,8251.0,63.0
18691,19782,10439,9768.0,33.0
18691,49543,12740,10357.0,2.0
18691,35883,4332,6654.5,57.5
18691,20016,48662,9168.0,125.0
18691,49543,27675,11069.5,2.0
18691,49543,44506,12488.5,2.0
18691,15946,40691,8258.0,36.0
18691,19782,49385,3497.0,53.0
18691,19782,40837,4843.0,92.0
18691,4815,4452,5021.5,0.5
18691,17806,19011,5408.0,72.0
18691,21432,35095,8601.5,0.5
18691,6662,4422,4759.5,107.5
18691,12854,19484,8315.0,63.0
18691,19782,43678,13273.5,125.0
18691,19782,34414,7919.0,125.0
18691,5759,7169,3467.5,125.0
18691,4815,20086,4068.0,42.0
18691,49543,44718,4517.5,2.0
18691,49543,3053,3625.0,2.0
18691,20016,7415,9337.0,125.0
18691,28889,35528,10352.5,598.5
18691,42765,4454,6545.5,100.5
18691,20016,14150,7967.0,125.0
18691,991,35545,6709.0,390.0
18691,34533,19968,8365.0,63.0
18691,3928,20069,5097.0,125.0
18691,19782,13599,8166.0,125.0
18691,49543,38976,7256.0,2.0
18691,49543,40050,6453.0,2.0
18691,19472,20871,3790.0,19.0
18691,37472,41724,7875.0,63.0
18691,28769,20871,12092.5,58.5
18691,6298,5991,4794.5,69.5
18691,44786,46507,9720.0,125.0
18691,19782,24242,8204.0,70.0
18691,12531,20735,19007.5,58.5
18691,17490,39236,5708.0,109.0
18691,40305,20450,4695.0,106.0
18691,26873,5979,12005.5,40.5
18691,49543,48170,9400.0,2.0
18691,29102,4343,22618.0,22.0
18691,879,19929,8020.0,63.0
18691,20016,12407,13032.5,125.0
18691,49543,1997,4657.5,2.0
18691,19782,51403,10807.0,125.0
18691,2543,20023,5050.5,42.0
18691,211,18695,6049.0,24.0
18691,26873,18965,11715.0,40.5
18691,49543,25606,10879.0,2.0
18691,49665,20324,6549.0,15.0
18691,13746,19929,8238.0,63.0
18691,19782,50643,3652.0,33.0
18691,49543,11537,9041.0,2.0
4132,4113,1649,1933.0,150.5
4132,20948,37004,4172.0,85.0
4132,4904,11502,6295.0,18.0
4132,5548,34789,3718.0,5.0
4132,28569,47766,11823.0,9.0
4132,40426,3748,8941.0,6.5
4132,41048,8187,6288.0,16.0
4132,27668,48321,9137.0,55.0
4132,23682,18338,4253.0,0.0
4132,509,36837,4373.0,63.0
4132,20011,43159,8161.0,60.5
4132,21019,29556,4717.0,68.0
4132,46917,4597,4110.0,130.0
4132,49936,5030,4783.0,45.0
4132,42606,16297,3654.0,367.0
4132,20011,12063,6274.0,371.0
4132,4141,3254,2845.0,225.0
4132,46917,6879,3205.0,316.0
4132,42606,38992,6119.0,311.0
4132,43670,6893,9260.0,236.5
4132,34533,41876,5324.0,125.0
4132,34345,4842,3799.0,125.0
4132,34350,42607,4869.0,371.0
4132,14916,17521,2309.0,107.0
4132,38462,18426,5586.5,53.5
4132,50842,42045,7235.0,619.0
4132,20011,16380,4067.0,292.0
4132,17806,10702,6532.0,68.0
4132,4141,43312,3734.0,40.0
4132,12531,7139,16225.0,49.0
4132,41048,10254,6020.0,154.0
4132,49936,4573,4745.0,45.0
4132,9793,41715,6770.0,16.0
4132,49936,48968,4284.0,115.0
4132,34533,41189,4130.0,316.0
4132,4623,24467,4897.0,0.0
4132,50842,27999,6519.0,286.0
4132,4141,14370,3448.0,65.0
4132,40680,8693,6306.0,57.0
4132,4141,11270,4416.0,224.0
4132,42606,26335,5662.0,357.0
4132,35883,36344,5725.0,154.0
4132,9592,5036,6528.0,154.0
4132,879,40240,5212.0,84.0
4132,38462,7780,5618.5,185.0
4132,4623,11202,6091.0,22.0
4132,509,4800,4281.0,65.0
4132,991,20992,4605.0,0.0
4132,28569,40336,10380.0,8.0
4132,4571,472,4002.0,0.0
4132,42606,12912,4370.0,274.0
4132,42053,51670,6146.0,162.0
4132,44287,2745,8080.0,128.0
4132,39471,17290,6944.0,80.0
4132,20948,10516,6582.0,111.0
4132,14038,50042,5317.0,28.0
4132,18425,14914,3721.0,4.0
4132,26635,17104,9966.0,128.0
4132,23470,39911,4833.0,53.0
4132,21305,16330,4420.0,57.0
4132,4623,42040,4920.0,84.0
4132,21305,38652,4493.0,57.0
4132,42855,38556,3942.0,214.0
4132,21580,34207,5847.0,86.0
4132,6298,10451,5839.0,154.0
4132,38462,51915,2122.5,34.0
4132,14079,3258,4253.0,48.0
4132,38462,37802,3406.5,62.5
4132,41537,26707,8322.0,1.0
4132,4754,440,4186.0,65.0
4132,27668,1747,8214.0,153.0
4132,47768,10224,6919.0,16.0
4132,23920,20423,5367.0,3.0
4132,879,42461,3826.0,84.0
4132,11455,4508,7039.0,71.0
4132,21019,11418,6481.0,111.0
4132,27852,40268,7954.0,99.0
4132,4141,24434,2501.0,8.0
4132,20948,11338,6561.0,18.0
4132,40680,9287,6986.0,178.0
4132,4754,10486,6590.0,154.0
4132,20011,26710,8661.0,181.5
4132,42606,43101,7150.0,269.0
4132,49457,38557,9167.0,48.0
4132,4496,874,3379.0,84.0
4132,41886,3702,4236.0,13.0
4132,879,5102,4465.0,84.0
4132,28769,1680,7084.0,1.0
4132,9793,4495,5820.0,154.0
4132,11191,38764,5565.0,2.0
4132,49936,4650,5554.0,20.0
4132,41048,14776,2987.0,65.0
4132,9738,19446,9075.5,99.0
4132,13746,50426,3787.0,4.0
4132,42606,7898,5489.0,294.0
4132,35883,9319,6057.0,183.0
4132,38462,13681,4305.5,70.0
4132,34345,4194,4145.0,125.0
4132,42606,9416,5470.0,23.0
4132,17806,42796,3828.0,65.0
4132,17806,14212,4803.0,13.5
4132,4571,9875,6442.0,154.0
4132,13553,4162,5532.0,106.0
4132,16383,39918,4972.0,53.0
4132,27230,44637,7844.0,128.0
4132,13746,48991,3796.0,4.0
4132,50842,22145,4731.0,367.0
4132,20011,21435,5329.5,367.0
4132,4815,14403,4695.0,19.0
4132,28279,5843,10418.0,55.0
4132,4018,6863,2450.0,3.0
4132,4141,42799,1768.0,42.0
4132,35883,41995,6724.0,23.0
4132,42765,35911,2731.5,261.5
4132,40228,43023,5133.0,45.0
4132,8470,18689,5034.0,367.0
4132,46917,4298,6701.0,42.0
4132,28622,1749,7582.0,128.0
4132,47768,50489,6065.0,48.0
4132,4754,49998,6646.0,18.0
4132,41048,17421,2745.0,37.0
4132,47906,4591,3713.0,65.0
4132,38462,34695,6007.5,64.0
4132,4726,47061,6316.0,154.0
4132,879,38526,3026.5,146.5
4132,11455,4980,5677.0,71.0
4132,4141,9747,4786.0,224.0
4132,4571,44495,6898.0,154.0
4132,48321,26715,8667.0,55.0
4132,8470,17111,5499.0,15.0
4132,11455,1523,5441.0,42.0
4132,10298,21002,6691.0,18.0
4132,13553,4477,5317.0,106.0
4132,49457,39909,10003.0,87.0
4132,25280,19655,5048.0,47.0
4132,4141,10328,4207.0,209.0
4132,48321,37066,10073.5,55.0
4132,34533,4096,3037.0,125.0
4132,14038,4571,4353.0,28.0
4132,48321,39217,8756.0,55.0
4132,4608,34581,5133.0,74.0
4132,40680,9212,7091.0,95.0
4132,38462,39702,3711.5,101.0
4132,4608,208,3691.0,65.0
4132,6298,11350,6579.0,18.0
4132,26905,41595,8738.0,304.0
4132,49928,4523,5968.0,18.0
4132,4571,11543,5991.0,91.0
4132,40210,4493,5289.0,18.0
4132,27775,20588,8643.0,141.0
4132,50842,50186,7025.0,619.0
4132,4496,9738,5244.0,154.0
4132,21818,19686,4792.0,53.0
4132,38462,41992,6363.5,40.0
4132,20948,34114,5753.0,28.0
4132,18425,15046,3561.0,65.0
4132,27852,4087,5693.0,36.0
4132,11789,38763,7305.0,49.0
4132,41509,21068,7200.0,16.0
4132,38462,11918,5542.5,200.0
4132,4571,404,3942.5,0.0
4132,47843,17287,4769.0,86.0
4132,14916,4611,4276.0,0.0
4132,40292,24390,4955.0,0.0
4132,42064,40326,5147.0,85.0
4132,879,19366,4367.0,84.0
4132,35883,40210,5096.0,47.0
4132,43611,46504,7312.0,241.0
4132,44786,38142,6630.0,216.0
4132,38462,278,3421.5,127.5
4132,21019,10088,6838.0,154.0
4132,11340,4528,6077.0,18.0
4132,4113,8586,6081.0,183.0
4132,42053,28735,10913.0,9.0
4132,40680,10298,6701.0,42.0
4132,42053,27287,10214.0,9.0
4132,28288,49470,8480.0,116.0
4132,49457,4188,11591.0,9.0
4132,40210,1523,4733.0,42.0
4132,20011,4107,2087.0,133.0
4132,49928,4194,6315.0,18.0
4132,35883,36062,2881.0,360.0
4132,41509,4645,7429.0,154.0
4132,20011,11297,6500.0,23.0
4132,41048,524,3078.0,55.0
4132,5102,34862,7258.0,71.0
4132,4571,15101,3107.0,88.0
4132,4726,10674,6063.0,36.0
4132,1516,9674,5198.0,147.0
4132,18425,365,3911.0,65.0
4132,20011,24088,5272.0,195.0
4132,27840,19774,7358.0,15.0
4132,6072,27712,10397.0,9.0
4132,9592,5081,6092.0,154.0
4132,509,35913,2309.0,48.0
4132,48005,44647,6508.0,128.0
4132,4141,43788,5435.0,88.0
4132,20948,13707,5178.0,65.5
4132,3928,38474,2780.0,58.0
4132,27774,6992,8602.0,170.0
4132,50842,12816,4067.0,286.0
4132,29102,6974,18441.0,272.0
4132,48347,38637,7176.0,50.0
4132,4113,44857,6198.0,183.0
4132,34533,4630,4129.0,125.0
4132,9738,43973,5847.0,154.0
4132,4754,14483,5216.0,19.0
4132,34533,43351,4758.0,125.0
4132,42606,10259,5572.0,23.0
4132,49457,40334,10626.0,36.0
4132,27668,6885,7726.0,577.0
4132,21305,25303,4357.0,57.0
4132,14149,5032,5072.0,91.0
4132,43982,17054,3867.0,48.0
4132,4571,738,3934.0,65.0
4132,40228,895,5440.0,84.0
4132,50842,41929,6276.0,23.0
4132,47768,37538,3702.0,26.0
4132,42606,22723,4830.0,311.0
4132,27840,17062,7385.0,128.0
4132,40305,29084,19663.0,73.0
4132,41537,4746,2519.0,1.0
4132,4571,40893,4071.0,65.0
4132,40228,30,4847.0,65.0
4132,42606,44121,7397.0,486.5
4132,27230,2968,7423.0,192.0
4132,20011,50065,5106.0,371.0
4132,42855,44632,4445.0,112.0
4132,40210,17101,5289.0,95.0
4132,11789,18772,6551.0,23.0
4132,48321,48059,9114.0,55.0
4132,20011,43981,4078.0,367.0
4132,40680,309,4231.0,49.0
4132,6298,13186,4541.0,108.0
4132,28754,6269,9703.5,105.0
4132,42606,25266,3471.0,371.0
4132,4496,8877,5706.0,111.0
4132,20948,7943,7146.0,154.0
4132,50848,2747,8173.0,174.0
4132,14916,21231,4231.0,0.0
4132,28889,42600,7590.0,316.5
4132,42855,2745,4374.0,112.0
4132,28341,35532,10230.5,9.0
4132,29102,41595,18251.0,304.0
4132,4608,14457,4508.0,23.0
4132,50842,51588,4850.0,367.0
4132,21019,10521,6445.5,18.0
4132,11455,4259,6452.0,71.0
4132,18425,14427,5137.0,19.0
4132,4904,51597,5646.0,70.0
4132,4623,17480,3875.0,77.0
4132,4113,9902,5446.0,183.0
4132,9592,5197,6011.0,154.0
4132,15906,6878,4230.0,254.0
4132,29102,19460,18597.0,101.0
4132,18425,48492,4109.0,65.0
4132,29096,3810,19114.0,153.0
4132,40210,20690,6428.0,18.0
4132,24412,40497,4379.0,161.0
4132,48381,2337,7579.0,168.0
4132,11191,17054,5077.0,23.0
4132,42855,38462,3664.5,137.0
4132,4141,7453,5397.0,64.0
4132,14038,5288,5579.0,28.0
4132,46917,38502,3136.5,192.5
4132,42053,43064,11888.0,9.0
4132,41048,13649,4656.0,49.0
4132,4623,41884,5350.0,23.0
4132,18425,36782,6396.0,18.0
4132,50842,9043,5466.0,106.0
4132,4608,360,3237.0,39.0
4132,40305,49061,10735.0,73.0
4132,38462,20106,4317.5,15.0
4132,50842,29459,3941.0,132.0
4132,41048,42799,2911.0,65.0
4132,20011,48950,5841.0,339.0
4132,6072,43616,10672.0,9.0
4132,26635,38559,9579.0,48.0
4132,36344,20403,6275.0,125.0
4132,14079,40503,5228.0,49.0
4132,21019,8687,6230.0,18.0
4132,211,21048,4215.0,65.0
4132,6298,11111,7368.0,49.0
4132,48381,2054,8565.0,108.0
4132,42606,22184,4802.0,298.0
4132,24412,41128,2880.0,3.0
4132,9793,38454,5221.5,200.0
4132,28769,5532,8282.0,105.0
4132,39471,17083,6578.0,48.0
4132,21419,17079,5147.0,19.0
4132,41048,11332,5766.0,44.0
4132,28341,43156,6987.5,80.0
4132,4754,15198,3525.0,82.5
4132,18425,37065,6657.0,118.0
4132,4141,41892,3088.0,93.0
4132,41537,26493,10434.0,1.0
4132,50842,25083,4201.0,321.0
4132,21305,4087,2161.0,60.0
4132,28138,17100,7828.0,128.0
4132,25174,34208,4746.0,80.0
4132,42855,21001,4551.0,91.0
4132,42710,42601,6006.0,95.0
4132,4623,48962,5068.0,65.0
4132,28569,35382,9805.0,55.0
4132,5102,51846,6224.0,8.0
4132,48321,25461,8447.5,55.0
4132,26635,17293,9849.0,50.0
4132,14469,4942,4862.0,19.0
4132,35883,37009,3416.0,113.0
4132,25913,39915,6450.0,53.0
4132,852,35866,3514.0,37.0
4132,11789,44712,6154.0,104.0
4132,50842,24269,5528.0,286.0
4132,879,35419,3781.0,84.0
4132,50842,49905,18330.0,414.5
4132,34213,20970,6789.0,154.0
4132,6072,41408,11667.5,9.0
4132,13553,35395,6576.0,106.0
4132,42765,11401,7554.5,76.0
4132,5102,34524,5364.0,125.0
4132,21019,34835,6576.0,18.0
4132,4141,35739,3170.0,7.0
4132,4141,43464,1181.5,3.0
4132,27774,41578,11120.0,9.0
4132,35883,38673,3570.0,48.0
4132,28569,38638,8250.0,148.0
4132,28769,41189,7634.0,619.0
4132,20011,50707,3440.0,371.0
4132,40481,42700,7061.5,395.0
4132,41509,2751,6857.0,95.0
4132,991,5082,4819.0,0.0
4132,21305,28205,9454.0,113.0
4132,50842,8339,4932.0,355.0
4132,42606,22576,2734.0,316.0
4132,21019,35305,4987.0,68.0
4132,20011,15718,4515.0,339.0
4132,28138,17183,7608.0,48.0
4132,38462,13109,4485.5,21.0
4132,10298,44713,5216.0,28.0
4132,20011,51121,5962.0,192.0
4132,4815,47406,5130.0,7.0
4132,852,50015,5121.0,41.5
4132,41537,49532,2980.0,1.0
4132,4571,41452,6808.0,34.0
4132,28225,16935,6657.0,76.0
4132,4274,51644,6327.0,12.0
4132,41537,4774,2900.0,1.0
4132,26820,44651,9050.0,128.0
4132,9260,44721,5330.0,19.0
4132,43475,20907,8076.0,105.0
4132,20948,49680,3465.0,23.0
4132,4815,331,3795.0,65.0
4132,4141,38313,2479.0,48.0
4132,40305,26759,9119.0,73.0
4132,4726,11814,5933.0,154.0
4132,38462,49031,4911.5,15.0
4132,9738,6043,6392.0,126.0
4132,27230,35345,7996.0,29.0
4132,4113,8225,5805.0,47.0
4132,29102,19642,19771.0,99.0
4132,34213,17265,6284.0,147.0
4132,40426,17101,8010.0,6.5
4132,43670,1685,8536.0,148.0
4132,36344,5197,5970.0,125.0
4132,4754,50009,5763.0,28.0
4132,42064,20020,6397.0,29.0
4132,43475,6869,7299.0,619.0
4132,40210,21139,5765.0,18.0
4132,14038,4741,4504.0,28.0
4132,15906,20572,4549.0,254.0
4132,10298,49559,5896.0,6.0
4132,11340,38503,5002.5,64.0
4132,42606,27865,6758.0,311.0
4132,38462,11869,5403.5,88.0
4132,42606,46350,4101.0,367.0
4132,34350,19462,5592.0,83.0
4132,40228,34516,6354.0,125.0
4132,38462,3707,4023.5,10.0
4132,4141,34866,5986.0,214.0
4132,47843,20425,4021.0,217.0
4132,4623,33917,4614.5,0.0
4132,48321,29042,10706.0,55.0
4132,23065,2600,5504.0,131.0
4132,4571,8596,7595.0,154.0
4132,36344,1722,5834.0,47.0
4132,40228,9052,7529.0,18.0
4132,42606,10464,5904.0,23.0
4132,23470,38568,4047.0,140.0
4132,27852,1354,6758.0,9.0
4132,42606,43051,6784.0,32.0
4132,22123,42602,5276.0,367.0
4132,40680,24961,3819.5,47.0
4132,36344,20951,6440.0,125.0
4132,25186,17293,4620.0,50.0
4132,9738,6356,7191.0,38.0
4132,21305,16261,4920.0,57.0
4132,991,5141,4197.0,0.0
4132,41048,51813,2363.0,1.0
4132,42606,29120,18193.0,414.5
4132,42606,26331,5750.0,357.0
42430,37480,49508,8594.0,108.0
42430,42710,18434,8557.0,108.0
42430,42710,19597,6783.0,17.5
42430,44876,18953,8273.0,108.0
42430,44876,20846,9903.0,39.0
42430,6072,10574,8033.0,79.0
42430,6072,34719,8986.0,108.0
42430,6072,43439,8715.0,108.0
4179,39471,39706,8101.0,230.0
4179,39471,39974,7940.0,45.0
4179,26820,7068,11191.0,45.0
4179,11191,7059,7136.0,155.0
4179,991,35523,6331.0,138.0
4179,14079,18602,7380.0,66.0
4179,14038,18758,6358.0,66.0
4179,9793,7058,8136.0,155.0
4179,37685,18503,8347.0,66.0
4179,37685,18919,7437.0,35.0
4179,4018,7211,5721.5,53.5
4179,47843,19900,5510.0,3.0
4179,15455,18758,8362.0,66.0
4179,15455,20435,7441.0,3.0
4179,28889,7053,10491.0,147.0
4179,20016,17991,3290.0,191.0
4179,20016,42020,3442.0,77.0
4179,20016,50923,4268.0,40.0
4179,20016,19767,4088.0,52.0
4179,20016,18821,3848.0,52.0
4179,49665,18236,4744.0,155.0
4179,21398,7211,8060.5,66.0
4179,14916,19885,5640.0,57.0
4179,14916,18592,6825.0,15.0
4179,33945,21280,5878.0,155.0
4179,41488,44342,8045.0,35.0
4179,41488,7066,7205.5,45.0
4179,44338,40716,8328.0,66.0
4179,44338,18572,8551.5,66.0
4179,24412,47989,5489.0,230.0
4179,24412,37607,5728.0,28.0
4179,34533,41582,6456.0,82.0
4179,34533,21283,6147.0,138.0
4179,34533,40922,6946.0,45.0
4179,879,6557,5546.0,59.0
4179,879,20227,7143.0,34.0
4179,29013,39704,8946.0,213.0
4179,6002,5981,4844.0,64.0
4179,3602,35295,4181.0,3.0
4179,3602,7235,2742.0,123.0
4179,25174,47989,6017.0,230.0
4179,43496,42848,3474.0,35.0
4179,42064,50881,7428.5,49.0
4179,42064,18527,6896.0,45.0
4179,42064,41546,6439.0,57.0
4179,42064,37625,5217.0,28.0
4179,19782,44202,4367.0,64.0
4179,19782,40771,4117.0,32.0
4179,42053,17758,3048.0,16.0
4179,42053,40765,2899.0,3.0
4179,42053,35755,3663.0,3.0
4179,23065,6514,6752.0,214.0
4179,27774,7050,11234.0,29.0
4179,509,18158,5292.0,3.0
4179,48722,7276,8934.0,66.0
4179,48722,18169,6834.0,76.0
4179,1516,42849,4072.0,100.0
4179,22474,18601,8186.0,47.0
4179,22474,7216,7732.0,29.0
4179,9260,18241,9027.0,145.0
4179,15906,7058,6183.0,155.0
4179,27949,18459,10072.0,29.0
4179,27949,18423,9971.0,29.0
4179,2532,39968,3556.0,29.0
4179,26916,42849,10227.5,83.0
4179,16602,18158,5838.0,3.0
4179,26119,6063,9656.0,45.0
4179,42606,7054,3424.0,25.0
4179,27859,18426,10156.0,35.0
4179,37472,5776,5680.0,155.0
4179,37472,18319,6437.0,66.0
4179,13882,6334,5858.0,3.0
4179,13882,5778,6241.0,155.0
4179,34350,6557,6834.0,59.0
4179,5548,18549,3756.0,66.0
4179,3868,18557,4168.0,66.0
4179,24074,7053,7091.0,155.0
4179,47906,5779,5659.0,138.0
4179,2027,37187,2994.0,93.0
4179,2027,7066,3190.5,45.0
4179,48005,7255,8445.0,66.0
4179,2543,5753,3582.0,15.0
4179,9738,39704,7711.0,230.0
4179,9738,37624,7532.0,45.0
4179,852,47998,5793.0,54.0
4179,1167,18116,3750.0,62.0
4179,1167,18240,4547.0,155.0
4179,41632,41551,3660.0,61.0
4179,41632,4312,4255.0,25.0
4179,40228,20187,4146.0,136.0
4179,15946,7152,6255.0,42.0
4179,40481,7099,9378.0,20.5
4179,1828,18507,4176.0,34.0
4179,1828,7050,3162.0,29.0
4179,1828,18251,2564.0,52.0
4179,36981,6517,7539.0,230.0
