removed_stop,origin_stop,destination_stop,baseline_seconds,detour_seconds
41132,5102,34862,7258.0,71.0
41132,11340,21146,6802.0,18.0
41132,9738,51065,8945.0,225.0
41132,44338,8279,4197.0,233.0
41132,8655,24571,3393.0,227.0
41132,41509,34286,10652.0,45.0
41132,25280,10264,3169.0,5.0
41132,44999,8869,4401.0,55.0
41132,11455,27140,4474.0,15.0
41132,16383,11408,3928.0,88.0
41132,16875,8752,3796.0,166.0
41132,25186,9220,4115.0,193.0
41132,34213,25972,4425.0,201.0
41132,18919,8583,9383.0,71.0
41132,9793,6812,8656.0,123.0
41132,4571,34236,6028.0,87.0
41132,11455,28426,4365.0,15.0
41132,42765,9794,7072.5,193.5
41132,25913,9617,3404.0,395.0
41132,48701,10045,3503.0,137.0
41132,43035,9116,3931.0,49.0
41132,16338,9417,3266.0,252.0
41132,11455,22976,3161.0,4.0
41132,4571,11370,6790.0,236.0
41132,24412,9407,3532.0,242.0
41132,16602,10286,3485.0,1.0
41132,4141,9909,4420.0,157.0
41132,9592,26403,2557.0,340.0
41132,8794,23555,3288.0,136.0
41132,21019,34835,6576.0,18.0
41132,11191,8615,2928.0,276.0
41132,13389,9247,3896.0,157.0
41132,40210,24084,2586.0,50.0
41132,40680,9212,7091.0,95.0
41132,9738,22533,2459.0,749.0
41132,8794,26,2805.0,70.0
41132,36344,1424,5083.0,83.0
41132,5102,11894,6693.0,100.0
41132,24074,10474,3384.0,428.0
41132,6298,10448,5540.0,18.0
41132,42606,10464,5904.0,380.0
41132,9738,36046,4446.0,264.0
41132,3396,9647,5387.0,223.0
41132,11789,18534,10210.0,96.0
41132,4815,41862,7168.0,24.0
41132,43366,9113,5327.0,83.0
41132,49928,23973,3385.0,36.0
41132,40210,26927,5501.0,13.0
41132,48701,35615,3476.0,129.0
41132,40210,23128,1360.0,347.5
41132,34213,27097,4832.0,180.0
41132,9793,24720,2822.0,157.0
41132,46701,10480,7503.0,29.0
41132,6298,11111,7368.0,49.0
41132,9738,9922,899.0,157.0
41132,25280,9272,3995.0,192.0
41132,41509,50275,5556.0,233.0
41132,9592,49723,4479.0,338.0
41132,9793,14073,3651.0,157.0
41132,40210,20690,6428.0,18.0
41132,10936,38160,4247.0,18.0
41132,9793,22042,2963.0,261.0
41132,14149,9519,4008.0,339.0
41132,34213,21251,8370.0,86.0
41132,17490,11909,5730.0,117.0
41132,8794,23852,3330.0,56.0
41132,18425,10410,6468.0,48.0
41132,34213,259,4674.0,196.0
41132,14133,9120,4573.0,13.0
41132,24412,11702,3202.0,269.0
41132,6072,11488,9212.0,95.0
41132,4726,10162,5993.0,18.0
41132,34345,10732,3487.0,328.0
41132,13882,10063,3915.0,143.0
41132,8655,4710,5858.0,142.0
41132,11455,42435,5844.0,69.0
41132,15906,11629,3385.0,247.0
41132,16792,9302,3339.0,246.0
41132,34213,7251,9085.0,142.0
41132,4141,11270,4416.0,563.0
41132,13746,9222,3959.0,13.0
41132,10936,38884,2739.0,120.0
41132,3602,8751,6656.0,124.0
41132,27774,35030,6863.0,15.0
41132,34213,36062,6137.0,333.0
41132,2260,10780,6735.0,57.0
41132,27774,10034,6068.0,24.0
41132,3396,8118,5898.0,63.0
41132,23065,47098,2526.0,29.0
41132,34213,39102,4628.0,257.0
41132,44876,34999,3721.0,101.0
41132,34350,11551,4246.0,34.0
41132,27840,11646,4200.0,69.0
41132,5102,10524,6900.0,52.0
41132,4141,11830,4446.0,455.0
41132,9592,50008,8106.0,242.0
41132,38462,8799,5263.5,79.0
41132,36491,11242,2721.0,101.0
41132,11789,50606,4600.0,373.0
41132,2027,10198,6655.0,124.0
41132,42717,8718,2278.0,24.0
41132,3379,10532,6453.0,4.0
41132,14038,11227,3435.0,180.0
41132,9738,43567,6383.0,93.0
41132,43475,9652,4963.0,15.0
41132,37480,10069,2464.0,18.0
41132,36828,9114,3865.0,36.0
41132,3396,11869,5415.0,34.0
41132,34213,17265,6284.0,467.0
41132,3379,9664,6188.0,141.0
41132,47768,50489,6065.0,48.0
41132,24554,11546,3866.0,103.0
41132,22123,9787,2656.0,167.0
41132,9793,51284,3385.0,272.5
41132,3868,9710,5840.0,265.0
41132,49928,43278,3328.0,36.0
41132,25913,11199,2703.0,1.0
41132,34213,6796,8824.0,142.0
41132,9592,5197,6011.0,396.0
41132,41509,37616,8206.0,63.0
41132,34213,15217,5270.0,136.0
41132,9592,1994,6717.0,242.0
41132,34345,9441,3935.0,226.0
41132,9738,22927,3385.0,290.0
41132,1398,36335,5265.0,144.5
41132,11789,18772,6551.0,187.0
41132,15516,8122,4145.0,89.0
41132,6298,10219,5732.0,18.0
41132,48701,8906,2971.0,10.0
41132,4113,43209,5111.0,47.0
41132,4571,44495,6898.0,321.0
41132,9793,24137,3798.0,318.0
41132,9793,14422,4368.0,157.0
41132,9793,44449,8357.0,123.0
41132,33945,9832,3654.0,167.0
41132,9738,28923,5069.0,59.0
41132,14133,8582,4568.0,304.0
41132,9738,2578,6337.0,264.0
41132,9738,50229,3295.0,264.0
41132,26635,50659,7869.0,83.0
41132,879,10509,3839.0,149.0
41132,9738,15105,3975.0,264.0
41132,4113,34944,6015.0,23.0
41132,11455,4508,7039.0,71.0
41132,11455,26207,5398.0,15.0
41132,36981,8779,2597.0,30.0
41132,34213,37611,8201.0,86.0
41132,14916,10199,4470.0,200.0
41132,19782,10439,9768.0,110.0
41132,9592,2304,6571.0,242.0
41132,13553,9428,3623.0,161.0
41132,852,9308,4006.0,337.0
41132,42710,10675,2239.0,42.0
41132,21019,8687,6230.0,18.0
41132,40210,4493,5289.0,18.0
41132,44199,8788,4840.0,15.0
41132,1516,34952,6301.0,111.0
41132,15455,11373,3904.5,180.0
41132,11789,6359,8377.0,49.0
41132,5956,11548,8394.0,65.0
41132,9738,4290,9158.0,225.0
41132,211,9369,4510.0,196.0
41132,1398,11230,4890.0,236.5
41132,49928,24145,3319.0,16.0
41132,25186,9720,3979.0,230.0
41132,28849,51930,4960.0,55.0
41132,21398,9286,3910.0,381.0
41132,23065,9195,2939.0,241.0
41132,11789,42674,3282.0,25.0
41132,9738,14097,3421.0,298.5
41132,991,9898,3340.0,425.0
41132,26119,9430,4951.0,67.0
41132,20948,7943,7146.0,284.5
41132,9738,34298,6768.0,256.0
41132,34213,13059,3487.0,228.5
41132,15902,10542,2971.0,22.0
41132,1516,10595,5574.0,467.0
41132,211,44856,5717.0,4.0
41132,9738,21699,2450.0,436.0
41132,34350,10241,4370.0,34.0
41132,8794,27888,4713.0,17.0
41132,35883,36344,5725.0,154.0
41132,24831,8620,3516.0,108.0
41132,47843,43151,4005.0,41.0
41132,20948,39143,7114.0,200.5
41132,22990,11706,3709.0,283.0
41132,9793,35481,5791.0,333.0
41132,40210,17091,5136.0,156.0
41132,41048,8187,6288.0,16.0
41132,211,9716,4983.0,60.0
41132,48215,10468,3421.0,373.0
41132,9738,38321,2920.0,264.0
41132,28279,8174,7375.0,74.0
41132,34213,3389,7255.0,143.0
41132,37050,9932,2814.0,28.0
41132,21419,11890,3411.0,13.0
41132,11789,41477,7638.0,49.0
41132,44876,11105,4446.0,11.0
41132,1516,38819,5930.0,292.0
41132,8794,15856,2768.0,5.0
41132,27840,9944,4582.0,13.0
41132,34533,9846,4641.0,126.0
41132,211,9728,4450.0,196.0
41132,35883,7914,6432.0,100.0
41132,3868,48664,5734.0,230.0
41132,4141,9747,4786.0,394.0
41132,14133,11109,5371.0,14.0
41132,14469,9322,3731.0,242.0
41132,13848,11924,3463.0,326.0
41132,44999,50932,4242.0,15.0
41132,50275,9437,4853.0,242.0
41132,8794,22258,2345.0,109.0
41132,6662,8582,9613.0,222.0
41132,4608,34710,6541.0,18.0
41132,10936,8700,1806.0,31.0
41132,9592,21177,8147.0,259.0
7562,39471,8354,4728.0,181.0
7562,39471,38877,3906.0,181.0
7562,28038,8459,4073.0,33.0
7562,28341,7754,4933.5,105.0
7562,43670,35051,6247.5,91.0
7562,27742,34853,4111.0,80.0
7562,12531,49877,11991.0,138.5
7562,28622,7520,4322.5,270.5
7562,8470,28127,4514.0,90.0
7562,8470,28330,7756.0,90.0
7562,8470,28400,3570.0,90.0
7562,8470,42107,4740.0,90.0
7562,8470,12186,15140.0,90.0
7562,8470,25700,3433.0,259.0
7562,8470,28706,4603.0,90.0
7562,8470,12291,13797.0,90.0
7562,8470,14667,3634.0,48.0
7562,8470,39559,3304.0,441.0
7562,8470,39510,2477.0,454.0
7562,8470,43902,4388.0,90.0
7562,8470,26803,5561.0,90.0
7562,8470,15975,2834.0,171.0
7562,8470,28413,3579.0,90.0
7562,8470,41852,4620.0,90.0
7562,8470,28210,5974.0,90.0
7562,8470,38798,15181.0,90.0
7562,44866,8491,3260.5,440.0
7562,44866,7545,3066.0,442.0
7562,42173,7645,2314.0,436.0
7562,42173,7651,2325.0,450.0
7562,27774,38874,6191.0,105.0
7562,27774,38155,6199.0,105.0
7562,49960,41445,6300.5,91.0
7562,49960,7638,6268.5,91.0
7562,27949,39523,4413.0,262.0
7562,27775,8363,6466.0,105.0
7562,26119,38348,5360.0,105.0
7562,28569,49901,5906.0,138.5
7562,28569,8339,6019.0,105.0
7562,28288,36927,4018.0,132.5
7562,28769,38152,5472.0,105.0
7562,26873,7648,4748.0,113.0
7562,26873,35963,4881.0,90.0
7562,27192,7313,3295.0,429.0
7562,44786,34854,3417.0,80.0
7562,27852,7535,4053.0,94.0
7562,48347,35589,4706.0,138.5
7562,48347,7557,4732.5,89.5
7562,17490,7652,3985.0,9.0
7562,17490,8488,3948.0,1.0
7562,41537,7501,4551.0,1.0
7562,44287,36096,5146.0,22.0
7562,49457,38153,6985.0,105.0
7562,43475,7553,4486.0,122.0
7562,43475,7555,4443.0,122.0
7562,28754,35588,5758.0,76.5
7562,27668,7647,4798.0,121.0
7562,27668,49901,4803.0,138.5
7562,11340,37713,1953.0,43.0
7562,43611,39523,4599.0,341.0
7562,29102,43826,16797.0,105.0
7562,29102,8316,16259.5,76.5
7562,48381,41502,4610.0,105.0
7562,48381,38353,6938.0,105.0
7562,28138,7821,5445.0,105.0
7562,29096,43243,16026.0,105.0
7562,29096,37712,15475.5,91.0
23418,26916,42701,9070.0,13.5
23418,49960,3302,10680.0,189.5
23418,38172,29047,12356.0,84.0
23418,28341,5921,8659.5,1.0
23418,6770,27200,8997.5,23.5
23418,15566,952,1957.0,41.0
23418,49960,50281,8493.0,126.5
23418,50807,50615,20440.5,145.0
23418,34345,28973,6431.0,25.0
23418,43670,19235,11783.0,77.0
23418,5380,28213,9788.0,112.0
23418,19472,12436,11382.0,74.0
23418,48347,24456,5775.0,60.0
23418,49457,39632,12227.0,115.0
23418,6590,28171,11212.0,54.0
23418,43496,39339,7434.0,123.0
23418,23470,27287,4263.0,68.0
23418,43366,40651,5037.0,78.0
23418,42606,25131,4000.0,0.0
23418,48381,3301,8782.0,112.0
23418,19472,43987,8505.0,29.0
23418,29013,4475,7144.0,36.0
23418,15499,27587,4383.0,69.0
23418,14916,23429,2289.0,106.0
23418,28341,16593,4225.5,71.5
23418,29096,34662,16984.0,60.0
23418,34350,39215,6301.0,52.0
23418,18315,40443,11060.0,161.0
23418,27774,20206,11783.0,27.0
23418,12531,17721,17092.0,154.0
23418,23470,477,2545.0,73.0
23418,27668,40046,4733.0,69.0
23418,28341,48588,6397.5,5.5
23418,43670,3500,10723.0,226.0
23418,43035,1892,7634.0,31.0
23418,41632,28171,11549.0,54.0
23418,40426,16518,5376.0,219.0
23418,28769,37613,9936.0,62.0
23418,49457,49047,11483.0,82.5
23418,23470,10170,3008.0,22.0
23418,23470,9393,3167.0,22.0
23418,6770,26900,10909.0,17.0
23418,28266,4393,12370.0,112.0
23418,43670,18357,12165.0,102.0
23418,43366,5393,9205.0,73.0
23418,40680,49084,7300.0,15.0
23418,16637,28263,5933.0,69.0
23418,28341,4314,9613.5,46.5
23418,29096,33897,15014.0,222.5
23418,27192,35796,6897.0,51.0
23418,41632,28513,9704.0,24.0
23418,34533,35195,5695.5,74.5
23418,26820,20004,13046.0,112.0
23418,15499,48332,3303.0,49.0
23418,41617,12086,11871.0,117.5
23418,26905,39055,10457.0,112.0
23418,23470,43708,2403.0,27.0
23418,29102,39240,19227.0,116.0
23418,23470,24668,1667.0,36.0
23418,6770,29114,21073.0,154.0
23418,48347,38774,9592.0,73.0
23418,38172,12596,12378.0,114.5
23418,44338,23490,2390.0,14.0
23418,26905,18771,11568.0,54.0
23418,28889,37009,6113.0,18.0
23418,23470,10517,2712.0,26.0
23418,43655,27195,7921.0,13.0
23418,29013,3664,8227.0,79.0
23418,29225,5364,9551.0,212.0
23418,6662,28259,12261.0,62.0
23418,28279,5253,11507.0,212.0
23418,28288,34491,6009.0,113.0
23418,43475,41185,6635.0,52.0
23418,2260,26207,9009.0,73.0
23418,26635,23784,7094.0,227.0
23418,26635,43539,11631.5,74.0
23418,23470,37574,3670.0,139.0
23418,15499,43055,6207.0,251.0
23418,22990,23470,1732.0,36.0
23418,43496,16677,4805.0,115.0
23418,40481,22280,5175.5,2.5
23418,34350,44757,6710.0,84.0
23418,44199,20227,10670.0,118.0
23418,41063,12757,11464.0,153.0
23418,42064,27782,4987.0,57.0
23418,27852,20205,10306.0,33.0
23418,3379,40155,8109.0,24.5
23418,16602,49056,6868.0,165.5
23418,8794,15474,2670.0,26.0
23418,50807,29015,12186.5,45.0
23418,48381,35331,5185.0,123.0
23418,50872,44390,18782.0,58.0
23418,26820,21266,11173.0,112.0
23418,28288,41590,9739.5,24.5
23418,34533,44512,8271.0,146.0
23418,2532,42448,7499.0,4.5
23418,15566,37472,1511.0,18.0
23418,28225,41005,8836.5,62.0
23418,44199,39922,9434.0,58.0
23418,28288,6837,9996.0,30.0
23418,6590,12535,9583.0,19.0
23418,27192,16603,3485.0,40.0
23418,26873,51149,6668.0,78.0
23418,28341,2253,7954.5,60.5
23418,48347,3499,9382.0,73.0
23418,28279,48912,9877.0,14.0
23418,29102,18258,20598.0,162.0
23418,22990,33904,1822.0,36.0
23418,18315,28505,10560.0,185.0
23418,4217,28725,9065.5,119.0
23418,5380,40712,9162.0,112.0
23418,26119,4453,12205.0,77.5
23418,15499,10392,3026.0,27.0
23418,25457,6620,8753.0,29.0
23418,27852,35281,4206.0,8.0
23418,6002,27163,7273.0,19.0
23418,16602,42106,5488.0,49.0
23418,50275,12765,17473.0,60.0
23418,28266,48683,8250.0,71.0
23418,42064,26800,7060.0,71.0
23418,28889,18170,10540.0,9.0
23418,15946,29055,7692.0,99.5
23418,29225,47923,10485.0,45.5
23418,47827,27608,9970.0,3.0
23418,6770,27783,9399.0,40.0
23418,27774,18759,11582.0,62.0
23418,6002,38957,10399.0,108.5
23418,42064,28174,7145.0,71.0
23418,18315,26630,12275.0,299.0
23418,2543,39545,7730.0,39.0
23418,38172,28817,12245.0,117.5
23418,19472,26748,9836.0,66.0
23418,8470,23447,1434.0,26.0
23418,29096,34806,16681.0,33.0
23418,4217,50771,9394.5,97.0
23418,15566,28769,4765.0,112.0
23418,49960,16266,6746.0,19.0
23418,23470,9479,2786.0,26.0
23418,50807,12594,12954.5,80.5
23418,29096,41796,19790.0,153.5
23418,47827,29131,20345.0,3.0
23418,9793,23459,3335.0,23.0
23418,34350,43378,6619.0,84.0
23418,26873,43874,6841.0,78.0
23418,4217,38121,9646.5,119.0
23418,23470,14054,1108.0,105.0
23418,26119,6487,9913.0,154.0
23418,28769,15968,6015.0,71.0
23418,44866,39983,8025.0,7.0
23418,50807,29068,21776.5,145.0
23418,28569,41275,10250.0,62.0
23418,26119,39633,10366.0,111.5
23418,29102,5782,20831.0,145.0
23418,40426,20840,8632.0,59.5
23418,19472,12361,20795.0,74.0
23418,26905,18141,11154.5,62.0
23418,23065,33897,1870.0,26.0
23418,12531,21530,12188.0,76.0
23418,23470,13037,1161.0,47.0
23418,43496,21526,4858.0,115.0
23418,20948,43501,7170.0,5.0
23418,41063,42060,18269.0,154.0
23418,3928,27068,7576.0,169.0
23418,43475,4298,9923.0,27.0
23418,29225,40016,10008.0,41.5
23418,50122,28211,9986.0,119.0
23418,23470,8414,3258.0,26.0
23418,29102,40342,19594.0,30.0
23418,5759,48376,8934.0,1.0
23418,28769,37149,5998.0,71.0
23418,16637,26518,4854.0,16.0
23418,18919,26883,10397.0,67.0
23418,27668,838,5916.0,19.0
23418,34533,28246,6470.0,157.0
23418,2543,25530,8985.0,5.0
23418,26905,17046,9037.0,95.0
23418,25457,44443,8340.0,37.0
23418,25457,43602,8401.0,29.0
23418,29102,40013,20341.0,150.0
23418,50275,12788,6184.0,17.0
23418,2260,43416,8915.5,226.0
23418,34350,41855,8192.0,141.0
23418,28769,1617,6973.0,63.0
23418,34345,26306,5875.0,85.0
23418,38172,41846,10932.0,1.0
23418,28769,15963,6404.5,71.0
23418,34345,28334,4856.0,59.0
23418,18022,26905,11413.0,54.0
23418,44876,40052,2952.0,21.0
23418,28288,5769,8833.0,88.0
23418,15499,28311,5931.0,254.0
23418,28288,43720,10072.0,25.0
23418,28266,4298,11259.0,112.0
23418,40426,5635,9673.0,212.0
23418,28279,3295,9601.0,119.0
23418,28288,4430,11482.0,88.0
23418,29013,1915,8154.0,10.0
23418,4217,26816,10319.5,19.0
23418,36344,23450,2617.0,26.0
23418,34345,26874,5274.0,229.0
23418,15499,8981,2446.0,27.0
23418,44338,23404,2364.0,37.0
23418,34533,25468,5781.0,59.0
23418,50848,40047,5098.0,45.0
23418,27852,3092,7939.0,12.0
23418,6002,27203,7357.5,65.5
23418,46917,48844,6508.0,57.0
23418,27668,4426,11940.0,27.0
23418,49960,18293,12084.0,262.5
23418,5548,12680,19338.0,119.0
23418,4113,51496,5674.0,2.0
23418,11789,33899,3965.0,26.0
23418,48347,17805,9796.0,1.0
23418,48381,6127,9657.5,35.0
23418,13051,40041,1839.0,35.0
23418,23470,4935,4121.0,9.0
23418,49457,6401,12158.0,82.5
23418,23065,25421,1819.0,27.0
23418,838,12193,5365.0,34.0
23418,29096,19284,19934.0,141.5
23418,34345,26758,6879.0,60.0
23418,50122,12158,19396.0,119.0
23418,49960,18409,12308.0,102.0
23418,27775,38114,13869.0,27.0
23418,49960,17664,11721.0,117.5
23418,48347,5795,10716.0,1.0
23418,24412,27820,5363.0,60.0
23418,23470,14447,2102.0,14.0
23418,49960,49385,10629.0,82.5
23418,40680,28083,7026.0,40.0
23418,4274,48740,12842.0,212.0
23418,40481,5364,8426.5,43.5
23418,28279,7090,11067.0,132.0
23418,50122,48726,8542.0,19.0
23418,43670,7121,11201.0,74.0
23418,23470,15739,2353.0,131.0
23418,34345,44923,5858.0,166.0
23418,26820,48683,8162.0,71.0
23418,7396,40041,3051.0,27.0
23418,2543,26767,8954.0,57.0
23418,15499,3515,5120.0,24.0
23418,26635,20340,10639.0,119.0
23418,15566,26537,7213.0,71.0
23418,23470,14856,2607.5,77.0
23418,28889,34475,6472.0,69.0
23418,16637,39977,4095.0,56.0
23418,15499,11160,2256.0,2.0
23418,15946,44689,8383.0,60.0
23418,44199,40923,10017.0,145.0
23418,26873,48597,7225.0,78.0
23418,38172,29097,21173.0,145.5
23418,37472,23501,1350.0,60.0
23418,49457,16623,6512.0,165.5
23418,41632,28769,10381.0,54.0
23418,28225,17468,8576.0,126.0
23418,28569,16037,6782.0,137.0
23418,28288,15998,4676.0,39.0
23418,26635,6369,11125.0,129.0
23418,18022,26759,10302.0,30.0
23418,28279,39200,12234.0,1.5
23418,26635,5479,10956.0,212.0
23418,40426,18835,9414.0,19.0
23418,50275,12219,17647.0,60.0
23418,23470,9689,3259.0,26.0
23418,46917,41608,7018.0,19.0
23418,28569,39671,11443.0,62.0
23418,48381,43735,10543.0,1.0
23418,27775,19953,12041.0,27.0
23418,23470,16036,1892.0,131.0
23418,29013,3928,7356.0,6.0
23418,43475,5365,9056.5,27.0
23418,18315,27655,10667.0,14.0
23418,28769,6591,10786.0,54.0
23418,26820,40015,10655.0,62.0
23418,29096,50657,20669.0,74.0
23418,15566,2058,4695.0,93.0
23418,26635,6454,12927.0,299.0
23418,43475,44077,5143.0,17.0
23418,49960,49363,10670.0,82.5
23418,41063,28773,9824.0,54.0
23418,27774,20625,11461.0,27.0
23418,34350,49865,17354.0,60.0
23418,28266,6839,11457.0,29.0
23418,26916,41798,6337.0,78.0
23418,28288,34619,7160.0,113.0
23418,5956,26476,10724.0,1.0
23418,46917,38959,8274.0,134.5
23418,26820,18395,11682.0,102.0
23418,12531,5501,16426.0,212.0
23418,28569,34658,7725.0,137.0
23418,27668,7272,10860.0,128.0
23418,27774,16882,6171.0,52.0
23418,15946,26680,6340.0,113.0
23418,26905,3300,10155.0,126.0
23418,40481,5431,8477.5,43.5
23418,26916,34409,5516.0,78.0
23418,16637,12689,10402.0,60.0
23418,28288,17561,9538.0,30.0
23418,28769,42087,10528.0,112.0
23418,28769,24431,5714.0,21.0
23418,28266,7079,10646.0,29.0
23418,2260,26065,8748.0,23.5
23418,42064,40697,6309.0,78.0
23418,29225,5355,9779.5,212.0
23418,46917,27819,6852.0,19.0
23418,27774,39212,11495.0,6.0
23418,23470,22848,1796.0,131.0
23418,15946,29107,16604.0,60.0
23418,5956,29113,21073.0,154.0
23418,15566,3266,3818.0,34.0
23418,40481,49261,5406.5,2.5
23418,27852,41572,9632.0,70.0
23418,5380,44482,9326.0,59.0
23418,40426,40922,10476.0,212.5
23418,26635,23586,7905.0,60.0
23418,44199,5721,8754.0,58.0
23418,26820,6376,10150.0,81.0
23418,28889,35639,8226.0,73.0
23418,26873,22887,5946.0,78.0
23418,42064,25844,7163.0,71.0
23418,16637,43819,3487.0,45.0
23418,5956,42162,10628.0,2.0
23418,27775,40032,5645.0,69.0
23418,41048,27479,6280.5,15.5
23418,29102,5996,19466.0,162.0
23418,27668,5483,10157.0,27.0
23418,5548,26719,8812.0,119.0
23418,4217,28382,8202.5,5.0
23418,26635,6501,11610.0,151.0
23418,48347,50690,5309.0,84.0
23418,28279,17640,11910.0,1.0
23418,13936,8027,2580.0,39.0
23418,26905,5320,10102.0,112.0
23418,19472,26631,12671.0,74.0
23418,12531,44450,14211.0,60.0
23418,14079,23403,1382.0,106.0
23418,28288,24431,5224.0,34.0
23418,28038,33902,4046.0,112.0
23418,48347,5752,10059.0,59.0
23418,25457,20037,7886.0,28.0
23418,34345,44481,5475.0,84.0
23418,41063,12054,13519.0,154.0
23418,50122,26714,8595.0,119.0
23418,23470,49835,14932.0,253.0
23418,28266,21268,11333.0,81.0
23418,40426,5715,9361.0,212.0
23418,26905,40549,7720.0,63.0
23418,2260,40460,8606.0,112.0
23418,28225,7209,10036.0,54.0
23418,28754,23433,5673.5,42.0
23418,5759,44179,11014.0,1.0
23418,15566,50725,4941.0,86.0
23418,2260,27719,8047.0,96.0
23418,29102,3034,19013.0,226.0
23418,46917,12247,7778.0,71.0
23418,8794,23491,2808.0,26.0
23418,3928,47853,8804.0,43.5
23418,18315,40117,11313.0,146.0
23418,41617,37807,11431.0,54.0
23418,18022,28258,11604.0,54.0
23418,28569,20645,11120.0,49.0
23418,27852,23694,4878.0,58.0
23418,46917,40112,7094.0,52.0
23418,44199,49978,9780.0,8.0
23418,3379,12668,18867.0,226.0
23418,28279,20496,11464.0,74.0
23418,26635,18423,12747.0,102.0
23418,28341,34604,7153.5,71.5
23418,43655,12067,12362.0,74.0
23418,28288,17804,9208.0,30.0
23418,28769,40036,4818.0,154.0
23418,23470,28233,4296.0,184.0
23418,49457,2260,10355.0,154.5
23418,29102,5467,19737.0,58.0
23418,28225,34668,5689.0,71.0
23418,16602,51764,5199.0,195.0
23418,26820,18005,11377.0,54.0
23418,23470,29354,1125.0,105.0
23418,18022,28478,9539.0,37.0
23418,29102,1030,15423.0,99.0
23418,3928,26643,10375.0,169.0
23418,26119,2607,6442.0,78.0
23418,28889,39180,4915.0,49.0
23418,18022,12535,9845.0,19.0
23418,15499,49392,4045.0,3.0
23418,50872,27525,7496.0,33.0
23418,15499,42711,2684.0,27.0
23418,15499,9691,2993.0,26.0
23418,26905,50297,7921.0,71.0
23418,5956,26683,10703.0,154.0
23418,28288,39242,7918.0,102.0
23418,23470,25474,4649.0,100.0
23418,41063,25861,11801.0,114.5
23418,49543,40050,6453.0,12.0
23418,5380,49454,10818.0,175.5
23418,5548,29067,19255.0,119.0
23418,23065,23459,2024.0,26.0
23418,26119,3190,7769.0,148.0
23418,26916,20322,11130.0,108.5
23418,43035,41756,3583.0,27.0
748,9738,34298,6768.0,31.0
748,20016,34371,7487.0,271.5
748,34213,5434,7704.0,31.0
748,47906,11639,4346.0,9.0
748,34350,19462,5592.0,83.0
748,1828,14190,4649.0,67.0
748,21419,47984,6411.0,80.0
748,14038,34552,2507.0,9.0
748,19782,34154,7355.0,289.5
748,13936,4448,9344.0,26.0
748,44866,49662,4577.0,686.0
748,20011,43412,6634.0,63.0
748,5380,14077,5188.0,125.0
748,28616,43142,6583.0,31.0
748,22825,38232,9695.0,134.0
748,14133,34442,2545.0,69.0
748,14469,9889,3683.0,97.0
748,15455,18548,9013.5,135.5
748,211,9728,4450.0,57.0
748,50275,24014,3764.0,30.0
748,49543,21488,7391.0,106.5
748,12854,4370,7895.0,245.0
748,43611,19489,11227.0,49.5
748,49936,19915,6456.0,291.0
748,42053,26386,8048.0,382.5
748,49936,5430,6014.0,229.0
748,48005,50270,4806.0,152.0
748,14149,7221,6740.0,429.5
748,5102,39356,6522.0,17.0
748,24554,41987,6716.0,216.5
748,22825,44217,8756.0,207.5
748,49543,14069,6749.0,99.5
748,14469,9692,3799.0,97.0
748,15566,34251,7791.0,180.5
748,41886,43429,5633.0,18.0
748,50275,14096,2994.0,82.0
748,50275,36484,4699.0,53.0
748,14038,50042,5317.0,28.0
748,9592,19915,7732.0,31.0
748,20016,16616,7141.0,91.5
748,5759,48257,7658.0,130.0
748,43611,19969,11300.0,49.5
748,43035,21225,7362.0,97.0
748,13746,18355,6988.0,250.0
748,852,19036,5926.0,375.5
748,11191,4660,5844.0,17.0
748,15516,5407,6669.0,1.0
748,4217,15820,5362.0,21.0
748,40210,262,3567.0,57.0
748,6072,21804,7366.0,226.5
748,4217,29404,4903.0,148.0
748,42855,18579,5875.0,65.0
748,37472,41724,7875.0,168.5
748,23920,25164,2547.0,85.0
748,24412,19221,5790.0,349.0
748,11789,5762,8246.0,66.0
748,41886,35666,5471.0,18.0
748,41886,42028,5987.0,224.5
748,852,5637,5576.0,230.5
748,4274,1007,7788.0,138.0
748,15566,1099,3066.0,52.0
748,5102,36296,5490.0,112.0
748,43611,18651,10010.0,85.5
748,49665,51253,3360.0,9.0
748,10298,1432,5368.5,0.5
748,20016,16029,7850.0,124.5
748,21398,35539,7787.0,205.5
748,13924,5682,5641.0,39.5
748,22825,38327,2096.0,86.0
748,4217,10169,7329.0,5.0
748,34350,39998,5477.0,17.0
748,211,8385,5470.0,9.0
748,16602,19118,4563.0,83.0
748,36828,19958,8877.0,101.5
748,41886,41561,6323.0,414.0
748,13051,5765,5420.0,182.5
748,15906,20138,8285.0,182.5
748,19782,25688,9205.0,202.5
748,50872,38313,4905.0,132.5
748,41886,18329,8659.0,342.5
748,37050,7222,7733.0,101.0
748,44786,16928,4546.0,59.0
748,14079,19660,5494.0,155.0
748,16602,4304,5763.0,191.0
748,13553,20742,7570.0,327.0
748,28849,20216,8634.0,78.5
748,25457,44543,7102.0,31.0
748,21419,48245,8008.0,114.5
748,4904,43954,4641.0,52.0
748,41488,42928,4757.0,31.0
748,15516,5314,6536.0,71.5
748,4217,15477,6517.0,5.0
748,42855,17476,5109.0,86.0
748,13924,38114,9340.0,146.5
748,5759,25872,7631.0,147.0
748,21019,29556,4717.0,42.0
748,49936,37234,4233.0,102.0
748,14038,35542,6176.0,347.5
748,34345,14079,1613.0,9.0
