removed_stop,removed_stop_name,absorbing_stop,absorbing_stop_name,displaced_pairs
13274,מחלף גבעת שמואל/כביש 4,13641,ביה''ס בלוך/דרך משה דיין,1
13274,מחלף גבעת שמואל/כביש 4,13060,יגאל אלון/ערבי נחל,1
13274,מחלף גבעת שמואל/כביש 4,29358,צבי הרלינג/הרב טייב,1
13274,מחלף גבעת שמואל/כביש 4,14059,אברבנאל/צבי הרלינג,1
13274,מחלף גבעת שמואל/כביש 4,29357,אברבנאל/המכבים,1
13274,מחלף גבעת שמואל/כביש 4,44376,הירקון/המכבים,1
13274,מחלף גבעת שמואל/כביש 4,44374,הירקון/הרב ישראל אבו חצירא,1
13274,מחלף גבעת שמואל/כביש 4,13090,קניון איילון/מבצע קדש,1
13274,מחלף גבעת שמואל/כביש 4,13220,אקספו תל אביב/שד' רוקח,1
13274,מחלף גבעת שמואל/כביש 4,22668,קק''ל/כצנלסון,1
13274,מחלף גבעת שמואל/כביש 4,24044,כצנלסון/ההגנה,1
13274,מחלף גבעת שמואל/כביש 4,16914,היכל התרבות/מבצע סיני,1
13274,מחלף גבעת שמואל/כביש 4,37523,משתלה/אלסלאם,1
13274,מחלף גבעת שמואל/כביש 4,28772,בית ספר טכנולוגי חורה,1
13274,מחלף גבעת שמואל/כביש 4,28223,אזור תעשיה חורה,1
13274,מחלף גבעת שמואל/כביש 4,48578,שדרות שמעון פרס/כנען,1
13274,מחלף גבעת שמואל/כביש 4,16375,דרך מנחם בגין/ויינברגר,1
13274,מחלף גבעת שמואל/כביש 4,16371,דרך מנחם בגין/חנה רובינא,1
13274,מחלף גבעת שמואל/כביש 4,16376,אריה בן אליעזר/דרך מנחם בגין,1
13274,מחלף גבעת שמואל/כביש 4,16373,דרך מנחם בגין/עזרא ונחמיה,1
13274,מחלף גבעת שמואל/כביש 4,16402,עזרא ונחמיה/מרכז שיטור,1
13274,מחלף גבעת שמואל/כביש 4,14633,רבוצקי/אחוזה,1
13274,מחלף גבעת שמואל/כביש 4,49994,כיכר הלוחמים/מקווה ישראל,1
13274,מחלף גבעת שמואל/כביש 4,22002,צומת גבעת כ''ח,1
13274,מחלף גבעת שמואל/כביש 4,5705,שד. ספיר/הנביאים,1
13274,מחלף גבעת שמואל/כביש 4,5727,שקד/תמר,1
13274,מחלף גבעת שמואל/כביש 4,5728,שקד/כליל החורש,1
13274,מחלף גבעת שמואל/כביש 4,5726,שקד/רותם,1
13274,מחלף גבעת שמואל/כביש 4,5725,מעלה קק''ל/שקד,1
13274,מחלף גבעת שמואל/כביש 4,5724,מעלה קק''ל/הרותם,1
13274,מחלף גבעת שמואל/כביש 4,5723,מעלה קק''ל/הדקל,1
13274,מחלף גבעת שמואל/כביש 4,14166,שדרות אבא אבן/אריה שנקר,1
13274,מחלף גבעת שמואל/כביש 4,15880,בית ברוש/דרך רב אלוף יעקב דורי,1
13274,מחלף גבעת שמואל/כביש 4,44016,דרך רב אלוף יעקוב דורי/דרך לוי אשכול,1
13274,מחלף גבעת שמואל/כביש 4,15473,מרכז מסחרי רימון/דרך לוי אשכול,1
13274,מחלף גבעת שמואל/כביש 4,49377,מכללת אונו/דרך אלכסנדרוני ,1
13274,מחלף גבעת שמואל/כביש 4,15833,צומת סביון/למזרח,1
13274,מחלף גבעת שמואל/כביש 4,15787,מסעף נווה מונסון/כביש 461,1
13274,מחלף גבעת שמואל/כביש 4,15851,קניון סביונים/נווה מונסון,1
13274,מחלף גבעת שמואל/כביש 4,40814,צומת יהוד מערב/כביש 461,1
13274,מחלף גבעת שמואל/כביש 4,23133,צומת יהוד,1
13274,מחלף גבעת שמואל/כביש 4,15672,כביש 461 / א.ת יהוד,1
13274,מחלף גבעת שמואל/כביש 4,25097,צומת טייסים,1
13274,מחלף גבעת שמואל/כביש 4,23134,צומת בדק,1
13274,מחלף גבעת שמואל/כביש 4,23136,צומת תעשייה אווירית,1
13274,מחלף גבעת שמואל/כביש 4,16097,צומת בילו/כביש 40,1
13274,מחלף גבעת שמואל/כביש 4,16098,כביש 40/מסעף בית חולים קפלן,1
13274,מחלף גבעת שמואל/כביש 4,38930,צומת ברנר,1
13274,מחלף גבעת שמואל/כביש 4,38928,כביש 411 /גבעת ברנר,1
13274,מחלף גבעת שמואל/כביש 4,39280,קבוצת שילר,1
13274,מחלף גבעת שמואל/כביש 4,48077,פנחס בן דוד קפרא/הרב דוד ישראל,1
13274,מחלף גבעת שמואל/כביש 4,47071,שלום עותמי/הגלעד,1
13274,מחלף גבעת שמואל/כביש 4,43235,כביש 40/נווה חריף,1
13274,מחלף גבעת שמואל/כביש 4,16273,הרצוג/ירושלים,1
13274,מחלף גבעת שמואל/כביש 4,13074,מחלף גלילות/כביש 5,1
13274,מחלף גבעת שמואל/כביש 4,22284,בית סוהר השרון/מחלף הדרים,1
13274,מחלף גבעת שמואל/כביש 4,37108,צומת בני דרור למזרח,1
13274,מחלף גבעת שמואל/כביש 4,487,כביש 562/האנפה,1
13274,מחלף גבעת שמואל/כביש 4,493,562/שדרות הדקלים,1
13274,מחלף גבעת שמואל/כביש 4,598,דרך לב השרון/האילן,1
13274,מחלף גבעת שמואל/כביש 4,572,דרך לב השרון/הגפן,1
13274,מחלף גבעת שמואל/כביש 4,596,האילנות/הדולב,1
13274,מחלף גבעת שמואל/כביש 4,597,האילנות/הזית,1
13274,מחלף גבעת שמואל/כביש 4,24497,מרכז מסחרי ירקונים/כביש 40,1
13274,מחלף גבעת שמואל/כביש 4,51776,ז'בוטינסקי/דרך יצחק רבין,1
13274,מחלף גבעת שמואל/כביש 4,17493,בית פיינברג/הגיבורים,1
13274,מחלף גבעת שמואל/כביש 4,13322,המסגר/הרכב,1
13274,מחלף גבעת שמואל/כביש 4,13320,קניון עזריאלי/דרך מנחם בגין,1
13274,מחלף גבעת שמואל/כביש 4,27661,מכללת ספיר,1
13274,מחלף גבעת שמואל/כביש 4,4127,צומת ערערה,1
13274,מחלף גבעת שמואל/כביש 4,16259,הסיבים/השילוח,1
13274,מחלף גבעת שמואל/כביש 4,34668,צומת גיתי,1
13274,מחלף גבעת שמואל/כביש 4,51623,דרך עפרון/נחשונים,1
13274,מחלף גבעת שמואל/כביש 4,51618,דרך הנחשונים/מכבי אש,1
13274,מחלף גבעת שמואל/כביש 4,35105,בית החייל/דרך הנחשונים,1
13274,מחלף גבעת שמואל/כביש 4,35104,בית השואה/דרך הנחשונים,1
13274,מחלף גבעת שמואל/כביש 4,35103,דואר/דרך הנחשונים,1
13274,מחלף גבעת שמואל/כביש 4,44335,רבי עקיבא/חיים חפר,1
13274,מחלף גבעת שמואל/כביש 4,43937,המהר''ל מפראג/עובדיה,1
13274,מחלף גבעת שמואל/כביש 4,43939,רבי יהודה הנשיא/הרב חיים דוד הלוי,1
13274,מחלף גבעת שמואל/כביש 4,43940,רבי יהודה הנשיא/שמגר,1
13274,מחלף גבעת שמואל/כביש 4,42786,שדרות חיים וייצמן/הרצל,1
13274,מחלף גבעת שמואל/כביש 4,21485,שדרות מנחם בגין/כצנלסון,1
13274,מחלף גבעת שמואל/כביש 4,15679,מסעף בית דגן,1
13274,מחלף גבעת שמואל/כביש 4,21798,בית דגן/טרומפלדור,1
13274,מחלף גבעת שמואל/כביש 4,15826,צומת חמד,1
13274,מחלף גבעת שמואל/כביש 4,15837,צומת צפריה,1
13274,מחלף גבעת שמואל/כביש 4,51497,כביש 412/יהדות קנדה,1
13274,מחלף גבעת שמואל/כביש 4,48813,כביש 412/נווה רבין,1
13274,מחלף גבעת שמואל/כביש 4,15909,שד' אהרון קציר/מנדס,1
13274,מחלף גבעת שמואל/כביש 4,24199,עמק האלה/שד' אהרון קציר,1
14348,מחלף גהה/דרך ז'בוטינסקי,14077,מחלף גהה/דרך ז'בוטינסקי,183
14348,מחלף גהה/דרך ז'בוטינסקי,18826,מסעף אחיהוד,177
14348,מחלף גהה/דרך ז'בוטינסקי,18825,צומת אחיהוד,173
14348,מחלף גהה/דרך ז'בוטינסקי,18823,צומת יאסיף,155
14348,מחלף גהה/דרך ז'בוטינסקי,6707,צומת ירכא/ג'וליס,123
14348,מחלף גהה/דרך ז'בוטינסקי,6708,מסעף טל אל,123
14348,מחלף גהה/דרך ז'בוטינסקי,20219,מסעף גדידה,123
14348,מחלף גהה/דרך ז'בוטינסקי,20108,עוקף כפר יאסיף 1,100
14348,מחלף גהה/דרך ז'בוטינסקי,17813,מסעף כפר יאסיף צפון,99
14348,מחלף גהה/דרך ז'בוטינסקי,34210,כפר יאסיף/מרכז מסחרי,99
14348,מחלף גהה/דרך ז'בוטינסקי,6706,כפר יאסיף כביש 70,99
14348,מחלף גהה/דרך ז'בוטינסקי,751,מחלף קסם,77
14348,מחלף גהה/דרך ז'בוטינסקי,15177,צומת ניצני עוז,77
14348,מחלף גהה/דרך ז'בוטינסקי,3956,מחלף יגור,77
14348,מחלף גהה/דרך ז'בוטינסקי,3275,צומת כפר חסידים,67
14348,מחלף גהה/דרך ז'בוטינסקי,742,מחלף ירקון,56
14348,מחלף גהה/דרך ז'בוטינסקי,24859,מחלף מורשה,48
14348,מחלף גהה/דרך ז'בוטינסקי,12979,גבעת שמואל/גשר הולכי רגל,47
14348,מחלף גהה/דרך ז'בוטינסקי,24779,מחלף גהה/ז'בוטינסקי,45
14348,מחלף גהה/דרך ז'בוטינסקי,12962,מחלף גבעת שמואל/כביש 4,40
14348,מחלף גהה/דרך ז'בוטינסקי,748,מחלף קסם,37
14348,מחלף גהה/דרך ז'בוטינסקי,14347,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,32
14348,מחלף גהה/דרך ז'בוטינסקי,14355,מחלף מורשה,31
14348,מחלף גהה/דרך ז'בוטינסקי,13227,ז'בוטינסקי/ אבו חצירא,29
14348,מחלף גהה/דרך ז'בוטינסקי,29402,צומת הרצליה,27
14348,מחלף גהה/דרך ז'בוטינסקי,29406,מחלף נוף ים,27
14348,מחלף גהה/דרך ז'בוטינסקי,14605,צומת יקום,27
14348,מחלף גהה/דרך ז'בוטינסקי,21588,מחלף גנות/כביש 4,27
14348,מחלף גהה/דרך ז'בוטינסקי,13032,דרך ז'בוטינסקי/דב גרונר,27
14348,מחלף גהה/דרך ז'בוטינסקי,14165,סינמה סיטי/כביש 2,25
14348,מחלף גהה/דרך ז'בוטינסקי,13120,דרך זאב ז'בוטינסקי/מכון מור,24
14348,מחלף גהה/דרך ז'בוטינסקי,14227,כביש 4/מחלף מורשה,22
14348,מחלף גהה/דרך ז'בוטינסקי,24850,דרך השבעה/קפלן,21
14348,מחלף גהה/דרך ז'בוטינסקי,2673,צומת זבולון,21
14348,מחלף גהה/דרך ז'בוטינסקי,13101,דרך ז'בוטינסקי/רש''י,21
14348,מחלף גהה/דרך ז'בוטינסקי,750,צומת רכבת ראש העין צפון,20
14348,מחלף גהה/דרך ז'בוטינסקי,25419,רבי יהודה הנשיא/חוני המעגל,18
14348,מחלף גהה/דרך ז'בוטינסקי,50388,אלס'בר/אלריאד'ה,18
14348,מחלף גהה/דרך ז'בוטינסקי,24763,צומת חולון,18
14348,מחלף גהה/דרך ז'בוטינסקי,16006,דרך השבעה/המכתש למזרח,18
14348,מחלף גהה/דרך ז'בוטינסקי,29503,מחלף הכפר הירוק,17
14348,מחלף גהה/דרך ז'בוטינסקי,18830,מסעף יסעור,17
14348,מחלף גהה/דרך ז'בוטינסקי,18831,צומת יבור,16
14348,מחלף גהה/דרך ז'בוטינסקי,20503,מעון נווה רם/הרב עובדיה יוסף,15
14348,מחלף גהה/דרך ז'בוטינסקי,3331,צומת חרושת,15
14348,מחלף גהה/דרך ז'בוטינסקי,1090,צומת חפציבה/כביש 4 לצפון,15
14348,מחלף גהה/דרך ז'בוטינסקי,1125,צומת נחל חדרה,15
14348,מחלף גהה/דרך ז'בוטינסקי,21786,צומת כפר סבא רעננה צפון,15
14348,מחלף גהה/דרך ז'בוטינסקי,2563,צומת אולגה,14
14348,מחלף גהה/דרך ז'בוטינסקי,18821,מסעף מכר,14
14348,מחלף גהה/דרך ז'בוטינסקי,3830,דרך דשנים/התעשייה,14
14348,מחלף גהה/דרך ז'בוטינסקי,51872,צומת דשנים לדרום,14
14348,מחלף גהה/דרך ז'בוטינסקי,13192,מחלף גהה צפון,13
14348,מחלף גהה/דרך ז'בוטינסקי,3295,מסעף כפר חסידים,13
14348,מחלף גהה/דרך ז'בוטינסקי,13123,דרך ז'בוטינסקי/החשמונאים,13
14348,מחלף גהה/דרך ז'בוטינסקי,13199,דרך ז'בוטינסקי/ביאליק,13
14348,מחלף גהה/דרך ז'בוטינסקי,18816,מסעף כאבול,13
14348,מחלף גהה/דרך ז'בוטינסקי,19343,צומת ח'לית שריף/טמרה,13
14348,מחלף גהה/דרך ז'בוטינסקי,19293,צומת טמרה,13
14348,מחלף גהה/דרך ז'בוטינסקי,19580,צומת אזור תעשייה טמרה,13
14348,מחלף גהה/דרך ז'בוטינסקי,6721,אברהם בן שושן/פינסקר,13
14348,מחלף גהה/דרך ז'בוטינסקי,14800,צומת הדסים,12
14348,מחלף גהה/דרך ז'בוטינסקי,18833,מסעף בר לב,12
14348,מחלף גהה/דרך ז'בוטינסקי,20091,צומת צורית,12
14348,מחלף גהה/דרך ז'בוטינסקי,13191,מחלף גהה,12
14348,מחלף גהה/דרך ז'בוטינסקי,2881,העצמאות/בית וגן,11
14348,מחלף גהה/דרך ז'בוטינסקי,22235,מחלף נתניה,11
14348,מחלף גהה/דרך ז'בוטינסקי,14866,צומת רופין לצפון,11
14348,מחלף גהה/דרך ז'בוטינסקי,14843,צומת השרון לצפון,11
14348,מחלף גהה/דרך ז'בוטינסקי,13916,ת.רק''ל אבא הלל,11
14348,מחלף גהה/דרך ז'בוטינסקי,13332,דרך ז'בוטינסקי/גלעד,11
14348,מחלף גהה/דרך ז'בוטינסקי,27692,צומת בית קמה למערב,10
14348,מחלף גהה/דרך ז'בוטינסקי,1727,צומת נחשולים/דור,10
14348,מחלף גהה/דרך ז'בוטינסקי,16946,פוריידיס/כביש 4 לצפון,10
14348,מחלף גהה/דרך ז'בוטינסקי,16945,צומת פוריידיס,10
14348,מחלף גהה/דרך ז'בוטינסקי,16943,צומת זכרון יעקב/כביש 4,10
14348,מחלף גהה/דרך ז'בוטינסקי,16942,קניון מול זכרון/כביש 4,10
14348,מחלף גהה/דרך ז'בוטינסקי,1230,צומת מעגן מיכאל,10
14348,מחלף גהה/דרך ז'בוטינסקי,1217,צומת בית חנניה,10
14348,מחלף גהה/דרך ז'בוטינסקי,1092,כביש 4/חוף הכרמל,10
14348,מחלף גהה/דרך ז'בוטינסקי,3491,אזור תעשיה דרומי,10
14348,מחלף גהה/דרך ז'בוטינסקי,1107,כביש 4/שדרות החרות,10
14348,מחלף גהה/דרך ז'בוטינסקי,1109,צומת חדרה,10
14348,מחלף גהה/דרך ז'בוטינסקי,14837,צומת הרוא''ה,10
14348,מחלף גהה/דרך ז'בוטינסקי,16694,צומת אלישיב,10
14348,מחלף גהה/דרך ז'בוטינסקי,14875,צומת חפר,10
14348,מחלף גהה/דרך ז'בוטינסקי,16691,צומת מעברות,10
14348,מחלף גהה/דרך ז'בוטינסקי,14854,צומת העוגן/כביש 5700,10
14348,מחלף גהה/דרך ז'בוטינסקי,40450,דרך שלמה שמלצר/מרטין גהל,10
14348,מחלף גהה/דרך ז'בוטינסקי,43594,דרך זבולון המר/דרך אם המושבות,10
14348,מחלף גהה/דרך ז'בוטינסקי,24468,כביש 4/מחלף בר אילן,10
14348,מחלף גהה/דרך ז'בוטינסקי,21269,צומת גבעת אבני/לביא,10
14348,מחלף גהה/דרך ז'בוטינסקי,29378,מכללת לוינסקי/דרך נמיר,10
14348,מחלף גהה/דרך ז'בוטינסקי,29373,קריית החינוך/דרך נמיר,10
14348,מחלף גהה/דרך ז'בוטינסקי,29349,דרך נמיר/שד' קק''ל,10
14348,מחלף גהה/דרך ז'בוטינסקי,29336,דרך נמיר/אינשטיין,10
14348,מחלף גהה/דרך ז'בוטינסקי,13358,סמינר הקיבוצים/דרך נמיר,10
14348,מחלף גהה/דרך ז'בוטינסקי,29479,דרך נמיר/ז'בוטינסקי,10
14348,מחלף גהה/דרך ז'בוטינסקי,13215,ג. שמואל/ גשר הולכי רגל,10
14348,מחלף גהה/דרך ז'בוטינסקי,14075,אברבנאל/הרב נורוק,10
14348,מחלף גהה/דרך ז'בוטינסקי,23129,צומת גמזו,10
14348,מחלף גהה/דרך ז'בוטינסקי,13361,מחלף גהה/כביש 4,10
14348,מחלף גהה/דרך ז'בוטינסקי,6720,בית ספר יעקב/העלייה,10
14348,מחלף גהה/דרך ז'בוטינסקי,34161,אריה דושניצקי/מוסד אחווה,10
14348,מחלף גהה/דרך ז'בוטינסקי,18780,מסעף מוסד אחווה,10
14348,מחלף גהה/דרך ז'בוטינסקי,39149,כביש 8510/המכללה האקדמאית גליל מערבי,10
14348,מחלף גהה/דרך ז'בוטינסקי,18779,מסעף יד נתן,10
14348,מחלף גהה/דרך ז'בוטינסקי,50491,מכון וינגייט,9
14348,מחלף גהה/דרך ז'בוטינסקי,15224,מכון וינגייט/כביש 2 לצפון,9
14348,מחלף גהה/דרך ז'בוטינסקי,47894,ת. מרכזית יבנה/רציפים,9
14348,מחלף גהה/דרך ז'בוטינסקי,21589,מחלף מסובים,9
14348,מחלף גהה/דרך ז'בוטינסקי,29365,אברבנאל/צבי הרלינג,9
14348,מחלף גהה/דרך ז'בוטינסקי,1296,מחלף יגור,9
14348,מחלף גהה/דרך ז'בוטינסקי,16196,ת.רק''ל שנקר/דרך ז'בוטינסקי,9
14348,מחלף גהה/דרך ז'בוטינסקי,16195,ז'בוטינסקי/הסיבים,9
14348,מחלף גהה/דרך ז'בוטינסקי,2651,העצמאות/הילל,8
14348,מחלף גהה/דרך ז'בוטינסקי,2650,העצמאות/מורדי הגטאות,8
14348,מחלף גהה/דרך ז'בוטינסקי,3921,קרית אתא מרכז,8
14348,מחלף גהה/דרך ז'בוטינסקי,2229,העצמאות/המגינים,8
14348,מחלף גהה/דרך ז'בוטינסקי,2235,חנקין/סוקולוב,8
14348,מחלף גהה/דרך ז'בוטינסקי,2964,חנקין/רופין,8
14348,מחלף גהה/דרך ז'בוטינסקי,29371,מכללת לוינסקי/דרך נמיר,8
14348,מחלף גהה/דרך ז'בוטינסקי,14575,דרך אם המושבות/המכבים,8
14348,מחלף גהה/דרך ז'בוטינסקי,44371,היצירה/אפעל,8
14348,מחלף גהה/דרך ז'בוטינסקי,20501,צומת שפרעם צפון,8
14348,מחלף גהה/דרך ז'בוטינסקי,18803,מסעף נעמה,8
14348,מחלף גהה/דרך ז'בוטינסקי,38940,דרך ז'בוטינסקי/הרצל,8
14348,מחלף גהה/דרך ז'בוטינסקי,14078,יגאל אלון/הרב טייב,8
14348,מחלף גהה/דרך ז'בוטינסקי,27839,צומת הגדי לצפון,7
14348,מחלף גהה/דרך ז'בוטינסקי,4132,צומת כפר קרע,7
14348,מחלף גהה/דרך ז'בוטינסקי,15233,מחלף נתניה,7
14348,מחלף גהה/דרך ז'בוטינסקי,19576,צומת אבליים,7
14348,מחלף גהה/דרך ז'בוטינסקי,18810,צומת טמרה,7
14348,מחלף גהה/דרך ז'בוטינסקי,19342,צומת ח'לית שריף/טמרה,7
14348,מחלף גהה/דרך ז'בוטינסקי,18818,מסעף כאבול,7
14348,מחלף גהה/דרך ז'בוטינסקי,18832,צומת יבור,7
14348,מחלף גהה/דרך ז'בוטינסקי,18828,מסעף יסעור,7
14348,מחלף גהה/דרך ז'בוטינסקי,27689,מחלף קמה לצפון,7
14348,מחלף גהה/דרך ז'בוטינסקי,18713,צומת נטופה,7
14348,מחלף גהה/דרך ז'בוטינסקי,18008,מחנה נטפים,7
14348,מחלף גהה/דרך ז'בוטינסקי,36135,מחלף גולני/מקדונלדס לצפון,7
14348,מחלף גהה/דרך ז'בוטינסקי,14209,מחלף הכפר הירוק,7
14348,מחלף גהה/דרך ז'בוטינסקי,29465,צומת הראשונים,7
14348,מחלף גהה/דרך ז'בוטינסקי,3266,מסעף כפר חסידים,7
14348,מחלף גהה/דרך ז'בוטינסקי,1446,דרך חיפה/זבולון,7
14348,מחלף גהה/דרך ז'בוטינסקי,13354,ת. רכבת תל אביב - סבידור/דרך נמיר,7
14348,מחלף גהה/דרך ז'בוטינסקי,1784,מסעף טירת כרמל/הרצל,6
14348,מחלף גהה/דרך ז'בוטינסקי,2653,מסעף כפר גלים,6
14348,מחלף גהה/דרך ז'בוטינסקי,3153,מסעף טירת כרמל/ז'בוטינסקי,6
14348,מחלף גהה/דרך ז'בוטינסקי,2341,מסעף החותרים,6
14348,מחלף גהה/דרך ז'בוטינסקי,2760,כביש 4/שדרות מנחם בגין,6
14348,מחלף גהה/דרך ז'בוטינסקי,2339,מגדים צפון/נחל ספונים,6
14348,מחלף גהה/דרך ז'בוטינסקי,2338,צומת מגדים,6
14348,מחלף גהה/דרך ז'בוטינסקי,2491,צומת סיטרין,6
14348,מחלף גהה/דרך ז'בוטינסקי,2690,צומת אורן צפון/כלא 6,6
14348,מחלף גהה/דרך ז'בוטינסקי,3824,צומת עתלית,6
14348,מחלף גהה/דרך ז'בוטינסקי,1732,צומת עין הוד,6
14348,מחלף גהה/דרך ז'בוטינסקי,1730,צומת עין כרמל,6
14348,מחלף גהה/דרך ז'בוטינסקי,1724,צומת גבע כרמל,6
14348,מחלף גהה/דרך ז'בוטינסקי,1722,צומת צרופה,6
14348,מחלף גהה/דרך ז'בוטינסקי,15815,מרטין גהל/האופן,6
14348,מחלף גהה/דרך ז'בוטינסקי,6877,מחלף אליקים/כביש 672 למערב,6
14348,מחלף גהה/דרך ז'בוטינסקי,6879,מסעף אליקים למערב,6
14348,מחלף גהה/דרך ז'בוטינסקי,4870,מחלף אליקים לדרום,6
14348,מחלף גהה/דרך ז'בוטינסקי,20408,מסעף קיבוץ קדרים לצפון,6
14348,מחלף גהה/דרך ז'בוטינסקי,20374,מחלף נחל צלמון/לצפון,6
14348,מחלף גהה/דרך ז'בוטינסקי,20209,מסעף רביד,6
14348,מחלף גהה/דרך ז'בוטינסקי,20325,מחלף עילבון/לצפון,6
14348,מחלף גהה/דרך ז'בוטינסקי,12890,ת. רכבת תל אביב סבידור/על פרשת דרכים,6
14348,מחלף גהה/דרך ז'בוטינסקי,714,פנחס לבון/גולדה מאיר,6
14348,מחלף גהה/דרך ז'בוטינסקי,6021,צומת מג'ד אל כרום מערב,6
14348,מחלף גהה/דרך ז'בוטינסקי,23128,כפר הנוער בן שמן/443,6
14348,מחלף גהה/דרך ז'בוטינסקי,23127,צומת בן שמן,6
14348,מחלף גהה/דרך ז'בוטינסקי,23126,צומת גינתון,6
14348,מחלף גהה/דרך ז'בוטינסקי,23002,חיים משה שפירא/ד''ר מרדכי וחווה פרימן,6
14348,מחלף גהה/דרך ז'בוטינסקי,13356,דרך קיבוץ גלויות/כביש 1,6
14348,מחלף גהה/דרך ז'בוטינסקי,29383,מחלף גלילות/דרך נמיר,6
14348,מחלף גהה/דרך ז'בוטינסקי,18103,צומת כרמיאל,6
14348,מחלף גהה/דרך ז'בוטינסקי,17907,מסעף נחף,6
14348,מחלף גהה/דרך ז'בוטינסקי,43656,דרך השלום/דרך יצחק שמיר,5
14348,מחלף גהה/דרך ז'בוטינסקי,1041,השלום/אהרון אהרונסון,5
14348,מחלף גהה/דרך ז'בוטינסקי,1046,ישיבת בני עקיבא/השלום,5
14348,מחלף גהה/דרך ז'בוטינסקי,3589,השלום/בר אילן,5
14348,מחלף גהה/דרך ז'בוטינסקי,1165,צומת פל ים,5
14348,מחלף גהה/דרך ז'בוטינסקי,1642,צומת אור עקיבא לצפון,5
14348,מחלף גהה/דרך ז'בוטינסקי,4035,ת. רכבת בנימינה/הטחנה,5
14348,מחלף גהה/דרך ז'בוטינסקי,4004,ת. רכבת בנימינה,5
14348,מחלף גהה/דרך ז'בוטינסקי,1705,דרך המסילה/דקל,5
14348,מחלף גהה/דרך ז'בוטינסקי,1707,הגיבורים/הספיר,5
14348,מחלף גהה/דרך ז'בוטינסקי,1373,גני רמת הנדיב/652,5
14348,מחלף גהה/דרך ז'בוטינסקי,1688,דרך אהרון/נווה רמז,5
14348,מחלף גהה/דרך ז'בוטינסקי,1358,דרך אהרון/חווה חקלאית,5
14348,מחלף גהה/דרך ז'בוטינסקי,23363,הרב משה מלכה/דרך ז'בוטינסקי,5
14348,מחלף גהה/דרך ז'בוטינסקי,43260,ספורטן/הרב משה מלכה,5
14348,מחלף גהה/דרך ז'בוטינסקי,24281,דרך זבולון המר/אבשלום גיסין,5
14348,מחלף גהה/דרך ז'בוטינסקי,43054,צומת ישי/כביש 77,5
14348,מחלף גהה/דרך ז'בוטינסקי,14720,מחלף חבצלת,5
14348,מחלף גהה/דרך ז'בוטינסקי,14736,צומת בת חן,5
14348,מחלף גהה/דרך ז'בוטינסקי,24920,מחלף חבצלת,5
14348,מחלף גהה/דרך ז'בוטינסקי,14693,פנימיית הדסה נעורים,5
14348,מחלף גהה/דרך ז'בוטינסקי,14710,מחלף ינאי לצפון,5
14348,מחלף גהה/דרך ז'בוטינסקי,3521,מת''מ,5
14348,מחלף גהה/דרך ז'בוטינסקי,23299,ת. רכבת קרית אריה,5
14348,מחלף גהה/דרך ז'בוטינסקי,48703,דרך שלמה שמלצר/גרניט,5
14348,מחלף גהה/דרך ז'בוטינסקי,23418,רבי יהודה הנשיא/כניסה לעיר,5
14348,מחלף גהה/דרך ז'בוטינסקי,20792,מירון מרכז,5
14348,מחלף גהה/דרך ז'בוטינסקי,5822,מסעף מג'ד אל-כרום מרכז,5
14348,מחלף גהה/דרך ז'בוטינסקי,5820,כביש 85/מג'ד אל כרום מזרח,5
14348,מחלף גהה/דרך ז'בוטינסקי,17989,צומת כרמיאל מערב,5
14348,מחלף גהה/דרך ז'בוטינסקי,44440,784/שדרות קק''ל,5
14348,מחלף גהה/דרך ז'בוטינסקי,7002,נשיאי ישראל/אורט בראודה,5
14348,מחלף גהה/דרך ז'בוטינסקי,20603,צומת חנתון,5
14348,מחלף גהה/דרך ז'בוטינסקי,46399,מחלף יפתחאל,5
14348,מחלף גהה/דרך ז'בוטינסקי,21744,צומת מודיעים (גמזו),5
14348,מחלף גהה/דרך ז'בוטינסקי,12884,אלוף שדה/כביש 4,5
14348,מחלף גהה/דרך ז'בוטינסקי,16212,ת.רק''ל שחם/דרך ז'בוטינסקי,5
14348,מחלף גהה/דרך ז'בוטינסקי,19847,מסעף בוסתן הגליל,5
14348,מחלף גהה/דרך ז'בוטינסקי,39147,כביש 8510/שדרות מנוף,5
14348,מחלף גהה/דרך ז'בוטינסקי,38944,גשר דוד שיפמן /דרך מנחם בגין,5
14348,מחלף גהה/דרך ז'בוטינסקי,29377,שד' קק''ל/שלמה בן יוסף,4
14348,מחלף גהה/דרך ז'בוטינסקי,47843,בי''ח בלינסון/ז'בוטינסקי,4
14348,מחלף גהה/דרך ז'בוטינסקי,35853,כפר סמיר,4
14348,מחלף גהה/דרך ז'בוטינסקי,1851,נווה דוד,4
14348,מחלף גהה/דרך ז'בוטינסקי,1906,האצ''ל,4
14348,מחלף גהה/דרך ז'בוטינסקי,2654,שפרינצק,4
14348,מחלף גהה/דרך ז'בוטינסקי,2627,עין הים,4
14348,מחלף גהה/דרך ז'בוטינסקי,35849,התורן,4
14348,מחלף גהה/דרך ז'בוטינסקי,17506,אלנבי,4
14348,מחלף גהה/דרך ז'בוטינסקי,41290,המוזיאון הימי/דרך אלנבי,4
14348,מחלף גהה/דרך ז'בוטינסקי,3471,דרך אלנבי/סלבדור,4
14348,מחלף גהה/דרך ז'בוטינסקי,2005,אלנבי ג,4
14348,מחלף גהה/דרך ז'בוטינסקי,2004,אלנבי ב,4
