stop_id,stop_name,own_community,connected_communities,degree,lat,lon
44453,טאגור/אריה פסטרנק,17,1,16,32.117103,34.79642
44452,טאגור/אופנהיימר,17,1,20,32.118222,34.799611
44398,שדרות הציונות/דרך המכבים,34,1,10,31.981084,34.808515
44307,קניון איילון/דרך ששת הימים,12,1,15,32.098418,34.826805
44387,תחנת מוניות חולון קרית ספורט,33,1,16,32.002564,34.75639
44386,תחנת מוניות בת ים קולוני ביץ,33,1,15,32.01074,34.738715
44377,הירקון/מבצע קדש,12,1,19,32.097403,34.82987
44374,הירקון/הרב ישראל אבו חצירא,12,1,19,32.097138,34.829591
44372,היצירה/הקידמה,1,1,20,32.096905,34.850834
44371,היצירה/אפעל,1,1,24,32.094423,34.849755
43274,אצטדיון בלומפילד/שלבים,25,1,16,32.051292,34.764878
43273,אליפלט/הרבי מבכרך,25,1,19,32.057072,34.764583
43272,אליפלט/הרבי מבכרך,25,1,18,32.056724,34.764609
41385,רוקח/רקפת,12,1,8,32.095871,34.81454
42636,שדרות מנחם בגין/דרך משה דיין,2,1,8,32.035438,34.881537
42624,דרך החורש,30,1,12,32.032666,34.878848
42274,יד לבנים/גורדון,20,1,22,32.076943,34.810142
41388,מועדון המרגנית/רוקח,29,1,6,32.095096,34.810447
41387,מועדון המרגנית/רוקח,29,1,6,32.095018,34.810134
41386,רוקח/שדרות גידי,12,1,8,32.095433,34.813898
41375,ספיר/לשם,4,1,14,31.939915,34.830694
43271,דרך שלמה/שלבים,25,1,22,32.054772,34.765578
41374,ספיר/חושן,4,1,10,31.939954,34.828618
41245,ת.מרכזית תל אביב קומה 7/רציפים,3,1,97,32.054886,34.780031
41228,הרצל/פארק ורשה,8,1,15,32.066259,34.85724
41226,שלמה המלך/נחל גמלא,8,1,14,32.053395,34.856121
41219,דרך רפאל איתן/הדובדבן,8,1,12,32.067259,34.863109
41020,הרב שלמה גורן/מבטחים,1,1,18,32.085965,34.854385
42637,שדרות מנחם בגין/הרצוג,2,1,8,32.035403,34.881759
42638,דרך החורש,30,1,11,32.032775,34.877986
42641,שדרות מנחם בגין/דרך העצמאות,30,1,12,32.028995,34.880971
42650,דרך שיבא/אלוף שדה,15,1,21,32.056602,34.833844
42657,טיילת חתני פרס ישראל/נעומי שמר,4,1,10,31.939515,34.841123
42659,אודם/טופז,26,1,9,31.942887,34.827865
42680,יגאל אלון/משה סנה,12,1,17,32.065518,34.846072
42862,ת.מרכזית תל אביב/דרך שלמה,3,1,103,32.0539,34.779592
42863,ת.מרכזית תל אביב/דרך שלמה,3,1,104,32.054262,34.778747
42891,הרב פינטו מסעוד אשר/עזריאל,19,1,18,32.098608,34.890848
42894,הסיבים/שלמה זלוטניק,1,1,20,32.083376,34.855951
43052,דרך רפאל איתן/יצחק רבין,8,1,12,32.067041,34.862749
43228,הרב גורן/האתרוג,1,1,18,32.085831,34.854237
43260,ספורטן/הרב משה מלכה,19,1,11,32.096808,34.870606
43267,תחנת מוניות תל אביב רכבת ההגנה,3,1,28,32.054453,34.784681
43269,תחנת מוניות תל אביב אורות,20,1,14,32.055238,34.80739
43270,תחנת מוניות תל אביב אורות,20,1,14,32.055414,34.807277
21591,שדרות הרצל/אנגל,27,1,9,31.939266,34.86576
16799,שדרות יעקב/הכלנית,26,1,14,31.95711,34.822792
21552,המעפילים/הלוחמים,25,1,17,32.03118,34.768935
13465,דרך שלמה/דרך קיבוץ גלויות,25,1,21,32.054536,34.763532
13500,שוקן/דרך שלמה,11,1,31,32.053926,34.77228
13499,בית המשפט/שוקן,11,1,31,32.051643,34.772093
13494,דרך שלמה/בן עטר,11,1,25,32.054945,34.768637
13493,דרך קיבוץ גלויות/אבולעפיה,11,1,21,32.051983,34.768313
13492,דרך קיבוץ גלויות/אבולעפיה,11,1,22,32.05174,34.768304
13488,הירקון/עזרא הסופר,0,1,43,32.070195,34.764907
13487,הכובשים/דניאל,0,1,43,32.068527,34.765534
13484,מסוף כרמלית,0,1,43,32.066804,34.765902
13483,מסוף כרמלית/הכרמל,0,1,43,32.066363,34.766098
13482,מסוף כרמלית/הכרמל,0,1,41,32.065887,34.765513
13481,יצחק אלחנן/הכרמל,0,1,41,32.065425,34.765682
13479,המרד/פינס,0,1,41,32.065078,34.764763
13476,מרכז הטקסטיל/המרד,0,1,32,32.063276,34.763649
13475,ת.רק''ל אליפלט/אילת,25,1,17,32.058215,34.764793
13474,פרופ' קויפמן/שנקר,0,1,12,32.062428,34.761281
13501,דרך שלמה/שד' הר ציון,3,1,89,32.055015,34.774632
13502,אילת/שלוש,11,1,15,32.0595,34.767013
13503,אילת/שלוש,11,1,15,32.059499,34.767261
13513,שד' רוטשילד/אלנבי,11,1,47,32.063137,34.772146
13522,מסילת ישרים/חכמי ישראל,11,1,35,32.05153,34.776758
13521,מסילת ישרים/חכמי ישראל,11,1,26,32.051271,34.776791
13520,דרך קיבוץ גלויות/חכמי לובלין,11,1,16,32.047872,34.778574
13519,דרך קיבוץ גלויות/חכמי לובלין,11,1,17,32.047806,34.777936
13516,אלנבי/שד' רוטשילד,11,1,52,32.06292,34.77313
13514,אלנבי/דרך מנחם בגין,11,1,52,32.061256,34.773752
13512,דרך יפו/נחלת בנימין,11,1,45,32.060725,34.771973
13505,דרך יפו/הרצל,11,1,27,32.060121,34.769134
13511,דרך יפו/נחלת בנימין,11,1,45,32.060644,34.771841
13510,לוינסקי/העלייה,11,1,51,32.059067,34.774542
13509,שוק לוינסקי/העלייה,11,1,53,32.059065,34.773499
13508,העלייה/וולפסון,11,1,50,32.058552,34.773475
13507,העלייה/פרנקל,11,1,36,32.056572,34.772942
13506,העלייה/פלורנטין,11,1,32,32.055502,34.772518
13473,מתחם התחנה/פרופ' קויפמן,25,1,11,32.059784,34.76046
13461,מכון הרישוי/דרך בן צבי,25,1,18,32.047371,34.765682
13719,יהודה המכבי/מתתיהו,35,1,11,32.093807,34.786018
13439,גשר קיבוץ גלויות,11,1,12,32.046892,34.785506
13372,שד' ירושלים/מחרוזת,14,1,21,32.034456,34.751789
13371,ת.רק''ל מחרוזת/שד' ירושלים,14,1,19,32.032586,34.751588
13370,יפת/הבעש''ט,14,1,16,32.038092,34.75049
13369,יפת/הבעש''ט,14,1,15,32.037971,34.750164
13364,הרא''ה/דרך בן גוריון,20,1,15,32.083679,34.822267
13363,הרא''ה/דרך בן גוריון,20,1,18,32.083536,34.822697
13362,דרך מנחם בגין/נחמני,18,1,33,32.064395,34.781449
13361,מחלף גהה/כביש 4,12,1,14,32.091267,34.845151
13359,הפקולטה להנדסה/ד''ר ג'ורג' וויז,17,1,4,32.109701,34.80702
13357,ת. מרכזית תל אביב/לוינסקי,3,1,104,32.05693,34.779058
13355,ת. מרכזית תל אביב/לוינסקי,3,1,106,32.056456,34.780692
13354,ת. רכבת תל אביב - סבידור/דרך נמיר,29,1,56,32.083482,34.795008
13348,אקספו תל אביב/שד' רוקח,6,1,5,32.104601,34.810684
13330,ת.רק''ל ביאליק/דרך ז'בוטינסקי,29,1,15,32.088541,34.815172
13328,לה גווארדייה/המעפילים,18,1,21,32.059392,34.788682
13373,ת.רק''ל מחרוזת,14,1,23,32.0339,34.752489
13374,ת.רק''ל מחרוזת,14,1,24,32.033789,34.752602
13375,שד' ירושלים/מחרוזת,14,1,21,32.034515,34.752164
13424,גרינבוים/דרך בן צבי,25,1,20,32.044757,34.767557
13436,קופ''ח כללית/שד' ישראל גורי,11,1,9,32.043761,34.780725
13435,קופ''ח כללית/שד' ישראל גורי,11,1,9,32.04361,34.780795
13434,הקשת/השופר,25,1,14,32.043928,34.776028
13433,שד' ישראל גורי/דיק,25,1,16,32.041603,34.779157
13432,שד' ישראל גורי/דיק,25,1,18,32.041431,34.778582
13425,דרך בן צבי/הרצל,25,1,16,32.046268,34.767133
13423,גרינבוים/דרך בן צבי,25,1,22,32.04452,34.767026
13378,מחרוזת/פעמונית,25,1,31,32.033585,34.755628
13389,יפת/מנדס פראנס,25,1,11,32.042043,34.751605
13388,יפת/מנדס פראנס,25,1,16,32.041261,34.751546
13382,מרכז הטניס/הרב הלר,25,1,22,32.036217,34.755922
13381,מחרוזת/נרדור,25,1,21,32.033269,34.757858
13380,נרדור/מחרוזת,25,1,23,32.033997,34.757644
13379,מחרוזת/פעמונית,25,1,31,32.033531,34.755396
13523,דרך שלמה/מסילת ישרים,3,1,106,32.054745,34.77648
13524,דרך שלמה/מסילת ישרים,3,1,104,32.054581,34.776478
13526,לוינסקי/שד' הר ציון,3,1,107,32.058193,34.776516
13528,לוינסקי/שד' הר ציון,3,1,110,32.05758,34.777575
13645,דרך משה דיין/דרך השלום,18,1,18,32.070087,34.799666
13644,דרך משה דיין/דרך השלום,18,1,17,32.069794,34.799241
13643,רמת ישראל/דרך משה דיין,18,1,15,32.068599,34.799133
13642,רמת ישראל/דרך משה דיין,18,1,15,32.068221,34.79878
13641,ביה''ס בלוך/דרך משה דיין,20,1,14,32.065827,34.798705
13640,דרך משה דיין/יצחק שדה,20,1,12,32.064669,34.799124
13638,ביה''ס ניב/יצחק שדה,20,1,11,32.064025,34.796565
13637,יצחק שדה/יגאל אלון,18,1,13,32.06405,34.792948
13636,בית הדר דפנה/שד' שאול המלך,18,1,22,32.077723,34.790819
13628,יגאל אלון/לה גווארדייה,18,1,14,32.058255,34.791868
13627,יגאל אלון/שד' החי''ל,18,1,21,32.057022,34.791929
13616,אצ''ל/חנוך,24,1,17,32.050613,34.791725
13612,לה גווארדייה/המעפילים,18,1,20,32.059237,34.788815
13610,שוק התקווה/אצ''ל,24,1,14,32.053436,34.791288
13608,שוק התקווה/אצ''ל,24,1,15,32.052962,34.791348
13649,חוף גורדון,35,1,10,32.082345,34.768191
13650,דיזנגוף/פרישמן,35,1,15,32.080952,34.773763
13652,דיזנגוף/ש''ץ,35,1,20,32.08366,34.774083
13685,ז'בוטינסקי/ארבע ארצות,35,1,24,32.088678,34.778994
13717,כיכר מילאנו/אבן גבירול,35,1,15,32.094159,34.783364
13716,פנקס/רמז,35,1,22,32.090827,34.786229
13707,ארלוזורוב/בלוך,18,1,17,32.084226,34.786407
13706,בלוך/ארלוזורוב,18,1,20,32.084139,34.785504
13703,ש''י עגנון/אבן גבירול,35,1,12,32.101969,34.782974
13692,ז'בוטינסקי/אבן גבירול,35,1,18,32.088285,34.781185
13679,עיריית תל אביב - יפו/אבן גבירול,18,1,21,32.082914,34.781176
13664,ריינס/גורדון,35,1,18,32.081909,34.775838
13678,עיריית תל אביב - יפו/בלוך,18,1,19,32.081832,34.78263
13677,עיריית תל אביב - יפו/בלוך,18,1,20,32.081605,34.782285
13676,שד' דוד המלך/אבן גבירול,18,1,23,32.080303,34.78247
13675,עיריית תל אביב - יפו/אבן גבירול,18,1,20,32.081798,34.781421
13671,ביה''ס גרץ/מאנגר,35,1,22,32.08549,34.777194
13667,שד' בן גוריון/שלמה המלך,35,1,23,32.082334,34.778572
13605,לח''י/דרך קיבוץ גלויות,24,1,8,32.047452,34.790689
13604,לח''י/דרך קיבוץ גלויות,24,1,7,32.047314,34.790168
13603,ת.רכבת ההגנה,3,1,90,32.05496,34.784028
13545,אלנבי/מזא''ה,11,1,36,32.067539,34.771291
13560,דיזנגוף סנטר/טשרניחובסקי,18,1,24,32.075585,34.773887
13559,גן מאיר/המלך ג'ורג',11,1,35,32.071704,34.77327
13558,המלך ג'ורג'/רש''י,11,1,34,32.071897,34.773361
13557,בוגרשוב/בר כוכבא,18,1,21,32.075334,34.772915
13553,פינסקר/אלנבי,11,1,25,32.073167,34.769007
13547,שיינקין/יוחנן הסנדלר,11,1,33,32.069172,34.7735
13544,אלנבי/מזא''ה,11,1,37,32.067357,34.771253
13565,כיכר דיזנגוף/ריינס,18,1,21,32.07895,34.77495
13543,אלנבי/מונטיפיורי,11,1,47,32.066114,34.771809
13541,מגדל שלום/גרוזנברג,0,1,60,32.065282,34.768985
13540,מגדל שלום/מונטיפיורי,11,1,50,32.064693,34.769228
13538,ת. מרכזית תל אביב/לוינסקי,3,1,99,32.055937,34.781939
13534,הרכבת/דרך מנחם בגין,11,1,39,32.063377,34.778495
13529,לוינסקי/שד' הר ציון,3,1,111,32.057502,34.778232
13561,דיזנגוף סנטר/דיזנגוף,18,1,28,32.075129,34.77537
13567,שד' רוטשילד/נחמני,11,1,50,32.064942,34.776104
13602,ת.רכבת ההגנה,3,1,91,32.054782,34.783919
13581,דיזנגוף סנטר/שדרות בן ציון,18,1,30,32.073814,34.776007
13601,ת. רכבת ההגנה/החרש,3,1,93,32.054639,34.783438
13596,כיכר רבין/מלכי ישראל,18,1,32,32.079416,34.780372
13587,פרישמן/שלמה המלך,18,1,23,32.079679,34.776668
13584,הבימה/שד' בן ציון,18,1,36,32.072438,34.77812
13583,דיזנגוף סנטר/דיזנגוף,18,1,30,32.075566,34.77512
13582,דיזנגוף סנטר/שדרות בן ציון,18,1,30,32.073756,34.775586
13575,הבימה/שד' רוטשילד,18,1,33,32.071428,34.778882
13568,בלפור/מלצ'ט,11,1,39,32.067159,34.775903
13574,הבימה/שד' רוטשילד,18,1,32,32.071059,34.779155
13573,שד' רוטשילד/חשמונאים,18,1,32,32.070732,34.779052
13572,שד' רוטשילד/שיינקין,18,1,27,32.0685,34.777966
13571,שיינקין/פיארברג,18,1,28,32.068444,34.776696
13570,שד' רוטשילד/בלפור,11,1,37,32.066128,34.77721
13569,שד' רוטשילד/מזא''ה,11,1,37,32.06567,34.777286
13326,אלנבי/מזא''ה,11,1,40,32.066605,34.771697
13325,בית הכנסת הגדול/אלנבי,11,1,51,32.064609,34.772476
13324,אלנבי/ביאליק,11,1,31,32.070517,34.770191
13065,יהודה הלוי/החשמונאים,18,1,32,32.069303,34.780756
12991,גן התקווה/דרך ההגנה,24,1,17,32.053625,34.794493
12990,בית הדר דפנה/שד' שאול המלך,18,1,23,32.077609,34.791101
12982,דרך השלום/חביבה רייק,18,1,16,32.069428,34.802586
12980,פארק וולפסון/דרך הטייסים,20,1,17,32.056367,34.806825
12952,דרך מנחם בגין/הרכבת,11,1,33,32.063416,34.780072
12950,הירדן/אצ''ל,20,1,16,32.066062,34.828521
12949,יהודה הלוי/נחלת בנימין,11,1,49,32.061662,34.771205
12941,דרך בן גוריון/מגדים,12,1,20,32.088772,34.82271
12940,דרך בן גוריון/דרך ז'בוטינסקי,12,1,21,32.090189,34.822531
12938,בן גוריון/ הרא''ה,20,1,18,32.083188,34.821066
12937,בן גוריון/ החץ,20,1,17,32.082033,34.820663
12935,יהודה הלוי/שיינקין,18,1,32,32.067083,34.779432
12931,חיבת ציון/דרך בן גוריון,20,1,19,32.079364,34.821279
12929,דרך הטייסים/עודד,20,1,13,32.054438,34.810845
12925,לה גווארדייה/לוחמי גליפולי,18,1,13,32.059086,34.795294
12993,גן התקווה/דרך ההגנה,24,1,16,32.053834,34.793863
12998,החשמונאים/יהודה הלוי,18,1,28,32.06998,34.780607
13001,הירדן/ אלוף שדה,20,1,15,32.059308,34.828287
13048,חיבת ציון/הרא''ה,12,1,17,32.079233,34.825057
13062,יגאל אלון/יצחק שדה,18,1,12,32.064876,34.792274
13058,יגאל אלון/עמק ברכה,29,1,27,32.077451,34.796819
13057,יגאל אלון/עמק ברכה,18,1,26,32.07658,34.796208
13055,שד' רוטשילד/אלנבי,11,1,53,32.063554,34.773702
13052,חיים לבנון/קלצ'קין,17,1,20,32.117801,34.801382
13051,האוניברסיטה/חיים לבנון,32,1,17,32.113964,34.801289
13046,חיבת ציון/הרא''ה,12,1,18,32.079147,34.824971
13002,הירדן/ נגבה,20,1,14,32.069559,34.828538
13035,דרך ז'בוטינסקי/קריניצי,12,1,18,32.09015,34.819543
13034,כיכר מסריק/פרישמן,18,1,26,32.079068,34.778823
13033,כיכר דיזנגוף/דיזנגוף,18,1,19,32.078936,34.773907
13026,ת.רק''ל ביאליק/דרך ז'בוטינסקי,29,1,20,32.087371,34.812976
13016,הרא''ה/ שד. ירושלים,20,1,16,32.073636,34.824917
13003,הירדן/ פנחס,20,1,17,32.063857,34.828494
12916,דרך ז'בוטינסקי/החשמונאים,29,1,22,32.084365,34.809367
12914,פרישמן/שלמה המלך,18,1,25,32.079549,34.777576
12906,הירדן/ אצ''ל,20,1,15,32.066029,34.82832
159,שמשון הגיבור/המסגד,27,1,14,31.926441,34.866014
785,קמפוס חנקין/חנקין,16,1,20,32.016078,34.778599
699,הזיתים/הרימון,12,1,20,32.08216,34.852286
659,הזיתים/הרימון,12,1,22,32.081942,34.8521
641,רזיאל/א.ס. לוי,27,1,13,31.921328,34.861894
162,קופת חולים כללית/ביאליק,36,1,12,31.921629,34.868801
161,ביאליק/חניתה,36,1,11,31.924484,34.870366
137,עמל/היצירה,7,1,10,31.932402,34.881442
791,קמפוס חנקין/חנקין,16,1,21,32.015703,34.778475
136,היצירה/התקווה,36,1,21,31.929199,34.879993
110,האלונים א/הדקל,4,1,11,31.939656,34.832104
108,האלונים/שמואל שפירא,4,1,14,31.94226,34.831681
84,מרכז ראשונים/הדייגים,9,1,18,31.98497,34.78262
82,השומר/האבות,21,1,12,31.959821,34.814747
81,גרינשפן/יגאל אלון,26,1,11,31.956842,34.814839
786,מרכז רפואי מכבי הופיין,16,1,22,32.014255,34.766926
810,מיי מול/פנחס אילון,16,1,14,32.008859,34.778158
12904,אלנבי/יהודה הלוי,11,1,53,32.061549,34.77366
12837,אלוף שדה/הירדן,20,1,13,32.058355,34.828604
12894,ארלוזורוב/שלמה המלך,35,1,22,32.086039,34.778783
12890,ת. רכבת תל אביב סבידור/על פרשת דרכים,29,1,60,32.08224,34.795351
12889,ת. רכבת תל אביב סבידור/על פרשת דרכים,29,1,61,32.082475,34.795453
12884,אלוף שדה/כביש 4,15,1,23,32.057419,34.832771
12878,עיריית תל אביב-יפו/אבן גבירול,18,1,22,32.082493,34.781427
12875,בית העלמין/דרך השלום,18,1,15,32.070419,34.801417
12834,הוועד הפועל/ארלוזורוב,18,1,18,32.08473,34.78481
825,דרך יצחק רבין/העצמאות,1,1,10,32.07449,34.860039
12833,ארלוזורוב/דרך נמיר,29,1,59,32.08276,34.793207
12829,דרך השלום/דרך יצחק רבין,20,1,18,32.065604,34.802729
12828,דרך השלום/דרך יצחק רבין,20,1,16,32.065178,34.803052
12816,אלוף שדה/דרך יצחק רבין,20,1,12,32.059551,34.822176
12815,אלוף שדה/דרך יצחק רבין,20,1,13,32.059538,34.820244
970,יוספטל/מבצע סיני,14,1,20,32.015793,34.758836
13063,יגאל אלון/ההגנה,24,1,16,32.054622,34.791709
13066,יהודה הלוי/נחמני,11,1,46,32.064609,34.777217
13323,אלנבי/בלפור,11,1,38,32.068112,34.771031
13070,ביה''ס ניב/יצחק שדה,20,1,12,32.063825,34.796455
13230,מגדל צ'מפיון/דרך ששת הימים,12,1,15,32.09834,34.826763
13228,שד' רוטשילד/שיינקין,18,1,26,32.068653,34.778387
13225,יגאל אלון/ההגנה,24,1,16,32.054767,34.791618
13221,ת. רכבת האוניברסיטה/שד' רוקח,32,1,12,32.102578,34.805312
13220,אקספו תל אביב/שד' רוקח,6,1,7,32.103834,34.809664
13218,הרא''ה/ שד. ירושלים,20,1,16,32.073724,34.825028
13217,שד' הר ציון/וולפסון,3,1,109,32.056807,34.776639
13214,מתחם מידטאון/דרך מנחם בגין,29,1,62,32.080071,34.795266
13203,קניון איילון/דרך אבא הלל,12,1,14,32.098809,34.827472
13201,הרצל/קופת חולים,20,1,16,32.082619,34.816128
13199,דרך ז'בוטינסקי/ביאליק,29,1,21,32.085293,34.810136
13192,מחלף גהה צפון,12,1,13,32.092999,34.846516
13191,מחלף גהה,12,1,15,32.092033,34.847163
13177,אורט סינגלובסקי/דרך הטייסים,20,1,17,32.057317,34.805055
13169,דרך הטייסים/עודד,20,1,15,32.055332,34.809903
13231,חיבת ציון/עוזיאל,20,1,22,32.079222,34.822923
13234,דרך הטייסים/שלם,24,1,17,32.0526,34.813005
13236,שד' קק''ל/בני אפרים,6,1,11,32.118763,34.817443
13292,אלנבי/שד' רוטשילד,11,1,54,32.062794,34.773273
13318,כיכר מילאנו/אבן גבירול,35,1,15,32.094344,34.783628
13315,שוק הכרמל/אלנבי,11,1,32,32.068872,34.770828
13297,שוק הכרמל/אלנבי,11,1,38,32.068606,34.770781
13296,אלנבי/מונטיפיורי,11,1,49,32.065619,34.772033
13294,אלנבי/מונטיפיורי,11,1,49,32.065866,34.772034
13293,אלנבי/אחד העם,11,1,51,32.063839,34.772919
13272,יגאל אלון/שד' החי''ל,18,1,19,32.055943,34.791749
13237,מתחם מידטאון/דרך מנחם בגין,29,1,61,32.079711,34.795103
13270,בן גוריון/ הרצל,20,1,16,32.079852,34.81974
13269,מסוף כרמלית,0,1,41,32.065805,34.765196
13260,כצנלסון/קק''ל,20,1,21,32.075105,34.80556
13255,שד' הר ציון/דרך קיבוץ גלויות,11,1,23,32.05078,34.77369
13239,ביה''ח איכילוב/ויצמן,18,1,20,32.080816,34.788879
13238,ויצמן/בארי,18,1,16,32.082367,34.788869
13165,הגן הזואולוגי/הרצל,11,1,17,32.047971,34.768941
13164,העלייה/פלורנטין,11,1,31,32.055762,34.772525
13159,הירדן/אלוף שדה,20,1,16,32.059453,34.828104
13092,יגאל אלון/הפלמ''ח,18,1,17,32.062878,34.792016
13109,הגדוד העברי/שד' הר ציון,3,1,109,32.058694,34.778725
13108,קאנטרי שוק העלייה/העלייה,11,1,47,32.058329,34.773308
13107,בית המשפט/שוקן,11,1,32,32.052027,34.772397
13104,דרך בן גוריון/שלישות,20,1,12,32.085857,34.822385
13101,דרך ז'בוטינסקי/רש''י,12,1,16,32.089649,34.818457
13095,היכל הספורט/יגאל אלון,18,1,18,32.061469,34.792128
13091,מגדל שלום/הרצל,11,1,46,32.063828,34.769838
13111,שד' רוטשילד/בלפור,11,1,31,32.066146,34.777553
13090,קניון איילון/מבצע קדש,6,1,19,32.101244,34.827845
13089,מגדל שלום/אחד העם,11,1,43,32.063639,34.770359
13083,לה גווארדייה/שער הגיא,18,1,15,32.059214,34.79378
13079,לה גווארדייה/יגאל אלון,18,1,16,32.059204,34.791053
13078,פארק וולפסון/דרך הטייסים,20,1,19,32.056554,34.806935
13075,דרך מנחם בגין/אלנבי,11,1,54,32.06059,34.775001
13110,לוינסקי/העלייה,11,1,54,32.05907,34.774292
13114,אלנבי/יהודה הלוי,11,1,52,32.061337,34.773616
13158,נגבה/ הירדן,20,1,15,32.070201,34.827992
13140,דרך ז'בוטינסקי/רש''י,12,1,15,32.089296,34.818138
13154,דרך נמיר/ז'בוטינסקי,29,1,47,32.086375,34.795493
13150,שד' הר ציון/וולפסון,3,1,110,32.056561,34.776495
13149,שד' הר ציון/דרך שלמה,3,1,104,32.054302,34.77526
13145,קלצ'קין/חיים לבנון,17,1,19,32.118007,34.802148
13142,המלך ג'ורג'/בוגרשוב,18,1,34,32.07329,34.774835
13141,המלך ג'ורג'/שדרות בן ציון,18,1,32,32.073374,34.775094
13136,תיכון חדש רבין/דרך נמיר,32,1,12,32.090293,34.795303
13115,בית הכנסת הגדול/אלנבי,11,1,52,32.064694,34.772553
13130,יגאל אלון/יצחק שדה,18,1,12,32.065464,34.792625
13129,כיכר רבין/מלכי ישראל,18,1,30,32.0796,34.780657
13127,כיכר רבין/אבן גבירול,18,1,34,32.078796,34.781162
13123,דרך ז'בוטינסקי/החשמונאים,29,1,20,32.084227,34.808446
13119,הגן הזואולוגי/הרצל,11,1,19,32.048142,34.769184
13116,דרך בן צבי/הרצל,25,1,19,32.044374,34.768679
13718,כיכר מילאנו/דה האז,35,1,15,32.093673,34.78459
13722,ויצמן/פנקס,32,1,17,32.091496,34.790662
21528,המעפילים/הרמב''ם,25,1,13,32.026368,34.766071
16183,דוד פרנקפורטר/רוטשילד,19,1,21,32.08561,34.881445
16273,הרצוג/ירושלים,22,1,15,32.096728,34.899807
16272,הגר''א/לינדוי,22,1,16,32.096781,34.898015
16267,העצמאות/דוד שמחי,1,1,16,32.074604,34.873635
16263,כיכר קובלנץ,1,1,13,32.074519,34.876438
16262,העצמאות/דיקר,23,1,17,32.074666,34.878091
16261,העצמאות/מרכז פיס,23,1,17,32.074637,34.880454
16233,היצירה/אפעל,1,1,24,32.094181,34.849859
16221,טובה ושמשון דרנגר/הסיבים,1,1,22,32.084129,34.85668
16220,דרך מנחם בגין/ויינברגר,23,1,23,32.075016,34.905245
16217,דרך מנחם בגין/חנה רובינא,10,1,21,32.07316,34.906864
16215,דרך מנחם בגין/השופר,23,1,13,32.079842,34.907976
16209,דרך זאב ז'בוטינסקי/היצירה,1,1,25,32.092462,34.850598
16207,ת.רק''ל דנקנר/דרך ז'בוטינסקי,1,1,17,32.091101,34.872488
16202,ת.רק''ל דנקנר/דרך ז'בוטינסקי,1,1,14,32.090751,34.872151
16199,ז'בוטינסקי/ אורלוב,19,1,22,32.09056,34.876839
16275,הרב קטרוני/שלום שבזי,23,1,27,32.080037,34.890582
16276,אחד העם/הרב קטרוני,19,1,21,32.083896,34.889165
16277,דוד וולפסון/ליפה ויניצקי,19,1,23,32.087244,34.891554
16299,דב הוז/חיים ארלוזורוב,19,1,16,32.085071,34.876493
16325,יהושע שטמפפר/יהושע חנקין,22,1,16,32.09643,34.894972
16324,יהושע שטמפפר / יהושע חנקין,22,1,16,32.096339,34.89452
16318,טרומפלדור/בנימין יהלום,19,1,19,32.083591,34.878201
16317,טרומפלדור/בנימין יהלום,19,1,19,32.083733,34.878402
16315,טרומפלדור/פיק''א,19,1,21,32.086516,34.87834
16300,יד לבנים/ארלוזורוב,1,1,17,32.084704,34.872455
16298,חזון אי''ש/בי''ס שמעוני,23,1,13,32.091046,34.894547
16278,וולפסון / עין גנים,23,1,14,32.088085,34.893269
16297,חזון אי''ש/בי''ס שמעוני,23,1,11,32.090502,34.895123
16286,הרב עובדיה יוסף/דרך מנחם בגין,23,1,12,32.080006,34.909089
16285,הרב עובדיה יוסף/שלום צלח,10,1,14,32.078751,34.912098
16283,ספורטק/הרב עובדיה יוסף,23,1,14,32.080877,34.907067
16280,הרב עובדיה יוסף/שלום צלח,10,1,14,32.078965,34.911404
16279,עירייה/דוד וולפסון,19,1,22,32.086366,34.888289
16198,ז'בוטינסקי/יצחק שדה,19,1,22,32.090284,34.876985
16182,וולפסון /עין גנים,23,1,13,32.087887,34.893069
13723,ביה''ס עירוני י''א/יהודה המכבי,32,1,14,32.093734,34.78823
16181,דוד וולפסון/רמב''ם,19,1,24,32.087019,34.890642
15846,האילנות/התפוז,8,1,10,32.068675,34.88487
15840,האילנות/התפוז,8,1,9,32.068526,34.883175
15816,משה דיין/גדולי ישראל,5,1,17,31.980484,34.775576
15815,מרטין גהל/האופן,1,1,16,32.098638,34.851397
15813,יחיאל מיכל פינס/אורלנסקי,23,1,27,32.0792,34.890782
15807,שדרות ירושלים/הושע,23,1,19,32.073898,34.903798
15796,רוטשילד / פרנקפורטר,19,1,19,32.085236,34.882211
15795,דרך המכבים/בי''ס חקלאי,21,1,12,31.975438,34.807295
15707,יעקב זרובבל/471,8,1,10,32.068905,34.885422
15697,ההסתדרות/איכילוב,19,1,27,32.086035,34.885385
15696,אנה פרנק/הרב מיימון,14,1,16,32.006834,34.754491
15694,בית העלמין/הקוממיות,33,1,17,32.002322,34.75448
15688,לשכת גיוס/דרך רב אלוף יעקב דורי,8,1,14,32.049525,34.856072
15683,לוי אשכול/חסידי אומות העולם,9,1,16,31.977009,34.777995
15642,יעקב זרובבל/כביש 471,23,1,15,32.072317,34.885182
15862,רוטשילד/הרצל,19,1,18,32.08516,34.882342
15863,רוטשילד/דב הוז,21,1,17,31.964526,34.793727
15865,רוטשילד/בן גוריון,9,1,12,31.964894,34.790532
16118,אחד העם/הרב קטרוני,19,1,22,32.084347,34.888523
