mode_label,stop_id,stop_calls
bus,51374,364
bus,10153,292
bus,10154,292
bus,9929,415
bus,9941,415
bus,9942,241
bus,11536,206
bus,11242,333
bus,10754,2535
bus,10549,341
bus,10183,341
bus,10551,341
bus,10552,341
bus,10553,341
bus,10668,668
bus,10542,668
bus,10543,668
bus,11598,341
bus,11599,341
bus,10535,691
bus,10536,691
bus,10537,691
bus,10672,691
bus,10538,691
bus,10539,691
bus,10540,691
bus,10671,691
bus,10541,691
bus,11534,1244
bus,9922,1067
bus,11237,838
bus,10163,830
bus,11234,2463
bus,42786,1417
bus,355,2385
bus,48478,1600
bus,367,1600
bus,369,1600
bus,370,1600
bus,373,1555
bus,391,1177
bus,392,1177
bus,386,1177
bus,384,1183
bus,383,562
bus,388,367
bus,390,367
bus,395,721
bus,606,724
bus,639,724
bus,396,724
bus,25438,367
bus,36204,285
bus,7604,1025
bus,21853,679
bus,42157,427
bus,8368,358
bus,42698,358
bus,8297,358
bus,35430,181
bus,8379,181
bus,42738,338
bus,42737,338
bus,8375,181
bus,8374,181
bus,35947,181
bus,8384,181
bus,8385,181
bus,35431,181
bus,35427,181
bus,35432,181
bus,8377,181
bus,8301,201
bus,8296,358
bus,42697,358
bus,8302,358
bus,11530,1029
bus,11616,2669
bus,10035,1596
bus,10002,1596
bus,10700,3283
bus,10243,2110
bus,10117,1343
bus,10111,2363
bus,10113,2363
bus,41976,903
bus,41977,903
bus,42013,903
bus,11871,176
bus,43996,176
bus,42012,1125
bus,42015,1125
bus,11879,1125
bus,26597,244
bus,26598,157
bus,26607,157
bus,28510,197
bus,26602,159
bus,26614,159
bus,49419,335
bus,27974,1100
bus,27368,653
bus,27386,96
bus,27366,335
bus,29032,335
bus,27994,354
bus,27995,354
bus,27389,341
bus,27381,341
bus,27392,341
bus,28650,335
bus,27378,228
bus,27410,228
bus,27089,872
bus,27091,872
bus,27098,872
bus,27100,872
bus,27077,629
bus,27094,274
bus,25968,439
bus,25969,483
bus,27359,96
bus,50565,96
bus,27982,96
bus,27985,96
bus,27441,388
bus,27986,1164
bus,27361,1764
bus,27984,134
bus,27983,134
bus,27360,134
bus,25858,503
bus,25859,550
bus,27093,316
bus,27081,688
bus,27099,688
bus,27097,877
bus,27092,877
bus,27374,686
bus,27409,282
bus,27379,282
bus,27380,282
bus,27106,409
bus,27391,409
bus,27411,409
bus,27382,409
bus,27388,409
bus,28007,144
bus,28025,144
bus,27990,144
bus,27367,690
bus,28614,1666
bus,3761,578
bus,2101,804
bus,3793,804
bus,2102,800
bus,3811,1014
bus,22150,567
bus,122,12
bus,22153,354
bus,23039,405
bus,23040,405
bus,23041,405
bus,23042,405
bus,23043,405
bus,23044,405
bus,11744,1581
bus,11884,1581
bus,11455,1439
bus,10678,1173
bus,8839,1235
bus,8841,1235
bus,8842,1235
bus,8843,1235
bus,8663,2164
bus,9443,2176
bus,22126,227
bus,42733,220
bus,41878,220
bus,22127,257
bus,22128,257
bus,22242,202
bus,22124,336
bus,22202,336
bus,22144,860
bus,42001,391
bus,23053,392
bus,41863,392
bus,22147,560
bus,22148,543
bus,22149,561
bus,23054,654
bus,23033,525
bus,22256,667
bus,21596,735
bus,50898,344
bus,47102,436
bus,35984,390
bus,41866,390
bus,41865,231
bus,23058,185
bus,22237,592
bus,23083,741
bus,23153,741
bus,23154,741
bus,22166,651
bus,22169,497
bus,22170,497
bus,22171,497
bus,22172,604
bus,22174,861
bus,22130,754
bus,41864,37
bus,22177,791
bus,22208,175
bus,23069,175
bus,23070,167
bus,47902,233
bus,26659,1243
bus,26438,1261
bus,26679,686
bus,28571,539
bus,26698,442
bus,49692,442
bus,28576,449
bus,28206,491
bus,26728,282
bus,28731,386
bus,12570,252
bus,12301,224
bus,25823,386
bus,28730,252
bus,28729,252
bus,12557,382
bus,12304,248
bus,12305,248
bus,12559,358
bus,12082,762
bus,12296,408
bus,29051,594
bus,12250,415
bus,12251,415
bus,12590,418
bus,28959,521
bus,37050,188
bus,24734,2722
bus,16147,1025
bus,25688,1049
bus,25690,551
bus,25693,437
bus,25697,1102
bus,25698,1221
bus,25699,1136
bus,25700,1555
bus,25839,1774
bus,25840,2418
bus,25838,1893
bus,37642,225
bus,24167,1812
bus,14599,1115
bus,15723,1575
bus,15794,1600
bus,15631,1819
bus,24757,2080
bus,16186,1668
bus,16189,1494
bus,16190,1494
bus,23217,1784
bus,16850,1687
bus,23193,1807
bus,15557,2331
bus,15558,2450
bus,23307,1837
bus,48193,353
bus,22658,629
bus,16092,2020
bus,16097,1357
bus,16098,1058
bus,23532,540
bus,16099,576
bus,16100,557
bus,16101,557
bus,16102,567
bus,16163,261
bus,16103,605
bus,43053,746
bus,16104,473
bus,21778,642
bus,12119,582
bus,49421,1131
bus,25949,1045
bus,25950,1021
bus,26592,747
bus,26591,573
bus,26587,548
bus,26851,548
bus,12116,528
bus,26575,507
bus,26573,553
bus,26563,507
bus,26559,507
bus,25872,495
bus,12109,495
bus,36925,2260
bus,36929,3086
bus,35588,1257
bus,35587,1257
bus,7543,2096
bus,7558,1695
bus,7545,2096
bus,7551,1718
bus,7552,1718
bus,7553,1782
bus,7554,1718
bus,34678,1623
bus,34677,1626
bus,35586,2175
bus,36928,2800
bus,7532,1649
bus,8064,2672
bus,43882,2201
bus,39522,2185
bus,36930,1463
bus,7313,1463
bus,35436,1463
bus,7535,2188
bus,7588,1389
bus,8495,1332
bus,38908,1347
bus,35049,2153
bus,35591,2137
bus,35435,2153
bus,35047,1821
bus,7538,1547
bus,7511,1547
bus,7512,1560
bus,7651,1560
bus,7504,1558
bus,7643,1661
bus,7501,1661
bus,7644,1661
bus,7645,1661
bus,7509,1661
bus,37713,1654
bus,7497,533
bus,35051,533
bus,7496,533
bus,8492,502
bus,7495,502
bus,7494,502
bus,51588,46
bus,51804,872
bus,33876,597
bus,980,1067
bus,16917,1322
bus,21627,823
bus,21628,800
bus,49169,705
bus,15306,327
bus,15381,1027
bus,15382,552
bus,15288,910
bus,15291,910
bus,15301,1039
bus,15296,1039
bus,15363,1039
bus,15370,1361
bus,35592,2244
bus,38909,1414
bus,7582,1478
bus,8496,2248
bus,43386,357
bus,39523,2227
bus,43387,741
bus,49848,1159
bus,49887,1517
bus,7531,1885
bus,7529,1173
bus,7583,1173
bus,7525,1176
bus,41434,41
bus,41432,41
bus,41430,41
bus,41436,36
bus,7638,1611
bus,7519,1247
bus,7518,1264
bus,7639,1262
bus,7640,1267
bus,7523,1272
bus,35056,1272
bus,22212,333
bus,22214,333
bus,23029,474
bus,23030,474
bus,23157,225
bus,22175,308
bus,23179,8
bus,22186,174
bus,22187,174
bus,23024,483
bus,42968,178
bus,23045,344
bus,22255,379
bus,42732,368
bus,41345,37
bus,22184,166
bus,22185,166
bus,22252,1412
bus,23027,824
bus,23028,712
bus,22117,699
bus,22236,699
bus,22118,699
bus,36093,393
bus,35973,1214
bus,41267,31
bus,22165,582
bus,22248,22
bus,35990,45
bus,38899,353
bus,22215,167
bus,23156,14
bus,23167,14
bus,23063,168
bus,23064,168
bus,23065,168
bus,22173,597
bus,48341,2215
bus,14108,1123
bus,14113,775
bus,14127,775
bus,14131,775
bus,14128,775
bus,13051,985
bus,13763,800
bus,13761,800
bus,50480,1216
bus,24154,1736
bus,24077,1126
bus,24072,1550
bus,24061,1476
bus,24058,2012
bus,23980,1062
bus,22102,1062
bus,23978,1062
bus,23976,1062
bus,23666,567
bus,51389,567
bus,21540,567
bus,21353,567
bus,24094,1610
bus,24389,1014
bus,11632,1974
bus,10587,1983
bus,9574,4021
bus,10519,3396
bus,50373,1409
bus,50372,1409
bus,9430,1704
bus,9431,1704
bus,9422,395
bus,9419,395
bus,9417,693
bus,9696,395
bus,9605,744
bus,9604,744
bus,11624,685
bus,9646,677
bus,9585,694
bus,9437,2079
bus,9384,2355
bus,9385,2355
bus,9378,745
bus,9380,745
bus,9379,745
bus,9630,745
bus,11838,392
bus,9628,392
bus,9629,392
bus,8750,4764
bus,10759,2472
bus,46254,3178
bus,10357,2570
bus,11554,1915
bus,10438,923
bus,10439,923
bus,10440,923
bus,10441,923
bus,10442,729
bus,10443,1140
bus,10101,3490
bus,9966,856
bus,9335,856
bus,9336,856
bus,11719,856
bus,9313,856
bus,9314,844
bus,10062,1312
bus,9595,1171
bus,10484,898
bus,10499,924
bus,10500,924
bus,10501,924
bus,11612,2329
bus,51942,1062
bus,10467,1062
bus,10477,2236
bus,10465,2238
bus,11715,2640
bus,11562,2700
bus,10497,1282
bus,10689,2017
bus,10531,1410
bus,10427,1410
bus,10345,1119
bus,10346,1119
bus,11689,1119
bus,10349,1119
bus,11728,1119
bus,11729,1119
bus,10556,244
bus,10690,225
bus,11505,225
bus,42474,225
bus,10353,1584
bus,11496,1603
bus,10426,1149
bus,10530,1145
bus,10524,1149
bus,10526,1149
bus,11614,1149
bus,10527,1688
bus,38838,251
bus,10238,1991
bus,10149,1984
bus,10239,1984
bus,10150,1979
bus,10241,1997
bus,10404,454
bus,10127,454
bus,10410,454
bus,10053,1642
bus,10658,1642
bus,10036,1642
bus,9652,3012
bus,9483,1555
bus,9481,2367
bus,9433,4675
bus,10237,6103
bus,10628,3420
bus,10492,3416
bus,50937,2152
bus,43931,808
bus,9824,1823
bus,9825,1823
bus,9408,1823
bus,9601,251
bus,10010,251
bus,38123,886
bus,9693,886
bus,9376,886
bus,9372,1511
bus,10779,1511
bus,9596,253
bus,9597,253
bus,8988,571
bus,10451,273
bus,49359,796
bus,9663,812
bus,9635,812
bus,10746,2380
bus,9469,2400
bus,11637,2385
bus,49784,1704
bus,10446,2502
bus,11724,2116
bus,11497,2344
bus,37264,423
bus,48141,272
bus,6998,903
bus,20856,430
bus,19845,476
bus,42198,145
bus,34156,1099
bus,20194,705
bus,18823,968
bus,19581,945
bus,18834,819
bus,20090,819
bus,40985,327
bus,18835,601
bus,18858,601
bus,18859,716
bus,20485,187
bus,41785,552
bus,4179,532
bus,18177,518
bus,21286,855
bus,18236,855
bus,18251,451
bus,18258,455
bus,5929,383
bus,19818,455
bus,18861,546
bus,21283,508
bus,18342,177
bus,18531,451
bus,22315,671
bus,21851,1210
bus,49731,1348
bus,42299,306
bus,43905,603
bus,8419,545
bus,36363,78
bus,34014,64
bus,16011,86
bus,16013,137
bus,16014,137
bus,21847,125
bus,16016,125
bus,25364,517
bus,16022,276
bus,16024,104
bus,23208,279
bus,21908,58
bus,25689,678
bus,26027,67
bus,25691,269
bus,26912,58
bus,28514,58
bus,26552,70
bus,27786,97
bus,27633,97
bus,27638,148
bus,27645,127
bus,27665,148
bus,27666,170
bus,27581,861
bus,28347,568
bus,28349,568
bus,51495,259
bus,26538,961
bus,11978,1173
bus,11986,681
bus,27656,637
bus,27661,747
bus,27678,189
bus,27723,189
bus,27738,189
bus,27746,189
bus,27889,171
bus,27892,132
bus,27893,112
bus,26520,152
bus,50482,140
bus,27858,132
bus,26852,249
bus,27861,249
bus,27860,457
bus,27220,1234
bus,27225,672
bus,27238,672
bus,26536,672
bus,27237,682
bus,27570,526
bus,27565,416
bus,27864,535
bus,27863,287
bus,27881,309
bus,27844,358
bus,27917,276
bus,26547,366
bus,27845,309
bus,27846,612
bus,27852,677
bus,27854,684
bus,27817,687
bus,27815,1194
bus,11966,1135
bus,27819,1135
bus,27831,1135
bus,11969,1369
bus,26648,349
bus,9442,1873
bus,11605,1347
bus,11568,411
bus,9627,1228
bus,9476,209
bus,9480,507
bus,11770,1633
bus,11771,1633
bus,10137,502
bus,11867,502
bus,10138,502
bus,11869,529
bus,10750,337
bus,10682,309
bus,9554,297
bus,9420,598
bus,9416,598
bus,9545,892
bus,11847,867
bus,11507,1530
bus,9899,593
bus,9900,593
bus,10767,820
bus,9478,1196
bus,11739,880
bus,9639,543
bus,49351,533
bus,35968,25
bus,23580,291
bus,23178,15
bus,22112,15
bus,22222,15
bus,23184,3
bus,22223,15
bus,22224,15
bus,22114,15
bus,22115,15
bus,41266,6
bus,36095,735
bus,36096,735
bus,36094,385
bus,15380,1029
bus,49171,676
bus,21629,1048
bus,15326,731
bus,15342,673
bus,15343,748
bus,15344,748
bus,15345,748
bus,15348,748
bus,15278,598
bus,42981,1004
bus,15364,563
bus,15311,563
bus,15312,563
bus,15314,564
bus,42876,623
bus,15315,832
bus,15313,820
bus,15366,820
bus,15365,799
bus,15298,574
bus,15346,523
bus,15347,532
bus,7969,144
bus,36009,145
bus,16942,504
bus,1243,267
bus,35083,279
bus,36077,272
bus,1310,669
bus,1311,474
bus,1313,480
bus,1334,480
bus,1358,802
bus,3832,414
bus,36914,148
bus,2872,153
bus,1395,174
bus,1396,176
bus,2904,362
bus,16958,288
bus,33910,640
bus,25250,640
bus,25247,1139
bus,25254,1133
bus,16687,901
bus,16688,901
bus,16482,802
bus,16151,317
bus,16150,317
bus,25231,317
bus,16152,317
bus,16396,588
bus,16394,588
bus,16392,588
bus,16307,549
bus,44160,316
bus,16205,5359
bus,16204,914
bus,16305,691
bus,16180,1569
bus,16277,1502
bus,16182,1502
bus,16404,1006
bus,16406,1006
bus,16407,711
bus,15802,1400
bus,16403,1659
bus,16282,1791
bus,16283,1519
bus,16286,920
bus,16280,920
bus,25293,858
bus,25295,858
bus,16399,858
bus,16398,858
bus,16402,858
bus,25268,716
bus,25269,714
bus,25270,835
bus,25272,835
bus,16313,835
bus,16314,835
bus,23346,835
bus,16401,845
bus,16400,845
bus,25294,845
bus,25296,845
bus,16285,911
bus,16363,1666
bus,16281,1814
bus,25267,1735
bus,15803,1496
bus,15522,1083
bus,16405,1064
bus,16278,1621
bus,16181,1551
bus,16279,1531
bus,50586,153
bus,9048,4736
bus,311,838
bus,327,865
bus,330,881
bus,38118,977
bus,362,1066
bus,365,843
bus,532,938
bus,534,919
bus,662,536
bus,708,775
bus,14653,1732
bus,381,1598
bus,385,1600
bus,724,1586
bus,14661,1052
bus,43745,1247
bus,50378,729
bus,16287,904
bus,50554,670
bus,43689,690
bus,643,1287
bus,644,898
bus,16386,1256
bus,25215,1130
bus,25288,1232
bus,16686,1626
bus,16293,1291
bus,23295,1179
bus,48188,161
bus,48914,653
bus,15412,293
bus,15440,158
bus,15441,158
bus,15442,158
bus,15443,158
bus,15444,158
bus,15648,70
bus,15467,231
bus,15468,231
bus,15448,319
bus,15470,28
bus,15652,28
bus,15471,28
bus,15472,28
bus,15449,319
bus,15450,319
bus,15600,183
bus,15601,183
bus,15649,100
bus,16120,243
bus,16121,230
bus,16122,230
bus,16238,152
bus,15453,70
bus,15454,70
bus,15455,235
bus,15456,70
bus,15651,148
bus,15653,288
bus,43290,639
bus,42865,867
bus,29323,867
bus,29337,647
bus,13477,767
bus,49925,924
bus,49927,783
bus,49950,783
bus,13559,783
bus,13141,783
bus,48709,774
bus,13736,419
bus,13737,419
bus,13753,419
bus,13754,419
bus,13941,419
bus,13944,419
bus,36516,394
bus,51641,2019
bus,13237,2109
bus,14339,2503
bus,13926,2527
bus,13330,2560
bus,13333,1731
bus,13290,5190
bus,14054,4779
bus,15639,4630
bus,25350,1172
bus,40528,1172
bus,25280,1156
bus,16689,1383
bus,16387,864
bus,16168,1286
bus,50551,682
bus,49957,572
bus,37415,2455
bus,37646,228
bus,13265,860
bus,51811,1069
bus,43748,1069
bus,13877,591
bus,13887,591
bus,13659,1038
bus,13682,832
bus,13685,1551
bus,13692,1551
bus,13708,1631
bus,13231,891
bus,13046,891
bus,49715,1142
bus,13647,1142
bus,13821,577
bus,13814,737
bus,13820,737
bus,13883,559
bus,13878,682
bus,12816,2164
bus,48265,1084
bus,50379,960
bus,23259,1618
bus,15697,1898
bus,16419,2096
bus,16417,2100
bus,16315,1005
bus,13035,569
bus,13731,780
bus,13671,719
bus,13721,1210
bus,13732,761
bus,25100,1671
bus,49984,291
bus,1766,368
bus,35263,459
bus,18804,515
bus,20314,461
bus,20315,461
bus,20316,548
bus,50147,445
bus,5551,99
bus,20488,257
bus,20841,559
bus,19553,559
bus,19549,400
bus,19550,582
bus,19551,684
bus,35253,188
bus,5541,189
bus,5542,189
bus,35255,189
bus,35256,189
bus,35257,96
bus,35613,1428
bus,48447,313
bus,47827,394
bus,17579,421
bus,17571,421
bus,17558,421
bus,17550,588
bus,17542,588
bus,17569,701
bus,17581,407
bus,17574,407
bus,17567,270
bus,20854,271
bus,19570,286
bus,20490,286
bus,19847,286
bus,39144,472
bus,20848,594
bus,20438,588
bus,19703,594
bus,42652,311
bus,42193,1288
bus,6718,1081
bus,20534,1534
bus,4168,828
bus,19524,422
bus,20267,422
bus,20713,422
bus,19843,396
bus,20855,504
bus,19710,382
bus,19711,388
bus,19707,388
bus,19708,374
bus,19832,374
bus,2661,498
bus,2373,865
bus,2358,1585
bus,51258,2063
bus,35500,1021
bus,22430,1194
bus,23747,1564
bus,22519,565
bus,21549,565
bus,21361,565
bus,21389,1068
bus,23977,1050
bus,23979,1068
bus,22103,1068
bus,24783,1985
bus,24059,1378
bus,24071,1482
bus,21528,1482
bus,24076,1060
bus,21552,1408
bus,29310,1892
bus,13154,3053
bus,14129,702
bus,14130,702
bus,14114,702
bus,14112,702
bus,29377,1181
bus,14109,1092
bus,8669,2270
bus,10109,3442
bus,8671,3442
bus,8672,3442
bus,7562,1935
bus,36927,815
bus,7567,1289
bus,35589,1289
bus,8488,1424
bus,7636,1556
bus,7514,1556
bus,7515,1556
bus,7569,1680
bus,7570,1754
bus,13252,1927
bus,7572,1462
bus,35061,1464
bus,7573,1456
bus,7574,1456
bus,7556,1456
bus,7632,1780
bus,7633,1780
bus,7549,1780
bus,7579,1780
bus,20000,237
bus,4388,225
bus,7156,199
bus,20222,197
bus,20202,47
bus,20624,47
bus,20300,56
bus,20019,69
bus,20017,65
bus,20217,65
bus,44967,52
bus,19932,123
bus,20709,121
bus,20710,121
bus,46769,75
bus,20078,123
bus,20075,123
bus,20076,123
bus,18948,123
bus,18945,141
bus,18938,163
bus,18939,161
bus,6341,245
bus,5662,457
bus,5663,435
bus,5664,460
bus,5665,460
bus,5666,458
bus,19802,401
bus,5668,422
bus,5773,325
bus,5772,325
bus,5285,721
bus,5671,808
bus,5672,755
bus,5771,631
bus,5673,2240
bus,6059,3168
bus,13795,389
bus,13792,389
bus,13768,808
bus,13781,808
bus,13779,590
bus,13783,590
bus,13775,891
bus,12992,830
bus,13625,326
bus,13620,326
bus,13623,326
bus,13132,1947
bus,47432,1596
bus,29634,2034
bus,41666,263
bus,13978,294
bus,16790,1205
bus,16791,1205
bus,42894,855
bus,48918,511
bus,5217,470
bus,39983,303
bus,5222,262
bus,5223,262
bus,5224,262
bus,5225,245
bus,5226,237
bus,4305,27
bus,4304,16
bus,4302,27
bus,4299,16
bus,4298,27
bus,4314,36
bus,50588,36
bus,4317,38
bus,34259,38
bus,34257,38
bus,19827,111
bus,4401,103
bus,19829,132
bus,20255,176
bus,51704,143
bus,4706,1576
bus,4930,610
bus,4927,456
bus,4906,202
bus,4905,202
bus,4904,202
bus,4577,631
bus,19693,639
bus,5094,872
bus,5067,448
bus,5023,448
bus,4581,448
bus,5022,448
bus,5021,448
bus,4664,859
bus,4552,241
bus,4557,241
bus,4556,241
bus,4553,241
bus,4551,241
bus,41943,16
bus,4974,483
bus,20781,190
bus,48295,212
bus,36512,466
bus,21588,2204
bus,50534,342
bus,41053,54
bus,25376,694
bus,24533,423
bus,24534,629
bus,24535,1220
bus,1020,25
bus,22750,13
bus,24590,16
bus,24591,81
bus,24593,84
bus,24594,87
bus,24595,87
bus,24564,236
bus,24565,224
bus,24566,159
bus,24567,159
bus,24568,159
bus,24569,167
bus,24570,167
bus,24571,167
bus,24542,310
bus,24543,309
bus,24544,313
bus,24545,319
bus,24546,312
bus,1027,160
bus,1026,225
bus,24573,230
bus,24574,246
bus,24502,238
bus,16650,1108
bus,24597,28
bus,14497,1930
bus,14057,2404
bus,25278,2025
bus,25279,1375
bus,25276,1375
bus,16177,1150
bus,16176,1063
bus,16173,1063
bus,16317,397
bus,25207,1157
bus,16297,697
bus,25240,764
bus,25246,1055
bus,701,1499
bus,16237,1422
bus,43596,1305
bus,25210,733
bus,16298,663
bus,16318,378
bus,14038,1600
bus,14037,1094
bus,14034,1102
bus,25091,2340
bus,13263,2484
bus,12830,1684
bus,12982,1144
bus,13786,1845
bus,13774,1845
bus,12915,1833
bus,13622,486
bus,13605,946
bus,21938,634
bus,24057,1147
bus,33940,1309
bus,16912,511
bus,48198,141
bus,17623,1016
bus,17634,452
bus,17724,655
bus,17735,668
bus,17738,651
bus,19588,112
bus,6575,106
bus,6505,112
bus,17764,112
bus,42903,15
bus,37026,31
bus,37025,31
bus,37027,31
bus,35554,60
bus,2104,142
bus,2105,142
bus,1898,261
bus,1897,261
bus,1890,261
bus,3643,252
bus,3640,252
bus,3641,252
bus,1887,261
bus,3642,261
bus,1888,261
bus,1895,261
bus,3644,252
bus,1896,261
bus,3645,252
bus,2424,261
bus,3646,252
bus,2576,261
bus,3435,252
bus,3647,252
bus,3436,252
bus,2852,207
bus,3444,207
bus,2854,207
bus,3113,211
bus,2726,211
bus,2727,211
bus,3374,154
bus,1964,306
bus,3359,306
bus,3827,180
bus,2851,694
bus,1969,694
bus,1968,542
bus,2430,542
bus,1992,520
bus,2605,520
bus,1870,125
bus,1891,133
bus,1902,107
bus,1913,113
bus,35649,912
bus,2262,912
bus,17476,561
bus,51770,204
bus,3706,567
bus,2250,567
bus,43301,124
bus,40533,508
bus,16870,452
bus,12326,277
bus,29007,165
bus,25753,229
bus,27215,989
bus,25755,1013
bus,49563,662
bus,26638,712
bus,15486,729
bus,38111,753
bus,25404,591
bus,33969,520
bus,34181,367
bus,78,437
bus,22299,505
bus,23529,122
bus,23530,122
bus,23531,235
bus,22264,409
bus,22719,385
bus,24812,339
bus,16846,357
bus,22713,124
bus,35326,218
bus,21675,1293
bus,15611,1763
bus,15612,1449
bus,15613,1597
bus,25328,641
bus,13104,903
bus,47914,246
bus,5048,2458
bus,4505,962
bus,4970,690
bus,4763,770
bus,4875,681
bus,3216,347
bus,1636,1938
bus,50485,1736
bus,14607,1689
bus,14325,2443
bus,26335,1466
bus,25975,2392
bus,26448,1263
bus,25977,1263
bus,25978,2295
bus,25979,2301
bus,25980,1723
bus,26322,1575
bus,25982,1848
bus,25983,1721
bus,26469,1910
bus,25986,1958
bus,25934,1755
bus,25987,1858
bus,36807,1751
bus,26181,1850
bus,26178,1309
bus,27794,562
bus,27788,372
bus,26567,502
bus,27802,544
bus,36344,132
bus,44250,1329
bus,825,1459
bus,23357,1448
bus,44249,1187
bus,25369,674
bus,25368,705
bus,16379,156
bus,40537,608
bus,24189,360
bus,25127,707
bus,25095,707
bus,48268,738
bus,13169,1018
bus,13078,1018
bus,13177,1040
bus,13092,2435
bus,13000,2265
bus,13628,1626
bus,13272,1626
bus,13225,1626
bus,13765,531
bus,13060,761
bus,13057,1264
bus,13113,2004
bus,13128,1914
bus,13062,1678
bus,13414,505
bus,13406,793
bus,48757,793
bus,13408,793
bus,13411,793
bus,13416,793
bus,49478,344
bus,50352,344
bus,50346,344
bus,39046,465
bus,12978,1906
bus,13773,1883
bus,13785,1883
bus,50343,369
bus,50350,359
bus,49699,359
bus,51408,281
bus,13966,451
bus,12941,805
bus,14004,855
bus,29457,1037
bus,13236,984
bus,14352,816
bus,29521,986
bus,14350,976
bus,13748,503
bus,13745,503
bus,13741,1093
bus,13738,1093
bus,40638,2809
bus,50625,852
bus,50631,1128
bus,51803,885
bus,51801,885
bus,51596,952
bus,15671,755
bus,49632,240
bus,49605,240
bus,48830,162
bus,48592,162
bus,48864,353
bus,50747,184
bus,44016,519
bus,15880,504
bus,15879,630
bus,15898,1414
bus,15354,1156
bus,24207,1050
bus,16786,763
bus,16787,763
bus,16788,763
bus,16792,707
bus,16793,707
bus,16780,381
bus,24216,381
bus,24219,381
bus,24214,441
bus,16779,441
bus,16795,441
bus,23347,441
bus,14315,729
bus,13592,1472
bus,42860,1335
bus,48293,789
bus,23925,1561
bus,23935,1561
bus,23936,1493
bus,23910,818
bus,23982,818
bus,23986,1004
bus,43148,451
bus,24011,1196
bus,24023,1196
bus,13366,1544
bus,13096,1261
bus,13232,1286
bus,44455,451
bus,44454,451
bus,12943,492
bus,49245,391
bus,48601,792
bus,24095,801
bus,24113,1326
bus,22061,1001
bus,22096,1001
bus,24103,1353
bus,23739,451
bus,785,451
bus,12825,796
bus,13751,1606
bus,13991,810
bus,14135,809
bus,14137,811
bus,14149,882
bus,49698,796
bus,14186,870
bus,50440,399
bus,43956,399
bus,13097,1103
bus,13099,1137
bus,50002,349
bus,49991,422
bus,49983,422
bus,49993,422
bus,21946,422
bus,22292,422
bus,23012,349
bus,22098,349
bus,22228,349
bus,24124,455
bus,23730,544
bus,783,562
bus,23697,1072
bus,21722,589
bus,22640,589
bus,23704,589
bus,24126,773
bus,16478,1126
bus,16480,1126
bus,15812,1359
bus,15868,1528
bus,15855,1528
bus,15845,1528
bus,16299,760
bus,16300,760
bus,16302,690
bus,29419,570
bus,8800,2673
bus,47119,3042
bus,8795,1678
bus,49074,1470
bus,9364,1476
bus,9577,1476
bus,9365,1476
bus,10134,1476
bus,10576,1306
bus,48053,133
bus,15414,949
bus,23751,289
bus,22319,729
bus,9612,591
bus,8603,626
bus,8439,1242
bus,15589,32
bus,34327,32
bus,16018,99
bus,16021,479
bus,16023,46
bus,40661,20
bus,40656,20
bus,40647,20
bus,40658,20
bus,40787,20
bus,40786,20
bus,16871,44
bus,51285,20
bus,51293,20
bus,15657,150
bus,15658,168
bus,15659,150
bus,25012,251
bus,38373,251
bus,38367,251
bus,38375,361
bus,15660,197
bus,15661,133
bus,38374,126
bus,23723,294
bus,23724,184
bus,40654,44
bus,40653,44
bus,40644,44
bus,40652,44
bus,40645,44
bus,25013,404
bus,60,294
bus,16249,260
bus,16251,120
bus,16252,225
bus,16253,176
bus,16254,158
bus,15419,545
bus,15420,849
bus,51292,24
bus,16872,24
bus,40659,24
bus,40655,24
bus,40657,24
bus,40660,24
bus,15535,54
bus,15536,105
bus,15537,54
bus,15538,424
bus,15598,471
bus,15571,143
bus,34326,36
bus,16156,36
bus,4296,60
bus,4284,53
bus,4286,53
bus,7167,34
bus,7165,32
bus,19998,32
bus,5214,34
bus,4416,77
bus,19975,77
bus,4413,77
bus,20296,33
bus,4411,33
bus,4403,33
bus,4380,87
bus,15210,519
bus,15209,519
bus,15276,248
bus,47853,205
bus,26769,40
bus,44378,280
bus,44374,581
bus,44376,581
bus,29368,1788
bus,14028,464
bus,16777,461
bus,16778,461
bus,16794,560
bus,24213,560
bus,16781,818
bus,16782,818
bus,16783,668
bus,16784,668
bus,16817,762
bus,16818,762
bus,16819,762
bus,16820,762
bus,44135,1031
bus,15353,303
bus,44134,625
bus,15688,853
bus,15527,845
bus,15678,1682
bus,50466,1608
bus,50744,192
bus,48578,349
bus,49965,189
bus,49639,189
bus,15670,718
bus,25098,718
bus,24096,809
bus,16259,773
bus,43195,773
bus,16221,571
bus,25292,422
bus,25291,422
bus,24786,507
bus,40529,552
bus,40530,825
bus,40531,567
bus,42892,407
bus,9915,1563
bus,9582,951
bus,9583,951
bus,9624,951
bus,9514,951
bus,9579,1260
bus,9580,1260
bus,9303,652
bus,9878,670
bus,9581,670
bus,9533,2361
bus,9616,669
bus,9617,669
bus,9318,651
bus,9302,946
bus,9512,953
bus,9513,953
bus,9614,874
bus,9506,874
bus,9507,874
bus,9508,874
bus,9509,874
bus,9615,856
bus,47888,245
bus,12959,2176
bus,23631,349
bus,983,350
bus,984,351
bus,14625,16
bus,14804,16
bus,14624,16
bus,24243,535
bus,24239,1404
bus,24250,1404
bus,906,131
bus,14949,116
bus,920,119
bus,921,124
bus,14645,131
bus,929,131
bus,928,8
bus,961,150
bus,925,11
bus,24424,1488
