num_nodes,num_edges_undirected,num_edges_directed,density,avg_degree,median_degree,min_degree,max_degree,num_connected_components,largest_component_nodes,largest_component_share,num_weakly_connected,num_strongly_connected,largest_scc_nodes,num_articulation_points,num_bridges
30463,51772,51999,0.000112,3.4,3.0,1,62,12,30237,0.9926,12,1515,28863,900,971
