stop_id,stop_name,lat,lon,region,metro,degree
48462,הרטום/גולדה מאיר,31.80069,35.213748,Jerusalem,Jerusalem,12
25712,שוק עירוני/בית אשל,31.240598,34.795585,South,Beer Sheva,12
13339,עזרא/דמשק אליעזר,32.076564,34.836184,Center,Tel Aviv,11
8614,שדרות גולדה מאיר/המשורר אצ''ג,31.825302,35.188624,Jerusalem,Jerusalem,11
39779,אלי סיני/קטיף,31.413362,34.57549,South,Periphery,11
24404,וייצמן/רוטשילד,32.175091,34.909718,Center,Tel Aviv,11
22252,קניון עזריאלי,31.899117,35.007414,Jerusalem,Tel Aviv,11
22099,ת. רק''ל בלינסון/קניון אבנת,32.091717,34.865871,Center,Tel Aviv,11
43422,שדרות מנחם בגין/שדרות הרצל,31.789241,34.640667,Center,Periphery,11
9056,שדרות דוד טוביהו/סוקולוב,31.245292,34.78872,South,Beer Sheva,11
17505,שדרות ההסתדרות/צומת הקריות,32.789491,35.028864,North,Haifa,11
20739,מסוף בית שאן/שדרות מנחם בגין,32.497886,35.504779,Center,Periphery,11
12990,בית הדר דפנה/שד' שאול המלך,32.077609,34.791101,Center,Tel Aviv,11
4634,שדרות הבנים/שד' שאול עמור,32.67824,35.241113,North,Periphery,11
43905,מצודת אדומים,31.796492,35.25755,Jerusalem,Jerusalem,10
5373,יהודה הלוי/דנילוף סנטר,32.790549,35.533043,North,Periphery,10
23671,פקריס/פלאוט,31.911334,34.805326,Center,Tel Aviv,10
12495,בית חולים יוספטל/יותם,29.55502,34.939706,South,Periphery,10
14356,חזון אי''ש/נחמיה,32.080495,34.834343,Center,Tel Aviv,10
27674,צומת מעון,31.312821,34.438809,South,Periphery,10
27530,שד. מלכי ישראל/רחבת גדעון בן יואש,31.618977,34.761053,Center,Periphery,10
14057,אהרונוביץ/ קניון בני ברק,32.091581,34.83946,Center,Tel Aviv,10
29310,המסגר/יד חרוצים,32.061291,34.784847,Center,Tel Aviv,10
18421,הפלמ''ח,32.966725,35.495154,North,Periphery,10
27529,שדרות מלכי ישראל/נתן אלבז,31.619137,34.760932,Center,Periphery,10
13206,קריית הממשלה/דרך מנחם בגין,32.07238,34.789654,Center,Tel Aviv,10
49466,מסוף הר נוף/כנפי נשרים,31.787451,35.180456,Jerusalem,Jerusalem,10
39830,דרך ארץ/אשל,32.470312,35.039346,Center,Periphery,10
16237,מד''א/המכבים,32.096558,34.887575,Center,Tel Aviv,10
8439,צומת חטיבה שבע/לטרון,31.835052,34.978365,Jerusalem,Periphery,10
7604,צומת חטיבה שבע,31.834668,34.976697,Jerusalem,Periphery,9
43772,שדרות יחד שבטי ישראל/שבט שמעון,31.93397,34.89637,Center,Tel Aviv,9
16940,צומת זכרון יעקב/כביש 4,32.571108,34.937372,North,Periphery,9
21321,כביש 44/דרך חיים הרצוג,31.973523,34.840538,Center,Tel Aviv,9
24763,צומת חולון,32.037572,34.779659,Center,Tel Aviv,9
1359,דרך אהרון/דרך שרה,32.566511,34.956423,North,Periphery,9
11227,צומת אורה,31.757147,35.159936,Jerusalem,Jerusalem,9
23193,הפקולטה לחקלאות,31.905694,34.806199,Center,Tel Aviv,9
23259,בר כוכבא/ליברכט,32.092024,34.885384,Center,Tel Aviv,9
1340,ספרייה/הדגן,32.569477,34.95541,North,Periphery,9
13239,ביה''ח איכילוב/ויצמן,32.080816,34.788879,Center,Tel Aviv,9
48914,רכבת/מסוף ביג,31.774616,34.664572,Center,Periphery,8
13632,המסגר/ריב''ל,32.062018,34.785025,Center,Tel Aviv,8
34492,רמת הגולן/אדום,32.105248,35.198709,Center,Periphery,8
19486,תל חי/סיני,33.204747,35.569361,North,Periphery,8
50229,מבצע קדש/יהודה לייב פינסקר,32.096764,34.882581,Center,Tel Aviv,8
8862,נהר הירקון/נהר הירדן,31.70735,35.0002,Jerusalem,Periphery,8
48898,ביג שער העיר,32.786913,35.029253,North,Haifa,8
24239,בית לוינשטיין/אחוזה,32.184719,34.855067,Center,Tel Aviv,8
21507,הרצל/סוקולוב,31.957388,34.802287,Center,Tel Aviv,8
15255,תחנת רכבת לוד/יוספטל,31.946838,34.879725,Center,Tel Aviv,8
24765,הרצל/שדרות תש''ח,31.955339,34.802324,Center,Tel Aviv,8
11302,מעלה הזיתים,31.772301,35.240996,Jerusalem,Jerusalem,8
13219,שד' רוקח/בכור שטרית,32.107454,34.814433,Center,Tel Aviv,8
4671,אורט יגאל אלון/מעלה יצחק,32.708282,35.334618,North,Periphery,8
37292,תל אביב ההגנה,32.053978,34.784839,Center,Tel Aviv,8
23491,רבי יהודה הנשיא/רבי שמעון בן שטח,32.052813,34.965556,Center,Tel Aviv,8
37338,לוד,31.947694,34.879159,Center,Tel Aviv,8
8947,חטיבת ירושלים/ יצחק קריב,31.775198,35.227051,Jerusalem,Jerusalem,8
22261,ת. רכבת רחובות,31.908551,34.805277,Center,Tel Aviv,8
24722,אנה פרנק/הקוממיות,32.00356,34.75357,Center,Tel Aviv,8
4530,קאנטרי קלאב/שדרות יצחק רבין,32.61504,35.29935,North,Periphery,8
39563,בגין/הרצל,31.520961,34.59331,South,Periphery,8
24243,מוסד חינוכי כפר בתיה/דרך ירושלים,32.188751,34.854732,Center,Tel Aviv,8
51992,מסוף פדואל,32.092746,35.105958,Center,Periphery,8
3431,נווה גנים,32.857868,35.092598,North,Haifa,7
4761,צומת מחנה גדעון,32.513083,35.495006,North,Periphery,7
13187,דבורה הנביאה/ראול ולנברג,32.115126,34.840063,Center,Tel Aviv,7
49329,הרכבת/ראש פינה,32.059633,34.782976,Center,Tel Aviv,7
324,שד. בנימין/שד. ירושלים,32.324201,34.856548,Center,Tel Aviv,7
10356,שדרות גולדה מאיר/בנימין מינץ,31.826368,35.188677,Jerusalem,Jerusalem,7
3228,מת''מ/ההגנה,32.789609,34.962117,North,Haifa,7
12838,אלוף שדה/הירדן,32.059276,34.826633,Center,Tel Aviv,7
8781,משרד המשפטים/צלאח א דין,31.787402,35.229997,Jerusalem,Jerusalem,7
41675,ת. רכבת כרמיאל/רציפים,32.923794,35.29835,North,Periphery,7
12625,ת. מרכזית אילת/שדרות התמרים,29.556369,34.951682,South,Periphery,7
10591,שד. לוי אשכול/שד. יהודה בן זאב,31.743353,34.996499,Jerusalem,Periphery,7
44669,הטוחן/גרניט,32.486134,34.950884,Center,Periphery,7
34493,רמת הגולן/אדום,32.10579,35.199835,Center,Periphery,7
24237,מרכז מסחרי מול הפארק/דרך ירושלים,32.184316,34.85359,Center,Tel Aviv,7
37380,חיפה מרכז,32.822306,34.997177,North,Haifa,7
41045,קאנטרי קלאב/שדרות יואש דובנוב,32.615951,35.299784,North,Periphery,7
37221,מחנה נבטים,31.172342,35.042848,South,Periphery,7
35837,נווה גנים,32.85817,35.091366,North,Haifa,7
22203,מבוא רעות/יפה נוף,31.885412,35.022417,Jerusalem,Periphery,7
44260,זכריה הנביא/אליהו הנביא,31.700647,34.977088,Jerusalem,Periphery,7
44501,שדרות נעמי שמר/אליהו,31.946045,34.841911,Center,Tel Aviv,7
18177,מסעף נחף,32.928028,35.321077,North,Periphery,7
21354,הזית/קרן היסוד,31.926912,34.853889,Center,Tel Aviv,7
47432,הרכבת/המסגר,32.059556,34.783556,Center,Tel Aviv,7
2394,מחלף העמקים/ג'למה,32.723751,35.099955,North,Haifa,6
20997,אל-עומאל אל-ערב/אום קוביי,32.703477,35.288455,North,Periphery,6
262,התרופה/אריה רגב,32.282866,34.862884,Center,Tel Aviv,6
7935,טורקיז/ענבר,31.962056,35.065781,Center,Periphery,6
21186,מרכז מסחרי/שדרות מעלה יצחק,32.718034,35.337673,North,Periphery,6
23299,ת. רכבת קרית אריה,32.105041,34.863442,Center,Tel Aviv,6
7360,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525,Center,Jerusalem,6
8070,פני קדם,31.589904,35.195049,Center,Jerusalem,6
35529,כפר הנשיא,32.974481,35.60356,North,Periphery,6
15826,צומת חמד,32.012415,34.843015,Center,Tel Aviv,6
42785,הרצל/משה הס,32.327269,34.860772,Center,Tel Aviv,6
49772,מנחם בגין/דרך ארץ,31.678681,34.595365,Center,Periphery,6
35356,שער הגלבוע/אתר הסקי,32.552202,35.333503,North,Periphery,6
3549,מחלף עתלית,32.710025,34.950357,North,Haifa,6
35772,רפא''ל,32.860432,35.0872,North,Haifa,6
37376,חוף הכרמל,32.7936,34.957404,North,Haifa,6
15860,רוז'נסקי/משה לוי,31.986113,34.772754,Center,Tel Aviv,6
11865,ירמיהו/הצבי,31.790679,35.202098,Jerusalem,Jerusalem,6
11962,גילת/בטחה,31.332982,34.643427,South,Beer Sheva,6
37804,קניון אושילנד/עתיר ידע,32.166035,34.928573,Center,Tel Aviv,6
12164,דרך הערבה/יותם,29.553942,34.954454,South,Periphery,6
15604,החרושת/מעלה המגדל,32.021376,34.863737,Center,Tel Aviv,6
153,יהודה שטיין/קרן היסוד,31.926545,34.855866,Center,Tel Aviv,6
39097,ביה''ס ראשונים,32.277594,34.894311,Center,Tel Aviv,6
41810,חיים הרצוג/נתן אלתרמן,32.081286,34.980857,Center,Tel Aviv,6
13321,המסגר/לה גווארדייה,32.059809,34.784515,Center,Tel Aviv,6
50065,תרמ''ג/דרך יצחק רבין,31.923357,34.79499,Center,Tel Aviv,6
5017,קניון/שאול עמור,32.678313,35.242546,North,Periphery,6
42807,מחלף העמקים/אלרואי,32.7235,35.101536,North,Haifa,6
5238,דוד אלעזר/לח''י,32.963282,35.489648,North,Periphery,6
10238,שדרות משה דיין/שדרות נווה יעקב,31.836708,35.233878,Jerusalem,Jerusalem,6
28710,בית ספר אבו באכר,31.247417,34.851319,South,Beer Sheva,6
46704,דרך מנחם בגין/דרך הרב שלום איפרגן,31.518208,34.589881,South,Periphery,6
3367,סחרוב,32.790898,34.958675,North,Haifa,6
34172,בסיס עובדה/ש''ג,29.942014,34.956807,South,Periphery,6
43699,אליהו הנביא/שדרות נהר הירקון,31.70661,35.000262,Jerusalem,Periphery,6
5623,צומת צפת דרום/אזור התעשיה,32.96144,35.488363,North,Periphery,6
41293,קרית מוצקין,32.833133,35.07003,North,Haifa,6
34581,'איתמר א,32.175204,35.308726,Center,Periphery,6
18429,מרכז מסחרי/שדרות מעלה יצחק,32.716644,35.337651,North,Periphery,6
35,רשות שדות התעופה/העליה,31.990876,34.8976,Center,Tel Aviv,6
25353,תחנת רכבת קוממיות,32.001109,34.760742,Center,Tel Aviv,5
48974,דרך ארץ/מנחם בגין,31.679296,34.595699,Center,Periphery,5
43324,בר כוכבא/ת.מרכזית פתח תקווה,32.095071,34.885777,Center,Tel Aviv,5
25059,איקאה/היוזמה,31.951151,34.770731,Center,Tel Aviv,5
44055,שדרות דרך ארץ/שדרות ההגשמה,32.458515,35.05648,Center,Periphery,5
42472,קדר,31.747017,35.301774,Center,Jerusalem,5
41913,עמק חפר/עין שוקק,31.647569,34.567825,Center,Periphery,5
42908,דרך ארץ/אשל,32.469251,35.038483,Center,Periphery,5
4339,תל חי/הירדן,33.212637,35.570614,North,Periphery,5
28451,אזור תעשיה רהט,31.393205,34.773816,South,Beer Sheva,5
39840,טבעת דרומית,32.257872,35.004816,Center,Tel Aviv,5
39784,גני טל/כיכר,31.413891,34.570046,South,Periphery,5
28153,בי''ס משען/גיבורי תשכ''ז,31.422039,34.600158,South,Periphery,5
28734,מועצה מקומית,31.199631,34.838426,South,Beer Sheva,5
28799,משה סנה/מנחם בגין,31.778962,34.663846,Center,Periphery,5
2753,מרכז דאליית אל כרמל,32.693534,35.046956,North,Haifa,5
7221,בריכה,32.961041,35.487595,North,Periphery,5
7344,קדושת לוי/הר''ן,31.706087,35.118011,Jerusalem,Jerusalem,5
7392,קדושת לוי/שלום רב,31.705942,35.118101,Jerusalem,Jerusalem,5
50250,אברהם בר/דוד סחרוב,31.98812,34.775305,Center,Tel Aviv,5
26842,מואב/לשם,31.26135,35.228355,South,Periphery,5
26841,מואב/לשם,31.261248,35.227576,South,Periphery,5
35195,מסגד אל רחמה,31.387257,34.758249,South,Beer Sheva,5
37314,באר שבע צפון,31.262089,34.809287,South,Beer Sheva,5
49372,דבורה הנביאה/ראול ולנברג,32.114229,34.841026,Center,Tel Aviv,5
28450,אזור תעשיה רהט,31.393399,34.773933,South,Beer Sheva,5
38161,מחנה ענתות,31.819419,35.276143,Jerusalem,Jerusalem,5
39156,ש.ג בסיס פלמחים,31.928336,34.717561,Center,Tel Aviv,5
39624,שדרות מנחם בגין/הגדוד העיברי,31.791343,34.636819,Center,Periphery,5
10079,המפלצת/טהון,31.761865,35.1725,Jerusalem,Jerusalem,5
34238,מוזיאון המדע/שד' המוזיאונים,31.777826,35.200204,Jerusalem,Jerusalem,5
17046,גן ציבורי/הגפן,32.748731,35.099494,North,Haifa,5
18210,חיילים משוחררים ג,33.016006,35.33616,North,Periphery,5
