stop_id,stop_name,lat,lon,region,metro
3431,נווה גנים,32.857868,35.092598,צפון,חיפה
35837,נווה גנים,32.85817,35.091366,צפון,חיפה
3500,שאגאל/הנרי מטיס,32.801061,35.140025,צפון,חיפה
3514,שאגאל/רנואר,32.802886,35.140823,צפון,חיפה
3515,שאגאל/קדנדינסקי,32.806157,35.140606,צפון,חיפה
35657,שאגאל/דה גויה,32.807874,35.13884,צפון,חיפה
3516,שאגאל/סזאן,32.808574,35.136078,צפון,חיפה
38772,דוכיפת,32.81354,35.140809,צפון,חיפה
38771,דוכיפת/סנונית,32.81474,35.139094,צפון,חיפה
38773,דוכיפת,32.812802,35.1414,צפון,חיפה
38774,מחלף טל,32.809528,35.136376,צפון,חיפה
3709,שאגאל/סרה,32.808513,35.136786,צפון,חיפה
35658,שאגאל/דגה,32.807649,35.138998,צפון,חיפה
3518,שאגאל/קנדינסקי,32.805472,35.140752,צפון,חיפה
3499,שאגאל/פיקסו,32.801778,35.140572,צפון,חיפה
3513,שאגאל/ואן גוך,32.800734,35.138874,צפון,חיפה
3302,הרר/האורן,32.798225,35.136404,צפון,חיפה
50229,מבצע קדש/יהודה לייב פינסקר,32.096764,34.882581,מרכז,תל אביב
12164,דרך הערבה/יותם,29.553942,34.954454,דרום,פריפריה
21321,כביש 44/דרך חיים הרצוג,31.973523,34.840538,מרכז,תל אביב
1359,דרך אהרון/דרך שרה,32.566511,34.956423,צפון,פריפריה
1340,ספרייה/הדגן,32.569477,34.95541,צפון,פריפריה
16940,צומת זכרון יעקב/כביש 4,32.571108,34.937372,צפון,פריפריה
5266,גן העיר/הגליל,32.787223,35.539636,צפון,פריפריה
34304,לשם/הברקת,32.78565,35.466494,צפון,פריפריה
41341,האופה/שדרות המקצועות,31.888199,34.965056,ירושלים,תל אביב
1542,הרימון/רויטל,32.519883,35.009102,צפון,פריפריה
40551,ביר באקה/אלמליאת,32.412525,35.041796,מרכז,פריפריה
359,הרצל/בנימין מינץ,32.326176,34.863338,מרכז,תל אביב
17225,מרכז רפואי שהם/דרך הנדיב,32.48604,34.9704,מרכז,פריפריה
1248,דרך העצמאות/הנביאים,32.520151,34.940139,צפון,פריפריה
36119,דרך ניל''י/ההגנה,32.521485,34.942256,צפון,פריפריה
36078,חרצית/האשל,32.52387,34.942914,צפון,פריפריה
36072,חבצלת/הארז,32.527087,34.939577,צפון,פריפריה
36073,דרך העצמאות/נורית,32.527177,34.935407,צפון,פריפריה
22633,שדה תעופה בן גוריון/טרמינל 1,31.994437,34.896552,מרכז,תל אביב
43374,המשנה,31.780039,34.660266,מרכז,פריפריה
11962,גילת/בטחה,31.332982,34.643427,דרום,באר שבע
42618,התן/השופר,31.859513,35.157944,ירושלים,ירושלים
43630,התן/הלביא,31.861131,35.154857,ירושלים,ירושלים
43628,התן/חי בר,31.862374,35.152272,ירושלים,ירושלים
395,הגפן/השקד,32.351844,34.862521,מרכז,פריפריה
396,הגפן/השקד,32.3519,34.862727,מרכז,פריפריה
8399,תחנת דלק/כוכב יעקב,31.872953,35.260453,ירושלים,ירושלים
8302,שדרות אדם/437,31.853,35.266306,ירושלים,ירושלים
25968,אלי כהן/יצחק בן צבי,31.668214,34.572132,מרכז,פריפריה
25938,בן גוריון/נאות אשקלון,31.661191,34.577653,מרכז,פריפריה
23193,הפקולטה לחקלאות,31.905694,34.806199,מרכז,תל אביב
50065,תרמ''ג/דרך יצחק רבין,31.923357,34.79499,מרכז,תל אביב
11441,אשר וינר/דרך חברון,31.744254,35.216682,ירושלים,ירושלים
11448,מסוף חומת שמואל/אליהו קורן,31.719727,35.221274,ירושלים,ירושלים
10628,ככר השבת/שטראוס,31.787193,35.218668,ירושלים,ירושלים
19581,צומת אחיהוד,32.911913,35.167244,צפון,חיפה
41796,ת. רכבת אחיהוד/רציפים,32.911279,35.174612,צפון,חיפה
18177,מסעף נחף,32.928028,35.321077,צפון,פריפריה
15782,בית עלמין,31.859361,34.739002,מרכז,תל אביב
16237,מד''א/המכבים,32.096558,34.887575,מרכז,תל אביב
28799,משה סנה/מנחם בגין,31.778962,34.663846,מרכז,פריפריה
13737,הרב הרצוג/בבלי,32.095304,34.798421,מרכז,תל אביב
13753,בבלי/הכנסת הגדולה,32.09712,34.798081,מרכז,תל אביב
13754,הרב קוסובסקי/בבלי,32.098062,34.797904,מרכז,תל אביב
13941,הרב קוסובסקי/שטיינמן,32.098737,34.80028,מרכז,תל אביב
