k_samples,lcc_nodes,sampling_fraction,spearman_all_nodes,spearman_both_positive,top10_overlap,top50_overlap,p90_flag_jaccard,p90_flagged_seed_a,p90_flagged_seed_b
300,30237,0.009921619208254788,0.9564,0.9416,0.9,0.84,0.5296,3024,3024
