trans_id,lang,translation
רובע ח',HE,רובע ח'
רובע ט שד.ירושלים 34,HE,רובע ט שד.ירושלים 34
רובע ט"ו,AR,حي ط"و
רובע ט"ו,EN,Tet Vav Quarter
רובע ט"ו,HE,רובע ט"ו
רובע ט"ז,AR,حي ط"ز
רובע ט"ז,EN,Quarter Tet Zayin
רובע ט"ז,HE,רובע ט"ז
רובע טו,AR,حي ط.و.
רובע טו,EN,Quarter Tet Vav
רובע טו,HE,רובע טו
רובע יא,AR,حي ي.أ.
רובע יא,EN,Quarter Yod Alef
רובע יא,HE,רובע יא
רובע יב,AR,حي ي.ب.
רובע יב,EN,Quarter Yod Bet
רובע יב,HE,רובע יב
רובע יג,AR,حي ي.ج.
רובע יג,EN,Quarter Yod Gimel
רובע יג,HE,רובע יג
רובע יג שאול המלך מול230,HE,רובע יג שאול המלך מול230
רובע יזרעאל/אודם,AR,روڤع يزراعيل/أودم
רובע יזרעאל/אודם,EN,Yizrael Quarter/Odem
רובע יזרעאל/אודם,HE,רובע יזרעאל/אודם
רובע יזרעאל/ספיר,AR,روڤع يزراعيل/سبير
רובע יזרעאל/ספיר,EN,Yizrael Quarter/Sapir
רובע יזרעאל/ספיר,HE,רובע יזרעאל/ספיר
רובע יזרעאל/תרשיש,AR,روڤع يزراعيل/ترشيش
רובע יזרעאל/תרשיש,EN,Yizrael Quarter/Tarshish
רובע יזרעאל/תרשיש,HE,רובע יזרעאל/תרשיש
רוברט סולד/אהבת ציון,AR,روبِرت سولد/أهَڤَت تسيون
רוברט סולד/אהבת ציון,EN,Robert Sold/Ahavat Tsiyon
רוברט סולד/אהבת ציון,HE,רוברט סולד/אהבת ציון
רוברטו בקי,HE,רוברטו בקי
רוגוזין / חיים משה שפירא,AR,روچوزين/حاييم موشيه شفيرا
רוגוזין / חיים משה שפירא,EN,Rogozin/Haim Moshe Shapira
רוגוזין / חיים משה שפירא,HE,רוגוזין / חיים משה שפירא
רוגוזין/אלמוגים,HE,רוגוזין/אלמוגים
רוגוזין/אריה בן אליעזר,AR,روچوزن/ب إلعيزر
רוגוזין/אריה בן אליעזר,EN,Rogozin/Ari'e Ben Eli'ezer
רוגוזין/אריה בן אליעזר,HE,רוגוזין/אריה בן אליעזר
רוגוזין/האלמוגים,AR,روچوزين/ هألموچيم
רוגוזין/האלמוגים,EN,Rogozin/Ha'Almogim
רוגוזין/האלמוגים,HE,רוגוזין/האלמוגים
רוגוזין/חיים משה שפירא,AR,روچوزين/ حاييم موشيه شفيرا
רוגוזין/חיים משה שפירא,EN,Rogozin/Haim Moshe Shapira
רוגוזין/חיים משה שפירא,HE,רוגוזין/חיים משה שפירא
רוגוזין/יצחק הנשיא,AR,روچوزين/يتسحاك هَنسي
רוגוזין/יצחק הנשיא,EN,Rogozin/Yitshak HaNassi
רוגוזין/יצחק הנשיא,HE,רוגוזין/יצחק הנשיא
רוגוזין/שד.משה דיין,AR,روچوزين/جادة موشيه ديّان
רוגוזין/שד.משה דיין,EN,Rogozin/Moshe Dayan Blvd
רוגוזין/שד.משה דיין,HE,רוגוזין/שד.משה דיין
רוגיב,AR,روجيب
רוגיב,EN,Rujeib
רוגיב,HE,רוגיב
רודד/ארנון,AR,رودِد/أرنون
רודד/ארנון,EN,Roded/Arnon
רודד/ארנון,HE,רודד/ארנון
רודד/ברנע,AR,رودِد/برنع
רודד/ברנע,EN,Roded/Barne'a
רודד/ברנע,HE,רודד/ברנע
רודד/גשרון,AR,رودِد/چشرون
רודד/גשרון,EN,Roded/Gishron
רודד/גשרון,HE,רודד/גשרון
רודד/שדרות התמרים,AR,رودِد/جادة هَتمَريم
רודד/שדרות התמרים,EN,Roded/HaTmarim Boulevard
רודד/שדרות התמרים,HE,רודד/שדרות התמרים
רודנסקי/פינקרפלד,AR,رودنسكي/بينكرفيلد
רודנסקי/פינקרפלד,EN,Rodenski/Pinkerfield
רודנסקי/פינקרפלד,HE,רודנסקי/פינקרפלד
רווחה,AR,رِڨحا
רווחה,EN,Revaha
רווחה,HE,רווחה
'רווחה א,AR,رِڤَحا أ‘
'רווחה א,EN,Revaha A
'רווחה א,HE,'רווחה א
'רווחה ב,AR,رِڤَحا ب‘
'רווחה ב,EN,Revaha B
'רווחה ב,HE,'רווחה ב
רווחה ג,AR,رڤحا ج
רווחה ג,EN,Revaha Gimel
רווחה ג,HE,רווחה ג
רווחה ד,AR,رڤحا د
רווחה ד,EN,Revaha D
רווחה ד,HE,רווחה ד
רווחה/3535,AR,رڤحا/3535
רווחה/3535,EN,Revaha/3535
רווחה/3535,HE,רווחה/3535
רווחה/מגרש ספורט,AR,رڤحا/ملعب رياضة
רווחה/מגרש ספורט,EN,Revaha/Sports Ground
רווחה/מגרש ספורט,HE,רווחה/מגרש ספורט
רוויה,AR,ريڤاياه
רוויה,EN,Revaya
רוויה,HE,רוויה
רוז'ין/ הטוב והמטיב,AR,روزين/هتوڤ وهمتيڤ
רוז'ין/ הטוב והמטיב,EN,Rozin/HaTov VeHaMetiv
רוז'ין/ הטוב והמטיב,HE,רוז'ין/ הטוב והמטיב
רוזמרין/בית צפפא,AR,روزمارين/بيت صفافا
רוזמרין/בית צפפא,EN,Rosemarin/Bet Safafa
רוזמרין/בית צפפא,HE,רוזמרין/בית צפפא
רוזמרין/דפנה,AR,روزمرين/دافنا
רוזמרין/דפנה,EN,Rosmarin/Dafna
רוזמרין/דפנה,HE,רוזמרין/דפנה
רוזמרין/דרך המרווה,AR,روزمَرين/طريق همَرڤا
רוזמרין/דרך המרווה,EN,Rozmarin/HaMarva Road
רוזמרין/דרך המרווה,HE,רוזמרין/דרך המרווה
רוזמרין/לבונה,AR,روزمَرين/لڤونا
רוזמרין/לבונה,EN,Rozmarin/Levona
רוזמרין/לבונה,HE,רוזמרין/לבונה
רוזמרין/לימונית,AR,روزمرين/ليمونيت
רוזמרין/לימונית,EN,Rosmarin/Limonit
רוזמרין/לימונית,HE,רוזמרין/לימונית
רוזמרין/קורנית,AR,روزمرين/كورنيت
רוזמרין/קורנית,EN,Rosmarin/Kornit
רוזמרין/קורנית,HE,רוזמרין/קורנית
רוזן 30 הדר יוסף,AR,روزين 30 هَدار يوسف
רוזן 30 הדר יוסף,EN,Rozen 30 Hadar Yossef
רוזן 30 הדר יוסף,HE,רוזן 30 הדר יוסף
רוזן 72 ביחר.כיתן,AR,روزين 72 بيت حَروشِت كيتان
רוזן 72 ביחר.כיתן,EN,Rozen 72 Bhr. Kitan
רוזן 72 ביחר.כיתן,HE,רוזן 72 ביחר.כיתן
רוזן פנחס,HE,רוזן פנחס
רוזן רכבת צמפיון,HE,רוזן רכבת צמפיון
רוזנבלום / רבניצקי,AR,روزنبلوم/رَڤنيتسكي
רוזנבלום / רבניצקי,EN,Rosenblum/Ravnitski
רוזנבלום / רבניצקי,HE,רוזנבלום / רבניצקי
רוזנטל,AR,روزِنتال
רוזנטל,EN,Rosenthal
רוזנטל,HE,רוזנטל
רוזנטל/כנפי נשרים,AR,روزِنتال/ كنَفي نشَريم
רוזנטל/כנפי נשרים,EN,Rosenthal/Kanfe Nesharim
רוזנטל/כנפי נשרים,HE,רוזנטל/כנפי נשרים
רוזנטל/שאולזון,AR,روزِنتال/شؤولزون
רוזנטל/שאולזון,EN,Rosenthal/Sha'ulson
רוזנטל/שאולזון,HE,רוזנטל/שאולזון
רוזנסקי 11,HE,רוזנסקי 11
רוזנסקי/אצל,AR,روزنسكي/إتسل
רוזנסקי/אצל,EN,Rojanski/Etz'el
רוזנסקי/אצל,HE,רוזנסקי/אצל
רוזנסקי/בית המשפט,AR,روجنسكي/محكمة
רוזנסקי/בית המשפט,EN,Rozanski/Court House
רוזנסקי/בית המשפט,HE,רוזנסקי/בית המשפט
רוז'נסקי/דוד רזיאל,AR,روجنسكي/دڤيد رزيئيل
רוז'נסקי/דוד רזיאל,EN,Rojanski/David Razi'el
רוז'נסקי/דוד רזיאל,HE,רוז'נסקי/דוד רזיאל
רוזנסקי/דרך יבנה,AR,روجنسكي/ديريخ يَفْني
רוזנסקי/דרך יבנה,EN,Rozanski/Yavne Road
רוזנסקי/דרך יבנה,HE,רוזנסקי/דרך יבנה
רוז'נסקי/משה לוי,AR,روجنسكي/موشيه ليڤي
רוז'נסקי/משה לוי,EN,Rojanski/Moshe Levi
רוז'נסקי/משה לוי,HE,רוז'נסקי/משה לוי
רוזנסקי/רמז,AR,روزنسكي/ريمز
רוזנסקי/רמז,EN,Rozanski/Remez
רוזנסקי/רמז,HE,רוזנסקי/רמז
רוח מדבר,AR,رووَح هَمِدبار
רוח מדבר,EN,Ru'ah Midbar
רוח מדבר,HE,רוח מדבר
רוחמה,AR,رُحاما
רוחמה,EN,Ruhama
רוחמה,HE,רוחמה
רוחמה  שער,HE,רוחמה  שער
רוחמה/יציאה,AR,روحَما/مخرج
רוחמה/יציאה,EN,Ruhama/Exit
רוחמה/יציאה,HE,רוחמה/יציאה
רוחמה/מרכז הקיבוץ,AR,روحَما/مركز الكيبوتس
רוחמה/מרכז הקיבוץ,EN,Ruhama/Merkaz HaKibbutz
רוחמה/מרכז הקיבוץ,HE,רוחמה/מרכז הקיבוץ
רוטנברג\נורדאו,AR,روتينبرچ/نوردو
רוטנברג\נורדאו,EN,Rutenberg/Nordau
רוטנברג\נורדאו,HE,רוטנברג\נורדאו
רוטשילד,AR,روتشيلد
רוטשילד,EN,Rothschild
רוטשילד,HE,רוטשילד
רוטשילד / פרנקפורטר,AR,روتشيلد/فرَنكفورتر
רוטשילד / פרנקפורטר,EN,Rothschild/Frankfurter
רוטשילד / פרנקפורטר,HE,רוטשילד / פרנקפורטר
רוטשילד / רמז,AR,روتشيلد/ريمِز
רוטשילד / רמז,EN,Rothschild/Remez
רוטשילד / רמז,HE,רוטשילד / רמז
רוטשילד 110,HE,רוטשילד 110
רוטשילד 117,HE,רוטשילד 117
רוטשילד 129,HE,רוטשילד 129
רוטשילד 48,HE,רוטשילד 48
רוטשילד 79,AR,روتشيلد 79
רוטשילד 79,EN,Rothschild 79
רוטשילד 79,HE,רוטשילד 79
רוטשילד 84,HE,רוטשילד 84
רוטשילד 87,HE,רוטשילד 87
רוטשילד שטח ירו,HE,רוטשילד שטח ירו
רוטשילד/אבא אחימאיר,AR,روتشيلد/ آبا أحيمئير
רוטשילד/אבא אחימאיר,EN,Rothschild/Abba Ahimeir
רוטשילד/אבא אחימאיר,HE,רוטשילד/אבא אחימאיר
רוטשילד/איריס,AR,روتشيلد/إيريس
רוטשילד/איריס,EN,Rothschild/Iris
רוטשילד/איריס,HE,רוטשילד/איריס
רוטשילד/אלנבי,AR,روتشيلد/ألنبي
רוטשילד/אלנבי,EN,Rothschild/Allenby
רוטשילד/אלנבי,HE,רוטשילד/אלנבי
רוטשילד/אלתר מיהוד,AR,روتشيلد/إلتار ميهود
רוטשילד/אלתר מיהוד,EN,Rothschild/Alter Miyehud
רוטשילד/אלתר מיהוד,HE,רוטשילד/אלתר מיהוד
רוטשילד/ביל"ו,AR,روتشيلد/بيلو
רוטשילד/ביל"ו,EN,Rothschild/Bilu
רוטשילד/ביל"ו,HE,רוטשילד/ביל"ו
רוטשילד/בלפור,AR,روتشيلد/بلفور
רוטשילד/בלפור,EN,Rothschild/Balfour
רוטשילד/בלפור,HE,רוטשילד/בלפור
רוטשילד/בן גוריון,AR,روتشيلد/بن چوريون
רוטשילד/בן גוריון,EN,Rothschild/Ben Gurion
רוטשילד/בן גוריון,HE,רוטשילד/בן גוריון
רוטשילד/גד מכנס,AR,روتشيلد/چاد مخنس
רוטשילד/גד מכנס,EN,Rothschild/Gad Makhnes
רוטשילד/גד מכנס,HE,רוטשילד/גד מכנס
רוטשילד/גורדון,AR,روتشيلد/چوردون
רוטשילד/גורדון,EN,Rothschild/Gordon
רוטשילד/גורדון,HE,רוטשילד/גורדון
רוטשילד/דב הוז,AR,روتشيلد/ دوڤ هوز
רוטשילד/דב הוז,EN,Rothschild/Dov Hoz
רוטשילד/דב הוז,HE,רוטשילד/דב הוז
רוטשילד/דרך בן גוריון,AR,روتشيلد/طريق بن چوريون
רוטשילד/דרך בן גוריון,EN,Rothschild/Ben Gurion Road
רוטשילד/דרך בן גוריון,HE,רוטשילד/דרך בן גוריון
רוטשילד/דרך חברון,AR,روتشيلد/ طريق حيفرون
רוטשילד/דרך חברון,EN,Rothschild/Hevron Road
רוטשילד/דרך חברון,HE,רוטשילד/דרך חברון
רוטשילד/הגורן,AR,روتشيلد/هچورن
רוטשילד/הגורן,EN,Rothschild/HaGoren
רוטשילד/הגורן,HE,רוטשילד/הגורן
רוטשילד/הכרמל,AR,روتشيلد/هَكرميل
רוטשילד/הכרמל,EN,Rothschild/Hacarmel
רוטשילד/הכרמל,HE,רוטשילד/הכרמל
רוטשילד/הלזנר,AR,روتشيلد/هلزنِر
רוטשילד/הלזנר,EN,Rothschild/Helzner
רוטשילד/הלזנר,HE,רוטשילד/הלזנר
רוטשילד/המגדל,AR,روتشيلد/همِچدال
רוטשילד/המגדל,EN,Rothschild/HaMigdal
רוטשילד/המגדל,HE,רוטשילד/המגדל
רוטשילד/המייסדים,HE,רוטשילד/המייסדים
רוטשילד/הרב אילוביצקי,AR,روتشيلد/هراڤ إيلوڤيتسكي
רוטשילד/הרב אילוביצקי,EN,Rothschild/HaRav Ilovitzki
רוטשילד/הרב אילוביצקי,HE,רוטשילד/הרב אילוביצקי
רוטשילד/הרב זינגר,AR,روتشيلد/هراڤ زينچر
רוטשילד/הרב זינגר,EN,Rothschild/HaRav Zinger
רוטשילד/הרב זינגר,HE,רוטשילד/הרב זינגר
רוטשילד/הרימון,AR,روتشيلد/هريمون
רוטשילד/הרימון,EN,Rothschild/HaRimon
רוטשילד/הרימון,HE,רוטשילד/הרימון
רוטשילד/הרצל,AR,روتشيلد/هرتسل
רוטשילד/הרצל,EN,Rothschild/Herzl
רוטשילד/הרצל,HE,רוטשילד/הרצל
רוטשילד/השדה,AR,روتشيلد/هسديه
רוטשילד/השדה,EN,Rothschild/HaSade
רוטשילד/השדה,HE,רוטשילד/השדה
רוטשילד/השקד,AR,روتشيلد/ هشَكيد
רוטשילד/השקד,EN,Rothschild/HaShaked
רוטשילד/השקד,HE,רוטשילד/השקד
רוטשילד/התקווה,AR,روتشيلد/ هتكڤا
רוטשילד/התקווה,EN,Rothschild/HaTikva
רוטשילד/התקווה,HE,רוטשילד/התקווה
רוטשילד/וייצברד,AR,روتشيلد/ڤايتسبيرد
רוטשילד/וייצברד,EN,Rothschild/Weisbard
רוטשילד/וייצברד,HE,רוטשילד/וייצברד
רוטשילד/ויצמן,AR,روتشيلد/ڤايتسمان
רוטשילד/ויצמן,EN,Rothschild/Weizmann
רוטשילד/ויצמן,HE,רוטשילד/ויצמן
רוטשילד/זבוטינסקי,AR,روتشيلد/جابوتنسكي
רוטשילד/זבוטינסקי,EN,Rothschild/Jabotinsky
רוטשילד/זבוטינסקי,HE,רוטשילד/זבוטינסקי
רוטשילד/ז'בוטינסקי,AR,روتشيلد/جابوتينسكي
רוטשילד/ז'בוטינסקי,EN,Rothschild/Jabotinsky
רוטשילד/ז'בוטינסקי,HE,רוטשילד/ז'בוטינסקי
רוטשילד/זמיר,AR,روتشيلد/زمير
רוטשילד/זמיר,EN,Rothschild/Zamir
רוטשילד/זמיר,HE,רוטשילד/זמיר
רוטשילד/חוף הזהב,AR,روتشيلد/خوف هزهف
רוטשילד/חוף הזהב,EN,Rothschild/Hof HaZahav
רוטשילד/חוף הזהב,HE,רוטשילד/חוף הזהב
רוטשילד/חיים יחי,HE,רוטשילד/חיים יחי
רוטשילד/חיים יחיל,AR,روتشيلد/حاييم ياحيل
רוטשילד/חיים יחיל,EN,Rothschild/Khayim Yakhil
רוטשילד/חיים יחיל,HE,רוטשילד/חיים יחיל
רוטשילד/יהוד,AR,روتشيلد/ يهود
רוטשילד/יהוד,EN,Rothschild/Yehud
רוטשילד/יהוד,HE,רוטשילד/יהוד
רוטשילד/יהלום,AR,روتشيلد/يهلوم
רוטשילד/יהלום,EN,Rothschild/Yahalom
רוטשילד/יהלום,HE,רוטשילד/יהלום
רוטשילד/מוצקין,AR,روتشيلد/موتسكين
רוטשילד/מוצקין,EN,Rothschild/Motzkin
רוטשילד/מוצקין,HE,רוטשילד/מוצקין
רוטשילד/מנחם ציוני,AR,روتشيلد/مناحم تسيوني
רוטשילד/מנחם ציוני,EN,Rothschild/Menachem Tzioni
רוטשילד/מנחם ציוני,HE,רוטשילד/מנחם ציוני
רוטשילד/נאות גולף,AR,روتشيلد/ ناؤوت جولف
רוטשילד/נאות גולף,EN,Rothschild/Neot Golf
רוטשילד/נאות גולף,HE,רוטשילד/נאות גולף
רוטשילד/נתיב השירות,AR,روتشيلد/نتيڤ هَشيروت
רוטשילד/נתיב השירות,EN,Rothschild/Netiv HaShayarot
רוטשילד/נתיב השירות,HE,רוטשילד/נתיב השירות
רוטשילד/סנפיר,AR,روتشيلد/سنبير
רוטשילד/סנפיר,EN,Rothschild/Snapir
רוטשילד/סנפיר,HE,רוטשילד/סנפיר
רוטשילד/פיארברג,AR,روتشيلد/فياربيرچ
רוטשילד/פיארברג,EN,Rothschild/Fiarberg
רוטשילד/פיארברג,HE,רוטשילד/פיארברג
רוטשילד/צהל,AR,روتشيلد/تساهل
רוטשילד/צהל,EN,Rothschild/Tsahal
רוטשילד/צהל,HE,רוטשילד/צהל
רוטשילד/קק"ל,AR,روتشيلد/ كك"ل
רוטשילד/קק"ל,EN,Rothschild/K.K.L.
רוטשילד/קק"ל,HE,רוטשילד/קק"ל
רוטשילד/רמז,AR,روتشيلد/ريمِز
רוטשילד/רמז,EN,Rothschild/Remez
רוטשילד/רמז,HE,רוטשילד/רמז
רוטשילד/שדרות בן גוריון,HE,רוטשילד/שדרות בן גוריון
רוטשילד/שדרות העצמאות,AR,روتشيلد/جادة هعتسمؤوت
רוטשילד/שדרות העצמאות,EN,Rothschild/HaAtzmaut Boulevard
רוטשילד/שדרות העצמאות,HE,רוטשילד/שדרות העצמאות
רוטשילד/שדרות שז"ר,AR,روتشيلد/جادة شز"ر
רוטשילד/שדרות שז"ר,EN,Rothschild/Shazar Boulevard
רוטשילד/שדרות שז"ר,HE,רוטשילד/שדרות שז"ר
רוטשילד/שכונת העדי א,AR,روتشيلد/حي هَعدي أ‘
רוטשילד/שכונת העדי א,EN,Rothschild/Ha'Adi Quarter A
רוטשילד/שכונת העדי א,HE,רוטשילד/שכונת העדי א
