fare_id,route_id,origin_id,destination_id,contains_id
201,,13401,14345,
201,,38453,35815,
204,,55043,20269,
204,,20848,73,
205,,54418,20142,
201,,43265,42368,
202,,116,60288,
202,,39222,21188,
204,,1330,26554,
204,,14217,229,
204,,38302,10373,
201,,12541,11892,
201,,35861,31814,
201,,50158,2332,
202,,992,60225,
202,,15000,12084,
202,,13937,13902,
202,,16042,16259,
202,,32270,63189,
204,,1447,20055,
201,,1601,61049,
201,,19992,15439,
201,,20139,20289,
201,,37019,22919,
201,,37058,21402,
201,,63981,60290,
202,,34490,60403,
202,,41790,53707,
202,,53297,50628,
202,,56155,55523,
201,,11001,31085,
201,,50717,59358,
201,,57451,58228,
202,,30758,46129,
202,,50422,52272,
202,,40839,43586,
202,,54053,42460,
202,,52461,54246,
202,,58009,54151,
204,,16143,15635,
201,,54575,52181,
201,,54243,54714,
202,,31947,26757,
202,,56220,51451,
202,,47978,55320,
205,,51238,660,
201,,26583,28500,
201,,21281,35126,
201,,47186,40468,
201,,55201,55600,
202,,51251,54187,
202,,55045,43096,
204,,19988,21609,
221,,19810,10255,
201,,35139,36539,
202,,33911,15128,
202,,53821,52485,
204,,43137,59007,
204,,30769,42647,
204,,57188,64004,
201,,35547,30078,
201,,54132,2644,
201,,61362,61013,
201,,57126,59038,
202,,638,5191,
202,,14100,61199,
202,,37017,63328,
204,,41249,60314,
201,,23034,21587,
201,,46983,46966,
201,,52078,41607,
201,,57290,52030,
202,,15552,15693,
202,,20388,37281,
202,,23012,34201,
202,,37105,40247,
202,,63292,21165,
201,,15218,10603,
201,,33116,33501,
201,,43024,40916,
202,,55418,46103,
201,,11252,19653,
201,,800,61342,
201,,2665,40818,
201,,31261,37622,
201,,31380,37326,
201,,42723,43720,
202,,21385,63429,
202,,33846,1996,
202,,51057,58115,
202,,41484,50029,
204,,15367,10351,
204,,57126,42933,
201,,65342,60828,
202,,14538,13667,
202,,20162,31280,
202,,23014,43905,
202,,15374,11347,
202,,25071,30703,
201,,5370,1693,
201,,35161,61349,
201,,50513,50825,
201,,55413,57072,
201,,58850,43054,
201,,60662,63917,
201,,15576,15605,
201,,22273,32569,
201,,42505,40381,
201,,46134,49990,
201,,55068,55071,
202,,10220,15389,
202,,56736,47915,
204,,13108,60279,
204,,15518,18396,
201,,31263,31265,
201,,63099,63167,
202,,20089,60294,
202,,18225,15423,
201,,14331,14379,
201,,16280,10894,
201,,21107,36267,
201,,32072,37052,
201,,38967,39851,
201,,36324,35386,
201,,54147,54996,
202,,31857,21423,
202,,50050,56979,
202,,46181,40965,
201,,5153,914,
201,,63219,61290,
202,,63575,61027,
201,,1331,607,
201,,938,5980,
201,,14409,10747,
201,,19362,31014,
201,,54902,56799,
202,,35095,21244,
202,,54318,57116,
201,,26241,21487,
201,,31752,36867,
201,,63231,61374,
202,,1460,60213,
202,,15554,15569,
202,,27063,63300,
202,,40554,58609,
202,,53573,57080,
204,,19293,19116,
204,,41844,60268,
201,,12284,19170,
201,,20050,20471,
201,,26727,20725,
202,,2982,1340,
202,,26898,36970,
201,,579,665,
201,,31954,36601,
201,,36769,30761,
202,,659,60021,
202,,11040,20655,
202,,32271,32002,
202,,39174,46189,
202,,50363,50824,
202,,57003,54129,
204,,41705,60288,
201,,10346,19807,
201,,37091,33440,
201,,38511,35249,
202,,163,61539,
202,,58065,57986,
204,,52934,30009,
204,,55447,22972,
201,,12073,12081,
201,,16214,15446,
201,,43270,41640,
201,,36598,28638,
201,,36611,37053,
201,,36612,26703,
202,,1720,645,
202,,21161,30365,
202,,40752,26646,
201,,2566,61350,
201,,38129,35570,
201,,36472,36919,
204,,10536,5353,
201,,40222,40533,
202,,15367,16180,
202,,32602,65260,
202,,51573,43015,
201,,32447,35568,
201,,36367,36400,
201,,43684,42698,
201,,58366,58367,
202,,35672,20330,
202,,60523,65232,
201,,11219,15987,
201,,6008,61278,
201,,1712,1713,
201,,35378,38466,
201,,50480,50547,
201,,60068,60071,
202,,26544,60300,
202,,30769,63241,
201,,14128,14094,
201,,31320,31777,
201,,40267,40450,
201,,52067,50261,
201,,50177,51823,
202,,16153,13942,
202,,10856,15354,
202,,43718,54188,
204,,31327,63254,
201,,26257,35815,
201,,52159,50773,
201,,52965,50504,
201,,59701,50731,
202,,13827,10188,
202,,35904,60374,
204,,52665,55533,
201,,25943,36135,
201,,54202,50051,
202,,5482,13402,
202,,10694,10478,
201,,56547,56545,
204,,20163,1243,
204,,55213,53496,
201,,16418,10056,
201,,35568,35538,
202,,30302,32409,
202,,41711,46100,
201,,36098,25890,
201,,52044,52183,
201,,61085,60236,
202,,35739,20690,
202,,52617,50193,
202,,54414,56509,
201,,12816,15412,
201,,27108,37017,
201,,39170,39834,
201,,52797,58062,
201,,54246,57002,
202,,20163,61312,
202,,35566,34065,
202,,57014,51435,
204,,40461,25867,
204,,20277,43491,
201,,32588,32616,
201,,32254,32257,
201,,38080,26883,
201,,61034,63179,
202,,15364,12086,
202,,42985,50363,
204,,15225,19566,
201,,20697,26790,
201,,16033,19241,
201,,33195,33448,
201,,52116,55488,
201,,52379,52092,
201,,52423,57893,
201,,53662,50562,
202,,35526,60293,
204,,55069,25937,
201,,32117,36046,
201,,42626,2666,
201,,50469,50599,
201,,52744,57366,
201,,57007,54334,
201,,60046,5187,
201,,63173,65288,
202,,13992,18454,
202,,40293,51377,
205,,2007,51070,
201,,21472,38129,
201,,55975,59229,
201,,5388,5361,
201,,33432,25146,
201,,51243,53441,
202,,20142,31296,
202,,61314,3162,
204,,2255,32253,
204,,51240,40410,
204,,39275,63974,
201,,13326,10141,
201,,11602,14092,
201,,30834,39221,
201,,33312,36053,
201,,33924,32156,
201,,57372,54156,
201,,54224,54168,
201,,58045,55414,
202,,16476,14434,
202,,50655,59419,
201,,11908,15000,
201,,15594,14537,
201,,36207,36320,
201,,59124,59097,
202,,13452,15530,
204,,15551,13659,
201,,30771,38172,
202,,647,33445,
202,,37853,43833,
202,,57134,56947,
204,,15519,15657,
204,,43779,20753,
201,,50440,59102,
201,,53227,53170,
201,,60788,10687,
202,,14154,15403,
202,,34017,27997,
204,,15555,31259,
222,,13718,12153,
201,,11565,11568,
201,,34850,37015,
201,,36057,36043,
201,,46016,43512,
204,,26402,5549,
201,,21484,26724,
201,,37793,35094,
202,,51484,58471,
204,,10836,11324,
205,,51437,20349,
201,,15349,13667,
201,,35484,36198,
201,,47186,40324,
202,,3374,60257,
202,,20089,60301,
201,,59953,59142,
202,,63480,151,
201,,13094,31075,
201,,21270,36097,
201,,43715,47915,
201,,52258,54264,
201,,52729,56749,
201,,61483,63361,
202,,31555,35275,
204,,13475,12355,
201,,30404,39166,
201,,40730,47140,
201,,54515,59301,
202,,30816,13322,
202,,20754,12019,
204,,51444,56695,
201,,31349,34583,
201,,39608,31411,
201,,40510,40246,
201,,59050,58146,
202,,15354,31261,
202,,34017,25485,
202,,50644,57467,
202,,55333,52485,
204,,55416,40752,
201,,13747,11143,
201,,20050,37927,
201,,55625,57105,
201,,56241,58455,
201,,59025,52381,
202,,5315,60281,
202,,31245,32188,
202,,51647,43024,
202,,63977,39590,
204,,2003,27997,
204,,41694,56944,
201,,32051,19987,
201,,39670,32653,
202,,30851,35558,
202,,38958,20643,
201,,21609,21750,
201,,42278,41524,
201,,59228,59231,
201,12408,,,
201,,61277,60045,
202,,43088,54204,
202,,51623,55045,
202,,52697,43008,
202,,60249,374,
204,,51015,42624,
202,,56155,60516,
202,,58007,54483,
202,,63197,20207,
201,,32198,33008,
201,,32466,31114,
201,,41483,50818,
201,,60151,60152,
202,,14935,13086,
202,,21280,39163,
204,,24068,55496,
201,,33546,31329,
201,,34219,34208,
201,,39705,20348,
202,,176,60293,
202,,15401,15207,
202,,59030,55661,
204,,52808,60424,
201,,12296,38500,
201,,26802,20750,
201,,32620,38585,
201,,41163,42392,
201,,40561,43897,
201,,58020,57001,
202,,46176,34238,
202,,65135,38522,
201,,31108,31453,
201,,40973,41072,
201,,37060,25978,
201,,41694,40479,
201,,56771,56772,
201,,57985,55262,
202,,55385,41185,
202,,60203,115,
205,,51102,65232,
201,,50644,50628,
201,,54204,59246,
202,,1456,65162,
202,,40582,34890,
202,,58795,58120,
204,,11812,61190,
201,,30167,33176,
201,,26908,27125,
201,,54319,52952,
201,,60026,65422,
202,,31915,33437,
202,,51444,51702,
202,,54106,54191,
202,,41200,51549,
201,,36121,31010,
202,,41609,52159,
202,,59735,53600,
202,,63621,39789,
201,,32147,38030,
201,,34075,60305,
201,,43066,51555,
202,,55071,43725,
204,,60423,55042,
201,,50374,59406,
201,,55326,51591,
201,,57882,53344,
202,,51620,52127,
202,,54246,51432,
204,,60043,55239,
201,,15508,12840,
202,,58090,58166,
204,,26749,50193,
201,,5132,60852,
201,,15438,14838,
201,,35439,33955,
201,,36074,37028,
201,,40287,42005,
201,,57291,52030,
201,,61282,1846,
202,,43112,52468,
202,,54225,41625,
204,,35560,15221,
201,,20651,20353,
201,,35740,21328,
201,,43032,41876,
202,,33179,25937,
202,,34514,41739,
202,,59321,50991,
202,,58022,56695,
202,,60062,294,
211,,17102,17104,
205,,51102,2000,
201,,35406,39174,
201,,42271,40053,
201,,52264,52635,
201,,53390,54430,
201,,56805,58666,
201,,57630,52565,
202,,30943,20013,
202,,36429,31208,
204,,18329,634,
202,,63327,33846,
201,,32137,36443,
201,,39187,20172,
201,,53334,40320,
201,,55415,59031,
201,,55499,51659,
202,,15505,13566,
202,,26977,11344,
202,,41621,47130,
202,,32117,34004,
202,,35095,21631,
204,,53064,55515,
201,,51010,50976,
201,,50075,54170,
202,,15649,15411,
201,,18234,19972,
201,,32449,32397,
201,,53250,57450,
202,,1052,33664,
201,,63329,63228,
201,,61246,60061,
202,,15363,15598,
204,,54402,57081,
204,,30838,52769,
201,,2494,236,
201,,51938,50112,
201,,6198,60296,
201,,55380,51458,
202,,21257,37394,
204,,14840,31225,
205,,53663,5431,
201,,20196,20243,
201,,53392,54442,
202,,61191,6109,
201,,34130,34131,
201,,50584,55139,
201,,52181,54062,
202,,21564,39465,
202,,52074,58070,
202,,50565,52372,
202,,38500,60378,
204,,40958,30352,
201,,13965,14239,
201,,12089,33610,
201,,5414,33270,
201,,20699,33113,
201,,41135,42867,
202,,32602,2638,
201,,30060,36103,
201,,53821,53961,
202,,37349,25071,
202,,43053,50695,
201,,11970,19274,
201,,43714,47550,
202,,21256,5370,
202,,54016,58117,
202,,61216,16064,
204,,52804,60424,
201,,11415,13409,
201,,39907,39690,
201,,51707,51432,
202,,164,60299,
202,,3142,34019,
202,,54488,56382,
205,,13907,50729,
201,,31657,32148,
201,,34206,39183,
201,,36248,25244,
202,,5657,35540,
202,,3606,61249,
202,,23055,63200,
202,,33971,30345,
202,,33483,33444,
202,,38074,20728,
205,,10498,10395,
201,,50793,53339,
201,,60022,60356,
201,,61481,63267,
201,,56241,54160,
201,,60520,65343,
202,,15597,19861,
202,,58088,55642,
201,,31483,20838,
201,,20373,20281,
201,,33264,33975,
202,,15274,15481,
202,,48139,46181,
204,,51653,52257,
201,,51070,51186,
202,,20026,39955,
202,,39791,61250,
202,,50950,50399,
201,,40117,43545,
201,,42978,41108,
201,,57948,53176,
202,,20004,37053,
202,,63899,3857,
202,,60021,73,
204,,39300,58100,
204,,52794,55518,
201,,57130,56825,
201,,61215,63478,
202,,42963,40059,
202,,51702,52806,
204,,41524,59012,
201,,639,13401,
201,,13175,38500,
201,,20050,37020,
201,,51250,58515,
201,,55567,56733,
202,,37060,20749,
201,,52464,58114,
201,,56749,56820,
201,,55811,58472,
201,,60828,63615,
202,,11602,11345,
201,,59841,54050,
204,,12520,61081,
201,,1458,6217,
201,,55498,43201,
201,,59589,52258,
201,,63581,63214,
202,,20147,63913,
202,,22942,32252,
202,,46135,55333,
204,,15333,35397,
201,,31718,34091,
201,,34280,31070,
201,,54462,56546,
202,,25114,11270,
202,,52729,54009,
204,,1057,23014,
204,,52373,51627,
204,,55641,30379,
201,,5445,5183,
201,,35517,60352,
201,,37731,37740,
202,,15432,16345,
202,,60337,11336,
204,,55340,59903,
201,,10451,10305,
201,,15447,19960,
201,,26987,38453,
201,,40679,46096,
201,,57457,53179,
202,,14153,16123,
202,,33981,37348,
202,,54150,53497,
202,,53169,53151,
202,,53845,54246,
204,,5191,21165,
201,,10346,10744,
201,,41705,40601,
201,,52408,58115,
201,,47881,41876,
201,,52941,52939,
201,,57004,57009,
202,,2453,30345,
202,,31207,9855,
201,,32183,32223,
201,,37060,25071,
201,,56848,55510,
202,,57131,57110,
201,,60336,61369,
202,,36435,10430,
201,,15158,11780,
201,,33282,33440,
201,,38069,31227,
201,,50192,50804,
201,,61502,34251,
202,,15549,18518,
204,,58004,30856,
202,,21684,63976,
202,,38401,47841,
202,,58089,51120,
204,,2007,42718,
204,,19561,14788,
204,,14806,19566,
201,,32267,37996,
202,,65293,61373,
201,,15365,16515,
201,,2255,63249,
201,,40045,46030,
201,,50142,57602,
201,,56827,56823,
202,,39153,20099,
202,,52703,57807,
202,,59077,50283,
221,,10466,19694,
201,,4138,703,
201,,34540,30787,
201,,39188,39294,
201,,41703,46965,
201,,60387,30077,
202,,11198,15277,
202,,16486,11371,
201,,1442,5275,
201,,51549,59418,
201,,59101,50179,
202,,10138,14682,
202,,12655,12429,
202,,15273,19157,
202,,53776,57065,
201,,35916,31725,
201,,58727,56793,
201,,58045,56848,
202,,40529,55571,
201,,20754,37634,
201,,23017,21615,
201,,54266,50607,
202,,21558,63188,
201,,32947,21609,
201,,37121,32822,
201,,37206,21633,
201,,50326,50537,
202,,659,5610,
204,,10536,11551,
201,,37105,39769,
201,,54103,51351,
201,,58533,54151,
202,,60080,35250,
204,,47052,20349,
201,,13502,11606,
201,,25823,36175,
201,,50633,54670,
201,,55648,54051,
202,,12289,374,
202,,60285,5433,
204,,16158,11057,
205,,51045,14797,
202,,18396,19856,
202,,13907,15539,
202,,38582,31660,
202,,55491,52791,
202,,65159,237,
202,,57467,42978,
201,,27102,20064,
201,,31756,38958,
201,,41139,41731,
201,8494,,,
202,,37605,32004,
204,,15640,1749,
204,,20277,3102,
205,,14282,10379,
201,,593,1460,
201,,28566,36207,
201,,34041,31995,
201,,40873,40589,
202,,37064,20133,
202,,41662,42840,
204,,20153,46139,
201,,40561,40471,
201,,60303,60308,
202,,33483,32003,
202,,51087,54062,
202,,60095,35679,
201,,21534,37328,
201,,61318,61337,
202,,34934,61453,
202,,53060,54235,
202,,60824,61538,
204,,54417,41478,
201,,14847,11733,
202,,12074,31085,
202,,15626,11355,
202,,50285,50793,
204,,2987,23014,
204,,40925,20269,
205,,53585,60380,
201,,32923,37624,
201,,52394,52723,
201,,52945,58316,
202,,16199,15300,
202,,22947,59180,
202,,54140,58120,
202,,41476,52675,
202,,55488,41824,
214,,17012,17054,
201,,46995,41671,
202,,3606,63265,
202,,14336,63894,
202,,20086,61312,
202,,42963,40401,
204,,40713,20728,
204,,31152,13414,
201,,30226,39547,
201,,34311,33286,
201,,39608,39769,
202,,168,581,
202,,13094,22986,
202,,18127,10053,
202,,30001,32157,
202,,39690,2254,
202,,63981,3163,
204,,15211,60207,
205,,58002,11359,
201,,34065,31097,
201,,41483,51547,
201,,50463,58211,
201,,47881,46203,
201,,50060,54662,
201,,54248,51351,
202,,663,5545,
202,,203,35051,
202,,54322,54387,
204,,20051,42656,
201,,26257,25584,
201,,37644,37540,
201,,36407,36039,
201,,51267,57985,
202,,25625,37086,
202,,55300,57146,
204,,40356,23013,
204,,41249,30856,
201,,35729,26905,
201,,35735,26902,
201,,40760,41788,
201,,36406,39568,
201,,61211,63201,
202,,32303,30993,
202,,40851,43930,
201,,15376,15615,
201,,15468,12448,
201,,60321,14127,
202,,1460,31089,
201,,61285,63702,
202,,10003,20207,
202,,35607,63238,
201,,12906,15544,
201,,25211,20727,
201,,56218,56222,
202,,21324,37020,
202,,41169,53821,
202,,54179,41479,
202,,63649,20075,
201,,5391,5524,
201,,34280,23014,
201,,54329,54319,
202,,11057,33602,
202,,37031,21406,
202,,33599,30924,
202,,39237,36612,
204,,55491,54320,
201,,31961,37028,
201,,36025,20700,
201,,46211,46215,
201,,47112,40227,
202,,33674,21415,
202,,55137,51435,
204,,34202,54245,
201,,32054,33381,
201,,37821,34535,
201,,56978,59324,
201,,36606,26908,
201,,58035,56966,
202,,11347,16058,
202,,12072,11410,
202,,38945,20055,
202,,52391,43714,
202,,50673,50283,
204,,46117,20047,
201,,634,5394,
201,,35079,60370,
201,,41790,58083,
201,,42324,42718,
201,,52319,57409,
202,,30174,25767,
202,,30822,36955,
202,,41484,54177,
202,,55005,51651,
204,,1450,15364,
202,,60431,60418,
201,,11162,15630,
201,,14925,15363,
201,,17902,13954,
201,,42398,42165,
202,,20068,33601,
202,,34862,20047,
204,,50880,42933,
204,,32030,15585,
204,,42400,60294,
204,,57181,26501,
201,,18196,15439,
201,,22986,20655,
201,,23017,20328,
201,,32538,12009,
201,,31273,31515,
201,,40713,30358,
201,,40128,40187,
201,,52747,52675,
201,,46096,46156,
201,,55773,52358,
201,,58936,56971,
202,,30788,32003,
201,,12150,10066,
201,,15620,15571,
201,,26416,36764,
201,,26749,27145,
201,,19512,15479,
201,,33981,34397,
201,,39247,39195,
201,,63363,63398,
202,,19255,13962,
202,,30100,63299,
204,,40735,21423,
204,,59008,43265,
201,,14384,16064,
201,,30796,30781,
201,,34401,36872,
201,,35376,20745,
202,,151,63974,
202,,20001,33340,
202,,32254,12299,
201,10911,,,
202,,22273,30775,
202,,32030,12339,
202,,57936,59962,
204,,38530,13179,
204,,21161,55591,
206,,20746,10395,
201,,10421,11741,
201,,36286,36042,
202,,43280,52711,
202,,53221,50269,
222,,10508,12153,
201,,152,720,
201,,19735,15617,
201,,12409,19996,
201,,36139,25376,
201,,53441,40917,
201,,55571,50601,
201,,63373,61249,
202,,32531,28627,
202,,30007,47835,
202,,39438,20269,
202,,58057,54231,
202,,55599,56024,
201,,63235,63231,
201,,60327,35518,
201,,65321,63706,
202,,13108,12545,
202,,65300,33431,
204,,21161,46183,
201,,31105,31083,
201,,52371,53078,
201,,57082,55365,
202,,50835,41503,
204,,47206,577,
204,,60897,14377,
204,,51130,55065,
201,,15512,12074,
201,,36023,31725,
202,,186,60238,
202,,19254,11605,
202,,40529,51269,
202,,43023,54221,
204,,61152,63371,
201,,13634,15546,
201,,21033,35836,
202,,32878,21123,
202,,32253,60270,
202,,50669,53718,
202,,65136,63195,
204,,12093,10173,
204,,46118,38463,
204,,14931,10648,
201,,26296,26426,
201,,25252,36292,
201,,31360,35035,
201,,38772,32147,
201,,51533,56817,
201,,61463,61234,
202,,56893,57538,
204,,46142,39705,
201,,56046,50315,
201,,58893,55453,
202,,10076,19157,
202,,39161,21237,
202,,42938,50881,
202,,50683,55969,
201,,16290,12675,
201,,33618,33280,
202,,10137,35551,
202,,13907,11624,
202,,52258,55091,
202,,57073,60009,
204,,15296,60402,
204,,40672,43035,
201,,52279,51370,
201,,56732,57344,
201,,58355,50297,
201,,59360,56667,
202,,18504,36043,
202,,40365,39522,
202,,43724,54162,
201,,36278,36198,
204,,21487,12619,
201,,15426,19212,
201,,16149,16137,
201,,16193,13919,
201,,42065,43100,
201,,40668,46100,
201,,54177,55227,
201,,60269,61281,
202,,18356,16123,
202,,52688,54664,
204,,46136,57016,
201,,10008,13115,
201,,63265,63230,
202,,20087,60319,
202,,60257,1340,
201,,117,125,
201,,20303,27108,
201,,38881,30766,
201,,42505,43807,
201,,55730,53395,
202,,34397,31366,
202,,50535,50063,
202,,52806,57072,
202,,52807,51708,
202,,63253,38338,
204,,19886,35290,
204,,57068,60515,
201,,31881,36352,
201,,65388,34001,
202,,27246,32637,
202,,50158,59174,
206,,10336,20747,
201,,1964,1057,
201,,5206,5379,
201,,30697,36668,
201,,36347,36309,
204,,15551,37604,
201,,11433,15363,
201,,13178,11362,
201,,21716,20660,
201,,30018,26621,
201,,31661,31816,
202,,9903,60378,
205,,10935,15333,
202,,12073,15389,
202,,51605,53392,
202,,52656,43509,
202,,51653,52223,
202,,57008,53082,
204,,56743,60001,
201,,31014,31084,
201,,25454,38802,
201,,33287,21564,
201,,33512,32253,
202,,557,38563,
202,,40836,40082,
204,,43112,34355,
201,,28625,24068,
201,,30404,36476,
202,,31078,14798,
202,,35738,20348,
202,,54016,58124,
202,,57451,41184,
204,,28625,55633,
201,,31610,32146,
201,,33812,35110,
201,,65357,60894,
201,,65445,63636,
202,,34017,31409,
202,,43007,52136,
202,,55240,52408,
201,,15534,15641,
202,,21256,39168,
202,,50689,47409,
202,,52717,54150,
204,,41890,37209,
201,,22935,25629,
201,,19294,10008,
201,,36224,38633,
201,,41484,53179,
202,,34253,36958,
202,,35673,21165,
204,,53776,37103,
202,,42998,54185,
202,,36741,33288,
202,,57068,59863,
202,,60272,181,
204,,32158,15543,
204,,40926,23013,
201,,3099,1786,
201,,58325,50298,
201,,55632,51443,
201,,60224,60237,
202,,42963,40757,
204,,11356,21609,
201,,19879,10422,
201,,39167,20269,
202,,41714,58161,
205,,10391,10395,
201,,31530,33120,
201,,30887,39422,
201,,50579,50709,
201,,53613,55521,
202,,10517,13983,
202,,30136,20142,
202,,36819,20138,
202,,52724,57009,
202,,61540,35139,
204,,12284,14927,
201,,3137,3830,
201,,39628,31314,
201,,47205,42487,
201,,54154,50389,
201,,63294,63317,
202,,19990,15543,
202,,20353,33198,
202,,35560,1661,
204,,32408,46182,
201,,26271,32270,
201,,18459,18461,
201,,40521,40550,
201,,36054,31676,
201,,43429,40060,
202,,47880,20112,
202,,57841,54082,
204,,52657,54321,
214,,17012,17052,
201,,31291,32271,
201,,32920,20731,
201,,34255,39193,
201,,34327,31530,
201,,43265,42335,
201,,60221,63625,
202,,38920,11837,
202,,50668,59417,
204,,40095,20349,
204,,31152,12296,
201,,20147,22282,
201,,31456,31598,
201,,33685,32768,
201,,51573,56997,
201,,47962,40019,
202,,15592,13896,
202,,36601,28627,
201,,40095,30196,
201,,38409,38422,
201,,52737,55313,
202,,34066,32155,
202,,31929,26757,
202,,53049,42992,
204,,41296,53183,
201,,32636,30174,
201,,40437,46185,
204,,15359,33569,
204,,16021,13981,
204,,46905,58113,
201,,38467,36157,
202,,30401,31424,
202,,56013,58108,
201,,30066,39287,
201,15674,,,
204,,13452,10188,
205,,605,42695,
201,,886,222,
201,,14325,14211,
201,,45643,40079,
201,,55650,55385,
202,,15470,15429,
202,,41482,54048,
201,,32685,32592,
201,,32888,36071,
201,,37057,37033,
201,,54171,54187,
202,,30166,21827,
202,,34046,21592,
204,,19180,60244,
201,,51227,51068,
201,,52467,52023,
201,,54009,50905,
202,,16199,11625,
204,,50562,40752,
201,,19956,19253,
201,,50389,58297,
202,,53719,54159,
202,,57012,53340,
204,,14239,13106,
201,,30027,33729,
201,,42505,40557,
201,,36578,35128,
202,,20051,40227,
202,,15539,12082,
202,,15982,19379,
202,,37120,20690,
202,,51653,50592,
202,,60212,191,
202,,60249,20075,
201,,5401,5478,
201,,63667,60571,
202,,57664,50638,
204,,22277,1337,
201,,14121,14052,
201,,13712,15463,
201,,30009,26863,
202,,19395,15333,
202,,35216,60105,
202,,54224,43076,
204,,46143,20142,
204,,14847,10512,
201,,57367,51621,
201,,54037,52030,
201,,55231,52157,
201,,59062,54328,
202,,12539,11548,
202,,15894,63887,
204,,57190,35570,
201,,12503,10066,
201,,50532,59995,
201,,36419,33170,
202,,35232,10220,
204,,53344,581,
201,,1067,5201,
201,,38171,22986,
201,,58006,52756,
202,,14420,10509,
202,,40297,58266,
202,,37056,20751,
202,,55115,43721,
201,,601,603,
201,,53877,53813,
201,,14220,11302,
201,,31750,32541,
201,,34075,63638,
201,,40381,40843,
201,,60765,30505,
202,,638,31645,
204,,63395,56760,
201,,61007,9801,
202,,10313,16062,
202,,20172,37121,
202,,25358,33172,
202,,60290,11018,
205,,53063,60786,
201,,2989,51838,
201,,52950,54200,
202,,11359,30817,
202,,15501,10099,
202,,43109,51846,
201,,2453,63227,
201,,32030,35096,
201,,35857,33973,
201,,52714,51602,
201,,54903,53603,
202,,55335,42996,
202,,59126,50175,
204,,12025,60282,
204,,21406,15372,
205,,4170,11024,
201,,31156,35247,
201,,33690,31598,
201,,35923,21654,
201,,39832,39830,
201,,50225,50412,
201,,51294,55879,
204,,14929,11060,
201,34395,,,
202,,22974,60300,
202,,54030,58860,
202,,53926,58331,
204,,15555,31328,
204,,40852,33583,
201,,34690,33581,
201,,51412,50436,
202,,20697,30007,
202,,40179,20105,
202,,54235,52682,
202,,59420,53043,
202,,65159,3292,
201,,35469,33946,
201,,37626,38662,
201,,36248,25211,
201,,58057,54244,
201,,58060,55414,
202,,15640,33581,
204,,15211,60383,
204,,14020,16464,
201,,1632,591,
201,,14386,14063,
201,,12085,10040,
201,,55584,52408,
201,17924,,,
202,,6246,60300,
204,,42985,30835,
201,,40589,40310,
201,,37458,31991,
201,,50332,57303,
201,,51443,52092,
202,,13746,13962,
202,,20726,13035,
201,,33176,33611,
201,,36323,35534,
201,,52092,57410,
202,,35738,20690,
202,,51589,40979,
202,,52800,57076,
204,,38530,41210,
201,,15384,15481,
201,,37632,31579,
201,,39522,30017,
201,,58291,40534,
201,,55253,51656,
202,,5131,35051,
202,,21190,60763,
202,,46141,30324,
202,,60312,1232,
202,,22273,35232,
202,,22975,5662,
202,,51437,52254,
202,,38591,33872,
202,,59019,52811,
204,,19180,65157,
201,,10188,10540,
201,,16184,15999,
201,,15995,16136,
201,,41480,53011,
201,,50057,53298,
201,,31131,31113,
201,,31325,33139,
201,,47003,46992,
201,,56221,54974,
201,,458,60089,
202,,60312,20079,
204,,14912,31085,
204,,58005,41577,
201,,11001,32503,
201,,40453,40246,
201,,50884,54251,
202,,19257,16034,
202,,39083,21631,
202,,35627,2000,
202,,60310,131,
204,,55499,53340,
204,,55533,53161,
201,,15514,15630,
201,,14910,10058,
201,,40837,41456,
201,,60266,35056,
202,,14381,12656,
202,,53004,42537,
202,,60308,142,
201,,14388,14131,
201,,54163,54387,
202,,1052,21371,
202,,31779,20112,
202,,52390,51559,
204,,35627,15209,
204,,54318,52950,
201,,11362,31082,
201,,20697,26448,
201,,33484,33736,
201,,39958,25893,
202,,5669,61377,
202,,15363,13660,
202,,35010,27246,
202,,41017,55250,
202,,51713,52837,
204,,5433,15332,
201,,52269,50883,
202,,14418,2578,
202,,60317,2990,
204,,53388,41503,
201,,1306,601,
201,,12381,14849,
201,,34236,37032,
201,,51640,55246,
201,,55628,55477,
201,,59435,50523,
201,,63317,63436,
202,,14211,10648,
202,,60303,141,
204,,54138,20112,
204,,20163,329,
202,,6007,63478,
202,,22980,63590,
202,,37036,20873,
201,,31737,39686,
201,,36946,33529,
201,,59394,58953,
201,,58071,58098,
202,,20026,39962,
202,,13712,15366,
202,,53082,52795,
202,,46136,54233,
204,,4170,15181,
204,,59009,43134,
201,,28642,36599,
201,,32187,30002,
201,,55707,52355,
201,,56220,51819,
202,,13418,15608,
202,,52952,51694,
202,,55158,57145,
202,,65231,35550,
204,,13987,31223,
204,,15634,19564,
201,,13713,10137,
201,,26909,37047,
201,,34036,31095,
201,,43724,51531,
202,,203,34137,
202,,15575,15562,
204,,41705,60319,
215,,17115,17078,
201,,588,593,
201,,32259,21675,
201,,35096,30932,
202,,50651,41792,
202,,45501,57879,
204,,5659,14264,
201,,38776,61205,
202,,136,60311,
202,,21342,33199,
202,,22273,60380,
202,,53151,51701,
204,,12287,65346,
201,,26257,36157,
201,,37985,30793,
202,,30047,25616,
202,,57133,52156,
202,,57904,52860,
204,,10099,5602,
201,,14918,11551,
201,,20736,20506,
201,,2721,2345,
201,,33281,34813,
201,,33336,31157,
201,,51572,51577,
201,,61044,63961,
202,,11013,20661,
204,,15582,11060,
201,,31094,33581,
