stop_id,stop_name,region,metro,community_louvain,lat,lon,degree,stop_use_count,has_service_count,is_critical,socio_join_method,socio_join_distance_m,socio_unit_id,socio_locality,socio_cluster,socio_cluster_group,socio_index_value,socio_population
1,בי''ס בר לב/בן יהודה,מרכז,תל אביב,-1,32.183985,34.917554,10,10.0,True,False,within,0.0,69000016,כפר סבא,8,high_8_10,1.36112841593032,1674.46911765434
2,הרצל/צומת בילו,מרכז,תל אביב,-1,31.869152,34.819641,13,395.0,True,False,nearest,4.224524933699704,4690002,קריית עקרון,6,middle_5_7,0.226393209086879,4614.18989259786
3,מרכז ראשונים/הנחשול,מרכז,תל אביב,9,31.984553,34.782828,16,414.0,True,True,within,0.0,83000515,ראשון לציון,8,high_8_10,1.33383940472575,2486.5283125125
4,משה פריד/יצחק משקה,מרכז,תל אביב,-1,31.888325,34.7907,23,0.0,False,False,within,0.0,84000431,רחובות,7,middle_5_7,0.750865679973594,9804.88249333242
6,ת. מרכזית לוד/הורדה,מרכז,תל אביב,7,31.956392,34.898098,18,1032.0,True,False,within,0.0,70000014,לוד,2,low_1_4,-1.16716616532097,3942.92969371834
7,חנה אברך/וולקני,מרכז,תל אביב,-1,31.892166,34.796071,14,132.0,True,False,within,0.0,84000431,רחובות,7,middle_5_7,0.750865679973594,9804.88249333242
8,הרצל/משה שרת,מרכז,תל אביב,-1,31.857565,34.824106,10,333.0,True,False,within,0.0,4690004,קריית עקרון,4,low_1_4,-0.392318728566195,2867.42462086828
9,הבנים/אלי כהן,מרכז,תל אביב,-1,31.862305,34.821857,14,333.0,True,False,within,0.0,4690003,קריית עקרון,5,middle_5_7,-0.0131218101465742,3562.43881328861
10,ויצמן/הבנים,מרכז,תל אביב,-1,31.865085,34.822237,17,333.0,True,False,within,0.0,4690003,קריית עקרון,5,middle_5_7,-0.0131218101465742,3562.43881328861
11,האירוס/הכלנית,מרכז,תל אביב,-1,31.865222,34.818957,19,20.0,True,False,within,0.0,4690002,קריית עקרון,6,middle_5_7,0.226393209086879,4614.18989259786
12,הכלנית/הנרקיס,מרכז,תל אביב,-1,31.867597,34.818392,18,20.0,True,False,within,0.0,4690002,קריית עקרון,6,middle_5_7,0.226393209086879,4614.18989259786
14,אלי כהן/לוחמי הגטאות,מרכז,תל אביב,-1,31.86244,34.827023,11,37.0,True,False,within,0.0,4690003,קריית עקרון,5,middle_5_7,-0.0131218101465742,3562.43881328861
15,שבזי/שבת אחים,מרכז,תל אביב,-1,31.863501,34.828702,5,37.0,True,False,within,0.0,4690003,קריית עקרון,5,middle_5_7,-0.0131218101465742,3562.43881328861
16,שבזי/ויצמן,מרכז,תל אביב,-1,31.865348,34.827102,10,37.0,True,False,within,0.0,4690003,קריית עקרון,5,middle_5_7,-0.0131218101465742,3562.43881328861
17,חיים ברלב/שדרות יצחק רבין,מרכז,תל אביב,5,31.978011,34.764342,13,249.0,True,True,within,0.0,83000615,ראשון לציון,7,middle_5_7,1.01468621075741,5040.00545406042
18,מרכז לבריאות הנפש לב השרון,מרכז,תל אביב,-1,32.300345,34.912708,14,97.0,True,False,within,0.0,2760001,צור משה,9,high_8_10,1.58927968393746,3088.59364626596
19,מרכז לבריאות הנפש לב השרון,מרכז,תל אביב,-1,32.301347,34.912602,14,94.0,True,False,within,0.0,2760001,צור משה,9,high_8_10,1.58927968393746,3088.59364626596
21,אנדרטה לנופלים/עמנואל הלזנר,מרכז,תל אביב,-1,31.852746,34.836175,8,0.0,False,False,within,0.0,280001,מזכרת בתיה,8,high_8_10,1.29412312978528,15397.9678703347
22,הולצמן/המדע,מרכז,תל אביב,-1,31.914255,34.807944,13,874.0,True,False,nearest,470.9724390793973,84000113,רחובות,7,middle_5_7,0.486354260435779,517.805425112868
24,מחנה צריפין/מועדון,מרכז,תל אביב,4,31.963668,34.836363,10,28.0,True,True,within,0.0,83000126,ראשון לציון,7,middle_5_7,0.772444034729161,9070.42515399294
25,הרצל/גולני,מרכז,תל אביב,-1,31.856115,34.825249,6,330.0,True,False,within,0.0,4690004,קריית עקרון,4,low_1_4,-0.392318728566195,2867.42462086828
26,הרותם/הדגניות,מרכז,תל אביב,-1,31.874963,34.81249,14,144.0,True,False,within,0.0,84000311,רחובות,8,high_8_10,1.24147257904966,2505.34135233009
29,הערבה,מרכז,תל אביב,-1,32.300035,34.910842,12,74.0,True,False,within,0.0,2760001,צור משה,9,high_8_10,1.58927968393746,3088.59364626596
30,מבוא הגפן/מורד התאנה,מרכז,תל אביב,-1,32.305234,34.948647,5,85.0,True,False,within,0.0,7530001,ינוב,7,middle_5_7,1.04312205631692,927.553223845474
31,מבוא הגפן/ההרחבה,מרכז,תל אביב,-1,32.304022,34.943393,1,85.0,True,False,within,0.0,7530001,ינוב,7,middle_5_7,1.04312205631692,927.553223845474
32,ההרחבה א,מרכז,תל אביב,-1,32.302957,34.940529,4,85.0,True,True,within,0.0,3790001,גאולים,7,middle_5_7,0.825780062781689,984.548214590053
33,ההרחבה ב,מרכז,תל אביב,-1,32.300264,34.939512,5,85.0,True,True,within,0.0,3790001,גאולים,7,middle_5_7,0.825780062781689,984.548214590053
34,ההרחבה/הותיקים,מרכז,תל אביב,-1,32.298171,34.938705,8,85.0,True,False,within,0.0,3790001,גאולים,7,middle_5_7,0.825780062781689,984.548214590053
35,רשות שדות התעופה/העליה,מרכז,תל אביב,-1,31.990876,34.8976,6,343.0,True,True,nearest,1146.929150818173,7980001,יגל,5,middle_5_7,0.0552969294648374,919.440205303319
36,כנף/ברוש,מרכז,תל אביב,-1,31.998767,34.879725,1,68.0,True,False,nearest,510.77330881417123,7980001,יגל,5,middle_5_7,0.0552969294648374,919.440205303319
37,החבורה/דב הוז,מרכז,תל אביב,-1,31.883019,34.818708,18,289.0,True,False,within,0.0,84000222,רחובות,4,low_1_4,-0.385736790811558,6930.11737244983
39,בית הלוי ה,מרכז,פריפריה,-1,32.349776,34.926837,5,39.0,True,False,within,0.0,3730001,בית הלוי,9,high_8_10,1.67045971200255,840.176600403941
40,הראשונים/כביש 5700,מרכז,פריפריה,-1,32.352953,34.899465,6,40.0,True,False,within,0.0,1930001,כפר חיים,9,high_8_10,1.57145358471847,639.57381091248
42,הגאון בן איש חי/צאלון,מרכז,תל אביב,-1,31.897286,34.775083,7,345.0,True,False,within,0.0,84000425,רחובות,7,middle_5_7,0.462465985208644,5400.66558088683
43,עוקשי/לוי אשכול,מרכז,תל אביב,-1,31.883941,34.807039,21,284.0,True,False,within,0.0,84000322,רחובות,6,middle_5_7,0.295988523815405,5012.23984689762
45,מנוחה ונחלה/יעקב,מרכז,תל אביב,-1,31.896154,34.816928,23,289.0,True,False,within,0.0,84000117,רחובות,3,low_1_4,-0.60578987640007,5626.96670625961
46,גורודסקי/יחיאל פלדי,מרכז,תל אביב,-1,31.898463,34.823461,12,330.0,True,False,within,0.0,84000123,רחובות,9,high_8_10,1.72370469215667,9566.52116088081
48,דרך הפארק/הרב נריה,מרכז,תל אביב,-1,32.299994,34.878765,11,145.0,True,False,within,0.0,74000115,נתניה,8,high_8_10,1.16339049931351,11603.089383193
49,התאנה/הגפן,מרכז,תל אביב,-1,31.865457,34.859437,2,51.0,True,False,within,0.0,7590001,יציץ,7,middle_5_7,0.479377379954254,825.777268172155
50,התאנה/האלון,מרכז,תל אביב,-1,31.866772,34.864555,1,51.0,True,False,within,0.0,7590001,יציץ,7,middle_5_7,0.479377379954254,825.777268172155
51,דרך הפרחים/יסמין,מרכז,פריפריה,-1,31.809325,34.784347,9,292.0,True,False,within,0.0,25500004,גדרה,7,middle_5_7,0.866022829927342,8771.281617037
52,אולפנא הרב בהרן/פינס,מרכז,פריפריה,-1,31.803137,34.776121,7,0.0,False,False,within,0.0,25500004,גדרה,7,middle_5_7,0.866022829927342,8771.281617037
53,יצחק רבין/פנחס ספיר,מרכז,פריפריה,-1,31.80037,34.778239,6,140.0,True,False,within,0.0,25500004,גדרה,7,middle_5_7,0.866022829927342,8771.281617037
54,מנחם בגין/יצחק רבין,מרכז,פריפריה,-1,31.799224,34.782985,11,158.0,True,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
55,חיים הרצוג/שדרות מנחם בגין,מרכז,פריפריה,-1,31.800543,34.784065,13,292.0,True,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
56,בית ספר גוונים/ארז,מרכז,פריפריה,-1,31.802319,34.786735,15,140.0,True,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
57,דרך האילנות/אלון,מרכז,פריפריה,-1,31.804595,34.786623,14,140.0,True,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
58,דרך האילנות/מנחם בגין,מרכז,פריפריה,-1,31.805041,34.785098,11,140.0,True,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
59,העצמאות/וייצמן,מרכז,תל אביב,-1,31.816751,34.782252,11,0.0,False,False,within,0.0,25500003,גדרה,6,middle_5_7,0.308264992189016,4336.25944078675
60,וייצמן/מרבד הקסמים,מרכז,תל אביב,-1,31.816579,34.779753,14,294.0,True,False,within,0.0,25500001,גדרה,6,middle_5_7,0.122332615914371,3037.46720760926
61,צאלה/אלמוג,מרכז,פריפריה,-1,31.801182,34.787199,14,140.0,True,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
62,גן חצב/צאלה,מרכז,פריפריה,-1,31.802279,34.786055,16,0.0,False,False,within,0.0,25500005,גדרה,7,middle_5_7,0.930797012100743,8332.42247920847
63,בית המועצה/פינס,מרכז,תל אביב,-1,31.815953,34.777585,16,0.0,False,False,within,0.0,25500003,גדרה,6,middle_5_7,0.308264992189016,4336.25944078675
64,פיינברג/שכביץ,מרכז,פריפריה,-1,31.813285,34.775928,11,140.0,True,False,within,0.0,25500002,גדרה,7,middle_5_7,0.928162444117548,5510.38795157551
65,בן גוריון/פוקס,מרכז,פריפריה,-1,31.806959,34.773504,10,152.0,True,False,within,0.0,25500002,גדרה,7,middle_5_7,0.928162444117548,5510.38795157551
68,לוי אשכול/הרב דוד ישראל,מרכז,תל אביב,-1,31.884187,34.805494,20,247.0,True,False,within,0.0,84000322,רחובות,6,middle_5_7,0.295988523815405,5012.23984689762
69,ת. רכבת רחובות/הורדה,מרכז,תל אביב,-1,31.909394,34.806216,28,850.0,True,False,nearest,69.87970745112604,84000113,רחובות,7,middle_5_7,0.486354260435779,517.805425112868
71,הרב דוד ישראל/אריה דולצין,מרכז,תל אביב,-1,31.882474,34.80506,17,284.0,True,False,within,0.0,84000313,רחובות,6,middle_5_7,0.212113211991476,3409.10690866786
72,ברשבסקי/מנחם כהן,מרכז,תל אביב,21,31.973257,34.812308,19,201.0,True,True,nearest,16.942230299694295,83000114,ראשון לציון,7,middle_5_7,0.413468239890538,4642.61197642671
73,קרוננברג/ארגמן,מרכז,תל אביב,-1,31.878667,34.81138,19,295.0,True,False,within,0.0,84000312,רחובות,8,high_8_10,1.04782720043407,7362.61741093632
74,יעקב פריימן/בנימין שמוטקין,מרכז,תל אביב,21,31.975479,34.813355,13,317.0,True,True,nearest,55.49055557840818,83000113,ראשון לציון,8,high_8_10,1.08330340367084,3081.37565943967
75,אנילביץ'/שלום אש,מרכז,תל אביב,9,31.982177,34.789445,18,772.0,True,True,within,0.0,83000512,ראשון לציון,4,low_1_4,-0.501977518411343,3655.13939363301
76,נחמיה/בית העלמין,מרכז,תל אביב,26,31.948552,34.822422,14,512.0,True,True,within,0.0,83000213,ראשון לציון,6,middle_5_7,0.295566180346873,5259.48907072184
77,יהודה הלוי/גבעתי,מרכז,תל אביב,21,31.967681,34.815998,18,574.0,True,True,within,0.0,83000115,ראשון לציון,6,middle_5_7,0.162110160246258,4557.41446677707
78,ההגנה/חי''ש,מרכז,תל אביב,-1,31.893823,34.824617,21,437.0,True,False,within,0.0,84000124,רחובות,5,middle_5_7,-0.0322950676950236,3756.3984541587
79,קרית עקרון/כביש 411,מרכז,תל אביב,-1,31.854169,34.824714,6,140.0,True,False,nearest,13.774173600912556,4690004,קריית עקרון,4,low_1_4,-0.392318728566195,2867.42462086828
80,צומת חולדה/כביש 411,מרכז,פריפריה,-1,31.811907,34.900793,4,161.0,True,False,nearest,187.47035486163313,4620001,טל שחר,8,high_8_10,1.34174062142133,1373.44172738619
81,גרינשפן/יגאל אלון,מרכז,תל אביב,26,31.956842,34.814839,11,156.0,True,True,within,0.0,83000215,ראשון לציון,8,high_8_10,1.2284805235089,4677.22805853095
82,השומר/האבות,מרכז,תל אביב,21,31.959821,34.814747,12,156.0,True,True,within,0.0,83000221,ראשון לציון,7,middle_5_7,0.472187397534757,5079.32340627017
83,משה שרת/יעקב קנר,מרכז,תל אביב,5,31.993406,34.754646,9,531.0,True,False,nearest,111.48212125337017,62000228,בת ים,5,middle_5_7,-0.17863807809363,1751.84338795459
84,מרכז ראשונים/הדייגים,מרכז,תל אביב,9,31.98497,34.78262,18,160.0,True,True,within,0.0,83000514,ראשון לציון,7,middle_5_7,1.02976164465309,3763.55276861094
86,יוסף בורג/משואות יצחק,מרכז,תל אביב,21,31.968049,34.818099,15,177.0,True,True,within,0.0,83000125,ראשון לציון,7,middle_5_7,0.570544973627851,6194.36129738948
87,יוסף בורג/כתריאל רפפורט,מרכז,תל אביב,21,31.968936,34.820043,14,149.0,True,True,within,0.0,83000125,ראשון לציון,7,middle_5_7,0.570544973627851,6194.36129738948
88,מקס נורדאו/בנימין,מרכז,תל אביב,-1,31.894878,34.815148,23,0.0,False,False,within,0.0,84000117,רחובות,3,low_1_4,-0.60578987640007,5626.96670625961
89,וייצמן/החרש,מרכז,תל אביב,-1,31.923041,34.798033,16,749.0,True,False,nearest,162.40212506353626,72000007,נס ציונה,8,high_8_10,1.0734469941297,6095.43953821007
90,שדרות משה דיין/יוסף לישנסקי,מרכז,תל אביב,5,31.98568,34.764014,17,2775.0,True,True,within,0.0,83000614,ראשון לציון,8,high_8_10,1.33991775968736,5852.82762709344
91,השר חיים שפירא/יוסף ספיר,מרכז,תל אביב,5,31.992583,34.751999,14,0.0,False,False,nearest,351.9397083514343,62000228,בת ים,5,middle_5_7,-0.17863807809363,1751.84338795459
92,השר חיים שפירא/הרב שלום ג'רופי,מרכז,תל אביב,5,31.990757,34.755683,14,0.0,False,True,nearest,342.22189256391647,62000228,בת ים,5,middle_5_7,-0.17863807809363,1751.84338795459
94,שדרות יעקב/נחמיה,מרכז,תל אביב,26,31.950002,34.819131,17,464.0,True,True,within,0.0,83000213,ראשון לציון,6,middle_5_7,0.295566180346873,5259.48907072184
95,שדרות יעקב/יוסף הנשיא,מרכז,תל אביב,26,31.951813,34.820214,20,464.0,True,True,within,0.0,83000213,ראשון לציון,6,middle_5_7,0.295566180346873,5259.48907072184
97,לייב יוספזון/יעקב ברמן,מרכז,תל אביב,-1,31.905052,34.818909,13,165.0,True,False,within,0.0,84000112,רחובות,9,high_8_10,1.98558014982138,3035.87678343978
98,הרב יעקב ברמן/הרב יהודה צבי מלצר,מרכז,תל אביב,-1,31.901879,34.819443,21,161.0,True,False,within,0.0,84000123,רחובות,9,high_8_10,1.72370469215667,9566.52116088081
99,ברמן/מלצר,מרכז,תל אביב,-1,31.90281,34.818922,18,208.0,True,False,within,0.0,84000122,רחובות,8,high_8_10,1.14726976016278,4051.66986102316
100,הנשיא הראשון/מכון ויצמן,מרכז,תל אביב,-1,31.904618,34.815531,13,240.0,True,False,within,0.0,84000113,רחובות,7,middle_5_7,0.486354260435779,517.805425112868
101,הנשיא הראשון/קיפניס,מרכז,תל אביב,-1,31.904755,34.816661,17,255.0,True,False,within,0.0,84000122,רחובות,8,high_8_10,1.14726976016278,4051.66986102316
102,שמחה הולצברג/אברהם ליכטנשטיין,מרכז,תל אביב,4,31.932562,34.831995,13,0.0,False,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
103,שמחה הולצברג/אברהם ליכטנשטיין,מרכז,תל אביב,4,31.932649,34.831881,13,0.0,False,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
105,הירדן/הערבה,מרכז,תל אביב,4,31.937387,34.838609,12,268.0,True,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
106,הירדן/חרוד,מרכז,תל אביב,4,31.936925,34.838341,11,262.0,True,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
107,האלונים/הדקל,מרכז,תל אביב,4,31.939037,34.831964,11,54.0,True,False,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
108,האלונים/שמואל שפירא,מרכז,תל אביב,4,31.94226,34.831681,14,229.0,True,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
110,האלונים א/הדקל,מרכז,תל אביב,4,31.939656,34.832104,11,43.0,True,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
111,פארק תעשיות שילת,מרכז,תל אביב,-1,31.914324,35.023589,5,53.0,True,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
112,פארק תעשיות שילת,מרכז,תל אביב,-1,31.914816,35.023028,7,0.0,False,True,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
117,עיריית מודיעין מכבים רעות,מרכז,תל אביב,-1,31.908938,35.007591,24,0.0,False,False,within,0.0,12000014,מודיעין-מכבים-רעות*,9,high_8_10,1.63915292841885,647.172845746924
118,חטיבת אלכסנדרוני/חטיבת גולני,מרכז,תל אביב,-1,31.909273,35.002003,26,0.0,False,False,within,0.0,12000023,מודיעין-מכבים-רעות*,8,high_8_10,1.31015784840401,5288.31387909427
121,חיים ברלב/מרדכי מקלף,מרכז,תל אביב,-1,31.908038,35.000419,27,9.0,True,False,within,0.0,12000026,מודיעין-מכבים-רעות*,8,high_8_10,1.24675947270418,4802.74760610877
122,חיים ברלב/מרדכי מקלף,מרכז,תל אביב,-1,31.90739,35.001192,25,12.0,True,False,within,0.0,12000026,מודיעין-מכבים-רעות*,8,high_8_10,1.24675947270418,4802.74760610877
124,חטיבת גולני/מרדכי מקלף,מרכז,תל אביב,-1,31.909485,35.001896,27,0.0,False,False,within,0.0,12000023,מודיעין-מכבים-רעות*,8,high_8_10,1.31015784840401,5288.31387909427
125,כליל החורש/מגדל דוד,מרכז,תל אביב,-1,31.902124,35.01496,19,0.0,False,False,within,0.0,12000011,מודיעין-מכבים-רעות*,8,high_8_10,1.34421000671266,3034.02073726488
126,כליל החורש/מגדל דוד,מרכז,תל אביב,-1,31.90238,35.014845,19,0.0,False,False,within,0.0,12000015,מודיעין-מכבים-רעות*,8,high_8_10,1.35481606417327,5999.63133016631
128,אלמוג סנטר/אפרים קישון,מרכז,תל אביב,4,31.941611,34.843114,11,209.0,True,True,within,0.0,25300001,באר יעקב,7,middle_5_7,0.782741778544783,29695.0809147587
132,גן חק''ל/רבאט,מרכז,תל אביב,7,31.931068,34.884936,6,228.0,True,True,within,0.0,85000011,רמלה,2,low_1_4,-1.23722047311742,1880.62365982157
133,גן חק''ל/רבאט,מרכז,תל אביב,7,31.931204,34.884956,6,189.0,True,True,within,0.0,85000011,רמלה,2,low_1_4,-1.23722047311742,1880.62365982157
134,קניון צ. רמלה לוד/דוכיפת,מרכז,תל אביב,7,31.933379,34.887207,12,197.0,True,True,within,0.0,85000011,רמלה,2,low_1_4,-1.23722047311742,1880.62365982157
136,היצירה/התקווה,מרכז,תל אביב,36,31.929199,34.879993,21,0.0,False,True,within,0.0,85000011,רמלה,2,low_1_4,-1.23722047311742,1880.62365982157
137,עמל/היצירה,מרכז,תל אביב,7,31.932402,34.881442,10,228.0,True,True,within,0.0,85000011,רמלה,2,low_1_4,-1.23722047311742,1880.62365982157
138,נווה תרצה,מרכז,תל אביב,7,31.934488,34.879631,9,0.0,False,True,within,0.0,85000011,רמלה,2,low_1_4,-1.23722047311742,1880.62365982157
144,ישראל פרנקל/דוב הוז,מרכז,תל אביב,27,31.935488,34.863972,18,235.0,True,True,within,0.0,85000022,רמלה,4,low_1_4,-0.384683912038466,3698.48001993627
145,יוספטל/הדס,מרכז,תל אביב,27,31.936109,34.857638,31,161.0,True,True,within,0.0,85000032,רמלה,4,low_1_4,-0.54315142253126,3263.34856561582
147,עמיחי/מאיר בינט,מרכז,תל אביב,27,31.936308,34.856334,27,0.0,False,True,within,0.0,85000032,רמלה,4,low_1_4,-0.54315142253126,3263.34856561582
148,השריון/הצנחנים,מרכז,תל אביב,27,31.933337,34.856046,35,0.0,False,True,within,0.0,85000032,רמלה,4,low_1_4,-0.54315142253126,3263.34856561582
149,אהרון בוגנים/משה שרת,מרכז,תל אביב,27,31.933413,34.853906,32,161.0,True,True,within,0.0,85000031,רמלה,6,middle_5_7,0.130400403059017,5628.4324486364
150,גרשון ש''ץ/שמחה הולצברג,מרכז,תל אביב,27,31.932532,34.853223,25,161.0,True,True,within,0.0,85000031,רמלה,6,middle_5_7,0.130400403059017,5628.4324486364
151,הולצברג/שץ,מרכז,תל אביב,27,31.93166,34.853149,24,0.0,False,True,within,0.0,85000031,רמלה,6,middle_5_7,0.130400403059017,5628.4324486364
152,אשכול/הרב שפירא,מרכז,תל אביב,27,31.929827,34.857194,31,323.0,True,True,within,0.0,85000035,רמלה,3,low_1_4,-0.747051069484355,3141.40975789542
153,יהודה שטיין/קרן היסוד,מרכז,תל אביב,27,31.926545,34.855866,29,405.0,True,True,within,0.0,85000043,רמלה,5,middle_5_7,-0.278776948308087,4201.78241422817
159,שמשון הגיבור/המסגד,מרכז,תל אביב,27,31.926441,34.866014,14,137.0,True,True,within,0.0,85000022,רמלה,4,low_1_4,-0.384683912038466,3698.48001993627
161,ביאליק/חניתה,מרכז,תל אביב,36,31.924484,34.870366,11,149.0,True,True,within,0.0,85000018,רמלה,2,low_1_4,-1.47335619803875,2447.19475927003
162,קופת חולים כללית/ביאליק,מרכז,תל אביב,36,31.921629,34.868801,12,137.0,True,True,within,0.0,85000017,רמלה,2,low_1_4,-1.21087538467893,4183.29767972368
163,א.ס לוי/סעדיה מרדכי,מרכז,תל אביב,27,31.9209,34.861221,12,407.0,True,False,within,0.0,85000042,רמלה,4,low_1_4,-0.529123115246257,5029.06044914061
164,רזיאל/זכריה,מרכז,תל אביב,27,31.923666,34.862813,22,424.0,True,True,within,0.0,85000042,רמלה,4,low_1_4,-0.529123115246257,5029.06044914061
165,חרוד א,מרכז,תל אביב,-1,31.912572,34.850134,3,13.0,True,False,within,0.0,8280001,ישרש,7,middle_5_7,0.861042940916978,983.012862922486
166,חרוד/הירדן,מרכז,תל אביב,-1,31.915977,34.848217,3,13.0,True,False,within,0.0,8280001,ישרש,7,middle_5_7,0.861042940916978,983.012862922486
167,הירדן/דן,מרכז,תל אביב,-1,31.915321,34.852309,3,0.0,False,False,within,0.0,8280001,ישרש,7,middle_5_7,0.861042940916978,983.012862922486
168,הירדן/דן,מרכז,תל אביב,-1,31.915489,34.852139,3,13.0,True,False,within,0.0,8280001,ישרש,7,middle_5_7,0.861042940916978,983.012862922486
169,עוזי חיטמן/שושנה דמארי,מרכז,תל אביב,36,31.917022,34.868261,13,189.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
170,עוזי חיטמן/דליה רביקוביץ,מרכז,תל אביב,36,31.918782,34.870995,19,189.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
171,עוזי חיטמן/חנוך לוין,מרכז,תל אביב,36,31.918696,34.873447,14,189.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
172,אהוד מנור/חיטמן,מרכז,תל אביב,36,31.916945,34.874461,10,279.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
173,שושנה דמארי/אהוד מנור,מרכז,תל אביב,36,31.916141,34.872134,14,429.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
174,שושנה דמארי/אהוד מנור,מרכז,תל אביב,36,31.916235,34.873652,11,552.0,True,True,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
175,אהוד מנור/עוזי חיטמן,מרכז,תל אביב,36,31.917837,34.874646,11,425.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
176,בי''ס האמנים/עוזי חיטמן,מרכז,תל אביב,36,31.917891,34.868634,17,243.0,True,False,within,0.0,85000041,רמלה,6,middle_5_7,0.316241674128293,9281.46332149164
179,דרך האורנים/ברוש,מרכז,תל אביב,-1,31.92072,35.016294,4,53.0,True,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
180,שקד/האורנים,מרכז,תל אביב,-1,31.922468,35.01438,2,53.0,True,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
181,דרך החרוב/גפן,מרכז,תל אביב,-1,31.919711,35.020017,4,0.0,False,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
182,דרך החרוב/גפן,מרכז,תל אביב,-1,31.919795,35.019979,5,53.0,True,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
183,החרוב א,מרכז,תל אביב,-1,31.919163,35.02323,4,0.0,False,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
184,החרוב א,מרכז,תל אביב,-1,31.919207,35.0234,4,53.0,True,False,within,0.0,11650001,שילת,9,high_8_10,1.72141751551008,787.885505571365
185,כפר רות,מרכז,פריפריה,-1,31.910108,35.033964,0,53.0,True,False,within,0.0,11660001,כפר רות,9,high_8_10,1.56563386062976,284.344649674875
188,החוף הירוק,מרכז,תל אביב,-1,32.270646,34.837567,5,628.0,True,False,within,0.0,74000534,נתניה,8,high_8_10,1.20973146241581,2690.74980056394
189,חוף פולג/רמת פולג,מרכז,תל אביב,-1,32.272632,34.838726,9,750.0,True,False,within,0.0,74000531,נתניה,8,high_8_10,1.36861418505916,9371.0627590601
190,חוף פולג/רמת פולג,מרכז,תל אביב,-1,32.27242,34.838508,9,738.0,True,False,within,0.0,74000534,נתניה,8,high_8_10,1.20973146241581,2690.74980056394
191,אהוד מנור/שוש עטרי,מרכז,תל אביב,-1,32.274543,34.8413,9,436.0,True,False,within,0.0,74000531,נתניה,8,high_8_10,1.36861418505916,9371.0627590601
192,אהוד מנור/דודו דותן,מרכז,תל אביב,-1,32.27487,34.842868,11,1320.0,True,False,within,0.0,74000531,נתניה,8,high_8_10,1.36861418505916,9371.0627590601
193,זלמן שז''ר/מרדכי גור,מרכז,תל אביב,-1,32.27572,34.845201,11,436.0,True,False,within,0.0,74000533,נתניה,8,high_8_10,1.20125656566064,4125.14900055043
194,זלמן שז''ר/בני ברמן,מרכז,תל אביב,-1,32.276562,34.846404,10,1320.0,True,False,within,0.0,74000531,נתניה,8,high_8_10,1.36861418505916,9371.0627590601
195,קניון עיר ימים/זלמן שז''ר,מרכז,תל אביב,-1,32.276837,34.847509,15,1006.0,True,False,within,0.0,74000532,נתניה,8,high_8_10,1.30444465399412,4036.75740344091
196,אודם\שהם,מרכז,תל אביב,-1,32.256581,34.864843,4,40.0,True,True,within,0.0,2880001,בית יהושע,9,high_8_10,1.59625753781534,1118.3438588864
197,שדרות גולדה מאיר/משעול קיפניס,מרכז,תל אביב,-1,32.27659,34.85165,16,467.0,True,False,within,0.0,74000513,נתניה,5,middle_5_7,-0.126840644993122,2976.16117083656
198,צומת אביר/כביש 553,מרכז,תל אביב,-1,32.272698,34.856933,11,1162.0,True,False,nearest,24.717406818386017,4460001,אודים,9,high_8_10,1.67531557411084,1404.78859915614
