socio_unit_id,socio_locality,socio_locality_code,socio_stat_area_code,socio_cluster,stops,active_stops,total_stop_use_count,avg_stop_use_count,median_stop_use_count,avg_proximity_degree,critical_stops,dominant_region,dominant_metro,louvain_communities,socio_population,socio_index_value,active_stop_share,stops_per_1000_residents,stop_use_count_per_1000_residents,stop_use_count_per_stop,critical_stop_share
71000314,אשקלון,7100.0,314.0,2,8,8,4736.0,592.0,493.5,21.25,0,מרכז,פריפריה,0,4320.45845905737,-1.46648693289867,1.0,1.851655345332362,1096.1799644367582,592.0,0.0
71000315,אשקלון,7100.0,315.0,2,4,4,1923.0,480.75,523.0,18.5,0,מרכז,פריפריה,0,1851.97672383387,-1.5773991075085,1.0,2.159854359140864,1038.3499831569702,480.75,0.0
71000322,אשקלון,7100.0,322.0,2,8,8,4874.0,609.25,583.0,18.875,0,מרכז,פריפריה,0,3592.19577586792,-1.25711641865609,1.0,2.2270501106157274,1356.830279892632,609.25,0.0
90000111,באר שבע,9000.0,111.0,2,10,9,5700.0,570.0,647.0,19.1,0,דרום,באר שבע,0,2115.26007699366,-1.68807204348824,0.9,4.727551050938676,2694.7040990350447,570.0,0.0
90000112,באר שבע,9000.0,112.0,2,11,8,5137.0,467.0,568.0,19.0,0,דרום,באר שבע,0,2271.69112613199,-1.9123290246437,0.7272727272727273,4.842207584236905,2261.310941838635,467.0,0.0
90000113,באר שבע,9000.0,113.0,2,7,7,4670.0,667.1428571428571,694.0,21.571428571428573,0,דרום,באר שבע,0,1680.37706262666,-1.76536930159809,1.0,4.165731701346862,2779.138149327121,667.1428571428571,0.0
90000121,באר שבע,9000.0,121.0,2,8,8,3445.0,430.625,476.5,20.25,0,דרום,באר שבע,0,2997.90144694267,-1.68262053649367,1.0,2.6685333529421347,1149.1371751107067,430.625,0.0
90000122,באר שבע,9000.0,122.0,2,7,7,2818.0,402.57142857142856,341.0,18.285714285714285,0,דרום,באר שבע,0,1014.61596285088,-1.4368000009343,1.0,6.899162103000347,2777.4055437507113,402.57142857142856,0.0
90000132,באר שבע,9000.0,132.0,2,4,4,992.0,248.0,182.0,21.0,0,דרום,באר שבע,0,2492.08458071891,-1.24992311453937,1.0,1.6050819586733653,398.0603257509946,248.0,0.0
90000133,באר שבע,9000.0,133.0,2,5,4,2174.0,434.8,454.0,22.0,0,דרום,באר שבע,0,1013.54754756979,-1.1862024003817,0.8,4.933167676236436,2144.9413056276026,434.8,0.0
90000216,באר שבע,9000.0,216.0,2,12,8,4797.0,399.75,382.0,28.166666666666668,0,דרום,באר שבע,0,3175.06452680812,-1.3935359772388,0.6666666666666666,3.7794507477501735,1510.835436413132,399.75,0.0
90000222,באר שבע,9000.0,222.0,2,6,6,6356.0,1059.3333333333333,1130.0,21.166666666666668,0,דרום,באר שבע,0,2902.21280058517,-1.28846874131483,1.0,2.0673880284692516,2190.0530514917605,1059.3333333333333,0.0
90000433,באר שבע,9000.0,433.0,2,6,4,1090.0,181.66666666666666,254.0,22.833333333333332,0,דרום,באר שבע,0,1486.42674572142,-1.21549532722116,0.6666666666666666,4.036525861278128,733.3021981321932,181.66666666666666,0.0
90000631,באר שבע,9000.0,631.0,2,12,12,3767.0,313.9166666666667,255.0,14.666666666666666,0,דרום,באר שבע,0,4041.97048301533,-1.22570293199971,1.0,2.968848993436474,931.9711798562663,313.9166666666667,0.0
