socio_unit_id,socio_cluster,population,stops,total_stop_use,community,city,region,metro,stop_use_per_1000,stops_per_1000
50000216.0,8.0,2686.25861364814,15,30708.0,11,תל אביב -יפו,מרכז,תל אביב,11431.51290198982,5.583974649272089
50000221.0,9.0,207.7673180811,3,3068.0,33,תל אביב -יפו,מרכז,תל אביב,14766.518759232553,14.439229555964035
50000222.0,9.0,3948.42974594142,5,2772.0,33,תל אביב -יפו,מרכז,תל אביב,702.0512402048766,1.266326190845737
50000223.0,9.0,5365.2661262292,8,3148.0,33,תל אביב -יפו,מרכז,תל אביב,586.7369718363752,1.4910723553656295
50000224.0,10.0,2160.21823088564,5,1300.0,33,תל אביב -יפו,מרכז,תל אביב,601.7910512064467,2.3145809661786414
50000225.0,8.0,4077.24806106891,3,2807.0,11,תל אביב -יפו,מרכז,תל אביב,688.4545551207163,0.7357904044752936
50000226.0,7.0,5012.09032207383,6,6382.0,11,תל אביב -יפו,מרכז,תל אביב,1273.3210277342625,1.1971053222196137
50000231.0,9.0,4152.52839102263,8,4729.0,11,תל אביב -יפו,מרכז,תל אביב,1138.8242426526563,1.9265370990106259
50000232.0,9.0,2722.31076646511,10,4639.0,11,תל אביב -יפו,מרכז,תל אביב,1704.0670217176157,3.6733499066988915
50000233.0,9.0,3992.65776851538,25,30278.0,11,תל אביב -יפו,מרכז,תל אביב,7583.419805915019,6.261493333373258
50000234.0,2.0,213.403600497886,15,29907.0,11,תל אביב -יפו,מרכז,תל אביב,140142.90260438347,70.28934828186551
50000312.0,9.0,2364.05116121049,8,10074.0,10,תל אביב -יפו,מרכז,תל אביב,4261.3290969733935,3.3840215183429767
50000313.0,9.0,2129.46109614253,2,5110.0,35,תל אביב -יפו,מרכז,תל אביב,2399.6681645213657,0.9392047610651136
50000314.0,9.0,4451.49882154766,3,2940.0,10,תל אביב -יפו,מרכז,תל אביב,660.4517080334407,0.6739303143198374
50000315.0,9.0,3872.43720927208,3,6987.0,10,תל אביב -יפו,מרכז,תל אביב,1804.2900691250663,0.7747059120330899
50000316.0,9.0,1833.619076266,2,3046.0,35,תל אביב -יפו,מרכז,תל אביב,1661.1956318664095,1.090739088553125
