mode_label,from_stop,to_stop,trip_frequency
bus,26677,26673,539
bus,26673,25739,1303
bus,25739,26655,920
bus,26655,27918,691
bus,25147,25139,22
bus,25139,15676,22
bus,15676,22332,22
bus,22332,25144,22
bus,25144,15826,22
bus,15826,15772,22
bus,15772,15894,46
bus,15894,23249,46
bus,23249,25143,46
bus,25143,23250,22
bus,23250,25048,28
bus,25048,15776,22
bus,15776,15837,43
bus,15837,15905,22
bus,15905,15529,186
bus,15529,15619,1311
bus,15619,49741,723
bus,49741,25122,515
bus,25122,25101,515
bus,25101,15532,511
bus,15532,15528,511
bus,15528,25110,511
bus,25110,15842,511
bus,15842,15848,511
bus,15848,25138,511
bus,15711,29342,22
bus,12900,40775,367
bus,18488,18480,601
bus,18480,4650,902
bus,4650,18385,367
bus,18385,21111,865
bus,21111,21117,609
bus,21117,43147,408
bus,43147,21092,269
bus,21092,4665,1140
bus,4665,4815,1587
bus,4815,4163,1137
bus,4163,18401,791
bus,18401,4855,807
bus,4855,21145,1764
bus,21145,4963,1903
bus,4963,4964,2088
bus,4964,4671,2078
bus,4671,4596,2223
bus,4596,18428,392
bus,18428,18429,2418
bus,18429,21195,1433
bus,21195,4155,1016
bus,4155,4154,635
bus,4154,4156,635
bus,4156,21178,635
bus,21178,18435,887
bus,18435,21190,967
bus,21190,18437,942
bus,18437,21272,462
bus,21272,21166,462
bus,21166,18440,109
bus,18440,51959,183
bus,51959,18441,196
bus,18441,19078,88
bus,19078,20958,120
bus,20958,4218,248
bus,4218,21296,248
bus,21296,20397,248
bus,20397,18715,321
bus,18715,35314,461
bus,35314,18957,530
bus,18957,18958,447
bus,18958,2345,211
bus,2345,17566,116
bus,17566,2358,326
bus,2359,2476,787
bus,47896,2356,143
bus,2360,2362,106
bus,2362,19087,340
bus,19087,4172,196
bus,4172,18959,234
bus,18959,18960,550
bus,18960,35315,469
bus,35315,17572,469
bus,17572,21295,123
bus,21295,21307,247
bus,21307,4211,247
bus,4211,20971,88
bus,20971,21148,152
bus,21148,18443,195
bus,18443,18444,805
bus,18444,18445,432
bus,18445,18446,547
bus,18446,21191,836
bus,21191,4152,869
bus,4152,18448,733
bus,18448,18449,603
bus,18449,18450,603
bus,18450,18451,848
bus,18451,18452,977
bus,18452,21186,1386
bus,21186,21184,2319
bus,21184,5085,2258
bus,5085,4590,700
bus,4590,4500,1991
bus,4500,4150,1306
bus,4150,4506,1955
bus,4506,21126,497
bus,21126,4158,726
bus,4158,4532,1224
bus,4532,4507,1445
bus,4507,4924,1280
bus,4924,50258,465
bus,50258,35291,342
bus,35291,18418,560
bus,18418,19424,809
bus,19424,21120,318
bus,21120,21115,844
bus,21115,18413,515
bus,18413,21083,1384
bus,16022,35722,140
bus,35722,35714,140
bus,35714,35715,423
bus,35715,39159,72
bus,39159,41486,197
bus,41486,16081,197
bus,16081,16426,327
bus,16432,16455,387
bus,16455,15587,343
bus,15587,16149,343
bus,16149,16474,376
bus,16474,16475,438
bus,16475,16461,332
bus,16461,16462,727
bus,16462,16159,705
bus,16159,47907,92
bus,47907,15563,233
bus,15564,24738,447
bus,24738,12959,832
bus,7494,35057,492
bus,35057,7653,1023
bus,7653,7499,1549
bus,7499,7500,1549
bus,7500,7502,1549
bus,7502,7503,1549
bus,7503,7647,303
bus,7647,7648,1581
bus,7648,7537,1549
bus,7537,7498,1552
bus,7498,8487,709
bus,8487,7516,1720
bus,7516,8493,1010
bus,8493,8491,1488
bus,8491,8490,1507
bus,8490,8489,1502
bus,8489,7504,994
bus,7504,7566,973
bus,7566,36929,1775
bus,35587,7559,690
bus,7559,7561,1306
bus,7561,13038,6
bus,14056,14055,251
bus,14055,29353,251
bus,29357,29358,8
bus,29358,29360,8
bus,36925,7652,289
bus,7652,7621,846
bus,7621,7505,846
bus,7505,7507,846
bus,7507,7510,304
bus,7510,8487,300
bus,7516,7519,729
bus,35056,7641,1258
bus,7641,7526,1276
bus,7526,7527,1273
bus,7527,7566,297
bus,36925,42126,291
bus,42126,7550,1453
bus,7550,7548,1823
bus,7548,7657,1826
bus,7657,7547,1821
bus,7547,7625,630
bus,7625,7623,1449
bus,7623,7555,1455
bus,7555,7571,1458
bus,7571,34677,1449
bus,34677,7575,925
bus,7575,7576,1598
bus,7576,7577,1598
bus,7577,7578,1598
bus,7578,7557,793
bus,7557,7546,1620
bus,7546,7559,545
bus,7559,13038,2
bus,38908,50723,284
bus,50723,49841,296
bus,49841,7585,296
bus,7585,37712,1138
bus,37712,43388,296
bus,43388,43390,646
bus,43390,7580,646
bus,7580,34699,1471
bus,34699,7581,1471
bus,7581,35049,1440
bus,35047,7541,754
bus,7541,35053,1396
bus,35053,8470,2455
bus,8470,7559,322
bus,23552,34125,125
bus,34125,34126,125
bus,34126,23558,125
bus,23558,23148,319
bus,23148,33991,412
bus,33991,15606,412
bus,15606,16036,11
bus,16036,23410,5
bus,23410,84,5
bus,84,22842,5
bus,22842,21887,5
bus,21887,34118,772
bus,34118,75,772
bus,75,22361,772
bus,22361,23864,5
bus,23864,23860,1299
bus,23860,22895,301
bus,22895,21330,5
bus,21331,15715,5
bus,15715,23297,1744
bus,23297,15863,1744
bus,15863,16802,19
bus,16802,22342,24
bus,22342,16186,5
bus,16186,43742,5
bus,2124,17189,108
bus,17189,17188,108
bus,17188,2106,12
bus,2106,3790,696
bus,3790,3507,328
bus,3507,38805,4
bus,38805,17318,8
bus,17318,3563,4
bus,3563,2988,12
bus,42450,1359,7
bus,2904,17223,7
bus,17223,35088,10
bus,35088,17224,7
bus,17224,35086,332
bus,35086,1340,201
bus,1340,1348,484
bus,1348,2876,407
bus,1359,1396,7
bus,1396,1358,39
bus,1358,1688,449
bus,1697,39616,100
bus,39616,17472,100
bus,1384,36914,7
bus,36914,3834,7
bus,11629,11706,890
bus,11706,11924,890
bus,11924,34213,890
bus,34213,10256,890
bus,10256,10233,890
bus,10233,11904,643
bus,11904,10595,156
bus,10595,11811,647
bus,11811,10417,403
bus,10417,11516,608
bus,11516,10665,608
bus,10665,11548,608
bus,11548,10418,608
bus,10418,10419,608
bus,10419,10420,608
bus,10420,10176,408
bus,10176,9564,731
bus,9564,9546,1939
bus,9546,48664,2249
bus,48664,9547,1439
bus,9547,9312,1353
bus,9312,9409,1229
bus,9409,9562,1470
bus,9562,9523,1470
bus,9523,9425,1975
bus,9425,9426,743
bus,9426,9555,743
bus,9555,9557,743
bus,9557,9559,743
bus,9559,9730,736
bus,9730,11792,1790
bus,11792,34269,2784
bus,34269,9574,2784
bus,10519,9820,1985
bus,9820,8781,156
bus,8781,8783,891
bus,8783,8787,889
bus,8787,9907,513
bus,9907,8870,156
bus,8870,11928,1305
bus,11928,9503,1388
bus,44444,10220,2769
bus,10220,10221,2773
bus,10221,10222,2773
bus,10222,10313,2773
bus,10313,10653,2746
bus,10653,11450,2746
bus,11450,9527,1561
bus,9527,9661,2711
bus,9661,49997,2724
bus,49997,7320,2724
bus,7320,8404,2709
bus,8404,11480,1548
bus,11480,9524,1574
bus,9524,10659,3917
bus,10659,11446,3907
bus,11446,9526,2386
bus,9526,11691,7
bus,9497,9608,306
bus,9608,11455,7
bus,10132,10790,7
bus,10792,8681,1475
bus,8677,10109,1518
bus,9309,9340,7
bus,9340,9341,224
bus,9341,9578,224
bus,9578,11915,224
bus,11915,11555,224
bus,11555,10697,224
bus,8806,10328,7
bus,10328,10114,345
bus,10114,10112,2114
bus,10112,10160,1148
bus,10160,10116,1221
bus,10116,11479,1962
bus,11479,10702,1632
bus,10702,10151,2025
bus,10151,10152,1863
bus,10152,36798,2025
bus,36798,10004,1569
bus,11585,10315,25
bus,8806,10716,7
bus,11292,10750,7
bus,10750,10742,28
bus,10748,10722,1339
bus,10722,9181,7
bus,10515,9561,7
bus,9544,9310,7
bus,9310,9311,831
bus,9311,9315,829
bus,9315,9316,829
bus,9316,9317,831
bus,9317,38680,211
bus,38680,9741,7
bus,9741,9582,299
bus,9580,9538,7
bus,9538,9305,760
bus,9305,9740,760
bus,9740,9742,14
bus,9742,11625,881
bus,11625,10013,23
bus,10013,10102,546
bus,10102,9542,546
bus,8806,10790,7
bus,8828,9810,1612
bus,9810,11877,2042
bus,11877,9811,2042
bus,9811,43394,950
bus,43394,10009,950
bus,10009,38124,950
bus,38124,8830,950
bus,8806,9652,7
bus,9445,44960,2918
bus,8756,49466,7
bus,11832,9971,7
bus,9971,10191,784
bus,10191,9972,784
bus,16289,16288,142
bus,16288,26405,142
bus,36178,41133,189
bus,41133,11160,1116
bus,11160,7604,250
bus,7604,9043,497
bus,9043,9737,418
bus,9737,21853,437
bus,21853,16289,452
bus,16289,21692,457
bus,21692,16288,397
bus,16288,12032,293
bus,12032,26402,293
bus,26402,608,242
bus,608,26403,343
bus,19290,5999,633
bus,5999,40418,633
bus,40418,6002,443
bus,6002,19291,556
bus,19291,6003,556
bus,6003,18809,257
bus,18809,41272,123
bus,41272,19298,123
bus,19298,19296,320
bus,19296,19299,110
bus,19299,19301,110
bus,19301,19303,207
bus,19303,6009,433
bus,6009,19310,510
bus,19310,18812,397
bus,18812,19312,452
bus,19312,19314,375
bus,19314,6004,669
bus,6004,37203,696
bus,37203,19315,10
bus,19315,5571,2
bus,14047,29352,268
bus,14348,50491,86
bus,50491,15224,1387
bus,15224,22234,751
bus,283,303,209
bus,330,49932,357
bus,49932,38118,357
bus,534,379,381
bus,379,662,106
bus,48060,1141,702
bus,1170,1207,946
bus,1372,1402,606
bus,1402,1405,606
bus,1405,1413,606
bus,1413,1421,413
bus,1421,1441,549
bus,1441,1470,549
bus,1470,1471,537
bus,1471,1456,697
bus,1456,1449,411
bus,1275,1274,468
bus,17462,1327,33
bus,1327,1375,33
bus,1375,1384,462
bus,1359,1340,587
bus,16108,16113,167
bus,16113,16114,241
bus,16114,25962,217
bus,25962,25963,277
bus,25963,25964,91
bus,25964,25991,91
bus,25991,25966,91
bus,25966,26007,91
bus,26007,25965,143
bus,25965,16119,143
bus,16119,16120,143
bus,16120,15452,13
bus,15452,15693,113
bus,15693,15455,113
bus,15455,16129,13
bus,16129,16130,353
bus,16130,50001,311
bus,50001,16143,233
bus,16143,16144,275
bus,16144,16145,199
bus,16145,16146,199
bus,16146,16162,171
bus,16162,16087,43
bus,16087,44892,13
bus,44892,44815,121
bus,44815,44813,381
bus,44813,44811,381
bus,44811,43660,297
bus,43660,41491,409
bus,41491,41489,345
bus,41489,39159,237
bus,16426,33886,33
bus,33886,16431,247
bus,16431,16464,55
bus,16465,16471,55
bus,16471,15767,55
bus,15767,16461,55
bus,16462,90,13
bus,15817,15799,19
bus,15799,15797,790
bus,15797,15530,297
bus,15844,33942,13
bus,33942,22356,28
bus,22356,22357,829
bus,22357,34073,130
bus,34073,24995,254
bus,24995,34217,13
bus,34217,15872,45
bus,15687,15800,361
bus,15800,15798,852
bus,15798,977,694
bus,977,25133,18
bus,25134,33942,15
bus,24995,22822,12
bus,22822,15746,12
bus,15746,15747,736
bus,15747,15771,391
bus,15771,15783,74
bus,15783,15777,48
bus,15777,15769,48
bus,15739,15753,249
bus,15753,15742,32
bus,15742,15539,319
bus,15539,41487,187
bus,41487,39160,187
bus,39160,41488,228
bus,41488,41492,337
bus,41492,41493,296
bus,41493,44810,293
bus,44810,44812,377
bus,44812,44814,377
bus,44814,44816,377
bus,44816,44823,121
bus,44823,44893,121
bus,44893,15412,12
bus,15412,15465,161
bus,15465,15466,161
bus,15466,15467,161
bus,15450,15452,136
bus,15455,16125,12
bus,16125,16128,90
bus,16128,15461,12
bus,15461,25664,162
bus,25664,25665,162
bus,25665,25666,100
bus,25666,25894,100
bus,25894,25675,100
bus,25675,25676,249
bus,25676,25677,249
bus,25677,15476,205
bus,15476,15477,227
bus,15477,15482,172
bus,47983,27623,165
bus,27805,26605,277
bus,26605,27498,453
bus,27498,27478,560
bus,27478,51569,560
bus,51569,12007,578
bus,12007,27522,601
bus,27522,27808,275
bus,27808,27803,275
bus,27803,27806,249
bus,27806,27878,249
bus,27878,27909,230
bus,27909,27912,62
bus,27912,27915,247
bus,27915,27787,62
bus,27787,25941,206
bus,25941,25942,952
bus,25942,25944,252
bus,25944,25946,286
bus,25946,25948,286
bus,25948,28638,156
bus,28638,27399,260
bus,27399,26114,717
bus,26114,26171,723
bus,26171,37420,283
bus,12889,13726,611
bus,13726,43652,641
bus,13721,13724,611
bus,44687,13693,653
bus,13693,13686,653
bus,13686,13684,653
bus,13561,13586,611
bus,13567,13534,635
bus,13534,47429,611
bus,42863,13522,772
bus,13420,43756,1316
bus,48766,37091,91
bus,37091,37089,91
bus,37089,37087,91
bus,37087,37085,91
bus,37085,37083,91
bus,37083,37081,91
bus,37081,37079,91
bus,37079,37077,96
bus,37077,12780,90
bus,12780,12781,413
bus,12781,12783,72
bus,12783,28274,72
bus,28274,28277,72
bus,28277,12785,72
bus,12785,12789,72
bus,12789,28288,72
bus,28288,12792,72
bus,12792,12793,72
bus,12793,28364,72
bus,28364,28367,72
bus,28367,12794,72
bus,12794,28299,72
bus,28299,12797,72
bus,12797,28373,143
bus,28373,28375,82
bus,28375,28376,72
bus,28376,28387,72
bus,28387,28394,72
bus,28394,28397,72
bus,28397,28399,294
bus,28399,28408,146
bus,28408,28410,306
bus,28410,28426,378
bus,28426,28424,317
bus,28424,28268,331
bus,28268,28434,314
bus,28434,28438,239
bus,28438,28442,72
bus,28442,40481,72
bus,40481,40482,72
bus,14108,14111,704
bus,14111,12974,440
bus,12974,14124,436
bus,14124,44452,436
bus,44452,44453,436
bus,44453,14099,436
bus,14099,14100,544
bus,14100,13126,436
bus,13118,13117,925
bus,13117,13360,1335
bus,13360,13072,1220
bus,13072,13358,1234
bus,13358,13259,436
bus,44466,14508,436
bus,13369,13367,878
bus,13367,13365,1507
bus,13365,24022,1169
bus,24022,24008,1169
bus,24008,44304,1169
bus,44304,38723,658
bus,38723,24005,1034
bus,23998,23997,436
bus,23997,23983,638
bus,23983,24455,808
bus,24455,23981,808
bus,23981,23911,436
bus,23911,23931,436
bus,7546,35020,1065
bus,35020,7567,175
bus,36928,7531,1446
bus,7525,7524,1147
bus,7524,7522,1167
bus,7522,7521,1160
bus,7521,7520,1160
bus,7520,7517,1162
bus,7517,8493,494
bus,8489,7652,175
bus,7507,7653,180
bus,7503,8488,556
bus,8488,7647,605
bus,7498,37713,172
bus,35057,7510,507
bus,7510,7538,516
bus,7509,7508,182
bus,7508,7506,865
bus,7506,7622,865
bus,7622,7646,865
bus,7646,7636,172
bus,7527,7642,971
bus,7642,7566,538
bus,7581,38909,370
bus,8496,7315,1546
bus,7315,36931,1554
bus,36931,7314,1554
bus,7314,39523,1533
bus,39523,43880,2222
bus,43880,43879,374
bus,43879,36925,476
bus,7531,8488,424
bus,7642,7643,414
bus,37713,35053,1059
bus,35060,8486,2500
bus,8486,36924,1384
bus,36924,35057,1397
bus,7503,7529,340
bus,7517,7569,655
bus,7566,7532,374
bus,38908,7587,365
bus,7587,8502,1550
bus,8502,7586,1494
bus,7586,43391,652
bus,43391,43389,652
bus,8489,7647,330
bus,7498,8063,659
bus,8063,7541,313
bus,7651,7636,344
bus,36929,42126,1829
bus,7534,7533,1119
bus,7533,7580,825
bus,8470,7543,1142
bus,7545,7625,460
bus,7578,7632,452
bus,7532,49901,1169
bus,49901,49877,1485
bus,49877,8496,1156
bus,7547,7551,479
bus,7556,7557,468
bus,35020,35060,1167
bus,8486,7568,1116
bus,7568,35046,1175
bus,35046,35048,1871
bus,35048,41545,1870
bus,41545,42125,2228
bus,42125,35592,2228
bus,35592,7587,1549
bus,7586,7585,842
bus,35047,8487,704
bus,8470,7567,366
bus,35587,35060,361
bus,7570,8063,699
bus,8063,35046,1051
bus,7651,7652,361
bus,7507,37713,362
bus,7545,7632,685
bus,7579,7575,348
bus,7578,7625,353
bus,7531,7643,354
bus,7509,7510,362
bus,7503,7566,346
bus,42126,34678,346
bus,7556,7551,354
bus,7554,7550,357
bus,7547,7557,712
bus,35057,7508,361
bus,7646,7647,346
bus,43879,49901,316
bus,49877,7588,329
bus,42126,7575,323
bus,35020,7559,68
bus,7559,44852,68
bus,44852,36926,68
bus,36926,44373,131
bus,50663,19332,231
bus,19332,21290,718
bus,21290,18563,1066
bus,18563,21056,670
bus,21056,18579,670
bus,18579,21306,670
bus,21306,4998,748
bus,4998,19072,640
bus,19072,18567,449
bus,18567,17600,314
bus,17600,19330,170
bus,19330,19328,170
bus,19328,19331,170
bus,19331,19285,134
bus,19285,18831,78
bus,18831,6027,108
bus,6027,5996,108
bus,5996,20605,203
bus,20605,20606,199
bus,20606,19345,199
bus,19345,5997,122
bus,5997,5897,42
bus,5897,19290,42
bus,6003,19294,236
bus,19294,19314,236
bus,6004,19315,48
bus,19315,18814,48
bus,19093,18195,227
bus,4203,21086,708
bus,21086,21097,227
bus,21080,21074,303
bus,21074,19517,103
bus,19517,18248,103
bus,18248,44138,103
bus,44138,20958,160
bus,20397,46399,168
bus,46399,46377,131
bus,46377,20603,199
bus,20603,19179,122
bus,19179,19182,76
bus,19182,19171,76
bus,19171,19172,225
bus,19172,19183,225
bus,19183,41147,193
bus,41147,17667,68
bus,17667,19173,151
bus,19173,7139,68
bus,7139,7144,136
bus,7144,7145,136
bus,7145,20913,68
bus,20913,20920,217
bus,20920,19168,128
bus,19168,19169,228
bus,19169,19170,228
bus,19170,20432,228
bus,20432,17827,228
bus,17827,17829,114
bus,17829,17668,334
bus,17668,4183,351
bus,4183,35462,353
bus,35462,21281,305
bus,21281,19352,234
bus,19352,20184,322
bus,20184,18568,453
bus,18568,6121,399
bus,18573,50662,233
bus,28443,28441,66
bus,28441,28439,66
bus,28439,28433,259
bus,28433,28429,320
bus,28429,28425,213
bus,28425,28411,312
bus,28411,28409,301
bus,28409,28401,141
bus,28401,28398,275
bus,28398,28388,66
bus,28388,28385,66
bus,28385,28377,66
bus,28377,28374,66
bus,28374,28368,127
bus,28368,12796,66
bus,12796,28366,66
bus,28366,28365,66
bus,28365,28363,66
bus,28363,12791,66
bus,12791,28293,66
bus,28293,12790,66
bus,12790,12786,66
bus,12786,28276,66
bus,28276,28275,66
bus,28275,12784,66
bus,12784,12782,66
bus,12782,28272,415
bus,28272,37076,71
bus,37076,37078,87
bus,37078,37080,82
bus,37080,37082,82
bus,37082,37084,82
bus,37084,37086,82
bus,37086,37088,82
bus,37088,37090,82
bus,37090,48556,69
bus,48556,48766,66
bus,29499,14167,1018
bus,14167,51436,813
bus,51436,14169,300
bus,14169,14168,300
bus,14168,14172,300
bus,14172,14173,300
bus,14173,14303,300
bus,14303,14304,300
bus,14304,14414,183
bus,14414,14306,183
bus,14306,14309,183
bus,14309,14310,183
bus,14310,14311,183
bus,14311,29581,183
bus,29581,13086,194
bus,13086,29555,183
bus,29555,29556,183
bus,29556,14404,183
bus,14404,14402,183
bus,14402,14392,183
bus,14392,38955,183
bus,38955,14364,871
bus,14364,29416,1295
bus,29416,13189,707
bus,13189,14367,691
bus,14367,14368,443
bus,14368,14283,721
bus,14283,14286,742
bus,14286,14289,743
bus,14289,13160,580
bus,13160,14294,816
bus,14294,14296,1130
bus,14296,42515,991
bus,42515,24239,932
bus,24250,24252,1199
bus,24252,24254,1094
bus,24254,24420,1173
bus,24420,24421,1257
bus,24421,24424,1476
bus,24426,24428,1136
bus,24428,24467,406
bus,24467,24393,1317
bus,24393,24396,1007
bus,24396,24397,1458
bus,24397,745,1470
bus,24403,24405,1361
bus,24405,14602,832
bus,14602,14603,868
bus,14603,24410,743
bus,24410,24413,751
bus,24413,24416,751
bus,24416,24417,709
bus,24417,24431,542
bus,24438,24482,505
bus,24482,24480,267
bus,24480,24481,528
bus,24481,24443,276
bus,24441,24430,377
bus,4484,4483,130
bus,4483,35311,130
bus,35311,40631,130
bus,40631,35312,240
bus,35312,4717,107
bus,4717,4805,395
bus,4805,4678,916
bus,4678,18845,980
bus,18845,4744,946
bus,4744,4725,946
bus,4725,5020,873
bus,5020,49559,817
bus,49559,4598,1575
bus,4598,4566,2568
bus,4566,4854,2288
bus,4854,47851,2264
bus,20712,19933,92
bus,19933,4282,99
bus,4282,4210,94
bus,4210,19937,131
bus,19937,19939,111
bus,19939,19941,107
bus,19941,4364,109
bus,4364,19943,122
bus,19943,19945,123
bus,19945,19947,123
bus,19947,20054,78
bus,20054,20405,139
bus,20405,19446,151
bus,19446,19949,93
bus,19949,19447,124
bus,19447,20084,73
bus,20084,20083,104
bus,49925,13547,505
bus,13547,13571,505
bus,13571,13228,505
bus,13228,12998,529
bus,48363,12824,838
bus,13641,12828,505
bus,13818,12888,523
bus,12888,13831,505
bus,13831,13874,505
bus,13874,43231,505
bus,43231,12815,505
bus,24660,24157,1734
bus,22817,43294,1030
bus,48644,13374,178
bus,13374,13379,677
bus,13379,24081,178
bus,24081,24079,178
bus,24079,24066,137
bus,24066,24065,137
bus,24065,24051,137
bus,24051,24050,137
bus,24050,24048,178
bus,24048,24019,178
bus,24019,24016,178
bus,24016,25358,642
bus,25358,24010,178
bus,24010,44582,364
bus,44582,23989,364
bus,23989,23987,364
bus,23987,25356,178
bus,25356,23996,178
bus,23996,24014,178
bus,24038,21316,723
bus,21316,24054,178
bus,24054,24784,178
bus,24784,33940,353
bus,33940,970,623
bus,970,24034,623
bus,24034,24026,178
bus,24026,23958,613
bus,23958,23962,178
bus,23647,24024,410
bus,24024,23999,1148
bus,23999,23992,372
bus,23992,23983,372
bus,23981,21808,372
bus,21808,25355,178
bus,25355,23930,178
bus,23930,23933,178
bus,23933,23934,178
bus,23934,23926,251
bus,23926,23929,251
bus,25353,22431,178
bus,24166,16006,229
bus,21317,21818,602
bus,21818,24743,1155
bus,24743,23717,229
bus,23717,21810,488
bus,21810,21813,369
bus,21813,21814,369
bus,21814,21815,229
bus,21815,21867,651
bus,21867,24151,651
bus,24149,34090,468
bus,34090,22291,949
bus,22291,24134,603
bus,24134,24136,1525
bus,24136,15700,1387
bus,15700,24143,1387
bus,24143,21872,1047
bus,13170,13431,235
bus,13520,44457,453
bus,44457,13148,229
bus,13148,13149,873
bus,13149,13150,229
bus,13167,12952,229
bus,13740,13202,229
bus,13052,13126,394
bus,12944,48366,229
bus,43486,24014,439
bus,21316,24784,545
bus,24784,33941,1090
bus,33941,24783,641
bus,24783,24060,545
bus,24060,15699,609
bus,15699,24134,545
bus,13429,13439,343
bus,13604,13619,660
bus,13787,13640,809
bus,13640,13643,1505
bus,13643,13645,1217
bus,13645,13813,343
bus,13813,12829,1286
bus,12886,12831,1075
bus,12831,12818,1473
bus,12818,12816,1301
bus,12837,48266,675
bus,48266,16489,343
bus,48248,27585,247
bus,26244,26215,357
bus,26202,26200,219
bus,26200,26194,213
bus,26194,12023,331
bus,12023,26190,331
bus,26190,27118,492
bus,27118,25995,374
bus,25995,25996,650
bus,25996,26185,1121
bus,26185,26118,374
bus,12026,42024,547
bus,42024,41954,681
bus,41954,26111,545
bus,26111,27103,597
bus,27103,25587,597
bus,25587,26108,545
bus,26205,26091,755
bus,26091,26000,755
bus,26000,26001,755
bus,26001,26098,755
bus,26098,27390,619
bus,27390,26087,619
bus,26087,46975,213
bus,46975,28843,213
bus,28843,28844,515
bus,28844,25565,213
bus,25567,25568,577
bus,25568,25569,577
bus,25569,25570,577
bus,25570,26139,213
bus,26139,48445,213
bus,48445,25572,213
bus,25572,39625,213
bus,39625,48057,349
bus,48057,37420,349
bus,26342,46803,396
bus,46803,48004,370
bus,48004,26335,370
bus,25975,26330,1131
bus,26330,25978,896
bus,25979,26294,142
bus,26294,26289,142
bus,26289,26288,136
bus,26288,26201,136
bus,26201,27118,136
bus,27118,26268,136
bus,26268,26278,476
bus,26278,25883,476
bus,26308,26305,136
bus,26305,26302,170
bus,26302,26135,529
bus,26135,26134,529
bus,26134,48503,529
bus,48503,43374,334
bus,43374,42024,808
bus,41954,26110,136
bus,26098,28673,268
bus,28673,40982,344
bus,40982,40981,338
bus,40981,35402,338
bus,4160,21085,780
bus,21085,18542,802
bus,18542,19413,802
bus,19413,21118,752
bus,21118,4196,752
bus,4196,4241,802
bus,4241,21152,346
bus,21152,6197,577
bus,6197,19431,573
bus,19431,21173,573
bus,21173,5912,563
bus,5912,21187,573
bus,21187,5913,579
bus,5913,17853,624
bus,17853,21213,579
bus,21213,17580,469
bus,17580,17777,900
bus,17777,4226,960
bus,4226,4220,581
bus,4220,21270,895
bus,21270,17748,766
bus,17748,19672,130
bus,19672,5309,71
bus,5309,5338,217
bus,5338,5311,241
bus,5311,5310,111
bus,5310,5339,69
bus,5339,5340,67
bus,5340,5341,67
bus,5341,6356,69
bus,6356,5676,122
bus,5676,5675,140
bus,5675,5674,124
bus,5674,5276,40
bus,28271,12780,74
bus,12781,12787,341
bus,12787,35199,74
bus,35199,12795,74
bus,12795,28303,74
bus,28303,28305,74
bus,28305,12800,74
bus,12800,12801,74
bus,12801,28386,222
bus,28386,28397,167
bus,28268,28431,74
bus,28431,28436,74
bus,28436,28444,74
bus,28444,28456,74
bus,28456,28457,74
bus,28457,28460,74
bus,28460,28448,74
bus,28448,28446,74
bus,28446,28454,74
bus,28454,28441,74
bus,28441,28451,74
bus,28451,28981,74
bus,28981,28983,74
bus,28983,28984,74
bus,47858,5048,377
bus,5048,4957,323
bus,4957,4659,1018
bus,4659,5165,1560
bus,5165,4509,1960
bus,4509,5026,396
bus,5026,4790,739
bus,4790,49976,659
bus,49976,4735,636
bus,4735,4741,634
bus,4741,4878,472
bus,4878,4872,472
bus,4872,5082,472
bus,5082,20370,420
bus,20370,19867,444
bus,19867,19593,420
bus,19593,19596,420
bus,19596,19597,420
bus,19597,4220,265
bus,17748,4221,683
bus,4221,4217,703
bus,4217,5706,703
bus,5706,5707,1557
bus,5707,5708,1585
bus,5708,5709,1838
bus,5709,5710,1796
bus,5710,5711,2165
bus,5711,5712,2179
bus,5712,5713,2373
bus,5713,5714,2194
bus,5714,5717,1394
bus,5717,6059,991
bus,43744,14659,48
bus,14659,14653,1004
bus,724,662,40
bus,662,15228,44
bus,15228,709,63
bus,709,376,835
bus,376,361,32
bus,361,360,1119
bus,360,329,32
bus,329,51257,699
bus,51257,310,699
bus,310,302,32
bus,302,282,287
bus,282,274,32
bus,274,248,32
bus,248,661,101
bus,714,10236,32
bus,10236,50399,135
bus,2571,2435,33
bus,1951,3718,10
bus,3718,3234,608
bus,3234,3949,214
bus,3544,1916,214
bus,1916,3675,226
bus,3675,2641,226
bus,2641,3676,226
bus,3676,2642,226
bus,2642,2643,226
bus,2643,3664,226
bus,3664,3665,214
bus,3665,3080,214
bus,3080,3677,258
bus,3677,2526,258
bus,2526,2527,267
bus,2527,2630,267
bus,2630,2631,267
bus,2631,2632,267
bus,2632,3678,258
bus,3678,3968,258
bus,3968,39063,267
bus,39063,3679,267
bus,3679,3624,267
bus,3624,3666,267
bus,3666,3667,267
bus,3667,3625,258
bus,3625,3477,258
bus,3477,3680,258
bus,3680,3717,258
bus,3717,3478,258
bus,3478,3479,258
bus,3479,3480,258
bus,3480,2524,258
bus,2524,2525,258
bus,2525,2577,258
bus,2577,2528,258
bus,2528,1915,226
bus,48038,3437,236
bus,2620,2570,236
bus,2570,2835,520
bus,2133,2134,743
bus,2134,2017,508
bus,2018,3952,508
bus,2053,2051,236
bus,37608,37607,1037
bus,37607,20621,891
bus,20621,20265,1122
bus,20265,6611,1843
bus,6611,18158,1843
bus,18158,18146,1365
bus,18146,19361,1365
bus,19361,41675,979
bus,41675,18116,538
bus,18116,18117,1811
bus,18117,18110,1778
bus,18110,19471,1442
bus,19471,20642,1401
bus,20642,18085,1793
bus,18085,18066,1942
bus,18066,18041,2189
bus,18041,17995,1216
bus,17995,20702,307
bus,20702,20612,429
bus,20612,20876,242
bus,20876,20541,242
bus,20541,4159,307
bus,4159,5914,307
bus,5914,20542,307
