mode_label,from_stop,to_stop,trip_frequency
bus,40635,40634,236
bus,40634,40632,236
bus,40632,40631,110
bus,35312,4501,133
bus,4501,18359,133
bus,19616,4479,133
bus,40866,4530,177
bus,48054,4630,93
bus,4630,34293,115
bus,34293,4794,115
bus,4794,20245,93
bus,20245,35356,93
bus,35356,5039,71
bus,5039,35390,137
bus,35390,5040,137
bus,5040,44517,71
bus,44517,35374,71
bus,35374,40167,71
bus,40167,40166,71
bus,40166,40172,71
bus,40172,40173,71
bus,40173,40175,71
bus,40175,44516,71
bus,44516,5042,71
bus,5042,50492,71
bus,50492,35378,71
bus,35378,5044,71
bus,5044,41286,36
bus,41286,41285,72
bus,41285,41283,72
bus,41283,41288,36
bus,41288,41284,36
bus,47897,4630,22
bus,35356,35357,22
bus,35357,35358,22
bus,35358,35360,22
bus,35360,35361,22
bus,35361,35387,22
bus,35387,35396,22
bus,35396,35387,22
bus,35387,35361,22
bus,35361,35359,22
bus,35359,35392,22
bus,35392,35391,22
bus,35391,35356,22
bus,35356,20384,88
bus,20384,4886,88
bus,4886,4795,113
bus,4795,4620,113
bus,4741,4879,115
bus,4879,5036,115
bus,5036,5119,115
bus,5119,43485,235
bus,43485,5120,235
bus,5120,5121,235
bus,5121,5124,115
bus,5124,42311,115
bus,42311,5125,115
bus,5125,5127,115
bus,5127,5128,115
bus,5128,5129,115
bus,5129,5131,115
bus,5131,5132,115
bus,5132,5147,115
bus,5147,5133,115
bus,5133,5134,115
bus,5134,4873,81
bus,4873,35333,44
bus,35333,40247,44
bus,40247,40243,44
bus,40243,35333,44
bus,35333,40258,46
bus,40258,40259,46
bus,40259,40256,46
bus,40256,40257,46
bus,40257,40242,46
bus,40242,4878,133
bus,4878,5145,86
bus,5145,5146,120
bus,5146,5149,120
bus,5149,5156,120
bus,5156,5155,120
bus,5155,5154,120
bus,5154,5153,120
bus,5153,5152,120
bus,5152,5151,120
bus,5151,5150,120
bus,5150,5118,120
bus,5118,42310,120
bus,42310,5119,120
bus,5121,5116,120
bus,5116,4880,120
bus,4530,4980,86
bus,48001,4635,324
bus,4804,5167,263
bus,5167,51786,297
bus,51786,4479,222
bus,4815,18401,110
bus,4671,17557,110
bus,21195,44547,110
bus,44547,44545,187
bus,44545,44544,187
bus,44544,44543,251
bus,44543,44542,264
bus,44542,43144,251
bus,43143,43145,215
bus,43145,44541,228
bus,44541,44540,215
bus,44540,44546,215
bus,44546,43142,106
bus,43142,18452,106
bus,21126,4532,106
bus,4924,5169,184
bus,5169,4676,318
bus,4676,5143,221
bus,5143,51788,298
bus,51788,4717,298
bus,4741,40242,47
bus,4878,4874,47
bus,4874,50395,47
bus,50395,4644,93
bus,4644,4645,93
bus,4645,4843,47
bus,4843,4844,93
bus,4844,4787,47
bus,4787,39864,47
bus,39864,39862,47
bus,39862,39861,47
bus,39861,4643,47
bus,4643,4531,47
bus,38965,18445,115
bus,21191,18448,115
bus,4673,4532,115
bus,50258,18383,123
bus,18383,4212,206
bus,4212,4195,194
bus,4763,4877,48
bus,4877,4867,23
bus,4867,4495,23
bus,4495,4692,23
bus,4692,4693,45
bus,4693,4687,23
bus,4903,4847,183
bus,4846,5011,183
bus,4591,4729,183
bus,6387,37465,18
bus,37465,5710,18
bus,5710,5713,3
bus,5713,5267,3
bus,5267,5276,4
bus,5276,19933,4
bus,19945,19445,14
bus,19445,19947,10
bus,28291,12797,61
bus,28373,28370,61
bus,28370,28378,61
bus,28378,28380,61
bus,28380,28383,61
bus,28383,28381,61
bus,28381,28390,61
bus,28390,28392,61
bus,28392,28417,160
bus,28417,28414,61
bus,28414,28412,61
bus,28412,28404,61
bus,28404,28407,61
bus,28407,28408,160
bus,28424,35194,99
bus,35194,25463,61
bus,25463,28334,61
bus,28334,25468,61
bus,25468,28331,61
bus,28331,25462,61
bus,25461,25466,61
bus,25466,28597,61
bus,28597,35195,61
bus,35195,28333,61
bus,28333,28335,61
bus,28335,35193,61
bus,35193,28425,99
bus,28409,28406,160
bus,28406,28405,61
bus,28405,28413,61
bus,28413,28415,61
bus,28415,28416,61
bus,28416,28391,160
bus,28391,28382,61
bus,28382,28384,61
bus,28384,28379,61
bus,28379,28369,61
bus,28369,28374,61
bus,28368,12798,61
bus,43678,43664,16
bus,43664,43666,16
bus,43666,43668,16
bus,43668,43671,16
bus,43671,43673,16
bus,43673,43675,16
bus,43675,43677,16
bus,43677,39138,16
bus,28538,26610,16
bus,26610,26636,16
bus,26642,26707,16
bus,26899,35698,16
bus,35698,38378,16
bus,38378,38377,36
bus,38377,38376,36
bus,38376,38120,36
bus,38120,38121,36
bus,38121,38122,36
bus,38122,26686,16
bus,14489,14287,547
bus,14284,29433,174
bus,13131,14138,327
bus,13221,13758,168
bus,13758,14564,168
bus,13587,44461,274
bus,44461,44469,274
bus,44466,13482,282
bus,37682,15416,40
bus,15416,25704,46
bus,25704,28327,70
bus,28327,29243,70
bus,29243,39133,70
bus,39133,12408,40
bus,47975,47966,6
bus,47966,49032,6
bus,49032,48349,6
bus,48349,24535,6
bus,24535,25265,6
bus,25265,15834,6
bus,15834,29243,6
bus,15643,51871,100
bus,13482,13488,163
bus,45038,12881,154
bus,14137,14327,338
bus,14327,14141,338
bus,29496,14368,154
bus,21530,21522,7
bus,16680,21543,24
bus,21543,21541,13
bus,21541,21518,13
bus,21518,21539,7
bus,21539,16679,7
bus,16670,48247,16
bus,49344,21515,7
bus,21515,35202,19
bus,35202,632,7
bus,35235,21529,7
bus,21529,35215,7
bus,35215,35218,13
bus,35218,1031,28
bus,49335,24706,18
bus,35237,21529,9
bus,21529,35218,9
bus,21715,35211,7
bus,35211,35241,7
bus,35238,35235,7
bus,35237,16679,7
bus,21550,21542,7
bus,21717,23355,7
bus,17995,18082,66
bus,18082,18108,66
bus,18108,41784,66
bus,21264,5497,68
bus,5497,21255,86
bus,21255,21254,86
bus,21254,21287,86
bus,21291,36134,363
bus,36134,4223,335
bus,4858,19093,204
bus,36344,8667,10
bus,10086,11293,10
bus,11294,8636,10
bus,10356,35846,126
bus,21588,12962,10
bus,13191,14076,6
bus,14078,29365,556
bus,29367,40638,232
bus,20227,18489,11
bus,18489,18522,27
bus,18522,18527,16
bus,50398,41976,510
bus,49466,10259,900
bus,10259,10189,900
bus,10189,10260,900
bus,10260,10084,900
bus,10084,10095,900
bus,10095,10753,551
bus,10753,11648,551
bus,11648,10082,569
bus,10082,10096,569
bus,10096,10083,905
bus,10083,51826,862
bus,51826,10261,862
bus,10261,10190,905
bus,10190,10262,905
bus,10262,9959,905
bus,11873,8636,650
bus,12504,12538,115
bus,7317,40901,75
bus,40901,7869,75
bus,7962,7303,75
bus,7303,7866,75
bus,7822,7763,230
bus,7763,7672,236
bus,8328,10448,210
bus,10448,10193,181
bus,17047,2612,197
bus,2414,3950,87
bus,3951,20431,224
bus,17206,16972,80
bus,1995,2002,361
bus,35853,3228,421
bus,18444,18456,373
bus,21167,18446,373
bus,18370,19389,248
bus,19386,19393,738
bus,19264,5088,674
bus,5088,5169,134
bus,4971,21026,165
bus,21026,38742,165
bus,38742,38745,134
bus,38745,4705,142
bus,4705,4866,142
bus,4866,4701,134
bus,4701,4200,136
bus,4200,18235,1309
bus,19369,21276,206
bus,18239,4703,134
bus,4702,4865,134
bus,4865,38744,311
bus,38744,38743,134
bus,38743,21027,134
bus,21027,4968,163
bus,4975,4666,134
bus,4666,19391,714
bus,11785,10264,6
bus,10264,8797,6
bus,10372,8691,6
bus,8800,8804,6
bus,8688,8813,10
bus,8814,8700,10
bus,10226,10790,1156
bus,8614,41242,386
bus,41243,10018,407
bus,10018,9996,51
bus,9814,10069,6
bus,10069,9990,377
bus,9990,9986,6
bus,9986,8819,913
bus,8684,9891,8
bus,9891,10615,403
bus,10615,8828,8
bus,8831,10743,15
bus,10743,8669,15
bus,8669,41244,277
bus,41241,10792,381
bus,14185,13195,4
bus,14084,14532,4
bus,14532,40636,4
bus,40639,13182,4
bus,16491,42405,21
bus,4573,5026,27
bus,4790,20370,27
bus,20370,19597,21
bus,19597,20408,21
bus,20408,20695,21
bus,20695,18692,21
bus,20800,18357,38
bus,47997,18459,127
bus,18919,18918,2
bus,18918,21282,2
bus,21282,18116,2
bus,18110,19840,2
bus,18041,20617,2
bus,20617,17983,2
bus,17989,18825,2
bus,18825,2347,2
bus,2347,3295,2
bus,49622,49638,293
bus,49638,40289,293
bus,40289,40287,297
bus,40287,21236,297
bus,21236,21238,297
bus,18643,40294,181
bus,40294,40296,181
bus,40296,40298,177
bus,40298,49609,177
bus,49609,40300,177
bus,40300,40301,177
bus,40301,49621,179
bus,49621,39195,177
bus,21092,4675,525
bus,19615,4200,655
bus,18235,18264,402
bus,18359,4865,177
bus,38744,38742,177
bus,38743,38745,176
bus,38745,6230,168
bus,6230,20995,168
bus,20995,6231,168
bus,6231,20976,168
bus,20976,6217,435
bus,6217,18261,435
bus,18261,6218,435
bus,6218,6219,435
bus,6219,20975,435
bus,20975,6220,435
bus,6220,18238,389
bus,21086,18368,481
bus,18368,4924,437
bus,21195,49636,176
bus,49636,49606,176
bus,49606,40302,176
bus,40302,49618,176
bus,49618,40299,176
bus,40299,49648,176
bus,49648,40297,176
bus,40297,40295,176
bus,40295,18644,170
bus,21231,5007,170
bus,40290,49626,284
bus,49626,49622,284
bus,8857,10186,3
bus,10186,10707,3
bus,43875,15156,9
bus,24900,49680,9
bus,9501,9681,15
bus,10468,11850,540
bus,23857,35287,6
bus,35287,22992,22
bus,22992,22993,267
bus,22993,16770,260
bus,16760,16816,15
bus,24736,24775,6
bus,24775,22990,6
bus,22990,74,6
bus,51997,12226,51
bus,12342,28294,77
bus,28294,29243,77
bus,49563,25404,51
bus,39159,15752,14
bus,15555,22259,14
bus,22261,23672,14
bus,44995,23671,14
bus,22,16850,14
bus,23193,16064,32
bus,16073,16074,165
bus,16074,16075,123
bus,16455,39160,14
bus,49325,1141,117
bus,1184,1173,117
bus,1173,1643,117
bus,3993,1134,117
bus,2838,1670,105
bus,3385,17508,98
bus,17508,3386,117
bus,3386,17493,129
bus,17493,1187,153
bus,22859,39114,14
bus,39114,39115,174
bus,39115,413,108
bus,413,417,14
bus,417,14771,76
bus,421,14800,8
bus,14813,14827,28
bus,14883,48776,44
bus,48776,14870,44
bus,47924,24404,95
bus,13227,13120,466
bus,13101,13199,480
bus,13332,13915,127
bus,13915,13214,438
bus,13214,51284,378
bus,7023,18627,159
bus,18627,18625,79
bus,18602,18592,287
bus,18531,18489,7
bus,18522,6194,3
bus,20227,18442,1
bus,18442,18423,1
bus,18601,18604,3
bus,48909,3934,120
bus,2088,3164,86
bus,3208,3201,28
bus,48204,26808,178
bus,28245,26772,157
bus,12012,28228,182
bus,26691,28577,409
bus,28577,26672,409
bus,26672,43994,409
bus,43994,27918,221
bus,5592,35474,10
bus,34158,19529,10
bus,19529,5947,210
bus,5947,39149,200
bus,39149,42193,10
bus,51566,43254,137
bus,43254,11456,109
bus,11456,10662,502
bus,10662,11535,582
bus,11535,10663,582
bus,10663,11457,582
bus,11457,9667,582
bus,9667,9668,582
bus,9668,11472,582
bus,11472,9669,582
bus,9669,9670,582
bus,9670,9671,582
bus,9671,9672,582
bus,9672,34240,296
bus,34240,9757,588
bus,9757,9758,588
bus,9758,9759,588
bus,9759,9760,588
bus,9760,11708,588
bus,11708,11540,588
bus,11540,11470,588
bus,11470,10754,109
bus,38994,13246,107
bus,24850,14600,107
bus,14600,15746,71
bus,39160,41829,71
bus,35720,35721,137
bus,35721,15784,137
bus,15784,15745,137
bus,41936,20739,225
bus,4628,4629,423
bus,4629,4663,423
bus,4712,4762,74
bus,47851,48001,26
bus,48001,4565,123
bus,4733,43973,123
bus,43973,4722,123
bus,4722,4969,558
bus,4969,19467,558
bus,19467,4540,186
bus,4540,19687,340
bus,19687,19468,277
bus,5097,4780,600
bus,4634,37410,803
bus,23583,22876,133
bus,22876,15966,135
bus,15966,22877,135
bus,22877,22879,135
bus,22879,15964,135
bus,15964,15963,135
bus,15963,15962,135
bus,15962,22880,135
bus,22880,22888,135
bus,22888,15959,135
bus,15959,15961,135
bus,15961,15960,135
bus,15960,22881,135
bus,22881,15958,135
bus,15958,15969,135
bus,15969,22884,133
bus,22884,15968,133
bus,15968,22887,5
bus,22887,23585,65
bus,23585,23586,135
bus,23586,23587,135
bus,23587,23588,135
bus,23588,23589,135
bus,23589,23590,135
bus,23590,23591,135
bus,23591,23592,135
bus,23592,23593,75
bus,23593,23582,39
bus,23582,24794,76
bus,24794,22872,183
bus,22872,46285,4
bus,46285,51499,97
bus,51499,24434,173
bus,24458,14228,2
bus,14227,24467,18
bus,24414,757,382
bus,757,47038,177
bus,47038,48007,97
bus,48007,22889,80
bus,22889,22886,79
bus,22886,23585,6
bus,23593,23584,6
bus,23584,23583,82
bus,24540,24541,143
bus,24541,24542,143
bus,24546,24547,299
bus,24547,24548,149
bus,50259,48342,6
bus,42514,13006,7
bus,13006,45027,138
bus,45027,45029,138
bus,45029,29454,123
bus,29454,38954,6
bus,38954,35307,6
bus,35307,14585,17
bus,14585,14363,6
bus,14176,14175,192
bus,14175,14369,79
bus,14369,14121,517
bus,14167,14174,180
bus,14174,29504,9
bus,14175,14394,9
bus,38955,41896,8
bus,41896,35942,8
bus,35942,38953,8
bus,38953,29426,8
bus,29426,45028,140
bus,45028,35306,24
bus,35306,14474,24
bus,24428,24928,36
bus,24928,42313,8
bus,42313,24513,551
bus,24513,21951,443
bus,24534,21948,142
bus,21948,24562,145
bus,24562,24563,157
bus,24563,24564,161
bus,24567,37520,145
bus,37520,24568,145
bus,24547,1027,150
bus,22872,16649,161
bus,16649,46285,85
bus,45029,35300,15
bus,35300,35308,205
bus,35308,29679,469
bus,29679,14378,449
bus,44420,14209,15
bus,14209,743,25
bus,24507,21948,3
bus,24394,48342,321
bus,14419,13008,92
bus,13008,35739,95
bus,35739,35300,84
bus,14176,14369,81
bus,29416,43952,477
bus,43952,14416,82
bus,14416,29426,98
bus,29426,14417,92
bus,14417,35740,92
bus,35740,29665,94
bus,29665,14418,94
bus,827,37803,367
bus,37803,23694,348
bus,23694,888,347
bus,888,890,347
bus,23702,21947,150
bus,21947,21559,150
bus,21559,21581,150
bus,21581,24119,150
bus,24103,24102,804
bus,24102,22957,298
bus,22621,23748,300
bus,23748,23747,152
bus,21528,21871,608
bus,21871,24073,812
bus,24073,24068,812
bus,24068,24084,812
bus,24084,24085,812
bus,24085,24152,812
bus,24152,21552,534
bus,49303,24083,834
bus,24158,24156,834
bus,24154,24153,814
bus,24153,21553,814
bus,21553,24067,814
bus,24067,24074,814
bus,24074,24075,814
bus,24075,24072,628
bus,24094,23745,150
bus,23745,22618,294
bus,22618,22619,533
bus,22619,23628,533
bus,23628,49497,533
bus,49497,23705,533
bus,23705,23645,533
bus,23645,23696,533
bus,23696,24099,294
bus,22060,21720,150
bus,21720,21560,150
bus,21560,21962,150
bus,21962,23730,150
bus,23704,50550,290
bus,50550,23660,150
bus,21606,21383,87
bus,21385,21380,87
bus,21366,21368,87
bus,21368,22085,89
bus,50259,831,108
bus,831,24513,26
bus,24513,24514,99
bus,24514,24515,155
bus,24515,24516,155
bus,24516,24522,137
bus,24522,24523,137
bus,24523,24579,137
bus,24579,24580,137
bus,24580,24519,137
bus,24519,24520,155
bus,24520,24521,157
bus,24529,24530,165
bus,24530,21951,16
bus,48608,1028,89
bus,24511,24514,11
bus,1028,37521,64
bus,37521,22178,64
bus,24539,40674,64
bus,40674,40673,64
bus,40673,40670,64
bus,40670,24555,64
bus,24555,24558,64
bus,24558,40669,64
bus,40669,16862,64
bus,16862,40668,76
bus,40668,38896,76
bus,38896,40667,76
bus,40667,40666,76
bus,40666,21894,64
bus,24535,44416,64
bus,44416,48815,64
bus,24510,24529,76
bus,24994,831,64
bus,831,42313,236
bus,38117,24514,65
bus,24514,24532,65
bus,25376,44415,65
bus,44415,24505,65
bus,22018,24591,65
bus,24565,40671,65
bus,40671,40672,65
bus,40672,1026,65
bus,24538,37521,65
bus,37521,1028,65
bus,9915,11905,30
bus,11906,9915,30
bus,7034,20841,4
bus,20341,20337,4
bus,35261,20339,4
bus,20339,20314,4
bus,20315,50147,4
bus,47447,5601,4
bus,5880,5874,58
bus,5874,5870,58
bus,5870,5860,4
bus,5860,35598,4
bus,14398,14396,313
bus,38785,1724,32
bus,1730,39066,32
bus,39066,39064,66
bus,39064,38786,66
bus,38786,38775,66
bus,38775,38778,66
bus,38778,39088,66
bus,39088,39065,66
bus,39065,1732,32
bus,2760,38791,32
bus,38791,2341,32
bus,3367,16977,140
bus,3152,38791,34
bus,38791,1735,34
bus,1734,3825,383
bus,3825,39066,34
bus,39065,1731,34
bus,1731,1729,349
bus,1729,1723,349
bus,1723,38785,34
bus,38785,2337,100
bus,2337,38793,68
bus,38793,38792,68
bus,38792,1721,68
bus,1721,38776,34
bus,38776,1722,34
bus,1722,38795,34
bus,38795,1724,34
bus,1724,38777,34
bus,38777,1730,34
bus,3824,38782,34
bus,38782,2338,34
bus,2340,38782,34
bus,38782,2490,34
bus,3825,1731,349
bus,1731,38777,34
bus,38777,1729,34
bus,1729,38795,34
bus,38795,1723,34
bus,1723,38776,34
bus,38776,2337,34
bus,1722,38785,102
bus,2337,1720,349
bus,1720,38790,34
bus,38790,38779,68
bus,38779,1718,34
bus,1718,38787,34
bus,38787,1716,34
bus,1716,1717,349
bus,1717,1725,349
bus,1725,16937,408
bus,16941,39187,34
bus,39187,38781,34
bus,38781,1229,34
bus,1229,35993,141
bus,35993,1038,68
bus,1038,1216,34
bus,1225,35993,52
bus,1038,1217,34
bus,1217,39188,34
bus,39188,38781,34
bus,38781,1230,34
bus,1728,38787,34
bus,38787,1715,34
bus,1715,38790,68
bus,38779,1719,34
bus,2337,38790,32
bus,38790,38789,66
bus,38789,1718,32
bus,1718,1716,347
bus,1716,1726,32
bus,1726,38788,32
bus,38788,38794,32
bus,38794,1725,32
bus,17138,1243,112
bus,1243,38780,32
bus,38780,17223,32
bus,35086,1358,135
bus,1373,1361,32
bus,1705,4004,124
bus,1704,1275,124
bus,2904,38780,34
bus,38780,16943,34
bus,16943,16945,34
bus,16946,1726,34
bus,1726,38794,34
bus,38794,38788,34
bus,38788,1727,34
bus,1727,1715,34
bus,38789,1719,34
bus,48206,26659,88
bus,26709,38737,88
bus,38737,38736,88
bus,38736,42189,85
bus,42189,28549,85
bus,4868,4883,25
bus,4883,4983,25
bus,5050,5024,25
bus,4512,48001,16
bus,4650,4633,535
bus,4633,4560,220
bus,4560,4563,220
bus,4563,43147,116
bus,21167,51809,112
bus,51809,43142,112
bus,47851,4957,9
bus,38288,15860,239
bus,972,22927,326
bus,22927,15687,239
bus,24091,22618,239
bus,23696,910,239
bus,910,34090,273
bus,34090,24134,239
bus,38947,52023,227
bus,52023,13154,239
bus,4716,5166,102
bus,5166,35313,252
bus,35313,4482,252
bus,4482,4484,66
bus,4676,19359,150
bus,19359,21037,150
bus,5019,5166,150
bus,4482,5185,186
bus,5185,40677,126
bus,34859,49191,65
bus,49191,8018,65
bus,8018,50864,65
bus,50864,50865,235
bus,8217,8457,65
bus,11087,48891,96
bus,48891,11043,96
bus,11043,11080,4
bus,11080,41663,108
bus,41663,11039,8
bus,11039,41660,4
bus,41660,48474,15
bus,48474,11037,4
bus,11037,11032,171
bus,11032,11027,1910
bus,11027,11034,581
bus,11034,11011,581
bus,11011,11019,581
bus,11019,11018,479
bus,11018,11009,805
bus,11009,11008,805
bus,11008,10984,805
bus,10984,10980,740
bus,10980,10976,461
bus,10976,10973,1371
bus,10973,10936,1371
bus,10936,42559,1371
bus,42559,8981,1221
bus,8981,10931,1156
bus,10931,10954,1148
bus,10954,10951,1192
bus,10951,10950,546
bus,10950,10924,654
bus,10924,10921,654
bus,10921,10927,654
bus,10927,10955,366
bus,10955,10961,469
bus,10961,10963,649
bus,10963,9031,436
bus,9031,11004,533
bus,11004,10591,409
bus,10591,11064,353
bus,11069,11285,1013
bus,11285,38854,403
bus,38854,39083,403
bus,39083,38855,403
bus,38855,38857,403
bus,38857,11071,826
bus,11071,11003,601
bus,11003,8983,474
bus,8983,10998,403
bus,10998,51121,403
bus,51121,10992,403
bus,10992,10991,409
bus,10991,10996,226
bus,10996,11061,226
bus,11061,11056,226
bus,11056,11060,226
bus,11060,11055,628
bus,11055,10400,628
bus,10400,8991,1312
bus,8991,8992,2505
bus,8992,8993,2505
bus,8993,8994,2505
bus,8994,8995,2505
bus,8995,8996,1977
bus,8996,10944,226
bus,10944,10941,226
bus,10941,10938,226
bus,10938,10940,226
bus,10940,8998,226
bus,8998,8999,1910
bus,8999,9000,697
bus,9000,9001,1547
bus,9001,9002,1547
bus,9002,9003,1547
bus,9003,10866,1370
bus,10866,9010,723
bus,9010,10865,711
bus,10865,10777,1370
bus,10777,10845,1547
bus,10845,41049,1143
bus,41049,43699,1284
bus,43699,43709,956
bus,43708,43700,942
bus,43700,8862,733
bus,8862,9006,1097
bus,9006,9007,1478
bus,9007,9008,1478
bus,9008,10864,1331
bus,10864,11258,638
bus,11258,9009,662
bus,9009,9019,1331
bus,9019,9020,1490
bus,9020,10851,1490
bus,10851,9021,1490
bus,9021,8863,672
bus,8863,9022,2232
bus,9022,9023,2232
bus,9023,10943,207
bus,10943,10939,207
bus,10939,10942,207
bus,10942,10946,207
bus,10946,9024,207
bus,9024,10947,2528
bus,10947,9025,2550
bus,9025,9026,2532
bus,9026,9027,2532
bus,9027,9028,2532
bus,9028,10990,1735
bus,10990,10949,734
bus,10949,11059,382
bus,11059,11057,207
bus,11057,11062,207
bus,11062,10995,207
bus,10995,8986,365
bus,8986,8987,367
bus,8987,10994,365
bus,10994,10997,365
bus,10997,11002,365
bus,11002,10591,263
bus,10591,11070,1867
bus,11070,38858,845
bus,38858,38856,365
bus,38856,51122,365
bus,51122,10430,365
bus,10430,11068,515
bus,11068,11259,955
bus,43443,43441,755
bus,43441,43437,394
bus,43437,43439,394
bus,43439,46281,394
bus,46281,47051,394
bus,47051,43442,755
bus,43442,44409,223
bus,44409,44410,256
bus,44410,8863,256
bus,9023,9024,2321
bus,10949,10590,223
bus,10590,11059,223
bus,11059,41170,398
bus,41170,11065,223
bus,11065,35072,432
bus,35072,11284,1314
bus,11284,38858,432
bus,38858,43857,912
bus,43857,37273,884
bus,37273,11288,961
bus,11288,49251,961
bus,49250,11032,187
bus,10963,8990,213
bus,8990,10985,1067
bus,10985,8991,422
bus,8996,8997,1751
bus,8997,8998,1964
bus,10866,10850,659
bus,10850,9016,659
bus,9016,10868,428
bus,10868,9017,627
bus,9017,9018,858
bus,9018,10865,834
bus,10864,9011,891
bus,9011,9012,903
bus,9012,9013,903
bus,9013,9014,693
bus,9014,9015,693
bus,9015,9009,693
bus,9028,9029,550
bus,9029,9030,1579
bus,9030,10964,239
bus,10964,10958,581
bus,10958,42677,266
bus,42677,10929,222
bus,10929,10926,529
bus,10926,10920,696
bus,10920,10923,696
bus,10923,10925,696
bus,10925,10952,594
bus,10952,10953,1138
bus,10953,10956,1254
bus,10956,42558,1146
bus,42558,10972,1499
bus,10972,10979,1499
bus,10979,11007,461
bus,11007,11010,769
bus,11010,11017,769
bus,11017,11020,461
bus,11020,11012,569
bus,11012,11033,569
bus,11033,11026,569
bus,11026,11031,1742
bus,11031,49251,1353
bus,49252,11032,215
bus,11027,10981,1021
bus,10981,10976,910
bus,42559,10957,215
bus,10957,10962,323
bus,10962,10986,791
bus,10986,8982,781
bus,8982,10999,673
bus,10999,8990,1312
bus,10985,48353,215
bus,48353,44402,1173
bus,44402,44405,2046
bus,44405,44407,2046
bus,44407,44410,1173
bus,44410,9000,436
bus,10845,10844,404
bus,10844,51255,749
bus,51255,41161,749
bus,41161,41162,1608
bus,41162,42722,634
bus,42722,9451,1251
bus,9451,42719,405
bus,42719,42712,405
bus,42712,42711,405
bus,42711,42715,405
bus,42708,42714,1067
bus,42714,42716,405
bus,42716,42710,405
bus,42710,42713,405
bus,42713,42720,405
bus,42720,42721,1310
bus,42721,41163,666
bus,41163,41171,1740
bus,41171,41050,760
bus,41050,9006,393
bus,9021,11282,601
bus,11282,44412,1195
bus,44412,44408,2014
bus,44408,44406,2014
bus,44406,44403,2014
bus,44403,10960,1306
bus,10960,9029,805
bus,9030,9031,1340
bus,9031,9032,774
bus,9032,10987,876
bus,10987,9033,876
bus,9033,10965,394
bus,10965,42558,227
bus,10979,11026,1038
bus,49250,11037,167
bus,11019,11015,102
bus,11015,11013,824
bus,11013,11000,824
bus,11000,9032,102
bus,10965,8981,102
bus,8981,11276,167
bus,11276,11277,167
bus,11277,11280,167
bus,11280,11278,167
bus,11278,10926,167
bus,10925,11279,102
bus,11279,10960,347
bus,10960,10990,603
bus,10990,10996,1961
bus,10996,10591,1540
bus,11063,39224,108
bus,39224,10995,1397
bus,10995,10400,1040
bus,10400,48353,515
bus,48353,10959,355
bus,10959,40742,781
bus,40742,10950,108
bus,10927,10928,108
bus,10928,10922,108
bus,10922,10934,108
bus,10934,10931,108
bus,10931,10953,108
bus,10956,10957,108
bus,8982,11001,108
bus,11001,11014,890
bus,11014,11016,890
bus,11016,11020,108
bus,49579,49581,437
bus,49581,49564,437
bus,49564,49519,437
bus,49519,51387,237
bus,51387,48513,2024
bus,48513,47936,415
bus,47936,49515,237
bus,49515,50899,237
bus,50899,47935,415
bus,47935,44260,1250
bus,44260,43698,719
bus,43698,36985,1405
bus,36985,38872,1405
bus,38872,38871,237
bus,38871,38870,454
bus,38870,38868,237
bus,38868,36984,1405
bus,36984,37478,237
bus,37478,37479,237
bus,37479,37477,237
bus,37477,37476,237
bus,37476,38867,237
bus,38867,40793,1215
bus,40793,40794,997
bus,40794,43710,221
bus,43710,43702,221
bus,43702,43703,221
bus,43703,43803,221
bus,43803,43799,221
bus,43799,43796,221
bus,43796,10840,221
bus,10840,47400,662
bus,47400,9000,392
bus,41049,38865,505
bus,38865,42668,237
bus,42668,42671,447
bus,42671,42674,447
bus,42674,42670,447
bus,42670,42676,447
bus,42676,51956,447
bus,51956,50062,435
bus,50062,47847,237
bus,47847,47850,469
bus,47850,51654,469
bus,51654,48452,647
bus,48452,48450,237
bus,48450,48451,454
bus,48451,49754,237
bus,49754,49757,647
bus,49757,49778,237
bus,49749,49744,217
bus,49744,49756,217
bus,49756,49773,626
bus,49773,48450,217
bus,48451,48453,217
bus,48453,48454,436
bus,48454,47845,436
bus,47845,44888,217
bus,44888,42460,217
bus,42460,50049,416
bus,50049,51104,416
bus,51104,42675,416
bus,42675,42669,416
bus,42669,42673,416
bus,42673,42672,416
bus,42672,42667,416
bus,42667,38863,217
bus,38863,8862,481
bus,9021,50358,217
bus,50358,10843,237
bus,10843,43797,217
bus,43797,43798,417
bus,43798,43800,417
bus,43800,43802,417
bus,43802,43704,217
bus,43704,51684,217
bus,51684,43701,217
bus,43701,40792,217
bus,40792,40791,982
bus,40791,51170,952
bus,51170,38866,1195
bus,38866,36982,217
bus,36982,37480,217
bus,37480,36981,217
bus,36981,37482,217
bus,37482,36983,217
bus,36983,38869,1403
bus,38869,38871,217
bus,38870,37484,217
bus,37484,43697,1403
bus,43697,44261,715
bus,44261,47934,1290
bus,47934,47932,407
bus,47932,47942,217
bus,47942,47939,217
bus,47939,48512,217
bus,48512,49484,217
bus,49484,49584,417
bus,49584,49582,417
bus,49582,49586,417
bus,49586,49600,417
bus,49600,49599,417
bus,10021,49640,98
bus,49640,11222,64
bus,11222,11156,53
bus,11156,11154,53
bus,11154,11152,53
bus,11152,11167,107
bus,11167,11165,107
bus,11165,11163,107
bus,11163,11164,107
bus,11164,11166,107
bus,11166,11148,107
bus,11148,11151,107
bus,11151,11149,53
bus,11149,11147,53
bus,11147,11141,53
bus,11141,11786,53
bus,11786,11788,53
