stop_id,stop_name,lat,lon,region,metro,n_modes,modes_served,stop_calls
11080,מחלף הרטוב,31.767298,34.997537,Jerusalem,Periphery,2,bus|demand/other bus,2066
11081,מחלף הרטוב,31.767124,34.99773,Jerusalem,Periphery,2,bus|demand/other bus,1982
11028,שדרות יגאל אלון/קניון שער העיר,31.756197,34.985749,Jerusalem,Periphery,2,bus|demand/other bus,1403
37273,שדרות יגאל אלון/הצבע,31.753943,34.994399,Jerusalem,Periphery,2,bus|demand/other bus,1275
41660,כביש 38/דולמיט,31.760419,34.987449,Jerusalem,Periphery,2,bus|demand/other bus,1241
11035,יגאל אלון/העלייה,31.75591,34.989729,Jerusalem,Periphery,2,bus|demand/other bus,1198
37274,שדרות יגאל אלון/הצבע,31.753714,34.994922,Jerusalem,Periphery,2,bus|demand/other bus,1146
11288,שד.יגאל אלון/הבנאי,31.754837,34.992821,Jerusalem,Periphery,2,bus|demand/other bus,1010
11119,מחלף מסילת ציון,31.798378,35.014456,Jerusalem,Jerusalem,2,bus|demand/other bus,968
36797,כביש 3855/שדרות יגאל אלון,31.751453,35.000784,Jerusalem,Periphery,2,bus|demand/other bus,956
11073,כביש 3855/רבי יוסף קארו,31.746194,35.002247,Jerusalem,Periphery,2,bus|demand/other bus,932
11030,שד.יגאל אלון/החרש,31.756224,34.987672,Jerusalem,Periphery,2,bus|demand/other bus,882
35685,כביש 3855/הרצוג,31.738261,35.002991,Jerusalem,Periphery,2,bus|demand/other bus,816
11072,כביש 3855/רבי יוסף קארו,31.745656,35.001659,Jerusalem,Periphery,2,bus|demand/other bus,811
35683,כביש 3855/הירקון,31.707114,35.007316,Jerusalem,Periphery,2,bus|demand/other bus,794
11065,כביש 3855/הרצוג,31.739217,35.002554,Jerusalem,Periphery,2,bus|demand/other bus,781
11093,צומת אשתאול,31.77762,35.010447,Jerusalem,Jerusalem,2,bus|demand/other bus,737
11090,מחלף שמשון לדרום,31.775349,35.004232,Jerusalem,Jerusalem,2,bus|demand/other bus,729
41495,מחלף שמשון לצפון,31.774523,35.00712,Jerusalem,Jerusalem,2,bus|demand/other bus,650
11094,צומת אשתאול,31.777304,35.011476,Jerusalem,Jerusalem,2,bus|demand/other bus,576
35686,כביש 3855/הירקון,31.705894,35.007913,Jerusalem,Periphery,2,bus|demand/other bus,506
26402,צומת בני ראם/ישיבה,31.768129,34.799948,Center,Periphery,2,bus|demand/other bus,499
12042,מסעף בני ראם/ישיבה,31.768572,34.800929,Center,Periphery,2,bus|demand/other bus,489
35682,כביש 3855/כביש 375,31.696722,35.010889,Center,Periphery,2,bus|demand/other bus,482
11022,מסעף צרעה,31.755648,34.981629,Jerusalem,Periphery,2,bus|demand/other bus,460
41663,כביש 3855/כביש 38,31.760313,34.988741,Jerusalem,Periphery,2,bus|demand/other bus,304
12277,צומת קיבוץ קטורה,29.96881,35.06477,South,Periphery,2,bus|demand/other bus,299
12278,צומת קטורה,29.989086,35.076479,South,Periphery,2,bus|demand/other bus,299
12132,צומת גרופית,29.93596,35.060558,South,Periphery,2,bus|demand/other bus,295
38903,צומת לוטן,29.98694,35.074506,South,Periphery,2,bus|demand/other bus,295
43682,מסוף מרכזי חבל אילות,29.892622,35.064671,South,Periphery,2,bus|demand/other bus,231
47976,אולם ספורט דוביק/יוטבתה,29.89826,35.057815,South,Periphery,2,bus|demand/other bus,231
10818,צומת האלה,31.686561,34.946639,Center,Periphery,2,bus|demand/other bus,209
10893,מגרש ספורט,31.719412,34.920276,Center,Periphery,2,bus|demand/other bus,192
48474,מרכז ביג/שדרות יגאל אלון,31.756903,34.985676,Jerusalem,Periphery,2,bus|demand/other bus,192
10816,צומת ליאון שריגים,31.672442,34.936043,Center,Periphery,2,bus|demand/other bus,188
10834,צומת עציונה,31.687468,35.001292,Center,Periphery,2,bus|demand/other bus,171
41168,שדרות יגאל אלון/3855,31.752143,35.000006,Jerusalem,Periphery,2,bus|demand/other bus,171
10820,צומת האלה,31.687139,34.947272,Center,Periphery,2,bus|demand/other bus,167
10794,מסעף נחושה,31.646951,34.925501,Center,Periphery,2,bus|demand/other bus,164
34172,בסיס עובדה/ש''ג,29.942014,34.956807,South,Periphery,2,bus|demand/other bus,163
38904,כביש 375/3855,31.695839,35.011051,Center,Periphery,2,bus|demand/other bus,163
41030,רבדים,31.77329,34.816551,Center,Periphery,2,bus|demand/other bus,158
10811,צומת ליאון שריגים,31.671748,34.934988,Center,Periphery,2,bus|demand/other bus,157
42617,ת. רכבת מלאכי יואב/הורדה,31.746204,34.821985,Center,Periphery,2,bus|demand/other bus,154
43681,בית הספר מעלה שחרות,29.899035,35.05625,South,Periphery,2,bus|demand/other bus,151
42216,גרופית,29.941024,35.064039,South,Periphery,2,bus|demand/other bus,150
42226,לוטן,29.98764,35.085903,South,Periphery,2,bus|demand/other bus,150
42227,קטורה,29.97021,35.061588,South,Periphery,2,bus|demand/other bus,150
10889,בית העם,31.740678,34.878099,Center,Periphery,2,bus|demand/other bus,144
10892,תירוש א,31.749469,34.886631,Center,Periphery,2,bus|demand/other bus,144
25726,'כפר הרי''ף א,31.746619,34.796202,Center,Periphery,2,bus|demand/other bus,144
28661,כפר מנחם קיבוץ/סילו,31.732289,34.836952,Center,Periphery,2,bus|demand/other bus,144
41249,כפר מנחם/הרחבה,31.728689,34.831147,Center,Periphery,2,bus|demand/other bus,144
11092,צומת שמשון,31.776288,35.004372,Jerusalem,Jerusalem,2,bus|demand/other bus,117
11082,מועצה אזורית,31.764126,34.999466,Jerusalem,Periphery,2,bus|demand/other bus,113
11083,נחם ב,31.767073,35.005013,Jerusalem,Jerusalem,2,bus|demand/other bus,113
11084,נחם ג,31.766459,35.002721,Jerusalem,Jerusalem,2,bus|demand/other bus,113
11085,נחם א,31.767142,35.001499,Jerusalem,Periphery,2,bus|demand/other bus,113
10833,מסעף נתיב הל''ה,31.684228,34.986415,Center,Periphery,2,bus|demand/other bus,108
10832,מסעף נתיב הל''ה,31.684202,34.985165,Center,Periphery,2,bus|demand/other bus,98
10863,צומת עציונה,31.68699,35.000045,Center,Periphery,2,bus|demand/other bus,98
10821,צומת עזקה,31.701512,34.943003,Center,Periphery,2,bus|demand/other bus,93
10819,צומת האלה,31.687721,34.946281,Center,Periphery,2,bus|demand/other bus,89
12523,צומת מחנה עובדה/שחרות,30.020846,34.977079,South,Periphery,2,bus|demand/other bus,88
11039,איזור התעשיה נשר,31.762131,34.995646,Jerusalem,Periphery,2,bus|demand/other bus,83
12465,צומת שיזפון,30.04819,35.01371,South,Periphery,2,bus|demand/other bus,79
41031,רבדים/יציאה,31.772351,34.812978,Center,Periphery,2,bus|demand/other bus,79
10823,צומת עזקה,31.702636,34.943607,Center,Periphery,2,bus|demand/other bus,74
10825,מסעף זכריה,31.706388,34.948163,Center,Periphery,2,bus|demand/other bus,74
10826,מסעף זכריה,31.707138,34.949128,Center,Periphery,2,bus|demand/other bus,74
10912,מחלף בית שמש,31.720202,34.964246,Jerusalem,Periphery,2,bus|demand/other bus,74
10852,מסעף אביעזר,31.680906,35.003396,Center,Periphery,2,bus|demand/other bus,65
10855,צומת עציונה,31.686646,35.000883,Center,Periphery,2,bus|demand/other bus,65
10797,לוזית מרכז ב,31.686224,34.886917,Center,Periphery,2,bus|demand/other bus,64
10798,לוזית מרכז א,31.687383,34.888975,Center,Periphery,2,bus|demand/other bus,64
10854,מסעף אביעזר,31.681907,35.003086,Center,Periphery,2,bus|demand/other bus,63
50444,צומת כביש 367/גבעות עדן למערב,31.67292,35.015501,Center,Periphery,2,bus|demand/other bus,63
10831,צומת עדולם,31.683746,34.982086,Center,Periphery,2,bus|demand/other bus,53
10634,צומת עדולם,31.68369,34.980624,Center,Periphery,2,bus|demand/other bus,46
10932,מסעף ישעי,31.747428,34.974089,Jerusalem,Periphery,2,bus|demand/other bus,35
13103,קניון עזריאלי/דרך מנחם בגין,32.074592,34.790584,Center,Tel Aviv,1,bus,10698
10775,גשר המיתרים/שד' הרצל,31.787162,35.199533,Jerusalem,Jerusalem,1,bus,9490
9959,מסוף הר נוף/כנפי נשרים,31.78719,35.180668,Jerusalem,Jerusalem,1,bus,8850
10716,צומת רמות/גולדה,31.808253,35.204001,Jerusalem,Jerusalem,1,bus,8696
12910,דרך נמיר/יהודה המכבי,32.095376,34.794137,Center,Tel Aviv,1,bus,8408
13358,סמינר הקיבוצים/דרך נמיר,32.101886,34.792779,Center,Tel Aviv,1,bus,7890
10790,צומת רמות/גולדה,31.809649,35.204075,Jerusalem,Jerusalem,1,bus,7679
13120,דרך זאב ז'בוטינסקי/מכון מור,32.09139,34.824447,Center,Tel Aviv,1,bus,7393
13206,קריית הממשלה/דרך מנחם בגין,32.07238,34.789654,Center,Tel Aviv,1,bus,7193
9181,בנייני האומה/הנשיא השישי,31.78634,35.203701,Jerusalem,Jerusalem,1,bus,6950
13067,דרך נמיר/יהודה המכבי,32.095157,34.794466,Center,Tel Aviv,1,bus,6824
48363,ת.רק''ל יהודית/דרך מנחם בגין,32.069627,34.787954,Center,Tel Aviv,1,bus,6805
10514,ביטוח לאומי,31.784519,35.200768,Jerusalem,Jerusalem,1,bus,6739
13322,המסגר/הרכב,32.06366,34.78558,Center,Tel Aviv,1,bus,6712
8636,גולדה/שלמה הלוי,31.8003,35.208257,Jerusalem,Jerusalem,1,bus,6712
49466,מסוף הר נוף/כנפי נשרים,31.787451,35.180456,Jerusalem,Jerusalem,1,bus,6668
22099,ת. רק''ל בלינסון/קניון אבנת,32.091717,34.865871,Center,Tel Aviv,1,bus,6538
13207,ת.רק''ל בן גוריון/דרך ז'בוטינסקי,32.090946,34.82339,Center,Tel Aviv,1,bus,6366
10237,יחזקאל/כיכר השבת ,31.788783,35.218466,Jerusalem,Jerusalem,1,bus,6103
14347,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,32.092819,34.83772,Center,Tel Aviv,1,bus,6055
9445,ירמיהו/שמגר,31.792377,35.207749,Jerusalem,Jerusalem,1,bus,6002
50332,ת.רק''ל אבא הלל/דרך ז'בוטינסקי,32.083005,34.802272,Center,Tel Aviv,1,bus,5916
44960,ירמיהו/הצבי,31.790922,35.201995,Jerusalem,Jerusalem,1,bus,5899
13274,מחלף גבעת שמואל/כביש 4,32.074823,34.843553,Center,Tel Aviv,1,bus,5873
50385,ת.רק''ל ארלוזורוב/דרך מנחם בגין,32.080749,34.796416,Center,Tel Aviv,1,bus,5787
12898,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,32.092564,34.840305,Center,Tel Aviv,1,bus,5770
3521,מת''מ,32.790385,34.96134,North,Haifa,1,bus,5770
12900,מגדל ויטה/דרך בן גוריון,32.094143,34.822193,Center,Tel Aviv,1,bus,5709
13354,ת. רכבת תל אביב - סבידור/דרך נמיר,32.083482,34.795008,Center,Tel Aviv,1,bus,5696
48438,דרך מנחם בגין/החשמונאים,32.068718,34.786781,Center,Tel Aviv,1,bus,5692
3368,סחרוב,32.790059,34.959315,North,Haifa,1,bus,5670
13227,ז'בוטינסקי/ אבו חצירא,32.092113,34.832382,Center,Tel Aviv,1,bus,5659
14077,מחלף גהה/דרך ז'בוטינסקי,32.092621,34.843838,Center,Tel Aviv,1,bus,5654
47982,גולדה מאיר/שלמה הלוי,31.799622,35.209612,Jerusalem,Jerusalem,1,bus,5651
37528,הבורסה/דרך ז'בוטינסקי,32.082534,34.800724,Center,Tel Aviv,1,bus,5617
13575,הבימה/שד' רוטשילד,32.071428,34.778882,Center,Tel Aviv,1,bus,5588
8756,מרכז שטנר/כנפי נשרים,31.787703,35.188761,Jerusalem,Jerusalem,1,bus,5557
8757,בית ענבר/כנפי נשרים,31.787728,35.185498,Jerusalem,Jerusalem,1,bus,5550
9046,ויצמן/גבעת שאול,31.790348,35.197526,Jerusalem,Jerusalem,1,bus,5548
3870,ת. מרכזית המפרץ/הורדה,32.792214,35.034786,North,Haifa,1,bus,5543
13247,מגדל קונקורד/דרך בן גוריון,32.093343,34.822094,Center,Tel Aviv,1,bus,5538
10742,שמגר/אוהל יהושע,31.795289,35.207757,Jerusalem,Jerusalem,1,bus,5515
3522,ת. מרכזית חוף הכרמל/הורדה,32.793368,34.959587,North,Haifa,1,bus,5501
37251,קרית מדע/גולדה מאיר,31.799436,35.211783,Jerusalem,Jerusalem,1,bus,5479
13679,עיריית תל אביב - יפו/אבן גבירול,32.082914,34.781176,Center,Tel Aviv,1,bus,5461
29483,המסגר/המלאכה,32.066289,34.786744,Center,Tel Aviv,1,bus,5420
44590,תחנה תפעולית/ביטוח לאומי,31.783616,35.201331,Jerusalem,Jerusalem,1,bus,5370
16205,בי''ח בלינסון/גשר מבצע ארנון,32.091161,34.86787,Center,Tel Aviv,1,bus,5359
13320,קניון עזריאלי/דרך מנחם בגין,32.074453,34.791116,Center,Tel Aviv,1,bus,5347
41132,מחלף חמד,31.80033,35.126238,Jerusalem,Jerusalem,1,bus,5339
48640,דרך מנחם בגין/המלאכה,32.067185,34.784932,Center,Tel Aviv,1,bus,5328
13204,קניון עזריאלי/דרך מנחם בגין,32.075726,34.791623,Center,Tel Aviv,1,bus,5321
41133,מחלף חמד,31.801002,35.12454,Jerusalem,Jerusalem,1,bus,5289
14316,קניון איילון,32.098763,34.82545,Center,Tel Aviv,1,bus,5254
10776,שדרות שז''ר/בנייני האומה,31.787569,35.203469,Jerusalem,Jerusalem,1,bus,5253
14319,מסוף כרמלית/הורדה,32.067287,34.765823,Center,Tel Aviv,1,bus,5250
13032,דרך ז'בוטינסקי/דב גרונר,32.091763,34.828052,Center,Tel Aviv,1,bus,5192
13290,מכון מור/דרך זאב ז'בוטינסקי,32.091435,34.825758,Center,Tel Aviv,1,bus,5190
17277,ת. רכבת בת גלים,32.830786,34.982852,North,Haifa,1,bus,5189
8793,בית ענבר/כנפי נשרים,31.787534,35.186109,Jerusalem,Jerusalem,1,bus,5187
44961,ירמיהו/הצבי,31.790799,35.202515,Jerusalem,Jerusalem,1,bus,5183
8794,מרכז שטנר/כנפי נשרים,31.787494,35.188892,Jerusalem,Jerusalem,1,bus,5181
9553,גשר המיתרים/שד' הרצל,31.787322,35.199369,Jerusalem,Jerusalem,1,bus,5159
49737,שדרות גולדה מאיר/הרטום,31.79987,35.212534,Jerusalem,Jerusalem,1,bus,5149
13136,תיכון חדש רבין/דרך נמיר,32.090293,34.795303,Center,Tel Aviv,1,bus,5132
51284,דרך נמיר/שדרות שאול המלך,32.078509,34.793016,Center,Tel Aviv,1,bus,5120
13036,דרך ז'בוטינסקי/אבן עזרא,32.091484,34.831208,Center,Tel Aviv,1,bus,5111
10644,שמואל הנביא/גבעת משה,31.797063,35.218335,Jerusalem,Jerusalem,1,bus,5095
3367,סחרוב,32.790898,34.958675,North,Haifa,1,bus,5038
3731,העירייה,32.812464,34.997602,North,Haifa,1,bus,5033
13181,דרך נמיר/פנקס,32.092013,34.795206,Center,Tel Aviv,1,bus,5005
16212,ת.רק''ל שחם/דרך ז'בוטינסקי,32.092183,34.860629,Center,Tel Aviv,1,bus,4969
29480,ת. רכבת תל אביב - סבידור/דרך נמיר,32.081367,34.794199,Center,Tel Aviv,1,bus,4953
45039,אבן גבירול/ארלוזורוב,32.084806,34.781547,Center,Tel Aviv,1,bus,4921
13565,כיכר דיזנגוף/ריינס,32.07895,34.77495,Center,Tel Aviv,1,bus,4918
9352,רבי ישראל נג'ארה/יונתן בן עוזיאל,31.790195,35.191514,Jerusalem,Jerusalem,1,bus,4918
8733,אצטדיון טדי/א''ס ביתר,31.751193,35.18933,Jerusalem,Jerusalem,1,bus,4912
8703,גבעת שאול/כתב סופר,31.791222,35.195972,Jerusalem,Jerusalem,1,bus,4814
13089,מגדל שלום/אחד העם,32.063639,34.770359,Center,Tel Aviv,1,bus,4797
9434,יחזקאל/רבנו גרשום,31.792065,35.220651,Jerusalem,Jerusalem,1,bus,4797
8706,גבעת שאול/הרב אהרון קוטלר,31.791889,35.194251,Jerusalem,Jerusalem,1,bus,4790
10792,שדרות גולדה מאיר/יצחק מירסקי,31.822289,35.189471,Jerusalem,Jerusalem,1,bus,4780
14054,דרך ז'בוטינסקי/סוקולוב,32.092321,34.834218,Center,Tel Aviv,1,bus,4779
10733,יחזקאל/הושע,31.789988,35.219015,Jerusalem,Jerusalem,1,bus,4769
44465,חוף ירושלים,32.073296,34.764793,Center,Tel Aviv,1,bus,4767
44466,חוף בננה ביץ',32.070602,34.763816,Center,Tel Aviv,1,bus,4767
8750,אצטדיון טדי/א''ס ביתר,31.751345,35.188474,Jerusalem,Jerusalem,1,bus,4764
9048,בן גוריון/שערי ירושלים,31.791535,35.196465,Jerusalem,Jerusalem,1,bus,4736
13178,חיל השריון/קיבוץ גלויות,32.04815,34.78452,Center,Tel Aviv,1,bus,4731
29432,רבי עקיבא/גן ורשה,32.086061,34.832095,Center,Tel Aviv,1,bus,4719
11574,ת. מרכזית ירושלים/יפו,31.788746,35.203674,Jerusalem,Jerusalem,1,bus,4679
9433,יחזקאל/רבנו גרשום,31.791156,35.219798,Jerusalem,Jerusalem,1,bus,4675
13037,כהנמן/הרב זוננפלד,32.080511,34.841412,Center,Tel Aviv,1,bus,4654
10789,ת. מרכזית ירושלים/יפו,31.788746,35.20243,Jerusalem,Jerusalem,1,bus,4650
13341,הרב כהנמן/קוקה קולה,32.078104,34.842242,Center,Tel Aviv,1,bus,4648
13129,כיכר רבין/מלכי ישראל,32.0796,34.780657,Center,Tel Aviv,1,bus,4630
15639,ת.רק''ל שחם/דרך ז'בוטינסקי,32.091821,34.860984,Center,Tel Aviv,1,bus,4630
8614,שדרות גולדה מאיר/המשורר אצ''ג,31.825302,35.188624,Jerusalem,Jerusalem,1,bus,4609
13033,כיכר דיזנגוף/דיזנגוף,32.078936,34.773907,Center,Tel Aviv,1,bus,4589
13228,שד' רוטשילד/שיינקין,32.068653,34.778387,Center,Tel Aviv,1,bus,4584
13246,בית ספר הולץ/חיל השריון,32.046238,34.783261,Center,Tel Aviv,1,bus,4577
13985,דרך ז'בוטינסקי/דב גרונר,32.091396,34.829253,Center,Tel Aviv,1,bus,4571
13250,רבי עקיבא/גן קדושי ורשה,32.085985,34.831969,Center,Tel Aviv,1,bus,4567
16203,דרך זאב ז'בוטינסקי/הסיבים,32.092078,34.85802,Center,Tel Aviv,1,bus,4564
24660,משרד הרישוי/הלוחמים,32.034209,34.770086,Center,Tel Aviv,1,bus,4564
13112,מסוף הטייסים,32.048689,34.813804,Center,Tel Aviv,1,bus,4561
8710,רבי ישראל נג'ארה/יונתן בן עוזיאל,31.789376,35.191168,Jerusalem,Jerusalem,1,bus,4552
13582,דיזנגוף סנטר/שדרות בן ציון,32.073756,34.775586,Center,Tel Aviv,1,bus,4547
40026,שדרות שז''ר/בנייני האומה,31.787547,35.202639,Jerusalem,Jerusalem,1,bus,4514
49226,ישראל טל/דרך מנחם בגין,32.064034,34.782462,Center,Tel Aviv,1,bus,4513
10515,חניון הלאום/שד' הנשיא השישי,31.783139,35.203037,Jerusalem,Jerusalem,1,bus,4509
11734,ת. מרכזית ירושלים/הורדה,31.789082,35.202487,Jerusalem,Jerusalem,1,bus,4508
13140,דרך ז'בוטינסקי/רש''י,32.089296,34.818138,Center,Tel Aviv,1,bus,4498
8961,בר אילן/שמואל הנביא,31.794822,35.217969,Jerusalem,Jerusalem,1,bus,4488
8962,בר אילן/חכם שמואל ברוכים,31.794075,35.216208,Jerusalem,Jerusalem,1,bus,4475
13174,רבי עקיבא/הרב קוק,32.087547,34.828114,Center,Tel Aviv,1,bus,4472
13481,יצחק אלחנן/הכרמל,32.065425,34.765682,Center,Tel Aviv,1,bus,4463
29482,ת. רכבת ההגנה/החרש,32.055692,34.783286,Center,Tel Aviv,1,bus,4460
49236,ת.רק''ל קרליבך/דרך מנחם בגין B,32.065523,34.783296,Center,Tel Aviv,1,bus,4445
8708,רבי ישראל נג'ארה/גבעת שאול,31.792076,35.191927,Jerusalem,Jerusalem,1,bus,4440
13198,ת.רק''ל אבא הלל/דרך ז'בוטינסקי,32.083114,34.80505,Center,Tel Aviv,1,bus,4416
9564,גולומב/סן מרטין,31.756636,35.195429,Jerusalem,Jerusalem,1,bus,4409
47411,אוהל יהושע/זית רענן,31.795826,35.21093,Jerusalem,Jerusalem,1,bus,4408
10226,יגאל ידין/דרוק,31.806598,35.216384,Jerusalem,Jerusalem,1,bus,4406
13730,ת. רכבת תל אביב - סבידור/חנה וסע,32.083783,34.7956,Center,Tel Aviv,1,bus,4284
16206,ת.רק''ל שנקר/דרך ז'בוטינסקי,32.092397,34.854627,Center,Tel Aviv,1,bus,4283
16195,ז'בוטינסקי/הסיבים,32.092536,34.856645,Center,Tel Aviv,1,bus,4277
13572,שד' רוטשילד/שיינקין,32.0685,34.777966,Center,Tel Aviv,1,bus,4219
11292,שפע חיים/דורש טוב,31.79731,35.212587,Jerusalem,Jerusalem,1,bus,4207
10791,מרכז מסחרי/גולדה,31.817331,35.195567,Jerusalem,Jerusalem,1,bus,4198
13040,רבי עקיבא/אליהו הנביא,32.0856,34.837347,Center,Tel Aviv,1,bus,4154
13203,קניון איילון/דרך אבא הלל,32.098809,34.827472,Center,Tel Aviv,1,bus,4151
13088,ת. רכבת בני ברק/מבצע קדש,32.103514,34.827868,Center,Tel Aviv,1,bus,4147
2090,טרומפלדור/מרכז זיו,32.783433,35.01514,North,Haifa,1,bus,4143
13287,הרב כהנמן/רבי עקיבא,32.08532,34.83971,Center,Tel Aviv,1,bus,4135
11785,קניון רמות/גולדה מאיר,31.81742,35.194919,Jerusalem,Jerusalem,1,bus,4132
12890,ת. רכבת תל אביב סבידור/על פרשת דרכים,32.08224,34.795351,Center,Tel Aviv,1,bus,4082
13979,רבי עקיבא/שמואל הנביא,32.089797,34.825961,Center,Tel Aviv,1,bus,4080
13053,ת. רכבת בני ברק/מבצע קדש,32.103618,34.827642,Center,Tel Aviv,1,bus,4076
8704,גבעת שאול/כתב סופר,31.791204,35.195787,Jerusalem,Jerusalem,1,bus,4076
8705,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683,Jerusalem,Jerusalem,1,bus,4076
8707,גבעת שאול/רבי ישראל נג'ארה,31.792105,35.192721,Jerusalem,Jerusalem,1,bus,4076
2092,טרומפלדור/כיכר דוד,32.784852,35.017412,North,Haifa,1,bus,4045
47851,ת.מרכזית עפולה/הורדה,32.609242,35.292548,North,Periphery,1,bus,4038
38940,דרך ז'בוטינסקי/הרצל,32.088918,34.815651,Center,Tel Aviv,1,bus,4037
14104,אינשטיין/אהרון בארט,32.113309,34.799561,Center,Tel Aviv,1,bus,4023
9574,ככר הדוידקה/הנביאים,31.784994,35.215658,Jerusalem,Jerusalem,1,bus,4021
13043,רבי עקיבא/הראשונים,32.090518,34.825597,Center,Tel Aviv,1,bus,4011
49210,ת.רק''ל קרליבך/דרך מנחם בגין A,32.065556,34.783121,Center,Tel Aviv,1,bus,4011
333,הרצל/עולי הגרדום,32.325694,34.864841,Center,Tel Aviv,1,bus,3994
359,הרצל/בנימין מינץ,32.326176,34.863338,Center,Tel Aviv,1,bus,3978
37785,גולדה/גבעת משה,31.798247,35.217578,Jerusalem,Jerusalem,1,bus,3970
24020,שד' ירושלים/שמחה הולצברג,32.029896,34.750499,Center,Tel Aviv,1,bus,3957
13101,דרך ז'בוטינסקי/רש''י,32.089649,34.818457,Center,Tel Aviv,1,bus,3948
10659,שדרות נווה יעקב/אחימאיר,31.838299,35.236908,Jerusalem,Jerusalem,1,bus,3917
9524,שדרות נווה יעקב/הרב פרדס,31.840063,35.240062,Jerusalem,Jerusalem,1,bus,3917
11446,שדרות נווה יעקב/משה דיין,31.838336,35.235335,Jerusalem,Jerusalem,1,bus,3907
10747,שמגר/ירמיהו,31.793164,35.208542,Jerusalem,Jerusalem,1,bus,3906
24779,מחלף גהה/ז'בוטינסקי,32.092697,34.848252,Center,Tel Aviv,1,bus,3896
13249,רבי עקיבא/ירושלים,32.086689,34.829338,Center,Tel Aviv,1,bus,3890
5266,גן העיר/הגליל,32.787223,35.539636,North,Periphery,1,bus,3885
11880,הרטום/שדרות גולדה מאיר,31.800636,35.213932,Jerusalem,Jerusalem,1,bus,3876
24021,שד' ירושלים/שמחה הולצברג,32.03012,34.75029,Center,Tel Aviv,1,bus,3875
2091,טרומפלדור/מרכז זיו,32.78356,35.014971,North,Haifa,1,bus,3872
14021,קהילות יעקב/רבי יוסף צבי רימון,32.07124,34.838308,Center,Tel Aviv,1,bus,3871
10004,שדרות נווה יעקב/משה דיין,31.838017,35.234681,Jerusalem,Jerusalem,1,bus,3863
9659,מרכז קהילתי/שד' נווה יעקב,31.83791,35.238882,Jerusalem,Jerusalem,1,bus,3863
9699,שד' נווה יעקב/אחימאיר,31.838043,35.236988,Jerusalem,Jerusalem,1,bus,3853
14613,ת.רק''ל הקוממיות/דרך בגין,32.00203,34.746829,Center,Tel Aviv,1,bus,3850
29479,דרך נמיר/ז'בוטינסקי,32.085267,34.795006,Center,Tel Aviv,1,bus,3830
3611,חיל הים/העלייה השנייה,32.830821,34.985302,North,Haifa,1,bus,3827
11899,שדרות נווה יעקב/הרב פרדס,31.839491,35.240355,Jerusalem,Jerusalem,1,bus,3824
9487,שדרות לוי אשכול/משמר הגבול,31.798999,35.223947,Jerusalem,Jerusalem,1,bus,3821
13581,דיזנגוף סנטר/שדרות בן ציון,32.073814,34.776007,Center,Tel Aviv,1,bus,3817
11878,אהל יהושע/מנחת יצחק,31.795719,35.210073,Jerusalem,Jerusalem,1,bus,3796
13241,ראול ולנברג/הברזל,32.107031,34.833789,Center,Tel Aviv,1,bus,3781
13243,ראול ולנברג/הנחושת,32.1097,34.837166,Center,Tel Aviv,1,bus,3781
13199,דרך ז'בוטינסקי/ביאליק,32.085293,34.810136,Center,Tel Aviv,1,bus,3772
13244,ראול ולנברג/הארד,32.112816,34.839688,Center,Tel Aviv,1,bus,3769
44307,קניון איילון/דרך ששת הימים,32.098418,34.826805,Center,Tel Aviv,1,bus,3755
13319,ת.מרכזית תל אביב קומה 7/הורדה,32.055636,34.780466,Center,Tel Aviv,1,bus,3735
13226,החשמונאים/קרליבך,32.069472,34.783648,Center,Tel Aviv,1,bus,3729
10588,עליאש,31.782295,35.215537,Jerusalem,Jerusalem,1,bus,3723
16207,ת.רק''ל דנקנר/דרך ז'בוטינסקי,32.091101,34.872488,Center,Tel Aviv,1,bus,3722
9645,שדרות לוי אשכול/קרל נטר,31.800174,35.226734,Jerusalem,Jerusalem,1,bus,3719
10647,שדרות חיים ברלב/שדרות האוניברסיטה העברית,31.800347,35.233288,Jerusalem,Jerusalem,1,bus,3717
9644,שד' אשכול/ששת הימים,31.800305,35.229602,Jerusalem,Jerusalem,1,bus,3713
3939,טרומפלדור/חניתה,32.785034,35.017323,North,Haifa,1,bus,3709
10757,ת. מרכזית ירושלים/יפו,31.788654,35.203665,Jerusalem,Jerusalem,1,bus,3703
10236,שערי ירושלים/ליפתא,31.790818,35.197613,Jerusalem,Jerusalem,1,bus,3696
16196,ת.רק''ל שנקר/דרך ז'בוטינסקי,32.09285,34.852891,Center,Tel Aviv,1,bus,3696
332,הרצל/עולי הגרדום,32.325412,34.864958,Center,Tel Aviv,1,bus,3693
13488,הירקון/עזרא הסופר,32.070195,34.764907,Center,Tel Aviv,1,bus,3680
44468,הירקון/טרומפלדור,32.07536,34.766633,Center,Tel Aviv,1,bus,3680
16202,ת.רק''ל דנקנר/דרך ז'בוטינסקי,32.090751,34.872151,Center,Tel Aviv,1,bus,3665
26846,דואר/יצחק רגר,31.245029,34.795886,South,Beer Sheva,1,bus,3665
7378,רבי עקיבא/אור החיים,31.69798,35.123105,Center,Jerusalem,1,bus,3658
10136,הנביאים/הרב קוק,31.783873,35.220946,Jerusalem,Jerusalem,1,bus,3648
