stop_id,largest_component_share_surviving,pairs_disconnected_share,components_after,route_type,mode_label,stop_name,metro,degree,weighted_degree,exact_betweenness,is_articulation_point
10853,0.8421,0.0,2,715,demand/other bus,מסעף אביעזר,Periphery,4,106,0.074246,False
10862,0.8421,0.0,2,715,demand/other bus,אביעזר/מרכז א,Periphery,2,52,0.0,False
10861,0.8421,0.0,2,715,demand/other bus,אביעזר/מרכז ב,Periphery,3,106,0.003038,False
10860,0.8421,0.0,2,715,demand/other bus,אביעזר/מרכז ג,Periphery,3,106,0.040997,False
10854,0.8421,0.0,2,715,demand/other bus,מסעף אביעזר,Periphery,2,52,0.047893,False
10852,0.8421,0.0,2,715,demand/other bus,מסעף אביעזר,Periphery,2,54,0.026908,False
11053,0.8421,0.0,2,715,demand/other bus,מועדון נוער,Periphery,3,106,0.004806,False
11054,0.8421,0.0,2,715,demand/other bus,מקווה,Periphery,2,54,0.006564,False
11076,0.8421,0.0,2,715,demand/other bus,מחסיה/דואר,Jerusalem,2,106,8.7e-05,False
11075,0.8421,0.0,2,715,demand/other bus,מחסיה/יציאה,Jerusalem,3,106,0.028482,False
50442,0.8421,0.0,2,715,demand/other bus,צומת כביש 367/גבעות עדן לדרום,Periphery,2,54,0.010892,False
41030,0.8421,0.0,2,715,demand/other bus,רבדים,Periphery,2,122,0.000247,False
41031,0.8421,0.0,2,715,demand/other bus,רבדים/יציאה,Periphery,2,122,0.000247,False
26402,0.8421,0.0,2,715,demand/other bus,צומת בני ראם/ישיבה,Periphery,2,122,0.010892,False
25726,0.8421,0.0,2,715,demand/other bus,'כפר הרי''ף א,Periphery,3,244,0.021988,False
51372,0.8421,0.0,2,715,demand/other bus,כפר הרי''ף/הרחבה,Periphery,3,244,0.021988,False
42617,0.8421,0.0,2,715,demand/other bus,ת. רכבת מלאכי יואב/הורדה,Periphery,2,122,0.031631,False
12042,0.8421,0.0,2,715,demand/other bus,מסעף בני ראם/ישיבה,Periphery,2,122,0.010892,False
43682,0.8487,0.0,2,715,demand/other bus,מסוף מרכזי חבל אילות,Periphery,2,70,0.0,False
43681,0.8487,0.0,2,715,demand/other bus,בית הספר מעלה שחרות,Periphery,3,140,0.000915,False
47976,0.8487,0.0,2,715,demand/other bus,אולם ספורט דוביק/יוטבתה,Periphery,3,140,0.000915,False
12132,0.8487,0.0,2,715,demand/other bus,צומת גרופית,Periphery,2,76,0.003137,False
12277,0.8487,0.0,2,715,demand/other bus,צומת קיבוץ קטורה,Periphery,2,64,0.003137,False
38903,0.8487,0.0,2,715,demand/other bus,צומת לוטן,Periphery,2,76,0.004923,False
43233,0.8487,0.0,2,715,demand/other bus,צומת קטורה/כביש 40,Periphery,2,76,0.005272,False
43235,0.8487,0.0,2,715,demand/other bus,כביש 40/נווה חריף,Periphery,2,76,0.005098,False
43234,0.8487,0.0,2,715,demand/other bus,כביש 40/נווה חריף,Periphery,2,64,0.005272,False
43237,0.8487,0.0,2,715,demand/other bus,כביש 40/נאות סמדר,Periphery,2,76,0.004226,False
43236,0.8487,0.0,2,715,demand/other bus,כביש 40/נאות סמדר,Periphery,2,64,0.005098,False
12465,0.8487,0.0,2,715,demand/other bus,צומת שיזפון,Periphery,2,76,0.003181,False
49390,0.8487,0.0,2,715,demand/other bus,סיקס סנסס שחרות,Periphery,2,76,0.000915,False
12523,0.8487,0.0,2,715,demand/other bus,צומת מחנה עובדה/שחרות,Periphery,2,64,0.003181,False
42213,0.8487,0.0,2,715,demand/other bus,שחרות,Periphery,2,70,4.4e-05,False
49318,0.8487,0.0,2,715,demand/other bus,סיקס סנסס שחרות,Periphery,2,64,0.000915,False
39318,0.8487,0.0,2,715,demand/other bus,צומת שזפון/כביש 40,Periphery,2,64,0.004226,False
12278,0.8487,0.0,2,715,demand/other bus,צומת קטורה,Periphery,2,64,0.004923,False
42623,0.8421,0.0,2,715,demand/other bus,ת. רכבת מלאכי יואב/איסוף,Periphery,2,122,0.031631,False
41249,0.8421,0.0,2,715,demand/other bus,כפר מנחם/הרחבה,Periphery,3,244,0.041725,False
28661,0.8421,0.0,2,715,demand/other bus,כפר מנחם קיבוץ/סילו,Periphery,3,244,0.041725,False
