stop_id,stop_name,lat,lon,degree,weighted_degree,mode_label,route_type,exact_betweenness,stop_calls,n_routes,is_articulation_point,component_id,region,metro
11039,איזור התעשיה נשר,31.762131,34.995646,4,123,demand/other bus,715,0.029953,75,5,False,0,Jerusalem,Periphery
10815,צומת ליאון שריגים,31.671652,34.935858,4,86,demand/other bus,715,0.029482,43,2,True,0,Center,Periphery
11075,מחסיה/יציאה,31.748104,35.003813,3,106,demand/other bus,715,0.028482,53,2,False,0,Jerusalem,Jerusalem
10919,ישעי ז,31.753264,34.967552,2,96,demand/other bus,715,0.028227,48,4,False,0,Jerusalem,Periphery
10852,מסעף אביעזר,31.680906,35.003396,2,54,demand/other bus,715,0.026908,27,1,False,0,Center,Periphery
10918,ישעי א,31.749795,34.969771,2,96,demand/other bus,715,0.024927,48,4,False,0,Jerusalem,Periphery
11092,צומת שמשון,31.776288,35.004372,2,48,demand/other bus,715,0.024442,24,2,False,0,Jerusalem,Jerusalem
25726,'כפר הרי''ף א,31.746619,34.796202,3,244,demand/other bus,715,0.021988,122,2,False,0,Center,Periphery
51372,כפר הרי''ף/הרחבה,31.740731,34.80207,3,244,demand/other bus,715,0.021988,122,2,False,0,Center,Periphery
10811,צומת ליאון שריגים,31.671748,34.934988,2,40,demand/other bus,715,0.021959,20,1,True,0,Center,Periphery
41663,כביש 3855/כביש 38,31.760313,34.988741,4,120,demand/other bus,715,0.021589,73,4,False,0,Jerusalem,Periphery
10856,מגרש ספורט,31.672929,35.006183,2,54,demand/other bus,715,0.021523,27,1,False,0,Center,Periphery
10859,צומת רוגלית,31.674869,35.00611,2,52,demand/other bus,715,0.021523,26,1,False,0,Center,Periphery
11082,מועצה אזורית,31.764126,34.999466,5,182,demand/other bus,715,0.020275,91,6,False,0,Jerusalem,Periphery
11080,מחלף הרטוב,31.767298,34.997537,2,48,demand/other bus,715,0.020252,24,2,False,0,Jerusalem,Periphery
11094,צומת אשתאול,31.777304,35.011476,3,48,demand/other bus,715,0.018531,24,2,False,0,Jerusalem,Jerusalem
10917,ישעי ו,31.752881,34.965937,2,96,demand/other bus,715,0.018105,48,4,False,0,Jerusalem,Periphery
48722,ישעי ב,31.748946,34.967376,2,96,demand/other bus,715,0.014804,48,4,False,0,Jerusalem,Periphery
41495,מחלף שמשון לצפון,31.774523,35.00712,2,48,demand/other bus,715,0.014349,24,2,False,0,Jerusalem,Jerusalem
11116,מלבר ג,31.802405,35.012508,2,42,demand/other bus,715,0.014349,29,2,False,0,Jerusalem,Jerusalem
11021,כיכר,31.761719,34.966412,4,106,demand/other bus,715,0.013325,53,2,False,0,Jerusalem,Periphery
42225,נווה חריף,30.038849,35.036156,4,140,demand/other bus,715,0.01172,70,2,True,1,South,Periphery
11090,מחלף שמשון לדרום,31.775349,35.004232,2,48,demand/other bus,715,0.011364,24,2,False,0,Jerusalem,Jerusalem
10796,מסעף לוזית,31.680331,34.884078,2,48,demand/other bus,715,0.011067,24,2,True,0,Center,Periphery
10799,מסעף עגור,31.69424,34.912642,2,48,demand/other bus,715,0.011067,24,2,True,0,Center,Periphery
10794,מסעף נחושה,31.646951,34.925501,2,46,demand/other bus,715,0.011067,23,1,True,0,Center,Periphery
10793,מסעף נחושה,31.64631,34.925783,2,40,demand/other bus,715,0.011067,20,1,True,0,Center,Periphery
26402,צומת בני ראם/ישיבה,31.768129,34.799948,2,122,demand/other bus,715,0.010892,61,1,False,0,Center,Periphery
12042,מסעף בני ראם/ישיבה,31.768572,34.800929,2,122,demand/other bus,715,0.010892,61,1,False,0,Center,Periphery
50442,צומת כביש 367/גבעות עדן לדרום,31.672544,35.015715,2,54,demand/other bus,715,0.010892,27,1,False,0,Center,Periphery
50444,צומת כביש 367/גבעות עדן למערב,31.67292,35.015501,2,52,demand/other bus,715,0.010892,26,1,False,0,Center,Periphery
42224,נאות סמדר,30.048022,35.027136,4,140,demand/other bus,715,0.010674,70,2,True,1,South,Periphery
42226,לוטן,29.98764,35.085903,3,140,demand/other bus,715,0.009934,70,2,True,1,South,Periphery
42227,קטורה,29.97021,35.061588,3,140,demand/other bus,715,0.008932,70,2,True,1,South,Periphery
10910,צרכניה,31.751913,34.963683,2,96,demand/other bus,715,0.008229,48,4,False,0,Jerusalem,Periphery
11077,מחסיה/דרום,31.746542,35.008086,3,106,demand/other bus,715,0.007681,53,2,False,0,Jerusalem,Jerusalem
11118,קוצין/קרלה,31.803042,35.01158,2,32,demand/other bus,715,0.007436,16,1,False,0,Jerusalem,Jerusalem
11054,מקווה,31.731135,34.999798,2,54,demand/other bus,715,0.006564,27,1,False,0,Jerusalem,Periphery
11058,גן שרון,31.733367,34.999653,3,106,demand/other bus,715,0.005775,53,2,False,0,Jerusalem,Periphery
34172,בסיס עובדה/ש''ג,29.942014,34.956807,4,140,demand/other bus,715,0.005446,70,2,True,1,South,Periphery
42216,גרופית,29.941024,35.064039,4,140,demand/other bus,715,0.005272,70,2,True,1,South,Periphery
43233,צומת קטורה/כביש 40,29.989917,35.076592,2,76,demand/other bus,715,0.005272,38,1,False,1,South,Periphery
43234,כביש 40/נווה חריף,30.045522,35.035081,2,64,demand/other bus,715,0.005272,32,1,False,1,South,Periphery
10916,ישעי ג,31.749695,34.965414,2,96,demand/other bus,715,0.005254,48,4,False,0,Jerusalem,Periphery
43235,כביש 40/נווה חריף,30.046138,35.033807,2,76,demand/other bus,715,0.005098,38,1,False,1,South,Periphery
43236,כביש 40/נאות סמדר,30.046572,35.029047,2,64,demand/other bus,715,0.005098,32,1,False,1,South,Periphery
38903,צומת לוטן,29.98694,35.074506,2,76,demand/other bus,715,0.004923,38,1,False,1,South,Periphery
12278,צומת קטורה,29.989086,35.076479,2,64,demand/other bus,715,0.004923,32,1,False,1,South,Periphery
11053,מועדון נוער,31.731456,34.99845,3,106,demand/other bus,715,0.004806,53,2,False,0,Jerusalem,Periphery
43237,כביש 40/נאות סמדר,30.04637,35.027836,2,76,demand/other bus,715,0.004226,38,1,False,1,South,Periphery
39318,צומת שזפון/כביש 40,30.047724,35.014806,2,64,demand/other bus,715,0.004226,32,1,False,1,South,Periphery
11115,מלבר ב,31.802436,35.013472,2,58,demand/other bus,715,0.003703,29,2,False,0,Jerusalem,Jerusalem
12465,צומת שיזפון,30.04819,35.01371,2,76,demand/other bus,715,0.003181,38,1,False,1,South,Periphery
12523,צומת מחנה עובדה/שחרות,30.020846,34.977079,2,64,demand/other bus,715,0.003181,32,1,False,1,South,Periphery
12132,צומת גרופית,29.93596,35.060558,2,76,demand/other bus,715,0.003137,38,1,False,1,South,Periphery
12277,צומת קיבוץ קטורה,29.96881,35.06477,2,64,demand/other bus,715,0.003137,32,1,False,1,South,Periphery
10861,אביעזר/מרכז ב,31.682907,35.016789,3,106,demand/other bus,715,0.003038,53,2,False,0,Center,Periphery
11093,צומת אשתאול,31.77762,35.010447,2,48,demand/other bus,715,0.002963,24,2,False,0,Jerusalem,Jerusalem
10824,זכריה/מרכז ב,31.708726,34.946212,2,96,demand/other bus,715,0.002894,48,4,False,0,Center,Periphery
41496,מחלף שמשון למערב,31.77469,35.006208,2,48,demand/other bus,715,0.002563,24,2,False,0,Jerusalem,Jerusalem
48596,ישעי ד,31.750638,34.964371,2,96,demand/other bus,715,0.002054,48,4,False,0,Jerusalem,Periphery
10808,צפרירים/הגת,31.659241,34.94396,3,86,demand/other bus,715,0.001452,43,2,False,0,Center,Periphery
10804,עגור/מרכז ב,31.698285,34.913038,2,96,demand/other bus,715,0.001133,48,4,False,0,Center,Periphery
10801,עגור מרכז ג,31.699718,34.910529,2,96,demand/other bus,715,0.001133,48,4,False,0,Center,Periphery
43681,בית הספר מעלה שחרות,29.899035,35.05625,3,140,demand/other bus,715,0.000915,70,2,False,1,South,Periphery
47976,אולם ספורט דוביק/יוטבתה,29.89826,35.057815,3,140,demand/other bus,715,0.000915,70,2,False,1,South,Periphery
49390,סיקס סנסס שחרות,29.915837,34.998923,2,76,demand/other bus,715,0.000915,38,1,False,1,South,Periphery
49318,סיקס סנסס שחרות,29.916356,34.9989,2,64,demand/other bus,715,0.000915,32,1,False,1,South,Periphery
11083,נחם ב,31.767073,35.005013,2,162,demand/other bus,715,0.000602,91,6,False,0,Jerusalem,Jerusalem
11084,נחם ג,31.766459,35.002721,2,182,demand/other bus,715,0.000566,91,6,False,0,Jerusalem,Jerusalem
50532,גבעות עדן א',31.661445,35.013313,2,53,demand/other bus,715,0.000261,53,2,False,0,Center,Periphery
50531,גבעות עדן כניסה,31.662646,35.014312,2,52,demand/other bus,715,0.000261,26,1,False,0,Center,Periphery
41030,רבדים,31.77329,34.816551,2,122,demand/other bus,715,0.000247,122,2,False,0,Center,Periphery
41031,רבדים/יציאה,31.772351,34.812978,2,122,demand/other bus,715,0.000247,61,1,False,0,Center,Periphery
11117,מלבר/סמטת מאלה,31.8039,35.013144,2,45,demand/other bus,715,0.000247,29,2,False,0,Jerusalem,Jerusalem
11076,מחסיה/דואר,31.748014,35.006287,2,106,demand/other bus,715,8.7e-05,53,2,False,0,Jerusalem,Jerusalem
42213,שחרות,29.9039,34.999461,2,70,demand/other bus,715,4.4e-05,70,2,False,1,South,Periphery
43682,מסוף מרכזי חבל אילות,29.892622,35.064671,2,70,demand/other bus,715,0.0,70,2,False,1,South,Periphery
10862,אביעזר/מרכז א,31.682759,35.018924,2,52,demand/other bus,715,0.0,26,1,False,0,Center,Periphery
10797,לוזית מרכז ב,31.686224,34.886917,1,24,demand/other bus,715,0.0,24,2,False,0,Center,Periphery
10798,לוזית מרכז א,31.687383,34.888975,1,24,demand/other bus,715,0.0,24,2,False,0,Center,Periphery
11255,מזכירות,31.629052,34.95222,1,23,demand/other bus,715,0.0,23,1,False,0,Center,Periphery
10807,מזכירות,31.628614,34.952213,1,20,demand/other bus,715,0.0,20,1,False,0,Center,Periphery
