stop_id,stop_name,region,bt_traveltime,bt_hop_control,rank_traveltime,rank_hop_control,rank_shift_vs_control,rank_shift_vs_nb04,abs_shift
51588,אורחות צדיקים/חובת הלבבות,Center,0.0,0.007756049940363939,26330,296,-26034,-24250,26034
42400,מסוף חצור הגלילית/הורדה,North,0.0,0.007047296200344783,26330,334,-25996,-26164,25996
27040,בסיס אורים,South,0.0,0.006210084632540473,26330,405,-25925,-25083,25925
47918,ת.מרכזית באר שבע/רציפים בינעירוני,South,0.0,0.005828914543108047,26330,446,-25884,-25451,25884
48874,סחלב/גרנית,South,0.0,0.005680809980955447,26330,471,-25859,-23612,25859
20325,מחלף עילבון/לצפון,North,0.01394506010504204,2.8946671896419467e-07,304,26162,25858,26837,25858
28586,מועצה אזורית רמת הנגב,South,0.0,0.005573457647658304,26330,491,-25839,-23291,25839
25945,צומת בית עזרא,Center,0.049063117421621866,5.142482148005031e-07,21,25712,25691,26250,25691
5823,מסעף מג'ד אל-כרום מרכז,North,0.030543833464976296,5.128506995654149e-07,82,25713,25631,26021,25631
2945,רש''י/חטיבת הראל,Center,6.61638214775302e-07,0.017910466822787498,25678,67,-25611,-25588,25611
22064,צומת נאות קדומים,Center,0.02177762728618735,6.059686498581303e-07,149,25573,25424,25927,25424
7575,יהודה הנשיא א,Center,9.097525453160404e-07,0.005616994690619019,25609,481,-25128,-23549,25128
5267,הגליל/הקישון,North,2.3157337517135573e-06,0.02181825417493856,25151,47,-25104,-25034,25104
27934,גבולות מרכז,South,1.654095536938255e-06,0.007019843088267934,25315,335,-24980,-24907,24980
42283,מחלף לקיה,South,0.01354238183643285,9.617545498360141e-07,322,25161,24839,25538,24839
7093,צומת מג'ד אל כרום מערב,North,0.03056682539293974,1.2537521614799104e-06,81,24900,24819,24507,24819
18723,תל חי/אורי אילן,North,0.010424275483338578,1.199219264280235e-06,489,24940,24451,24851,24451
24499,קניון עזריאלי הוד השרון/דרך רמתיים,Center,8.766706345772752e-06,0.00654015334548014,24089,373,-23716,-23713,23716
27918,ת.מרכזית באר שבע/הורדה,South,1.1330554428027048e-05,0.015927394019311075,23757,82,-23675,-23480,23675
19931,מסעף עמיר,North,1.0089982775323356e-05,0.008925224958575695,23910,241,-23669,-23809,23669
5666,בית ספר אזורי בית ירח,North,0.011580874219283714,3.0312834905719596e-06,411,23844,23433,23981,23433
4328,צומת גונן,North,1.736800313785168e-05,0.007485221563910112,23055,308,-22747,-22935,22747
4421,מסעף קלע אלון,North,1.951832733587141e-05,0.007453213689924806,22823,311,-22512,-22702,22512
35462,רפאל/כביש 784,North,0.011531109573558103,6.7316246891526135e-06,413,22747,22334,22297,22334
14873,צומת העוגן,Center,0.014915277193768896,7.440651741653088e-06,282,22573,22291,12293,22291
25916,הכלנית/הנורית,Center,2.1503241980197318e-05,0.007092533557135624,22600,333,-22267,-22389,22267
5634,מרכז/מסעף גינוסר,North,0.015224764244936682,8.655302720451743e-06,270,22276,22006,23158,22006
26649,צומת חלוקים,South,0.011598600609787894,8.35675616265598e-06,410,22348,21938,21794,21938
5635,מסעף גינוסר/דרום,North,0.015248748630222287,1.2648505177221996e-05,269,21428,21159,22385,21159
47879,מסוף חצור הגלילית/רציפים,North,3.258568207768363e-05,0.023831526373664577,21123,36,-21087,-21101,21087
39085,בית ספר ניסויי תפן,North,3.258568207768363e-05,0.013756611405887126,21123,110,-21013,-21093,21013
20309,מסעף מיצר,North,0.011688666111774179,1.4257868500390408e-05,405,21160,20755,24206,20755
17904,מסעף מעליא,North,0.011084783399496973,1.42742524933387e-05,436,21157,20721,22029,20721
19961,מסעף כפר חרוב,North,0.011734153739039981,1.6425455679609134e-05,403,20718,20315,23057,20315
27848,צומת תפרח מערב,South,0.01263161477918749,1.6584337057759134e-05,352,20515,20163,21272,20163
4777,מסעף משמר העמק,North,0.010564209208937659,1.7027574300114065e-05,472,20416,19944,19611,19944
42493,צומת קצא''א,Center,0.023074296407529483,1.9255045172956614e-05,132,20025,19893,20361,19893
34210,כפר יאסיף/מרכז מסחרי,North,0.013174236881757376,1.9412919286948874e-05,331,20002,19671,20078,19671
8558,יוסף קארו/בן איש חי,Jerusalem,0.016076828764350338,2.0290636866997175e-05,250,19871,19621,23626,19621
40740,מסעף זנוח,Jerusalem,0.011207648434483932,1.996918396366654e-05,432,19913,19481,19825,19481
26625,צומת מדרשת בן גוריון,South,0.011949985638351474,2.101121284361601e-05,384,19747,19363,13787,19363
19941,צומת אפיק,North,0.011345110468752103,2.2131679515464214e-05,430,19554,19124,22095,19124
4876,צומת הסרגל,North,0.015096985102153352,2.3382211310916208e-05,275,19354,19079,18844,19079
29018,גולדה מאיר/המעפיל,South,3.95328833328243e-05,0.00812900734957396,19075,275,-18800,-17938,18800
4837,מסעף רמת מנשה,North,0.010552795949732784,2.5737917905176815e-05,474,18964,18490,18014,18490
1636,צומת אולגה,Center,4.532221771210819e-05,0.015256990866902949,18563,88,-18475,-18497,18475
20209,מסעף רביד,North,0.013919421624219497,2.726534718958582e-05,306,18705,18399,18656,18399
44503,שד' גולדה מאיר/שד' הרצל,South,4.565303681949584e-05,0.01101815322451556,18527,162,-18365,-18178,18365
26555,צומת גבעתי,Center,0.011869336413501031,2.854318655125778e-05,392,18523,18131,19030,18131
41784,ת. רכבת כרמיאל/רציפים,North,4.5818446373189666e-05,0.006211645397544151,18507,404,-18103,-18318,18103
5249,מרכז/קיבוץ גינוסר,North,0.01175665521454898,3.006617181747317e-05,402,18269,17867,17825,17867
12537,צומת מחנה שיזפון/כביש 40,South,0.010829611594665297,3.0412294014576475e-05,455,18218,17763,17669,17763
11932,צומת בת הדר,Center,0.023170399358225596,3.454806273739664e-05,129,16730,16601,16966,16601
27867,צומת יכיני,South,0.010517739232711296,3.761664832915419e-05,478,16228,15750,17687,15750
26636,צומת משאבים,South,0.01833380195361098,4.010787844804569e-05,199,15924,15725,17035,15725
40360,ח'לאיל א נואר,North,6.864496478293758e-05,0.012021010639366564,15853,141,-15712,-15473,15712
4538,דולב/יצחק שדה,North,6.881037433663141e-05,0.009132540839673462,15841,230,-15611,-10329,15611
28614,ת.מרכזית אשקלון/הורדה,Center,6.864496478293758e-05,0.00824057952334471,15853,270,-15583,-15730,15583
28881,שדרות הרצל/החיד''א,South,6.80660313450092e-05,0.007127725023618681,15903,330,-15573,-15519,15573
7169,מחנה אל פורן,North,6.864496478293758e-05,0.006829244451691627,15853,345,-15508,-15652,15508
29406,מחלף נוף ים,Center,0.01872328907286793,4.4133091823633074e-05,192,15409,15217,13809,15217
18707,תל חי/90,North,0.013167592931350674,4.7001942061464203e-05,332,15106,14774,14806,14774
17966,צומת הר חלוץ,North,8.700542524295222e-05,0.01650376829950068,14714,75,-14639,-14689,14639
4287,מחנה רוויה,North,8.369723416907571e-05,0.007340625747055668,14889,315,-14574,-14765,14574
17813,מסעף כפר יאסיף צפון,North,0.012831012057842687,4.8755047785039356e-05,342,14913,14571,14697,14571
25864,צומת אחים,Center,0.031025759985968154,5.097128497542952e-05,77,14548,14471,14923,14471
19583,צומת עמקה לצפון,North,0.034237765131718605,5.124394463414169e-05,61,14519,14458,14349,14458
4930,קרן היסוד/ששת הימים,North,8.518592015232013e-05,0.006291784687128418,14815,391,-14424,-13356,14424
14843,צומת השרון לצפון,Center,0.025586605629678676,5.200403509257038e-05,108,14440,14332,5596,14332
18116,נשיאי ישראל/אילנות,North,8.981738765574725e-05,0.007715808432018538,14544,300,-14244,-14449,14244
51390,לקיה כניסה דרומית,South,0.01603330636011533,5.1843260174835755e-05,251,14456,14205,13991,14205
35685,כביש 3855/הרצוג,Jerusalem,0.020353313581421027,5.3884539296469896e-05,172,14259,14087,15158,14087
21788,בן גוריון/לבון,Center,9.362180739070524e-05,0.006750244606870972,14321,353,-13968,-14183,13968
21960,צומת בני ראם,Center,0.012798560410014464,5.4816942489888195e-05,344,14176,13832,16187,13832
49384,צומת בית גוברין למזרח,Center,0.011897083987312328,5.427877849839096e-05,390,14220,13830,13229,13830
12405,שד.הרצל/משעול איריס,South,9.767434145620397e-05,0.00786135202572792,14056,291,-13765,-13750,13765
26632,צומת חצב,Center,0.011638953724561413,5.5620678753706634e-05,408,14088,13680,14204,13680
4225,צומת פארק תעשיות קדמת,North,0.013647324286806104,5.6639331964255914e-05,318,13996,13678,13823,13678
1090,צומת חפציבה/כביש 4 לצפון,Center,0.02060794898670001,5.9969868904597844e-05,165,13688,13523,13883,13523
4793,צומת הזורע,North,0.010550149396873683,5.793838529217213e-05,475,13886,13411,13210,13411
20374,מחלף נחל צלמון/לצפון,North,0.013903873126172278,6.005779120938673e-05,308,13676,13368,13559,13368
35603,אזור תעשיה שחורת,South,0.011479009502467255,6.00180688932629e-05,418,13680,13262,13345,13262
13182,דרך ז'בוטינסקי/הרב שך,Center,0.02208880558440293,6.376667357427189e-05,143,13296,13153,9419,13153
12490,צומת שיטים,South,0.010920476576161107,6.148902045566575e-05,446,13547,13101,13640,13101
49976,צומת עפולה מזרח למזרח,North,0.010769733336228132,6.268368837716377e-05,463,13417,12954,12791,12954
1092,כביש 4/חוף הכרמל,Center,0.017738175934888988,6.601801578251747e-05,210,12990,12780,12298,12780
4756,מסעף מדרך עוז,North,0.010827375808864535,6.569001510174259e-05,456,13069,12613,12849,12613
4425,צומת האמיר,North,0.0001154558684782902,0.0073202156591949735,12809,317,-12492,-12684,12492
4804,מסעף תל עדשים,North,0.024564873573337805,6.745534380903887e-05,120,12570,12450,9608,12450
26644,צריף בן גוריון,South,0.011402865971250198,6.6435266363226e-05,426,12710,12284,7822,12284
18736,מסעף איילת השחר,North,0.017336988846534087,7.018778704392334e-05,223,12299,12076,12050,12076
18718,צומת גומא,North,0.013202659756733764,6.974877570290234e-05,330,12336,12006,18625,12006
3331,צומת חרושת,Center,0.020673120350855376,7.208997733478413e-05,163,12163,12000,12149,12000
27352,בית חולים ברזילי,Center,0.00012372634616298147,0.005566819420462764,12456,493,-11963,-9210,11963
18717,תל חי/הנרייטה סאלד,North,0.010799093532008785,7.19935296317166e-05,460,12171,11711,1197,11711
8021,מכורה,Center,0.00013199682384767275,0.0063616579860946675,12053,384,-11669,-10285,11669
12465,צומת שיזפון,South,0.010791732806869412,7.580585953205325e-05,461,11892,11431,11274,11431
1446,דרך חיפה/זבולון,North,0.010625441068889217,7.58722802198199e-05,467,11885,11418,2321,11418
27769,צומת צאלים/222,South,0.00013596665313632457,0.007134764132522614,11666,329,-11337,-11269,11337
24483,צומת עדנים לדרום,Center,0.010820770454020362,7.808674481457004e-05,457,11707,11250,11287,11250
17934,צומת כישור,North,0.00014704909323381087,0.016456192136041558,11281,76,-11205,-11255,11205
3491,אזור תעשיה דרומי,Center,0.017746777231681065,8.290487216235352e-05,209,11309,11100,11462,11100
4549,עיריית עפולה/הבנים,North,0.022669710152846172,8.684224211531722e-05,137,11074,10937,11383,10937
7613,מזכירות,Center,0.00014986105564660592,0.006297479079261464,11190,390,-10800,-9384,10800
1314,נשר אצטדיון,North,0.011008970687387301,8.78189005991515e-05,441,11013,10572,7817,10572
50851,א.ת לב ישראל/כביש 444 לצפון,Center,0.013018917310838873,9.000736287602542e-05,337,10871,10534,10664,10534
19486,תל חי/סיני,North,0.00016574037280121315,0.02376132913400789,10495,38,-10457,-10471,10457
11072,כביש 3855/רבי יוסף קארו,Jerusalem,0.019785435015331178,9.429387193797476e-05,177,10593,10416,4466,10416
17771,צומת כליל,North,0.03170344265479866,9.856608539456584e-05,72,10337,10265,8857,10265
26621,צומת קיבוץ טללים,South,0.011773548781078062,9.365160373590537e-05,400,10635,10235,1706,10235
12686,צומת ציחור,South,0.010952896848685096,9.353941883875689e-05,444,10638,10194,10606,10194
27686,צומת קיבוץ אורים לדרום,South,0.00016689823967706993,0.007152711069098393,10453,326,-10127,-10062,10127
5315,נייברג/ביאליק,North,0.015302666631074683,9.831544969623676e-05,264,10357,10093,10170,10093
6102,מסעף מבוא חמה,North,0.011818347201870139,9.798545688806943e-05,396,10374,9978,10744,9978
19849,כניסה מזרחית,North,0.00018955934853312403,0.007997764242599383,9832,281,-9551,-9347,9551
23543,יסודות/מזכירות,Center,0.00018906311987204255,0.007573186981968269,9845,304,-9541,-9616,9541
5636,מסעף מגדל צפון,North,0.015365527775130127,0.00010763015590277025,260,9661,9401,9845,9401
5224,מרכז/מסעף גינוסר,North,0.012855911971880246,0.00010940746916536825,341,9563,9222,9826,9222
20534,ת.מרכזית עכו/דרך הארבעה,North,0.00020775439943944483,0.016369357979586715,9264,78,-9186,-9154,9186
43571,שדרות ורדימון/ריה''ל,South,0.00019559679724294866,0.0056119661638979156,9666,484,-9182,-7429,9182
1107,כביש 4/שדרות החרות,Center,0.017824023493256083,0.00011475316499416616,207,9332,9125,9685,9125
19957,צומת מעגן,North,0.011938269128298162,0.00011152298149905219,386,9460,9074,9120,9074
4882,צומת התשבי,North,0.010591336375743445,0.00011068439148975458,471,9501,9030,9182,9030
48500,מחלף גבעת מרדכי/יציאה לבגין דרום,Jerusalem,0.010352535522017635,0.00011064165989477034,493,9504,9011,7163,9011
28651,מסעף קריית מלאכי/בן גוריון,Center,0.01727748998994929,0.00011766590672295538,225,9153,8928,9357,8928
16137,מסוף משה ארנס/אבשלום גיסין,Center,0.0002070100564478226,0.0064175641983911964,9280,381,-8899,-7492,8899
7197,מסוף חצור הגלילית/הורדה,North,0.00022098716373495088,0.009550189919764971,9000,215,-8785,-8911,8785
16691,צומת מעברות,Center,0.02063604104256901,0.0001245077379566311,164,8847,8683,3904,8683
19992,מסעף להבות הבשן,North,0.0002249569930236027,0.008965964207650983,8902,236,-8666,-8800,8666
12012,צומת יתיר,South,0.014945302966087032,0.0001260784127102328,281,8789,8508,8232,8508
27888,צומת יושיביה,South,0.010444628209978626,0.00012300424156387658,488,8917,8429,8968,8429
5225,צומת חוקוק,North,0.012801492228714977,0.00012645649033466103,343,8771,8428,9177,8428
5805,צומת מעונה,North,0.010467530081629513,0.00012321597148575537,486,8909,8423,8838,8423
28229,אל עטאונה,South,0.016692766682433663,0.000129422883989317,237,8641,8404,8902,8404
28320,צומת מחנה משאבים,South,0.011806299872709439,0.0001256555955497657,397,8800,8403,1682,8403
21305,צומת הלוחם הבדואי,North,0.02521793254592819,0.0001320265480792956,114,8504,8390,8172,8390
41289,מעבר גבול רבין/כביש 90,South,0.011413507319204501,0.00012618189037079364,425,8787,8362,8502,8362
12548,מתקן פארן,South,0.01098548253076278,0.00012629051047013444,443,8780,8337,8701,8337
6706,כפר יאסיף כביש 70,North,0.013022115228876955,0.00013068496083177108,336,8576,8240,8401,8240
19342,צומת ח'לית שריף/טמרה,North,0.03837786977176873,0.00013641456215646495,42,8207,8165,7781,8165
14054,דרך ז'בוטינסקי/סוקולוב,Center,0.017601244392689452,0.00013844720881173265,212,8124,7912,4505,7912
2028,הגפן/הפרסים,North,0.00026385580640060066,0.006460142693740453,8101,379,-7722,-7634,7722
3959,חסן שוקרי/הנביאים,North,0.0002795697140015141,0.009054348194775495,7838,233,-7605,-7647,7605
18712,בית המשפט/תל חי,North,0.013074798171728437,0.00014573628307425567,334,7874,7540,1936,7540
12274,צומת באר אורה/נמל תעופה רמון,South,0.011643426598838918,0.00014651741966836677,407,7849,7442,7617,7442
35701,מחלף שעריה,Center,0.00030030104473114023,0.01375929354678497,7506,109,-7397,-7413,7397
26770,צומת נבטים,South,0.014564695583037541,0.00015182457756124433,292,7678,7386,7408,7386
33893,צומת נחשונים,Center,0.013275384823841153,0.00015190939700370895,328,7676,7348,5542,7348
4738,מסעף היוגב,North,0.010894752633735818,0.00015026139378589094,448,7738,7290,7432,7290
28555,מחלף מולדה,South,0.014755412798446521,0.00015518895810539976,286,7573,7287,7448,7287
14605,צומת יקום,Center,0.019084874357242636,0.00015838572095992325,184,7467,7283,7712,7283
3201,מלל/קומוי,North,0.0002879780329809502,0.00594763450513438,7705,430,-7275,-6479,7275
17787,מסעף בית העמק,North,0.03456957669642842,0.00016479915761204308,59,7253,7194,7744,7194
29349,דרך נמיר/שד' קק''ל,Center,0.020028573275131623,0.00016238178207822975,173,7342,7169,13192,7169
17610,צומת נהריה,North,0.000319488552959624,0.012878366184433459,7278,128,-7150,-7196,7150
21281,מסעף משגב,North,0.011528132201591613,0.00015577565368923822,414,7552,7138,7074,7138
25834,רפאל מזרח,South,0.011018233622394156,0.0001592070116552057,439,7439,7000,7325,7000
8125,משטרת מעלה אדומים/דרך הר הבית,Jerusalem,0.0003229070170692964,0.007937815401753489,7242,286,-6956,-6959,6956
4223,צומת מחנה שמשון,North,0.011952080826031596,0.00016261624457265887,383,7331,6948,8393,6948
42415,תחנת התרעננות/פונדק עין יהב,South,0.0003372700799817102,0.015205031493431167,7034,89,-6945,-6978,6945
41639,ת. רכבת כרמיאל,North,0.0003184133908606141,0.006792162465961067,7287,349,-6938,-7169,6938
43297,מחנה עופר/כביש 443,Jerusalem,0.021989364117548104,0.00017009115136154914,145,7021,6876,4180,6876
25299,צומת עינת לדרום/כביש 444,Center,0.012780341597894481,0.00016646712230910957,345,7134,6789,3923,6789
16694,צומת אלישיב,Center,0.019436573663958238,0.00017341900601101673,180,6934,6754,7072,6754
14854,צומת העוגן/כביש 5700,Center,0.020703693550029788,0.00017547197793144547,162,6887,6725,704,6725
9048,בן גוריון/שערי ירושלים,Jerusalem,0.0003709143832030343,0.04327082248924893,6703,11,-6692,-6692,6692
25491,ששת הימים/דקר,South,0.0003324180664066913,0.005698367395657517,7095,468,-6627,-6477,6627
14837,צומת הרוא''ה,Center,0.01941771697483714,0.0001813433059457693,181,6741,6560,2120,6560
4927,קרן היסוד/שד' צבי אלדרוטי,North,0.00035050284427721627,0.006468382614798381,6903,377,-6526,-6432,6526
27684,צומת קיבוץ אורים לצפון,South,0.000377244055457718,0.01296971373391589,6651,126,-6525,-6337,6525
18832,צומת יבור,North,0.036544442710367414,0.00019259458240276984,48,6457,6409,6629,6409
21299,מבוא חמה,North,0.011909818685062825,0.00017918275121154594,388,6796,6408,6841,6408
11734,ת. מרכזית ירושלים/הורדה,Jerusalem,0.0003674573235308334,0.007190905277642834,6726,322,-6404,-6309,6404
27680,צומת מחנה אורים/כביש 241,South,0.0003941158299344882,0.01328578357567761,6499,121,-6378,-6208,6378
19968,מסעף בית הלל דרום,North,0.000355465130888031,0.005552328492734301,6850,497,-6353,-6631,6353
36135,מחלף גולני/מקדונלדס לצפון,North,0.012865444813269952,0.00018667643908843105,340,6599,6259,5432,6259
3489,צומת פוריידיס,North,0.0004053361113267194,0.010782207783062618,6385,169,-6216,-6287,6216
26626,צומת מדרשת בן גוריון,South,0.011370114879618821,0.00018521707657289107,429,6638,6209,4122,6209
14876,צומת חפר,Center,0.015422533158429959,0.0001981900310189042,259,6321,6062,2531,6062
12688,רפאל/שדמה,South,0.011050984714025533,0.00019228892239397062,438,6465,6027,6339,6027
15997,כביש 444/שדרות שלמה המלך,Center,0.010371179016602861,0.00019094216782139972,492,6493,6001,2506,6001
3121,השיטה/הנוריות,North,0.0003975618623031096,0.0055576991473052185,6450,495,-5955,-3268,5955
9658,שד' נווה יעקב/משה סנה,Jerusalem,0.0004426083974257281,0.011145352573440438,6096,160,-5936,-5727,5936
7282,צומת איילת השחר,North,0.01740116775336729,0.00020424532258855193,221,6137,5916,6066,5916
49724,גולדה מאיר/יצחק נבון,Center,0.0004157844814683794,0.006159404922781592,6303,410,-5893,-4675,5893
51199,דרך האר''י/המגיד ממעזריטש,Jerusalem,0.00047309889182329,0.019371681925996486,5884,58,-5826,-5841,5826
18828,מסעף יסעור,North,0.03653038289830344,0.00022218472711288162,49,5803,5754,6031,5754
3363,המרגנית,North,0.0004271701724143044,0.0055857457155469555,6225,489,-5736,-3156,5736
4505,עיריית עפולה/הבנים,North,0.02165260680718284,0.00021937597560167617,152,5857,5705,5946,5705
50491,מכון וינגייט,Center,0.02469371934518761,0.00022130010793105657,117,5817,5700,6559,5700
4548,הבנים/וולפסון,North,0.023103055615265048,0.00022169992526201924,131,5807,5676,5850,5676
48481,שדרות שז''ר/בנייני האומה,Jerusalem,0.0004533048818979288,0.006481278130681327,6025,376,-5649,-5893,5649
19352,צומת מישגב,North,0.010484397917783576,0.00021052871143883924,483,6024,5541,5306,5541
3208,המרגנית/צה''ל,North,0.00046157535958262007,0.0057506857155480125,5970,456,-5514,-3322,5514
27813,שדרות דוד טוביהו/בכור שטרית,South,0.01784106422177698,0.00023137960988394606,206,5652,5446,5915,5446
25975,שדרות הפלמח/חטיבת כרמלי,Center,0.0004757454446823912,0.006007467335261519,5865,421,-5444,-5668,5444
27706,צומת פטיש,South,0.0005292554353023436,0.013379669793933922,5546,119,-5427,-5260,5427
4586,מרכז מסחרי/קפלן,North,0.0005126869116740122,0.009473603859900974,5640,221,-5419,-2958,5419
20090,צומת צורית,North,0.0306884014149047,0.0002441265571049324,80,5444,5364,5898,5364
20480,ת. מרכזית ק''ש/הורדה,North,0.010396817497425402,0.00022025611218368546,491,5839,5348,6454,5348
27654,צומת גילת/תחנת דלק,South,0.01225760539944645,0.00022799943762623898,370,5718,5348,6671,5348
50613,צומת גן לאומי לב הרמון/לדרום,South,0.01108373580565691,0.0002253708331327356,437,5750,5313,5630,5313
10794,מסעף נחושה,Center,0.011784109262139445,0.00022924601764987826,399,5697,5298,7506,5298
18816,מסעף כאבול,North,0.01721320460702731,0.0002385818832086021,228,5513,5285,8574,5285
23975,אלי כהן/יוספטל,Center,0.0005304684386960984,0.008557135028772532,5532,260,-5272,-5283,5272
27710,צומת מסלול,South,0.0005600216122893952,0.01340855046908922,5383,117,-5266,-5099,5266
36097,בית חולים איטלקי/המגינים,North,0.0005750793953273231,0.01289432785917138,5312,127,-5185,-5252,5185
27841,צומת נתיבות/כניסה צפונית,South,0.012353217372578424,0.00023680901562508655,365,5536,5171,7178,5171
34309,הירדן/התעשיה,North,0.0005220325514577133,0.0057984137994164025,5591,448,-5143,-5386,5143
20855,צומת עין המפרץ,North,0.01156562267076859,0.00023689268056261787,412,5535,5123,5802,5123
27712,קרית חינוך מרחבים,South,0.000592441884813385,0.01344097074161321,5225,116,-5109,-4944,5109
4746,הבנים/שרה מלכין,North,0.023105536758570456,0.0002596443191835762,130,5210,5080,5141,5080
14866,צומת רופין לצפון,Center,0.02601427203075406,0.0002617807912969116,104,5174,5070,1192,5070
4358,בני יהודה הרחבה,North,0.000532784172447812,0.0057609822348428244,5517,454,-5063,-3026,5063
2881,העצמאות/בית וגן,North,0.0006105542309428589,0.015184608669852377,5145,90,-5055,-5093,5055
17799,מסעף אושרת-עמקה,North,0.03441607663060055,0.0002681873108358121,60,5061,5001,5669,5001
27704,צומת רנן,South,0.0006248621573373748,0.013479012962050934,5100,114,-4986,-4820,4986
4183,צומת יודפת/784,North,0.011770788016860457,0.0002490236680007859,401,5351,4950,5217,4950
26710,צומת הנגב,South,0.0005614882436654804,0.005776869826165019,5373,453,-4920,-4946,4920
20105,צומת ג'וליס,North,0.022933317844916236,0.00027065534080720534,133,5036,4903,4159,4903
42731,פז/אבני חושן,Center,0.0005686229090814742,0.005711431768590436,5341,464,-4877,-3421,4877
11065,כביש 3855/הרצוג,Jerusalem,0.015091187103464116,0.00026344182625138133,277,5150,4873,5336,4873
18834,פארק תעשיות/בר לב,North,0.030888216155766843,0.00027915805967225927,78,4936,4858,5263,4858
4797,מסעף מגידו עתיקות,North,0.010932796831085398,0.0002533448881410217,445,5290,4845,5064,4845
21474,מסעף משמר השבעה,Center,0.01816290355956043,0.0002745352050979558,202,4998,4796,4116,4796
12424,שדרות קק''ל/נחל חווה,South,0.011116486897288287,0.00025845274387150064,434,5229,4795,5060,4795
23660,שדרות ירושלים/מפרץ שלמה,Center,0.0006324709968072908,0.008073318034739143,5064,277,-4787,-4628,4787
17668,צומת קורנית / מנוף,North,0.011915025147681472,0.00026455155028875973,387,5132,4745,5210,4745
9339,הרצוג/ניות,Jerusalem,0.016712935620680724,0.0002762856499811895,236,4979,4743,1227,4743
18818,מסעף כאבול,North,0.03684581891719756,0.00029113383528910476,46,4778,4732,5113,4732
7557,שד. יחזקאל/רב ושמואל,Center,0.0006111055961218383,0.005953555564305708,5143,427,-4716,-3350,4716
12432,סטרומה/טיילת ספורט,South,0.0006489016791408774,0.007281903881548303,5006,319,-4687,-3580,4687
29085,בית חולים יוספטל,South,0.0006807430182269389,0.008669584306013542,4897,252,-4645,-4160,4645
2047,שבתאי לוי/רשפון,North,0.0007464106110433876,0.02306121023950019,4661,42,-4619,-4619,4619
34495,מוריה/שד. ירושלים,Center,0.0006470821740502453,0.006091791258665159,5018,415,-4603,-3461,4603
12327,מסעף קריית מלאכי/יגאל הורוביץ,Center,0.01747355544759437,0.00028937433336219913,218,4798,4580,5323,4580
22063,צומת מבוא מודיעים,Center,0.021754635358223907,0.00029540343600340907,150,4723,4573,6081,4573
2027,תחנת כרמלית/הנביאים,North,0.0007430748517105622,0.013660241355294974,4675,112,-4563,-4610,4563
47827,ת. מרכזית נהריה/רציפים,North,0.0007151482053952546,0.00892738182031748,4764,240,-4524,-4589,4524
29067,בית ספר רבין/דרך יותם,South,0.0007002613455628103,0.0077314444925530145,4815,298,-4517,-3537,4517
40162,אצ''ל/דוד אלעזר,South,0.0006673172761187901,0.005952060697543993,4935,428,-4507,-4379,4507
19831,ת.מרכזית עכו/דרך הארבעה,North,0.0007757708068240417,0.01486113049514835,4587,96,-4491,-4534,4491
22742,מחלף קסם,Center,0.010770574168126075,0.000279156362193492,462,4937,4475,2712,4475
10716,צומת רמות/גולדה,Jerusalem,0.0006983039991774334,0.006489636502905559,4822,375,-4447,-4657,4447
18940,מסעף מעגן,North,0.013656130048185387,0.00029205923887817826,317,4762,4445,4597,4445
3437,גרנד קניון/שמחה גולן,North,0.0007728485713754508,0.009677696081031847,4594,212,-4382,-4475,4382
42430,ת.התרעננות/דור אלון מגל כביש 6,Center,0.0008612875460837495,0.04535538876587658,4369,8,-4361,-4355,4361
5683,בית חולים פוריה,North,0.01050422067746469,0.00028829983559098345,480,4809,4329,4368,4329
17829,צומת כאוכב,North,0.012016255794542094,0.00029689519838926176,381,4709,4328,4773,4328
3029,הרצל/זבולון,North,0.0007765702863335618,0.006958117586272012,4585,338,-4247,-4412,4247
13946,ת. רכבת האוניברסיטה/שד' רוקח,Center,0.0007979081187600655,0.008181782457947621,4515,272,-4243,-4280,4243
14575,דרך אם המושבות/המכבים,Center,0.0007619039725727092,0.006254472824010594,4624,396,-4228,-669,4228
4282,מסעף תעשיות גולן,North,0.0008736105578339394,0.01149607252501125,4337,155,-4182,-2611,4182
23128,כפר הנוער בן שמן/443,Center,0.012763497391676659,0.000312923333523977,346,4522,4176,4018,4176
18236,מסעף שזור,North,0.01725903132387819,0.0003279303817571068,226,4365,4139,884,4139
49812,ת. מרכזית אילת,South,0.0009073541067874799,0.013188240316727705,4248,124,-4124,-4186,4124
28926,בי''ח פסיכיאטרי/הצדיק מירושלים,South,0.0007976048679116266,0.006134921884999043,4516,413,-4103,-2845,4103
10446,צומת גבעת מרדכי/בייט,Jerusalem,0.000960367868746351,0.012785164399138443,4143,131,-4012,-4049,4012
22110,צומת שילת,Center,0.025366666059783785,0.0003543977629724628,111,4110,3999,3364,3999
5684,בית עלמין הזורעים,North,0.010531513253824173,0.0003204950246780288,477,4440,3963,4015,3963
2444,רופין/קניאל,North,0.0009501951811941807,0.008382328958627451,4167,266,-3901,-4091,3901
3825,צומת עתלית,North,0.0008754355765763613,0.005544626928107215,4333,500,-3833,-1326,3833
26638,צומת ראם,Center,0.012068908291129563,0.00034154234232040755,377,4203,3826,4603,3826
39779,אלי סיני/קטיף,South,0.0010238851373647797,0.009920331859550838,4025,205,-3820,-3582,3820
