from_stop,to_stop,median_travel_seconds,p25_travel_seconds,p75_travel_seconds,trip_frequency,n_observations
12736,26810,70.0,70.0,70.0,62,62
26810,26815,50.0,50.0,50.0,61,61
26815,26827,38.0,35.0,38.0,198,198
26827,43140,9.0,9.0,25.0,148,148
43140,12386,37.0,15.0,43.0,497,497
12386,26841,50.0,49.0,59.0,495,495
15295,15294,58.0,58.0,58.0,451,451
15294,15290,57.0,40.0,60.0,922,922
15290,15289,12.0,12.0,21.0,922,922
15289,15349,60.0,60.0,60.0,451,451
15349,15350,2.0,2.0,2.0,538,538
15350,15292,58.0,58.0,58.0,451,451
15292,15297,39.0,39.0,52.0,1044,1044
15297,15300,34.0,8.0,34.0,1044,1044
15300,47829,300.0,300.0,300.0,94,94
47829,38143,105.0,87.0,105.0,231,231
38143,22072,26.0,16.0,33.0,588,588
22072,22073,70.0,60.0,73.0,996,996
22073,22074,60.0,59.0,60.0,996,996
22074,22089,107.0,84.0,111.0,699,699
22089,15271,36.0,36.0,45.0,458,458
15271,15275,42.0,42.0,60.0,868,868
15275,15360,44.0,40.0,51.0,868,868
15360,22076,37.0,19.0,53.0,706,706
22076,22078,44.0,42.0,59.0,1909,1909
22078,15255,53.0,51.0,59.0,1813,1813
15255,16891,32.0,32.0,58.0,1279,1279
16891,22079,33.0,22.0,34.0,1279,1279
22079,16892,39.0,31.0,40.0,1318,1318
16892,22080,29.0,20.0,35.0,865,865
22080,21591,120.0,120.0,120.0,304,304
21591,21469,26.0,18.0,45.0,620,620
21469,21470,58.0,58.0,59.0,592,592
21470,21471,61.0,61.0,62.0,1050,1050
21471,21472,42.0,29.0,46.0,970,970
21472,24787,45.0,44.0,54.0,1045,1045
24787,50788,23.0,23.0,51.0,589,589
50788,21594,43.0,40.0,43.0,589,589
21594,21473,48.0,39.0,60.0,694,694
21473,21595,99.0,90.0,111.0,644,644
21595,21474,36.0,27.0,59.0,1736,1736
21474,15563,162.0,153.0,176.0,1235,1235
15563,15564,22.0,22.0,36.0,2184,2184
15564,21475,48.0,44.0,58.0,2073,2073
21475,24738,87.0,73.0,93.0,1963,1963
24738,21476,31.0,20.0,46.0,1121,1121
21476,21880,36.0,21.0,47.0,1121,1121
21880,13170,84.0,67.0,99.0,790,790
13170,13163,60.0,56.0,60.0,1378,1378
13163,44003,85.0,68.0,86.0,898,898
44003,29506,75.0,65.0,76.0,750,750
29506,13119,39.0,18.0,41.0,1743,1743
13119,44459,139.0,132.0,139.0,428,428
44459,13178,341.0,341.0,342.0,428,428
13178,14595,179.0,178.0,180.0,1636,1636
24430,24431,170.0,170.0,170.0,241,241
24431,24438,72.0,72.0,72.0,507,507
24438,24443,60.0,60.0,60.0,107,107
24443,24441,60.0,58.0,60.0,640,640
24441,24436,116.0,116.0,116.0,120,120
24436,24434,23.0,23.0,23.0,122,122
24434,47203,41.0,26.0,44.0,435,435
47203,46420,12.0,10.0,34.0,427,427
46420,48862,48.0,48.0,49.0,237,237
48862,858,15.0,11.0,46.0,1128,1128
858,24404,74.0,60.0,78.0,1348,1348
24404,24401,50.0,50.0,60.0,1931,1931
24401,24400,44.0,39.0,48.0,1931,1931
24400,24398,60.0,60.0,60.0,1416,1416
24398,24395,56.0,48.0,60.0,1189,1189
24395,24394,62.0,60.0,62.0,754,754
24394,24458,68.0,60.0,68.0,386,386
24458,23769,295.0,295.0,300.0,294,294
23769,14228,120.0,120.0,122.0,153,153
14228,29503,180.0,175.0,180.0,155,155
29503,29383,195.0,195.0,195.0,158,158
29383,29378,36.0,32.0,47.0,1600,1600
29378,29373,28.0,26.0,42.0,950,906
29373,29349,104.0,99.0,120.0,897,897
29349,29336,119.0,118.0,120.0,1398,1398
29336,13358,111.0,97.0,113.0,3570,3570
13358,12910,106.0,95.0,119.0,6955,6955
12910,13136,81.0,67.0,96.0,4420,4420
13136,29479,57.0,57.0,60.0,3650,3650
29479,29480,43.0,40.0,59.0,3610,3610
29480,13636,60.0,60.0,60.0,380,380
13636,13143,60.0,39.0,60.0,1839,1839
13143,12893,92.0,89.0,101.0,2069,2069
12893,48083,45.0,45.0,45.0,738,738
48083,13226,164.0,164.0,164.0,110,110
13226,48438,96.0,81.0,106.0,2182,2182
48438,48640,60.0,34.0,60.0,516,516
48640,51270,141.0,129.0,161.0,425,425
51270,14595,231.0,220.0,231.0,425,425
26371,26370,59.0,59.0,59.0,859,859
26370,36091,90.0,90.0,92.0,859,859
36091,28605,39.0,38.0,39.0,859,859
28605,28607,58.0,58.0,59.0,859,859
28607,26342,100.0,100.0,100.0,859,859
26342,12031,93.0,93.0,93.0,463,463
12031,25918,42.0,42.0,42.0,463,463
25918,27585,97.0,96.0,97.0,497,497
27585,48396,80.0,60.0,81.0,710,710
48396,28750,52.0,51.0,60.0,712,712
28750,26237,60.0,60.0,68.0,422,422
26237,26246,80.0,61.0,80.0,422,422
26246,26244,30.0,18.0,31.0,566,566
26244,26224,89.0,89.0,89.0,209,209
26224,39628,19.0,19.0,51.0,370,370
39628,26218,33.0,33.0,33.0,568,407
26218,27109,15.0,15.0,26.0,407,407
27109,26215,53.0,53.0,57.0,637,637
26215,25543,54.0,54.0,60.0,1157,1157
25543,25544,60.0,60.0,60.0,1235,1235
25544,25545,71.0,69.0,72.0,1928,1928
25545,25546,49.0,48.0,49.0,1239,1239
25546,26202,61.0,60.0,68.0,428,428
26202,26195,60.0,60.0,60.0,209,209
26195,26196,64.0,61.0,89.0,508,508
26196,25928,59.0,56.0,59.0,345,345
25928,26162,46.0,40.0,49.0,963,963
26162,25929,14.0,11.0,20.0,963,963
25929,25930,82.0,77.0,90.0,1099,1099
25930,43370,83.0,73.0,84.0,830,830
43370,28854,120.0,120.0,134.0,497,497
28854,25900,82.0,82.0,82.0,209,209
25900,26093,60.0,60.0,60.0,209,209
26093,26080,98.0,81.0,98.0,542,542
26080,26073,60.0,60.0,75.0,337,337
26073,26059,112.0,96.0,112.0,337,337
26059,48005,8.0,8.0,33.0,329,329
48005,26057,51.0,51.0,51.0,209,209
26057,26056,39.0,39.0,39.0,215,215
26056,26046,77.0,77.0,77.0,209,209
26046,27416,23.0,23.0,23.0,263,263
27416,26052,44.0,34.0,44.0,413,413
26052,26022,47.0,45.0,51.0,1156,1156
26022,28677,52.0,51.0,60.0,1156,1156
28677,28663,50.0,42.0,60.0,1156,1156
28663,25852,38.0,22.0,47.0,1156,1156
25852,35404,125.0,120.0,125.0,1123,1123
8758,11833,41.0,30.0,41.0,2441,2441
11833,9954,58.0,58.0,59.0,2441,2441
9954,8718,52.0,32.0,60.0,1616,1616
8718,8719,48.0,21.0,49.0,2973,2973
8719,8720,16.0,13.0,39.0,2973,2973
8720,8721,44.0,39.0,51.0,2981,2981
8721,8722,42.0,29.0,49.0,2981,2981
8722,8723,21.0,18.0,48.0,2981,2981
8723,8724,49.0,22.0,51.0,2981,2981
8724,8725,38.0,38.0,43.0,2981,2981
8725,40027,31.0,23.0,37.0,2957,2957
40027,8760,134.0,134.0,134.0,580,580
8760,10029,34.0,30.0,43.0,2441,2441
10029,8762,51.0,48.0,60.0,2441,2441
8762,8763,26.0,24.0,26.0,2441,2441
8763,10032,37.0,34.0,38.0,2146,2146
10032,8764,13.0,8.0,23.0,2146,1496
8764,8765,22.0,17.0,34.0,2441,2441
8765,9959,38.0,30.0,43.0,2100,2100
9959,8793,82.0,66.0,95.0,5107,5107
8793,8794,31.0,30.0,54.0,5181,5181
8794,9352,132.0,125.0,133.0,3841,3841
9352,8707,70.0,69.0,70.0,4076,4076
8707,8705,40.0,31.0,41.0,4076,4076
8705,8704,3.0,1.0,13.0,4076,1915
8704,8667,104.0,104.0,106.0,740,740
8667,8664,32.0,31.0,32.0,2095,2095
8664,8835,30.0,24.0,30.0,2958,2933
8835,8662,23.0,21.0,24.0,2956,2956
8662,8836,51.0,39.0,56.0,2964,2964
8836,8658,21.0,16.0,41.0,2964,2964
8658,8656,33.0,19.0,33.0,2964,2946
8656,8654,19.0,15.0,24.0,2956,2956
8654,8652,31.0,27.0,32.0,2956,2940
8652,9450,24.0,22.0,33.0,2964,2964
9450,8648,34.0,26.0,36.0,2964,2964
8648,8646,38.0,38.0,39.0,2950,2950
8646,8644,48.0,29.0,56.0,2370,2370
8644,8643,42.0,34.0,56.0,2167,2167
8643,8641,18.0,7.0,26.0,2159,2159
8641,8639,56.0,52.0,60.0,1876,1876
8639,10131,60.0,60.0,60.0,580,580
10131,8844,60.0,60.0,60.0,580,580
8844,8845,37.0,36.0,39.0,1253,1253
8845,8846,23.0,23.0,41.0,1253,1253
8846,8847,60.0,53.0,60.0,1253,1253
8847,8848,60.0,35.0,60.0,1253,1253
8848,9498,60.0,60.0,60.0,580,580
9498,9500,24.0,14.0,30.0,1375,1375
9500,9488,36.0,30.0,39.0,1375,1375
9488,11649,60.0,60.0,60.0,1156,1156
11649,11741,29.0,27.0,30.0,1488,1488
11741,11726,66.0,66.0,67.0,672,672
9959,9353,98.0,91.0,101.0,1578,1578
9353,9575,55.0,55.0,55.0,1584,1584
9575,11567,47.0,46.0,47.0,1584,1584
11567,9355,63.0,63.0,64.0,1584,1584
9355,8755,132.0,132.0,132.0,826,826
8755,9352,102.0,102.0,102.0,1034,1034
8704,44961,120.0,119.0,146.0,1813,1813
44961,44962,51.0,34.0,56.0,2555,2555
44962,45042,54.0,35.0,60.0,1533,1533
45042,10784,29.0,29.0,33.0,2196,2196
10784,10785,22.0,17.0,31.0,2780,2780
10785,10683,76.0,76.0,77.0,1089,1089
10683,11610,52.0,51.0,52.0,2473,2473
11610,8639,50.0,50.0,50.0,1653,1653
8639,37785,48.0,45.0,55.0,1653,1653
37785,49737,104.0,82.0,112.0,3459,3459
49737,8636,76.0,74.0,98.0,5149,5149
8636,10790,201.0,180.0,201.0,2324,2324
10790,10765,181.0,180.0,182.0,1095,1095
10765,8828,36.0,30.0,39.0,2117,2117
8828,8829,49.0,49.0,51.0,574,574
8829,8830,22.0,22.0,26.0,1009,1009
8830,8831,74.0,72.0,77.0,1959,1959
8831,9994,80.0,74.0,80.0,1911,1911
9994,11636,67.0,67.0,67.0,927,927
11636,8818,48.0,48.0,48.0,927,927
8818,8819,45.0,19.0,55.0,1602,1602
8819,8820,57.0,39.0,59.0,2515,2515
8820,8821,39.0,37.0,52.0,2515,2515
8821,41242,63.0,60.0,63.0,1314,1314
41242,41239,23.0,10.0,26.0,2077,2077
41239,41243,24.0,21.0,37.0,2077,2077
41243,8676,27.0,27.0,27.0,919,919
8676,8678,50.0,49.0,60.0,2797,2797
8678,8680,71.0,60.0,81.0,2797,2797
8680,51267,99.0,88.0,109.0,1284,1284
47116,8681,119.0,119.0,119.0,1278,1278
8681,8679,60.0,60.0,67.0,2775,2775
8679,8677,62.0,60.0,67.0,2775,2775
8677,41244,9.0,9.0,9.0,883,883
41244,41240,38.0,37.0,47.0,1935,1935
41240,41241,7.0,4.0,14.0,1935,1935
41241,8682,60.0,60.0,60.0,1152,1152
8682,8683,60.0,57.0,60.0,2395,2395
8683,8684,46.0,29.0,52.0,2395,2395
8684,8832,8.0,8.0,31.0,1578,1578
8832,10247,62.0,60.0,62.0,893,893
10247,8668,75.0,72.0,75.0,907,907
8668,8824,88.0,61.0,88.0,1837,1837
8824,8825,62.0,60.0,62.0,1899,1899
8825,9814,45.0,45.0,45.0,517,517
9814,8827,28.0,9.0,29.0,2059,2056
8827,10069,30.0,29.0,47.0,2059,2059
10069,10716,230.0,230.0,230.0,1050,1050
10716,47982,201.0,191.0,219.0,3357,3357
47982,37251,32.0,22.0,55.0,4858,4858
37251,10644,191.0,180.0,198.0,3707,3707
10644,8961,65.0,65.0,83.0,2193,2193
10721,9445,39.0,38.0,49.0,1482,1482
9445,44963,33.0,26.0,36.0,2677,2677
44963,44960,54.0,53.0,57.0,2981,2981
44960,8703,109.0,106.0,114.0,1725,1725
8703,8706,14.0,9.0,20.0,4790,4790
8706,8708,42.0,37.0,51.0,4416,4416
8708,8710,78.0,69.0,83.0,4440,4440
8710,8756,109.0,104.0,117.0,3665,3665
8756,8757,40.0,40.0,42.0,5550,5550
8757,49466,88.0,78.0,93.0,5187,5187
8704,10757,67.0,67.0,82.0,1131,1131
10757,8617,52.0,46.0,53.0,3203,3203
8617,10414,137.0,101.0,137.0,871,871
10414,10784,43.0,43.0,43.0,577,577
8636,10264,169.0,169.0,172.0,1278,1278
10264,10225,103.0,103.0,104.0,2036,2036
10225,8797,79.0,74.0,82.0,1541,1541
8797,10370,42.0,40.0,47.0,1935,1935
10370,10371,21.0,18.0,26.0,1910,1910
10371,8799,22.0,14.0,27.0,1910,1894
8799,10372,33.0,31.0,38.0,2416,2416
10372,8807,29.0,24.0,30.0,2410,2410
8807,8808,31.0,30.0,36.0,2410,2410
8808,8809,60.0,60.0,60.0,2410,2410
8809,10228,55.0,44.0,57.0,2410,2410
10228,8811,8.0,3.0,16.0,2416,2416
8811,8812,36.0,22.0,37.0,2416,2416
8812,8813,24.0,23.0,30.0,2410,2410
8813,8814,24.0,19.0,26.0,2420,2420
8814,8802,36.0,34.0,41.0,2410,2410
8802,8803,46.0,35.0,49.0,2410,2410
8803,8804,37.0,37.0,37.0,2410,2410
8804,10229,34.0,33.0,39.0,2416,2416
10229,8805,60.0,60.0,60.0,2416,2416
8805,43794,52.0,47.0,54.0,2361,2361
11478,8733,119.0,119.0,119.0,1574,1574
8733,9564,169.0,165.0,169.0,1495,1495
9564,10274,71.0,71.0,71.0,664,664
10274,9295,59.0,59.0,60.0,1218,1218
9295,9592,46.0,45.0,51.0,1218,1218
9592,9331,36.0,36.0,36.0,1218,1218
9331,9332,98.0,93.0,100.0,1218,1218
9332,9564,36.0,36.0,36.0,666,666
9564,11910,84.0,71.0,84.0,1461,1461
11910,9322,12.0,12.0,12.0,514,514
9322,10017,57.0,57.0,57.0,514,514
10017,9323,60.0,60.0,60.0,514,514
9323,9368,65.0,65.0,65.0,514,514
9368,9369,46.0,46.0,54.0,869,869
9369,9728,60.0,60.0,60.0,869,869
9728,9381,36.0,27.0,36.0,867,867
9381,9382,35.0,35.0,53.0,2441,2441
9382,9458,75.0,60.0,75.0,795,795
9458,51368,51.0,49.0,60.0,1096,1096
51368,9399,32.0,21.0,45.0,2467,2467
9399,9603,11.0,7.0,28.0,1098,1098
9603,9402,51.0,42.0,53.0,1694,1694
9402,9405,29.0,29.0,36.0,1112,1112
9405,9396,60.0,60.0,60.0,1112,1112
9396,9401,24.0,24.0,24.0,517,517
9401,9665,51.0,39.0,51.0,858,858
9665,9410,46.0,46.0,46.0,522,522
9410,9606,23.0,23.0,23.0,522,522
9606,11596,52.0,52.0,52.0,522,522
11596,9418,15.0,15.0,15.0,522,522
9418,46206,53.0,53.0,53.0,514,514
46206,9423,37.0,37.0,39.0,514,514
9423,9636,50.0,50.0,50.0,2097,2097
9636,10165,142.0,141.0,165.0,1666,1666
10165,10263,34.0,30.0,35.0,3203,3006
10263,9884,47.0,47.0,47.0,3116,3116
9884,10136,34.0,32.0,43.0,3615,3615
10136,9586,115.0,104.0,120.0,1647,1647
9586,11799,90.0,89.0,97.0,1828,1828
11799,11510,30.0,23.0,31.0,1828,1828
11510,42300,101.0,90.0,106.0,1086,1086
42300,9181,60.0,60.0,60.0,1324,1324
9502,8857,59.0,59.0,59.0,1386,1386
8857,9681,56.0,56.0,56.0,587,587
9681,50932,120.0,120.0,133.0,725,725
50932,11742,45.0,26.0,45.0,1584,1584
11742,10123,34.0,21.0,36.0,1673,1673
10123,10124,102.0,100.0,114.0,1675,1675
10124,9711,47.0,47.0,47.0,529,529
9711,9884,70.0,70.0,70.0,487,487
10136,11793,183.0,183.0,183.0,633,633
11793,10588,60.0,28.0,74.0,1722,1722
10588,9560,60.0,59.0,60.0,1847,1847
9560,9561,60.0,60.0,60.0,930,930
9561,9558,60.0,60.0,60.0,937,937
9558,9556,75.0,75.0,81.0,937,937
9556,9427,100.0,100.0,100.0,640,640
9427,9424,47.0,47.0,47.0,640,640
9424,9421,24.0,23.0,39.0,1448,1448
9421,9544,111.0,111.0,115.0,1197,1197
9539,9552,79.0,66.0,84.0,2005,2005
9552,9894,207.0,197.0,212.0,1077,1077
9894,9741,55.0,55.0,55.0,828,828
9741,9297,64.0,64.0,64.0,750,750
9297,9298,44.0,34.0,44.0,750,750
9298,10704,60.0,60.0,69.0,750,750
10704,11228,101.0,88.0,102.0,1164,1164
11228,9296,79.0,79.0,97.0,910,910
9296,11226,180.0,158.0,180.0,910,910
11226,9866,120.0,120.0,126.0,1116,1116
9866,10224,35.0,22.0,39.0,1207,1207
10224,9867,30.0,3.0,30.0,1127,827
9709,9710,56.0,56.0,56.0,1013,1013
9710,11702,68.0,68.0,68.0,1013,1013
11702,10629,124.0,124.0,124.0,1100,1100
10629,9674,206.0,206.0,206.0,1030,1030
9674,10773,85.0,85.0,91.0,953,953
10773,10322,44.0,44.0,44.0,825,825
10322,10514,52.0,52.0,52.0,804,804
10514,10775,59.0,57.0,59.0,3400,3400
10775,10757,32.0,21.0,34.0,2544,2544
8617,45042,91.0,91.0,91.0,663,663
10785,49354,55.0,55.0,57.0,1695,1695
49354,10786,44.0,43.0,59.0,2256,2256
10786,9589,59.0,49.0,59.5,2247,2247
9589,9485,60.0,51.0,78.0,2238,2238
9485,9623,60.0,60.0,66.0,3341,3341
9623,9489,120.0,120.0,120.0,598,598
9489,9490,59.0,53.0,59.0,883,883
9490,11512,2.0,2.0,17.0,883,883
11512,34267,119.0,117.0,119.0,879,879
34267,9609,114.0,114.0,120.0,1259,1259
9609,9494,34.0,11.0,39.0,1542,1542
9494,8854,30.0,30.0,60.0,1261,1261
8854,8855,32.0,32.0,56.0,1351,1351
8855,9503,57.0,44.0,57.0,1351,1339
9503,9504,30.0,11.0,44.0,2748,2736
9504,9505,30.0,5.0,39.0,2748,2748
9505,43847,21.0,13.0,39.0,2516,2516
43847,43850,92.0,79.0,101.0,2695,2695
43850,43851,28.0,19.0,39.0,2695,2695
43851,43848,27.0,20.0,35.0,2695,2695
3974,2381,119.0,119.0,119.0,2103,2103
2381,1267,151.0,151.0,151.0,1945,1945
1267,3860,29.0,29.0,29.0,2254,2254
3860,3898,480.0,480.0,480.0,6,6
3898,1296,240.0,240.0,240.0,286,286
1296,3999,49.0,35.0,60.0,1304,1304
3999,2394,151.0,147.0,169.0,1108,1108
2394,42806,28.0,1.0,28.0,1058,885
42806,1479,44.0,42.0,59.0,1058,1058
1479,3891,104.0,103.0,116.0,1046,1046
3891,3885,26.0,15.0,39.0,1444,1444
3885,18793,45.0,40.0,54.0,1258,1258
18793,17888,26.0,12.0,47.0,1374,1374
17888,18913,89.0,88.0,114.0,1118,1118
18913,18914,39.0,34.0,46.0,1224,1224
18914,18915,44.0,32.0,55.0,1158,1158
18915,21298,69.0,65.0,75.0,1138,1138
21298,19488,60.0,60.0,60.0,1139,1139
19488,4205,81.0,62.0,81.0,894,894
4205,18972,27.0,13.0,30.0,937,937
18972,21276,374.0,374.0,374.0,6,6
21276,19372,27.0,27.0,48.0,1065,1065
19372,20945,25.0,5.0,25.0,1071,1067
20945,20946,28.0,11.0,31.0,1037,1023
20946,20957,51.0,42.0,60.0,1039,1039
20957,20981,40.0,40.0,49.0,1073,1073
20981,18238,28.0,26.0,31.0,1155,1155
18238,18239,5.0,2.0,28.0,1358,1312
18239,4859,55.0,48.0,58.0,645,645
4859,21009,47.0,41.0,57.0,1408,1408
21009,19396,13.0,4.0,27.0,1113,1113
19396,19616,52.0,44.0,59.0,1549,1549
19616,18195,42.0,34.0,44.0,982,982
18195,21062,34.0,30.0,46.0,2143,2143
21062,4806,34.0,18.0,49.0,2143,2143
4806,4203,60.0,60.0,60.0,2143,2143
4203,4161,44.0,37.0,47.0,1146,1146
4161,21097,35.0,35.0,49.0,1146,1146
21097,18199,66.0,60.0,70.0,1533,1533
18199,21080,31.0,17.0,34.0,1562,1562
21080,4160,43.0,37.0,46.0,870,870
14021,14040,74.0,73.0,74.0,2274,2274
14040,14032,94.0,94.0,94.0,1041,1041
14032,14029,70.0,60.0,70.0,1781,1781
14029,13339,60.0,60.0,60.0,1383,1383
13339,14344,61.0,61.0,61.0,840,840
14344,14027,40.0,30.0,60.0,1927,1927
14027,29477,57.0,56.0,57.0,731,731
29477,14045,39.0,39.0,48.0,2505,2505
14045,33862,63.0,60.0,63.0,735,735
33862,29432,64.0,60.0,65.0,1786,1786
29432,13334,58.0,58.0,59.0,654,654
13334,29347,69.0,60.0,78.0,1046,1046
29347,29348,9.0,9.0,9.0,518,518
29348,13956,51.0,42.0,51.0,781,781
13956,13364,29.0,12.0,29.0,966,966
13364,13952,96.0,96.0,96.0,518,518
13952,13931,55.0,55.0,57.0,652,652
13931,13929,36.0,8.0,36.0,1487,1487
13929,13842,39.0,39.0,55.0,652,652
13842,13927,38.0,27.0,45.0,1274,1274
13927,13923,46.0,46.0,52.0,1274,1274
13923,13918,61.0,61.0,68.0,1274,1274
13918,50332,60.0,60.0,66.0,1274,1274
50332,12889,113.0,96.0,113.0,1238,1238
12889,13725,46.0,45.0,60.0,1275,1275
13725,12841,96.0,96.0,99.0,1053,1053
12841,13706,60.0,60.0,60.0,423,423
13706,13678,59.0,59.0,59.0,423,423
13678,13667,61.0,61.0,61.0,423,423
13667,50608,120.0,117.0,120.0,600,600
50608,44473,60.0,60.0,68.0,592,592
44473,44472,23.0,22.0,41.0,1694,1694
44472,13649,98.0,98.0,120.0,1694,1694
13649,44469,149.0,121.0,153.0,1694,1694
44469,44465,211.0,187.0,223.0,1968,1968
44465,44466,39.0,26.0,53.0,4767,4767
44466,14319,111.0,110.0,120.0,2510,2510
14205,13029,73.0,73.0,73.0,1945,1945
13029,13028,45.0,37.0,45.0,3403,3403
13028,13245,1.0,1.0,3.0,2190,2190
13245,14081,60.0,60.0,60.0,2190,2190
14008,12973,82.0,82.0,94.0,1132,1132
12973,13053,38.0,16.0,38.0,2201,2201
13053,13090,41.0,41.0,44.0,2102,2102
13090,13203,64.0,63.0,64.0,1318,1318
13203,13240,134.0,120.0,135.0,1643,1643
13240,13247,60.0,53.0,60.0,2692,2692
13247,14477,60.0,59.0,60.0,696,696
14477,13101,63.0,60.0,63.0,1937,1937
13101,38940,51.0,45.0,59.0,3468,3468
38940,13026,60.0,58.0,60.0,1873,1873
13026,13933,94.0,68.0,100.0,587,587
13933,13931,31.0,31.0,31.0,835,835
13929,13841,64.0,60.0,64.0,656,656
13841,13839,36.0,36.0,36.0,211,211
13839,13886,51.0,51.0,51.0,1455,1455
13886,13888,60.0,60.0,60.0,515,515
13888,13876,60.0,60.0,74.0,578,578
13876,13875,27.0,27.0,40.0,578,578
13875,43231,93.0,66.0,93.0,578,578
43231,14548,92.0,92.0,92.0,211,211
14548,12840,99.0,99.0,99.0,211,211
12840,13807,49.0,49.0,49.0,459,459
13807,13805,37.0,37.0,37.0,600,600
13805,13200,83.0,83.0,83.0,211,211
13200,13173,89.0,89.0,102.0,315,315
13173,12988,71.0,62.0,80.0,968,968
12988,13083,94.0,81.0,97.0,1683,1683
13083,12968,65.0,60.0,68.0,836,836
12968,13328,26.0,24.0,47.0,981,981
13328,12975,40.0,36.0,40.0,981,981
12975,13319,194.0,194.0,221.0,448,448
37534,13321,239.0,239.0,239.0,363,363
13321,13632,27.0,21.0,48.0,2253,2253
13632,13322,39.0,33.0,45.0,3012,3012
13322,29483,37.0,21.0,49.0,3720,3720
29483,48363,67.0,62.0,69.0,5103,5103
48363,13320,98.0,96.0,113.0,3276,3276
13320,12890,161.0,160.0,162.0,1453,1453
12890,38945,54.0,40.0,54.0,1155,1155
38945,12880,80.0,66.0,83.0,870,870
12880,12854,106.0,106.0,120.0,727,727
12854,13260,52.0,49.0,54.0,1328,1328
13260,13834,47.0,42.0,55.0,1471,1471
13834,13836,45.0,45.0,45.0,1191,1191
13836,13839,101.0,89.0,101.0,1244,1244
13886,13894,69.0,69.0,69.0,940,940
13894,13905,89.0,89.0,89.0,363,363
13905,13910,85.0,85.0,85.0,512,512
13910,14023,66.0,66.0,66.0,363,363
14023,14589,43.0,19.0,43.0,901,901
14589,14015,127.0,127.0,127.0,363,363
14015,14019,59.0,36.0,59.0,1408,1408
14019,14020,13.0,13.0,41.0,1408,1408
14020,14022,42.0,19.0,48.0,1390,1390
13112,12981,59.0,59.0,59.0,2314,2314
12981,12969,24.0,24.0,24.0,2022,2022
12969,13082,41.0,41.0,42.0,2502,2502
13082,13161,55.0,47.0,55.0,2245,2245
13161,13081,39.0,34.0,39.0,2245,2245
13081,13162,28.0,28.0,39.0,2347,2347
13162,13618,45.0,45.0,45.0,1142,1142
13618,13615,35.0,35.0,38.0,1659,1659
13615,13617,39.0,39.0,60.0,2037,2037
13617,13610,51.0,15.0,53.0,2037,2037
13610,13607,61.0,61.0,61.0,1327,1327
13607,13603,86.0,78.0,89.0,2544,2544
13603,42863,96.0,94.0,114.0,1976,1976
42863,13523,52.0,43.0,60.0,2636,2636
13523,13501,60.0,55.0,60.0,1934,1934
13501,47423,112.0,111.0,112.0,1176,1176
47423,47398,75.0,68.0,88.0,3261,3261
47398,13075,60.0,56.0,60.0,1778,1778
13075,13512,60.0,60.0,77.0,2464,2464
13512,50497,60.0,60.0,68.0,2131,2131
50497,13540,114.0,85.0,114.0,2032,2032
13540,13483,118.0,117.0,118.0,1511,1511
13483,13488,155.0,155.0,155.0,900,900
13488,47424,87.0,80.0,87.0,1707,1707
47424,44468,53.0,53.0,54.0,1707,1707
44468,44464,53.0,53.0,53.0,1776,1776
44464,44470,28.0,25.0,46.0,1814,1814
44470,51963,37.0,34.0,37.0,2020,2020
51963,44471,45.0,45.0,45.0,2020,2020
44471,12862,75.0,75.0,75.0,1803,1803
12862,13308,78.0,78.0,91.0,1368,1368
13308,13307,54.0,40.0,54.0,1398,1398
13307,13085,6.0,6.0,33.0,1398,1398
13085,14472,44.0,17.0,44.0,1398,1398
14472,13700,136.0,136.0,136.0,1160,1160
24660,13419,119.0,111.0,119.0,2477,2477
13419,13421,9.0,5.0,21.0,1939,1939
13421,13256,55.0,32.0,55.0,1587,1587
13256,13431,60.0,60.0,79.0,1122,1122
13431,13433,41.0,27.0,60.0,1685,1685
13433,13435,22.0,22.0,51.0,1685,1685
13435,12812,38.0,27.0,47.0,1685,1685
12812,13520,67.0,67.0,67.0,1018,1018
13520,13517,57.0,57.0,57.0,783,783
13517,13521,56.0,56.0,56.0,783,783
13521,13523,60.0,60.0,60.0,783,783
13523,13150,60.0,60.0,60.0,595,595
13150,13357,60.0,60.0,60.0,824,824
13357,13109,75.0,75.0,76.0,824,824
13109,13167,105.0,104.0,105.0,824,824
13167,48897,175.0,175.0,175.0,637,637
48897,13569,107.0,107.0,107.0,595,595
13569,13228,78.0,78.0,80.0,1416,1416
13228,13574,49.0,47.0,60.0,2260,2260
13574,42146,43.0,43.0,43.0,595,595
42146,13585,28.0,28.0,28.0,595,595
13585,13583,61.0,61.0,62.0,1783,1783
13583,13565,101.0,94.0,111.0,2616,2616
13565,13664,63.0,60.0,64.0,3636,3636
13664,29490,97.0,96.0,98.0,1892,1892
29490,13670,49.0,49.0,60.0,2106,2106
13670,13683,44.0,39.0,51.0,2106,2106
13683,13687,57.0,57.0,57.0,595,595
13687,13691,77.0,77.0,77.0,595,595
13691,13718,125.0,125.0,125.0,595,595
13718,13723,101.0,101.0,109.0,1864,1864
13723,13733,103.0,97.0,115.0,1864,1864
13733,29478,52.0,52.0,52.0,595,595
29478,13136,52.0,52.0,52.0,595,595
13136,13730,141.0,141.0,141.0,722,722
24086,24158,119.0,114.0,120.0,1456,1456
24158,13417,120.0,120.0,120.0,359,359
13417,13410,60.0,60.0,60.0,892,892
13410,13407,60.0,60.0,60.0,892,892
13407,13405,57.0,52.0,57.0,892,892
