model,clustering_C,avg_path_L,C_over_C_random,L_over_L_random,small_world_sigma
real_transit,0.09681981327221764,13.844746587263527,3122.9173818122463,1.6231417668434673,1923.9954547441662
erdos_renyi_gnm,3.100300182005858e-05,8.529597888536552,1.0,1.0,1.0
configuration_degree_sequence,0.00013341572857126976,8.143346138691884,4.303316477082272,0.9547163002415653,4.507429564147416
barabasi_albert_matched,0.001581512883473111,5.753948054133018,51.01160502625558,0.674586085923945,75.61911828701251
watts_strogatz_matched,0.44947406924560507,25.36384983750246,14497.75966386586,2.973627850802966,4875.4452107889165
