station_id,station_name,main_stop_id,main_stop_code,station_lat,station_lon,stop_count,active_stop_count,stop_use_count,member_stop_ids
26265,אברבנאל/שאול המלך,42100,11983,31.255224,34.767107,2,2,1969,26265;42100
26266,אברבנאל / רחבת חתם הסופר,26266,13260,31.254806,34.768483,1,1,1183,26266
26268,דב גור/שלמה בן יוסף,26268,13262,31.791516,34.656082,1,1,483,26268
26275,רש''י/רבנו גרשום,26275,13269,31.786467,34.660376,1,1,495,26275
26277,בזל/סוקולוב,44924,12715,31.247694666666664,34.790639666666664,3,3,897,26277;41298;44924
26279,שאול המלך/רחבת שמגר השופט,26279,13273,31.262073,34.7761195,2,2,1891,26279;26488
26288,בריכה עירונית/נתן אלבז,26288,13282,31.795348,34.653637,1,1,136,26288
26289,נתן אלבז/יהודה המכבי,26289,13283,31.796764000000003,34.654629,2,2,282,26289;28073
26290,יהודה המכבי/חיים חורי,26294,13289,31.7967565,34.656673,2,2,280,26290;26294
26291,יצחק הנשיא/שדרות בני ברית,26291,13285,31.798178,34.655145,1,1,332,26291
26292,מבצע יואב/מבצע קלשון,26292,13286,31.2644115,34.778940000000006,2,2,1687,26292;26526
26293,בה''ס אוצר החיים/יעקב דורי,26293,13287,31.266057,34.779712,1,1,640,26293
26295,יצחק הנשיא/שלמה בן יוסף,26295,13290,31.796441,34.65862,1,1,609,26295
26299,שדרות יגאל ידין/גת,26299,13294,31.246536,34.76829,1,1,175,26299
26300,בה''ס אשכול/מגידו,26300,13295,31.242697,34.7757945,2,2,406,26300;27561
26301,סנהדרין/יהודה לוי,26301,13296,31.2679485,34.7859035,2,2,913,26301;28924
26302,רשי/פתח תקווה,26302,13297,31.785752,34.662217,1,1,529,26302
26303,שד. גולדה מאיר/בכור שטרית,26303,13298,31.255346000000003,34.7659355,2,2,592,26303;45012
26304,שדרות ירושלים/רבנו גרשום,26304,13299,31.788062,34.660761,1,1,711,26304
26306,חטיבה שמונה/שדרות ז'בוטינסקי,26306,13301,31.2410505,34.777555500000005,4,4,2091,26306;26476;41607;42123
26307,הר בוקר/הר חרמון,26307,13303,31.274025,34.809771999999995,2,2,230,26307;40139
26308,רשב''י/רבי יוחנן בן זכאי,26469,13475,31.7896595,34.6619155,2,2,3814,26308;26469
