louvain_backend,louvain_seed,louvain_resolution,weighted,graph_nodes,graph_edges,connected_components,analysed_nodes,analysed_edges,num_communities,modularity,largest_community_size,largest_community_share,median_community_size,communities_under_10_stations,cross_community_edges,cross_community_edge_share,cross_community_weight_share,inter_community_stations,inter_community_station_share,max_communities_touched_by_one_station,seed_sweep_seeds,seed_sweep_min_communities,seed_sweep_max_communities,seed_sweep_min_modularity,seed_sweep_max_modularity,seed_sweep_min_ari_vs_headline,label_propagation_communities,label_propagation_modularity,label_propagation_ari_vs_louvain
python-louvain,42,1.0,True,30463,51772,12,30237,51523,73,0.9448,1334,0.0441,383.0,0,3686,0.0715,0.032,3407,0.1127,19,"[0, 1, 7, 42, 123, 2024]",73,80,0.9443,0.945,0.7678,8035,0.5469,0.0195
