stop_id,stop_name,lat,lon,region,metro,degree,community_louvain,community_lp
41844,רחל אמנו/חוה,31.270225,34.764938,South,Beer Sheva,2,0,1107
40126,שמואל רודנסקי/אנדה עמיר פינקרפלד,31.270816,34.767274,South,Beer Sheva,2,0,6802
44483,חנה רובינא/ששת הימים,31.269046,34.767738,South,Beer Sheva,2,0,7018
42098,שמואל רודנסקי/יהושע ברטונוב,31.271595,34.769334,South,Beer Sheva,2,0,6802
44485,החשמונאים/אבשלום פיינברג,31.267237,34.761492,South,Beer Sheva,2,0,7226
44325,שדרות תורת היחסות/החדשנות,31.263745,34.813661,South,Beer Sheva,2,0,7248
51765,בנ''צ כרמל/מעלה החטיבה,31.26091,34.820916,South,Beer Sheva,2,0,793
44327,גשר ת. רכבת ב''ש צפון/נתן רוזן,31.263309,34.809518,South,Beer Sheva,2,0,3661
44480,אפרים לוזון/מוטה גור,31.267377,34.756433,South,Beer Sheva,2,0,1106
44484,מרכז האופרה/החשמונאים,31.266487,34.763031,South,Beer Sheva,2,0,1107
25504,חנה רובינא / אלישבע,31.269972,34.769511,South,Beer Sheva,2,0,470
25621,תיכון מקיף ה'/דרך שמשון,31.255993,34.780462,South,Beer Sheva,2,0,471
43178,שושנה דמארי/ששת הימים,31.274912,34.759245,South,Beer Sheva,2,0,1604
43179,ששת הימים/שושנה דמארי,31.275595,34.759441,South,Beer Sheva,2,0,1604
43174,שושנה דמארי/חנה אבנור,31.274163,34.753754,South,Beer Sheva,2,0,7130
43171,דרך עולים/שושנה דמארי,31.275845,34.751263,South,Beer Sheva,2,0,7129
43173,ששת הימים/דרך עולים,31.277962,34.753276,South,Beer Sheva,2,0,7129
43165,נעמי שמר/מרגיט להמן,31.270602,34.751379,South,Beer Sheva,2,0,7127
43163,נעמי שמר/דר' ג'ין קלוס פישמן,31.267696,34.751793,South,Beer Sheva,2,0,7127
49045,אלסייד/כניסה,31.291629,34.921084,South,Beer Sheva,2,0,7501
28777,מרכז מחוננים,31.300989,34.925093,South,Beer Sheva,2,0,6093
28776,אלנור/ אל חוארזמי,31.303974,34.922994,South,Beer Sheva,2,0,6093
28775,אלנור/אלקאהרה,31.306905,34.925403,South,Beer Sheva,2,0,6092
28774,אלנור/אלחכמה,31.303074,34.923236,South,Beer Sheva,2,0,6092
28773,מרכז מחוננים,31.300247,34.925088,South,Beer Sheva,2,0,792
28769,אלסלאם/אלנור,31.298469,34.947773,South,Beer Sheva,2,0,6091
28705,אלסלאם/אלתקוא,31.29966,34.949607,South,Beer Sheva,2,0,4410
12664,אלסלאם/אלנור,31.29806,34.946739,South,Beer Sheva,2,0,4410
28725,גן לאומי תל באר שבע,31.247063,34.843103,South,Beer Sheva,2,0,782
28706,מועצה מקומית,31.247663,34.854762,South,Beer Sheva,2,0,2226
28722,תיכון מקיף עמל,31.248437,34.857283,South,Beer Sheva,2,0,2226
28719,בית הספר אנדלוס,31.255087,34.862928,South,Beer Sheva,2,0,2226
28787,א''ח 347,31.314486,34.859963,South,Beer Sheva,2,0,2230
29182,מסעף תראבין/כביש 310,31.348411,34.733919,South,Beer Sheva,2,0,6114
41399,בית ספר מקיף עמל אלנור,31.151104,35.007832,South,Beer Sheva,2,0,2386
41397,שכונה 8,31.149589,35.00583,South,Beer Sheva,2,0,2386
41398,בית ספר מקיף עמל אלנור,31.15013,35.008789,South,Beer Sheva,2,0,6961
41400,בית ספר מקיף עמל אלנור,31.151253,35.008521,South,Beer Sheva,2,0,6961
41402,שכונה 6,31.154622,35.008541,South,Beer Sheva,2,0,6963
41404,שכונה 4 א,31.156891,35.009382,South,Beer Sheva,2,0,6963
41405,מסגד אלסלאם,31.158495,35.011204,South,Beer Sheva,2,0,1522
28762,בית ספר רב תחומי,31.161817,35.023882,South,Beer Sheva,2,0,1075
28761,מועצה מקומית,31.163609,35.026568,South,Beer Sheva,2,0,6090
28760,בית ספר אבו עראר,31.165665,35.028691,South,Beer Sheva,2,0,6090
41419,שכונה 2,31.165257,35.033275,South,Beer Sheva,2,0,2229
28758,שכונה 2,31.165485,35.03366,South,Beer Sheva,2,0,6089
41420,בית ספר ב' 2,31.160801,35.036087,South,Periphery,2,0,2229
50290,אל-קודס/כיכר,31.156395,35.041325,South,Periphery,2,0,7587
39373,דרור/אנפה,31.330667,34.64904,South,Beer Sheva,2,0,6685
25798,הר רמון/הר תבור,31.276141,34.810714,South,Beer Sheva,2,0,2145
28939,הר בוקר/הר בקע,31.275302,34.808686,South,Beer Sheva,2,0,5817
26307,הר בוקר/הר חרמון,31.273816,34.809875,South,Beer Sheva,2,0,5817
41609,מרכז מסחרי הר בוקר,31.272812,34.810726,South,Beer Sheva,2,0,1484
26914,שדרות אורי צבי גרינברג/דרך אביטל אביגדור,31.270735,34.810251,South,Beer Sheva,2,0,1484
43164,נעמי שמר/דר' ג'ין קלוס פישמן,31.268473,34.751141,South,Beer Sheva,2,0,2407
43166,נעמי שמר/מארי קירי,31.271029,34.751935,South,Beer Sheva,2,0,2407
43168,מארי קירי/דר' ג'ין קלוס פישמן,31.270497,34.754448,South,Beer Sheva,2,0,2407
43172,דרך עולים/ששת הימים,31.277775,34.752111,South,Beer Sheva,2,0,1604
43169,שושנה דמארי/דרך עולים,31.275179,34.751471,South,Beer Sheva,2,0,1604
43177,שושנה דמארי/דר' קריסטינה סיקורה,31.273441,34.756953,South,Beer Sheva,2,0,1572
43998,שושנה דמארי/עופרה חזה,31.274338,34.75866,South,Beer Sheva,2,0,1572
28757,משתלה,31.164536,35.037007,South,Periphery,2,0,2229
44113,רוזמרין/קורנית,31.258231,34.756156,South,Beer Sheva,2,0,7227
50103,בי''ס תל ערד/כביש 80,31.294208,35.131494,South,Periphery,2,0,1068
37779,נח''ל טוב/כביש 80,31.285341,35.130043,South,Periphery,2,0,1068
47840,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,2,0,1043
51763,בנ''צ כרמל/מעלה החטיבה,31.261649,34.820244,South,Beer Sheva,2,0,3907
37075,קאסר א סיר 5,31.08203,34.988079,South,Periphery,2,0,1719
7598,'טנא עומרים א,31.373337,34.958452,South,Beer Sheva,2,0,7859
7612,מקווה,31.373772,34.957509,South,Beer Sheva,2,0,7859
41177,הגיא,31.371343,34.954728,South,Beer Sheva,2,0,6939
41176,הגיא/הגבעה,31.374159,34.956248,South,Beer Sheva,2,0,6939
7596,בריכה,31.376317,34.957002,South,Beer Sheva,2,0,7857
7595,טנא עומרים/יציאה,31.378114,34.958387,South,Beer Sheva,2,0,7857
40078,פארק נחל באר שבע/שלושת המצפים,31.234427,34.809498,South,Beer Sheva,2,0,3753
44918,נחל ערוגות/נחל ציחור,31.234647,34.815482,South,Beer Sheva,2,0,3753
44912,נחל ערוגות/נחל חבר,31.234621,34.820613,South,Beer Sheva,2,0,7324
49407,נחל פרת/נחל ערוגות,31.23233,34.823244,South,Beer Sheva,2,0,7324
44917,נחל קדרון/נחל חבר,31.230976,34.818258,South,Beer Sheva,2,0,3932
44920,נחל ציחור/נחל קדרון,31.231358,34.814358,South,Beer Sheva,2,0,5857
44119,דפנה/קורנית,31.256541,34.754299,South,Beer Sheva,2,0,868
44114,רוזמרין/לימונית,31.258783,34.755176,South,Beer Sheva,2,0,868
44112,רוזמרין/קורנית,31.257908,34.756465,South,Beer Sheva,2,0,1047
25791,הברזל/הקוצר,31.213963,34.809354,South,Beer Sheva,2,0,3341
26432,הקוצר/הכשרת היישוב,31.213483,34.812264,South,Beer Sheva,2,0,3341
40077,הכשרת הישוב/הרתך,31.225587,34.813375,South,Beer Sheva,2,0,6790
40079,משרד הרישוי מחוז באר שבע/המנוף,31.228341,34.81021,South,Beer Sheva,2,0,6790
44115,לימונית/רוזמרין,31.258807,34.754799,South,Beer Sheva,2,0,7227
44117,לימונית/מרווה,31.257648,34.753649,South,Beer Sheva,2,0,7228
44118,דפנה/לימונית,31.256841,34.753584,South,Beer Sheva,2,0,7228
44120,דפנה/קורנית,31.25609,34.754687,South,Beer Sheva,2,0,1047
44922,נחל קדרון/נחל ציחור,31.231632,34.815031,South,Beer Sheva,2,0,3933
44907,נחל פרת/נחל קדרון,31.230415,34.822863,South,Beer Sheva,2,0,3934
44906,נחל פרת/נחל קדרון,31.229526,34.822396,South,Beer Sheva,2,0,3933
44913,נחל ערוגות/נחל פרת,31.233201,34.822903,South,Beer Sheva,2,0,3934
44911,נחל ערוגות/נחל חבר,31.235266,34.819507,South,Beer Sheva,2,0,3934
49405,נחל ערוגות/נחל ציחור,31.234779,34.813883,South,Beer Sheva,2,0,3753
40080,משרד הרישוי מחוז באר שבע/המנוף,31.228069,34.811384,South,Beer Sheva,2,0,3752
26436,הפועלים/הפלס,31.225713,34.810835,South,Beer Sheva,2,0,1482
40075,הכשרת הישוב/החורש,31.216835,34.812557,South,Beer Sheva,2,0,6789
42244,הקוצר/הכשרת היישוב,31.213573,34.81216,South,Beer Sheva,2,0,6789
40074,הקוצר/הברזל,31.213571,34.809946,South,Beer Sheva,2,0,6788
41421,בית ספר ב' 2,31.161633,35.035538,South,Periphery,2,0,3486
41407,שכונה 5/קופת חולים,31.158118,35.014918,South,Beer Sheva,2,0,6964
41406,מסגד אלסלאם,31.158584,35.011244,South,Beer Sheva,2,0,6964
41403,שכונה 4 א,31.156385,35.008899,South,Beer Sheva,2,0,2386
41401,שכונה 6,31.154053,35.008706,South,Beer Sheva,2,0,2386
45018,יצחק רגר/רינגלבלום,31.26982,34.798156,South,Beer Sheva,2,0,7331
25837,החלוץ/גרשון דובנבוים,31.241656,34.791929,South,Beer Sheva,2,0,3344
43082,מבצע נחשון/מבצע יואב,31.259416,34.781157,South,Beer Sheva,2,0,3755
43361,בית ספר אורים/דוד המלך,31.264083,34.790122,South,Beer Sheva,2,0,3755
43362,אברהם אבינו/אלכסנדר ינאי,31.26345,34.793614,South,Beer Sheva,2,0,156
43359,יצחק אבינו/אברהם אבינו,31.261532,34.794688,South,Beer Sheva,2,0,156
44902,נחל פרת/שדרות יגאל אלון,31.227533,34.821791,South,Beer Sheva,2,0,1515
43161,קישון/ירדן,31.224108,34.820277,South,Beer Sheva,2,0,3752
40149,הפועלים/הכשרת הישוב,31.225443,34.812499,South,Beer Sheva,2,0,1515
44903,נחל פרת/שדרות יגאל אלון,31.227288,34.821936,South,Beer Sheva,2,0,3932
26468,הע''ל/ליבנה,31.231366,34.796766,South,Beer Sheva,2,0,2149
51952,מבצע יואב/מבצע נחשון,31.259879,34.780683,South,Beer Sheva,2,0,391
51392,אלומות/עומרים,31.272929,34.836584,South,Beer Sheva,2,0,5904
49406,הגורן/אלומות,31.275333,34.83541,South,Beer Sheva,2,0,7525
49400,ניצנים/הגורן,31.276863,34.83559,South,Beer Sheva,2,0,7525
49412,ניצנים/אלומות,31.275785,34.832666,South,Beer Sheva,2,0,7526
49409,עומרים/הגורן,31.273272,34.834636,South,Beer Sheva,2,0,7526
26922,פארק המדע עומר,31.270322,34.835825,South,Beer Sheva,2,0,5905
28580,בית ברן/אלומות,31.27244,34.83632,South,Beer Sheva,2,0,5905
49391,עומרים/הגורן,31.273729,34.834009,South,Beer Sheva,2,0,7523
49410,ניצנים/אלומות,31.276412,34.833198,South,Beer Sheva,2,0,7523
49403,הגורן/ניצנים,31.276299,34.835827,South,Beer Sheva,2,0,7524
49393,אלומות/הגורן,31.274886,34.835583,South,Beer Sheva,2,0,7524
28196,עומרים/אשכולות,31.271741,34.838527,South,Beer Sheva,2,0,313
26859,תיכון עומר,31.271388,34.840354,South,Beer Sheva,2,0,313
40701,חטין/סלאח אלדין,31.300254,34.930917,South,Beer Sheva,2,0,3773
43557,עלי אבן אבי טאלב,31.274964,34.882795,South,Beer Sheva,2,0,2631
43556,מרפאת אום בטין,31.275082,34.881186,South,Beer Sheva,2,0,2170
43558,עלי אבן אבי טאלב,31.275419,34.882873,South,Beer Sheva,2,0,2170
49063,אלסייד/עאמר,31.290297,34.918009,South,Beer Sheva,2,0,7501
49035,אלסייד/חליל,31.288234,34.91552,South,Beer Sheva,2,0,7499
49040,המסגד/אלסייד,31.286035,34.912146,South,Beer Sheva,2,0,7499
49021,אלסייד/חסאן,31.286873,34.907058,South,Beer Sheva,2,0,2449
49025,אלסייד/המסגד,31.285568,34.913028,South,Beer Sheva,2,0,159
48775,אלסייד/חסאן,31.2866,34.908517,South,Beer Sheva,2,0,1069
50675,אלסייד א,31.288574,34.924394,South,Beer Sheva,2,0,7482
50674,אלסייד ב,31.285493,34.920904,South,Beer Sheva,2,0,2449
49011,בי''ס אלסייד א',31.284267,34.91824,South,Beer Sheva,2,0,2449
48726,אלסייד/בלאל,31.286306,34.912814,South,Beer Sheva,2,0,1069
48827,אלסייד/חסן,31.288649,34.91628,South,Beer Sheva,2,0,1069
48617,אלסייד/זורגי,31.290594,34.918873,South,Beer Sheva,2,0,1069
50313,בית ספר/אל-קודס,31.15274,35.034763,South,Periphery,2,0,3879
43489,אל-קודס/אל-אנסאר,31.15416,35.036863,South,Periphery,2,0,3879
50283,אל-קודס/א-נסר,31.154971,35.03935,South,Periphery,2,0,1076
50287,אל-קודס/כיכר,31.156899,35.041669,South,Periphery,2,0,1076
50330,אל-קודס/א-נסר,31.154803,35.038754,South,Periphery,2,0,7587
50302,אל-קודס/אל-אנסאר,31.153903,35.036348,South,Periphery,2,0,3879
40712,חטין/סלאח אלדין,31.300431,34.931708,South,Beer Sheva,2,0,6884
47889,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,775
47902,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,2166
47864,שדרות נפתלי אימבר/קק''ל,31.23711,34.792059,South,Beer Sheva,1,0,5780
48114,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,775
28735,תיכון מקיף,31.193945,34.838527,South,Beer Sheva,1,0,6086
48207,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,1064
48113,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,1043
47899,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,775
48208,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,1064
49279,מסוף חצרים,31.242192,34.750949,South,Beer Sheva,1,0,5716
27005,מחנה חצרים,31.249105,34.663846,South,Beer Sheva,1,0,5917
48168,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,1064
49373,תיכון מיתרים,31.325755,34.928856,South,Beer Sheva,1,0,5874
49365,תיכון מיתרים,31.325236,34.927665,South,Beer Sheva,1,0,2179
47852,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,1043
28717,מגדל מים,31.257549,34.865194,South,Beer Sheva,1,0,3484
28736,תיכון מקיף אלמג'ד,31.192931,34.837992,South,Beer Sheva,1,0,3485
50730,ת.מרכזית/עירוניים לצפון,31.24266,34.798036,South,Beer Sheva,1,0,1037
26456,ת.מרכזית/עירוניים לצפון,31.24266,34.798036,South,Beer Sheva,1,0,1037
50768,ת.מרכזית/עירוניים לדרום,31.242934,34.79776,South,Beer Sheva,1,0,83
28884,מסוף חצרים,31.242282,34.750954,South,Beer Sheva,1,0,3491
50724,ת.מרכזית/עירוניים לדרום,31.242934,34.79776,South,Beer Sheva,1,0,83
50728,ת.מרכזית/עירוניים לדרום,31.242934,34.79776,South,Beer Sheva,1,0,83
50732,ת.מרכזית/עירוניים לצפון,31.24266,34.798036,South,Beer Sheva,1,0,83
50729,ת.מרכזית/עירוניים לדרום,31.242934,34.79776,South,Beer Sheva,1,0,83
28718,אזור תעשיה תל שבע,31.257468,34.865252,South,Beer Sheva,1,0,2226
39344,צרכניה/גילת,31.328669,34.652223,South,Beer Sheva,1,0,6685
47943,ת.מרכזית באר שבע/רציפים בינעירוני,31.243017,34.796743,South,Beer Sheva,1,0,1043
25788,הברזל/החורש,31.217286,34.808796,South,Beer Sheva,1,0,3341
40073,הברזל/הזורע,31.215779,34.809186,South,Beer Sheva,1,0,6788
20408,מסעף קיבוץ קדרים לצפון,32.89703,35.479896,North,Periphery,19,1,48
17303,ת.התרעננות/דור אלון מגל 6,32.380891,35.017969,Center,Periphery,16,1,48
42430,ת.התרעננות/דור אלון מגל כביש 6,32.38104,35.017224,Center,Periphery,15,1,451
7197,מסוף חצור הגלילית/הורדה,32.980861,35.556525,North,Periphery,13,1,112
5498,תחנה מרכזית ראש פינה,32.968734,35.548852,North,Periphery,13,1,729
18691,צומת ראש פינה,32.968266,35.551334,North,Periphery,13,1,729
20409,מסעף קיבוץ קדרים לדרום,32.893187,35.479712,North,Periphery,11,1,720
19494,תל חי/הגלעד,33.217544,35.570756,North,Periphery,10,1,34
20480,ת. מרכזית ק''ש/הורדה,33.210071,35.569123,North,Periphery,9,1,1002
19489,הירדן/תל חי,33.211105,35.571541,North,Periphery,9,1,741
18687,צומת ראש פינה,32.967464,35.550281,North,Periphery,9,1,720
20695,מחנה פילון/גשר אברהם חידו,32.954917,35.542354,North,Periphery,9,1,563
20872,בית ספר תל חי/הנשיא,33.221616,35.576117,North,Periphery,9,1,34
4387,מכללת אוהלו,32.990277,35.696431,North,Periphery,8,1,191
20532,קניון לב קצרין,32.994123,35.690125,North,Periphery,8,1,191
18703,צומת מחניים,32.989769,35.560826,North,Periphery,8,1,112
19792,בית ספר עוזיאל/יקותיאל אדם,33.222476,35.570501,North,Periphery,8,1,34
19809,הנרייטה סאלד/אליעזר פרי,33.19993,35.5716,North,Periphery,8,1,375
18692,אזור התעשיה/דרך הבנים,32.982323,35.551869,North,Periphery,8,1,563
18953,מחנה אליפלט,32.952478,35.541091,North,Periphery,8,1,720
35118,מרכז קלור/כפר בלום,33.175424,35.613654,North,Periphery,8,1,995
19486,תל חי/סיני,33.204747,35.569361,North,Periphery,8,1,741
50094,אורן/כביש 99,33.221547,35.58694,North,Periphery,8,1,34
6351,אזור תעשייה בני יהודה,32.806581,35.712292,North,Periphery,8,1,190
20322,שיאון/טיילת נווה,32.993047,35.690768,North,Periphery,7,1,191
20255,צומת קצרין צפון,33.008067,35.681676,North,Periphery,7,1,191
4357,בני יהודה/מתנ''ס,32.798081,35.689716,North,Periphery,7,1,190
20363,גבעת יואב 2,32.7987,35.684086,North,Periphery,7,1,190
4358,בני יהודה הרחבה,32.800005,35.69177,North,Periphery,7,1,190
20280,הירדן/ביאליק,33.21075,35.57206,North,Periphery,7,1,1002
6117,סלינגר/משטרה,33.212403,35.568209,North,Periphery,7,1,1002
19798,תל חי/רש''י,33.219877,35.572785,North,Periphery,7,1,34
6118,סלינג'ר/המכבים,33.212252,35.568314,North,Periphery,7,1,1002
5760,תחנה מרכזית ראש פינה,32.968603,35.549136,North,Periphery,7,1,729
18690,דרך הבנים/אזור התעשייה,32.982257,35.551135,North,Periphery,7,1,720
19992,מסעף להבות הבשן,33.140056,35.644011,North,Periphery,7,1,304
20138,הירדן,33.200427,35.576637,North,Periphery,7,1,375
18649,שלמה בן יוסף/הרב עזיזי דיעי,32.979183,35.540789,North,Periphery,7,1,1944
19936,מסעף נאות גולן,32.789061,35.69609,North,Periphery,7,1,190
50127,אורן/אל על,33.221746,35.586835,North,Periphery,7,1,1610
44013,מסעף איזור תעשיה,33.220998,35.586367,North,Periphery,7,1,34
19999,צומת קצרין,32.995457,35.690416,North,Periphery,6,1,191
4380,בית ספר נופי גולן/סלעית,32.991295,35.69389,North,Periphery,6,1,191
4388,זוויתן/9088,32.988508,35.701042,North,Periphery,6,1,191
18704,צומת מחניים,32.991201,35.56177,North,Periphery,6,1,112
47799,מסוף חצור הגלילית/רציפים,32.98083,35.556268,North,Periphery,6,1,112
47810,מסוף חצור הגלילית/רציפים,32.98083,35.556268,North,Periphery,6,1,1959
4210,מסעף בני יהודה,32.800127,35.689717,North,Periphery,6,1,190
4364,מנחת פיק,32.794304,35.728476,North,Periphery,6,1,103
19791,יהודה הלוי/גלעד,33.217264,35.568824,North,Periphery,6,1,34
34253,יעקב מלול/הלבנון,33.221065,35.571281,North,Periphery,6,1,34
5603,יהודה הלוי/רזיאל,33.21385,35.567087,North,Periphery,6,1,3902
19479,בית ספר רמב''ם/יצחק שדה,33.198943,35.566383,North,Periphery,6,1,301
18717,תל חי/הנרייטה סאלד,33.201333,35.569591,North,Periphery,6,1,301
35529,כפר הנשיא,32.974481,35.60356,North,Periphery,6,1,626
20637,טעם הצבי/שלב א,32.984815,35.549164,North,Periphery,6,1,563
20137,שפרינצק/הירדן,33.209845,35.574351,North,Periphery,6,1,3089
48183,ת. מרכזית ק''ש/רציפים,33.209085,35.569276,North,Periphery,6,1,1002
4191,אל רום,33.179292,35.772442,North,Periphery,6,1,246
20696,מחנה יפתח,32.940912,35.546795,North,Periphery,6,1,2023
20864,עין הזהב/הנשיא,33.219999,35.577247,North,Periphery,6,1,34
20456,הורדים/עין הזהב,33.220254,35.57883,North,Periphery,6,1,34
20832,הנשיא/בריכת שחיה עירונית,33.219408,35.576706,North,Periphery,6,1,34
19940,צומת אפיק,32.779112,35.712319,North,Periphery,6,1,154
42437,מחנה יפתח,32.94189,35.564425,North,Periphery,6,1,2023
20286,הנרייטה סאלד,33.199359,35.574177,North,Periphery,6,1,375
19493,קופת חולים/רשי,33.218649,35.573792,North,Periphery,6,1,34
19679,צומת המצודות/תל חי,33.22147,35.573999,North,Periphery,6,1,34
4229,צומת תל חי,33.23515,35.580119,North,Periphery,6,1,736
20310,מיצר,32.7684,35.735434,North,Periphery,6,1,154
7157,פארק קצרין,32.987475,35.703502,North,Periphery,5,1,1395
6336,דרך החרמון/זויתן,32.989302,35.699888,North,Periphery,5,1,191
20201,זוויתן/טיילת גמלא,32.989773,35.687124,North,Periphery,5,1,1395
20000,דרך החרמון/דליות,32.994518,35.691097,North,Periphery,5,1,191
20254,צומת קצרין צפון,33.009391,35.680354,North,Periphery,5,1,3096
18695,פרי הגליל/דרך הבנים,32.982179,35.553883,North,Periphery,5,1,112
47879,מסוף חצור הגלילית/רציפים,32.98083,35.556268,North,Periphery,5,1,112
18700,מסוף חצור הגלילית,32.981961,35.556766,North,Periphery,5,1,112
19933,צומת כורסי,32.826966,35.650105,North,Periphery,5,1,80
4319,מרכז/חד נס,32.928173,35.641673,North,Periphery,5,1,482
7167,צומת האמיר,33.137006,35.731681,North,Periphery,5,1,996
7166,מסעף שעל,33.117983,35.728163,North,Periphery,5,1,3079
19937,מסעף נאות גולן,32.788406,35.696498,North,Periphery,5,1,190
4353,נאות גולן מרכז,32.786057,35.693861,North,Periphery,5,1,190
19943,מסעף אלי עד,32.801704,35.745219,North,Periphery,5,1,103
20052,אבני איתן,32.823649,35.765927,North,Periphery,5,1,103
19446,ישיבת הסדר,32.843399,35.792611,North,Periphery,5,1,1980
4339,תל חי/הירדן,33.212637,35.570614,North,Periphery,5,1,3874
19497,בית ספר קורצק/יהודה הלוי,33.215618,35.568284,North,Periphery,5,1,34
40688,הרצל/ששת הימים,33.211723,35.567089,North,Periphery,5,1,1002
19808,תל חי/ברזילי,33.194998,35.569099,North,Periphery,5,1,1362
18677,דרך הגליל/מעלה גיא אוני,32.968383,35.550436,North,Periphery,5,1,729
19478,צה''ל/ההסתדרות,32.981588,35.545061,North,Periphery,5,1,5055
20800,ישיבת שפתי צדיק/שלב ג,32.987121,35.549572,North,Periphery,5,1,5295
5624,מחנה פילון,32.954845,35.546121,North,Periphery,5,1,1590
4425,צומת האמיר,33.137907,35.730915,North,Periphery,5,1,3079
19931,מסעף עמיר,33.180513,35.623718,North,Periphery,5,1,304
4348,בית ספר הר וגיא,33.227081,35.636205,North,Periphery,5,1,734
18964,נאות מרדכי,33.159853,35.598932,North,Periphery,5,1,304
20044,עמיר מרכז,33.179419,35.624002,North,Periphery,5,1,304
19929,מסעף כפר בלום צפון,33.187258,35.611504,North,Periphery,5,1,304
18965,שדה נחמיה 2,33.186192,35.621475,North,Periphery,5,1,304
5580,הנרייטה סאלד/קרן היסוד,33.199581,35.575858,North,Periphery,5,1,375
18655,דוד שו''ב/התמרים,32.965306,35.543009,North,Periphery,5,1,729
20171,צומת עמיעד,32.913386,35.542509,North,Periphery,5,1,720
42055,מועצה מקומית,32.969072,35.544717,North,Periphery,5,1,729
18736,מסעף איילת השחר,33.02277,35.572027,North,Periphery,5,1,1363
39237,שדה אליעזר כניסה,33.046059,35.571183,North,Periphery,5,1,1381
39236,שדה אליעזר 7,33.046016,35.567983,North,Periphery,5,1,1381
18735,צומת יסוד המעלה,33.045479,35.571646,North,Periphery,5,1,1363
19894,צומת המצודות,33.221897,35.575429,North,Periphery,5,1,34
20871,הורדים/חרצית,33.218995,35.579409,North,Periphery,5,1,34
20283,קניון נחמיה/הנשיא,33.221329,35.576106,North,Periphery,5,1,34
4345,מסעף בית הלל/למזרח,33.224932,35.606386,North,Periphery,5,1,3075
19003,מסעף דפנה,33.22756,35.641075,North,Periphery,5,1,5087
20062,צומת מסעדה,33.232493,35.755843,North,Periphery,5,1,377
4454,מועצה,33.229575,35.756285,North,Periphery,5,1,246
4438,מסעף אודם,33.203558,35.737342,North,Periphery,5,1,246
19450,מסעף אלרום,33.178186,35.775132,North,Periphery,5,1,246
18727,צומת גומא,33.169021,35.56994,North,Periphery,5,1,978
19911,צומת עמיעד,32.914318,35.543585,North,Periphery,5,1,48
5231,קיבוץ עמיעד,32.925492,35.54388,North,Periphery,5,1,2395
20166,מסעף כחל,32.90666,35.520488,North,Periphery,5,1,48
19946,מסעף נוב,32.826153,35.787111,North,Periphery,5,1,103
18999,גשור,32.818665,35.715587,North,Periphery,5,1,103
4356,בני יהודה מרכז,32.797592,35.687805,North,Periphery,5,1,190
5994,הלבנון/הרי נפתלי,33.219003,35.569949,North,Periphery,5,1,34
20205,צומת המפלים,32.985423,35.750544,North,Periphery,5,1,376
34309,הירדן/התעשיה,33.199245,35.577479,North,Periphery,5,1,375
20851,שוק עירוני/תל חי,33.213395,35.570443,North,Periphery,5,1,34
18983,מסעף מעיין ברוך/למערב,33.224896,35.612418,North,Periphery,5,1,3019
19969,מסעף כפר בלום צפון,33.186586,35.612579,North,Periphery,5,1,995
4333,9779/918,33.172898,35.642241,North,Periphery,5,1,734
21299,מבוא חמה,32.738476,35.656421,North,Periphery,5,1,569
39151,כפר חרוב הרחבה,32.765677,35.666384,North,Periphery,5,1,154
18994,כפר חרוב/קופת חולים,32.763291,35.661969,North,Periphery,5,1,154
19961,מסעף כפר חרוב,32.759808,35.669432,North,Periphery,5,1,154
20324,זוויתן/טיילת נווה,32.988314,35.69162,North,Periphery,4,1,1395
4292,זוויתן/יהודיה,32.991822,35.681706,North,Periphery,4,1,3110
44955,סער/תרשיש,32.994684,35.677408,North,Periphery,4,1,1004
20635,סער/צמח,32.998474,35.680936,North,Periphery,4,1,1004
20531,דליות/איה,32.991375,35.689119,North,Periphery,4,1,191
18962,מסעף גדות,33.01342,35.616693,North,Periphery,4,1,3015
18961,מסעף משמר הירדן,33.002263,35.602281,North,Periphery,4,1,112
18955,קיבוץ מחניים,32.991947,35.569652,North,Periphery,4,1,112
42400,מסוף חצור הגלילית/הורדה,32.980861,35.556525,North,Periphery,4,1,112
20216,מסעף חוף גולן,32.849244,35.652725,North,Periphery,4,1,3080
20306,מסעף רמות,32.862257,35.650804,North,Periphery,4,1,192
19954,מסעף רמות/תחנת דלק,32.86177,35.651992,North,Periphery,4,1,746
20018,צומת מעלה גמלא,32.882927,35.660673,North,Periphery,4,1,192
20204,צומת קצביה,32.980175,35.725497,North,Periphery,4,1,5226
