stop_id,stop_name,own_community,own_community_label,connected_communities,crossing_edges,crossing_weight,degree,weighted_degree,crossing_weight_share,lat,lon,region,metro
12992,ביה''ס נתיב/דרך ההגנה,24,Tel Aviv / Center,1,1,179,5,1660,0.1078,32.053634,34.79721,Center,Tel Aviv
14345,דרך ההגנה/גבעתי,24,Tel Aviv / Center,1,1,178,5,1538,0.1157,32.053486,34.796774,Center,Tel Aviv
4703,בי''ס אל-וואספיה,40,Periphery / North,1,1,178,3,624,0.2853,32.692294,35.29214,North,Periphery
13330,ת.רק''ל ביאליק/דרך ז'בוטינסקי,37,Tel Aviv / Center,1,1,178,5,5120,0.0348,32.088541,34.815172,Center,Tel Aviv
13201,הרצל/קופת חולים,25,Tel Aviv / Center,1,1,178,4,3940,0.0452,32.082619,34.816128,Center,Tel Aviv
51846,עקיבא אזולאי/נחום חפצדי,15,Jerusalem,1,1,177,4,1098,0.1612,31.788928,35.189479,Jerusalem,Jerusalem
12051,צומת הערבה/כביש 25 למערב,43,Periphery / South,1,2,177,3,354,0.5,30.989614,35.30963,South,Periphery
22288,שדרות וייצמן/החרושת,14,Tel Aviv / Center,1,2,177,6,578,0.3062,32.192009,34.881454,Center,Tel Aviv
13482,מסוף כרמלית/הכרמל,24,Tel Aviv / Center,1,2,176,7,1196,0.1472,32.065887,34.765513,Center,Tel Aviv
11233,שדרות החוצבים/שבע אחיות,63,Jerusalem,1,3,176,5,524,0.3359,31.794299,35.146529,Jerusalem,Jerusalem
13694,אבן גבירול/פנקס,24,Tel Aviv / Center,1,1,175,4,6340,0.0276,32.090246,34.782604,Center,Tel Aviv
14544,פנקס/דה האז,37,Tel Aviv / Center,1,1,175,2,350,0.5,32.091009,34.786276,Center,Tel Aviv
3826,פרץ חיות/טשרניחובסקי,46,Haifa / North,1,2,174,3,348,0.5,32.820925,34.97335,North,Haifa
14394,מחלף הסירה למזרח,14,Tel Aviv / Center,1,1,174,6,1958,0.0889,32.160149,34.812147,Center,Tel Aviv
4701,בי''ס אל-וואספיה,40,Periphery / North,1,2,174,5,620,0.2806,32.691825,35.292123,North,Periphery
10331,צומת מיני ישראל,7,Tel Aviv / Center,1,1,174,2,348,0.5,31.84357,34.969873,Jerusalem,Periphery
16200,צומת בית דגן/כביש 44,7,Tel Aviv / Center,1,1,173,2,346,0.5,32.00267,34.819925,Center,Tel Aviv
13679,עיריית תל אביב - יפו/אבן גבירול,24,Tel Aviv / Center,1,1,173,7,10558,0.0164,32.082914,34.781176,Center,Tel Aviv
13658,דיזנגוף/יודפת,24,Tel Aviv / Center,1,1,173,4,4868,0.0355,32.085415,34.774508,Center,Tel Aviv
13657,שד' בן גוריון/דיזנגוף,50,Tel Aviv / Center,1,1,173,3,1178,0.1469,32.083995,34.775011,Center,Tel Aviv
29635,מנהלי הנדסה ובת''ש/שד' בן גוריון,50,Tel Aviv / Center,1,1,173,3,1178,0.1469,32.08293,34.777038,Center,Tel Aviv
42845,מחלף לטרון,15,Jerusalem,1,1,173,10,1338,0.1293,31.839265,34.987679,Jerusalem,Periphery
34983,צומת חטיבה שבע,7,Tel Aviv / Center,1,1,173,2,346,0.5,31.835518,34.977318,Jerusalem,Periphery
15723,דרך המכבים/מכון וולקאני,12,Tel Aviv / Center,1,1,173,4,3150,0.0549,31.992317,34.8132,Center,Tel Aviv
4175,צומת אעבלין מערב,27,Haifa / North,1,4,173,5,338,0.5118,32.827455,35.174454,North,Haifa
28481,צומת רהט דרום,49,Beer Sheva / South,1,2,172,4,344,0.5,31.371342,34.783933,South,Beer Sheva
12201,צומת הערבה,30,Periphery / South,1,1,171,3,450,0.38,30.987586,35.308952,South,Periphery
15642,יעקב זרובבל/כביש 471,25,Tel Aviv / Center,1,2,171,3,342,0.5,32.072317,34.885182,Center,Tel Aviv
16212,ת.רק''ל שחם/דרך ז'בוטינסקי,17,Tel Aviv / Center,1,1,170,7,9938,0.0171,32.092183,34.860629,Center,Tel Aviv
12042,מסעף בני ראם/ישיבה,6,Periphery / Center,1,4,170,10,978,0.1738,31.768572,34.800929,Center,Periphery
11884,רנה קסין/שרגאי,41,Jerusalem,1,1,170,4,3162,0.0538,31.798259,35.226287,Jerusalem,Jerusalem
44473,ארלוזורוב/בן יהודה,24,Tel Aviv / Center,1,1,169,4,3726,0.0454,32.087553,34.772247,Center,Tel Aviv
37115,מחלף דרור למערב,55,Tel Aviv / Center,1,5,169,11,740,0.2284,32.255041,34.88821,Center,Tel Aviv
17037,המזרח/המעיין,34,Haifa / North,1,1,169,3,360,0.4694,32.711065,35.104819,North,Haifa
28320,צומת מחנה משאבים,62,Periphery / South,1,1,167,2,334,0.5,30.987514,34.766427,South,Periphery
21505,מרגולין/קימרוב,7,Tel Aviv / Center,1,2,167,3,334,0.5,31.93618,34.803356,Center,Tel Aviv
1563,צומת נרבתה,23,Periphery / Center,1,2,167,5,520,0.3212,32.451727,35.0196,Center,Periphery
12428,צומת עידן,30,Periphery / South,1,1,167,3,438,0.3813,30.812902,35.249119,South,Periphery
43972,צומת מגדל העמק למזרח,4,Periphery / North,1,1,166,3,928,0.1789,32.661644,35.248815,North,Periphery
43974,המגל/דרך העמק,40,Periphery / North,1,1,166,2,332,0.5,32.663946,35.23849,North,Periphery
780,צומת בארותיים לדרום,10,Tel Aviv / Center,1,2,165,5,330,0.5,32.311386,34.984668,Center,Periphery
4971,ואדי אל-חאג'/ח'לת א-דיר,8,Periphery / North,1,1,165,3,2806,0.0588,32.689986,35.29759,North,Periphery
21026,בי''ס בית אל-חכמה/אל-קפזה,40,Periphery / North,1,1,165,2,330,0.5,32.683625,35.294076,North,Periphery
17044,רכבת העמק/ש.ב.אורבך,34,Haifa / North,1,2,165,3,330,0.5,32.716672,35.102778,North,Haifa
26729,מחנה אריאל שרון / כביש 224,43,Periphery / South,1,1,164,3,328,0.5,31.059945,34.85313,South,Beer Sheva
5219,דרך גדוד ברק/90,16,Periphery / North,1,2,164,4,886,0.1851,32.796264,35.540343,North,Periphery
38805,בית ספר בית יעקב/אבן גבירול,32,Haifa / North,1,3,163,10,1022,0.1595,32.803776,35.007782,North,Haifa
5638,צומת מגדל,16,Periphery / North,1,1,163,4,906,0.1799,32.826415,35.512121,North,Periphery
5637,מסעף ואדי חמאם,5,Periphery / North,1,1,163,2,326,0.5,32.830711,35.502224,North,Periphery
21027,בי''ס בית אל-חכמה/אל-קפזה,8,Periphery / North,1,2,163,3,326,0.5,32.682455,35.293592,North,Periphery
50515,דוד אלעזר/קשת,12,Tel Aviv / Center,1,1,163,4,656,0.2485,31.926577,34.811293,Center,Tel Aviv
16895,אבנר בן נר/חושן,26,Tel Aviv / Center,1,1,163,2,326,0.5,31.922284,34.810585,Center,Tel Aviv
15641,זרובבל/העצמאות,25,Tel Aviv / Center,1,2,162,3,324,0.5,32.073799,34.884312,Center,Tel Aviv
13732,פנקס/דרך נמיר,24,Tel Aviv / Center,1,2,162,4,1522,0.1064,32.091092,34.79436,Center,Tel Aviv
44249,דרך יצחק רבין/יצחק ויטנברג,25,Tel Aviv / Center,1,1,162,4,2374,0.0682,32.080482,34.860509,Center,Tel Aviv
43194,טובה ושמשון דרנגר/שחם,17,Tel Aviv / Center,1,1,162,4,428,0.3785,32.084205,34.857968,Center,Tel Aviv
3233,פרויד/ויתקין,46,Haifa / North,1,2,161,6,3270,0.0492,32.782407,34.987604,North,Haifa
14111,שד' קק''ל/שלמה בן יוסף,50,Tel Aviv / Center,1,2,161,9,2154,0.0747,32.122384,34.79566,Center,Tel Aviv
15465,ירושלים/חשמונאים,68,Periphery / Center,1,1,161,2,322,0.5,31.781106,34.689434,Center,Periphery
8033,צומת בית הערבה/כביש 90,69,Jerusalem,1,2,161,3,322,0.5,31.810432,35.495739,Center,Periphery
775,ההסתדרות/שנקר,51,Tel Aviv / Center,1,1,160,5,1992,0.0803,32.017521,34.774012,Center,Tel Aviv
38110,צומת בני עי''ש למערב,6,Periphery / Center,1,3,160,5,320,0.5,31.794079,34.768691,Center,Periphery
44138,כיכר אל-משארף,5,Periphery / North,1,2,160,3,320,0.5,32.725344,35.284684,North,Periphery
18815,כיכר אלמעסרה,33,Haifa / North,1,1,160,3,2326,0.0688,32.857527,35.173311,North,Haifa
5265,צומת מגדל,5,Periphery / North,1,1,160,2,320,0.5,32.826791,35.511476,North,Periphery
49473,שדרות שבעת הכוכבים/משה דיין,14,Tel Aviv / Center,1,1,160,3,1934,0.0827,32.160435,34.81372,Center,Tel Aviv
26614,צומת אחוזם,6,Periphery / Center,1,3,159,4,318,0.5,31.554413,34.763982,Center,Periphery
13090,קניון איילון/מבצע קדש,37,Tel Aviv / Center,1,1,158,6,5314,0.0297,32.101244,34.827845,Center,Tel Aviv
24095,מקס וג'סי הכהן/אהרונוביץ',31,Tel Aviv / Center,1,1,158,4,1602,0.0986,32.004726,34.766861,Center,Tel Aviv
15613,ויצמן/מרגולין,12,Tel Aviv / Center,1,1,158,5,3194,0.0495,31.93713,34.800146,Center,Tel Aviv
28245,מקורות/תחנת יתיר,53,Periphery / South,1,2,158,4,322,0.4907,31.257995,35.090678,South,Periphery
34348,מחסום,10,Tel Aviv / Center,1,3,157,5,314,0.5,32.184185,34.99786,Center,Tel Aviv
41976,המרפא,41,Jerusalem,1,1,156,4,1708,0.0913,31.80102,35.21223,Jerusalem,Jerusalem
9820,הנביאים/הע''ח,11,Jerusalem,1,1,156,8,5768,0.027,31.783646,35.226081,Jerusalem,Jerusalem
13926,דרך ז'בוטינסקי/ביאליק,37,Tel Aviv / Center,1,1,156,5,5054,0.0309,32.086205,34.811475,Center,Tel Aviv
48479,שדרות חשמונאים/דרך מנחם בגין,36,Tel Aviv / Center,1,2,156,5,632,0.2468,31.880695,34.998301,Jerusalem,Periphery
9612,צומת חולדה,15,Jerusalem,1,3,156,6,1182,0.132,31.811234,34.901816,Center,Periphery
1790,דרך קרית עמל/עמלים,59,Haifa / North,1,2,156,3,312,0.5,32.712961,35.103616,North,Haifa
14228,מחלף מורשה,24,Tel Aviv / Center,1,2,155,3,310,0.5,32.125632,34.854272,Center,Tel Aviv
44232,צומת מחנה עופר,41,Jerusalem,1,2,155,4,310,0.5,31.87048,35.178381,Jerusalem,Jerusalem
13072,חיים לבנון/רדינג,24,Tel Aviv / Center,1,2,155,5,2678,0.0579,32.103428,34.795796,Center,Tel Aviv
4740,מסעף חפציבה,54,Periphery / Center,1,1,155,2,310,0.5,32.520116,35.426287,North,Periphery
4721,מסעף בית השיטה,4,Periphery / North,1,1,155,3,576,0.2691,32.543589,35.433428,North,Periphery
51863,דרך שיבא/כפר אז''ר,25,Tel Aviv / Center,1,1,154,4,2808,0.0548,32.051602,34.839229,Center,Tel Aviv
17381,אלטואחין/עומר בן אלח טאב,19,Periphery / North,1,1,154,3,510,0.302,32.544143,34.915715,North,Periphery
38834,צומת חזמה/אלזהור,15,Jerusalem,1,2,154,4,660,0.2333,31.829029,35.228922,Jerusalem,Jerusalem
3828,טשרניחובסקי/פרץ חיות,28,Haifa / North,1,1,152,3,2844,0.0534,32.821624,34.974184,North,Haifa
1970,סטפן וייז/קאודרס,46,Haifa / North,1,1,152,3,1408,0.108,32.820678,34.969446,North,Haifa
11399,ת. רק''ל בית חנינא,66,Jerusalem,1,1,152,3,516,0.2946,31.820639,35.228422,Jerusalem,Jerusalem
23598,שדרות אפרים/עצמאות,12,Tel Aviv / Center,1,1,152,2,304,0.5,31.934612,34.804009,Center,Tel Aviv
15547,הנשיאים / גשר ממלוכי,52,Tel Aviv / Center,1,1,152,5,662,0.2296,31.869956,34.751518,Center,Tel Aviv
3976,בית לחם ב,28,Haifa / North,1,1,152,2,304,0.5,32.818472,34.971357,North,Haifa
37095,אבנר בן נר/השופטים,26,Tel Aviv / Center,1,1,152,2,304,0.5,31.923559,34.811075,Center,Tel Aviv
49703,תחנת רכבת קלה בית חנינא,66,Jerusalem,1,1,152,4,408,0.3725,31.819609,35.229231,Jerusalem,Jerusalem
24487,דוד אלעזר/קשת,12,Tel Aviv / Center,1,1,152,3,646,0.2353,31.925935,34.811381,Center,Tel Aviv
24488,ירושלים,12,Tel Aviv / Center,1,1,152,2,304,0.5,31.936348,34.809428,Center,Tel Aviv
14190,דבורה הנביאה/צה''ל,37,Tel Aviv / Center,1,1,151,8,2264,0.0667,32.11866,34.836378,Center,Tel Aviv
2445,גאולה/רבי עקיבא,28,Haifa / North,1,2,151,5,2322,0.065,32.801831,35.001544,North,Haifa
14203,צה''ל/יהונתן,14,Tel Aviv / Center,1,1,151,2,302,0.5,32.121234,34.834832,Center,Tel Aviv
1757,כביש 65/אום אל פאחם ב,4,Periphery / North,1,1,150,4,1382,0.1085,32.52348,35.131839,North,Periphery
41123,עלי בן אבי טאלב/כניסה מערבית,64,Periphery / North,1,1,150,3,562,0.2669,32.509789,35.133237,North,Periphery
11239,מוצא / יקב אפרת,15,Jerusalem,1,3,150,7,342,0.4386,31.794145,35.167173,Jerusalem,Jerusalem
13910,שד' ירושלים/מולכו,25,Tel Aviv / Center,1,1,149,3,1024,0.1455,32.074685,34.830784,Center,Tel Aviv
29311,זיסמן/דרך בגין,37,Tel Aviv / Center,1,1,149,2,298,0.5,32.084015,34.800294,Center,Tel Aviv
29482,ת. רכבת ההגנה/החרש,24,Tel Aviv / Center,1,1,148,16,8919,0.0166,32.055692,34.783286,Center,Tel Aviv
13911,שד' ירושלים/חזון אי''ש,25,Tel Aviv / Center,1,1,148,4,1622,0.0912,32.074883,34.832221,Center,Tel Aviv
24096,מקס וג'סי הכהן/אהרונוביץ',31,Tel Aviv / Center,1,1,148,5,1618,0.0915,32.004807,34.766992,Center,Tel Aviv
18655,דוד שו''ב/התמרים,1,Periphery / North,1,1,148,5,382,0.3874,32.965306,35.543009,North,Periphery
19453,מועצה מקומית,48,Periphery / North,1,1,148,2,296,0.5,32.968452,35.537777,North,Periphery
15701,כיבוי אש/מוהליבר,60,Tel Aviv / Center,1,1,148,3,580,0.2552,32.0287,34.896969,Center,Tel Aviv
40665,מסעף בית השיטה,54,Periphery / Center,1,1,148,2,296,0.5,32.54386,35.435147,North,Periphery
12889,ת. רכבת תל אביב סבידור/על פרשת דרכים,24,Tel Aviv / Center,1,2,147,11,3724,0.0395,32.082475,34.795453,Center,Tel Aviv
4129,מסעף מי עמי,4,Periphery / North,1,1,147,4,1422,0.1034,32.514875,35.120684,North,Periphery
8029,צומת מחנה נבו/כביש 90,42,Jerusalem / Center,1,1,147,2,294,0.5,31.823767,35.503485,Center,Periphery
8032,צומת גשר אלנבי/כביש 90,54,Periphery / Center,1,1,147,4,352,0.4176,31.867428,35.506915,Center,Periphery
41122,עלי בן אבי טאלב,64,Periphery / North,1,1,147,3,556,0.2644,32.51001,35.135987,North,Periphery
46749,דרך אריק שרון,32,Haifa / North,1,2,146,4,314,0.465,32.796303,34.999034,North,Haifa
40909,כביש 3933/כביש 3922,6,Periphery / Center,1,3,146,5,292,0.5,31.795727,34.761456,Center,Periphery
10167,חיל ההנדסה/נעמי קיס,11,Jerusalem,1,1,146,6,2880,0.0507,31.784434,35.227177,Jerusalem,Jerusalem
9908,דרך הר הזיתים/נשאשיבי,42,Jerusalem / Center,1,1,146,4,1636,0.0892,31.792914,35.232075,Jerusalem,Jerusalem
8772,צומת עמר בן אלעס,42,Jerusalem / Center,1,1,146,3,1636,0.0892,31.786182,35.230219,Jerusalem,Jerusalem
18656,דוד שו''ב/משעול הזיתים,1,Periphery / North,1,1,145,4,314,0.4618,32.964783,35.543749,North,Periphery
18642,דוד שו''ב/דרך המרכז,48,Periphery / North,1,1,145,2,290,0.5,32.968198,35.538134,North,Periphery
13509,שוק לוינסקי/העלייה,24,Tel Aviv / Center,1,1,144,6,6528,0.0221,32.059065,34.773499,Center,Tel Aviv
12126,קסר א סיר/הואשלה,43,Periphery / South,1,1,144,3,710,0.2028,31.083329,34.989455,South,Periphery
18793,צומת השומרים,34,Haifa / North,1,1,143,4,2802,0.051,32.709455,35.137655,North,Haifa
22668,קק''ל/כצנלסון,31,Tel Aviv / Center,1,1,143,5,1796,0.0796,32.023428,34.755606,Center,Tel Aviv
35613,אגן האיילות,41,Jerusalem,1,1,143,5,2856,0.0501,31.869827,35.144016,Jerusalem,Jerusalem
24390,אחוזה/הרב יצחק נסים,14,Tel Aviv / Center,1,4,143,12,2438,0.0587,32.177924,34.886744,Center,Tel Aviv
42313,כיכר המושבה/סוקולוב,10,Tel Aviv / Center,1,2,143,7,1504,0.0951,32.167578,34.901093,Center,Tel Aviv
20697,מסעף שדה יעקב,58,Haifa / North,1,1,143,4,670,0.2134,32.702352,35.135081,North,Haifa
8438,צומת גוש עציון,9,Jerusalem,1,1,143,5,862,0.1659,31.646749,35.132734,Center,Jerusalem
26405,צומת קוממיות,6,Periphery / Center,1,1,142,13,1680,0.0845,31.650359,34.764905,Center,Periphery
42726,מסוף אום אל פחם,4,Periphery / North,1,2,142,6,482,0.2946,32.531744,35.149737,North,Periphery
23125,אבא הלל סילבר/פסח לב,7,Tel Aviv / Center,1,1,142,5,1279,0.111,31.966491,34.90044,Center,Tel Aviv
6105,צומת כפר יהושע,58,Haifa / North,1,2,142,4,808,0.1757,32.682355,35.124147,North,Haifa
14136,ביה''ס עמל/בני אפרים,37,Tel Aviv / Center,1,1,141,3,1556,0.0906,32.115783,34.817064,Center,Tel Aviv
80,צומת חולדה/כביש 411,15,Jerusalem,1,4,141,8,322,0.4379,31.811907,34.900793,Center,Periphery
42410,רחובות הנהר/חביבה רייק,37,Tel Aviv / Center,1,1,141,2,282,0.5,32.089478,34.806095,Center,Tel Aviv
4033,האילן/הזית,19,Periphery / North,1,1,141,2,282,0.5,32.518328,34.921922,North,Periphery
4032,האילן/ההדס,65,Periphery / North,1,1,141,3,712,0.198,32.519262,34.920769,North,Periphery
757,נווה ימין/מזרח,10,Tel Aviv / Center,1,3,140,10,1072,0.1306,32.176573,34.938396,Center,Tel Aviv
42862,ת.מרכזית תל אביב/דרך שלמה,24,Tel Aviv / Center,1,1,140,4,2746,0.051,32.0539,34.779592,Center,Tel Aviv
21283,צומת מורן,18,Periphery / North,1,1,140,4,1016,0.1378,32.92789,35.393661,North,Periphery
18957,צומת הרדוף,5,Periphery / North,1,2,140,7,1174,0.1193,32.792064,35.17653,North,Haifa
34869,צומת גוש עציון,9,Jerusalem,1,2,140,5,472,0.2966,31.645502,35.131782,Center,Jerusalem
45039,אבן גבירול/ארלוזורוב,24,Tel Aviv / Center,1,1,139,4,9842,0.0141,32.084806,34.781547,Center,Tel Aviv
13682,ז'בוטינסקי/דיזנגוף,50,Tel Aviv / Center,1,1,139,3,1664,0.0835,32.089066,34.776546,Center,Tel Aviv
13692,ז'בוטינסקי/אבן גבירול,50,Tel Aviv / Center,1,1,139,4,3102,0.0448,32.088285,34.781185,Center,Tel Aviv
4716,צומת איכסאל/מרג' אבן עאמר,4,Periphery / North,1,2,139,3,278,0.5,32.674962,35.290572,North,Periphery
34505,צומת רחלים למערב,38,Periphery / Center,1,2,139,3,278,0.5,32.100233,35.244742,Center,Periphery
41365,אבן גבירול/ביל''ו,28,Haifa / North,1,1,139,2,278,0.5,32.807378,35.005391,North,Haifa
14787,בית ספר אורט שפירא/דרך השרון,3,Tel Aviv / Center,1,2,138,4,802,0.1721,32.173774,34.892692,Center,Tel Aviv
38892,דובר שלום/ילג,28,Haifa / North,1,1,138,3,1124,0.1228,32.805001,35.004137,North,Haifa
24072,המעפילים/דב הוז,31,Tel Aviv / Center,1,1,138,4,3100,0.0445,32.024706,34.765541,Center,Tel Aviv
24137,דב הוז/הנרייטה סולד,51,Tel Aviv / Center,1,1,138,3,1196,0.1154,32.023264,34.768042,Center,Tel Aviv
24071,המעפילים/שד' דב הוז,31,Tel Aviv / Center,1,1,138,3,2964,0.0466,32.024295,34.765658,Center,Tel Aviv
23107,מרדכי וחווה פרימן/שפיר,7,Tel Aviv / Center,1,1,138,3,938,0.1471,31.954603,34.904417,Center,Tel Aviv
21519,דב הוז/הנרייטה סולד,51,Tel Aviv / Center,1,1,138,3,1198,0.1152,32.023502,34.767987,Center,Tel Aviv
43651,בית החייל/פנקס,50,Tel Aviv / Center,1,1,138,2,276,0.5,32.090955,34.791056,Center,Tel Aviv
23734,ת. רכבת הראשונים,12,Tel Aviv / Center,1,2,137,6,1798,0.0762,31.94903,34.803908,Center,Tel Aviv
13269,מסוף כרמלית,50,Tel Aviv / Center,1,2,136,3,268,0.5075,32.065805,34.765196,Center,Tel Aviv
14039,הרב בן יעקב/בר יוחאי,37,Tel Aviv / Center,1,1,136,7,2618,0.0519,32.077645,34.840478,Center,Tel Aviv
22817,בי''ח וולפסון,31,Tel Aviv / Center,1,1,136,7,4160,0.0327,32.036636,34.761227,Center,Tel Aviv
16448,הראשונים/דוד אלעזר,52,Tel Aviv / Center,1,2,136,4,566,0.2403,31.868588,34.74907,Center,Tel Aviv
13348,אקספו תל אביב/שד' רוקח,37,Tel Aviv / Center,1,1,135,5,4738,0.0285,32.104601,34.810684,Center,Tel Aviv
23619,קק''ל/כצנלסון,31,Tel Aviv / Center,1,1,135,5,1768,0.0764,32.023597,34.755204,Center,Tel Aviv
34805,מעלה שומרון/יציאה,38,Periphery / Center,1,2,135,5,298,0.453,32.171377,35.073909,Center,Tel Aviv
22087,ד''ר מרדכי וחווה פרימן/החלוץ,7,Tel Aviv / Center,1,1,134,5,998,0.1343,31.954536,34.904186,Center,Tel Aviv
22070,אבא הלל סילבר/פסח לב,7,Tel Aviv / Center,1,1,134,7,2210,0.0606,31.966395,34.900239,Center,Tel Aviv
15473,מרכז מסחרי רימון/דרך לוי אשכול,25,Tel Aviv / Center,1,2,134,8,3652,0.0367,32.04807,34.86513,Center,Tel Aviv
38743,גן תעשייה/אל-קפזה,40,Periphery / North,1,1,134,3,444,0.3018,32.68111,35.292841,North,Periphery
23880,ת. רכבת הראשונים,12,Tel Aviv / Center,1,2,133,5,1775,0.0749,31.949155,34.803799,Center,Tel Aviv
34494,מוריה/שד. ירושלים,38,Periphery / Center,1,4,133,11,1330,0.1,32.102172,35.208233,Center,Periphery
1203,צומת גבעת חביבה,23,Periphery / Center,1,1,132,4,380,0.3474,32.457726,35.019386,Center,Periphery
48582,השרף/לבונה,50,Tel Aviv / Center,1,2,132,3,264,0.5,32.138773,34.830635,Center,Tel Aviv
8031,צומת מחנה נבו/כביש 90,54,Periphery / Center,1,1,132,2,264,0.5,31.823401,35.502577,Center,Periphery
2960,מרכז רפואי לין/שדרות רוטשילד,28,Haifa / North,1,1,131,8,1016,0.1289,32.824771,34.984358,North,Haifa
20712,חוף לבנון,16,Periphery / North,1,2,131,3,262,0.5,32.819809,35.650463,North,Periphery
15498,דרך לוד/נווה סביון,24,Tel Aviv / Center,1,2,131,4,916,0.143,32.034445,34.855431,Center,Tel Aviv
25124,ביג יהוד/אלטלף,7,Tel Aviv / Center,1,2,131,4,262,0.5,32.026701,34.898946,Center,Tel Aviv
4717,מחלף איכסאל,4,Periphery / North,1,2,131,6,1056,0.1241,32.674089,35.290932,North,Periphery
38148,צומת בית הערבה החדש,42,Jerusalem / Center,1,1,131,4,614,0.2134,31.800796,35.475092,Center,Periphery
7867,צומת בית הערבה,30,Periphery / South,1,1,131,3,262,0.5,31.798769,35.49108,Center,Periphery
50219,שדרות דוד המלך/פרדס רימונים,65,Periphery / North,1,1,131,2,500,0.262,32.484862,34.914438,Center,Periphery
48419,ת. מרכזית חדרה,3,Tel Aviv / Center,1,2,131,4,262,0.5,32.435313,34.914144,Center,Periphery
17610,צומת נהריה,2,Periphery / North,1,1,130,6,1346,0.0966,33.006062,35.098376,North,Periphery
3915,ההסתדרות/צומת קרית חיים,27,Haifa / North,1,1,130,8,5100,0.0255,32.81808,35.078286,North,Haifa
3532,דרך עכו/המייסדים,27,Haifa / North,1,1,130,9,5320,0.0244,32.845733,35.091101,North,Haifa
455,צומת הדסים,55,Tel Aviv / Center,1,2,130,5,404,0.3218,32.284115,34.897933,Center,Tel Aviv
4720,מסעף בית השיטה,54,Periphery / Center,1,1,129,2,258,0.5,32.541395,35.437219,North,Periphery
11032,העלייה/יגאל אלון,21,Periphery / Jerusalem,1,1,129,7,3820,0.0338,31.755455,34.98856,Jerusalem,Periphery
3809,כביש 705/התאנה,34,Haifa / North,1,1,128,2,256,0.5,32.767873,35.016504,North,Haifa
3692,שינדלר/אבא חושי,32,Haifa / North,1,1,128,5,654,0.1957,32.766622,35.013989,North,Haifa
3172,האשל/הערבה,34,Haifa / North,1,1,128,4,1046,0.1224,32.76988,35.028185,North,Haifa
17397,החרוב/האשל,32,Haifa / North,1,1,128,2,256,0.5,32.768464,35.027376,North,Haifa
42734,צומת זמר,3,Tel Aviv / Center,1,3,128,6,256,0.5,32.360207,35.028772,Center,Periphery
495,הרצל/האירוסים,55,Tel Aviv / Center,1,2,128,4,388,0.3299,32.283332,34.905008,Center,Tel Aviv
1205,קופלוביץ/וייצמן,65,Periphery / North,1,1,128,4,836,0.1531,32.503158,34.925663,North,Periphery
1219,בית חנניה,23,Periphery / Center,1,1,126,3,942,0.1338,32.523128,34.929403,North,Periphery
15657,שדרות בן גוריון/הרצל,6,Periphery / Center,1,1,126,3,300,0.42,31.808636,34.767857,Center,Periphery
11026,העלייה/רמב''ם,21,Periphery / Jerusalem,1,1,126,5,3736,0.0337,31.753543,34.986418,Jerusalem,Periphery
22291,ההסתדרות/ויצמן,51,Tel Aviv / Center,1,2,125,5,1898,0.0659,32.01799,34.771621,Center,Tel Aviv
35683,כביש 3855/הירקון,21,Periphery / Jerusalem,1,2,125,8,1588,0.0787,31.707114,35.007316,Jerusalem,Periphery
16375,דרך מנחם בגין/ויינברגר,17,Tel Aviv / Center,1,1,124,7,3918,0.0316,32.074976,34.905508,Center,Tel Aviv
15803,אלעזר פרידמן/עין גנים,17,Tel Aviv / Center,1,1,124,6,2992,0.0414,32.082174,34.900343,Center,Tel Aviv
23844,מחלף שורק/כביש 7,6,Periphery / Center,1,1,124,2,248,0.5,31.804009,34.839254,Center,Periphery
47827,ת. מרכזית נהריה/רציפים,2,Periphery / North,1,1,124,4,402,0.3085,33.005504,35.097344,North,Periphery
15483,הכוהנים/התאנה,68,Periphery / Center,1,1,124,3,394,0.3147,31.792575,34.761025,Center,Periphery
47145,מחלף יפתחאל/יציאה לכביש 79,5,Periphery / North,1,1,124,7,736,0.1685,32.767526,35.224461,North,Haifa
28517,מחנה אריאל שרון/כביש 40,0,Beer Sheva / South,1,1,124,4,464,0.2672,31.056926,34.832597,South,Beer Sheva
23920,הקוממיות/נפחא,31,Tel Aviv / Center,1,1,124,3,1486,0.0834,32.005555,34.743966,Center,Tel Aviv
16107,הכוהנים/השקד,68,Periphery / Center,1,1,124,3,426,0.2911,31.791894,34.760919,Center,Periphery
3894,מרכז רפואי לין/רוטשילד,28,Haifa / North,1,2,123,9,6166,0.0199,32.825496,34.983761,North,Haifa
10166,חיל ההנדסה/שבטי ישראל,11,Jerusalem,1,1,123,4,2614,0.0471,31.786896,35.226832,Jerusalem,Jerusalem
10110,זקס/שמואל הנביא,41,Jerusalem,1,1,123,3,877,0.1403,31.789666,35.225832,Jerusalem,Jerusalem
37000,אזור תעשייה קלנסוואה,10,Tel Aviv / Center,1,2,123,3,246,0.5,32.304798,34.982391,Center,Periphery
4733,מסעף גניגר,4,Periphery / North,1,1,123,4,950,0.1295,32.661311,35.256857,North,Periphery
43973,צומת מגדל העמק לצפון,40,Periphery / North,1,1,123,2,246,0.5,32.662383,35.24814,North,Periphery
49386,צומת עלי למערב,39,Jerusalem,1,3,123,6,338,0.3639,32.062377,35.259755,Center,Periphery
1634,כביש 653/השדה,19,Periphery / North,1,1,122,3,538,0.2268,32.517918,34.934771,North,Periphery
