stop_id,stop_name,own_community,own_community_label,connected_communities,crossing_edges,crossing_weight,degree,weighted_degree,crossing_weight_share,lat,lon,region,metro
50738,תחנת רכבת ראש העין צפון/רציפים,38,Periphery / Center,2,2,48,3,96,0.5,32.121176,34.934822,Center,Tel Aviv
15151,צומת בארותיים למזרח,3,Tel Aviv / Center,2,3,47,9,634,0.0741,32.311949,34.987748,Center,Periphery
27690,צומת שדה צבי,13,Periphery / South,2,3,47,7,146,0.3219,31.442134,34.734498,South,Beer Sheva
34509,צומת רבבה,38,Periphery / Center,2,2,47,10,440,0.1068,32.122003,35.130358,Center,Periphery
11224,כביש 396/''בי''ח הדסה עין כרם'',9,Jerusalem,2,2,46,7,355,0.1296,31.763181,35.150725,Jerusalem,Jerusalem
24499,קניון עזריאלי הוד השרון/דרך רמתיים,10,Tel Aviv / Center,2,2,46,7,2134,0.0216,32.14435,34.894652,Center,Tel Aviv
34232,קרני שומרון/כניסה,38,Periphery / Center,2,2,46,7,268,0.1716,32.175458,35.092796,Center,Periphery
9697,מלכי ישראל/תחכמוני,15,Jerusalem,2,5,45,8,4680,0.0096,31.789941,35.213136,Jerusalem,Jerusalem
22065,צומת מתקן אדם,45,Tel Aviv / Center,2,2,45,7,2232,0.0202,31.948218,34.9634,Center,Tel Aviv
22101,צומת מצליח,7,Tel Aviv / Center,2,3,45,7,560,0.0804,31.918362,34.865617,Center,Tel Aviv
1031,שד. עמק איילון/כיכר שקנאי,7,Tel Aviv / Center,2,2,45,13,1380,0.0326,32.006036,34.949396,Center,Tel Aviv
9589,חטיבת הראל/שמואל הנביא,39,Jerusalem,2,3,44,6,4554,0.0097,31.795967,35.22077,Jerusalem,Jerusalem
13113,יגאל אלון/דרך השלום,24,Tel Aviv / Center,2,2,44,14,4008,0.011,32.071549,34.794118,Center,Tel Aviv
28217,צומת תל ערד מזרח,53,Periphery / South,2,2,43,8,748,0.0575,31.254004,35.126871,South,Periphery
29479,דרך נמיר/ז'בוטינסקי,24,Tel Aviv / Center,2,2,42,12,7660,0.0055,32.085267,34.795006,Center,Tel Aviv
27915,צומת גבעתי,6,Periphery / Center,2,2,42,6,578,0.0727,31.654084,34.661596,Center,Periphery
35490,מחסום תאנים,38,Periphery / Center,2,2,42,3,84,0.5,32.28042,35.037547,Center,Periphery
42878,ת. רכבת תל אביב- סבידור/רציפים A,24,Tel Aviv / Center,2,2,40,3,74,0.5405,32.083157,34.796089,Center,Tel Aviv
13191,מחלף גהה,37,Tel Aviv / Center,2,2,39,6,2662,0.0147,32.092033,34.847163,Center,Tel Aviv
13361,מחלף גהה/כביש 4,37,Tel Aviv / Center,2,3,38,8,3500,0.0109,32.091267,34.845151,Center,Tel Aviv
18825,צומת אחיהוד,29,Haifa / North,2,4,37,7,426,0.0869,32.911137,35.16656,North,Haifa
34649,צומת אריאל,38,Periphery / Center,2,2,37,9,1844,0.0201,32.10826,35.165552,Center,Periphery
10020,מנחת יצחק/בית יעקב,15,Jerusalem,2,5,36,6,54,0.6667,31.793201,35.210074,Jerusalem,Jerusalem
14042,הרב כהנמן/קבוץ גלויות,37,Tel Aviv / Center,2,2,36,6,1324,0.0272,32.074906,34.842492,Center,Tel Aviv
11071,שדרות לוי אשכול/הגלעד,21,Periphery / Jerusalem,2,2,36,10,5298,0.0068,31.747767,34.998841,Jerusalem,Periphery
11133,צומת נס הרים,44,Jerusalem / Center,2,2,36,6,174,0.2069,31.732471,35.074873,Jerusalem,Jerusalem
11576,שדרות בר לב/זקס,11,Jerusalem,2,2,35,5,3470,0.0101,31.790378,35.22673,Jerusalem,Jerusalem
10444,בי''ח שערי צדק/בייט,9,Jerusalem,2,2,34,12,4596,0.0074,31.774226,35.186019,Jerusalem,Jerusalem
14747,דרך הכפר/משעול גנים,24,Tel Aviv / Center,2,2,34,3,68,0.5,32.380591,34.874005,Center,Periphery
29460,משה סנה/בני אפרים,14,Tel Aviv / Center,2,2,33,8,2336,0.0141,32.124779,34.825126,Center,Tel Aviv
27945,הרצל/קיבוץ גלויות,47,Beer Sheva / South,2,3,33,13,1830,0.018,31.320462,34.619915,South,Beer Sheva
39282,כביש 465/מחנה נחשונים,45,Tel Aviv / Center,2,2,33,3,66,0.5,32.038175,34.980524,Center,Tel Aviv
48275,מסוף אלוף שדה,37,Tel Aviv / Center,2,2,32,6,736,0.0435,32.054928,34.833997,Center,Tel Aviv
27623,מרכז רפואי סורוקה/אוניברסיטת בן גוריון,0,Beer Sheva / South,2,2,32,20,4594,0.007,31.25922,34.798363,South,Beer Sheva
16977,ת. רכבת חוף הכרמל,46,Haifa / North,2,2,32,7,602,0.0532,32.793065,34.957647,North,Haifa
769,צומת קלנסאווה,10,Tel Aviv / Center,2,2,32,6,310,0.1032,32.290139,34.985113,Center,Tel Aviv
34652,צומת רבבה,38,Periphery / Center,2,2,32,8,464,0.069,32.122835,35.129922,Center,Periphery
43818,צומת לכיש למערב,6,Periphery / Center,2,2,32,8,462,0.0693,31.584803,34.837088,Center,Periphery
24755,הרצל/תרמ''ב,12,Tel Aviv / Center,2,2,31,9,2488,0.0125,31.966379,34.802881,Center,Tel Aviv
17563,צומת אעבלין מערב,27,Haifa / North,2,2,31,5,344,0.0901,32.82716,35.173018,North,Haifa
9435,שמואל הנביא/פישל,41,Jerusalem,2,4,29,11,6946,0.0042,31.794348,35.221187,Jerusalem,Jerusalem
17993,כביש 784/שדרות קק''ל,18,Periphery / North,2,2,29,5,1396,0.0208,32.919221,35.280625,North,Periphery
1243,משטרה/שדרות ניל''י,19,Periphery / North,2,2,27,9,534,0.0506,32.571946,34.938368,North,Periphery
4179,צומת כרמיאל,18,Periphery / North,2,2,27,11,1064,0.0254,32.923958,35.301965,North,Periphery
21485,שדרות מנחם בגין/כצנלסון,12,Tel Aviv / Center,2,2,27,5,475,0.0568,32.003411,34.82669,Center,Tel Aviv
13319,ת.מרכזית תל אביב קומה 7/הורדה,24,Tel Aviv / Center,2,2,26,12,3735,0.007,32.055636,34.780466,Center,Tel Aviv
4171,צומת אבליים,27,Haifa / North,2,3,26,7,346,0.0751,32.824051,35.153035,North,Haifa
3266,מסעף כפר חסידים,34,Haifa / North,2,2,26,9,1358,0.0191,32.760335,35.090916,North,Haifa
14736,צומת בת חן,3,Tel Aviv / Center,2,3,26,4,52,0.5,32.358358,34.873628,Center,Periphery
16945,צומת פוריידיס,19,Periphery / North,2,2,25,7,1180,0.0212,32.593044,34.947607,North,Haifa
26737,מחלף מיתר לצפון,0,Beer Sheva / South,2,4,25,11,308,0.0812,31.308517,34.9015,South,Beer Sheva
20484,הורדים/האירוסים,34,Haifa / North,2,2,25,10,2486,0.0101,32.756011,35.096345,North,Haifa
13122,דרך מנחם בגין/הגליל,24,Tel Aviv / Center,2,2,24,7,4656,0.0052,32.061823,34.777831,Center,Tel Aviv
9904,רופין/דיסקין,15,Jerusalem,2,2,24,4,1220,0.0197,31.775267,35.209945,Jerusalem,Jerusalem
90,שדרות משה דיין/יוסף לישנסקי,12,Tel Aviv / Center,2,2,24,7,5550,0.0043,31.98568,34.764014,Center,Tel Aviv
22889,צומת אייל,10,Tel Aviv / Center,2,2,24,7,382,0.0628,32.209999,34.973509,Center,Tel Aviv
44926,שדרות הרב עובדיה יוסף/שדרות יחד שבטי ישראל,7,Tel Aviv / Center,2,2,24,8,802,0.0299,31.941652,34.899884,Center,Tel Aviv
23351,צומת מחצבות,7,Tel Aviv / Center,2,2,24,6,118,0.2034,32.02445,34.952798,Center,Tel Aviv
2454,מכבי אש/חלץ,32,Haifa / North,2,2,24,4,176,0.1364,32.800097,35.021714,North,Haifa
23874,שדרות משה דיין/שאול המלך,12,Tel Aviv / Center,2,2,23,5,1352,0.017,31.97742,34.788541,Center,Tel Aviv
50681,תחנת רכבת ראש העין צפון/הורדה,35,Tel Aviv / Center,2,5,22,10,1268,0.0174,32.121336,34.934637,Center,Tel Aviv
8960,שמואל הנביא/פישל,41,Jerusalem,2,2,19,6,5856,0.0032,31.794545,35.220704,Jerusalem,Jerusalem
2945,רש''י/חטיבת הראל,23,Periphery / Center,2,5,19,9,350,0.0543,32.431006,34.913913,Center,Periphery
15746,שד. ירושלים/שד. הסנהדרין,52,Tel Aviv / Center,2,2,18,8,1484,0.0121,31.887569,34.733548,Center,Tel Aviv
27622,מרכז רפואי סורוקה/אוניברסיטת בן גוריון,0,Beer Sheva / South,2,3,18,13,5046,0.0036,31.260299,34.79805,South,Beer Sheva
26740,בורנשטיין/האופק,43,Periphery / South,2,2,17,6,596,0.0285,30.989454,34.914822,South,Periphery
48340,ת. מרכזית חדרה,23,Periphery / Center,2,2,16,9,1249,0.0128,32.435313,34.914144,Center,Periphery
4542,שד' צבי אלדרוטי/רמת יזרעאל,40,Periphery / North,2,2,16,8,1242,0.0129,32.673445,35.239656,North,Periphery
10614,יגאל אלון/שדרות גולדה מאיר,41,Jerusalem,2,3,15,5,2326,0.0064,31.811855,35.201127,Jerusalem,Jerusalem
8961,בר אילן/שמואל הנביא,41,Jerusalem,2,2,14,7,8976,0.0016,31.794822,35.217969,Jerusalem,Jerusalem
34650,צומת אריאל,38,Periphery / Center,2,2,14,9,1748,0.008,32.108142,35.165317,Center,Periphery
4936,רמת יזרעאל/הזית,40,Periphery / North,2,2,14,10,1734,0.0081,32.67418,35.238793,North,Periphery
18917,מסעף אמירים,48,Periphery / North,2,2,14,6,562,0.0249,32.940201,35.440825,North,Periphery
49665,כביש 5710/דרך הפרדסים,24,Tel Aviv / Center,2,2,14,5,542,0.0258,32.359989,34.867334,Center,Periphery
17923,מסעף לפידות,18,Periphery / North,2,2,14,4,28,0.5,32.958236,35.265536,North,Periphery
39261,מוצב צופים,38,Periphery / Center,2,2,14,4,40,0.35,32.196671,35.002305,Center,Tel Aviv
10073,מכללה לבנות ירושלים/דובדבני,9,Jerusalem,2,3,13,8,1062,0.0122,31.76238,35.191845,Jerusalem,Jerusalem
10700,תחנת רקל''ה סיירת דוכיפת/משה דיין,39,Jerusalem,2,2,13,7,6566,0.002,31.826248,35.240102,Jerusalem,Jerusalem
34287,צומת שרה לצפון,0,Beer Sheva / South,2,2,13,5,104,0.125,31.225566,34.829489,South,Beer Sheva
2090,טרומפלדור/מרכז זיו,32,Haifa / North,2,2,12,12,7919,0.0015,32.783433,35.01514,North,Haifa
14591,מחנה גלילות/איסוף,50,Tel Aviv / Center,2,2,12,5,81,0.1481,32.145826,34.818441,Center,Tel Aviv
16377,בית ספר בית יעקב/דרך מנחם בגין,17,Tel Aviv / Center,2,2,12,7,2317,0.0052,32.070167,34.913654,Center,Tel Aviv
541,פרופסור אלברט איינשטיין/פרופסור שור,3,Tel Aviv / Center,2,2,12,5,2548,0.0047,32.340667,34.870172,Center,Tel Aviv
25097,צומת טייסים,7,Tel Aviv / Center,2,3,12,9,1552,0.0077,32.024122,34.90787,Center,Tel Aviv
28614,ת.מרכזית אשקלון/הורדה,22,Periphery / Center,2,2,12,10,1731,0.0069,31.663834,34.565989,Center,Periphery
20503,מעון נווה רם/הרב עובדיה יוסף,34,Haifa / North,2,2,12,11,1224,0.0098,32.755763,35.09492,North,Haifa
13155,בני אפרים/מנורה,14,Tel Aviv / Center,2,2,11,5,1428,0.0077,32.121877,34.821768,Center,Tel Aviv
3893,יצחק שדה/ביס אורטודוקסי,28,Haifa / North,2,2,10,5,32,0.3125,32.821003,34.986627,North,Haifa
2022,הגפן/הפרסים,28,Haifa / North,2,2,10,5,3432,0.0029,32.816351,34.990983,North,Haifa
9469,מלכי ישראל/בן מתתיהו,41,Jerusalem,2,2,10,5,4780,0.0021,31.789472,35.214669,Jerusalem,Jerusalem
1906,האצ''ל,46,Haifa / North,2,2,10,6,3122,0.0032,32.811867,34.956389,North,Haifa
700,שד. בן גוריון/זלמן שניאור,3,Tel Aviv / Center,2,2,10,7,30,0.3333,32.281706,34.846606,Center,Tel Aviv
44025,מירון שער כחול,48,Periphery / North,2,3,10,9,228,0.0439,32.985867,35.442657,North,Periphery
28671,ביה''ח אסותא,20,Periphery / Center,2,2,9,14,5294,0.0017,31.78112,34.657394,Center,Periphery
12032,צומת רבדים,15,Jerusalem,2,2,9,5,598,0.0151,31.772318,34.805281,Center,Periphery
2047,שבתאי לוי/רשפון,28,Haifa / North,2,2,8,9,5146,0.0016,32.814497,34.993351,North,Haifa
2162,מיכאל/בר כוכבא,28,Haifa / North,2,2,8,7,2018,0.004,32.80542,35.001427,North,Haifa
4754,צומת כפר תבור,4,Periphery / North,2,2,8,9,1016,0.0079,32.689564,35.419101,North,Periphery
43374,המשנה,20,Periphery / Center,2,2,7,15,5310,0.0013,31.780039,34.660266,Center,Periphery
8617,שרי ישראל/יפו,15,Jerusalem,2,2,6,11,6454,0.0009,31.789128,35.206146,Jerusalem,Jerusalem
11173,מסעף נווה אילן,15,Jerusalem,2,2,6,8,958,0.0063,31.804015,35.094175,Jerusalem,Jerusalem
11179,אזניים לתורה/הגר''א,15,Jerusalem,2,2,6,5,666,0.009,31.80369,35.100146,Jerusalem,Jerusalem
50606,ת.רכבת תל אביב - סבידור/רציפים B,42,Jerusalem / Center,2,2,6,3,18,0.3333,32.082918,34.795635,Center,Tel Aviv
49798,מסוף מודיעין עילית,45,Tel Aviv / Center,2,2,6,4,145,0.0414,31.935834,35.03744,Center,Tel Aviv
4790,דרך גולני/קוממיות,4,Periphery / North,2,2,5,10,1548,0.0032,32.629757,35.327759,North,Periphery
47963,ת. מרכזית נתניה/רציפים,3,Tel Aviv / Center,2,2,4,5,446,0.009,32.326889,34.85874,Center,Tel Aviv
11581,סולטן סולימאן/שער שכם,11,Jerusalem,2,2,4,5,3160,0.0013,31.781558,35.228886,Jerusalem,Jerusalem
707,ת.התרעננות/דור אלון נען כביש 6,0,Beer Sheva / South,2,2,4,3,8,0.5,31.881588,34.87851,Center,Tel Aviv
17206,הנרקיסים/האירוסים ב,34,Haifa / North,2,2,4,7,476,0.0084,32.755781,35.102656,North,Haifa
20854,מועצה אזורית מטה אשר,29,Haifa / North,2,2,2,4,542,0.0037,32.970336,35.092553,North,Haifa
13199,דרך ז'בוטינסקי/ביאליק,37,Tel Aviv / Center,1,4,3772,7,7544,0.5,32.085293,34.810136,Center,Tel Aviv
24217,מחלף גהה/ז'בוטינסקי,17,Tel Aviv / Center,1,4,3501,7,7002,0.5,32.092391,34.848903,Center,Tel Aviv
16196,ת.רק''ל שנקר/דרך ז'בוטינסקי,17,Tel Aviv / Center,1,3,3361,6,7392,0.4547,32.09285,34.852891,Center,Tel Aviv
13496,דרך שלמה/אבולעפיה,31,Tel Aviv / Center,1,2,2956,4,5912,0.5,32.054789,34.769417,Center,Tel Aviv
12898,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,37,Tel Aviv / Center,1,2,2820,11,11537,0.2444,32.092564,34.840305,Center,Tel Aviv
13332,דרך ז'בוטינסקי/גלעד,24,Tel Aviv / Center,1,2,2801,5,6632,0.4223,32.083677,34.806421,Center,Tel Aviv
9428,קרן היסוד/שלום עליכם,15,Jerusalem,1,3,2622,4,4538,0.5778,31.772091,35.221771,Jerusalem,Jerusalem
13919,דרך אבא הלל/ביאליק,24,Tel Aviv / Center,1,3,2363,5,4522,0.5226,32.086969,34.805391,Center,Tel Aviv
8795,אנג'ל/כנפי נשרים,9,Jerusalem,1,5,2356,7,3356,0.702,31.787506,35.191898,Jerusalem,Jerusalem
11880,הרטום/שדרות גולדה מאיר,15,Jerusalem,1,7,2338,13,6161,0.3795,31.800636,35.213932,Jerusalem,Jerusalem
50501,הרצל/פלורנטין,24,Tel Aviv / Center,1,2,2314,4,5004,0.4624,32.056033,34.770883,Center,Tel Aviv
13108,קאנטרי שוק העלייה/העלייה,31,Tel Aviv / Center,1,2,2306,3,4612,0.5,32.058329,34.773308,Center,Tel Aviv
10681,שטראוס/פראג,41,Jerusalem,1,3,2258,5,4516,0.5,31.785907,35.219003,Jerusalem,Jerusalem
8641,עזרת תורה/עלי הכהן,15,Jerusalem,1,2,2167,4,4334,0.5,31.797535,35.213728,Jerusalem,Jerusalem
9445,ירמיהו/שמגר,15,Jerusalem,1,2,2145,12,12004,0.1787,31.792377,35.207749,Jerusalem,Jerusalem
47442,דרך שלמה/שוקן,24,Tel Aviv / Center,1,2,2040,5,5348,0.3815,32.054769,34.772546,Center,Tel Aviv
13469,בית האצ''ל/גולדמן,24,Tel Aviv / Center,1,2,2026,3,4052,0.5,32.058253,34.758658,Center,Tel Aviv
51641,דרך מנחם בגין/דרך נמיר,37,Tel Aviv / Center,1,2,2019,4,4038,0.5,32.078307,34.793389,Center,Tel Aviv
13212,רדינג/הררי,24,Tel Aviv / Center,1,3,2019,4,3822,0.5283,32.104385,34.794434,Center,Tel Aviv
13773,דרך משה דיין/צבי נשרי,25,Tel Aviv / Center,1,3,1883,4,3766,0.5,32.054703,34.800345,Center,Tel Aviv
12878,עיריית תל אביב-יפו/אבן גבירול,50,Tel Aviv / Center,1,2,1881,3,3762,0.5,32.082493,34.781427,Center,Tel Aviv
38947,דרך נמיר/דרך מנחם בגין,24,Tel Aviv / Center,1,2,1863,6,6854,0.2718,32.080207,34.794181,Center,Tel Aviv
13774,דרך משה דיין/צבי נשרי,25,Tel Aviv / Center,1,3,1845,4,3690,0.5,32.055144,34.800093,Center,Tel Aviv
13083,לה גווארדייה/שער הגיא,25,Tel Aviv / Center,1,6,1831,9,3662,0.5,32.059214,34.79378,Center,Tel Aviv
13585,היכל התרבות/דיזנגוף,50,Tel Aviv / Center,1,4,1783,5,3566,0.5,32.074359,34.778231,Center,Tel Aviv
49784,מלכי ישראל/שדרות שרי ישראל,41,Jerusalem,1,2,1704,3,3408,0.5,31.790924,35.209289,Jerusalem,Jerusalem
17317,חליסה,28,Haifa / North,1,3,1693,6,6896,0.2455,32.802745,35.008924,North,Haifa
9586,ככר הדוידקה/הנביאים,15,Jerusalem,1,1,1647,4,5312,0.3101,31.785078,35.215587,Jerusalem,Jerusalem
10643,ככר השבת/מלכי ישראל,15,Jerusalem,1,1,1636,3,4624,0.3538,31.788651,35.217353,Jerusalem,Jerusalem
10733,יחזקאל/הושע,41,Jerusalem,1,1,1636,5,9538,0.1715,31.789988,35.219015,Jerusalem,Jerusalem
13488,הירקון/עזרא הסופר,50,Tel Aviv / Center,1,3,1634,7,7360,0.222,32.070195,34.764907,Center,Tel Aviv
13590,כיכר מסריק/המלך ג'ורג',50,Tel Aviv / Center,1,4,1612,5,3176,0.5076,32.077639,34.778033,Center,Tel Aviv
3932,הדשנים,57,Haifa / North,1,4,1513,9,4984,0.3036,32.809782,35.070798,North,Haifa
9372,יהודה הנשיא/בני בתירא,9,Jerusalem,1,2,1511,3,3022,0.5,31.755371,35.20374,Jerusalem,Jerusalem
13026,ת.רק''ל ביאליק/דרך ז'בוטינסקי,37,Tel Aviv / Center,1,2,1499,5,5570,0.2691,32.087371,34.812976,Center,Tel Aviv
9593,יהודה הנשיא/בן יאיר,9,Jerusalem,1,2,1475,3,2950,0.5,31.755975,35.200883,Jerusalem,Jerusalem
43278,כיכר השעון/נחום גולדמן,31,Tel Aviv / Center,1,1,1449,2,2898,0.5,32.056288,34.756916,Center,Tel Aviv
12978,דרך משה דיין/ההגנה,24,Tel Aviv / Center,1,1,1441,5,3812,0.378,32.051417,34.8,Center,Tel Aviv
13358,סמינר הקיבוצים/דרך נמיר,24,Tel Aviv / Center,1,8,1428,21,15780,0.0905,32.101886,34.792779,Center,Tel Aviv
12915,דרך משה דיין/ההגנה,24,Tel Aviv / Center,1,1,1407,5,3666,0.3838,32.052456,34.799862,Center,Tel Aviv
13117,מכון הנפט/חיים לבנון,24,Tel Aviv / Center,1,3,1404,5,2808,0.5,32.105834,34.800065,Center,Tel Aviv
50500,הרצל/דרך שלמה,31,Tel Aviv / Center,1,2,1398,3,2796,0.5,32.054436,34.770865,Center,Tel Aviv
10675,ארץ חפץ/חטיבת הראל,41,Jerusalem,1,1,1392,2,2784,0.5,31.796723,35.222853,Jerusalem,Jerusalem
12876,דרך השלום/שדרות ההשכלה,24,Tel Aviv / Center,1,4,1383,6,2766,0.5,32.071418,34.797494,Center,Tel Aviv
51418,לבון/דרך קיבוץ גלויות,31,Tel Aviv / Center,1,3,1377,7,3176,0.4336,32.049015,34.773123,Center,Tel Aviv
49074,בית הדפוס/פרבשטיין,15,Jerusalem,1,2,1377,4,2940,0.4684,31.78642,35.19137,Jerusalem,Jerusalem
3490,יד לבנים/בר יהודה,32,Haifa / North,1,4,1371,9,2766,0.4957,32.803454,35.010274,North,Haifa
17506,אלנבי,46,Haifa / North,1,2,1361,5,4872,0.2794,32.83068,34.968449,North,Haifa
9312,הרצוג/ניות,9,Jerusalem,1,2,1353,3,2706,0.5,31.766091,35.204282,Jerusalem,Jerusalem
8749,משרד החוץ/שד' רבין,15,Jerusalem,1,5,1348,12,5028,0.2681,31.782889,35.202207,Jerusalem,Jerusalem
13934,הרצל/דרך ז'בוטינסקי,25,Tel Aviv / Center,1,2,1344,4,2688,0.5,32.087636,34.814894,Center,Tel Aviv
16850,פארק המדע/ויצמן,26,Tel Aviv / Center,1,3,1332,8,3374,0.3948,31.910949,34.803289,Center,Tel Aviv
41290,המוזיאון הימי/דרך אלנבי,28,Haifa / North,1,2,1313,4,2626,0.5,32.828987,34.971897,North,Haifa
37528,הבורסה/דרך ז'בוטינסקי,37,Tel Aviv / Center,1,1,1307,8,11234,0.1163,32.082534,34.800724,Center,Tel Aviv
13917,צומת עלית/ארלוזורוב,25,Tel Aviv / Center,1,1,1307,2,2614,0.5,32.081749,34.805792,Center,Tel Aviv
9414,החאן/דוד רמז,11,Jerusalem,1,1,1297,4,4518,0.2871,31.767793,35.224509,Jerusalem,Jerusalem
21675,פארק המדע/ויצמן,12,Tel Aviv / Center,1,5,1293,8,2586,0.5,31.912543,34.802606,Center,Tel Aviv
13499,בית המשפט/שוקן,24,Tel Aviv / Center,1,3,1277,5,3282,0.3891,32.051643,34.772093,Center,Tel Aviv
13918,צומת עלית/ארלוזורוב,25,Tel Aviv / Center,1,1,1274,2,2548,0.5,32.08193,34.805427,Center,Tel Aviv
13589,המלך ג'ורג'/זמנהוף,24,Tel Aviv / Center,1,3,1274,6,3410,0.3736,32.07709,34.777593,Center,Tel Aviv
9730,בצלאל/טרומפלדור,11,Jerusalem,1,4,1261,7,4164,0.3028,31.780632,35.213815,Jerusalem,Jerusalem
9375,בן זכאי/בן בבא,11,Jerusalem,1,1,1260,3,3795,0.332,31.75699,35.205754,Jerusalem,Jerusalem
10587,שוק מחנה יהודה/אגריפס,15,Jerusalem,1,2,1247,5,3966,0.3144,31.783775,35.213079,Jerusalem,Jerusalem
11750,הרוזמרין/דוגה,11,Jerusalem,1,3,1243,4,2486,0.5,31.732271,35.200234,Jerusalem,Jerusalem
9733,פרבשטיין/איש שלום,9,Jerusalem,1,5,1237,8,2338,0.5291,31.783872,35.191781,Jerusalem,Jerusalem
9409,הרצוג/טשרניחובסקי,11,Jerusalem,1,2,1236,4,2940,0.4204,31.769609,35.209732,Jerusalem,Jerusalem
9324,יהודה הנשיא/בני בתירא,11,Jerusalem,1,1,1236,2,2472,0.5,31.755343,35.204129,Jerusalem,Jerusalem
9064,הרוזמרין/א סאפא,9,Jerusalem,1,4,1234,7,2468,0.5,31.732062,35.20419,Jerusalem,Jerusalem
18239,צומת אום וואסף/דרך חיפה,40,Periphery / North,1,3,1224,5,2716,0.4507,32.693275,35.290653,North,Periphery
10722,שמגר/תורה מציון,15,Jerusalem,1,1,1216,6,6408,0.1898,31.791604,35.208544,Jerusalem,Jerusalem
8743,זקס,41,Jerusalem,1,4,1213,6,3752,0.3233,31.789828,35.225822,Jerusalem,Jerusalem
13363,הרא''ה/דרך בן גוריון,37,Tel Aviv / Center,1,3,1212,5,2468,0.4911,32.083536,34.822697,Center,Tel Aviv
4200,צומת אום וואסף/דרך חיפה,40,Periphery / North,1,2,1173,4,2618,0.4481,32.693686,35.290129,North,Periphery
48462,הרטום/גולדה מאיר,15,Jerusalem,1,4,1161,12,3674,0.316,31.80069,35.213748,Jerusalem,Jerusalem
3977,חליסה,28,Haifa / North,1,2,1154,6,7172,0.1609,32.803026,35.008786,North,Haifa
13935,דרך אבא הלל/רוקח,37,Tel Aviv / Center,1,1,1149,3,2648,0.4339,32.088894,34.808172,Center,Tel Aviv
13638,ביה''ס ניב/יצחק שדה,25,Tel Aviv / Center,1,5,1141,8,2282,0.5,32.064025,34.796565,Center,Tel Aviv
11574,ת. מרכזית ירושלים/יפו,15,Jerusalem,1,3,1137,10,9331,0.1219,31.788746,35.203674,Jerusalem,Jerusalem
25367,דרך יצחק רבין/העצמאות,17,Tel Aviv / Center,1,2,1137,6,2546,0.4466,32.073212,34.859654,Center,Tel Aviv
13733,יהודה המכבי/דרך נמיר,50,Tel Aviv / Center,1,1,1133,5,5975,0.1896,32.094067,34.792836,Center,Tel Aviv
13210,ביה''ס אליאנס/רדינג,50,Tel Aviv / Center,1,1,1111,2,2222,0.5,32.10653,34.794161,Center,Tel Aviv
36102,צומת קרית אתא/חלוצי התעשייה,57,Haifa / North,1,1,1105,2,2210,0.5,32.810807,35.069519,North,Haifa
13637,יצחק שדה/יגאל אלון,25,Tel Aviv / Center,1,3,1096,6,2192,0.5,32.06405,34.792948,Center,Tel Aviv
1973,דרך צרפת/גורס,46,Haifa / North,1,2,1090,3,2180,0.5,32.821366,34.964019,North,Haifa
10683,עלי הכהן/בר אילן,41,Jerusalem,1,1,1089,4,4946,0.2202,31.794876,35.214799,Jerusalem,Jerusalem
11511,ככר השבת/ישעיהו,41,Jerusalem,1,1,1086,4,5508,0.1972,31.787765,35.218295,Jerusalem,Jerusalem
13123,דרך ז'בוטינסקי/החשמונאים,24,Tel Aviv / Center,1,1,1075,3,2150,0.5,32.084227,34.808446,Center,Tel Aviv
13093,מגרשי הטניס/בכור שטרית,37,Tel Aviv / Center,1,2,1068,4,2210,0.4833,32.106365,34.816519,Center,Tel Aviv
13707,ארלוזורוב/בלוך,37,Tel Aviv / Center,1,2,1064,3,2128,0.5,32.084226,34.786407,Center,Tel Aviv
12879,ערבי נחל/בורוכוב,25,Tel Aviv / Center,1,4,1054,7,2236,0.4714,32.078281,34.801218,Center,Tel Aviv
2179,ההסתדרות/צומת קרית אתא,27,Haifa / North,1,1,1052,8,5734,0.1835,32.811661,35.071139,North,Haifa
42859,אליעזר קפלן/דובנוב,24,Tel Aviv / Center,1,1,1034,5,3176,0.3256,32.07356,34.783258,Center,Tel Aviv
13118,מכון התקנים/חיים לבנון,50,Tel Aviv / Center,1,3,1033,6,3600,0.2869,32.107781,34.801125,Center,Tel Aviv
11610,עלי הכהן/גרוסברג,41,Jerusalem,1,3,1018,5,5144,0.1979,31.796958,35.214906,Jerusalem,Jerusalem
35835,הגיבורים,28,Haifa / North,1,1,1014,3,3510,0.2889,32.800038,35.013771,North,Haifa
10237,יחזקאל/כיכר השבת ,41,Jerusalem,1,1,1011,5,12206,0.0828,31.788783,35.218466,Jerusalem,Jerusalem
10626,המלך ג'ורג'/בן יהודה,11,Jerusalem,1,2,1001,5,4744,0.211,31.78082,35.216057,Jerusalem,Jerusalem
13153,לונה פארק/שד' רוקח,50,Tel Aviv / Center,1,2,992,6,4476,0.2216,32.105513,34.81257,Center,Tel Aviv
2158,יד לבנים/הגיבורים,32,Haifa / North,1,1,992,3,3486,0.2846,32.801056,35.010974,North,Haifa
9413,גן הפעמון/דרך בית לחם,11,Jerusalem,1,1,972,5,3316,0.2931,31.768638,35.223834,Jerusalem,Jerusalem
11562,דרך חברון/גבעת המטוס,11,Jerusalem,1,5,967,12,5400,0.1791,31.739691,35.212459,Jerusalem,Jerusalem
