stop_id,stop_name,region,metro,lat,lon,degree,degree_centrality,in_degree,out_degree,pagerank,betweenness,harmonic
1993,גן הבהאים/עבאס,צפון,חיפה,32.815606,34.988744,27,0.000773,27,27,2.369e-05,0.0,0.0
1994,הפועל/ציפורה זייד,צפון,חיפה,32.804268,34.996748,38,0.001088,38,38,3.284e-05,0.0,0.0
1995,הברון הירש/אלנבי,צפון,חיפה,32.819361,34.983876,24,0.000687,24,24,3.366e-05,0.0,0.0
1996,ההגנה/יואב,צפון,חיפה,32.830145,34.975488,22,0.00063,22,22,3.161e-05,0.0,0.0
1997,המוזיאון הימי/אלנבי,צפון,חיפה,32.827809,34.973376,24,0.000687,24,24,2.918e-05,0.0,0.0
1998,אלנבי א,צפון,חיפה,32.827082,34.97514,19,0.000544,19,19,2.758e-05,0.0,0.0
1999,אלנבי ב,צפון,חיפה,32.825232,34.977987,17,0.000487,17,17,2.414e-05,0.0,0.0
2000,אלנבי ג,צפון,חיפה,32.823041,34.980153,24,0.000687,24,24,2.04e-05,0.0,0.0
2001,אלנבי/קדושי דמשק,צפון,חיפה,32.821305,34.981753,27,0.000773,27,27,2.913e-05,0.0,0.0
2002,אלנבי/דרור,צפון,חיפה,32.821364,34.981964,28,0.000802,28,28,2.97e-05,0.0,0.0
2003,אלנבי א,צפון,חיפה,32.823483,34.979957,24,0.000687,24,24,2.032e-05,0.0,0.0
2004,אלנבי ב,צפון,חיפה,32.825507,34.977935,19,0.000544,19,19,2.584e-05,0.0,0.0
2005,אלנבי ג,צפון,חיפה,32.827033,34.975622,18,0.000515,18,18,2.75e-05,0.0,0.0
2006,הס/מונטיפיורי,צפון,חיפה,32.807819,34.991489,33,0.000945,33,33,2.832e-05,0.0,0.0
2007,תחנת כרמלית/גולומב,צפון,חיפה,32.808323,34.989778,33,0.000945,33,33,2.893e-05,0.0,0.0
2008,מרפאות חוץ/וינגייט,צפון,חיפה,32.804682,34.992401,36,0.001031,36,36,3.076e-05,0.0,0.0
2009,הס,צפון,חיפה,32.80677,34.993219,34,0.000973,34,34,2.498e-05,0.0,0.0
2010,הס/רשי,צפון,חיפה,32.805718,34.99498,34,0.000973,34,34,2.257e-05,0.0,0.0
2011,ארלוזורוב/הפועל,צפון,חיפה,32.805581,34.997928,46,0.001317,46,46,2.815e-05,0.0,0.0
2012,הציונות/שדרות הנשיא,צפון,חיפה,32.816355,34.980208,30,0.000859,30,30,3.206e-05,0.0,0.0
2013,מסדה/שמואל,צפון,חיפה,32.809714,34.993343,45,0.001288,45,45,3.02e-05,0.0,0.0
2014,מסדה/כורש,צפון,חיפה,32.811026,34.991207,35,0.001002,35,35,2.776e-05,0.0,0.0
2015,טבריה/הציונות,צפון,חיפה,32.811696,34.990675,32,0.000916,32,32,2.801e-05,0.0,0.0
2016,מסדה/בלפור,צפון,חיפה,32.808561,34.994809,48,0.001374,48,48,2.933e-05,0.0,0.0
2017,בלפור/יוסף,צפון,חיפה,32.808789,34.995827,44,0.00126,44,44,2.672e-05,0.0,0.0
2018,מדעטק/בלפור,צפון,חיפה,32.809805,34.997048,49,0.001403,49,49,2.806e-05,0.0,0.0
2019,עמק הזיתים/פינת בן שמן,צפון,חיפה,32.811237,34.994634,51,0.00146,51,51,3.12e-05,0.0,0.0
2020,בר גיורא/הקנאים,צפון,חיפה,32.804749,34.996264,39,0.001116,39,39,2.911e-05,0.0,0.0
2021,הגפן/בן גוריון,צפון,חיפה,32.81701,34.98953,27,0.000773,27,27,2.64e-05,0.0,0.0
2022,הגפן/הפרסים,צפון,חיפה,32.816351,34.990983,26,0.000744,26,26,2.378e-05,0.0,0.0
2023,בן יהודה/הציונות,צפון,חיפה,32.812753,34.991762,36,0.001031,36,36,2.678e-05,0.0,0.0
2024,בן יהודה/גדעון,צפון,חיפה,32.811533,34.992519,44,0.00126,44,44,2.992e-05,0.0,0.0
2025,הרצליה/הנביאים,צפון,חיפה,32.811988,34.993619,45,0.001288,45,45,2.988e-05,0.0,0.0
2026,הנביאים/אחד העם,צפון,חיפה,32.812166,34.994747,47,0.001346,47,47,3.405e-05,0.0,0.0
2027,תחנת כרמלית/הנביאים,צפון,חיפה,32.812434,34.995015,45,0.001288,45,45,3.51e-05,0.0,0.0
2028,הגפן/הפרסים,צפון,חיפה,32.81685,34.990107,28,0.000802,28,28,2.715e-05,0.0,0.0
2029,שדרות הציונות/א טגראי,צפון,חיפה,32.817183,34.992934,32,0.000916,32,32,2.636e-05,0.0,0.0
2030,קופת חולים/צהל,צפון,חיפה,32.827736,34.97598,20,0.000573,20,20,2.669e-05,0.0,0.0
2031,צהל/עמל,צפון,חיפה,32.826797,34.978722,28,0.000802,28,28,2.353e-05,0.0,0.0
2032,צה''ל/ניל''י,צפון,חיפה,32.825205,34.980713,30,0.000859,30,30,2.11e-05,0.0,0.0
2033,צה''ל/דרור,צפון,חיפה,32.824,34.982171,31,0.000887,31,31,3.241e-05,0.0,0.0
2034,צהל/רוטשילד,צפון,חיפה,32.823885,34.98378,32,0.000916,32,32,3.408e-05,0.0,0.0
2035,יואב/אבנר,צפון,חיפה,32.828934,34.976894,24,0.000687,24,24,2.71e-05,0.0,0.0
2036,צה''ל/דרור,צפון,חיפה,32.824123,34.98213,31,0.000887,31,31,3.24e-05,0.0,0.0
2037,צהל/גדנ''ע,צפון,חיפה,32.826321,34.980034,32,0.000916,32,32,2.308e-05,0.0,0.0
2038,ההגנה/יואב,צפון,חיפה,32.830386,34.97527,21,0.000601,21,21,3.111e-05,0.0,0.0
2039,אבנר/ההגנה,צפון,חיפה,32.82898,34.978458,28,0.000802,28,28,2.794e-05,0.0,0.0
2040,בי''ח רמב''ם/העלייה השנייה,צפון,חיפה,32.831695,34.985153,21,0.000601,21,21,2.534e-05,0.0,0.0
2041,דרך יפו/תל אביב,צפון,חיפה,32.825159,34.989414,23,0.000658,23,23,1.412e-05,0.0,0.0
2042,העליה השניה/עפרון,צפון,חיפה,32.832158,34.983022,20,0.000573,20,20,2.309e-05,0.0,0.0
2043,העליה השניה/לוץ,צפון,חיפה,32.832091,34.980321,21,0.000601,21,21,2.004e-05,0.0,0.0
2044,בית ספר עליה/העליה השניה,צפון,חיפה,32.832021,34.981415,21,0.000601,21,21,2.111e-05,0.0,0.0
2045,בן גוריון/אלנבי,צפון,חיפה,32.819185,34.990101,31,0.000887,31,31,2.586e-05,0.0,0.0
2046,מדעטק/בלפור,צפון,חיפה,32.809435,34.996176,46,0.001317,46,46,2.752e-05,0.0,0.0
2047,שבתאי לוי/רשפון,צפון,חיפה,32.814497,34.993351,41,0.001174,41,41,2.553e-05,0.0,0.0
2048,חסן שוקרי/הנביאים,צפון,חיפה,32.814351,34.997786,41,0.001174,41,41,3.82e-05,0.0,0.0
2050,בן גוריון/המגינים,צפון,חיפה,32.820902,34.990958,34,0.000973,34,34,3.418e-05,0.0,0.0
2051,המגינים/מאיר,צפון,חיפה,32.820728,34.992937,35,0.001002,35,35,2.759e-05,0.0,0.0
2052,המגינים/הבנקים,צפון,חיפה,32.819225,34.995871,37,0.001059,37,37,2.877e-05,0.0,0.0
2053,המגינים/ככר ההגנה,צפון,חיפה,32.818597,34.997684,34,0.000973,34,34,2.912e-05,0.0,0.0
2054,אבא חושי/איינשטיין,צפון,חיפה,32.777431,34.999399,28,0.000802,28,28,3.212e-05,0.0,0.0
2055,בית בירם/אבא חושי,צפון,חיפה,32.778475,34.998081,29,0.00083,29,29,3.134e-05,0.0,0.0
2056,אבא חושי/איינשטיין ב,צפון,חיפה,32.776655,34.999676,25,0.000716,25,25,2.451e-05,0.0,0.0
2057,אבא חושי/טהון,צפון,חיפה,32.772079,35.006123,27,0.000773,27,27,2.951e-05,0.0,0.0
2058,קרן היסוד/רופין,צפון,חיפה,32.787875,34.998736,23,0.000658,23,23,2.896e-05,0.0,0.0
2059,קרן היסוד,צפון,חיפה,32.789623,35.002167,14,0.000401,14,14,2.4e-05,0.0,0.0
2060,בית ספר בן גוריון/קרן היסוד,צפון,חיפה,32.790372,34.999994,17,0.000487,17,17,3.584e-05,0.0,0.0
2061,חנקין/ככר אליזבט,צפון,חיפה,32.787181,34.999909,24,0.000687,24,24,2.811e-05,0.0,0.0
2063,זלמן שניאור א,צפון,חיפה,32.779105,35.004831,35,0.001002,35,35,3.079e-05,0.0,0.0
2064,זלמן שניאור ד,צפון,חיפה,32.776661,35.006545,37,0.001059,37,37,3.06e-05,0.0,0.0
2065,זלמן שניאור/פיכמן,צפון,חיפה,32.77584,35.008391,37,0.001059,37,37,3.638e-05,0.0,0.0
2066,דרך בירם/דובנוב,צפון,חיפה,32.775421,35.010411,31,0.000887,31,31,2.953e-05,0.0,0.0
2067,בית ספר אליאנס/דרך בירם,צפון,חיפה,32.773885,35.009755,32,0.000916,32,32,3.238e-05,0.0,0.0
2068,דרך בירם/אגוז,צפון,חיפה,32.77025,35.008527,26,0.000744,26,26,2.894e-05,0.0,0.0
2069,דרך בירם/אינטרנציונל,צפון,חיפה,32.775098,35.009924,35,0.001002,35,35,3.257e-05,0.0,0.0
2070,אינטרנציונל/דורות,צפון,חיפה,32.779142,35.010185,35,0.001002,35,35,3.225e-05,0.0,0.0
2071,אבא חושי/דניה,צפון,חיפה,32.769872,35.006868,20,0.000573,20,20,3.283e-05,0.0,0.0
2072,אבא חושי/שבדיה,צפון,חיפה,32.766624,35.011775,14,0.000401,14,14,3.581e-05,0.0,0.0
2073,דניה/ליבריה ב,צפון,חיפה,32.768676,35.002858,16,0.000458,16,16,2.643e-05,0.0,0.0
2074,דניה/ליבריה ד,צפון,חיפה,32.767971,35.000489,10,0.000286,10,10,2.713e-05,0.0,0.0
2075,אנטוורפן/שלונסקי,צפון,חיפה,32.768244,34.994898,9,0.000258,9,9,2.52e-05,0.0,0.0
2076,ברנר/חביבה רייק,צפון,חיפה,32.778772,35.006785,35,0.001002,35,35,2.866e-05,0.0,0.0
2077,ברנר/זלמן שניאור,צפון,חיפה,32.77974,35.00583,34,0.000973,34,34,2.748e-05,0.0,0.0
2078,אינטרנציונל/הל''ה,צפון,חיפה,32.780505,35.009723,29,0.00083,29,29,2.735e-05,0.0,0.0
2079,דרך חנקין/בת חן,צפון,חיפה,32.782348,35.00818,29,0.00083,29,29,3.036e-05,0.0,0.0
2080,דרך חנקין/אינטרנציונל,צפון,חיפה,32.782159,35.009598,28,0.000802,28,28,2.682e-05,0.0,0.0
2081,חביבה רייק/אינטרנציונל,צפון,חיפה,32.781614,35.008735,30,0.000859,30,30,2.902e-05,0.0,0.0
2082,חביבה רייק/נתיב הפנינה,צפון,חיפה,32.780322,35.007985,27,0.000773,27,27,2.445e-05,0.0,0.0
2083,טכניון/מעונות העמים,צפון,חיפה,32.776736,35.020041,7,0.0002,7,7,3.245e-05,0.0,0.0
2084,חנקין/קומוי,צפון,חיפה,32.782206,35.013178,31,0.000887,31,31,3.234e-05,0.0,0.0
2085,קומוי/חנקין,צפון,חיפה,32.781472,35.013665,27,0.000773,27,27,2.512e-05,0.0,0.0
2086,פינסקר/דורי,צפון,חיפה,32.782426,35.017153,28,0.000802,28,28,2.515e-05,0.0,0.0
2087,מרכז ספורט/דורי,צפון,חיפה,32.783368,35.019768,30,0.000859,30,30,3.098e-05,0.0,0.0
2088,טכניון/הנדסת חומרים,צפון,חיפה,32.774777,35.025582,12,0.000344,12,12,2.339e-05,0.0,0.0
2089,שלום עליכם/פינסקר,צפון,חיפה,32.782124,35.015936,24,0.000687,24,24,3.084e-05,0.0,0.0
2090,טרומפלדור/מרכז זיו,צפון,חיפה,32.783433,35.01514,31,0.000887,31,31,3.367e-05,0.0,0.0
2091,טרומפלדור/מרכז זיו,צפון,חיפה,32.78356,35.014971,31,0.000887,31,31,3.321e-05,0.0,0.0
2092,טרומפלדור/כיכר דוד,צפון,חיפה,32.784852,35.017412,33,0.000945,33,33,3.373e-05,0.0,0.0
2093,חניתה/טרומפלדור,צפון,חיפה,32.786016,35.017577,37,0.001059,37,37,3.012e-05,0.0,0.0
2094,מרכז ספורט/דורי,צפון,חיפה,32.783529,35.019921,31,0.000887,31,31,3.15e-05,0.0,0.0
2095,גדליהו/דורי,צפון,חיפה,32.783975,35.021643,29,0.00083,29,29,2.851e-05,0.0,0.0
2096,מרכז מסחרי/גדליהו,צפון,חיפה,32.78297,35.02365,22,0.00063,22,22,3.875e-05,0.0,0.0
2097,מרכז מסחרי/גדליהו,צפון,חיפה,32.783107,35.023606,22,0.00063,22,22,3.971e-05,0.0,0.0
2098,גדליהו/דורי,צפון,חיפה,32.783834,35.022339,28,0.000802,28,28,2.954e-05,0.0,0.0
2099,הרב מימון/לייב שמעוני,צפון,חיפה,32.78366,35.024233,21,0.000601,21,21,3.732e-05,0.0,0.0
2100,הרב מימון/לייב שימעוני,צפון,חיפה,32.783731,35.024004,21,0.000601,21,21,3.757e-05,0.0,0.0
2101,לייב שמעוני/נחמיאס יוסף,צפון,חיפה,32.784251,35.024299,22,0.00063,22,22,3.022e-05,0.0,0.0
2102,הגליל,צפון,חיפה,32.786321,35.022415,31,0.000887,31,31,2.644e-05,0.0,0.0
2103,ברל/מנדלי מוכר ספרים,צפון,חיפה,32.786377,35.015738,36,0.001031,36,36,3.115e-05,0.0,0.0
2104,בית הספר הפתוח/ברל,צפון,חיפה,32.787081,35.012109,29,0.00083,29,29,2.337e-05,0.0,0.0
2105,ברל/פנחס ראם,צפון,חיפה,32.784053,35.012998,35,0.001002,35,35,2.439e-05,0.0,0.0
2106,חניתה/הלל סילבר,צפון,חיפה,32.78898,35.015003,29,0.00083,29,29,2.66e-05,0.0,0.0
2107,הלל סילבר א,צפון,חיפה,32.789866,35.011976,30,0.000859,30,30,2.951e-05,0.0,0.0
2108,ליאון בלום,צפון,חיפה,32.798677,34.998088,27,0.000773,27,27,2.391e-05,0.0,0.0
2109,ליאון בלום/ויינגייט,צפון,חיפה,32.799383,34.996422,26,0.000744,26,26,2.669e-05,0.0,0.0
2110,חנה סנש,צפון,חיפה,32.80036,34.999115,38,0.001088,38,38,2.824e-05,0.0,0.0
2111,חנה סנש/ויינגייט,צפון,חיפה,32.801994,34.995197,35,0.001002,35,35,2.599e-05,0.0,0.0
2112,קניאל/הארי,צפון,חיפה,32.797326,34.99953,18,0.000515,18,18,2.112e-05,0.0,0.0
2113,הלל סילבר/רטנר,צפון,חיפה,32.794827,35.006534,20,0.000573,20,20,1.971e-05,0.0,0.0
2114,ניסנבוים/פרץ מרקיש,צפון,חיפה,32.795378,35.008895,30,0.000859,30,30,2.636e-05,0.0,0.0
2115,יד לבנים/הלל סילבר,צפון,חיפה,32.797487,35.007329,25,0.000716,25,25,2.209e-05,0.0,0.0
2116,יד לבנים/דב גרונר,צפון,חיפה,32.796224,35.016269,45,0.001288,45,45,3.351e-05,0.0,0.0
2117,יד לבנים/רזיאל,צפון,חיפה,32.798222,35.014265,48,0.001374,48,48,3.518e-05,0.0,0.0
2118,ניסינבוים/יד לבנים,צפון,חיפה,32.79575,35.008456,28,0.000802,28,28,2.556e-05,0.0,0.0
2119,הגליל/נתיב חן,צפון,חיפה,32.795377,35.011436,43,0.001231,43,43,3.166e-05,0.0,0.0
2120,התיכון/אשר,צפון,חיפה,32.792565,35.01372,36,0.001031,36,36,2.584e-05,0.0,0.0
2121,התיכון/ציון,צפון,חיפה,32.790048,35.016202,38,0.001088,38,38,2.666e-05,0.0,0.0
2122,התיכון/הברכה,צפון,חיפה,32.78848,35.017592,34,0.000973,34,34,2.682e-05,0.0,0.0
2123,התיכון/טרומפלדור,צפון,חיפה,32.786449,35.019179,36,0.001031,36,36,3.172e-05,0.0,0.0
2124,הגליל/נתיב חן,צפון,חיפה,32.7956,35.010914,41,0.001174,41,41,3.284e-05,0.0,0.0
2125,הבנים/הגליל,צפון,חיפה,32.794059,35.01277,39,0.001116,39,39,2.849e-05,0.0,0.0
2126,הרב מימון/גילבוע,צפון,חיפה,32.785476,35.02089,36,0.001031,36,36,2.87e-05,0.0,0.0
2127,הגליל/מצפה,צפון,חיפה,32.787491,35.02047,34,0.000973,34,34,2.69e-05,0.0,0.0
2128,הגליל/הבריכה,צפון,חיפה,32.790141,35.018308,38,0.001088,38,38,2.826e-05,0.0,0.0
2129,הגליל/ציון,צפון,חיפה,32.791868,35.016542,41,0.001174,41,41,2.816e-05,0.0,0.0
2130,הגליל/הבנים,צפון,חיפה,32.793892,35.013933,42,0.001202,42,42,3.137e-05,0.0,0.0
2131,הפועל/ציפורה זייד,צפון,חיפה,32.804305,34.996404,38,0.001088,38,38,3.361e-05,0.0,0.0
2132,קופת חולים/גאולה,צפון,חיפה,32.80382,34.998943,40,0.001145,40,40,4.106e-05,0.0,0.0
2133,ארלוזורוב/גאולה,צפון,חיפה,32.805373,34.998293,48,0.001374,48,48,2.937e-05,0.0,0.0
2134,ארלוזורוב/בלפור,צפון,חיפה,32.807177,34.995586,38,0.001088,38,38,2.36e-05,0.0,0.0
2135,ארלוזורוב/פבזנר,צפון,חיפה,32.804716,35.000398,45,0.001288,45,45,3.124e-05,0.0,0.0
2136,גאולה/רבי עקיבא,צפון,חיפה,32.802606,35.000393,44,0.00126,44,44,3.23e-05,0.0,0.0
2137,גאולה/בן זכאי,צפון,חיפה,32.803813,34.999049,41,0.001174,41,41,4.189e-05,0.0,0.0
2139,יד לבנים/הלל סילבר,צפון,חיפה,32.796975,35.007096,23,0.000658,23,23,2.152e-05,0.0,0.0
2140,'יד לבנים א,צפון,חיפה,32.798101,35.009336,32,0.000916,32,32,2.665e-05,0.0,0.0
2141,'יד לבנים ב,צפון,חיפה,32.79705,35.01257,44,0.00126,44,44,3.357e-05,0.0,0.0
2142,יד לבנים/ערד,צפון,חיפה,32.794716,35.01672,44,0.00126,44,44,3.077e-05,0.0,0.0
2143,בר יהודה/גשר גדוד 21,צפון,חיפה,32.795491,35.022022,22,0.00063,22,22,2.667e-05,0.0,0.0
2144,יד לבנים/נווה יוסף,צפון,חיפה,32.794395,35.018374,41,0.001174,41,41,3.44e-05,0.0,0.0
2145,יד לבנים/מעלות דב גרונר,צפון,חיפה,32.795499,35.0155,44,0.00126,44,44,3.279e-05,0.0,0.0
2146,יד לבנים א,צפון,חיפה,32.79734,35.012322,42,0.001202,42,42,3.291e-05,0.0,0.0
2147,יד לבנים ב,צפון,חיפה,32.798413,35.008957,32,0.000916,32,32,2.655e-05,0.0,0.0
2148,רזיאל/פאר,צפון,חיפה,32.800222,35.009946,38,0.001088,38,38,2.773e-05,0.0,0.0
2149,יד לבנים/פאר,צפון,חיפה,32.79562,35.016764,44,0.00126,44,44,3.295e-05,0.0,0.0
2150,רזיאל/יד לבנים,צפון,חיפה,32.798317,35.013451,43,0.001231,43,43,3.273e-05,0.0,0.0
2151,יד לבנים/הגיבורים,צפון,חיפה,32.80028,35.011843,34,0.000973,34,34,2.92e-05,0.0,0.0
2153,פאר/וינר,צפון,חיפה,32.798604,35.01131,36,0.001031,36,36,2.819e-05,0.0,0.0
2154,פאר/דב גרונר,צפון,חיפה,32.797367,35.013545,45,0.001288,45,45,3.257e-05,0.0,0.0
2155,פאר/יד לבנים,צפון,חיפה,32.795901,35.015776,48,0.001374,48,48,3.556e-05,0.0,0.0
2156,חטיבת כרמלי/מעלות יונה בוגלה,צפון,חיפה,32.796084,35.018202,41,0.001174,41,41,3.354e-05,0.0,0.0
2157,החשמל/חטיבת כרמלי,צפון,חיפה,32.797615,35.017773,37,0.001059,37,37,2.951e-05,0.0,0.0
2158,יד לבנים/הגיבורים,צפון,חיפה,32.801056,35.010974,36,0.001031,36,36,3.163e-05,0.0,0.0
2159,יד לבנים/הירדן,צפון,חיפה,32.799319,35.012675,37,0.001059,37,37,3.084e-05,0.0,0.0
2160,הגיבורים/ככר הגבורה,צפון,חיפה,32.801356,35.010999,35,0.001002,35,35,3.094e-05,0.0,0.0
2162,מיכאל/בר כוכבא,צפון,חיפה,32.80542,35.001427,44,0.00126,44,44,3.083e-05,0.0,0.0
2164,החלוץ/דבורה,צפון,חיפה,32.810365,34.999164,47,0.001346,47,47,3.096e-05,0.0,0.0
2166,שמריהו לוין/אבן סינא,צפון,חיפה,32.813476,34.998063,43,0.001231,43,43,2.835e-05,0.0,0.0
2167,מעלה השחרור/שיבת ציון,צפון,חיפה,32.813099,35.000982,40,0.001145,40,40,2.391e-05,0.0,0.0
2168,קיבוץ גליות/בילו,צפון,חיפה,32.808578,35.005563,30,0.000859,30,30,2.208e-05,0.0,0.0
2169,קיבוץ גלויות/דרך יד לבנים,צפון,חיפה,32.804964,35.008926,26,0.000744,26,26,3.061e-05,0.0,0.0
2170,שיבת ציון/רובין,צפון,חיפה,32.816076,34.999444,42,0.001202,42,42,2.611e-05,0.0,0.0
2171,דאר/מעלה השחרור,צפון,חיפה,32.813784,35.000469,38,0.001088,38,38,2.371e-05,0.0,0.0
2172,קרית הממשלה/פל ים,צפון,חיפה,32.815969,35.000997,30,0.000859,30,30,2.477e-05,0.0,0.0
2175,חוצות המפרץ,צפון,חיפה,32.806296,35.05706,13,0.000372,13,13,3.212e-05,0.0,0.0
2176,האיצטדיון /החיטה,צפון,חיפה,32.821158,35.056591,9,0.000258,9,9,2.036e-05,0.0,0.0
2177,האיצטדיון/שנקר,צפון,חיפה,32.824023,35.058779,12,0.000344,12,12,2.228e-05,0.0,0.0
2179,ההסתדרות/צומת קרית אתא,צפון,חיפה,32.811661,35.071139,14,0.000401,14,14,1.865e-05,0.0,0.0
2180,שדרות ההסתדרות/יצחק בן צבי,צפון,חיפה,32.813396,35.072914,19,0.000544,19,19,1.52e-05,0.0,0.0
2181,משה שרת/שלמה לביא,צפון,חיפה,32.820244,35.069272,14,0.000401,14,14,2.384e-05,0.0,0.0
2182,דגניה/טרומן,צפון,חיפה,32.832649,35.052948,8,0.000229,8,8,2.434e-05,0.0,0.0
2183,דגניה/ בית אלפא,צפון,חיפה,32.831404,35.054899,10,0.000286,10,10,2.076e-05,0.0,0.0
2184,טרומן,צפון,חיפה,32.83552,35.054704,13,0.000372,13,13,2.702e-05,0.0,0.0
2185,בית אלפא/התקומה,צפון,חיפה,32.833563,35.057105,18,0.000515,18,18,3.045e-05,0.0,0.0
2186,בית אלפא/הותיקים,צפון,חיפה,32.8353,35.058498,17,0.000487,17,17,2.657e-05,0.0,0.0
2188,דגניה/זלמן ארן,צפון,חיפה,32.829106,35.058925,16,0.000458,16,16,2.283e-05,0.0,0.0
2189,זלמן ארן/אברבנל,צפון,חיפה,32.830684,35.058522,16,0.000458,16,16,2.491e-05,0.0,0.0
2190,האיצטדיון/דגניה,צפון,חיפה,32.826685,35.060963,20,0.000573,20,20,2.818e-05,0.0,0.0
2191,שדרות דגניה/שדרות ורבורג,צפון,חיפה,32.827542,35.061726,20,0.000573,20,20,3.271e-05,0.0,0.0
2192,שדרות ורבורג/אח''י אילת,צפון,חיפה,32.827375,35.062729,17,0.000487,17,17,3.149e-05,0.0,0.0
2193,משה שרת/אח''י אילת,צפון,חיפה,32.821858,35.070474,17,0.000487,17,17,2.742e-05,0.0,0.0
2194,אח''י אילת/יציב,צפון,חיפה,32.821001,35.070448,17,0.000487,17,17,2.966e-05,0.0,0.0
2196,הגדוד העיברי/שיטרית,צפון,חיפה,32.82543,35.069366,12,0.000344,12,12,2.536e-05,0.0,0.0
2197,שיטרית/משה שרת,צפון,חיפה,32.824953,35.071849,12,0.000344,12,12,2.451e-05,0.0,0.0
2199,בית אלפא/משמר העמק,צפון,חיפה,32.836747,35.059727,20,0.000573,20,20,3.2e-05,0.0,0.0
2200,בית אלפא,צפון,חיפה,32.834214,35.057468,21,0.000601,21,21,3.294e-05,0.0,0.0
2201,בית אלפא/דגניה,צפון,חיפה,32.832062,35.055898,14,0.000401,14,14,2.578e-05,0.0,0.0
2202,זלמן ארן/משמר העמק,צפון,חיפה,32.835534,35.061849,20,0.000573,20,20,2.612e-05,0.0,0.0
2203,דואר/זלמן ארן,צפון,חיפה,32.833572,35.060207,20,0.000573,20,20,2.783e-05,0.0,0.0
2205,אחי אילת/צומת קרית חיים,צפון,חיפה,32.81769,35.076831,26,0.000744,26,26,3.854e-05,0.0,0.0
2206,ביטוח לאומי/אחי אילת,צפון,חיפה,32.818735,35.074844,23,0.000658,23,23,2.8e-05,0.0,0.0
2208,דגניה/בוסל,צפון,חיפה,32.828674,35.059973,18,0.000515,18,18,2.507e-05,0.0,0.0
2209,דגניה/ורבורג,צפון,חיפה,32.827905,35.060752,19,0.000544,19,19,2.83e-05,0.0,0.0
2211,זלמן ארן/דגניה,צפון,חיפה,32.830237,35.05796,13,0.000372,13,13,2.292e-05,0.0,0.0
2212,דואר/זלמן ארן,צפון,חיפה,32.832988,35.059908,19,0.000544,19,19,2.655e-05,0.0,0.0
2213,זלמן ארן/הותיקים,צפון,חיפה,32.834662,35.061216,18,0.000515,18,18,2.455e-05,0.0,0.0
2214,וורבורג/אברבנאל,צפון,חיפה,32.828551,35.06269,20,0.000573,20,20,3.188e-05,0.0,0.0
2215,וורבורג/יחיעם,צפון,חיפה,32.831127,35.064098,19,0.000544,19,19,4.114e-05,0.0,0.0
2216,הים התיכון/שפירא,צפון,חיפה,32.836273,35.067643,20,0.000573,20,20,2.673e-05,0.0,0.0
2217,אלכסנדר זייד,צפון,חיפה,32.819494,35.061674,8,0.000229,8,8,1.569e-05,0.0,0.0
2218,בן צבי/משה שרת,צפון,חיפה,32.818438,35.068666,12,0.000344,12,12,1.887e-05,0.0,0.0
2220,מבצע עזרא / ד''ר דן ויליאם גאוי,מרכז,פריפריה,32.434008,34.884458,15,0.000429,15,15,2.824e-05,0.0,0.0
2223,קארו/בר יוחאי,צפון,חיפה,32.789352,35.08566,9,0.000258,9,9,3.131e-05,0.0,0.0
2224,שבזי/צלאח,צפון,חיפה,32.789591,35.086183,10,0.000286,10,10,3.293e-05,0.0,0.0
2225,שבזי/רשי,צפון,חיפה,32.789588,35.088831,10,0.000286,10,10,2.854e-05,0.0,0.0
2226,שבזי/רשי,צפון,חיפה,32.789678,35.088044,10,0.000286,10,10,3.049e-05,0.0,0.0
2227,טשרניחובסקי/לילנבלום,צפון,חיפה,32.796558,35.096671,8,0.000229,8,8,2.211e-05,0.0,0.0
2228,כנרת/הדקלים,צפון,חיפה,32.796548,35.101314,6,0.000172,6,6,2.677e-05,0.0,0.0
2229,העצמאות/המגינים,צפון,חיפה,32.809498,35.104629,15,0.000429,15,15,1.921e-05,0.0,0.0
2230,סירקין/רמז,צפון,חיפה,32.808523,35.112558,17,0.000487,17,17,1.952e-05,0.0,0.0
2231,חנקין/בורוכוב,צפון,חיפה,32.810137,35.111514,19,0.000544,19,19,2.846e-05,0.0,0.0
2232,חנקין/בורוכוב,צפון,חיפה,32.809891,35.111614,19,0.000544,19,19,2.826e-05,0.0,0.0
2233,הרצל/חנקין,צפון,חיפה,32.811648,35.110927,20,0.000573,20,20,2.301e-05,0.0,0.0
2234,חנקין/רופין,צפון,חיפה,32.812035,35.108855,21,0.000601,21,21,2.69e-05,0.0,0.0
2235,חנקין/סוקולוב,צפון,חיפה,32.812282,35.105661,19,0.000544,19,19,2.819e-05,0.0,0.0
2236,נורדאו/חנקין,צפון,חיפה,32.812083,35.109638,25,0.000716,25,25,2.726e-05,0.0,0.0
2238,מולר/איינשטיין,צפון,חיפה,32.812832,35.111778,22,0.00063,22,22,2.458e-05,0.0,0.0
2239,איינשטיין/הצנחנים,צפון,חיפה,32.812757,35.11279,18,0.000515,18,18,2.602e-05,0.0,0.0
2240,איינשטיין/סמטת יאיר,צפון,חיפה,32.813094,35.11353,18,0.000515,18,18,3.015e-05,0.0,0.0
2241,יוספטל/סירקין,צפון,חיפה,32.807734,35.117012,15,0.000429,15,15,2.458e-05,0.0,0.0
