station_id,station_nodes,reference_station_nodes,connected_components,largest_component_nodes,largest_component_share,origins_evaluated,origins_missing,mean_reachable_stations,mean_reachable_share,mean_path_seconds_to_reachable,largest_component_nodes_loss,largest_component_share_loss,reachable_share_loss,mean_path_seconds_increase,station_name,main_stop_code,degree,weighted_degree,pagerank,approx_betweenness,is_articulation_point
27529,21622,21623,3,21618,0.9997687647412478,32,0,6644.8125,0.3073172000739987,2412.398234439461,2,9.249410350087306e-05,3.757746739441181e-05,-0.05093989066472204,שדרות מלכי ישראל/נתן אלבז,15220,14,4788,0.00017130663050708632,0.00022262571029308312,True
24243,21622,21623,3,21618,0.9997687647412478,32,0,6644.8125,0.30731720007399876,2412.4952568537733,2,9.249410350087306e-05,3.75774673943563e-05,0.04608252364778309,מוסד חינוכי כפר בתיה/דרך ירושלים,36604,11,2091,9.942812724492549e-05,0.0002515381402012757,True
9046,21622,21623,2,21619,0.9998150117929981,32,0,6644.8125,0.30731720007399876,2412.6238217518903,1,4.624705175049204e-05,3.75774673943563e-05,0.17464742176480286,ויצמן/גבעת שאול,645,42,18488,0.00030594337291352984,0.005736226093785414,False
8966,21622,21623,3,21617,0.9997225176894973,32,0,6644.84375,0.3073186453612062,2412.436168946474,3,0.0001387411552513651,3.6132180186942975e-05,-0.013005383651488955,תחנת רק''ל יפה נוף,1589,14,16010,0.00018550343922984133,0.00019660452337570976,True
994,21622,21623,2,21619,0.9998150117929981,32,0,6644.875,0.30732009064841365,2412.6860725409683,1,4.624705175049204e-05,3.468689297947414e-05,0.23689821084280993,מסוף רעננה/דרך השרון,37861,29,8389,0.0002278417350540303,0.0073466484396717425,False
153,21622,21623,3,21618,0.9997687647412478,32,0,6644.875,0.3073200906484137,2412.457679171945,2,9.249410350087306e-05,3.4686892979418626e-05,0.00850484181955835,בית ספר מקיף/יהודה שטיין,33157,11,2891,0.00010335965225614554,8.673728972457783e-05,True
12932,21622,21623,2,21619,0.9998150117929981,32,0,6644.875,0.3073200906484137,2412.531022688974,1,4.624705175049204e-05,3.4686892979418626e-05,0.08184835884867425,ת.רק''ל יהודית/דרך מנחם בגין,20727,15,31436,0.00017781560073188172,0.025758083805208797,False
15639,21622,21623,2,21619,0.9998150117929981,32,0,6644.875,0.3073200906484137,2412.470493488713,1,4.624705175049204e-05,3.4686892979418626e-05,0.021319158587630227,ת.רק''ל שחם/דרך ז'בוטינסקי,32277,16,21628,0.00022489220052108425,0.0025760975048199617,False
2243,21622,21623,2,21619,0.9998150117929981,32,0,6644.90625,0.3073215359356212,2412.5448391260084,1,4.624705175049204e-05,3.324160577189428e-05,0.09566479588283983,זבוטינסקי,41360,5,6040,9.152416960878474e-05,0.06411620456440793,False
10882,21622,21623,2,21619,0.9998150117929981,32,0,6644.90625,0.3073215359356212,2412.4558317494484,1,4.624705175049204e-05,3.324160577189428e-05,0.006657419322891656,שדרות הרי יהודה/דוכיפת,5239,9,686,6.954723512214126e-05,0.06295103363910777,False
43905,21622,21623,2,21619,0.9998150117929981,32,0,6644.9375,0.3073229812228286,2412.4907676190833,1,4.624705175049204e-05,3.179631856453646e-05,0.04159328895775616,מצודת אדומים,1415,10,1206,3.5052745438339876e-05,0.062384350012907194,False
13141,21622,21623,2,21619,0.9998150117929981,32,0,6644.9375,0.30732298122282864,2412.4625149500425,1,4.624705175049204e-05,3.179631856448095e-05,0.013340619917016738,דיזנגוף סנטר/שדרות בן ציון,25608,9,18294,0.00013808620933968572,0.004348429458192169,False
16162,21622,21623,2,21619,0.9998150117929981,32,0,6644.96875,0.30732442651003616,2412.4550523271696,1,4.624705175049204e-05,3.0351031356956604e-05,0.005877997044080985,ירושלים/חשמונאים,32224,4,494,4.3010542578231e-05,0.061447587283881756,False
48718,21622,21623,2,21619,0.9998150117929981,32,0,6645.0,0.3073258717972436,2412.493876050288,1,4.624705175049204e-05,2.8905744149543278e-05,0.0447017201622657,ת.רק''ל קרליבך/דרך מנחם בגין B,20749,15,21728,0.00011877938484072409,0.01710459353368675,False
1260,21622,21623,3,21618,0.9997687647412478,32,0,6645.0,0.30732587179724363,2412.4603613449353,2,9.249410350087306e-05,2.8905744149487766e-05,0.011187014809820539,החלוצים/צור,40285,10,1426,9.453578948151548e-05,0.0006302909719985989,True
2255,21622,21623,2,21619,0.9998150117929981,32,0,6645.0,0.30732587179724363,2412.514035951634,1,4.624705175049204e-05,2.8905744149487766e-05,0.0648616215084985,אנילביץ/יצחק שדה,41372,4,6040,8.736006325901725e-05,0.06400344608776598,False
1117,21622,21623,2,21619,0.9998150117929981,32,0,6645.03125,0.30732731708445105,2412.4499033868146,1,4.624705175049204e-05,2.746045694207444e-05,0.0007290566891242634,ת. מרכזית חדרה/רציפים,47962,18,12142,0.00022958513173142617,0.0005637923832097559,False
25950,21622,21623,2,21619,0.9998150117929981,32,0,6645.03125,0.3073273170844511,2412.3756469589866,1,4.624705175049204e-05,2.746045694201893e-05,-0.07352737113887997,רש''י/סאן דייגו,12089,9,4020,0.0002083559343364151,0.000254429383192095,False
8703,21622,21623,2,21619,0.9998150117929981,32,0,6645.03125,0.30732731708445116,2412.439083592048,1,4.624705175049204e-05,2.7460456941963418e-05,-0.010090738077451533,גבעת שאול/כתב סופר,172,44,27252,0.0002231161926390807,0.0006100522710628641,False
13228,21622,21623,2,21619,0.9998150117929981,32,0,6645.0625,0.3073287623716585,2412.4579596381245,1,4.624705175049204e-05,2.6015169734605603e-05,0.008785307999005454,שד' רוטשילד/שיינקין,21732,5,17606,0.00012520752083754728,0.00019660452337570976,False
27971,21622,21623,2,21619,0.9998150117929981,32,0,6645.0625,0.3073287623716585,2412.353551502616,1,4.624705175049204e-05,2.6015169734605603e-05,-0.09562282750948725,ת.מרכזית אשקלון/הורדה,19116,21,9747,0.00026619757155623325,0.0009483277009887176,False
12910,21622,21623,2,21619,0.9998150117929981,32,0,6645.09375,0.307330207658866,2412.48419221323,1,4.624705175049204e-05,2.4569882527136766e-05,0.03501788310450138,דרך נמיר/יהודה המכבי,21188,15,30464,0.0002666281585308713,0.00036140537385240766,False
13207,21622,21623,2,21619,0.9998150117929981,32,0,6645.09375,0.307330207658866,2412.4727099781103,1,4.624705175049204e-05,2.4569882527136766e-05,0.023535647984772368,ת.רק''ל בן גוריון/דרך ז'בוטינסקי,21684,13,22930,0.00016586123536988952,0.006334713392885001,False
9652,21622,21623,2,21619,0.9998150117929981,32,0,6645.09375,0.30733020765886604,2412.5563087467103,1,4.624705175049204e-05,2.4569882527081255e-05,0.10713441658481315,תחנת רכבת קלה גבעת התחמושת,6101,21,25352,0.00029349790725241473,0.0033422768973870656,False
13040,21622,21623,2,21619,0.9998150117929981,32,0,6645.09375,0.30733020765886604,2412.4528794725998,1,4.624705175049204e-05,2.4569882527081255e-05,0.003705142474245804,רבי עקיבא/אליהו הנביא,21374,16,23607,0.0001705822506254054,0.0003267104579625765,False
7543,21622,21623,2,21619,0.9998150117929981,32,0,6645.09375,0.30733020765886604,2412.901687674576,1,4.624705175049204e-05,2.4569882527081255e-05,0.45251334445038083,מסילת ישרים/שדרות בית הלל,63988,48,16381,0.00023330236316368688,0.008786487449099734,False
13573,21622,21623,2,21619,0.9998150117929981,32,0,6645.125,0.30733165294607345,2412.4574471925253,1,4.624705175049204e-05,2.312459531966793e-05,0.008272862399735459,הבימה/שד' רוטשילד,25592,8,19286,0.00012360054911282275,0.00026310311216455276,False
12878,21622,21623,2,21619,0.9998150117929981,32,0,6645.125,0.30733165294607345,2412.451700304599,1,4.624705175049204e-05,2.312459531966793e-05,0.002525974473428505,עיריית תל אביב - יפו/אבן גבירול,25823,9,17758,0.00011987093259264482,9.541101869703562e-05,False
10716,21622,21623,2,21619,0.9998150117929981,32,0,6645.125,0.3073316529460735,2412.4573611738697,1,4.624705175049204e-05,2.3124595319612418e-05,0.008186843744169892,צומת רמות/גולדה,4009,43,23871,0.0002342633656088545,0.0010206087757591992,False
