stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_use_count,degree,degree_centrality,weighted_degree,in_degree,out_degree,in_weight,out_weight,pagerank,approx_betweenness,is_articulation_point,community_id,community_size
11292,5667,שפע חיים/דורש טוב,31.797310,35.212587,5667,4207,12,0.00039389463318562285,8410,7,5,4203,4207,7.415106731384722e-05,0.00018124783371982272,True,8,738
10791,5131,מרכז מסחרי/גולדה,31.817331,35.195567,5131,4198,6,0.00019694731659281143,8396,3,3,4198,4198,8.251453561494e-05,7.527818783447311e-05,False,8,738
13040,21374,רבי עקיבא/אליהו הנביא,32.085600,34.837347,21374,4154,11,0.00036107008042015427,8302,7,4,4154,4148,8.755379743180461e-05,0.00012724944098573056,False,36,368
13088,21450,ת. רכבת בני ברק/מבצע קדש,32.103514,34.827868,21450,4147,12,0.00039389463318562285,8294,4,8,4147,4147,9.091313940586611e-05,0.0005634108791544065,False,36,368
13287,22974,הרב כהנמן/רבי עקיבא,32.085320,34.839710,22974,4135,14,0.00045954373871656,8270,8,7,4135,4135,7.368761977285268e-05,0.000946491741874948,False,36,368
13203,21666,קניון איילון/דרך אבא הלל,32.098809,34.827472,21666,4151,10,0.0003282455276546857,8256,5,5,4151,4105,7.944655918973497e-05,0.00030447338252192655,False,36,368
11785,9855,קניון רמות/גולדה מאיר,31.817420,35.194919,9855,4132,10,0.0003282455276546857,8256,4,6,4132,4124,8.965814404928423e-05,0.00031798511768524383,False,8,738
12890,21140,ת. רכבת תל אביב סבידור/על פרשת דרכים,32.082240,34.795351,21140,4082,12,0.00039389463318562285,8164,7,5,4082,4082,7.634692565121191e-05,0.006461252348522638,False,36,368
8707,176,גבעת שאול/רבי ישראל נג'ארה,31.792105,35.192721,176,4076,2,6.564910553093715e-05,8152,1,1,4076,4076,5.338302422381612e-05,1.4742865507473392e-06,False,70,87
8705,174,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683,174,4076,2,6.564910553093715e-05,8152,1,1,4076,4076,5.055552236349724e-05,1.5627085306153727e-05,False,70,87
8704,173,גבעת שאול/כתב סופר,31.791204,35.195787,173,4076,8,0.0002625964221237486,8152,1,7,4076,4076,4.723895837745353e-05,0.0008167156684538887,False,70,87
13053,21390,ת. רכבת בני ברק/מבצע קדש,32.103618,34.827642,21390,4076,11,0.00036107008042015427,8152,7,4,4076,4076,9.614682519209949e-05,0.00025918983049645687,False,36,368
13979,26402,רבי עקיבא/שמואל הנביא,32.089797,34.825961,26402,4080,7,0.00022977186935828,8146,4,3,4066,4080,5.660882376523959e-05,3.4072971706615015e-05,False,36,368
2092,41209,טרומפלדור/כיכר דוד,32.784852,35.017412,41209,4045,9,0.0002954209748892171,8086,4,5,4041,4045,0.00012516933674293958,0.005930371224401786,False,31,409
38940,20036,דרך ז'בוטינסקי/הרצל,32.088918,34.815651,20036,4037,4,0.0001312982110618743,8074,2,2,4037,4037,5.371273430831682e-05,1.972107338541506e-05,False,36,368
14104,26635,אינשטיין/אהרון בארט,32.113309,34.799561,26635,4023,7,0.00022977186935828,8046,3,4,4023,4023,6.915957604322508e-05,0.005395601549827027,False,16,625
9574,1601,ככר הדוידקה/הנביאים,31.784994,35.215658,1601,4021,5,0.00016412276382734285,8039,2,3,4018,4021,7.818417134142032e-05,8.326221998529825e-05,False,8,738
49210,20750,ת.רק''ל קרליבך/דרך מנחם בגין A,32.065556,34.783121,20750,4011,10,0.0003282455276546857,8022,6,4,4011,4011,5.204243505424935e-05,1.2421572065379161e-05,False,16,625
13043,21377,רבי עקיבא/הראשונים,32.090518,34.825597,21377,4011,6,0.00019694731659281143,7990,1,5,4011,3979,6.997959332908152e-05,2.3158851299919583e-05,False,36,368
333,39247,הרצל/עולי הגרדום,32.325694,34.864841,39247,3994,8,0.0002625964221237486,7988,5,3,3994,3994,0.00018083745164779495,0.0007521473481859689,False,2,966
359,39274,הרצל/בנימין מינץ,32.326176,34.863338,39274,3978,17,0.0005580173970129658,7956,13,4,3978,3978,0.00014085637786757468,0.003670925783650095,True,2,966
37785,6271,גולדה/גבעת משה,31.798247,35.217578,6271,3970,5,0.00016412276382734285,7940,3,2,3970,3970,5.0856159546062724e-05,1.0954175997549253e-05,False,8,738
2090,41207,טרומפלדור/מרכז זיו,32.783433,35.015140,41207,4143,12,0.00039389463318562285,7919,10,2,4010,3909,0.00014026520274385522,0.007297721384954098,False,31,409
24020,36230,שד' ירושלים/שמחה הולצברג,32.029896,34.750499,36230,3957,5,0.00016412276382734285,7914,2,3,3957,3957,9.508244449894481e-05,0.0001216687667341304,False,26,480
13101,21470,דרך ז'בוטינסקי/רש''י,32.089649,34.818457,21470,3948,4,0.0001312982110618743,7896,2,2,3948,3948,5.289499908703717e-05,0.00010762078767104809,False,36,368
9524,1485,שדרות נווה יעקב/הרב פרדס,31.840063,35.240062,1485,3917,3,9.847365829640571e-05,7834,2,1,3917,3917,5.17541562006835e-05,0.0008106658925560101,False,37,356
10659,3662,שדרות נווה יעקב/אחימאיר,31.838299,35.236908,3662,3917,4,0.0001312982110618743,7834,1,3,3917,3917,5.04093397939336e-05,0.0008786793846531311,False,37,356
11446,5821,שדרות נווה יעקב/משה דיין,31.838336,35.235335,5821,3907,3,9.847365829640571e-05,7814,1,2,3907,3907,4.540996434225839e-05,3.493814653211992e-05,False,37,356
10747,4116,שמגר/ירמיהו,31.793164,35.208542,4116,3906,13,0.00042671918595109143,7800,10,3,3906,3894,5.7157837994926666e-05,0.00029803423255126484,False,8,738
24779,37655,מחלף גהה/ז'בוטינסקי,32.092697,34.848252,37655,3896,8,0.0002625964221237486,7792,3,5,3896,3896,8.754877087264948e-05,0.0008530049092881027,False,18,605
13249,22276,רבי עקיבא/ירושלים,32.086689,34.829338,22276,3890,5,0.00016412276382734285,7780,2,3,3890,3890,4.5028709670374905e-05,1.5924513571893155e-05,False,36,368
5266,57053,גן העיר/הגליל,32.787223,35.539636,57053,3885,16,0.0005251928442474972,7770,10,6,3885,3885,0.0001993386298081503,0.00014932996381448985,True,10,692
