station_nodes,reference_station_nodes,connected_components,largest_component_nodes,largest_component_share,origins_evaluated,origins_missing,mean_reachable_stations,mean_reachable_share,mean_path_seconds_to_reachable
21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330232436518
