stop_id,stop_name,lat,lon,region,metro,degree,weighted_degree,approx_betweenness
28237,בית ספר חאמד,31.253028,35.06913,South,Periphery,4,530,0.0002803093791174159
38356,שלום הגליל/טניס,32.919167,35.091918,North,Haifa,4,936,0.0001318741122247603
40476,מתחם 4 מזרח,31.376636,34.75947,South,Beer Sheva,4,388,8.228845919053576e-05
23143,ד''ר משה סנה/ברקן,32.186436,34.896199,Center,Tel Aviv,4,500,4.077974921604411e-05
11079,מחלף הרטוב,31.769275,34.996854,Jerusalem,Periphery,4,192,0.00013184289444654224
51868,הרב ניסים טולדנו/דגן,31.952068,34.848284,Center,Tel Aviv,4,742,0.00036826672327968545
37734,לוחמי הגטאות/בר כוכבא,31.800798,35.240211,Jerusalem,Jerusalem,4,358,0.0004377859830006554
28660,בית ניר,31.648781,34.874684,Center,Periphery,4,80,9.911821233936004e-05
19221,העיר הוותיקה ג,32.889224,35.403877,North,Periphery,4,270,9.901454270226062e-05
43826,הגליל/הירדן,31.957681,35.138305,Center,Periphery,4,180,9.911821233936004e-05
40443,ת''ת עצמונה/שומריה,31.430467,34.884285,South,Beer Sheva,4,74,3.309575416603124e-05
34298,לשם/הברקת,32.785553,35.466406,North,Periphery,4,178,3.3302098426486776e-05
10532,רב החובל/אדם,31.749878,35.22811,Jerusalem,Jerusalem,4,4476,3.33669243753456e-05
49757,פרנק,31.700072,35.004057,Jerusalem,Periphery,4,1294,3.3619527429487506e-05
40551,ביר באקה/אלמליאת,32.412525,35.041796,Center,Periphery,4,468,0.0013331875543389294
21343,הבנים/נצר סירני,31.928721,34.830571,Center,Tel Aviv,4,1354,3.4525313706463346e-05
10169,גן החיות התנ''כי,31.745642,35.17734,Jerusalem,Jerusalem,4,602,3.496221334859438e-05
50631,אזור תעשייה/לח''י,32.103059,34.837738,Center,Tel Aviv,4,2256,9.911821233936004e-05
28324,ניצנה/כפר נוער,30.885177,34.422335,South,Periphery,4,116,3.5462895387483586e-05
12936,קמפוס ברושים/שלום רוזנפלד,32.106714,34.802794,Center,Tel Aviv,4,648,3.887690833133295e-05
11623,שער יפו/יפו,31.777433,35.226288,Jerusalem,Jerusalem,4,2432,3.6548490442287805e-05
25398,אזור/מר. שפינוזה,32.023651,34.803576,Center,Tel Aviv,4,1188,3.8169896458512423e-05
37733,לוחמי הגטאות/בר כוכבא,31.800809,35.240515,Jerusalem,Jerusalem,4,366,0.000451420076819201
2471,איינשטיין/אסף שמחוני,32.813598,35.115717,North,Haifa,4,2796,0.002188185173515621
11082,מועצה אזורית,31.764126,34.999466,Jerusalem,Periphery,4,44,9.949175543201666e-05
41796,ת. רכבת אחיהוד/רציפים,32.911279,35.174612,North,Haifa,4,102,0.00010262896094583488
28645,גת/מרכז,31.628365,34.795385,Center,Periphery,4,80,0.00029851362728294
41340,האופה/שדרות המלאכות,31.889364,34.964958,Jerusalem,Tel Aviv,4,1098,8.259851028280003e-05
11556,כביש 395/כביש 386,31.772833,35.153612,Jerusalem,Jerusalem,4,436,0.00012539941777831468
50374,חניון שפירים מערבי א/הורדה,32.00027,34.843703,Center,Tel Aviv,4,1872,8.477358026600004e-05
34304,לשם/הברקת,32.78565,35.466494,North,Periphery,4,178,0.00011956192897708965
41222,שגיא 2000/כביש 7255,32.658518,35.233639,North,Periphery,4,858,8.52877026804312e-05
5042,מגן שאול,32.520516,35.307237,North,Periphery,4,274,0.00033039404113120014
35917,עין איברהים/כניסה,32.534699,35.148213,North,Periphery,4,458,0.0002643152329049601
41341,האופה/שדרות המקצועות,31.888199,34.965056,Jerusalem,Tel Aviv,4,1026,0.0003542969238843267
28840,אחת עשרה הנקודות/שדרות וייצמן,31.415902,34.589401,South,Periphery,4,1768,0.00011191557261182386
7676,מערת המכפלה,31.522902,35.110019,South,Periphery,4,448,0.0001101465979547962
35333,אום אל גנם,32.674691,35.391762,North,Periphery,4,178,0.00010968472222514465
43962,עין ח'אלד/עין אל מג'ארה,32.510399,35.150358,North,Periphery,4,568,8.636172727759287e-05
17097,כיכר מזרחית,32.716001,35.073203,North,Haifa,4,652,0.0003653712729040307
18580,המעוף/הר וגיא,32.960688,35.508723,North,Periphery,4,365,0.00010278894994499382
20556,מועצה מקומית,32.954757,35.215369,North,Periphery,4,763,0.0004934308751733824
39829,גפן/אשל,32.469883,35.037604,Center,Periphery,4,1086,3.837526514499394e-05
4816,בית ספר,32.586081,35.438697,North,Periphery,4,138,0.00016519702056560007
20128,איבטין טחנת קמח,32.763357,35.106344,North,Haifa,4,344,0.004023553416469729
2968,מרכז העיר 1,32.693353,35.047053,North,Haifa,4,1952,0.00016910882984390454
17861,אדמית מרכז,33.079481,35.211363,North,Periphery,4,110,0.00077040808486953
11205,הדקלים/המעיין,31.795112,35.120692,Jerusalem,Jerusalem,4,196,0.00017607784615101044
19573,גני ילדים מרכז,32.737826,35.155681,North,Haifa,4,446,6.607880822624003e-05
44061,קידמה/החלומות,32.462734,35.054249,Center,Periphery,4,1226,0.000802510343519486
35918,עין איברהים/יציאה,32.534618,35.148166,North,Periphery,4,326,0.0002643152329049601
19202,כנסייה קתולית ב,32.887264,35.409162,North,Periphery,4,20,6.414083291210132e-05
28215,בית ספר חאמד,31.253153,35.069517,South,Periphery,4,534,0.00022321038186978487
11448,מסוף חומת שמואל/אליהו קורן,31.719727,35.221274,Jerusalem,Jerusalem,4,5172,6.480919993036581e-05
18970,כפר גלעדי,33.242363,35.574841,North,Periphery,4,112,0.0002643152329049601
28441,התחנה לבריאות המשפחה,31.395319,34.769743,South,Beer Sheva,4,280,0.00018359858233264867
11441,אשר וינר/דרך חברון,31.744254,35.216682,Jerusalem,Jerusalem,4,1132,0.0036865702344523466
40345,אזור תעשייה שחורת/כביש 90,29.596033,34.978099,South,Periphery,4,808,0.0001839030377056141
49050,הרבי מלובאוויטש/דניאל כהנמן,31.065419,35.048824,South,Periphery,4,1252,0.00019314238946261625
47884,בית העלמין החדש,31.241834,34.751009,South,Beer Sheva,4,2398,0.0036920153249870055
34763,ארץ חמדה/יהודה המכבי,31.946249,35.222739,Center,Jerusalem,4,606,0.0002023220540656346
2412,הגפן/האלונים,32.749254,35.098135,North,Haifa,4,632,6.607880822624003e-05
35771,רפא''ל,32.860258,35.087302,North,Haifa,4,2696,0.0002671823195439007
25814,גלאון/מרכז,31.633532,34.849097,Center,Periphery,4,80,0.00019823642467872008
50832,האלון/הרימון,32.619844,35.074935,North,Haifa,4,242,0.004091020770251593
42452,הרבי מלובאוויטש/הרב עובדיה יוסף,31.067113,35.05076,South,Periphery,4,1252,5.9933484243262415e-05
11156,קיבוץ צובה,31.783427,35.118689,Jerusalem,Jerusalem,4,214,0.0011908947676805425
8907,מחסום ענאתא/דרך ענתות,31.810168,35.241198,Jerusalem,Jerusalem,4,368,5.814863733563487e-05
4698,רמת צבי,32.589748,35.415583,North,Periphery,4,138,0.00023676089089193122
43131,קיבוץ נווה איתן,32.492042,35.533063,Center,Periphery,4,120,0.00023136454424865603
5745,כפר חיטים,32.799196,35.500654,North,Periphery,4,86,0.00023154186925368852
11147,בית חולים,31.778627,35.096161,Jerusalem,Jerusalem,4,214,0.0007268668904886403
28442,התחנה לבריאות המשפחה,31.393944,34.770122,South,Beer Sheva,4,294,0.00023146096195241706
50627,אזור תעשייה/לח''י,32.103272,34.83687,Center,Tel Aviv,4,2246,0.00016519702056560007
47006,אשר וינר/לייב יפה,31.742757,35.220205,Jerusalem,Jerusalem,3,1126,0.00020800939129729098
43628,התן/חי בר,31.862374,35.152272,Jerusalem,Jerusalem,3,658,9.926554524510417e-05
42497,שדרות אריק שרון/שדרות קרן הידידות,31.73894,34.745344,Center,Periphery,3,588,9.260588680502934e-05
28740,מרכז מסחרי,31.202771,34.839607,South,Beer Sheva,3,194,9.931448081736919e-05
44006,אמרי סופר/שבט הלוי,31.7076,35.114676,Jerusalem,Jerusalem,3,1372,9.911821233936004e-05
29325,זיסמן/דרך בגין,32.084093,34.800513,Center,Tel Aviv,3,1450,3.5625643980445404e-05
1810,השקדים/ציפורנים,32.72392,35.133657,North,Haifa,3,752,3.58281185393023e-05
41142,עוזייר שכונה דרומית 1,32.789643,35.323548,North,Periphery,3,488,9.952159383101507e-05
4839,נעורה כיכר,32.614467,35.393232,North,Periphery,3,122,0.00020673499691133322
26431,הכשרת היישוב/הזורע,31.215998,34.812788,South,Beer Sheva,3,186,0.000103793339260328
26792,התעשייה/פלדה,31.247507,35.202591,South,Periphery,3,322,8.719099257588505e-05
6648,מגרש כדורגל,32.967149,35.321362,North,Periphery,3,202,0.00024607994091154455
38114,עין קיניא/כניסה צפונית,33.242478,35.730944,North,Periphery,3,96,0.00019829535784101772
38772,דוכיפת,32.81354,35.140809,North,Haifa,3,812,3.3039404113120015e-05
27709,גילת/כניסה ראשית,31.335418,34.648452,South,Beer Sheva,3,986,6.607880822624003e-05
38918,שכונת הרחבה חדשה,33.048076,35.175786,North,Periphery,3,78,0.00011452504034309301
9340,עין כרם/שד' הרצל,31.771048,35.180974,Jerusalem,Jerusalem,3,448,0.0003374565953544939
19281,מזרקה,32.891728,35.237305,North,Periphery,3,66,0.0003304492909708542
38168,מקלט ציבורי אלעריד,33.014857,35.34294,North,Periphery,3,132,0.00019823642467872008
5106,קיבוץ שלוחות,32.471512,35.481007,Center,Periphery,3,122,3.8305399535390266e-05
19697,כיכר מרכז האזרחי,32.736614,35.153712,North,Haifa,3,362,9.911821233936004e-05
51759,צומת איילת השחר,32.103046,34.841587,Center,Tel Aviv,3,1690,6.607880822624003e-05
37061,צים סנטר/התעשייה,31.247451,35.201052,South,Periphery,3,312,9.600196357883733e-05
17040,דרך קרית עמל/אליהו התשבי,32.711264,35.103788,North,Haifa,3,312,3.338712998403212e-05
43317,אמרי סופר/הרב אלישיב,31.707699,35.113676,Jerusalem,Jerusalem,3,1425,6.607880822624003e-05
7074,מכמנים מרכז,32.905334,35.328364,North,Periphery,3,74,3.3039404113120015e-05
49786,אהרון שמי/אהרונסון,31.698278,35.003309,Center,Periphery,3,818,3.438508850132878e-05
20874,הושעיה/ש.ג.מ. ציפורית,32.764176,35.301328,North,Periphery,3,88,3.4364254029194745e-05
41122,עלי בן אבי טאלב,32.51001,35.135987,North,Periphery,3,556,0.002253100088360207
5247,קיבוץ חוקוק,32.879412,35.496444,North,Periphery,3,74,3.432813652015003e-05
3703,צומת אלמחרקה,32.68726,35.065867,North,Haifa,3,1760,0.0003948394786727292
3500,שאגאל/הנרי מטיס,32.801061,35.140025,North,Haifa,3,1280,0.00023130345371166712
3516,שאגאל/סזאן,32.808574,35.136078,North,Haifa,3,1046,9.911821233936004e-05
24653,הדס/הכלנית,32.190505,34.884079,Center,Tel Aviv,3,20,3.3843242851649714e-05
3302,הרר/האורן,32.798225,35.136404,North,Haifa,3,1154,0.00037998077222070717
8744,שמואל הנביא/יקים,31.791505,35.224204,Jerusalem,Jerusalem,3,3800,3.3336937989877644e-05
41107,ניר עוז מרכז,31.309334,34.402856,South,Periphery,3,150,0.0002147561267352801
25826,שוק עירוני/דרך חברון,31.238831,34.796231,South,Beer Sheva,3,236,3.3330068940548915e-05
27927,מחנה אמיתי,31.204353,34.284683,South,Periphery,3,138,3.309465395277406e-05
10628,ככר השבת/שטראוס,31.787193,35.218668,Jerusalem,Jerusalem,3,6840,3.308638165535333e-05
27486,צבר/שדרות אבץ,31.597299,34.786303,Center,Periphery,3,196,0.00019823642467872008
15294,נירים/צמרות,31.957854,34.881945,Center,Tel Aviv,3,1844,3.306779463425237e-05
50069,חנה וסע מבואות אילת,29.57131,34.962341,South,Periphery,3,506,3.306702903294704e-05
40976,ב''ס אל אמל,32.954799,35.220013,North,Periphery,3,168,9.911821233936004e-05
5754,ראס אל חביה 2,32.881764,35.424018,North,Periphery,3,858,3.3039404113120015e-05
48822,אל תווחיד/דב יוסף,31.74796,35.198702,Jerusalem,Jerusalem,3,292,0.00042539602629484193
40666,משה שרת/משאבים,32.162665,34.89032,Center,Tel Aviv,3,152,9.887394060513654e-05
8588,אלמשאהד ג',31.732673,35.22574,Jerusalem,Jerusalem,3,110,0.0004373406081699224
8956,אל בוטמה,31.742886,35.200003,Jerusalem,Jerusalem,3,192,9.911821233936004e-05
27493,שד. ישראל פולק/כסלו,31.602709,34.78094,Center,Periphery,3,264,8.259851028280003e-05
15782,בית עלמין,31.859361,34.739002,Center,Tel Aviv,3,132,6.63359008680999e-05
9579,אורוגואי/מרקו ברוך,31.758318,35.176832,Jerusalem,Jerusalem,3,2520,0.00016790718037975791
190,חוף פולג/רמת פולג,32.27242,34.838508,Center,Tel Aviv,3,1366,6.622078534179962e-05
13752,שד' רוקח/דרך נמיר,32.100547,34.796071,Center,Tel Aviv,3,2596,3.3039404113120015e-05
25467,כיכר הטפטפת/דרך ג'ו יוסף אלון,31.241447,34.758239,South,Beer Sheva,3,2396,0.00017786690114172252
43629,התן/הלביא,31.861712,35.15346,Jerusalem,Jerusalem,3,568,6.611564145267606e-05
20210,קורנית,32.844825,35.250796,North,Periphery,3,68,6.609722483945805e-05
20437,מרכז מסחרי/שפירא,32.937777,35.077959,North,Haifa,3,1270,6.6092068187757e-05
28723,בית ספר אבו באכר,31.247452,34.852558,South,Beer Sheva,3,238,0.00013215761645248006
37803,קניון אושילנד/עתיר ידע,32.16545,34.928564,Center,Tel Aviv,3,734,9.911821233936004e-05
49031,שדרות ששת הימים/שדרות הבאבא סאלי,33.015659,35.11274,North,Periphery,3,542,4.1520125020105246e-05
41540,הכשרת הישוב/הבונים,31.219572,34.81243,South,Beer Sheva,3,184,0.00013320875044568276
38215,עין קיניא/יציאה צפונית,33.242676,35.730651,North,Periphery,3,106,0.0001338861471502281
26875,דרך הראל/בארי,31.323175,34.930304,South,Beer Sheva,3,330,0.00026682145417351904
26757,שד. חברון/פרג,31.327815,34.935746,South,Beer Sheva,3,632,0.0002939893462520805
3149,השיטה/מגרשי טניס,32.766176,35.039407,North,Haifa,3,913,0.00013954811463093877
34796,חרמש/מרכז,32.42377,35.11975,Center,Periphery,3,152,4.770396205460516e-05
39652,אל עזי א,31.722491,34.798497,Center,Periphery,3,78,3.3039404113120015e-05
35194,בית ספר א זהרא,31.389974,34.761058,South,Beer Sheva,3,198,0.00016703868188740163
50037,בית עלמין בית שאן/כביש 90,32.500798,35.511915,North,Periphery,3,316,0.0002764776330037378
17241,הארזים/האורנים,32.523086,34.995799,North,Periphery,3,70,0.00015969045321341304
38919,שכונת הרחבה חדשה בית 189,33.047751,35.173597,North,Periphery,3,78,4.90963385634489e-05
2201,בית אלפא/דגניה,32.832062,35.055898,North,Haifa,3,1420,4.948543971680796e-05
26668,הספרייה,30.610374,34.801868,South,Periphery,3,364,0.0001632123639221516
35564,בית ספר כפאר עקב,31.876014,35.21776,Jerusalem,Jerusalem,3,164,4.955910616968002e-05
35353,שדה אליהו,32.439373,35.514577,Center,Periphery,3,112,4.955910616968002e-05
23694,אזור תעשיה סנטרל פארק 2000/עתיר ידע,32.16336,34.930679,Center,Tel Aviv,3,696,6.607880822624003e-05
51802,קופות חולים/איילת השחר,32.103673,34.841875,Center,Tel Aviv,3,1744,3.3039404113120015e-05
27928,מחנה צאלים,31.180617,34.563052,South,Beer Sheva,3,256,3.3039404113120015e-05
37607,הנפח/מעלה כמון,32.922894,35.324792,North,Periphery,3,2074,3.3039404113120015e-05
8978,קיבוץ נחשון,31.829279,34.956473,Jerusalem,Periphery,3,124,5.6082787046632005e-05
3709,שאגאל/סרה,32.808513,35.136786,North,Haifa,3,1154,0.00016519702056560007
7401,חזון איש/ חתם סופר,31.695636,35.12329,Center,Jerusalem,3,1582,6.652060456310736e-05
23695,אזור תעשיה סנטרל פארק 2000/עתיר ידע,32.163437,34.930736,Center,Tel Aviv,3,720,6.607880822624003e-05
3159,מנחם בגין/שניאורסון,32.854742,35.091005,North,Haifa,3,1720,6.695698336488144e-05
27023,בסיס בינוי מרחב,31.24074,34.699379,South,Beer Sheva,3,106,3.3039404113120015e-05
2294,קופת חולים/ויצמן,32.819553,35.080837,North,Haifa,3,1370,5.405887931731777e-05
6554,מועצה מקומית,32.931894,35.318974,North,Periphery,3,270,0.00019823642467872008
4047,האילן/ההדס,32.519115,34.920462,North,Periphery,3,716,8.248581172458732e-05
35361,קיבוץ מעלה גלבוע,32.477325,35.41941,Center,Periphery,3,88,6.607880822624003e-05
41141,עוזייר שכונה דרומית 3,32.789778,35.323879,North,Periphery,3,488,0.00013175423496082503
4032,האילן/ההדס,32.519262,34.920769,North,Periphery,3,712,8.128636010182391e-05
37624,הנפח/מעלה כמון,32.922781,35.324035,North,Periphery,3,2074,3.3039404113120015e-05
6667,פקיעין חיילים משוחררים מגרש כדורגל,32.967004,35.320927,North,Periphery,3,200,0.00019574649857164437
27926,עין השלושה מרכז,31.351453,34.402511,South,Periphery,3,150,0.00013215761645248006
27316,כרמיה,31.604111,34.543461,Center,Periphery,3,74,7.52467235563806e-05
7413,חזו'א / חתם סופר,31.695557,35.123341,Center,Jerusalem,3,1566,7.601584330376851e-05
396,הגפן/השקד,32.3519,34.862727,Center,Periphery,3,1448,6.732287556926331e-05
26985,אוהד מרכז,31.238718,34.430949,South,Periphery,3,154,3.3039404113120015e-05
7873,מעלה מכמש,31.878271,35.306602,Center,Jerusalem,3,149,3.3039404113120015e-05
42498,שדרות אריק שרון/שדרות קרן הידידות,31.738927,34.74524,Center,Periphery,3,594,6.421298104267172e-05
35879,מרפאה/מחג'נה,32.521563,35.149198,North,Periphery,3,768,7.386106263594868e-05
41123,עלי בן אבי טאלב/כניסה מערבית,32.509789,35.133237,North,Periphery,3,562,0.0020991045507072936
395,הגפן/השקד,32.351844,34.862521,Center,Periphery,3,1442,6.483474088321675e-05
12404,ספריה עירונית/חטיבת הנגב,29.556118,34.950096,South,Periphery,3,264,7.145645928590052e-05
17095,שכונת זוחלוק,32.712203,35.075494,North,Haifa,2,328,6.607880822624003e-05
44855,א סאפא/אל ג'מעיה אל תחתא,31.737988,35.202656,Jerusalem,Jerusalem,2,100,6.607880822624003e-05
28715,בית ספר אלאנדלוס,31.254496,34.862228,South,Beer Sheva,2,194,6.607880822624003e-05
50882,נחל מירון/נחל משושים,32.957592,35.508501,North,Periphery,2,200,6.607880822624003e-05
48430,עין אבראהים ו,32.536046,35.14575,North,Periphery,2,186,6.607880822624003e-05
28836,בעלי המלאכה/הצורף,31.418142,34.5951,South,Periphery,2,1626,6.607880822624003e-05
44853,א סאפה/אל בוטמה,31.740997,35.200911,Jerusalem,Jerusalem,2,192,6.607880822624003e-05
13754,הרב קוסובסקי/בבלי,32.098062,34.797904,Center,Tel Aviv,2,838,6.607880822624003e-05
19870,דרך העמק/מעלה הבנים,32.659399,35.114692,North,Haifa,2,80,6.607880822624003e-05
38771,דוכיפת/סנונית,32.81474,35.139094,North,Haifa,2,762,3.3039404113120015e-05
42901,נמל תעופה רמון/צומת באר אורה,29.70868,34.998816,South,Periphery,2,222,6.607880822624003e-05
28981,שכונה 38,31.391816,34.775019,South,Beer Sheva,2,148,6.607880822624003e-05
36072,חבצלת/הארז,32.527087,34.939577,North,Periphery,2,120,6.607880822624003e-05
44443,המחצבה,32.940235,35.321433,North,Periphery,2,262,6.607880822624003e-05
38773,דוכיפת,32.812802,35.1414,North,Haifa,2,762,6.607880822624003e-05
17065,שכונת ח'אלת עלי 3,32.689677,35.046117,North,Haifa,2,192,6.607880822624003e-05
6943,גני ילדים מרכז,32.73814,35.156325,North,Haifa,2,246,6.607880822624003e-05
8615,בית ספר צור באהר בנות/אלמדינה אלמונוורה,31.738425,35.228765,Jerusalem,Jerusalem,2,26,6.607880822624003e-05
41682,בי''ס אל-קסטל,32.719884,35.297125,North,Periphery,2,252,3.3039404113120015e-05
50863,השופר/התן,31.859016,35.157808,Jerusalem,Jerusalem,2,568,3.3039404113120015e-05
36073,דרך העצמאות/נורית,32.527177,34.935407,North,Periphery,2,120,3.3039404113120015e-05
17128,שכונת ח'אלת עלי 2,32.688522,35.049337,North,Haifa,2,192,3.3039404113120015e-05
17127,שכונת ח'אלת עלי 2,32.688242,35.049966,North,Haifa,2,192,3.3039404113120015e-05
9570,רינגלבלום ב',31.757345,35.174304,Jerusalem,Jerusalem,2,624,3.3039404113120015e-05
13941,הרב קוסובסקי/שטיינמן,32.098737,34.80028,Center,Tel Aviv,2,838,3.3039404113120015e-05
51803,קופות חולים/איילת השחר,32.103479,34.842121,Center,Tel Aviv,2,1770,3.3039404113120015e-05
19730,בי''ס מקיף סעדיה,32.739347,35.15846,North,Haifa,2,218,3.3039404113120015e-05
51760,קרית חינוך/איילת השחר,32.103456,34.844077,Center,Tel Aviv,2,502,3.3039404113120015e-05
49228,ת.רכבת מלאכי-יואב/כביש 3836,31.7467,34.818335,Center,Periphery,2,108,3.3039404113120015e-05
39373,דרור/אנפה,31.330667,34.64904,South,Beer Sheva,2,20,3.3039404113120015e-05
28982,רפח/אלרמלה,31.391176,34.774592,South,Beer Sheva,2,150,3.3039404113120015e-05
8601,בית ספר אבו בקר צאדק/אלמדינה אלמונוורה,31.737472,35.229836,Jerusalem,Jerusalem,2,26,3.3039404113120015e-05
6968,מכון המים,32.710072,35.075771,North,Haifa,2,328,3.3039404113120015e-05
6967,מכון המים,32.710062,35.075881,North,Haifa,2,324,3.3039404113120015e-05
50377,חניון שפירים מערבי ב/הורדה,32.001207,34.842142,Center,Tel Aviv,2,1872,3.3039404113120015e-05
48994,עין ח'אלד ,32.516442,35.142955,North,Periphery,2,274,3.3039404113120015e-05
41321,שדרות המלאכות/החרט,31.889701,34.962461,Jerusalem,Tel Aviv,2,1098,3.3039404113120015e-05
48975,א-שאע'ור,32.516408,35.142818,North,Periphery,2,274,3.3039404113120015e-05
52008,שמעון מישורי,31.742444,35.225686,Jerusalem,Jerusalem,2,480,3.3039404113120015e-05
25791,הברזל/הקוצר,31.213963,34.809354,South,Beer Sheva,2,186,3.3039404113120015e-05
40006,מגרש משולב,32.890486,35.233424,North,Periphery,2,46,3.3039404113120015e-05
28835,בעלי המלאכה/טראסק,31.41738,34.591909,South,Periphery,2,1626,3.3039404113120015e-05
13940,שטיינמן/הרב קוסובסקי,32.098215,34.800718,Center,Tel Aviv,2,846,3.3039404113120015e-05
19645,מרפאת שיניים,32.791438,35.328651,North,Periphery,2,256,3.3039404113120015e-05
40685,דרך יריחו/אל עזרייה,31.768209,35.252736,Jerusalem,Jerusalem,2,124,3.3039404113120015e-05
42071,אמטיראת,31.24066,35.063808,South,Periphery,2,182,3.3039404113120015e-05
44535,יביע אומר/האדמו''ר מלעלוב,31.705858,35.109788,Jerusalem,Jerusalem,2,1372,3.3039404113120015e-05
28716,שכונה 7,31.256172,34.86386,South,Beer Sheva,2,194,3.3039404113120015e-05
6912,'דרך העמק א,32.661741,35.112965,North,Haifa,2,80,3.3039404113120015e-05
38206,שכונת שאלאקה/לדרום,33.23257,35.730925,North,Periphery,2,96,3.3039404113120015e-05
6965,גנים ציבוריים,32.683833,35.068647,North,Haifa,2,204,3.3039404113120015e-05
52005,שמעון מישורי,31.742228,35.22556,Jerusalem,Jerusalem,2,494,3.3039404113120015e-05
40020,רינגלבלום ב',31.757789,35.173813,Jerusalem,Jerusalem,2,618,3.3039404113120015e-05
6964,גנים ציבוריים,32.68391,35.068575,North,Haifa,2,196,3.3039404113120015e-05
34299,הצור/הברזל,32.785403,35.462899,North,Periphery,2,18,3.3039404113120015e-05
8885,חטיבת ביניים/טריק אלמדארס,31.798448,35.254648,Jerusalem,Jerusalem,2,178,3.3039404113120015e-05
10744,עיסאוויה כניסה מזרחית,31.797007,35.255622,Jerusalem,Jerusalem,2,180,3.3039404113120015e-05
42067,בית ספר אלירמוק,31.242033,35.066297,South,Periphery,2,184,3.3039404113120015e-05
7152,קרן היסוד/אצ''ל,32.960214,35.493494,North,Periphery,2,230,3.3039404113120015e-05
41769,שדרות המלאכות/האופה,31.889908,34.964406,Jerusalem,Tel Aviv,2,1026,3.3039404113120015e-05
188,החוף הירוק,32.270646,34.837567,Center,Tel Aviv,2,1239,3.3039404113120015e-05
51113,משה לוי/יעקב דורי,31.929681,34.84936,Center,Tel Aviv,2,280,3.3039404113120015e-05
40481,שכ' 5 מערב,31.395851,34.769683,South,Beer Sheva,2,144,3.3039404113120015e-05
43315,הרב אלישיב/באר יעקב,31.707123,35.111903,Jerusalem,Jerusalem,2,1398,3.3039404113120015e-05
44856,א סאפא/אבו ח'שבה,31.735994,35.203469,Jerusalem,Jerusalem,2,100,3.3039404113120015e-05
44854,א סאפא/אל ג'מעיה אל תחתא,31.738106,35.202719,Jerusalem,Jerusalem,2,192,3.3039404113120015e-05
41537,האילן/החרוב,32.520474,34.921274,North,Periphery,2,430,3.3039404113120015e-05
40957,צפון/מזרח,32.962309,35.217196,North,Periphery,2,146,3.3039404113120015e-05
11199,נבעה,31.793895,35.117203,Jerusalem,Jerusalem,2,112,3.3039404113120015e-05
50902,שלום הגליל/טניס,32.919014,35.092146,North,Haifa,2,978,3.3039404113120015e-05
22827,בית ספר עמל,32.272554,35.004924,Center,Tel Aviv,2,68,3.3039404113120015e-05
35387,קיבוץ מירב,32.451943,35.421986,Center,Periphery,2,88,3.3039404113120015e-05
48429,עין אבראהים ה,32.537569,35.145815,North,Periphery,2,186,3.3039404113120015e-05
40074,הקוצר/הברזל,31.213571,34.809946,South,Beer Sheva,2,184,3.3039404113120015e-05
50880,נחל מירון/נחל משושים,32.957759,35.507917,North,Periphery,2,200,3.3039404113120015e-05
48426,עין אבראהים ב,32.537408,35.146059,North,Periphery,2,314,3.3039404113120015e-05
39706,גנים מזרח 1,32.938534,35.326322,North,Periphery,2,260,3.3039404113120015e-05
50881,נחל דישון,32.956791,35.508836,North,Periphery,2,200,3.3039404113120015e-05
19646,מרפאת שיניים,32.791524,35.328614,North,Periphery,2,232,3.3039404113120015e-05
28983,רפח/אלרמלה,31.391117,34.773662,South,Beer Sheva,2,148,3.3039404113120015e-05
37164,בר לב א,32.910177,35.188552,North,Haifa,2,68,3.3039404113120015e-05
35611,בר לב יציאה,32.909955,35.182829,North,Haifa,2,70,3.3039404113120015e-05
34314,הרב שלום שבזי/אזור תעשייה ערבה,31.696193,35.124213,Center,Jerusalem,2,488,3.3039404113120015e-05
23248,התמר/מבוא התאנה,32.019798,34.842703,Center,Tel Aviv,2,48,3.3039404113120015e-05
44388,נמל תעופה רמון/כניסה,29.712895,35.001333,South,Periphery,2,222,3.3039404113120015e-05
19909,שכניה,32.848033,35.247297,North,Haifa,2,68,3.3039404113120015e-05
21708,אליהו/הזית,31.944668,34.847572,Center,Tel Aviv,2,194,3.3039404113120015e-05
2614,גיבורי התהילה/עבודת ישראל,32.749896,35.094751,North,Haifa,2,646,3.3039404113120015e-05
11089,חברת חשמל,31.774021,34.999652,Jerusalem,Periphery,2,8,3.3039404113120015e-05
47117,תיכון עתיד טייבה,32.27143,35.002217,Center,Tel Aviv,2,68,3.3039404113120015e-05
28719,בית הספר אנדלוס,31.255087,34.862928,South,Beer Sheva,2,238,3.3039404113120015e-05
37522,שגב שלום/מרכז מסחרי,31.196641,34.838514,South,Beer Sheva,2,192,3.3039404113120015e-05
34659,אוניברסיטת אריאל/רמת הגולן,32.105393,35.207381,Center,Periphery,2,288,3.3039404113120015e-05
39705,מסגד אלרחמן 2,32.938937,35.323804,North,Periphery,2,262,3.3039404113120015e-05
34501,אוניברסיטת אריאל/רמת הגולן,32.104936,35.207797,Center,Periphery,2,416,3.3039404113120015e-05
46932,דוכיפת/מעלה הכרמים,32.942729,35.077148,North,Haifa,2,246,3.3039404113120015e-05
42563,בי''ס חדשני ג',32.961163,35.21791,North,Periphery,2,144,3.3039404113120015e-05
40231,פיצריה,32.611772,35.390434,North,Periphery,2,82,3.3039404113120015e-05
