from_stop,to_stop,trip_frequency
18382,18387,769
18382,18399,149
18382,18386,16
18387,18386,1384
18386,18399,624
18386,5621,792
18386,5240,2
18386,48225,6
18399,5240,620
18399,18426,153
5240,5241,1463
5240,5242,4
5240,5243,16
5241,5242,1461
5241,5617,2
5242,5243,1471
5242,18442,10
5242,7222,2
5243,18442,223
5243,5617,11
5243,7222,646
5243,18458,584
5243,5619,7
5243,5244,16
18442,7222,35
18442,18434,215
18442,18431,776
18442,18423,1
7222,5244,207
7222,35295,436
7222,35332,38
7222,18510,2
5244,35332,203
5244,18470,299
5244,18442,7
5244,6057,143
5244,18489,2
5244,18510,2
5244,37179,3
35332,18459,6
35332,48129,500
35332,18386,5
14207,14202,1420
14207,13028,3
14200,14197,779
14200,14193,105
14197,14188,505
14197,14189,492
14197,14152,42
14197,14204,93
14188,14182,442
14188,50440,399
14182,14185,546
14182,13195,73
14185,14183,542
14185,13195,4
14183,13195,542
13195,14084,546
13195,13053,35
13195,14577,4
13195,12973,34
14084,14010,542
14084,14532,4
14010,14532,542
14532,12973,106
14532,40636,4
14532,13030,104
14532,13097,63
14042,24202,369
14042,16777,18
14042,13341,275
24202,24211,606
24202,24462,37
24211,24462,178
24211,16790,263
24211,16817,165
24462,23257,106
24462,35701,109
24462,16003,8
23257,16489,300
23257,25091,1339
23257,39311,153
23257,44135,132
23257,16786,194
23257,25123,32
16489,15910,946
16489,44135,707
16489,15878,46
16489,15908,65
16489,50494,176
15910,48543,946
48543,51471,946
51471,24200,106
51471,15908,840
24200,25080,1024
25080,15460,1165
15460,15643,106
15460,51863,1104
15460,50187,2
15460,16657,109
15460,15849,16
15460,50534,32
25119,24851,868
24851,15706,773
24851,24852,95
15706,15718,773
15718,25127,491
47981,25553,67
47981,26170,64
25553,25554,991
25553,26175,347
25554,25807,573
25554,25555,418
25554,26190,161
25807,25548,579
25807,25920,74
25548,25549,981
25549,25550,1363
25549,15355,10
25549,26355,90
25549,15416,12
25549,47907,8
25549,2444,8
25550,25551,1016
25550,21921,4
25550,15355,326
25550,29342,52
25550,16031,9
25551,15355,1014
25551,26374,60
25551,15413,2
15355,15413,1324
15355,15416,10
15355,41825,16
15413,26403,67
15413,15414,933
15413,29342,286
15413,14600,40
26403,25880,984
26403,12044,40
26403,26404,23
26403,49421,33
26403,26613,2
25880,49413,320
25880,12119,582
25880,49421,106
25880,26404,46
49413,26613,67
49413,26628,110
49413,26597,238
49413,26405,6
26613,26628,325
26613,27043,2
26628,26405,263
26628,28510,197
27801,27520,495
27801,12008,306
27801,27523,32
27520,27481,935
27520,27167,6
27520,27191,357
27520,27533,129
27520,27482,60
27481,48117,424
27481,27143,185
27481,51568,79
27481,11999,89
27481,28859,211
27481,47835,180
48117,27479,381
48117,27512,26
48117,27499,17
27479,27499,428
27479,27514,36
27479,27512,154
26608,26604,265
26608,26602,159
26604,39133,194
26604,26614,159
26604,27901,59
26604,26787,150
26604,39517,20
26604,26654,5
26604,27692,16
26604,12408,38
39133,27899,94
39133,27901,179
39133,26654,85
39133,12408,40
39133,26906,6
39133,28794,4
39133,44503,7
39133,47918,11
39133,28328,4
39133,27622,6
39133,28206,5
27899,26654,532
27899,26887,43
27899,44758,2
27899,28206,8
26654,27622,936
26654,26665,44
26654,26130,97
26654,45015,108
27622,27918,860
27622,27646,74
27622,28915,1555
27622,26849,5
27622,27624,17
27622,47918,6
27622,44503,6
27918,27623,26
27918,27851,6
36168,24763,148
24763,16006,825
24763,24167,1812
24763,24734,62
24763,24850,44
16006,21317,2105
16006,24734,475
16006,24850,58
16006,25398,156
21317,24850,148
21317,21818,602
21317,24734,1558
24850,48214,206
24850,16147,179
24850,14599,259
24850,21318,1309
24850,21799,187
24850,15988,251
24850,14600,107
24850,47831,5
24850,21588,304
24850,23551,108
48214,14600,148
48214,34014,58
48214,22343,116
14600,48089,196
14600,47907,161
14600,15746,71
14600,47894,146
14600,47890,103
14600,15582,40
14600,25975,8
48089,16242,148
48089,15582,50
48089,16147,12
48089,15746,120
48089,15725,12
48089,15412,36
16242,25399,148
16242,23209,81
25399,15416,218
25399,21778,8
25399,23751,2
16105,23222,651
16105,23211,117
16105,38109,23
16105,21696,51
23211,26923,391
23211,21960,66
23211,26403,125
23211,12042,67
26923,21846,148
26923,21960,231
26923,26403,12
21846,26403,379
27901,27899,253
27901,26654,60
27901,26906,12
27901,28473,8
27901,50472,1
27901,51430,1
28786,28785,75
28785,28784,75
28784,28783,117
28783,28782,117
28782,28781,119
28782,28328,1
28781,28780,119
28780,28779,142
28780,28329,1
28779,28328,106
28779,28329,32
28779,51391,4
28328,51391,110
28328,26906,13
51391,28230,85
51391,26906,25
51391,51430,4
28230,51430,550
28230,26711,232
28230,43559,13
51430,26711,454
51430,26724,102
26711,26705,792
26711,26871,10
26711,28231,77
26711,28727,16
26705,26871,914
26705,51764,4
26705,42023,1
26871,28231,677
26871,25810,247
28231,26883,1260
28231,41843,712
26883,26872,1331
26883,40151,155
26883,25794,104
26872,40151,2077
26872,12740,189
40151,26684,2105
40151,26915,382
26684,26669,2514
26669,28915,1048
26669,25733,239
26669,26120,42
26669,27622,839
26669,28928,344
26669,44758,7
28915,43750,648
28915,27646,426
28915,29203,255
28915,27624,1620
28915,41087,179
28915,25734,58
43750,26849,601
43750,27918,47
43750,27646,1620
26849,27918,843
26849,25826,110
26849,45019,198
26849,26659,184
26849,26710,3
26849,25656,836
26849,44759,125
50398,47982,1703
50398,41976,510
50398,10716,48
50398,10790,82
8638,10119,1217
8638,10100,296
8638,8642,8
8638,10682,10
10119,8642,2125
10119,8645,5
8642,8645,2142
8642,8649,2
8645,10712,2354
8645,10748,6
8645,9697,3
8645,10750,11
8645,10784,4
10712,8647,2918
10712,8649,25
8647,8649,2884
8647,11869,34
8649,8651,2911
8651,8653,2911
8653,8655,2911
8655,8657,2911
8657,8659,2911
8659,8661,2911
8661,11864,2860
8661,8663,51
11864,9448,747
11864,8663,2113
9448,9449,760
9449,11731,760
11731,10085,1057
10085,10086,1057
10086,10742,545
10086,10137,204
10086,11878,283
10086,11293,10
10086,10784,4
10236,10264,873
10236,50399,135
10236,10790,875
10236,8468,222
10236,8415,2
10236,47982,325
10236,10627,163
10236,11880,44
10236,44258,685
10236,10225,372
47173,46901,853
46901,47341,853
47341,46526,853
46526,50803,853
50803,35318,481
50803,43794,372
35318,8799,481
25573,26018,1164
26018,25574,1164
25574,25576,1164
25576,25577,1164
25577,35403,416
25577,39629,270
25577,46601,154
25577,40984,322
25577,25578,2
35403,39619,416
39619,39621,146
39619,28674,270
39621,25581,284
39621,27390,184
39621,26109,2
25581,41951,146
25581,25582,763
41951,41953,146
41953,41955,146
41955,43372,951
41955,26125,340
41955,25916,212
43372,28671,1487
43372,16087,81
43372,15416,28
43372,48502,332
28671,43373,973
28671,25688,347
28671,25561,72
28671,26131,527
28671,16087,323
28671,28637,390
28671,15412,6
28671,27794,2
28671,17303,7
43373,26131,287
43373,28637,972
43373,25561,76
43373,17303,3
26131,48914,591
48088,48008,199
48008,27111,353
27111,26136,353
26136,26067,371
26067,26041,583
26041,26062,583
26062,26063,583
26063,28612,589
26063,28856,2
28612,26009,591
26009,26010,373
26009,28855,212
26009,26080,6
26010,26139,371
26010,25564,2
26139,48410,199
26139,48445,213
26139,26140,172
48410,48412,199
48412,48057,199
48057,25553,199
48057,37420,349
48057,43370,116
25555,25556,473
25556,25557,690
25556,25883,1030
25557,25558,690
25558,25559,450
25558,11934,572
25559,25560,450
25560,28637,324
25560,25561,126
25560,27399,8
28637,26131,1836
52011,52008,240
52008,52007,240
52007,52012,240
52012,52009,240
52009,47006,240
47006,47213,563
47213,8936,240
47213,10455,323
8936,10464,2599
8936,10468,3
8936,10309,4
10464,10468,799
10464,8938,1833
10468,10463,567
10468,11850,540
10468,9456,3
10463,10460,567
10460,10458,1881
10460,10502,283
10458,37732,2796
37732,10474,267
37732,10727,861
37732,10451,22
10474,37731,555
10474,9600,33
10474,10457,26
37731,9600,321
37731,11836,232
37731,11837,2
9600,10320,981
9600,9809,6
10320,9809,501
10320,10108,714
9809,9552,302
9809,11910,528
9809,9546,323
10179,10415,413
10179,10472,5
10179,10173,1232
10415,10486,600
10486,10487,600
10487,10488,600
10488,10489,600
10489,11923,600
11923,10416,600
10416,42750,386
10416,10593,214
42750,10490,624
10490,11809,386
10490,46387,612
10490,11226,12
11809,10252,901
10252,11580,901
11580,10254,901
10254,10255,901
10255,10364,901
10364,10253,901
10253,10234,901
10234,11904,240
11904,10058,1255
11904,10595,156
11904,9334,20
11904,46387,118
10058,9285,1255
9285,41396,1255
41396,9276,1255
9276,9284,1255
9284,9441,1255
9441,10366,1255
10366,9289,727
10366,9565,528
9289,10491,727
9289,9292,528
10491,9320,478
10491,9515,605
9320,9321,974
9321,9902,974
9902,11226,240
9902,10185,496
9902,50361,238
49843,15273,849
15273,15274,729
15273,15270,120
15274,15270,570
15274,15267,159
15270,15208,227
15270,23103,463
15270,15269,162
15208,15277,227
15277,15279,375
15277,43768,161
15277,43769,14
15279,15280,575
15279,15322,141
15280,15322,575
15322,15323,716
15323,23106,93
15323,980,503
15323,15367,120
23106,15327,641
23106,21513,5
23106,23127,3
15327,23002,621
15327,21627,20
23002,22069,107
23002,21627,426
23002,23126,88
25332,50894,745
50894,25335,162
50894,44398,120
50894,25333,463
25335,22964,162
25335,22981,256
25335,23776,6
25335,24265,201
22964,44398,176
22964,16824,1200
22964,25360,6
44398,25360,162
44398,41597,120
44398,35172,14
25360,34175,162
25360,35172,31
34175,22354,445
34175,21864,7
22354,21864,445
21864,41596,442
21864,24265,3
21864,25360,7
41596,22307,318
41596,16824,124
22307,42748,318
42748,42747,318
42747,42746,318
42746,42745,318
42745,16705,318
16705,35172,162
16705,35173,276
35172,23713,282
23713,23551,168
23713,12979,4
23713,23878,25
23713,21588,40
23713,14600,43
23713,25918,4
23713,24468,14
23713,16377,8
23551,16815,501
23551,23875,266
16815,642,169
16815,16811,337
642,16811,466
16811,16813,806
16813,23003,806
23003,16814,806
16814,16754,799
16814,22843,7
16754,22849,396
16754,16752,403
22849,3,204
22849,22846,198
3,24648,402
3,23762,5
3,23402,7
24648,25120,194
24648,25135,495
25120,23863,332
25120,23762,1056
25120,25033,14
25120,15592,50
23863,23849,332
23863,23561,321
23849,23846,332
23846,23658,306
23846,23839,26
23658,23779,832
23658,22357,11
23779,25134,802
23779,15817,150
50260,33942,1169
50260,34217,24
50260,15988,38
50260,14600,20
50260,35283,369
33942,49283,1011
33942,22356,28
33942,34119,158
33942,22357,81
49283,22372,162
49283,22356,799
49283,22357,50
22372,22373,849
22373,49209,318
22373,83,531
49209,22356,162
49209,22822,156
22356,38973,691
22356,22357,829
38973,25058,752
38973,34217,132
25058,34217,508
25058,39638,555
25058,22357,144
25058,44681,244
34217,44681,601
34217,15872,45
34217,17,48
34217,22357,45
34217,977,6
34217,25058,455
34217,39638,87
44681,44695,945
50692,750,138
750,751,326
750,50852,36
750,22742,557
750,16524,16
750,748,55
751,728,1053
751,16521,36
751,727,118
751,34650,2
751,34458,18
728,16521,335
728,42301,580
728,35493,2
728,34458,227
728,34668,68
16521,25324,80
16521,25304,254
16521,16614,486
51328,51327,80
51327,51326,80
51326,51300,80
51300,25320,80
51306,51329,80
51329,51303,80
51303,51330,80
51330,51344,80
51344,51297,80
51297,51339,80
51339,51353,80
51353,51343,80
51343,51299,80
51299,51269,80
47841,48898,605
2765,3045,424
2765,1283,6
2765,2700,4
2765,17352,14
3045,3046,410
3045,2700,30
17352,3164,128
17352,3201,43
17352,44956,381
17352,1283,260
17352,2094,4
17352,42830,2
17335,17474,641
17474,3170,128
17485,3539,509
3539,17475,128
3539,3168,381
17475,3809,128
3809,3692,128
3692,2072,307
3692,3983,4
3692,2855,16
2072,3512,2119
2072,16964,322
3512,3858,2211
3858,3975,2092
3858,3974,119
3975,3974,805
3975,2381,10
38976,13042,339
24016,772,547
24016,25358,642
21865,24040,983
21865,22668,143
24040,24045,983
24045,24032,523
24045,22668,460
24032,21314,710
24032,24035,107
21314,24028,526
21314,24035,184
24028,23956,339
24028,24024,498
24028,43486,143
24028,42542,260
23956,48249,659
23929,23951,517
23929,23942,73
23951,23952,517
51983,14066,385
14066,14069,391
14069,29352,385
14069,13345,8
14069,14332,3
14069,13287,5
14069,33862,5
14069,13040,5
14056,14556,395
14056,14057,1735
14056,14055,251
14056,14073,9
14073,14074,434
14074,14072,437
14072,14058,437
14058,14346,402
14058,14057,10
14058,41197,10
14058,29352,6
14058,29370,4
14055,14053,389
14055,29353,251
14055,13986,6
14051,13986,385
14051,40638,14
13986,13983,391
13983,13984,440
13984,13982,385
13984,13987,55
13982,13980,385
13980,13987,385
13987,14050,454
14050,14052,435
14050,13986,6
14050,14073,6
14050,29355,6
14050,29354,5
14052,14044,1739
14052,29353,30
14052,29370,258
14052,29432,3
29369,29370,393
29369,14073,10
29369,13039,3
14510,14068,399
14510,14067,6
14068,14067,399
14067,51983,385
14067,49972,20
33943,90,1344
33943,15817,83
33943,15872,155
15988,15989,909
15989,15990,1331
15990,25917,998
15990,25918,333
15990,25975,10
15990,26373,74
25917,25918,998
25919,25920,501
25919,25805,466
25920,25921,399
25920,26227,124
25920,46827,385
25921,25922,1362
25922,25923,2079
25923,25924,2059
25923,26232,22
25924,25925,894
25924,26222,527
25924,11940,636
25924,26232,2
25925,25926,896
25926,25927,1566
25926,25928,2
25927,25928,1065
25927,26158,340
25927,26167,161
47922,43422,12
47922,39624,152
47922,25562,26
43422,26170,195
43422,26145,333
43422,26150,644
26170,26118,12
26170,26117,698
26170,11931,6
26118,26123,1223
26123,12026,459
26123,28671,1082
26123,43372,109
26123,26272,359
12026,26110,12
12026,42024,547
12026,43372,234
26110,26108,202
26110,28673,6
26108,26205,969
26205,26087,12
26205,26091,755
26205,28673,202
26087,25899,344
26087,46975,213
26087,28674,20
25899,26082,12
25899,25900,147
25899,26089,546
26082,25565,19
26082,28845,214
25565,25566,598
25565,25567,6
25566,25567,591
25566,26059,7
25567,26061,12
25567,25568,577
25567,26063,2
25567,12015,6
26061,12015,12
12015,28670,266
12015,28679,2
12015,26046,34
28670,39620,275
28670,28999,20
28670,26057,6
39620,35402,405
39620,40984,2
35402,26052,743
48269,24722,615
48269,25353,397
43319,13368,731
13368,13370,2135
13368,29381,140
13370,13388,2135
13388,13391,1694
13388,29485,441
13391,13442,1694
13442,43283,2341
43283,43281,2037
43283,29332,304
43281,43280,2037
43280,13449,1689
43280,13450,348
13449,13473,1461
13449,13450,228
13473,13476,1489
13473,13477,767
13476,13479,1251
13476,29634,238
13479,13487,591
13479,29634,660
13549,13553,1252
13553,50637,1252
50637,13560,1252
13560,13565,2302
12914,13596,877
12887,12814,1346
12814,12924,527
12814,13143,320
12814,13239,499
37529,13524,777
13524,13522,188
13524,42862,1233
13522,13518,799
13522,14579,161
13518,13519,799
13434,13426,677
13426,13163,349
13426,13431,328
1931,1932,1548
1932,1930,385
1932,2738,717
1932,1928,446
1930,1935,385
1930,1934,1479
1935,1936,385
1940,3496,681
3496,1978,681
1978,1979,681
1979,35840,681
35840,3075,649
35840,3470,32
3075,1996,1314
3075,41290,511
1996,2039,516
1996,3897,798
2039,2035,516
2039,2031,60
2035,2628,940
2628,2030,940
2030,2031,516
2030,2619,424
2031,2032,576
2032,2033,576
2033,2034,576
2034,36097,445
2034,2960,131
36097,2409,2991
36097,3437,9
36097,2437,4
2409,3971,1354
2409,2050,998
2409,3818,803
3971,2052,1269
3971,41353,320
3971,2172,6
3971,3893,10
2052,3588,1520
2052,3839,22
2052,3840,196
3588,2172,1731
2172,3970,1737
3970,3612,1856
3970,3979,718
3970,2392,6
3612,2171,1856
2171,2166,1085
2171,3959,771
2166,3731,1085
2578,3955,1346
3955,2567,1099
3955,3954,108
3955,41362,139
2567,3563,1593
2567,2132,8
2567,2162,6
3563,2131,391
3563,2988,12
3563,2133,719
3563,2132,834
2131,2988,391
2988,3146,391
2988,2532,146
3146,2498,391
2498,2108,385
2498,2766,6
2108,2109,787
2109,2428,589
2109,1960,171
2109,1957,15
2109,2429,12
2426,3681,617
3681,3949,397
3681,1946,220
3949,3544,834
3949,3202,2
3544,3202,620
3544,1916,214
3202,3203,622
3203,3204,622
3204,1917,622
1917,1920,622
1920,1922,622
1922,3106,622
3106,3107,616
3107,1927,616
1927,1923,616
1923,1925,616
1925,1909,419
1925,1910,197
1909,1907,790
1909,1906,42
1907,2717,790
1907,1905,117
2717,2718,790
2718,3543,409
2718,42741,381
3543,2705,409
48024,3368,930
3368,2803,3357
3368,3096,1089
3368,3228,1202
3368,3825,22
2803,3370,1725
2803,3486,1443
2803,3939,30
2803,17488,296
3370,2863,1725
2863,2709,1725
2709,2731,1725
2731,17444,1725
17444,2719,1725
2719,3020,1725
3020,2732,1725
2732,2807,831
2732,38136,894
2807,2720,968
2720,2721,968
2721,1904,968
1904,1908,837
1904,2714,131
1908,2873,452
1908,1910,429
2873,3445,690
3445,2625,690
2625,1924,690
1924,2530,690
2530,2529,690
2529,1926,690
1926,1921,690
1921,1918,690
1918,1919,690
1919,3307,690
3307,2853,690
2853,2809,678
2853,1916,12
2809,3693,656
2809,3953,22
3693,17402,656
17402,1948,852
1956,2496,920
2496,2766,428
2496,2108,232
2496,2110,101
2766,3124,434
3124,3446,424
3124,2532,10
3446,1994,424
1994,2135,424
2135,2162,1000
2162,38892,424
2162,3029,479
2162,35822,101
2162,3155,4
38892,3954,562
2053,2566,907
2053,2051,236
2053,3816,272
2566,2051,821
2566,3816,397
2566,2050,60
2051,3816,670
2051,2050,381
2051,2960,2
2051,36098,4
3816,36098,1299
3816,3973,40
3820,2036,597
2036,2037,597
2037,2619,597
2619,2035,424
2619,2038,541
2619,3897,56
2038,17506,1075
2038,1980,310
17506,1980,456
17506,35849,1980
1980,1981,766
1981,3796,766
3796,3495,766
3495,2603,766
2603,1945,775
1945,1939,517
1945,2769,258
1939,1934,424
1939,1937,1176
1934,1933,854
1934,1931,1049
1933,2425,854
2425,1943,854
1943,1944,854
1944,1931,854
35825,3812,1800
35825,3896,310
35825,17316,432
35825,3894,8
35825,2041,39
2050,2572,1200
2050,2441,441
2572,2021,1013
2572,3327,187
41948,41947,880
41947,2046,783
41947,2578,97
3694,3290,663
3694,1859,6
3290,2920,1442
2920,1858,1442
1858,1854,1233
1858,2856,209
1854,1855,1242
1855,1853,1233
1855,3965,9
1853,2056,1233
2056,3074,1250
3074,2057,1250
2057,2071,1242
2057,3983,8
2071,2072,2126
2071,2767,26
2071,3512,14
16964,2602,364
16964,17115,10
16964,1749,390
2602,17115,744
17115,17118,787
17118,17107,783
17118,2745,4
17107,2745,773
17107,17104,10
17107,44644,164
2745,17104,941
17104,2746,951
2746,2930,787
2746,44647,164
2930,2598,777
2930,17100,10
2598,17100,777
2598,17099,164
17100,2934,785
2934,2752,775
2934,17093,10
2752,17093,775
17093,17091,775
17093,17062,10
17091,17062,775
17062,2600,871
17062,17081,10
2600,2936,967
2936,17059,967
17059,2601,364
17059,17121,603
17059,17078,2
2601,2753,562
2753,3256,781
2753,17124,96
2753,38570,96
3256,17183,877
17183,3257,868
17183,3258,9
3257,3258,868
3258,3259,877
3259,17057,877
17057,17054,877
17054,3702,775
17054,3705,10
17054,38566,102
3702,3705,775
3705,4089,10
3705,6878,48
3959,3731,1336
3959,2443,8
17319,17306,3597
17306,35821,3597
35821,17317,2973
35821,3253,332
35821,3437,292
17317,2158,992
17317,2160,693
17317,35835,1755
17317,3322,8
2150,17442,123
17442,2148,123
2148,39710,123
39710,3356,123
3356,3357,123
3357,2153,123
2153,2154,123
2154,2155,123
2155,39749,123
39749,2866,433
2866,2867,433
2867,17400,433
17400,2144,119
17400,2859,310
48040,3368,763
38136,37775,763
38136,16993,131
37775,37470,763
37470,1910,763
1910,1930,441
1910,2738,948
2738,2733,1665
2733,1939,1083
2733,1940,219
2733,2626,494
1937,1938,1176
1938,2431,1176
2431,1971,552
2431,36922,768
1971,1972,552
1972,1970,552
1970,2850,704
2850,1990,530
2850,3826,174
1990,1991,530
1991,17301,1495
17301,1989,1343
17301,3827,152
1989,3353,1365
3353,2531,1517
2531,1984,536
2531,1985,829
2531,3755,152
1984,1954,972
1984,1951,5
1984,1955,4
1954,1951,972
1951,1952,967
1951,3718,10
1952,3234,963
1952,3953,4
48919,50385,526
48919,13704,64
13704,13676,1082
13704,13127,22
13676,13129,723
13676,12878,337
13676,45041,22
13587,13033,1153
13587,44461,274
14508,14507,1553
14507,13474,1553
13474,13469,2026
13474,13471,211
13469,43278,1449
13469,13450,577
43278,13448,1449
13448,13445,2005
13445,43282,2005
43282,13440,2296
13440,13390,1655
13440,13392,641
13390,13389,1655
13389,13369,2097
13369,29384,1219
13369,13367,878
29384,43555,751
29384,13367,629
43555,29623,590
43555,13374,161
2011,2132,171
2011,2135,568
2132,2445,1009
2132,2573,8
2445,2573,1010
2445,46749,138
2445,2866,13
2573,3437,179
2573,2836,487
2573,2092,97
2573,3939,63
2573,3735,8
2573,3108,4
3437,3735,1420
3437,17488,1155
3437,3108,4
3437,3372,303
3437,3791,4
3735,3939,1078
3735,3791,378
2085,1271,1375
2085,2083,6
2085,3984,310
1271,42830,1590
1271,3164,32
1271,2771,47
1271,2083,87
42830,2083,1595
42830,3877,42
2771,2701,928
2771,3868,40
2771,3867,32
2771,3898,20
1837,1838,371
1838,3531,171
1838,1834,200
3531,1834,171
3531,1835,163
1834,1832,371
1832,3114,371
3114,1830,371
1830,2597,371
2597,3926,171
2597,3933,200
48886,48912,1321
48886,2392,32
48912,35696,321
48912,2392,495
48912,1296,221
48912,48890,284
35696,48890,281
35696,1296,40
35696,48889,29
1314,3934,57
1314,2765,10
3934,17347,163
3934,3900,368
3934,2072,4
17347,3249,163
3249,17348,163
17348,3868,163
3868,3875,163
3868,48900,128
3868,3898,36
3868,3867,14
3868,1296,14
3868,3900,329
3875,3849,163
3875,3933,236
3849,1828,163
1828,1829,371
1829,17341,371
17341,1831,371
1831,1833,371
1833,3531,163
1833,1835,208
1835,1836,371
1836,2702,371
2702,2699,371
2835,2444,677
2835,46749,6
2444,2136,679
2444,2133,6
2444,17302,537
2444,2532,4
2444,3365,4
2136,2137,683
2136,2988,8
2137,2133,671
2137,2135,8
2137,2988,4
2133,2434,647
2133,2134,743
2133,2017,6
1946,2540,1367
1946,17402,196
2540,2883,1367
2883,1947,1113
2883,3718,456
1947,1953,1113
1953,1955,959
1953,3374,154
1955,2695,513
1955,1985,450
3897,3611,264
3897,17316,534
3897,2040,56
3897,3894,6
3896,35794,310
3896,2039,60
35794,2038,844
36922,1976,774
1976,1991,965
1976,1992,6
2160,3322,938
3322,3981,946
3322,2094,32
3981,2157,946
3981,18959,6
2157,2711,950
2157,2192,8
2157,3510,60
2711,3373,1044
2711,3490,12
3373,17200,1265
17200,34221,649
17200,17499,440
17200,2094,176
17200,2090,82
34221,17344,655
17344,17194,655
17194,2971,655
2971,3529,663
3529,17279,659
3529,17192,4
17279,17192,659
17192,3845,557
17192,2157,85
3845,17275,938
17275,34218,938
34218,35844,234
34218,3977,704
35844,1246,1157
1246,1247,2171
1246,2711,30
1247,2402,2027
1247,48898,18
1247,3937,331
48045,17505,290
17318,35822,3024
17318,3563,4
17318,2567,500
35822,35823,3125
35823,3732,2175
35823,3952,950
3214,3123,118
3214,3110,126
3123,2891,118
2849,3176,274
2849,3050,289
3176,3177,274
3177,3051,274
1820,3934,118
48887,48886,1154
1985,1986,1279
1986,1987,1279
1987,1988,1279
1988,2437,847
1988,2028,426
1988,2029,6
35835,1246,1014
35835,35791,741
48044,3368,328
3470,1997,813
1997,1998,813
1998,1999,813
1999,2000,813
2000,2001,813
2001,2432,447
2001,2956,366
2432,2433,447
2432,2022,5
2433,2784,447
2784,2052,447
2784,2569,90
17499,44957,395
17499,2094,432
17499,2095,310
44957,2771,395
3215,3119,395
3215,3214,126
43212,3171,395
3171,3172,395
3172,17338,395
3172,3540,128
3149,3120,647
3120,3166,381
3120,3121,266
3168,43211,381
43211,43210,381
3291,2892,542
44956,36099,381
36099,36100,568
36100,3845,381
36100,1247,187
2441,2442,441
2442,2002,441
2002,2003,802
2003,2004,802
2004,2005,802
2005,3471,802
3471,41290,802
41290,17506,802
41290,3381,511
42741,37515,381
37515,2706,381
3779,3810,128
3779,3780,204
3810,17397,128
17397,3172,128
3050,3868,471
3050,1296,12
48031,3368,511
48031,3228,3
3096,3972,973
3096,35852,534
3972,35852,973
35852,16978,1507
16978,35851,1463
16978,1908,44
35851,3039,929
35851,35850,534
35851,3897,6
3039,35850,929
35850,2626,1463
2626,1982,1957
1982,3075,1176
1982,3470,781
3818,2410,825
2410,2384,844
2410,3588,20
2410,3970,18
2410,41353,22
2384,3970,825
2384,3979,19
3979,2536,339
3979,35793,966
3979,1247,18
3979,35844,355
3979,20674,6
3979,42794,19
2536,3490,258
2536,35844,42
2536,42794,39
2125,2120,1035
2120,2121,1035
2121,2122,1035
2122,2123,1035
2123,3939,1031
2123,2126,4
3699,3998,327
3699,3274,90
3699,3958,15
3699,17439,139
3998,3958,617
3998,3525,40
3958,3839,476
3958,3840,141
3958,2050,15
35849,2627,1980
2627,2654,1514
2627,1941,466
2654,3038,980
2654,1906,534
3038,1906,980
1906,1851,1556
1906,1725,5
1851,35853,1556
35853,3522,559
35853,3521,576
35853,3228,421
1864,1865,967
1865,1880,967
1880,1881,975
1881,2817,442
1881,3967,8
1881,2824,525
2817,2818,430
2818,3334,430
3334,2058,97
3334,2570,321
3334,2061,4
2058,2059,549
2059,2060,549
2060,1882,549
1882,1889,549
1889,2570,79
1889,2852,199
1889,1864,253
2570,3437,977
2570,2835,520
3932,38802,919
3932,3917,1397
3932,3931,8
3932,1446,42
38802,35637,625
38801,3916,866
3916,3931,2193
3916,39232,106
3916,1249,38
48019,3437,408
2836,2819,344
2836,3077,441
2836,1880,8
2836,2058,446
2836,2966,226
2819,2820,432
2820,2821,432
2821,2824,432
2824,2728,957
2728,1879,957
1879,1877,685
1879,1878,272
2045,3817,1165
2045,36098,4
2045,3971,6
3817,36098,947
3817,2410,18
3817,3971,196
1878,38116,593
38116,1883,593
1883,1884,593
1884,1885,593
1885,1886,593
1886,3077,64
1886,2819,18
1886,2570,504
1886,2061,7
3843,3998,330
3973,1233,214
1233,3812,20
1233,3611,40
3332,3333,564
3333,2069,34
3333,46987,530
2069,2067,903
2069,3512,48
2069,3661,321
2069,2071,14
2067,2068,910
2067,3512,6
2067,2071,16
2068,2071,886
2068,2855,20
2068,2072,4
2855,3308,1233
2855,2055,6
3308,3032,1237
3032,2054,1227
3032,3965,10
2054,2055,1257
2055,1852,1245
2055,1860,6
2055,2856,8
1852,1856,1199
1852,2856,46
1856,1857,1199
1857,3962,624
1857,1860,677
1857,3233,155
3378,16977,66
50974,35772,425
35772,35773,1395
35773,35802,1395
35802,3016,980
35802,35804,415
3016,3158,1596
3158,35623,1596
35623,2331,1301
35623,3128,295
2331,2328,1301
2328,2329,1301
2329,2504,1301
2504,16988,1301
16988,2481,561
16988,2908,1027
2481,2483,914
2483,2323,561
2483,2983,273
2483,2909,353
2323,2320,561
2323,2910,762
2320,35674,561
35674,3787,166
35674,2989,395
3787,2538,30
3787,2202,136
2538,2465,30
2465,2214,437
2214,2190,437
2190,2589,834
2190,2176,12
2589,2176,856
2176,3599,712
2176,3601,156
3917,1446,1517
1446,3911,1339
1446,1448,216
1446,3830,4
3911,1448,1441
1448,3909,2086
1448,3921,216
3909,3913,2078
3909,3101,4
3909,2544,4
3913,3912,2078
3912,3914,2078
3914,3921,2087
3921,2229,1102
3921,3907,174
3921,3928,42
3921,2650,763
3921,3280,240
2229,2235,1216
2229,17994,4
2229,3907,38
2235,2964,1076
2964,2233,836
