stop_id,stop_name,region,status,degree_bus,degree_all_modes,is_articulation_point_bus,is_articulation_point_all_modes
35155,קריית משה,Jerusalem,absent_from_bus_network,0,2,False,True
35156,קריית משה,Jerusalem,absent_from_bus_network,0,2,False,True
35157,כיכר דניה,Jerusalem,absent_from_bus_network,0,2,False,True
35158,כיכר דניה,Jerusalem,absent_from_bus_network,0,2,False,True
35159,יפה נוף,Jerusalem,absent_from_bus_network,0,2,False,True
35160,יפה נוף,Jerusalem,absent_from_bus_network,0,2,False,True
35161,הר הרצל,Jerusalem,absent_from_bus_network,0,2,False,True
35162,הר הרצל,Jerusalem,absent_from_bus_network,0,2,False,True
35163,החלוץ,Jerusalem,absent_from_bus_network,0,2,False,True
35164,החלוץ,Jerusalem,absent_from_bus_network,0,2,False,True
37384,עכו,North,absent_from_bus_network,0,2,False,True
40582,עפולה,North,absent_from_bus_network,0,2,False,True
41078,ביה''ח בני ציון,North,absent_from_bus_network,0,2,False,True
41079,מסדה,North,absent_from_bus_network,0,2,False,True
41080,הנביאים,North,absent_from_bus_network,0,2,False,True
41081,הדר העירייה,North,absent_from_bus_network,0,2,False,True
41291,אחיהוד,North,absent_from_bus_network,0,2,False,True
44795,טכניון מרכז,North,absent_from_bus_network,0,2,False,True
49090,איסקוב,Center,absent_from_bus_network,0,2,False,True
49091,אצטדיון בלומפילד,Center,absent_from_bus_network,0,2,False,True
49092,אליפלט,Center,absent_from_bus_network,0,2,False,True
49093,ארלוזורוב,Center,absent_from_bus_network,0,2,False,True
49094,ביאליק,Center,absent_from_bus_network,0,2,False,True
49097,שנקר,Center,absent_from_bus_network,0,2,False,True
49098,קרול,Center,absent_from_bus_network,0,2,False,True
49099,שלמה,Center,absent_from_bus_network,0,2,False,True
49100,קרליבך,Center,absent_from_bus_network,0,2,False,True
49101,אבא הלל,Center,absent_from_bus_network,0,2,False,True
49102,גשר אם המושבות,Center,absent_from_bus_network,0,2,False,True
49103,ז'בוטינסקי,Center,absent_from_bus_network,0,2,False,True
49104,רוטשילד,Center,absent_from_bus_network,0,2,False,True
49105,העצמאות,Center,absent_from_bus_network,0,2,False,True
49107,בלינסון,Center,absent_from_bus_network,0,2,False,True
49108,מחרוזת,Center,absent_from_bus_network,0,2,False,True
49109,יהודית,Center,absent_from_bus_network,0,2,False,True
49110,ארלוזורוב,Center,absent_from_bus_network,0,2,False,True
49111,כ''ט בנובמבר,Center,absent_from_bus_network,0,2,False,True
49112,יוספטל,Center,absent_from_bus_network,0,2,False,True
49113,בלפור,Center,absent_from_bus_network,0,2,False,True
49114,מחרוזת,Center,absent_from_bus_network,0,2,False,True
49115,הבעש''ט,Center,absent_from_bus_network,0,2,False,True
49116,אצטדיון בלומפילד,Center,absent_from_bus_network,0,2,False,True
49118,בלפור,Center,absent_from_bus_network,0,2,False,True
49119,העצמאות,Center,absent_from_bus_network,0,2,False,True
49120,קרול,Center,absent_from_bus_network,0,2,False,True
49121,ארליך,Center,absent_from_bus_network,0,2,False,True
49122,שלמה,Center,absent_from_bus_network,0,2,False,True
49123,אלנבי,Center,absent_from_bus_network,0,2,False,True
49124,קרליבך,Center,absent_from_bus_network,0,2,False,True
49126,העמל,Center,absent_from_bus_network,0,2,False,True
49128,שנקר,Center,absent_from_bus_network,0,2,False,True
49129,שחם,Center,absent_from_bus_network,0,2,False,True
49130,דנקנר,Center,absent_from_bus_network,0,2,False,True
49131,פינסקר,Center,absent_from_bus_network,0,2,False,True
49133,איסקוב,Center,absent_from_bus_network,0,2,False,True
49134,אליפלט,Center,absent_from_bus_network,0,2,False,True
49135,אלנבי,Center,absent_from_bus_network,0,2,False,True
49136,יהודית,Center,absent_from_bus_network,0,2,False,True
49137,שאול המלך,Center,absent_from_bus_network,0,2,False,True
49138,כ''ט בנובמבר,Center,absent_from_bus_network,0,2,False,True
49139,בנימין,Center,absent_from_bus_network,0,2,False,True
49140,שחם,Center,absent_from_bus_network,0,2,False,True
49141,בלינסון,Center,absent_from_bus_network,0,2,False,True
