stop_id,stop_name,topological_rank,demand_weighted_rank,rank_shift
37075,קאסר א סיר 5,16497.0,18086.0,-1589.0
43732,אלח'לה/אלג'ולאן,10240.0,18087.0,-7847.0
48303,דרך עראבייה,11483.0,18088.0,-6605.0
11744,גבעת התחמושת/שרגאי,22654.0,18089.0,4565.0
48306,עלי בן טאלב,10302.0,18090.0,-7788.0
1087,רוטשילד/איריס,15577.0,18091.0,-2514.0
22128,שרה אמנו,20287.0,18092.0,2195.0
5181,מפעל,17588.0,18093.0,-505.0
10326,גן הורדים/זוסמן,17116.0,18094.0,-978.0
29198,ירושלים/דרך רבין,18651.0,18095.0,556.0
44328,יגיע כפיים/הפסגות,19290.0,18096.0,1194.0
1275,דרך המסילה/דקל,16427.0,18097.0,-1670.0
27663,מועצה אזורית שער הנגב,12592.0,18098.0,-5506.0
42448,דרך הדרום/שדרות אבני החושן,17380.5,18099.0,-718.5
40378,בי''ס אל נור,14814.0,18100.0,-3286.0
17238,מזכירות,6809.0,18101.0,-11292.0
42184,דרך החורש/החרוב,22224.0,18102.0,4122.0
35407,מרכז רפואי דגני/הרב עובדיה יוסף,16512.0,18103.0,-1591.0
51270,המסגר/ריב''ל,24163.0,18104.0,6059.0
26143,מפקורה/משה דיין,22707.0,18105.0,4602.0
25144,הרימון/כביש 412,8603.5,18106.0,-9502.5
3281,בן צבי/חטיבת דגן,13326.0,18107.0,-4781.0
5879,מגרש ספורט/קופת חולים לאומית,15288.0,18108.0,-2820.0
50211,3855/טופז,6576.0,18109.0,-11533.0
19447,צומת רמת מגשימים,16426.0,18110.0,-1684.0
34824,פארק מצפה נבו,18362.0,18111.0,251.0
10875,אלון א,10543.0,18112.0,-7569.0
21813,ירמיהו/גדעון,19553.0,18113.0,1440.0
42280,איקאה/ירדן,4962.0,18114.0,-13152.0
49809,חטיבת גולני/הברדלס,14944.0,18115.0,-3171.0
51299,חטין/אל-ארד,10257.0,18116.0,-7859.0
27308,ניר משה,997.0,18117.0,-17120.0
25021,אפרים/סטרומה,22764.0,18118.0,4646.0
3446,בית ספר בית יעקב/המימוני,16755.0,18119.0,-1364.0
2184,טרומן,20524.5,18120.0,2404.5
6660,פקיעין מרכז ב,12574.0,18121.0,-5547.0
6732,כיכר המזרקה,11982.0,18122.0,-6140.0
43234,כביש 40/נווה חריף,3804.0,18123.0,-14319.0
5357,'ברנר א,17741.0,18124.0,-383.0
40963,סנובר אלג'או/דרב סאפר,12934.0,18125.0,-5191.0
15858,הרצל/אוסישקין,24559.0,18126.0,6433.0
9944,חצב/רמב''ם,20736.0,18127.0,2609.0
21329,שד. בגין/השחר,21399.0,18128.0,3271.0
38816,אל מקפה/דיר אל עמוד,16687.0,18129.0,-1442.0
25466,שכונה 31,17380.5,18130.0,-749.5
19168,כאוכב א'/כניסה,12455.0,18131.0,-5676.0
22202,שבטי ישראל/לוי,22393.0,18132.0,4261.0
18642,דוד שו''ב/דרך המרכז,13445.0,18133.0,-4688.0
9929,שמעון סוויסה/חצב,22112.0,18134.0,3978.0
37513,שכונת זיוד/421,13118.0,18135.0,-5017.0
47447,דאהוד סולימאן תלחמי/אלג'בל,8500.0,18136.0,-9636.0
18240,מסעף בית ג'אן/כביש 864,10684.0,18137.0,-7453.0
11250,קוצין/קרלה,13502.0,18138.0,-4636.0
29130,מרכז רזין/מרכז הוכמן,16361.0,18139.0,-1778.0
15765,הגולן/השומרון,17204.0,18140.0,-936.0
763,האוניברסיטה הפתוחה/רבוצקי,21304.0,18141.0,3163.0
34582,בית ספר יסודי הר ברכה,19963.0,18142.0,1821.0
35652,יגאל אלון/חיבת ציון,22008.0,18143.0,3865.0
14098,קאנטרי נווה אביבים/יהודה הנשיא,22365.0,18144.0,4221.0
26966,החרוב/הארזים,20554.0,18145.0,2409.0
9518,ברזיל/שמריהו לוין,21567.0,18146.0,3421.0
12481,בי''ס שילה,19130.0,18147.0,983.0
49665,כביש 5710/דרך הפרדסים,6400.0,18148.0,-11748.0
21495,צרכניה,19270.0,18149.0,1121.0
999,סוקולוב/ששת הימים,25753.0,18150.0,7603.0
51350,אל-חרם/בילאל,10241.0,18151.0,-7910.0
51213,יהודה המכבי/שדרות ענבה,9403.0,18152.0,-8749.0
48141,ת. מרכזית המפרץ/רציפים בינעירוני,19647.0,18153.0,1494.0
5362,'ברנר ב,17947.0,18154.0,-207.0
43449,האשל/חבצלת החוף,1067.0,18155.0,-17088.0
50454,דרך משה כחלון/נחל עבדת,15370.0,18156.0,-2786.0
39519,מירון/הר פאר,17219.0,18157.0,-938.0
5847,מרכז הכפר,14860.0,18158.0,-3298.0
20321,קונסרבטוריון בית אלמוסיקה,5944.0,18159.0,-12215.0
51918,מסוף רכבת קיסריה פרדס חנה/איסוף,17995.0,18160.0,-165.0
35291,דרך אריאל שרון/דרך החטיבות,21215.0,18161.0,3054.0
10119,גבעת משה/עלי הכהן,25711.0,18162.0,7549.0
1723,צומת גבע כרמל,22070.0,18163.0,3907.0
41136,צומת מצפה אשתמוע,15844.0,18164.0,-2320.0
13797,ביה''ס תל חי/מעפילי אגוז,25510.0,18165.0,7345.0
18566,'שז''ר ב,20897.0,18166.0,2731.0
40870,ת. רכבת כפר יהושע/איסוף,9849.0,18167.0,-8318.0
44473,ארלוזורוב/בן יהודה,23668.0,18168.0,5500.0
20804,אנפה,17380.5,18169.0,-788.5
13237,מתחם מידטאון/דרך מנחם בגין,24443.0,18170.0,6273.0
36839,בנה ביתך 7,13922.0,18171.0,-4249.0
3209,המגינים/שביל הטף,1496.0,18172.0,-16676.0
12118,אביגדור/כפר ורבורג,14932.0,18173.0,-3241.0
39702,65/כפר מנדא,10710.0,18174.0,-7464.0
48183,ת. מרכזית ק''ש/רציפים,18887.0,18175.0,712.0
48416,רואוס אל-ג'באל/בי''ס סאליזיאן,1285.0,18176.0,-16891.0
24567,הבנים/השיטה,20880.0,18177.0,2703.0
22255,אסתר המלכה/שרה אמנו,19736.0,18178.0,1558.0
20682,חרמון/נחל שורק,21270.0,18179.0,3091.0
28611,רנן מרכז,10519.0,18180.0,-7661.0
44245,אלזראעיה/ביסאן,14918.0,18181.0,-3263.0
4855,עצמון/מירון,21196.0,18182.0,3014.0
18801,בית לחם הגלילית/כניסה,13719.0,18183.0,-4464.0
42691,ת. רכבת מלאכי יואב/כביש 383,12515.0,18184.0,-5669.0
7482,חב''ד/ מעזריטש,24552.0,18185.0,6367.0
17884,מסעף גורן,5453.0,18186.0,-12733.0
34711,צומת ריחן/כביש 596,17380.5,18187.0,-806.5
45042,ירמיהו/שמגר,25910.0,18188.0,7722.0
13065,יהודה הלוי/החשמונאים,23235.0,18189.0,5046.0
21713,קופת חולים כללית,21598.0,18190.0,3408.0
42940,אורן/ברוש,19174.0,18191.0,983.0
49037,חטיבת רימון,20093.0,18192.0,1901.0
42631,טננבאום/צוקרמן,18991.0,18193.0,798.0
16209,דרך זאב ז'בוטינסקי/היצירה,19997.0,18194.0,1803.0
18155,החרושת/חשמל,16143.0,18195.0,-2052.0
43669,ביר הדאג' 5,14138.0,18196.0,-4058.0
7478,ישיבת עטרת שלמה,22228.0,18197.0,4031.0
35629,חוצות המפרץ,19844.0,18198.0,1646.0
38357,יוסף גדיש/אבני החושן,21709.0,18199.0,3510.0
48698,אלי מויאל/הרב אלישע וישלצקי,19493.0,18200.0,1293.0
40760,אבו חואריף/כביש 70,14943.0,18201.0,-3258.0
13272,יגאל אלון/שד' החי''ל,25351.0,18202.0,7149.0
21220,'בית ספר קהילתי ג,8317.0,18203.0,-9886.0
35548,קהילת יעקב/הרב מזוז,21896.0,18204.0,3692.0
34377,ארבל/גלעד,6120.0,18205.0,-12085.0
28196,עומרים/אשכולות,7145.5,18206.0,-11060.5
41999,שדרות ירושלים/שלום עליכם,19573.0,18207.0,1366.0
13677,עיריית תל אביב - יפו/בלוך,23906.0,18208.0,5698.0
44558,אלחורה/אלואדי אלשמאלי,10302.0,18209.0,-7907.0
20686,איבטין מסגד,14814.0,18210.0,-3396.0
20454,מנחם בגין/עירית,19339.0,18211.0,1128.0
39602,ניר ח''ן ב,8603.5,18212.0,-9608.5
27866,צומת גבים,11857.0,18213.0,-6356.0
16699,הבנים/האפרסמון,19476.0,18214.0,1262.0
28559,נחל סועה,10383.0,18215.0,-7832.0
954,אסתר המלכה/עתידים,17855.0,18216.0,-361.0
855,בי''ס גורדון/הגליל,21868.0,18217.0,3651.0
27926,עין השלושה מרכז,8603.5,18218.0,-9614.5
39139,הזיכרון/שדרות הרצל,19333.0,18219.0,1114.0
25311,עומר בן אל ח'טאב/א רדואן,13404.0,18220.0,-4816.0
35301,בית הלל ו,6951.0,18221.0,-11270.0
49332,האתרוג/הלימון,17380.5,18222.0,-841.5
24571,מגרש כדורגל/המחתרות,20853.0,18223.0,2630.0
2223,קארו/בר יוחאי,14814.0,18224.0,-3410.0
8465,מזכירות,22053.0,18225.0,3828.0
4455,מועצה,15361.0,18226.0,-2865.0
13169,דרך הטייסים/עודד,23560.0,18227.0,5333.0
5591,צומת ג'ת ינוח,12204.0,18228.0,-6024.0
20559,האלון/האתרוג,18138.0,18229.0,-91.0
5577,רמות נפתלי/מרכז,5589.0,18230.0,-12641.0
41724,מסעף כפר בלום/9778,19741.0,18231.0,1510.0
37186,ראמה/קופ''ח כללית,19414.0,18232.0,1182.0
29216,פרופסור אברהם אמיר/פרופסור שמואל אייזנשטדט,19041.0,18233.0,808.0
27912,צומת נגבה,14039.0,18234.0,-4195.0
47256,שדרות ירושלים/שדרות וייצמן,22447.0,18235.0,4212.0
48840,שדרות הרצל/נתן אלתרמן,22205.0,18236.0,3969.0
39972,מרכז,14503.0,18237.0,-3734.0
34288,גאולים/שבי ציון,17691.0,18238.0,-547.0
24633,הראשונים/הנחלים,2644.0,18239.0,-15595.0
44114,רוזמרין/לימונית,20863.0,18240.0,2623.0
40627,מסגד מזרחי,17227.0,18241.0,-1014.0
42568,ירכא 15,12397.0,18242.0,-5845.0
23481,כביש 444 לצפון/שד' שלמה המלך,21919.0,18243.0,3676.0
51080,ישיבת תורת נחום,10742.0,18244.0,-7502.0
14011,משמר הירדן/הרוגי מלכות,21899.0,18245.0,3654.0
5207,שכונת ספאפרה,19198.0,18246.0,952.0
44045,קופת חולים כללית,8603.5,18247.0,-9643.5
34736,עמוס,22132.0,18248.0,3884.0
27667,גן לאומי אשכול,5777.0,18249.0,-12472.0
27476,המתכנן/האומן,4874.0,18250.0,-13376.0
28584,שוהם/אודם,15088.0,18251.0,-3163.0
40229,נאעורה מערב,12934.0,18252.0,-5318.0
49348,האתרוג/סמטת האשכוליות,17380.5,18253.0,-872.5
20814,מרכז מסחרי מבואות החרמון,6150.0,18254.0,-12104.0
41627,הרב חזן/מעלה יאיר שטרן,17215.0,18255.0,-1040.0
41499,דרך נחל פרת/נחל ערוגות,13480.0,18256.0,-4776.0
21542,האודם/לשם,18740.0,18257.0,483.0
35104,בית השואה/דרך הנחשונים,20010.0,18258.0,1752.0
6367,דרך השקד/הזית,17764.5,18259.0,-494.5
18223,כיכר חורפיש,15171.0,18260.0,-3089.0
38212,שלאלי/יציאה,12934.0,18261.0,-5327.0
12736,בי''ס טללים/הקנאים,21223.0,18262.0,2961.0
20785,נשר א,19019.0,18263.0,756.0
38193,יפיע/כביש 302,9008.0,18264.0,-9256.0
1961,בית חולים בני ציון/גולומב,21824.0,18265.0,3559.0
43644,סופרמרקט/רחוב 2,17380.5,18266.0,-885.5
43845,ענבר/טופז,19311.0,18267.0,1044.0
51330,אבן תיימיה/אל-מג'זרה,13008.0,18268.0,-5260.0
50810,כמאל ג'ונבלאט/אלנורס,11451.0,18269.0,-6818.0
21012,ח'לת א-דיר,15603.0,18270.0,-2667.0
18965,שדה נחמיה 2,18175.0,18271.0,-96.0
22045,צבי הורוביץ/קלמן גבריאלוב,22030.0,18272.0,3758.0
6568,חומרי בנין,16219.0,18273.0,-2054.0
41649,צפניה/ניסן,20618.5,18274.0,2344.5
24706,מכבים/בזלת,14085.0,18275.0,-4190.0
35677,דרך ההר,12722.0,18276.0,-5554.0
46712,שדרות רוטשילד/שדרות מונטיפיורי,22942.0,18277.0,4665.0
20890,חג'אג'רה א'/כניסה,16986.0,18278.0,-1292.0
34135,שבזי/הבנים,15999.0,18279.0,-2280.0
5442,כליל החורש/שיזף,18106.0,18280.0,-174.0
15556,דרך יבנה,25418.0,18281.0,7137.0
38466,אלסנדחאוי ה/טארק בן זיאד,8495.0,18282.0,-9787.0
1826,דרך משה/קרן היסוד,18208.0,18283.0,-75.0
10517,שיירת הר הצופים/מעונות רזניק,22849.0,18284.0,4565.0
24228,אבשלום גיסין/משה דיין,21931.0,18285.0,3646.0
29235,גיאה   משק 88/דרך שדמה,13948.0,18286.0,-4338.0
6909,הציפורנים / הנוריות,11380.0,18287.0,-6907.0
45011,אורי צבי גרינברג/הר רמון,12038.0,18288.0,-6250.0
36025,אלשאפי/בלקיס,5477.0,18289.0,-12812.0
44049,עראמשה 4,9388.5,18290.0,-8901.5
49464,רבי נחמן מאומן/הרבי מלובאוויטש,20027.5,18291.0,1736.5
51195,ת. מרכזית צפת/ירושלים,16612.0,18292.0,-1680.0
21962,רמת הגולן/מפרץ שלמה,20456.0,18293.0,2163.0
25293,שלום צלח/הרב אלקלעי,22965.0,18294.0,4671.0
16474,האגוז/שדרות ז'בוטינסקי,19987.0,18295.0,1692.0
24122,משה שרת/ההסתדרות,24038.0,18296.0,5742.0
48385,אלאקסא/אלסקאטי,11400.0,18297.0,-6897.0
43664,ביר הדאג' 7,15561.0,18298.0,-2737.0
22785,הכלנית/הרותם,18070.0,18299.0,-229.0
9936,ברוש/חבצלת,20707.5,18300.0,2407.5
50567,מרכז תחבורתי הארזים/בינעירוני,22441.0,18301.0,4140.0
2897,חבצלת/צה''ל,18727.0,18302.0,425.0
1687,קיבוץ גלויות/הכרם,7930.0,18303.0,-10373.0
26675,נחל גרופית/נחל ערוד,16838.0,18304.0,-1466.0
21139,יודפת/ארבל,19144.0,18305.0,839.0
49552,חומה ומגדל/שנקר,25497.0,18306.0,7191.0
14645,בורוכוב/ההגנה,21882.0,18307.0,3575.0
19476,מעלה חוני המעגל/בן ציון נתניהו,3135.0,18308.0,-15173.0
11527,אלי תבין א',20055.0,18309.0,1746.0
17257,בית ספר אל פארוק החדש,7900.0,18310.0,-10410.0
41604,צומת הגדי למזרח,12166.0,18311.0,-6145.0
5939,אבן מנחם ב,4889.0,18312.0,-13423.0
49760,הכורמים/שאר ישוב,1577.0,18313.0,-16736.0
20340,200/240,9340.0,18314.0,-8974.0
50766,ת.מרכזית/עירוניים לצפון,19121.0,18315.0,806.0
36926,הרמב''ם/התבור,24506.0,18316.0,6190.0
37237,חאכורת אל עסלי ב,2268.0,18317.0,-16049.0
4688,מושב דבורה,13361.0,18318.0,-4957.0
47288,אלבלדיה/נדאא אלסלאם,4233.0,18319.0,-14086.0
680,מסעף שפיים,19471.0,18320.0,1151.0
20317,225/200,7117.0,18321.0,-11204.0
1779,רמב''ם/מוצקין,20693.0,18322.0,2371.0
50894,בנימין שמוטקין/התעשיין,21981.0,18323.0,3658.0
44246,אלמותנבי,17013.5,18324.0,-1310.5
42149,מסוף שער בנימין/איסוף,21370.0,18325.0,3045.0
22454,בית חלקיה/כניסה,20381.0,18326.0,2055.0
49426,בית כנסת הרחבה,15471.5,18327.0,-2855.5
5758,צומת צלמון/אלחמרה,6142.0,18328.0,-12186.0
26889,צומת מחנה צור,14902.0,18329.0,-3427.0
16887,בי''ס אל-ע'זאלי,12666.0,18330.0,-5664.0
28504,שכונה 2,14299.0,18331.0,-4032.0
49747,דרך הים/סברי מרנן,13786.0,18332.0,-4546.0
49637,גלובוס סנטר/שדרות חיים בר לב,4679.0,18333.0,-13654.0
34630,דרך הציונות/מבצע עובדה,22217.0,18334.0,3883.0
26594,מחצבה,15108.0,18335.0,-3227.0
11418,ת. רק''ל שועפאט מרכז/דרך שועפאט,22701.0,18336.0,4365.0
38502,אלסנדחאוי ו/טארק בן זיאד,5378.0,18337.0,-12959.0
7035,קופ''ח כללית/נימר חוסיין,7687.0,18338.0,-10651.0
46526,הרב ראפל ברוך טולדנו,22507.0,18339.0,4168.0
23940,ת.רק''ל העמל/הרב ניסנבאום,5539.0,18340.0,-12801.0
35706,פרנקל/בורכוב,11201.0,18341.0,-7140.0
44509,מנחם בגין/הר גבים,14814.0,18342.0,-3528.0
34009,שמעון פרס/ורבורג,29008.0,18343.0,10665.0
21004,מ. הפועלים / יאסר ערפאת,3236.0,18344.0,-15108.0
23985,דרך בן גוריון/ז'בוטינסקי,22714.0,18345.0,4369.0
44073,החלמונית/הניסנית,20049.0,18346.0,1703.0
16447,שדרות הראשונים/שדרות העצמאו,17050.0,18347.0,-1297.0
24532,כיכר מגדיאל/סוקולוב,21734.0,18348.0,3386.0
37614,הדקל/חרמון,15291.0,18349.0,-3058.0
1777,בית ספר דגניה/הרב קוק,20551.5,18350.0,2201.5
7047,לבון יציאה,9976.0,18351.0,-8375.0
17042,רכבת העמק/מנחם בגין,8760.0,18352.0,-9592.0
40497,חג'אג'רה ג,17824.0,18353.0,-529.0
12180,חטיבת גולני/המליחה,18395.0,18354.0,41.0
7892,'סלעית א,15261.0,18355.0,-3094.0
121,חיים ברלב/מרדכי מקלף,22944.0,18356.0,4588.0
46377,מחלף יפתחאל/יציאה לכביש 784,14364.0,18357.0,-3993.0
48909,אצטדיון נשר,7589.0,18358.0,-10769.0
46773,עיריית טייבה/אלבלאדיה,4233.0,18359.0,-14126.0
22470,קופת חולים/פינסקר,25176.0,18360.0,6816.0
36024,אלשאפי/אלכוואריג,5608.0,18361.0,-12753.0
49659,מסעף מחנה רמת דוד,15867.0,18362.0,-2495.0
35384,ציפורי 1,12833.0,18363.0,-5530.0
2519,רשי/צלאח,14814.0,18364.0,-3550.0
19415,היוצר/המרכבה,10664.0,18365.0,-7701.0
16641,צומת שבזי,22666.0,18366.0,4300.0
43977,נמסאוי/ביטוח לאומי,18702.0,18367.0,335.0
40119,העליה/יהודי סוריה,21607.0,18368.0,3239.0
20635,סער/צמח,18810.0,18369.0,441.0
35764,העשור,22748.0,18370.0,4378.0
24024,ת.רק''ל יוספטל,11534.0,18371.0,-6837.0
11277,הארזים/שביל החרובים,19610.0,18372.0,1238.0
3832,דרך יצחק רבין/דרך אהרון,20301.0,18373.0,1928.0
27891,צומת שובה,9040.0,18374.0,-9334.0
6266,בי''ס יסודי אלהייב,14066.0,18375.0,-4309.0
44856,א סאפא/אבו ח'שבה,17380.5,18376.0,-995.5
22598,הבנים/שדרות אפרים,21484.0,18377.0,3107.0
24503,צומת ירקונה/דרך רמתיים,19781.0,18378.0,1403.0
2048,חסן שוקרי/הנביאים,17835.0,18379.0,-544.0
6419,צומת חניתה,8167.0,18380.0,-10213.0
26872,שדרות דוד בן גוריון/יהושע הצורף,19228.0,18381.0,847.0
40950,ירכא 14,13545.0,18382.0,-4837.0
3094,שלונסקי/שטראוס,16767.0,18383.0,-1616.0
49307,גן לאומי אכזיב ,10591.0,18384.0,-7793.0
44641,א-סהיל,10302.0,18385.0,-8083.0
23643,קרית עקרון,12578.0,18386.0,-5808.0
21617,עוזי חיטמן/חנוך לוין,22774.0,18387.0,4387.0
2334,מבצע יונתן/עין הדבש,17792.0,18388.0,-596.0
26270,מוריה/חיים נחמן ביאליק,21027.0,18389.0,2638.0
6406,הורד/יקינטון,14499.0,18390.0,-3891.0
20961,אום קוביי/אל-כרום,15978.0,18391.0,-2413.0
18363,תאופיק זיאד/הרובע המזרחי,21586.0,18392.0,3194.0
19691,סטרומה/קדש,18474.0,18393.0,81.0
10121,תחנת רקל''ה שמעון הצדיק/שדרות בר לב,24139.0,18394.0,5745.0
4958,בית העם,17197.0,18395.0,-1198.0
4129,מסעף מי עמי,2690.0,18396.0,-15706.0
49170,ת. מרכזית לוד/רציפים,23754.0,18397.0,5357.0
20761,בנק מרכנתיל,2927.0,18398.0,-15471.0
14695,דרך הים/דרך הפרדסים,7367.0,18399.0,-11032.0
19733,צומת הנצי''ב,14245.0,18400.0,-4155.0
4169,העיר העתיקה,22817.0,18401.0,4416.0
50880,נחל מירון/נחל משושים,17380.5,18402.0,-1021.5
35750,רבין,4940.0,18403.0,-13463.0
38785,מרכז מיר''ב,21710.0,18404.0,3306.0
37132,כיכר יסוד המעלה/המייסדים,12094.0,18405.0,-6311.0
20769,הכיכר,10874.0,18406.0,-7532.0
11837,ברל לוקר/ארסט,21137.0,18407.0,2730.0
1067,צומת מלון קיסריה,17946.0,18408.0,-462.0
5172,תחנה לבריאות המשפחה,15667.0,18409.0,-2742.0
9287,הרקפת,20911.0,18410.0,2501.0
28688,המדע/הבטיחות,8268.0,18411.0,-10143.0
28859,שדרות לכיש/שדרות גת,21742.0,18412.0,3330.0
50479,יצחק שמיר/דולב,22251.0,18413.0,3838.0
4363,מנחת פיק,14994.0,18414.0,-3420.0
51276,לשם,18569.0,18415.0,154.0
20426,הצאלים/דקל,20171.0,18416.0,1755.0
2466,השיירה/בן צבי,22049.0,18417.0,3632.0
3933,בר יהודה\המסגר,14408.0,18418.0,-4010.0
35832,תחנת רכבת חיפה מרכז השמונה,21631.0,18419.0,3212.0
26854,הדקל/מעגל הגפן,14885.0,18420.0,-3535.0
35723,בי''ס הראל/אריה בן אליעזר,22505.0,18421.0,4084.0
1537,האלה/רחוב חי,17510.0,18422.0,-912.0
4834,נחל הצבי א',22346.0,18423.0,3923.0
19399,כרם א סאחב/5043,14389.0,18424.0,-4035.0
3648,ביכורים/הבוצרים,22369.0,18425.0,3944.0
38888,שילה/שבות רחל,21747.0,18426.0,3321.0
11132,הגפן/הרימון,18453.0,18427.0,26.0
43848,מסוף הר הצופים/מרטין בובר,20318.0,18428.0,1890.0
12297,בבא סאלי/המכתש,17817.0,18429.0,-612.0
20676,'יערה ג,18985.0,18430.0,555.0
11077,מחסיה/דרום,8923.0,18431.0,-9508.0
25599,מרדכי מקלף / זילברג,21292.0,18432.0,2860.0
3098,יצחק בן צבי/קלאוזנר,20026.0,18433.0,1593.0
22429,שפרינצק/דנציגר,17533.0,18434.0,-901.0
3316,קדיש לוז/צה''ל,21885.0,18435.0,3450.0
27670,מועצה אזורית אשכול/232,4528.0,18436.0,-13908.0
41068,כניסה מזרחית,9799.0,18437.0,-8638.0
15915,הכלנית/מזכירות,13957.0,18438.0,-4481.0
42092,בית ספר יסודי ה,3896.0,18439.0,-14543.0
28531,שדרות שז''ר/רוטשילד,12078.0,18440.0,-6362.0
11628,תחנת רכבת קלה החלוץ/שד' הרצל,22949.0,18441.0,4508.0
49268,א-סולטאני/אבן ח'לדון,7849.0,18442.0,-10593.0
2714,הרותם/הליבנה,19342.0,18443.0,899.0
27576,כיכר קק''ל/הרב יורם אברג'ל,18559.0,18444.0,115.0
49516,אלבחר/סעד כניפס,12787.0,18445.0,-5658.0
20471,היסמין/הורדים,17380.5,18446.0,-1065.5
35272,נוף הבשן ב,15465.0,18447.0,-2982.0
41213,המוביל הארצי,21102.0,18448.0,2654.0
979,מרכז מסחרי/שרון,23700.0,18449.0,5251.0
8207,דרך משואה/מבוא הבושם,15548.0,18450.0,-2902.0
49762,אהרונסון/אהרון שמי,2178.0,18451.0,-16273.0
33954,מרכז דלק,17634.0,18452.0,-818.0
2824,אורן/מרטין בובר,22358.0,18453.0,3905.0
41967,שלווה א,15471.5,18454.0,-2982.5
39378,פדויים א,11161.0,18455.0,-7294.0
425,האלון/ההדרים,18875.0,18456.0,419.0
47948,ת. מרכזית המפרץ/רציפים בינעירוני,19563.5,18457.5,1106.0
47861,ת. מרכזית המפרץ/רציפים בינעירוני,19563.5,18457.5,1106.0
38897,בית חולים קפלן/דרך פסטרנק,19976.0,18459.0,1517.0
21390,בי''ס הראל/בן גוריון,23320.0,18460.0,4860.0
21350,ז'בוטינסקי/אבא הלל סילבר,22593.0,18461.0,4132.0
4268,כעבייה ג'/מרפאה לבריאות המשפחה,18349.0,18462.0,-113.0
47862,ת. מרכזית אשדוד/רציפים,24135.0,18463.0,5672.0
38160,המסילה/מנשה,20618.5,18464.5,2154.0
34760,המסילה/דרך החיים,20618.5,18464.5,2154.0
25935,שדרות ירושלים/מילמן,23385.0,18466.0,4919.0
20543,שביל אלול/שביל תמוז,18307.0,18467.0,-160.0
10034,הסיירת הירושלמית,23229.0,18468.0,4761.0
13747,שד' לוי אשכול/דב האוזנר,23633.5,18469.0,5164.5
38286,ג'ת פדלה/אחמד אבו עסבה,4416.0,18470.0,-14054.0
4516,בית ספר חב''ד,10215.0,18471.0,-8256.0
48919,ת.רכבת תל אביב - סבידור/רציפים C,23402.0,18472.0,4930.0
5223,מסעף גינוסר/דרום,11210.0,18473.0,-7263.0
17263,הרימון/התאנה,11492.0,18474.0,-6982.0
128,אלמוג סנטר/אפרים קישון,7168.0,18475.0,-11307.0
40463,חאפז אברהים,12019.0,18476.0,-6457.0
21650,מחנה צריפין,21536.0,18477.0,3059.0
29298,המלאכה/הגפן,21069.0,18478.0,2591.0
43720,אלאסתקלאל/אלתאובה,7428.0,18479.0,-11051.0
42648,אגוז/שקד,18705.0,18480.0,225.0
22414,צומת מחנה תל נוף,13684.0,18481.0,-4797.0
22773,שבזי/הבנים,15469.0,18482.0,-3013.0
27688,צומת רעים,9677.0,18483.0,-8806.0
48911,ראול ולנברג/דבורה הנביאה,24237.0,18484.0,5753.0
21477,חנקין/סוקולוב,25610.0,18485.0,7125.0
37017,האורן/סמטת הבאר,12273.0,18486.0,-6213.0
41590,ישיבת הסדר נתיב/הזית,3886.0,18487.0,-14601.0
6769,כיכר יהדות צרפת,17380.5,18488.0,-1107.5
17185,אלרוגמה,10302.0,18489.0,-8187.0
28207,מחלף שרה למערב,6068.0,18490.0,-12422.0
14806,הראשונים/התפוז,15309.0,18491.0,-3182.0
27937,דבירה,11848.0,18492.0,-6644.0
699,הזיתים/הרימון,24325.0,18493.0,5832.0
21010,ח'לת א-דיר/פאולוס השישי,15914.0,18494.0,-2580.0
28448,שכונה 4,14875.0,18495.0,-3620.0
16505,דרך הציונות/בזלת,23680.0,18496.0,5184.0
39910,אלסנדיאן ד,12934.0,18497.0,-5563.0
39543,תפרח/רמב''ם,12296.0,18498.0,-6202.0
15161,הדקל/הלוטם,11044.0,18499.0,-7455.0
11338,דרך בית חנינא/אל עבאס,22812.0,18500.0,4312.0
18768,דרור/דוכיפת,15647.0,18501.0,-2854.0
9380,בן יועזר/בן בבא,23031.0,18502.0,4529.0
38574,הכוכבים/הגשם,13422.0,18503.0,-5081.0
15105,החרמון/חורב,13435.0,18504.0,-5069.0
16126,חרצית/סביון,20689.0,18505.0,2184.0
4560,הגפן/החיטה,22227.0,18506.0,3721.0
27122,השבטים/חנה סנש,15597.0,18507.0,-2910.0
50881,נחל דישון,17380.5,18508.0,-1127.5
14459,צה''ל/היורה,21257.0,18509.0,2748.0
40626,פאדל אבו ראס 3,17619.0,18510.0,-891.0
9348,קרית משה/שדרות הרצל,21668.0,18511.0,3157.0
28627,מזכירות/מפלסים,3993.0,18512.0,-14519.0
42237,הרימון/התאנה,21357.0,18513.0,2844.0
39095,תל צור/הדס,18562.0,18514.0,48.0
9938,השלום/כלנית,20524.5,18515.0,2009.5
41655,מרכז מסחרי אפרידר סנטר/רחבעם זאבי,20501.5,18516.0,1985.5
36863,הצור א,9205.0,18517.0,-9312.0
40302,בית ספר מקיף,10047.0,18518.0,-8471.0
24244,מוסד חינוכי כפר בתיה/דרך ירושלים,23264.0,18519.0,4745.0
41829,הנמל/הסיפון,22247.0,18520.0,3727.0
39686,ברקת/ספיר,18630.0,18521.0,109.0
10939,בן זכאי / ריב''ל,21377.0,18522.0,2855.0
37181,מרכז מסחרי/864,10254.0,18523.0,-8269.0
