stop_id,stop_name,region,lat,lon,degree,weighted_degree,approx_betweenness,rank_in_peak_window,peak_window,offpeak_window
50290,אל-קודס/כיכר,South,31.156395,35.041325,2.0,4.0,0.00010050587936836708,10839,morning_peak,night
8616,בית ספר אבן רשד/אלמדינה אלמונוורה,Jerusalem,31.738676,35.226704,2.0,4.0,0.00010050587936836708,10840,morning_peak,night
22987,גלי הדר/קאונטרי,Center,31.949244,34.787507,4.0,12.0,0.00010050226105522828,10841,morning_peak,night
22783,הירדן/הרצל,Center,31.875533,34.818633,2.0,62.0,0.00010038273229525864,10857,morning_peak,night
14683,דרך הים/דרך הבנים,Center,32.360077,34.861335,2.0,6.0,0.00010034506996137768,10862,morning_peak,night
28276,אלתייסיר/אלתלאוה,South,31.388115,34.732941,2.0,23.0,0.00010034094664324976,10863,morning_peak,night
44213,האצ''ל/נוף החרמון,North,33.215482,35.566929,2.0,38.0,0.00010031826839354613,10866,morning_peak,night
10903,המלאכה/העמל,Jerusalem,31.733103,34.957034,2.0,20.0,0.00010027806604179877,10871,morning_peak,night
48827,אלסייד/חסן,South,31.288649,34.91628,2.0,12.0,0.00010026657065371518,10874,morning_peak,night
1983,בית אל/התישבי,North,32.815838,34.976935,3.0,80.0,0.00010025004622088397,10878,morning_peak,night
5958,מגרש כדורסל/מירון,North,32.996886,35.261337,2.0,6.0,0.00010021871971302887,10886,morning_peak,night
43452,השיטה/האשל,Center,32.472997,34.940477,2.0,12.0,0.00010020436173026197,10888,morning_peak,night
44362,שוהם פארק התעשייה/חלמיש,Center,32.481614,34.947437,2.0,28.0,0.00010018426055438829,10892,morning_peak,night
5934,מועצה מקומית גרנות,North,33.061635,35.247828,3.0,10.0,0.00010013677851901209,10898,morning_peak,night
49053,עמנואל מורנו/אביגדור קהלני,South,31.063348,35.046389,2.0,62.0,0.00010010385585089361,10899,morning_peak,night
48751,ג'ת פדלה,Center,32.401808,35.038694,2.0,16.0,0.00010002894587523875,10905,morning_peak,night
42479,אל טואל/כביש 2,Jerusalem,31.742171,35.195672,2.0,58.0,9.996819256989654e-05,10913,morning_peak,night
38235,גני ילדים שכונה דרומית,North,33.195828,35.781702,2.0,10.0,9.996091415579193e-05,10914,morning_peak,night
50386,כביש 3703/שתולים יציאה,Center,31.77089,34.687874,2.0,8.0,9.995258716878439e-05,10916,morning_peak,night
19415,היוצר/המרכבה,North,32.757988,35.316158,2.0,16.0,9.994678375876584e-05,10918,morning_peak,night
2591,ענתות/זאב זבוטינסקי,North,32.818188,34.974158,2.0,49.0,9.988050945229723e-05,10923,morning_peak,night
12403,מלון פאלאס/מלכת שבא,South,29.565316,34.943307,3.0,10.0,9.985817481243759e-05,10926,morning_peak,night
18241,מסעף בית ג'אן,North,32.956526,35.351645,4.0,26.0,9.969736540544821e-05,10939,morning_peak,night
21442,מושב בית עוזיאל,Center,31.874781,34.892713,3.0,24.0,9.966762731590535e-05,10941,morning_peak,night
19894,צומת המצודות,North,33.221897,35.575429,4.0,50.0,9.963371168184825e-05,10943,morning_peak,night
3946,בית לחם/ענתות,North,32.817447,34.974676,2.0,44.0,9.960324085175403e-05,10946,morning_peak,night
38263,כיכר המועצה,North,33.270208,35.771238,2.0,4.0,9.956782449426232e-05,10949,morning_peak,night
35565,צומת נען/כביש 4233,Center,31.885852,34.8341,2.0,8.0,9.956426496288469e-05,10951,morning_peak,night
15734,הפרת/הירדן,Center,31.888472,34.73782,2.0,36.0,9.954678289130216e-05,10953,morning_peak,night
38194,יפיע/כביש 302,North,32.688017,35.273715,2.0,12.0,9.949695730321391e-05,10957,morning_peak,night
3810,התאנה/כביש 705,North,32.76837,35.016925,2.0,48.0,9.931843922750014e-05,10970,morning_peak,night
36801,כיכר אמציה למזרח,South,31.53857,34.906295,2.0,8.0,9.929706417882426e-05,10974,morning_peak,night
43724,עומר אלמוכתאר/אלפראבי,North,32.848933,35.334222,2.0,50.0,9.898671777355067e-05,11000,morning_peak,night
44601,אלסבר,South,31.241472,35.100543,2.0,22.0,9.898071703776534e-05,11001,morning_peak,night
5115,סולם שונם,North,32.607011,35.332332,2.0,20.0,9.879119471826552e-05,11008,morning_peak,night
38491,אלביר ג,North,32.510309,35.054458,2.0,40.0,9.874643214026473e-05,11013,morning_peak,night
5963,שניר 1,North,32.993832,35.282816,2.0,2.0,9.868430769423342e-05,11020,morning_peak,night
11319,אום לסון / צור באהר 3,Jerusalem,31.736805,35.238004,2.0,4.0,9.836934608656386e-05,11039,morning_peak,night
17841,צומת אדמית,North,33.072759,35.18514,3.0,17.0,9.826249199093172e-05,11048,morning_peak,night
42903,צומת כליל,North,32.988776,35.146611,2.0,4.0,9.820813043904435e-05,11052,morning_peak,night
37816,אלשהידה ח'דיגה א,North,32.866722,35.291324,2.0,48.0,9.782645583790236e-05,11076,morning_peak,night
18950,חקלאי/קרן היסוד,North,32.667158,35.55515,2.0,6.0,9.75619265083798e-05,11092,morning_peak,night
31,מבוא הגפן/ההרחבה,Center,32.304022,34.943393,2.0,38.0,9.744906359419737e-05,11100,morning_peak,night
12048,בריכה,South,31.219497,34.88457,2.0,4.0,9.740154915046281e-05,11105,morning_peak,night
6134,אלשהידה ח'דיגה א,North,32.869149,35.290336,2.0,42.0,9.728442932673616e-05,11110,morning_peak,night
2725,שמשון/יוכבד,North,32.796216,34.990191,2.0,80.0,9.723961559484438e-05,11113,morning_peak,night
44091,ניר עקיבא/הרחבה,South,31.471751,34.653562,2.0,10.0,9.708420565245025e-05,11122,morning_peak,night
5652,אשדות יעקב איחוד/מרכז,North,32.657668,35.579829,4.0,21.0,9.686632134161764e-05,11138,morning_peak,night
38933,כביש 411/גן שלמה,Center,31.872974,34.798956,2.0,8.0,9.66871252712278e-05,11152,morning_peak,night
4148,מרכז פיס/סאלח א דין אל איובי,North,32.513349,35.063215,2.0,6.0,9.616187524034304e-05,11190,morning_peak,night
9121,כנסיית העלייה/ראבע אל עדוויה,Jerusalem,31.778409,35.24464,2.0,38.0,9.611529157918983e-05,11194,morning_peak,night
40322,מועדון קשישים,North,32.811756,35.37531,2.0,72.0,9.610688540675249e-05,11195,morning_peak,night
15317,החיטה/הזית,Center,31.972665,34.895044,3.0,28.0,9.573188316251418e-05,11213,morning_peak,night
9212,בי''ח מוקסד/רבעה אל עדוויה,Jerusalem,31.780956,35.246269,2.0,30.0,9.569559928184359e-05,11215,morning_peak,night
4407,קדמת צבי/9098,North,33.019572,35.695736,3.0,22.0,9.564048763627257e-05,11222,morning_peak,night
51242,צלאח א דין/אבן סינא,North,32.749418,35.336112,2.0,20.0,9.543997798646661e-05,11237,morning_peak,night
2922,'אידר א,North,32.776694,34.990537,3.0,100.0,9.506850225359077e-05,11248,morning_peak,night
50214,ספיר,Jerusalem,31.769635,34.98863,2.0,24.0,9.49029650597229e-05,11265,morning_peak,night
6449,זרעית ה,North,33.098257,35.284167,3.0,10.0,9.484007838982854e-05,11268,morning_peak,night
4425,צומת האמיר,North,33.137907,35.730915,4.0,20.0,9.47709722161375e-05,11271,morning_peak,night
21078,דרב א-נאסרה1,North,32.714344,35.304325,2.0,10.0,9.474044237275287e-05,11272,morning_peak,night
6625,אודם/שד. הנשיא הרצוג,North,33.02427,35.285364,2.0,32.0,9.46844229314875e-05,11278,morning_peak,night
13825,בורוכוב/קק''ל,Center,32.078368,34.805349,2.0,82.0,9.456525195060018e-05,11284,morning_peak,night
38813,מסגד אלרחמאן/אבועוביידה,Jerusalem,31.736973,35.244783,2.0,10.0,9.44684399758153e-05,11288,morning_peak,night
39577,ערוגות ד,Center,31.73498,34.765278,3.0,12.0,9.397108043890357e-05,11307,morning_peak,night
48936,השקד/התאנה,Center,32.239302,35.012868,3.0,6.0,9.384432360954617e-05,11310,morning_peak,night
43565,מנדל,South,30.979647,34.917197,2.0,48.0,9.379415345106173e-05,11312,morning_peak,night
44185,שולמית/ראובן,South,30.98205,34.919192,2.0,40.0,9.379415345106173e-05,11313,morning_peak,night
26914,שדרות אורי צבי גרינברג/דרך אביטל אביגדור,South,31.270735,34.810251,2.0,36.0,9.374547836978083e-05,11316,morning_peak,night
40339,אבן סינא,North,32.776128,35.384008,2.0,20.0,9.373054724773005e-05,11318,morning_peak,night
37026,כליל/כניסה,North,32.980473,35.183869,3.0,12.0,9.36645002080119e-05,11324,morning_peak,night
39125,הדסים רציפים,Center,32.286191,34.887474,7.0,40.0,9.36506105618193e-05,11327,morning_peak,night
4366,מעלה גמלא 1,North,32.892707,35.683674,3.0,12.0,9.345479918586713e-05,11337,morning_peak,night
15911,אנשי בראשית/הנחל,Center,32.221718,34.873635,2.0,4.0,9.331955771140316e-05,11345,morning_peak,night
43657,מוזיאון רוקפלר/אלמקדסי,Jerusalem,31.785041,35.236953,2.0,14.0,9.324062989465809e-05,11352,morning_peak,night
43723,עומר אלמוכתאר/אלפראבי,North,32.848791,35.334015,2.0,54.0,9.312083763845114e-05,11358,morning_peak,night
27559,דרך יוסף ג'ו אלון/חטיבה שמונה,South,31.242609,34.777039,2.0,20.0,9.29839678795835e-05,11367,morning_peak,night
15521,בארות יצחק 3,Center,32.040007,34.91132,4.0,22.0,9.290104789409126e-05,11370,morning_peak,night
18538,צומת צפת,North,32.976611,35.50415,4.0,8.0,9.278200401545916e-05,11378,morning_peak,night
39710,רזיאל/יעקב פת,North,32.801374,35.008053,2.0,44.0,9.269495591152632e-05,11388,morning_peak,night
50843,הר סיני/סעדיה גאון,Center,31.946036,34.827446,2.0,10.0,9.266179363671097e-05,11394,morning_peak,night
21226,ג'בל ח'ויח'ה,North,32.744114,35.347847,2.0,50.0,9.228099213888853e-05,11420,morning_peak,night
3773,קמיל הויסמנס,North,32.764934,34.984159,2.0,64.0,9.224084214185408e-05,11425,morning_peak,night
2450,אופיר/העתיד,North,32.807294,35.015431,2.0,44.0,9.213392836034846e-05,11437,morning_peak,night
5528,שכונת גריפאת ג,North,32.728594,35.216209,2.0,30.0,9.199135319079938e-05,11440,morning_peak,night
11308,אלמשאהד ב',Jerusalem,31.7355,35.225998,2.0,14.0,9.176333414778232e-05,11456,morning_peak,night
42090,שכונת אלגמשה,North,32.883163,35.420116,5.0,192.0,9.174411430816391e-05,11458,morning_peak,night
23784,מחסום רנתיס,Center,32.041,35.004684,3.0,16.0,9.136384890450152e-05,11480,morning_peak,night
17019,יצחק רבין/סמטת הגליל,North,32.709476,35.120355,3.0,18.0,9.09501767300757e-05,11498,morning_peak,night
35977,כיכר החושן,Jerusalem,31.869213,34.990294,2.0,20.0,9.091311797186496e-05,11501,morning_peak,night
35963,השיקמה/הזית,Center,31.920688,35.032185,2.0,26.0,9.07129098293812e-05,11510,morning_peak,night
4327,צומת גונן,North,33.120192,35.648829,3.0,10.0,9.053930135872021e-05,11518,morning_peak,night
14265,שד. וייצמן/הבנים,Center,32.147074,34.835356,2.0,26.0,9.039760444846943e-05,11523,morning_peak,night
15161,הדקל/הלוטם,Center,32.384803,34.99279,2.0,22.0,9.015714282363353e-05,11541,morning_peak,night
17329,היכל התרבות/דרך השלום,North,32.770048,35.047256,4.0,162.0,9.014892062801992e-05,11542,morning_peak,night
7266,ארבל/כרמל,North,33.000839,35.263139,3.0,12.0,9.004626904073674e-05,11552,morning_peak,night
17240,צומת מגל,Center,32.390153,35.005952,2.0,22.0,8.993890979165422e-05,11560,morning_peak,night
41693,מרכז ספורט קנדה,North,33.277695,35.57881,2.0,16.0,8.98745907951797e-05,11565,morning_peak,night
4406,צומת קצרין צפון,North,33.009002,35.682,2.0,8.0,8.984131922155667e-05,11567,morning_peak,night
14975,בית הלוי א,Center,32.350087,34.92728,2.0,14.0,8.983691786896834e-05,11568,morning_peak,night
14456,ברל כצנלסון/חוני המעגל,Center,32.167309,34.858023,3.0,15.0,8.982832811035454e-05,11569,morning_peak,night
25749,האילן/החרוב,Center,31.739928,34.73493,4.0,16.0,8.978414769713251e-05,11573,morning_peak,night
41110,נועם/דרך החרושת,Center,31.571833,34.779596,2.0,8.0,8.975467069112796e-05,11578,morning_peak,night
49376,צומת זימרת,South,31.450424,34.559059,3.0,12.0,8.959828502568654e-05,11589,morning_peak,night
16871,עשרת/שדמות,Center,31.826156,34.737505,2.0,14.0,8.952094853217388e-05,11595,morning_peak,night
43462,שוהם/ברקת,Center,32.481397,34.946772,3.0,12.0,8.944576570987466e-05,11597,morning_peak,night
21201,גני פיס,North,32.740799,35.341392,3.0,26.0,8.943191476637756e-05,11598,morning_peak,night
21639,צריפין/בסיס אספקה,Center,31.959154,34.836271,3.0,120.0,8.93385594385484e-05,11612,morning_peak,night
38378,רקפת/האירוס,South,31.144932,34.785777,3.0,12.0,8.92754383092757e-05,11617,morning_peak,night
21522,החבל/הירדן,Center,32.004491,34.943037,4.0,24.0,8.923318043672743e-05,11621,morning_peak,night
3755,התשבי/בית אל,North,32.816057,34.977728,2.0,44.0,8.913867649016522e-05,11630,morning_peak,night
2722,בן צור/סעדיה פז,North,32.818729,34.957573,2.0,36.0,8.893110624990238e-05,11642,morning_peak,night
49512,הרימון/הזית,North,32.9907,35.54369,3.0,20.0,8.887450596106935e-05,11646,morning_peak,night
18977,בית הלל ד,North,33.207532,35.607938,2.0,16.0,8.880252808191714e-05,11649,morning_peak,night
404,ההדרים/סמטת החרוב,Center,32.276544,34.874795,2.0,20.0,8.85956246601276e-05,11661,morning_peak,night
26998,האתרוג/הזית,Center,31.635164,34.60982,2.0,4.0,8.83515726208349e-05,11669,morning_peak,night
25212,אלברט איינשטיין/זלמן שניאור,Center,32.090399,34.851315,2.0,88.0,8.824005106183764e-05,11677,morning_peak,night
14780,דרך השרון/דרך נירה,Center,32.336771,34.890522,2.0,14.0,8.794911187101451e-05,11692,morning_peak,night
15379,מסעף יגל,Center,31.983754,34.877159,2.0,6.0,8.789233438632574e-05,11695,morning_peak,night
17807,כניסה לשכונת א שמאלי,North,32.69023,35.277318,2.0,34.0,8.783692020155848e-05,11697,morning_peak,night
41420,בית ספר ב' 2,South,31.160801,35.036087,2.0,22.0,8.768329153303593e-05,11708,morning_peak,night
15815,מרטין גהל/האופן,Center,32.098638,34.851397,5.0,82.0,8.746123569821169e-05,11718,morning_peak,night
9150,שייח סעד ג,Jerusalem,31.742558,35.249166,2.0,40.0,8.723724691645872e-05,11736,morning_peak,night
14997,צומת עין ורד,Center,32.260861,34.930468,2.0,2.0,8.716116419597149e-05,11742,morning_peak,night
6430,מסעף אזור תעשיה גורן,North,33.059219,35.241672,3.0,16.0,8.710456632484668e-05,11745,morning_peak,night
43670,ביר הדאג' 4,South,31.019436,34.709975,2.0,4.0,8.70231441585544e-05,11750,morning_peak,night
14585,קניון שבעת הכוכבים/יוסף נבו,Center,32.165409,34.823154,3.0,22.0,8.693073082754015e-05,11754,morning_peak,night
20162,דרב אלמרג',North,32.781416,35.219535,4.0,26.0,8.68832311380091e-05,11756,morning_peak,night
41403,שכונה 4 א,South,31.156385,35.008899,2.0,20.0,8.661936780595414e-05,11777,morning_peak,night
21440,'מצליח י,Center,31.90783,34.870839,2.0,18.0,8.65787823182184e-05,11780,morning_peak,night
3742,הרופא ו,North,32.785751,34.983105,2.0,66.0,8.644384849653876e-05,11788,morning_peak,night
9126,צומת א טור/דרך א טור,Jerusalem,31.78487,35.246904,3.0,76.0,8.631577672396107e-05,11794,morning_peak,night
38839,קולג' די פריר/טאאה חוסין,Jerusalem,31.837786,35.227128,2.0,21.0,8.593946855428362e-05,11812,morning_peak,night
41758,גולדה מאיר/שדרות בן גוריון,Center,32.083069,34.971182,2.0,12.0,8.582592455093365e-05,11817,morning_peak,night
12424,שדרות קק''ל/נחל חווה,South,30.612099,34.804259,2.0,4.0,8.579421248009519e-05,11822,morning_peak,night
41435,מרומי שדה/נתיבות המשפט,Center,31.928814,35.043971,3.0,12.0,8.579347613763532e-05,11823,morning_peak,night
22463,עזרא/שדרות יעקב,Center,31.952632,34.820059,2.0,12.0,8.578310953561283e-05,11825,morning_peak,night
42410,רחובות הנהר/חביבה רייק,Center,32.089478,34.806095,2.0,68.0,8.574403265244714e-05,11826,morning_peak,night
10918,ישעי א,Jerusalem,31.749795,34.969771,2.0,22.0,8.567965828658874e-05,11830,morning_peak,night
39513,הגפן/השעורה,Center,31.680166,34.746203,2.0,4.0,8.545511504978407e-05,11843,morning_peak,night
44610,אבו בכר אלצדיק,South,31.248986,35.090652,2.0,22.0,8.540066044177027e-05,11845,morning_peak,night
14858,צרכניה,Center,31.898293,34.899359,2.0,8.0,8.52449907907407e-05,11855,morning_peak,night
16472,השרון/אביבית,Center,31.882815,34.731222,2.0,28.0,8.513587474735333e-05,11861,morning_peak,night
28784,מרכז מבקרים רקמת המדבר,South,31.321699,34.859052,4.0,68.0,8.457834611941749e-05,11897,morning_peak,night
50103,בי''ס תל ערד/כביש 80,South,31.294208,35.131494,2.0,4.0,8.455625003745855e-05,11900,morning_peak,night
51764,בנ''צ כרמל/האורגים,South,31.259702,34.822961,2.0,4.0,8.419518488624999e-05,11920,morning_peak,night
2013,מסדה/שמואל,North,32.809714,34.993343,2.0,38.0,8.417178940746357e-05,11921,morning_peak,night
25062,צומת בית נחמיה,Center,31.984409,34.950281,2.0,10.0,8.414650250473654e-05,11924,morning_peak,night
17084,מרכז תרבות,North,32.694023,35.056862,2.0,36.0,8.400058051209524e-05,11937,morning_peak,night
535,עמק חפר מזאה,Center,32.342533,34.868426,2.0,16.0,8.388890731279706e-05,11951,morning_peak,night
15118,בית ספר,Center,32.268441,34.965565,3.0,12.0,8.384714776632961e-05,11954,morning_peak,night
27493,שד. ישראל פולק/כסלו,Center,31.602709,34.78094,3.0,84.0,8.375489947363923e-05,11972,morning_peak,night
44937,שדרות אבץ/שדרות צורן,Center,31.595233,34.786309,3.0,78.0,8.375489947363923e-05,11973,morning_peak,night
48303,דרך עראבייה,North,32.811511,35.268814,3.0,76.0,8.375489947363923e-05,11975,morning_peak,night
44509,מנחם בגין/הר גבים,South,31.084062,35.031473,2.0,64.0,8.375489947363923e-05,11980,morning_peak,night
5902,טבאש/מסגד,North,32.746692,35.173136,3.0,60.0,8.375489947363923e-05,11981,morning_peak,night
19239,שכונה מערבית ב,North,32.896425,35.393826,4.0,38.0,8.375489947363923e-05,11986,morning_peak,night
17286,שכונת קשקוש 2,North,32.695065,35.040236,2.0,36.0,8.375489947363923e-05,11987,morning_peak,night
17287,שכונת קשקוש,North,32.694402,35.041251,2.0,36.0,8.375489947363923e-05,11988,morning_peak,night
5163,צומת רופין,Center,32.496661,35.553375,2.0,20.0,8.375489947363923e-05,11996,morning_peak,night
50080,הכלנית/הורדים,Center,32.150748,34.927164,3.0,8.0,8.375489947363923e-05,12004,morning_peak,night
35358,חוות התבלינים,North,32.535937,35.358106,2.0,6.0,8.375489947363923e-05,12007,morning_peak,night
35392,חוות התבלינים,North,32.53625,35.35761,2.0,6.0,8.375489947363923e-05,12008,morning_peak,night
39310,101/102,North,32.683985,35.27422,2.0,12.0,8.375386864410724e-05,12009,morning_peak,night
24865,הרימון/הכרם,Center,32.263819,34.96921,2.0,10.0,8.366265118094886e-05,12026,morning_peak,night
35095,צומת האמיר,North,33.13853,35.731414,2.0,6.0,8.364322627434105e-05,12030,morning_peak,night
559,הגדוד העברי/ההגנה,Center,32.349048,34.870049,2.0,16.0,8.36208916344814e-05,12033,morning_peak,night
9290,הסייפן,Jerusalem,31.755726,35.164708,2.0,54.0,8.360778994017862e-05,12034,morning_peak,night
17081,אלביט הישן,North,32.697689,35.058076,2.0,36.0,8.350921843518322e-05,12043,morning_peak,night
3988,זינגר/קשטן,North,32.767298,35.01433,2.0,56.0,8.344046077839775e-05,12052,morning_peak,night
2682,בן יהודה/עמק הזיתים,North,32.809774,34.994413,2.0,32.0,8.33380095398149e-05,12071,morning_peak,night
37467,הגפן/התאנים,North,32.797916,35.106668,2.0,22.0,8.324120275686757e-05,12076,morning_peak,night
39207,מסעף כרכום,North,32.91418,35.587403,3.0,12.0,8.320370894406091e-05,12080,morning_peak,night
42057,דרך הגליל/דוד שו''ב,North,32.963405,35.545284,2.0,4.0,8.320323386910619e-05,12081,morning_peak,night
1993,גן הבהאים/עבאס,North,32.815606,34.988744,2.0,24.0,8.314963073344307e-05,12083,morning_peak,night
39304,כביש 701/כביש 302,North,32.689727,35.275676,2.0,12.0,8.293887421220721e-05,12097,morning_peak,night
39378,פדויים א,South,31.324706,34.609824,2.0,4.0,8.27721753198152e-05,12109,morning_peak,night
36071,צופי בנימינה/הברוש,North,32.517424,34.944892,2.0,20.0,8.261827321594837e-05,12120,morning_peak,night
16466,הגולן/שדרות ירושלים,Center,31.875926,34.731204,2.0,32.0,8.237392419992512e-05,12131,morning_peak,night
41821,א.ת בני דרום/שמעון גרינבויים,Center,31.824693,34.701018,4.0,8.0,8.223031793500145e-05,12137,morning_peak,night
39402,שפיר/האסיף,Center,31.702551,34.722124,2.0,4.0,8.211052049714346e-05,12142,morning_peak,night
50469,אל-בניאס/כביש 21,Jerusalem,31.847348,35.223133,2.0,20.0,8.197235391046834e-05,12152,morning_peak,night
10919,ישעי ז,Jerusalem,31.753264,34.967552,2.0,22.0,8.183014066068973e-05,12159,morning_peak,night
21928,ההדרים,Center,32.20357,34.909107,3.0,12.0,8.180300073596493e-05,12161,morning_peak,night
3421,יקינטון/בלינטלטל,North,32.776367,35.002634,5.0,100.0,8.15949977485093e-05,12169,morning_peak,night
28660,בית ניר,Center,31.648781,34.874684,4.0,24.0,8.15727413467572e-05,12171,morning_peak,night
21733,אליעזר קפלן/בורוכוב,Center,31.937189,34.860343,2.0,6.0,8.153803347491238e-05,12172,morning_peak,night
27990,בית אל/חלמונית,Center,31.666897,34.560088,2.0,48.0,8.143531698231532e-05,12181,morning_peak,night
41565,שכונת אלמנסורה 1,North,32.893684,35.418011,3.0,164.0,8.137891157488888e-05,12184,morning_peak,night
19247,שכונה דרומית ד,North,32.883647,35.409846,3.0,112.0,8.129674457857581e-05,12190,morning_peak,night
35978,כיכר החושן,Jerusalem,31.868967,34.991002,3.0,20.0,8.12556085344264e-05,12195,morning_peak,night
15014,קופ''ח כללית,Center,32.265734,34.933169,3.0,12.0,8.120199502511579e-05,12197,morning_peak,night
3235,הרופא/סמולנסקין,North,32.785875,34.983546,2.0,66.0,8.106595045073965e-05,12205,morning_peak,night
19225,צומת מגאר,North,32.887382,35.411619,8.0,178.0,8.104893987369096e-05,12207,morning_peak,night
21435,'מצליח ד,Center,31.904998,34.869862,2.0,12.0,8.093101662906004e-05,12217,morning_peak,night
41402,שכונה 6,South,31.154622,35.008541,2.0,24.0,8.089043114132434e-05,12222,morning_peak,night
17418,נעורים/המושב,Center,32.470433,34.994545,2.0,6.0,8.082126952188601e-05,12225,morning_peak,night
1149,דוד אלעזר/ הנשיא,North,32.513492,34.918775,2.0,12.0,8.06438946934347e-05,12235,morning_peak,night
43666,ביר הדאג' 6,South,31.017278,34.705653,2.0,8.0,8.048665478872404e-05,12241,morning_peak,night
28302,צומת מרחב עם,South,30.896344,34.82388,2.0,2.0,8.043837504134592e-05,12246,morning_peak,night
41864,משה דיין/כיכר חטיבת הנגב,Center,31.908844,35.002996,3.0,20.0,8.041590107038823e-05,12250,morning_peak,night
9269,מרכז רפואי אלבראא/אל צלעה,Jerusalem,31.757131,35.249914,2.0,42.0,8.027255203081976e-05,12257,morning_peak,night
28810,מחנה סיירים,South,29.915529,34.845908,2.0,32.0,8.021306352601565e-05,12260,morning_peak,night
42411,אביגיל/רות,Center,32.088921,34.805032,2.0,80.0,7.998526819669702e-05,12270,morning_peak,night
15320,החיטה/הרימון,Center,31.973779,34.894412,2.0,18.0,7.99760009040092e-05,12273,morning_peak,night
12686,צומת ציחור,South,30.276442,35.020601,2.0,4.0,7.996317297283718e-05,12275,morning_peak,night
14655,אחד העם/ששת הימים,Center,32.181995,34.882953,2.0,6.0,7.995001857554454e-05,12276,morning_peak,night
1875,ד'ישראלי,North,32.78722,34.988806,2.0,54.0,7.985831957319887e-05,12281,morning_peak,night
40,הראשונים/כביש 5700,Center,32.352953,34.899465,2.0,14.0,7.956068707626397e-05,12306,morning_peak,night
40690,מרכז מסחרי/אלברט איינשטיין,Center,32.090387,34.851496,2.0,80.0,7.926974788544082e-05,12327,morning_peak,night
25717,השקד/הזית,Center,31.738178,34.660352,3.0,16.0,7.897614555821763e-05,12351,morning_peak,night
201,מזכירות,Center,32.260481,34.864793,2.0,20.0,7.891417428715088e-05,12356,morning_peak,night
28834,צומת ירוחם,South,30.988844,34.910921,2.0,2.0,7.877808552786162e-05,12364,morning_peak,night
20753,הפלמ''ח,North,32.985947,35.541031,2.0,20.0,7.863529298620926e-05,12374,morning_peak,night
41103,נועם/כניסה,Center,31.571126,34.779623,3.0,12.0,7.859099972301304e-05,12375,morning_peak,night
41283,בית עלמין/מוקיבלה,North,32.513545,35.29334,3.0,24.0,7.817123950872987e-05,12405,morning_peak,night
41966,שלווה ב,Center,31.560503,34.76664,2.0,16.0,7.81648581830557e-05,12410,morning_peak,night
49471,מעון יום הרחבה,Center,31.572598,34.769445,2.0,16.0,7.81648581830557e-05,12411,morning_peak,night
44679,גרניט/הטוחן,Center,32.486678,34.950596,2.0,12.0,7.806403323740362e-05,12420,morning_peak,night
15535,צומת בן זכאי,Center,31.848552,34.7268,3.0,24.0,7.798885041510463e-05,12421,morning_peak,night
9246,האוניברסיטה הפתוחה/דרך א טור,Jerusalem,31.785901,35.242623,2.0,106.0,7.790369822657427e-05,12427,morning_peak,night
20566,הנרקיס/מעלה הצפיה,North,33.276264,35.569545,2.0,16.0,7.770221207167749e-05,12439,morning_peak,night
35175,חטיבת גבעתי/שדרות ז'בוטינסקי,Center,31.870556,34.732893,3.0,56.0,7.766610677427331e-05,12441,morning_peak,night
21771,רימון/איתן,Center,31.947508,34.861839,3.0,46.0,7.764421701567261e-05,12445,morning_peak,night
43334,מילכה וולפסון/לאה גולדברג,Center,31.847469,34.847571,2.0,8.0,7.75740017329087e-05,12455,morning_peak,night
42823,מגל ב,Center,32.387455,35.037467,2.0,27.0,7.757088915562419e-05,12456,morning_peak,night
51770,ציפורי/נתן שפריצר,North,32.811196,35.122207,2.0,118.0,7.752806525488375e-05,12460,morning_peak,night
51628,חבצלת/עמל,Center,32.464609,34.975809,2.0,64.0,7.740857176103411e-05,12471,morning_peak,night
185,כפר רות,Center,31.910108,35.033964,4.0,26.0,7.738302876812997e-05,12477,morning_peak,night
24963,הרימון/הגפן,Center,32.387013,34.993701,2.0,22.0,7.735265612364476e-05,12480,morning_peak,night
39479,קופת חולים כללית זרחיה,Center,31.682432,34.745027,2.0,8.0,7.699118900702788e-05,12505,morning_peak,night
6936,צומת חוצות אלונים,North,32.710523,35.143175,2.0,12.0,7.694865846425981e-05,12508,morning_peak,night
5776,דרך בית ג'ן,North,32.936829,35.375275,2.0,44.0,7.692821967943127e-05,12511,morning_peak,night
22227,הזית/האורנים,Center,31.918505,35.033679,2.0,26.0,7.679688911789727e-05,12522,morning_peak,night
48321,רחוב 39/אלנבעה,North,32.813045,35.258423,2.0,44.0,7.676389582469877e-05,12524,morning_peak,night
39282,כביש 465/מחנה נחשונים,Center,32.038175,34.980524,3.0,16.0,7.641197887689887e-05,12548,morning_peak,night
19978,מסעף אורטל,North,33.08114,35.771988,2.0,12.0,7.640634245178018e-05,12550,morning_peak,night
10970,הנשיא/סמטת הרימון,Jerusalem,31.747437,34.983152,2.0,26.0,7.637301649909182e-05,12554,morning_peak,night
4287,מחנה רוויה,North,33.125374,35.689143,3.0,20.0,7.627306965058767e-05,12558,morning_peak,night
6590,עין יעקב ז,North,33.00813,35.228859,2.0,16.0,7.616605815979334e-05,12564,morning_peak,night
39915,נהלל/אבו בקר אלסדיק,North,32.727081,35.214031,2.0,30.0,7.551844575647904e-05,12599,morning_peak,night
