window,strategy,removed,removed_fraction,window_nodes,surviving_nodes,lcc_size,largest_component_share_surviving,lcc_share_original
afternoon_peak,random (baseline),1653,0.055,30057,28404,27647.666666666668,0.97337,0.91984
afternoon_peak,random (baseline),1803,0.05999,30057,28254,27411.0,0.97016,0.91197
afternoon_peak,random (baseline),1954,0.06501,30057,28103,27127.666666666668,0.96529,0.90254
afternoon_peak,random (baseline),2104,0.07,30057,27953,26904.666666666668,0.9625,0.89512
afternoon_peak,random (baseline),2254,0.07499,30057,27803,26662.333333333332,0.95897,0.88706
afternoon_peak,random (baseline),2405,0.08001,30057,27652,26408.0,0.95501,0.8786
afternoon_peak,random (baseline),2555,0.08501,30057,27502,26189.0,0.95226,0.87131
afternoon_peak,random (baseline),2705,0.09,30057,27352,25808.333333333332,0.94356,0.85865
afternoon_peak,random (baseline),2855,0.09499,30057,27202,25505.333333333332,0.93763,0.84857
afternoon_peak,random (baseline),3006,0.10001,30057,27051,25258.666666666668,0.93374,0.84036
evening,degree,0,0.0,29359,29359,29145.0,0.99271,0.99271
evening,degree,15,0.00051,29359,29344,29087.0,0.99124,0.99074
evening,degree,29,0.00099,29359,29330,29068.0,0.99107,0.99009
evening,degree,73,0.00249,29359,29286,28921.0,0.98754,0.98508
evening,degree,147,0.00501,29359,29212,28569.0,0.97799,0.97309
evening,degree,294,0.01001,29359,29065,28305.0,0.97385,0.9641
evening,degree,440,0.01499,29359,28919,27782.0,0.96068,0.94629
evening,degree,587,0.01999,29359,28772,27098.0,0.94182,0.92299
evening,degree,734,0.025,29359,28625,26798.0,0.93617,0.91277
evening,degree,881,0.03001,29359,28478,26326.0,0.92443,0.89669
evening,degree,1028,0.03501,29359,28331,26048.0,0.91942,0.88722
evening,degree,1174,0.03999,29359,28185,25668.0,0.9107,0.87428
evening,degree,1321,0.04499,29359,28038,23239.0,0.82884,0.79155
evening,degree,1468,0.05,29359,27891,22832.0,0.81862,0.77768
evening,degree,1615,0.05501,29359,27744,21987.0,0.7925,0.7489
evening,degree,1762,0.06002,29359,27597,21407.0,0.7757,0.72915
evening,degree,1908,0.06499,29359,27451,14857.0,0.54122,0.50605
evening,degree,2055,0.07,29359,27304,11301.0,0.4139,0.38492
evening,degree,2202,0.075,29359,27157,9950.0,0.36639,0.33891
evening,degree,2349,0.08001,29359,27010,9896.0,0.36638,0.33707
evening,degree,2496,0.08502,29359,26863,9800.0,0.36481,0.3338
evening,degree,2642,0.08999,29359,26717,6094.0,0.22809,0.20757
evening,degree,2789,0.095,29359,26570,5763.0,0.2169,0.19629
evening,degree,2936,0.1,29359,26423,5633.0,0.21319,0.19187
evening,weighted degree,0,0.0,29359,29359,29145.0,0.99271,0.99271
evening,weighted degree,15,0.00051,29359,29344,29127.0,0.9926,0.9921
evening,weighted degree,29,0.00099,29359,29330,29095.0,0.99199,0.99101
evening,weighted degree,73,0.00249,29359,29286,28995.0,0.99006,0.9876
evening,weighted degree,147,0.00501,29359,29212,28848.0,0.98754,0.98259
evening,weighted degree,294,0.01001,29359,29065,28655.0,0.98589,0.97602
evening,weighted degree,440,0.01499,29359,28919,28262.0,0.97728,0.96263
evening,weighted degree,587,0.01999,29359,28772,28066.0,0.97546,0.95596
evening,weighted degree,734,0.025,29359,28625,27871.0,0.97366,0.94932
evening,weighted degree,881,0.03001,29359,28478,27476.0,0.96481,0.93586
evening,weighted degree,1028,0.03501,29359,28331,27178.0,0.9593,0.92571
evening,weighted degree,1174,0.03999,29359,28185,26908.0,0.95469,0.91652
evening,weighted degree,1321,0.04499,29359,28038,26589.0,0.94832,0.90565
evening,weighted degree,1468,0.05,29359,27891,26292.0,0.94267,0.89553
evening,weighted degree,1615,0.05501,29359,27744,26095.0,0.94056,0.88882
evening,weighted degree,1762,0.06002,29359,27597,25891.0,0.93818,0.88188
evening,weighted degree,1908,0.06499,29359,27451,25603.0,0.93268,0.87207
evening,weighted degree,2055,0.07,29359,27304,25271.0,0.92554,0.86076
evening,weighted degree,2202,0.075,29359,27157,25027.0,0.92157,0.85245
evening,weighted degree,2349,0.08001,29359,27010,24596.0,0.91063,0.83777
evening,weighted degree,2496,0.08502,29359,26863,24345.0,0.90627,0.82922
evening,weighted degree,2642,0.08999,29359,26717,23975.0,0.89737,0.81662
evening,weighted degree,2789,0.095,29359,26570,23686.0,0.89146,0.80677
evening,weighted degree,2936,0.1,29359,26423,23024.0,0.87136,0.78422
evening,betweenness,0,0.0,29359,29359,29145.0,0.99271,0.99271
evening,betweenness,15,0.00051,29359,29344,29104.0,0.99182,0.99131
evening,betweenness,29,0.00099,29359,29330,29090.0,0.99182,0.99084
evening,betweenness,73,0.00249,29359,29286,29039.0,0.99157,0.9891
evening,betweenness,147,0.00501,29359,29212,28944.0,0.99083,0.98586
evening,betweenness,294,0.01001,29359,29065,28694.0,0.98724,0.97735
evening,betweenness,440,0.01499,29359,28919,28300.0,0.9786,0.96393
evening,betweenness,587,0.01999,29359,28772,27915.0,0.97021,0.95082
evening,betweenness,734,0.025,29359,28625,27600.0,0.96419,0.94009
evening,betweenness,881,0.03001,29359,28478,27384.0,0.96158,0.93273
evening,betweenness,1028,0.03501,29359,28331,27205.0,0.96026,0.92663
evening,betweenness,1174,0.03999,29359,28185,26921.0,0.95515,0.91696
evening,betweenness,1321,0.04499,29359,28038,26586.0,0.94821,0.90555
evening,betweenness,1468,0.05,29359,27891,26313.0,0.94342,0.89625
evening,betweenness,1615,0.05501,29359,27744,25634.0,0.92395,0.87312
evening,betweenness,1762,0.06002,29359,27597,25308.0,0.91706,0.86202
evening,betweenness,1908,0.06499,29359,27451,23145.0,0.84314,0.78834
evening,betweenness,2055,0.07,29359,27304,20677.0,0.75729,0.70428
evening,betweenness,2202,0.075,29359,27157,20028.0,0.73749,0.68218
evening,betweenness,2349,0.08001,29359,27010,13905.0,0.51481,0.47362
evening,betweenness,2496,0.08502,29359,26863,13607.0,0.50653,0.46347
evening,betweenness,2642,0.08999,29359,26717,12099.0,0.45286,0.41211
evening,betweenness,2789,0.095,29359,26570,11671.0,0.43925,0.39753
evening,betweenness,2936,0.1,29359,26423,11309.0,0.428,0.3852
evening,articulation points,0,0.0,29359,29359,29145.0,0.99271,0.99271
evening,articulation points,15,0.00051,29359,29344,29034.0,0.98944,0.98893
evening,articulation points,29,0.00099,29359,29330,28961.0,0.98742,0.98644
evening,articulation points,73,0.00249,29359,29286,28807.0,0.98364,0.9812
evening,articulation points,147,0.00501,29359,29212,28552.0,0.97741,0.97251
evening,articulation points,294,0.01001,29359,29065,27819.0,0.95713,0.94755
evening,articulation points,440,0.01499,29359,28919,27177.0,0.93976,0.92568
evening,articulation points,587,0.01999,29359,28772,27012.0,0.93883,0.92006
evening,articulation points,734,0.025,29359,28625,27012.0,0.94365,0.92006
evening,articulation points,881,0.03001,29359,28478,27012.0,0.94852,0.92006
evening,articulation points,1028,0.03501,29359,28331,27012.0,0.95344,0.92006
evening,articulation points,1174,0.03999,29359,28185,27012.0,0.95838,0.92006
evening,articulation points,1321,0.04499,29359,28038,26350.0,0.9398,0.89751
evening,articulation points,1468,0.05,29359,27891,25772.0,0.92403,0.87782
evening,articulation points,1615,0.05501,29359,27744,25480.0,0.9184,0.86788
evening,articulation points,1762,0.06002,29359,27597,24999.0,0.90586,0.85149
evening,articulation points,1908,0.06499,29359,27451,24459.0,0.89101,0.8331
evening,articulation points,2055,0.07,29359,27304,23908.0,0.87562,0.81433
evening,articulation points,2202,0.075,29359,27157,21040.0,0.77475,0.71665
evening,articulation points,2349,0.08001,29359,27010,20693.0,0.76612,0.70483
evening,articulation points,2496,0.08502,29359,26863,20318.0,0.75636,0.69205
evening,articulation points,2642,0.08999,29359,26717,10992.0,0.41142,0.3744
evening,articulation points,2789,0.095,29359,26570,10815.0,0.40704,0.36837
evening,articulation points,2936,0.1,29359,26423,10032.0,0.37967,0.3417
evening,random (baseline),0,0.0,29359,29359,29145.0,0.99271,0.99271
evening,random (baseline),15,0.00051,29359,29344,29130.0,0.99271,0.9922
evening,random (baseline),29,0.00099,29359,29330,29114.0,0.99264,0.99166
evening,random (baseline),73,0.00249,29359,29286,29066.0,0.99249,0.99002
evening,random (baseline),147,0.00501,29359,29212,28963.0,0.99148,0.98651
evening,random (baseline),294,0.01001,29359,29065,28768.333333333332,0.98979,0.97988
evening,random (baseline),440,0.01499,29359,28919,28559.666666666668,0.98757,0.97277
evening,random (baseline),587,0.01999,29359,28772,28372.333333333332,0.98611,0.96639
evening,random (baseline),734,0.025,29359,28625,28054.333333333332,0.98006,0.95556
evening,random (baseline),881,0.03001,29359,28478,27825.333333333332,0.97708,0.94776
evening,random (baseline),1028,0.03501,29359,28331,27585.333333333332,0.97368,0.93959
evening,random (baseline),1174,0.03999,29359,28185,27382.0,0.97151,0.93266
evening,random (baseline),1321,0.04499,29359,28038,27161.0,0.96872,0.92513
evening,random (baseline),1468,0.05,29359,27891,26952.666666666668,0.96636,0.91804
evening,random (baseline),1615,0.05501,29359,27744,26743.333333333332,0.96393,0.91091
evening,random (baseline),1762,0.06002,29359,27597,26528.0,0.96126,0.90357
evening,random (baseline),1908,0.06499,29359,27451,26293.0,0.95782,0.89557
evening,random (baseline),2055,0.07,29359,27304,26041.666666666668,0.95377,0.88701
evening,random (baseline),2202,0.075,29359,27157,25791.0,0.9497,0.87847
evening,random (baseline),2349,0.08001,29359,27010,25546.333333333332,0.94581,0.87014
evening,random (baseline),2496,0.08502,29359,26863,25325.0,0.94275,0.8626
evening,random (baseline),2642,0.08999,29359,26717,25091.333333333332,0.93915,0.85464
evening,random (baseline),2789,0.095,29359,26570,24804.666666666668,0.93356,0.84487
evening,random (baseline),2936,0.1,29359,26423,24564.333333333332,0.92966,0.83669
night,degree,0,0.0,25967,25967,25664.0,0.98833,0.98833
night,degree,13,0.0005,25967,25954,25614.0,0.9869,0.98641
night,degree,26,0.001,25967,25941,25591.0,0.98651,0.98552
night,degree,65,0.0025,25967,25902,25429.0,0.98174,0.97928
night,degree,130,0.00501,25967,25837,25314.0,0.97976,0.97485
night,degree,260,0.01001,25967,25707,24814.0,0.96526,0.9556
night,degree,390,0.01502,25967,25577,24013.0,0.93885,0.92475
night,degree,519,0.01999,25967,25448,23721.0,0.93214,0.91351
night,degree,649,0.02499,25967,25318,23115.0,0.91299,0.89017
night,degree,779,0.03,25967,25188,22820.0,0.90599,0.87881
night,degree,909,0.03501,25967,25058,19698.0,0.7861,0.75858
night,degree,1039,0.04001,25967,24928,18973.0,0.76111,0.73066
night,degree,1169,0.04502,25967,24798,18615.0,0.75067,0.71687
night,degree,1298,0.04999,25967,24669,17831.0,0.72281,0.68668
night,degree,1428,0.05499,25967,24539,12985.0,0.52916,0.50006
night,degree,1558,0.06,25967,24409,10897.0,0.44643,0.41965
night,degree,1688,0.06501,25967,24279,10278.0,0.42333,0.39581
night,degree,1818,0.07001,25967,24149,10253.0,0.42457,0.39485
night,degree,1948,0.07502,25967,24019,6495.0,0.27041,0.25013
night,degree,2077,0.07999,25967,23890,6034.0,0.25257,0.23237
night,degree,2207,0.08499,25967,23760,5744.0,0.24175,0.2212
night,degree,2337,0.09,25967,23630,5179.0,0.21917,0.19945
night,degree,2467,0.09501,25967,23500,5126.0,0.21813,0.1974
night,degree,2597,0.10001,25967,23370,5078.0,0.21729,0.19556
night,weighted degree,0,0.0,25967,25967,25664.0,0.98833,0.98833
night,weighted degree,13,0.0005,25967,25954,25647.0,0.98817,0.98768
night,weighted degree,26,0.001,25967,25941,25632.0,0.98809,0.9871
night,weighted degree,65,0.0025,25967,25902,25555.0,0.9866,0.98413
night,weighted degree,130,0.00501,25967,25837,25361.0,0.98158,0.97666
night,weighted degree,260,0.01001,25967,25707,25129.0,0.97752,0.96773
night,weighted degree,390,0.01502,25967,25577,24994.0,0.97721,0.96253
night,weighted degree,519,0.01999,25967,25448,24842.0,0.97619,0.95668
night,weighted degree,649,0.02499,25967,25318,24694.0,0.97535,0.95098
night,weighted degree,779,0.03,25967,25188,24296.0,0.96459,0.93565
night,weighted degree,909,0.03501,25967,25058,23988.0,0.9573,0.92379
night,weighted degree,1039,0.04001,25967,24928,23833.0,0.95607,0.91782
night,weighted degree,1169,0.04502,25967,24798,23582.0,0.95096,0.90815
night,weighted degree,1298,0.04999,25967,24669,23296.0,0.94434,0.89714
night,weighted degree,1428,0.05499,25967,24539,23056.0,0.93957,0.8879
night,weighted degree,1558,0.06,25967,24409,22850.0,0.93613,0.87996
night,weighted degree,1688,0.06501,25967,24279,22519.0,0.92751,0.86722
night,weighted degree,1818,0.07001,25967,24149,22156.0,0.91747,0.85324
night,weighted degree,1948,0.07502,25967,24019,21958.0,0.91419,0.84561
night,weighted degree,2077,0.07999,25967,23890,21626.0,0.90523,0.83283
night,weighted degree,2207,0.08499,25967,23760,21421.0,0.90156,0.82493
night,weighted degree,2337,0.09,25967,23630,21231.0,0.89848,0.81761
night,weighted degree,2467,0.09501,25967,23500,21023.0,0.8946,0.8096
night,weighted degree,2597,0.10001,25967,23370,20781.0,0.88922,0.80028
night,betweenness,0,0.0,25967,25967,25664.0,0.98833,0.98833
night,betweenness,13,0.0005,25967,25954,25628.0,0.98744,0.98694
night,betweenness,26,0.001,25967,25941,25613.0,0.98736,0.98637
night,betweenness,65,0.0025,25967,25902,25542.0,0.9861,0.98363
night,betweenness,130,0.00501,25967,25837,25447.0,0.98491,0.97997
night,betweenness,260,0.01001,25967,25707,24976.0,0.97156,0.96184
night,betweenness,390,0.01502,25967,25577,24449.0,0.9559,0.94154
night,betweenness,519,0.01999,25967,25448,24036.0,0.94451,0.92564
night,betweenness,649,0.02499,25967,25318,23858.0,0.94233,0.91878
night,betweenness,779,0.03,25967,25188,23126.0,0.91814,0.89059
night,betweenness,909,0.03501,25967,25058,22584.0,0.90127,0.86972
night,betweenness,1039,0.04001,25967,24928,22373.0,0.8975,0.86159
night,betweenness,1169,0.04502,25967,24798,22188.0,0.89475,0.85447
night,betweenness,1298,0.04999,25967,24669,21828.0,0.88484,0.84061
night,betweenness,1428,0.05499,25967,24539,21528.0,0.8773,0.82905
night,betweenness,1558,0.06,25967,24409,14609.0,0.59851,0.5626
night,betweenness,1688,0.06501,25967,24279,13893.0,0.57222,0.53503
night,betweenness,1818,0.07001,25967,24149,13278.0,0.54984,0.51134
night,betweenness,1948,0.07502,25967,24019,13031.0,0.54253,0.50183
night,betweenness,2077,0.07999,25967,23890,7097.0,0.29707,0.27331
night,betweenness,2207,0.08499,25967,23760,7009.0,0.29499,0.26992
night,betweenness,2337,0.09,25967,23630,5532.0,0.23411,0.21304
night,betweenness,2467,0.09501,25967,23500,5456.0,0.23217,0.21011
night,betweenness,2597,0.10001,25967,23370,4647.0,0.19884,0.17896
night,articulation points,0,0.0,25967,25967,25664.0,0.98833,0.98833
night,articulation points,13,0.0005,25967,25954,25602.0,0.98644,0.98594
night,articulation points,26,0.001,25967,25941,25466.0,0.98169,0.98071
night,articulation points,65,0.0025,25967,25902,25310.0,0.97714,0.9747
night,articulation points,130,0.00501,25967,25837,25098.0,0.9714,0.96653
night,articulation points,260,0.01001,25967,25707,24378.0,0.9483,0.93881
night,articulation points,390,0.01502,25967,25577,23619.0,0.92345,0.90958
night,articulation points,519,0.01999,25967,25448,22943.0,0.90156,0.88354
night,articulation points,649,0.02499,25967,25318,22575.0,0.89166,0.86937
night,articulation points,779,0.03,25967,25188,22575.0,0.89626,0.86937
night,articulation points,909,0.03501,25967,25058,22575.0,0.90091,0.86937
night,articulation points,1039,0.04001,25967,24928,22575.0,0.90561,0.86937
night,articulation points,1169,0.04502,25967,24798,22575.0,0.91036,0.86937
night,articulation points,1298,0.04999,25967,24669,22575.0,0.91512,0.86937
night,articulation points,1428,0.05499,25967,24539,22575.0,0.91996,0.86937
night,articulation points,1558,0.06,25967,24409,22575.0,0.92486,0.86937
night,articulation points,1688,0.06501,25967,24279,22575.0,0.92982,0.86937
night,articulation points,1818,0.07001,25967,24149,22541.0,0.93341,0.86806
night,articulation points,1948,0.07502,25967,24019,22159.0,0.92256,0.85335
night,articulation points,2077,0.07999,25967,23890,21611.0,0.9046,0.83225
night,articulation points,2207,0.08499,25967,23760,20846.0,0.87736,0.80279
night,articulation points,2337,0.09,25967,23630,20264.0,0.85755,0.78038
night,articulation points,2467,0.09501,25967,23500,19903.0,0.84694,0.76647
night,articulation points,2597,0.10001,25967,23370,16800.0,0.71887,0.64698
night,random (baseline),0,0.0,25967,25967,25664.0,0.98833,0.98833
night,random (baseline),13,0.0005,25967,25954,25643.666666666668,0.98804,0.98755
night,random (baseline),26,0.001,25967,25941,25622.333333333332,0.98772,0.98673
night,random (baseline),65,0.0025,25967,25902,25575.666666666668,0.9874,0.98493
night,random (baseline),130,0.00501,25967,25837,25472.666666666668,0.9859,0.98096
night,random (baseline),260,0.01001,25967,25707,25270.666666666668,0.98303,0.97318
night,random (baseline),390,0.01502,25967,25577,25080.666666666668,0.98059,0.96587
night,random (baseline),519,0.01999,25967,25448,24874.333333333332,0.97746,0.95792
night,random (baseline),649,0.02499,25967,25318,24638.333333333332,0.97315,0.94883
night,random (baseline),779,0.03,25967,25188,24426.0,0.96975,0.94066
night,random (baseline),909,0.03501,25967,25058,24201.333333333332,0.96581,0.932
night,random (baseline),1039,0.04001,25967,24928,24005.666666666668,0.963,0.92447
night,random (baseline),1169,0.04502,25967,24798,23769.666666666668,0.95853,0.91538
night,random (baseline),1298,0.04999,25967,24669,23483.333333333332,0.95194,0.90435
night,random (baseline),1428,0.05499,25967,24539,23205.0,0.94564,0.89363
night,random (baseline),1558,0.06,25967,24409,22997.333333333332,0.94217,0.88564
night,random (baseline),1688,0.06501,25967,24279,22732.666666666668,0.93631,0.87544
night,random (baseline),1818,0.07001,25967,24149,22493.333333333332,0.93144,0.86623
night,random (baseline),1948,0.07502,25967,24019,22254.333333333332,0.92653,0.85702
night,random (baseline),2077,0.07999,25967,23890,21988.666666666668,0.92041,0.84679
night,random (baseline),2207,0.08499,25967,23760,21785.0,0.91688,0.83895
night,random (baseline),2337,0.09,25967,23630,21533.0,0.91126,0.82924
night,random (baseline),2467,0.09501,25967,23500,21279.333333333332,0.9055,0.81948
night,random (baseline),2597,0.10001,25967,23370,20965.0,0.89709,0.80737
